new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,mx,has_internal_ips,internal_ips,aaaa,caa
,081-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",081-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,082-client.fitbit.com,"104.16.65.50, 104.16.66.50",082-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,083-client.fitbit.com,"104.16.65.50, 104.16.66.50",083-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,083-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",083-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,084-client.fitbit.com,"104.16.65.50, 104.16.66.50",084-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,084-v3-client.fitbit.com,"104.16.65.50, 104.16.66.50",084-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,086-client.fitbit.com,"104.16.65.50, 104.16.66.50",086-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,087-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",087-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,088-client.fitbit.com,"104.16.66.50, 104.16.65.50",088-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,088-v3-client.fitbit.com,,088-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,089-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",089-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,090-client.fitbit.com,"104.16.65.50, 104.16.66.50",090-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,090-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",090-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,091-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",091-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,092-client.fitbit.com,"104.16.66.50, 104.16.65.50",092-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,092-v3-client.fitbit.com,"104.16.65.50, 104.16.66.50",092-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,093-client.fitbit.com,"104.16.65.50, 104.16.66.50",093-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,093-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",093-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,094-client.fitbit.com,"104.16.66.50, 104.16.65.50",094-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,094-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",094-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,095-client.fitbit.com,"104.16.66.50, 104.16.65.50",095-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,096-client.fitbit.com,"104.16.65.50, 104.16.66.50",096-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,096-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",096-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,097-client.fitbit.com,"104.16.66.50, 104.16.65.50",097-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,097-v3-client.fitbit.com,"104.16.65.50, 104.16.66.50",097-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,098-v3-client.fitbit.com,"104.16.66.50, 104.16.65.50",098-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,099-client.fitbit.com,"104.16.65.50, 104.16.66.50",099-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,099-v3-client.fitbit.com,"104.16.65.50, 104.16.66.50",099-v3-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,099-v3-client.qa2.fitbit.com,54.144.128.85,,,NOERROR,,,,,,,,,
,1.scale.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,1.scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,15.scale.www.fitbit.com,"104.16.66.50, 104.16.65.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,17.scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,35.scale.www.fitbit.com,"104.16.66.50, 104.16.65.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net",,NOERROR,True,cloudflare,,,,,,,
,45.scale.www.fitbit.com,,"www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,53.scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,58.scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,63.scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,72.scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,accounts.fitbit.com,"104.16.65.50, 104.16.66.50",accounts.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,alexa-skill-handler.fitbit.com,34.120.193.35,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,android-api.fitbit.com,"104.16.65.50, 104.16.66.50",android-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,android-cdn-api.fitbit.com,"104.16.65.50, 104.16.66.50",android-cdn-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,android-cdn-client.fitbit.com,"104.16.65.50, 104.16.66.50",android-cdn-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,android-client.fitbit.com,"104.16.66.50, 104.16.65.50",android-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,android-softclient.fitbit.com,"104.16.65.50, 104.16.66.50","android-client.fitbit.com, android-client.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,api-lb.fitbit.com,"104.16.66.50, 104.16.65.50",api-lb.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,api-pro.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,api.fitbit.com,"104.16.66.50, 104.16.65.50",api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,app.plus.fitbit.com,34.117.92.46,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,artifactory.firmwareci.fitbit.com,172.26.223.233,k8s-prod.firmwareci.fitbit.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,172.26.223.233,,
,assalamaleykum.whitebit.com,,,"sharon.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,asset-service.fitbit.com,"104.16.66.50, 104.16.65.50",asset-service.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,assets.fitbit.com,"104.16.66.50, 104.16.65.50",assets.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,athena-uat.fitbit.com,172.21.130.149,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,172.21.130.149,,
,athena.fitbit.com,172.21.130.149,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,172.21.130.149,,
,badges.fitbit.com,"104.16.65.50, 104.16.66.50",badges.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,beta.fitbit.com,"44.236.62.150, 44.228.18.102",fitbit-site.centercode.com,"ns-725.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,blog.fitbit.com,"141.193.213.10, 141.193.213.11",wp.wpenginepowered.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,bo.corp.fitbit.com,"3.84.64.22, 3.86.137.55","e5cf161e-532a-40f5-9c81-89190d9a0148-gw.gateway.idaptive.app, pod1005-pod.gateway.idaptive.app, pod2001-gw.gateway.idaptive.app, pod2001.idaptive.app, idaptive-pod2001-nlb-f62a17-d0c83647cd70e453.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1286.awsdns-32.org, ns-1826.awsdns-36.co.uk, ns-281.awsdns-35.com, ns-844.awsdns-41.net",,,,,,
,bodev.corp.fitbit.com,"3.86.137.55, 3.84.64.22","f50d2e25-e92d-4b42-8c6c-674dd565e701-gw.gateway.idaptive.app, pod1005-pod.gateway.idaptive.app, pod2001-gw.gateway.idaptive.app, pod2001.idaptive.app, idaptive-pod2001-nlb-f62a17-d0c83647cd70e453.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,boqas.corp.fitbit.com,"3.86.137.55, 3.84.64.22","af93bb79-2544-455e-a30a-c8406e51dd08-gw.gateway.idaptive.app, pod1005-pod.gateway.idaptive.app, pod2001-gw.gateway.idaptive.app, pod2001.idaptive.app, idaptive-pod2001-nlb-f62a17-d0c83647cd70e453.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cache.fitbit.com,"104.16.65.50, 104.16.66.50",cache.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,canaryapi.fitbit.com,"104.16.66.50, 104.16.65.50",canaryapi.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,canaryclient.fitbit.com,"104.16.65.50, 104.16.66.50",canaryclient.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,canarymgmt.fitbit.com,,canarymgmt.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,cdn.whitebit.com,"143.204.89.112, 143.204.89.37, 143.204.89.49, 143.204.89.73",d3bee11d7gy1kj.cloudfront.net,"ns-1645.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-432.awsdns-54.com, ns-670.awsdns-19.net, ns-1352.awsdns-41.org, ns-1645.awsdns-13.co.uk",,,,,"2600:9000:2156:c000:5:95f6:1cc0:93a1, 2600:9000:2156:2400:5:95f6:1cc0:93a1, 2600:9000:2156:3c00:5:95f6:1cc0:93a1, 2600:9000:2156:4600:5:95f6:1cc0:93a1, 2600:9000:2156:6800:5:95f6:1cc0:93a1, 2600:9000:2156:8200:5:95f6:1cc0:93a1, 2600:9000:2156:ae00:5:95f6:1cc0:93a1, 2600:9000:2156:b200:5:95f6:1cc0:93a1",
,cftest.fitbit.com,"104.16.65.50, 104.16.66.50",cftest.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,click.e.fitbit.com,13.111.151.170,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,cloud.e.fitbit.com,128.17.210.46,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,cloudbuild-results-stage.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,cloudbuild-results.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,coach.fitbit.com,34.117.131.163,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,commerce-api.fitbit.com,"104.16.65.50, 104.16.66.50",commerce-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,community.fitbit.com,"99.84.208.68, 99.84.208.95, 99.84.208.8, 99.84.208.48, 205.251.192.47, 205.251.195.52, 205.251.197.240, 205.251.199.42","xmnuz23762.lithium.com, drs3mpg7ab82k.cloudfront.net","ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-47.awsdns-05.com, ns-820.awsdns-38.net, ns-1520.awsdns-62.org, ns-1834.awsdns-37.co.uk",,,,,,
,community.stage.fitbit.com,"13.224.222.20, 13.224.222.64, 13.224.222.76, 13.224.222.85","xmnuz23762.stage.lithium.com, d322q3q7yl9557.cloudfront.net","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1350.awsdns-40.org, ns-1714.awsdns-22.co.uk, ns-46.awsdns-05.com, ns-873.awsdns-45.net",,,,,,
,config-int.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,byz6c7mkpgxlq30q3ztl4jy7vpplwph8,,,,,
,config-perf.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,vd21vcy2ghs99nybyp61wphspnd7665m,,,,,
,config-prod.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,2ptkrkg2lp31b99p5zzz4cx3t8bs2nck,,,,,
,config-stage.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,h67t62qscwwbcc0h8m6wks8fg2ydrxfw,,,,,
,config.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,rq0jd03w7hgxf9mlvt99pgz929lszcm0,,,,,
,contact.fitbit.com,"104.16.66.50, 104.16.65.50",contact.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,content.fitbit.com,"104.17.70.206, 104.17.72.206, 104.17.73.206, 104.17.71.206, 104.17.74.206","fitbit2.mktoweb.com, sj22.mktossl.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,corporate-webapps.fitbit.com,"104.16.66.50, 104.16.65.50",corporate-webapps.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,corporate.fitbit.com,"104.16.66.50, 104.16.65.50",corporate.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,cs-tableau-bpo.corp.fitbit.com,"3.86.137.55, 3.84.64.22","3be29cca-15f6-4eba-860d-e92a39307da6-gw.gateway.idaptive.app, pod1005-pod.gateway.idaptive.app, pod2001-gw.gateway.idaptive.app, pod2001.idaptive.app, idaptive-pod2001-nlb-f62a17-d0c83647cd70e453.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,demisto-devel.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,demisto-stage.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,demisto.gcp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,desktop-client.fitbit.com,,desktop-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,desktop-static.fitbit.com,,desktop-static.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,developer.fitbit.com,"104.16.65.50, 104.16.66.50",developer.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,device.whitebit.com,"104.19.135.72, 104.19.133.72, 104.19.136.72, 104.19.134.72, 104.19.137.72",,"sharon.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,"2606:4700:1::6813:8848, 2606:4700:1::6813:8948, 2606:4700:1::6813:8548, 2606:4700:1::6813:8748, 2606:4700:1::6813:8648",
,device101.fitbit.com,"104.16.65.50, 104.16.66.50",device101.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,digital-assets.fitbit.com,"104.16.66.50, 104.16.65.50",digital-assets.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,docker-stg-prod.site-ops.fitbit.com,,,,NOERROR,,,,,,,,,
,docs.whitebit.com,,,"sharon.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dogfood.fitbit.com,"54.218.116.189, 52.43.144.49",fitbitfieldtest.centercode.com,"ns-725.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,drive.fitbit.com,142.250.185.211,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
,f2g.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,feed-moderation.fitbit.com,"104.16.65.50, 104.16.66.50",feed-moderation.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,fieldtesting.fitbit.com,"54.218.116.189, 52.43.144.49",fitbitfieldtest.centercode.com,"ns-725.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1144.awsdns-15.org, ns-1734.awsdns-24.co.uk, ns-452.awsdns-56.com, ns-725.awsdns-26.net",,,,,,
,fiori-dev.corp.fitbit.com,34.94.40.239,fiori-dev.webproxy-fitbit-corpit-us-west2.fitbit.googleacquisitionmigration.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,fiori-ext.corp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,fiori-test.corp.fitbit.com,34.94.40.239,fiori-test.webproxy-fitbit-corpit-us-west2.fitbit.googleacquisitionmigration.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,fiori-test.fitbit.com,54.144.128.85,,,NOERROR,,,,,,,,,
,fiori.corp.fitbit.com,34.94.40.239,fiori.webproxy-fitbit-corpit-us-west2.fitbit.googleacquisitionmigration.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,fiori.extqa.corp.fitbit.com,35.219.153.171,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,fitbit.com,34.149.183.214,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,"ns-cloud-c3.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c2.googledomains.com",,,,,,"pki.goog, amazon.com, digicert.com"
,fitbit2google.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,fitforgood.fitbit.com,,d1oupdtaptptwn.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
,fsc-gcp.fitbit.com,34.102.155.183,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,fsc.fitbit.com,34.102.155.183,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,gam.fitbit.com,"104.16.65.50, 104.16.66.50",gam.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,gcp02-nf-01.corp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,jmkdpmmd4fqv4v5m970jnl17d3cwwj8y,,,,,
,gcs-assets.fitbit.com,"104.16.65.50, 104.16.66.50",gcs-assets.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,globalvpn.corp.fitbit.com,45.126.246.104,sac0101-nf-03.ftbt.aads1.net,"nsb1.aads1.net, hostmaster.corp.aryaka.com",NOERROR,,,,,,,,,
,google2fitbit.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,groups.fitbit.com,142.250.185.147,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,2a00:1450:4001:82b::2013,
,gsemail.fitbit.com,,u2688900.wl151.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 ip4:198.37.159.181 -all,mx.sendgrid.net,,,,
,gslink.fitbit.com,"167.89.118.83, 167.89.123.54, 167.89.123.124, 167.89.118.52",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com","p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","mx.sendgrid.net, mx2.sendgrid.net",,,,"amazonaws.com, godaddy.com"
,healthsolutions.fitbit.com,"141.193.213.10, 141.193.213.11",wp.wpenginepowered.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,healthypet.fitbit.com,"151.101.1.195, 151.101.65.195",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,fastly,,,,,,,
,hms-static.fitbit.com,"104.16.65.50, 104.16.66.50",hms-static.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,iedc.fitbit.com,"104.16.66.50, 104.16.65.50",iedc.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,ifttt.fitbit.com,"104.16.66.50, 104.16.65.50",ifttt.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,img0.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,img1.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,img3.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,int-android-api.fitbit.com,"104.16.66.50, 104.16.65.50",int-android-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,int-android-cdn-api.fitbit.com,"104.16.65.50, 104.16.66.50",int-android-cdn-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
