new,host,a,cname,soa,status_code,cdn,cdn-name,txt,aaaa,mx,ns,has_internal_ips,internal_ips,caa
[x],newrelic.com,"151.101.2.217, 151.101.66.217, 151.101.130.217, 151.101.194.217",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,"v=spf1 ip4:38.88.21.69/32 ip4:38.129.65.12/32 include:mktomail.com include:_spf.google.com include:mailgun.org include:docebosaas.com ~all, spf2.0/pra ?all, docusign=469d6b53-4bae-4d27-8883-1f0c697ad722, pardot893801=31820b7b0c868e8426e1f8ebf51ca209f26b9388a7169f79a1ab29d640d84650, adobe-idp-site-verification=b1e661c3d47470de728c17470365d00226531208a3b078435f99c4f578e6d88f, google-site-verification=YRMSthamK49wTIo72yB89R2aEIBECJ11n7165rDzfsE, google-site-verification=OOuGwQ__672RAHPGeoxpR6S5yZSkgnPQrUrSL4zRSXA, yandex-verification: fc1dd009c32ab111, docker-verification=b2502828-def0-4401-a612-840e41402b0f, google-site-verification=mL6p92_GRtlQoOU_JiL3Wd-JE3LFVfkiUXrjFsH7-hk, amazon-business-verification=6e7f1b9714397b936922514be022b98f5b42d792a902bc9cddd38b88cd44deea, mongodb-site-verification=zKrp4m6CLWVIeTlSRz7gZuaatxim0wkp, onetrust-domain-verification=d903445ef59c4a08a5098067e40dd86b, wework-site-verification=KPdt0l0h4yCgRIWd, google-site-verification=IzCrXIx1zpSj5z3EI6pOU5cQjCyT-BuTfrwgdRfURS0, apple-domain-verification=7Er7DKxKjTdmiJ4v, 28wk3142yk508gjqpr27hhf69lwhg0wv, google-site-verification=IcoYxGaPyPWM0lNynfgRn7JhkpaXprYeUxWWXXurE20, _globalsign-domain-verification=4F75HIXJYgIp1lJKOK40HSdTb5jUc09eGA2yrgx5kz, a07ddd918db549a2a6d356b2980627e6, google-site-verification=LoR9AZ42PtO0eDHfnqn00jeAoZcgnx07h_ZfGvaeOrs, qzq5wlt1920x4rd538hpqznblcy9n91g",,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","dns1.p07.nsone.net, dns2.p07.nsone.net, dns3.p07.nsone.net, dns4.p07.nsone.net, ns01.nr-dns.net, ns02.nr-dns.net, ns03.nr-dns.net, ns04.nr-dns.net",,,
[x],next-azure-ext.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],nr1-edge-test.one.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],o1.ntfcrv.notifications.newrelic.com,149.72.209.60,,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],oldblog.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],one-core.newrelic.com,"162.247.242.35, 162.247.242.36, 162.247.242.37",service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],one.eu.newrelic.com,"185.221.86.41, 185.221.86.9",public-service-gateway.eu.newrelic.com,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pepe.test-httptools.eu.newrelic.com,,,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],platform-insights-collector.newrelic.com,"104.18.7.12, 104.18.6.12",platform-insights-collector.newrelic.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:60c, 2606:4700::6812:70c",,,,,
[x],plugins.newrelic.com,"162.247.242.37, 162.247.242.35, 162.247.242.36",service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
[x],radar-api.service.newrelic.com,"162.247.242.39, 162.247.242.40, 162.247.242.38",wildcard.service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],radar.newrelic.com,"162.247.242.35, 162.247.242.36, 162.247.242.37",service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
[x],redirect.newrelic.com,162.247.242.45,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],rpm-images.newrelic.com,"162.247.242.36, 162.247.242.37, 162.247.242.35",service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
[x],rpm-instart.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],rpm.eu.newrelic.com,,public-service-gateway.eu.newrelic.com,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],rpm.newrelic.com,"162.247.242.36, 162.247.242.35, 162.247.242.37",service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
[x],security.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],service-6.newrelic.com,162.247.242.35,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],service-7.newrelic.com,162.247.242.36,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],service-8.newrelic.com,162.247.242.37,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],service.newrelic.com,"162.247.242.35, 162.247.242.36, 162.247.242.37",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
[x],spectrum.cf-infrastructure-command-api.eu.newrelic.com,,,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],spectrum.staging-collectors.newrelic.com,162.247.241.21,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],spectrum.staging-trace-api.newrelic.com,162.247.241.19,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-alerts.newrelic.com,162.247.242.148,staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-collector-2.newrelic.com,162.247.242.146,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-collectors.newrelic.com,,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,v=spf1 -all,,,"dns1.p05.nsone.net, dns2.p05.nsone.net, dns3.p05.nsone.net, dns4.p05.nsone.net, ns01.nr-dns.net, ns02.nr-dns.net, ns03.nr-dns.net, ns04.nr-dns.net",,,
[x],staging-connect.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-custom-event-inserter.newrelic.com,162.247.242.147,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-discuss.newrelic.com,162.247.242.148,staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-forums.newrelic.com,"95.101.111.185, 95.101.111.143","staging-forums.newrelic.com.00d1u000000xkhkuae.live.siteforce.com, sdc.prod.communities.salesforce.cdn.edgekey.net, e78038.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:480:d::210:f162, 2a02:26f0:480:d::210:f156",,,,,
[x],staging-identity-api.newrelic.com,162.247.242.142,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-infrastructure-command-api.newrelic.com,"18.224.224.227, 3.136.254.97, 3.139.209.181, 18.189.241.80, 3.22.85.221, 3.143.41.234",staging.nucleus-lb.newrelic.com,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-insights-collector.newrelic.com,162.247.243.8,"staging-insights-collector.cell.nr-data.net, fastly-staging-insights-collector.newrelic.com","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-insights.newrelic.com,162.247.242.148,staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-jserror.newrelic.com,162.247.242.162,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-knowledge.newrelic.com,,"staging-knowledge.newrelic.com.00d1u000000xkhkuae.live.siteforce.com, sdc.prod.communities.salesforce.cdn.edgekey.net, e78038.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging-legacy-service.newrelic.com,162.247.242.169,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-metric-api.newrelic.com,162.247.241.9,"staging-metric-api.cell.nr-data.net, staging-metric-api.newrelic.com.cdn.cloudflare.net, fastly-staging-metric-api.newrelic.com","dns1.p07.nsone.net, hostmaster.nsone.net, ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],staging-mobile-collector-origin.newrelic.com,162.247.242.164,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-mobile-collector.newrelic.com,162.247.241.3,"staging-mobile-collector.cell.nr-data.net, staging-mobile-collector.newrelic.com.cdn.cloudflare.net, fastly-staging-mobile-collector.newrelic.com","ns1.cloudflare.net, dns.cloudflare.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-nerd-graph-too.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-one-cfdc.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-one.newrelic.com,162.247.242.148,staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-platform-insights-collector.newrelic.com,"104.18.17.153, 104.18.16.153",staging-platform-insights-collector.newrelic.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1199, 2606:4700::6812:1099",,,,,
[x],staging-service.newrelic.com,162.247.242.148,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-shared.newrelic.com,162.247.242.169,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging-supportportal.newrelic.com,"96.16.54.131, 96.16.54.184","staging-supportportal.newrelic.com.00d1u000000xkhkuae.live.siteforce.com, sdc.prod.communities.salesforce.cdn.edgekey.net, e78038.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging.issues.newrelic.com,34.120.168.104,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,
[x],staging.newrelic.com,162.247.242.148,staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging.nucleus-lb.newrelic.com,"3.136.254.97, 3.22.85.221, 18.189.241.80, 3.143.41.234, 18.224.224.227, 3.139.209.181",,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],staging.service.nucleus.newrelic.com,"18.224.224.227, 3.139.209.181, 3.22.85.221, 3.136.254.97, 3.143.41.234, 18.189.241.80",staging.nucleus-lb.newrelic.com,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],stamp1-azure-ext.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],stamp2-azure-ext.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],status.newrelic.com,,nwg5xmnm9d17.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"letsencrypt.org, globalsign.com;"
[x],stg-grpc-proxy-test.grpc.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],stg-vapid-switch.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],stg-writhing-term.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],support-beta.newrelic.com,"162.247.242.36, 162.247.242.37, 162.247.242.35",service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
[x],support.newrelic.com,"104.110.240.130, 104.110.240.139",,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,"v=spf1 mx include:_spf.salesforce.com include:_spf.google.com include:_spf.qemailserver.com ~all, 00d1u000000xkhkuae, yandex-verification: c547b14d509839ea, google-site-verification=F0NZckdML587R-r0BPtgcWjsaHGyE91q_HvuTOC4smM","2a02:26f0:c900:9::5f65:4a8b, 2a02:26f0:c900:9::5f65:4a9f","alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com","ns01.nr-dns.net, dns3.p04.nsone.net, dns2.p04.nsone.net, dns4.p04.nsone.net, dns1.p04.nsone.net, ns02.nr-dns.net, ns04.nr-dns.net, ns03.nr-dns.net",,,
[x],test-blue-sky.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test-data-hound.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test-httptools.eu.newrelic.com,,,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test-httptools.newrelic.com,"3.12.106.1, 3.14.95.92, 3.12.168.163",k8s-gloosyst-gatewayp-2b5b78c266-7e6db50ca837290c.elb.us-east-2.amazonaws.com,"ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1513.awsdns-61.org, ns-2016.awsdns-60.co.uk, ns-41.awsdns-05.com, ns-539.awsdns-03.net",,,
[x],test-idiotic-shot.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test-support.newrelic.com,162.247.242.148,staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test.newrelic.com,162.247.242.169,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,v=spf1 -all,,,,,,
[x],test.nucleus-lb.newrelic.com,146.75.122.217,"www.newrelic.com, b2.shared.global.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
[x],test2.newrelic.com,,staging-shared.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test5.newrelic.com,162.247.242.169,staging-shared.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test6.newrelic.com,162.247.242.169,staging-shared.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test7.newrelic.com,162.247.242.169,staging-shared.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test8.newrelic.com,162.247.242.169,staging-shared.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],test8.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],testing.issues.newrelic.com,34.160.173.91,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,
[x],tips.newrelic.com,146.75.122.137,dualstack.k.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,2a04:4e42:8e::649,,,,,
[x],tls10.eu.newrelic.com,185.221.85.2,tls10.eu.newrelic.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],tls12.newrelic.com,162.247.241.2,tls12.newrelic.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],tls12.staging-log-api.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],tor318-392-grc.staging-service.newrelic.com,162.247.242.170,wildcard.staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],trace-api.eu.newrelic.com,185.221.87.19,"trace-api.cell.eu.nr-data.net, fastly-trace-api.eu.newrelic.com, tls12.eu.newrelic.com.cdn.cloudflare.net","dns1.p03.nsone.net, hostmaster.nsone.net, ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],trace-api.newrelic.com,162.247.241.16,"trace-api.cell.nr-data.net, trace-api.newrelic.com.cdn.cloudflare.net, fastly-trace-api.newrelic.com","dns1.p07.nsone.net, hostmaster.nsone.net, ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],trace-this.newrelic.com,162.247.241.13,"trace-this.cell.nr-data.net, trace-this.newrelic.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,fastly,,,,,,,
[x],two.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],us-proper-meat.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],us-vacant-life.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],us-wrong-quote.nucleus-lb.newrelic.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],us.nucleus-lb.newrelic.com,"3.141.74.106, 3.21.48.252, 18.116.99.106, 3.130.14.191, 3.129.33.187, 18.219.167.17, 3.23.5.94, 18.224.208.16, 3.13.8.197",,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wdl.staging-service.newrelic.com,162.247.242.170,wildcard.staging-service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wiki-account-euwpostgresgit.service.newrelic.com,"162.247.242.38, 162.247.242.39, 162.247.242.40",wildcard.service.newrelic.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wildcard-6.service.newrelic.com,162.247.242.38,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wildcard-7.service.newrelic.com,162.247.242.39,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wildcard.service.eu.newrelic.com,"185.221.86.8, 185.221.86.40",,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wildcard.staging-service.newrelic.com,162.247.242.170,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],workflows.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www-staging.newrelic.com,"151.101.2.137, 151.101.66.137, 151.101.130.137, 151.101.194.137",k.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],www.academyonline.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.articles.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.connect.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.resources.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.staging-connect.newrelic.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
