new,host,a,soa,status_code,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ns,txt,caa
[x],adminfr-dev.connect.monash.edu,"130.194.10.27, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, 2001:388:608c:88a::1b",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
[x],beta.pharm.monash.edu,130.194.216.82,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],bisan-test.its.monash.edu,130.194.11.185,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],bisan-test.monash.edu,130.194.11.185,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],connect-qat.connect.monash.edu,130.194.11.101,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],corp-iae.aws.monash.edu,,"ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-1014.awsdns-62.net, ns-1071.awsdns-05.org, ns-1839.awsdns-37.co.uk, ns-339.awsdns-42.com",,
[x],corp-prd.aws.monash.edu,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-1312.awsdns-36.org, ns-427.awsdns-53.com, ns-1620.awsdns-10.co.uk, ns-976.awsdns-58.net",,
[x],corp-ss.aws.monash.edu,,"ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-330.awsdns-41.com, ns-988.awsdns-59.net, ns-1420.awsdns-49.org, ns-1643.awsdns-13.co.uk",,
[x],defect.bpd.monash.edu,130.194.17.1,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],eassessment-npd.aws.monash.edu,,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-1025.awsdns-00.org, ns-1593.awsdns-07.co.uk, ns-302.awsdns-37.com, ns-821.awsdns-38.net",,
[x],eng-apps.apps.monash.edu,"18.66.196.42, 18.66.196.44, 18.66.196.77, 18.66.196.61","ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d3pqbisd58ndos.cloudfront.net,True,cloudfront,,,,"ns-190.awsdns-23.com, ns-1690.awsdns-19.co.uk, ns-1130.awsdns-13.org, ns-957.awsdns-55.net",,
[x],eng-irt14-v02.eng.monash.edu,130.194.20.139,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],ext.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
[x],ezproxy-dev.lib.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
[x],idp-qat.ocio.monash.edu,"143.204.215.17, 143.204.215.47, 143.204.215.111, 143.204.215.9","ns-1767.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,4e58a35de17f8bab1013b295a4b27082.idp-cname.aaf.edu.au,True,cloudfront,,,,,,amazonaws.com
[x],ipp.med.monash.edu,130.194.20.237,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],libra.its.monash.edu,130.194.253.15,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],lpr.bpd.monash.edu,172.16.8.114,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.8.114,,,,
[x],m.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,v=spf1 -all,
[x],mdsunway.pharm.monash.edu,54.169.134.102,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],mse.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,v=spf1 -all,
[x],mydispense.pharm.monash.edu,54.66.147.201,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],phi.pharm.monash.edu,130.194.218.59,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
[x],res-ias-npd.aws.monash.edu,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-1232.awsdns-26.org, ns-856.awsdns-43.net, ns-1771.awsdns-29.co.uk, ns-238.awsdns-29.com",,
[x],test-lib.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,,,,
[x],www.pharm.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,,
,25years.infotech.monash.edu,52.64.12.59,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,25years.it.monash.edu,,,,,,,,
,25years.it.monash.edu,52.64.12.59,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,3d-cardiomics.erc.monash.edu,118.138.242.214,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aa-amarillo-prod.its.monash.edu,130.194.10.161,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aa-app22-v02.ocio.monash.edu,10.29.107.49,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.29.107.49,,,,
,aa-fondi-v01.ocio.monash.edu,10.29.108.119,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.29.108.119,,,,
,aa-trento-v01.ocio.monash.edu,10.29.97.213,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.29.97.213,,,,
,aa-treviso-v02.ocio.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:feb5:2f71,,,,,,,,,
,aa-web14-v02.ocio.monash.edu,130.194.19.144,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8d7:250:56ff:feb5:58eb,,,,,,,,,
,aa-web24-v01.ocio.monash.edu,"10.29.68.130, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,10.29.68.130,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,abw-prod.erc.monash.edu,118.138.234.59,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ac-bbbtest3.eassessment-npd.aws.monash.edu,13.239.113.213,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,acbd-acrf.erc.monash.edu,118.138.233.107,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,accessmanager.idmdev3.monash.edu,172.17.120.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.120.6,,,,
,account-registration.monash.edu,"108.156.2.11, 108.156.2.102, 108.156.2.78, 108.156.2.31","ns-714.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,d2he2cz9v92bm7.cloudfront.net,True,cloudfront,,,,"ns-714.awsdns-25.net, ns-1078.awsdns-06.org, ns-1715.awsdns-22.co.uk, ns-478.awsdns-59.com",,
,ace-fim-mars-prod.its.monash.edu,130.194.10.33,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ace-fim-mars-qat.its.monash.edu,130.194.10.32,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ace-mulo-media.its.monash.edu,130.194.10.44,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,acme.idmqat.monash.edu,172.17.18.78,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.18.78,,,,"mailto:cert-request-l@monash.edu, letsencrypt.org, sectigo.com"
,adifferentlens.monash.edu,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,vascular-watermelon-s5opohpvoxoymh9q6ffpv705.herokudns.com,,,,,,,,
,adm-web41-v20.apps.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,adm-web41-v20.ocio.monash.edu,10.24.40.101,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.40.101,,,,
,adm-web42-v20.ocio.monash.edu,10.24.54.81,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.54.81,,,,
,adm-web43-v20.ocio.monash.edu,10.24.4.232,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.4.232,,,,
,adm-web44-v20.ocio.monash.edu,10.24.30.70,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.30.70,,,,
,adm-web46-v20.ocio.monash.edu,10.24.136.121,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.136.121,,,,
,adm.monash.edu,"34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2001:388:608c:88b::7e, 2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,"ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM, ALT4.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM","ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",v=spf1 include:_spf.google.com -all,
,admin-sand.integration.monash.edu,130.194.11.1,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,adminfr-dev.its.monash.edu,130.194.19.204,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,adminfr-qat.its.monash.edu,130.194.13.9,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,adminfr.console.monash.edu,130.194.11.15,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::f,,,,,,,,,
,adminfr.its.monash.edu,130.194.13.16,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,adons.erc.monash.edu,118.138.234.12,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,agent-uat.apps.monash.edu,216.58.209.19,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:401b:808::2013,"ywaiisw.x.incapdns.net, ghs.googlehosted.com",,,,,,,,
,agent.apps.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,774cpqp.x.incapdns.net,True,incapsula,,,,,,
,ai.sensilab.monash.edu,142.250.185.176,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:811::2010,c.storage.googleapis.com,,,,,,,,
,aic.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,"ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ASPMX.L.GOOGLE.COM, ALT4.ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM",,v=spf1 include:_spf.google.com -all,
,aidecaas.mpc.monash.edu,172.17.16.120,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.16.120,,,,
,airpolmodeller.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ais-xnat-dev.erc.monash.edu,118.138.235.96,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,alerton-sql.fsd.monash.edu,172.16.47.10,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,fdfd:eb1a:eb10:2f00:250:56ff:feb5:2527,,,,True,"172.16.47.10, fdfd:eb1a:eb10:2f00:250:56ff:feb5:2527",,,,
,alf-tool.monash.edu,"18.66.122.34, 18.66.122.86, 18.66.122.13, 18.66.122.100","ns-900.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,,dz2vnug0tbh14.cloudfront.net,True,cloudfront,,,,"ns-1170.awsdns-18.org, ns-1765.awsdns-28.co.uk, ns-282.awsdns-35.com, ns-900.awsdns-48.net",,
,allegrograph.erc.monash.edu,"118.138.245.123, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,allocate-qat.timetable.monash.edu,"13.249.9.60, 13.249.9.39, 13.249.9.61, 13.249.9.15","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,d3g25nim1fszpp.cloudfront.net,True,cloudfront,,,,"ns-565.awsdns-06.net, ns-1707.awsdns-21.co.uk, ns-411.awsdns-51.com, ns-1318.awsdns-36.org",,
,alumni-friends.monash.edu,"13.210.6.74, 13.210.5.60, 13.210.5.150","ns1-syd.salesforce.com, hostmaster.salesforce.com",NOERROR,,"alumni-friends.monash.edu.00d280000016gq6eam.live.siteforce.com, ap20.inst.siteforce.com, ap20-syd.inst.siteforce.com, ap20-syd.syd.r.inst.siteforce.com",,,,,,,,
,alumni.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,"ALT4.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM",,v=spf1 include:_spf.google.com -all,
,ambari.erc.monash.edu,118.138.239.95,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,amigo-qa.monash.edu,"216.239.32.21, 216.239.38.21, 216.239.36.21, 216.239.34.21","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15",,,,,,,,google-site-verification=kA3-mjpwBEvxABLaatbqCK0hUK7f2MO3KuAG1pdNmeM,
,amigo-qat.apps.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,trcdygb.x.incapdns.net,True,incapsula,,,,,,
,amigo.apps.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,qq5rhtp.x.incapdns.net,True,incapsula,,,,,,
,amigo.monash.edu,"216.239.34.21, 216.239.36.21, 216.239.32.21, 216.239.38.21","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15",,,,,,,,google-site-verification=BdkA1762LStUtTt-3drDbYDsoJR1GNI6EMFhOpGSahsii,
,amigospring-qat.apps.monash.edu,172.217.16.211,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80b::2013,ghs.googlehosted.com,,,,,,,,
,amr.erc.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,jqyjw.x.incapdns.net,True,incapsula,,,,,,
,analytics.erc.monash.edu,118.138.234.41,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,analytics.mcgroup.monash.edu,"143.204.215.33, 143.204.215.60, 143.204.215.102, 143.204.215.28","ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:214f:9400:19:afe8:ae80:93a1, 2600:9000:214f:9e00:19:afe8:ae80:93a1, 2600:9000:214f:d000:19:afe8:ae80:93a1, 2600:9000:214f:ec00:19:afe8:ae80:93a1, 2600:9000:214f:f000:19:afe8:ae80:93a1, 2600:9000:214f:1800:19:afe8:ae80:93a1, 2600:9000:214f:6000:19:afe8:ae80:93a1, 2600:9000:214f:6a00:19:afe8:ae80:93a1",d1obtevs5fyeuy.cloudfront.net,True,cloudfront,,,,"ns-444.awsdns-55.com, ns-882.awsdns-46.net, ns-1162.awsdns-17.org, ns-1935.awsdns-49.co.uk",,
,annexx.bpd.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,anthem.erc.monash.edu,118.138.233.221,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,anzscts-gateway.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,anzscts-safehaven.erc.monash.edu,"118.138.234.215, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,aoard2.erc.monash.edu,"118.138.242.159, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,aperio-em1.erc.monash.edu,"118.138.235.154, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns5.its.monash.edu, ns4.its.monash.edu",,
,aperio-ih1.erc.monash.edu,118.138.237.61,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aperio-zabbix.erc.monash.edu,118.138.243.238,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,api-rds.erc.monash.edu,130.194.249.88,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,api.apps.cloud.monash.edu,118.138.233.129,"ns1.rc.nectar.org.au, coreservices.nectar.org.au",NOERROR,,,,,,,,,,
,api.graduate-search-dev.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,klcnoqw.x.incapdns.net,True,incapsula,,,,,,
,api.graduate-search-qat.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,pmp6mhj.x.incapdns.net,True,incapsula,,,,,,
,api.graduate-search.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,g7d8zsw.x.incapdns.net,True,incapsula,,,,,,
,api.pcos.erc.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,nouusz7.x.incapdns.net,True,incapsula,,,,,,
,api.webnet.its.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,appdev.med.monash.edu,"13.54.253.160, 13.238.209.198","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,lb-appdev-med-qat-27760183.ap-southeast-2.elb.amazonaws.com,,,,,,,,
,appdev3.med.monash.edu,10.22.64.4,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.22.64.4,,,,
,apple.monash.edu,"108.157.214.12, 108.157.214.120, 108.157.214.73, 108.157.214.88","ns-1289.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,didnp2lo3f14j.cloudfront.net,True,cloudfront,,,,"ns-1721.awsdns-23.co.uk, ns-510.awsdns-63.com, ns-1017.awsdns-63.net, ns-1289.awsdns-33.org",,
,apple.ocio.monash.edu,"52.222.214.84, 52.222.214.6, 52.222.214.48, 52.222.214.88","ns-1289.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,didnp2lo3f14j.cloudfront.net,True,cloudfront,,,,"ns-1017.awsdns-63.net, ns-1289.awsdns-33.org, ns-1721.awsdns-23.co.uk, ns-510.awsdns-63.com",,
,applicant-dev.connect.monash.edu,"130.194.11.28, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,applicant-qat.connect.monash.edu,13.70.151.195,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,"applicant-qat-monashuni.msappproxy.net, ef7a487a-77ca-410a-803d-e426b62a587f.tenant.runtime.msappproxy.net, cwap-aus1-runtime.routing.msappproxy.net, aus.proxy-2.appproxy.msidentity.com, www.tm.aus.proxy-2.appproxy.trafficmanager.net",True,azure,,,,,,
,applicant-rel.connect.monash.edu,13.70.151.195,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,"applicant-rel-monashuni.msappproxy.net, ef7a487a-77ca-410a-803d-e426b62a587f.tenant.runtime.msappproxy.net, cwap-aus1-runtime.routing.msappproxy.net, aus.proxy-2.appproxy.msidentity.com, www.tm.aus.proxy-2.appproxy.trafficmanager.net",True,azure,,,,,,
,apps-dev.connect.monash.edu,130.194.11.18,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,apps-dev.its.monash.edu,"130.194.11.78, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,apps-dev.resadmin.monash.edu,130.194.11.78,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,apps-qat.connect.monash.edu,130.194.11.22,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,apps-rel.connect.monash.edu,130.194.11.244,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,apps-review.erc.monash.edu,118.138.234.135,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,apps.connect.monash.edu,130.194.11.36,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,apps.eng.monash.edu,"99.86.91.29, 99.86.91.5, 99.86.91.91, 99.86.91.118","ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d2xkgkshort1r4.cloudfront.net,True,cloudfront,,,,"ns-1340.awsdns-39.org, ns-1999.awsdns-57.co.uk, ns-494.awsdns-61.com, ns-750.awsdns-29.net",,
,apps.resadmin.monash.edu,130.194.11.173,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,archive.eng.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,,,,
,archive.infotech.monash.edu,"130.194.11.149, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, 2001:388:608c:88b::95",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",v=spf1 -all,
,archive.its.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,,,,
,archive.med.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,,,v=spf1 -all,
,archive.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,,,v=spf1 -all,
,armi.monash.edu,35.189.14.57,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,True,google,,,"ASPMX.L.GOOGLE.COM, ALT4.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM",,v=spf1 include:_spf.google.com -all,
,arts-app12-v20.ocio.monash.edu,10.24.45.105,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.45.105,,,,
,arts-app14-v01.ocio.monash.edu,130.194.20.21,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,arts.monash.edu,"43.245.43.30, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,"ALT4.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM, ASPMX.L.GOOGLE.COM","ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",v=spf1 include:_spf.google.com -all,
,asa2013.monash.edu,130.194.11.149,,NOERROR,,,,,,,,,,
,asdc.erc.monash.edu,118.138.249.62,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ask-web02-v20.ocio.monash.edu,10.24.58.17,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.58.17,,,,
,ask.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,v=spf1 -all,
,asp-http.sde.monash.edu,"130.194.221.76, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,aspera-shares.erc.monash.edu,118.138.245.158,,NOERROR,,,,,,,,,,
,aspera.erc.monash.edu,"118.138.245.158, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns5.its.monash.edu, ns4.its.monash.edu",,
,aspree-bam.erc.monash.edu,118.138.243.50,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-browser.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-gateway.erc.monash.edu,172.16.115.153,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.115.153,,,,
