input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,tech_,cdn,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_self_signed,csp_domains_
maths.monash.edu,,200,18,443,https://maths.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,2,False,maths.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,maths.monash.edu,,HSTS,,,,True,,,
maxima.erc.monash.edu,JupyterHub,200,4696,443,https://maxima.erc.monash.edu:443,https,TornadoServer/6.2,text/html,GET,118.138.241.161,/,1248917303,118.138.241.161,183,False,maxima.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=maxima.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",maxima.erc.monash.edu,Monash University,maxima.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6c0acc29bd04ff9d5082bccf3752f60c,502baaed75c2f3b4dc97c963d726e5eeec937a8f5a8959c5f6d9e16b27036bdc,ctls,maxima.erc.monash.edu,,TornadoServer:6.2,,,https://maxima.erc.monash.edu/hub/login?next=%2Fhub%2F,,,,
mba.monash.edu,,200,18,443,https://mba.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,2,False,mba.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,mba.monash.edu,,HSTS,,,,True,,,
mbbs-spc.med.monash.edu,MBBS Yr 2 Student Project Cases,200,10573,443,https://mbbs-spc.med.monash.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,text/html,GET,108.138.17.19,/,-2023777713,2600:9000:2491:be00:10:acd8:5580:93a1,414,False,spc.med.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-04-20T00:00:00Z,2023-04-20T23:59:59Z,"CN=spc.med.monash.edu, O=Monash University, ST=Victoria, C=AU",spc.med.monash.edu,Monash University,spc.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,94b064111ffc45456293ca5920d0e994,3ee5746e4b24de4944666b03fe2081d073bd42a94ddc47887f74988e85b31b8a,ctls,spc.med.monash.edu,cloudfront,Red Hat,True,True,https://spc.med.monash.edu/,,,,
mbi-xnat.erc.monash.edu,MBI_XNAT,200,21168,80,http://mbi-xnat.erc.monash.edu:80,http,nginx/1.19.10,text/html,GET,118.138.234.204,/,-230640598,118.138.234.204,647,False,mbi-xnat.erc.monash.edu.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=mbi-xnat.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",mbi-xnat.erc.monash.edu,Monash University,vm-118-138-234-204.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,de5edad72b68d9e65528ca3aabb90822,0e57bf3fa93eb9f557a54bd01fa3d6a5203406b3f018d705046fce663defdf4f,ctls,mbi-xnat.erc.monash.edu.au,,Nginx:1.19.10,,,https://mbi-xnat.erc.monash.edu.au/app/template/Login.vm,,,,
mbi.monash.edu,,200,18,443,https://mbi.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,2,False,mbi.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,mbi.monash.edu,,HSTS,,,,True,,,
mbotlabs.apps.monash.edu,,401,12,443,https://mbotlabs.apps.monash.edu:443,https,Google Frontend,text/plain,GET,45.60.34.202,/,8830743,45.60.34.202,1,False,mbotlabs.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=mbotlabs.apps.monash.edu, O=Monash University, ST=Victoria, C=AU",mbotlabs.apps.monash.edu,Monash University,www.mbotlabs.apps.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,93a4fdbc86c7a1a3b9abda453a3b1915,2d6c10b19d5d98d11e6f31e85cb087611ba9811619a6553ad95981b306bd4cd6,ctls,mbotlabs.apps.monash.edu,incapsula,Node.js,True,,,,,,
mccg.erc.monash.edu,Monash Computational Chemistry Group,200,29008,443,https://mccg.erc.monash.edu:443,https,Apache/2.4.52 (Ubuntu),text/html,GET,118.138.241.47,/,549967359,118.138.241.47,1076,False,mccg.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-13T23:59:59Z,"CN=mccg.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",mccg.erc.monash.edu,Monash University,mccg.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f3f6065c15dc5fdc7b729815ff7145e3,b7a2187dc7622c4ea936cffe14b086242aa704e8b4fc6ab814e2500f33483fe5,ctls,mccg.erc.monash.edu,,Ubuntu,,,,,,,
mcgproxy.ocio.monash.edu,404 Not Found,404,196,443,https://mcgproxy.ocio.monash.edu:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,text/html,GET,130.194.20.94,/,796075171,130.194.20.94,8,False,mcgproxy.ocio.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-11-08T04:25:38Z,2022-11-08T04:35:00Z,"CN=mcgproxy.ocio.monash.edu, O=Monash University, L=Mulgrave, ST=Victoria, C=AU",mcgproxy.ocio.monash.edu,Monash University,mcgproxy.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,77dfb553e32848e4320aef27262f0a32,00fa4c95b72db99cfa21fc0360b4d613e49c12d67298977b06f9dd4fbd956b85,ctls,mcgproxy.ocio.monash.edu,,Red Hat,,True,,,,,
mcpl-web10-v01.ocio.monash.edu,403 - Forbidden: Access is denied.,403,1233,443,https://mcpl-web10-v01.ocio.monash.edu:443,https,Microsoft-IIS/10.0,text/html,GET,130.194.20.55,/,1631801191,2001:388:608c:8c1:250:56ff:fe93:955d,30,False,mcpl-web10-v01.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=mcapp.es.mcpl.edu.au, O=Monash University, ST=Victoria, C=AU",mcapp.es.mcpl.edu.au,Monash University,mcapp.es.mcpl.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0431288f27fd9a176cc04290a0c43164,97c24e8d32d2f86b07f2dec7ab0cea67a34f2340b9a2530917a63a925c3b43de,ctls,mcpl-web10-v01.ocio.monash.edu,,Windows Server,,,,True,,,
mcpl-web10-v02.ocio.monash.edu,Not Found,404,315,443,https://mcpl-web10-v02.ocio.monash.edu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,130.194.20.53,/,225052475,2001:388:608c:8c1:250:56ff:fea4:544a,7,False,mcpl-web10-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=mcapp.ext.mcpl.edu.au, O=Monash University, ST=Victoria, C=AU",mcapp.ext.mcpl.edu.au,Monash University,www.mcapp.ext.mcpl.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,30314dcc138f6058944ebcba7760d7cc,957353933401e685328c95e6de39f2a61575e09811bf45cac2fa6b75aeba56e5,ctls,mcpl-web10-v02.ocio.monash.edu,,Microsoft HTTPAPI:2.0,,,,True,,,
mdsunway.monash.edu,Home - MyDispense,200,1787,443,https://mdsunway.monash.edu:443,https,nginx,text/html,GET,54.169.134.102,/,140797983,54.169.134.102,13,False,mdsunway.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-28T23:59:59Z,"CN=mdsunway.monash.edu, O=Monash University, ST=Victoria, C=AU",mdsunway.monash.edu,Monash University,mdsunway.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d0c28f65ad91c61e85c67280cfc33b1,ae6adfffe55d1179efc912743982cca12bdc8366e17c239c3e2c7a9cdeec0b75,ctls,mdsunway.monash.edu,,Nginx,,,,,,,
mdsunway.pharm.monash.edu,Home - MyDispense,200,1787,443,https://mdsunway.pharm.monash.edu:443,https,nginx,text/html,GET,54.169.134.102,/,140797983,54.169.134.102,13,False,mdsunway.pharm.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-28T23:59:59Z,"CN=mdsunway.monash.edu, O=Monash University, ST=Victoria, C=AU",mdsunway.monash.edu,Monash University,mdsunway.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d0c28f65ad91c61e85c67280cfc33b1,ae6adfffe55d1179efc912743982cca12bdc8366e17c239c3e2c7a9cdeec0b75,ctls,mdsunway.pharm.monash.edu,,Nginx,,,,True,,,
mead.apps.monash.edu,,200,1301,443,https://mead.apps.monash.edu:443,https,,text/html,GET,18.66.97.59,/,-806922978,18.66.97.126,47,False,mead.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-03-24T01:49:07Z,2022-03-24T01:59:00Z,"CN=mead.apps.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",mead.apps.monash.edu,Monash University,www.corp-web02-v20.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,f3ab20d6e6c714225f300f416f60d124,a7f6384a72fd88dddbaeb1aeab165c16effd8ffca405c3aba3912c8b7e8b96d0,ctls,mead.apps.monash.edu,cloudfront,Amazon Web Services,True,True,,,,,
med-web16-v02.ocio.monash.edu,Monash Biomedical Imaging,200,5473,443,https://med-web16-v02.ocio.monash.edu:443,https,nginx/1.12.2,text/html,GET,130.194.20.114,/,234463965,130.194.20.114,157,False,med-web16-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-10T00:00:00Z,2024-01-10T23:59:59Z,"CN=med-web16-v02.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",med-web16-v02.ocio.monash.edu,Monash University,med-web16-v02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e53e1a1bcc15d7f774b20d9dd3054f2,ce964fbcda7f60611d7680445ec9a78e5bf5eb72b745b1014acfc8d59bc593dd,ctls,med-web16-v02.ocio.monash.edu,,Nginx:1.12.2,,,https://med-web16-v02.ocio.monash.edu/login/?next=%2F%3F,,,,
med-web20-v01.ocio.monash.edu,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,443,https://med-web20-v01.ocio.monash.edu:443,https,Apache/2.4.34 (Red Hat) OpenSSL/1.0.2k-fips PHP/7.3.33,text/html,GET,130.194.20.63,/,-780928015,2001:388:608c:8c1::3f,124,False,med-web20-v01.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2019-11-08T04:28:13Z,2020-11-07T04:28:13Z,"emailAddress=root@med-web20-v01.ocio.monash.edu, CN=med-web20-v01.ocio.monash.edu, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@med-web20-v01.ocio.monash.edu",med-web20-v01.ocio.monash.edu,SomeOrganization,,"emailAddress=root@med-web20-v01.ocio.monash.edu, CN=med-web20-v01.ocio.monash.edu, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@med-web20-v01.ocio.monash.edu",med-web20-v01.ocio.monash.edu,SomeOrganization,e3fbd34ad145fdee11f7efc0ea93b972,ee188ad71f957c456f5bd3f4e425dee024d029f381614603c8ca26b7c037c7d6,ctls,med-web20-v01.ocio.monash.edu,,Red Hat,,True,,,,True,
med.monash.edu,,200,18,443,https://med.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,2,False,med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,med.monash.edu,,HSTS,,,,True,,,
mem-sus.mnhs.monash.edu,,200,1301,443,https://mem-sus.mnhs.monash.edu:443,https,,text/html,GET,13.32.121.5,/,1567162597,2600:9000:236e:c200:11:c31b:f000:93a1,47,False,mem-sus.mnhs.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-10-16T05:07:24Z,2021-10-16T05:17:00Z,"CN=mem-sus.mnhs.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",mem-sus.mnhs.monash.edu,Monash University,www.mnhs-web203-v20.ocio.monash.edu,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,ec5c715b4751cae3e6497a068e664eb4,fdb2f177a4a0b8a0f7a35d6814825e3c2a353496d59dc21f3f6b9414092e43dc,ctls,mem-sus.mnhs.monash.edu,cloudfront,Amazon Web Services,True,True,,,,,
mentoring.monash.edu,Mentoring at Monash  | Program Overview,200,69858,443,https://mentoring.monash.edu:443,https,,text/html,GET,13.55.231.131,/,-1840324437,3.105.137.208,513,False,mentoring.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-01-13T23:59:59Z,"CN=mentoring.monash.edu, O=Monash University, ST=Victoria, C=AU",mentoring.monash.edu,Monash University,www.mentoring.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d58ab7e3c5d6829e5e66d1f77c80406d,305cb1ca1704389fc86309eae781ac9d4b037b02b5c1ab1614cd247216a799c1,ctls,mentoring.monash.edu,,Ruby on Rails,,,,,,,https://ajax.googleapis.com
merchandise.monash.edu,,200,18,443,https://merchandise.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,2,False,merchandise.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,merchandise.monash.edu,,HSTS,,,,True,,,
mert-demo.evigilation.monash.edu,"eMERS, Monash University",200,810,443,https://mert-demo.evigilation.monash.edu:443,https,AmazonS3,text/html,GET,52.222.236.66,/,1611665603,52.222.236.59,1,False,mert-demo.evigilation.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-04-16T23:59:59Z,CN=mert-demo.evigilation.monash.edu,mert-demo.evigilation.monash.edu,,mert-demo.evigilation.monash.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8250c5c91fe7f58c70be89fa8dc69232,11cef5a175880eb497d416c16d9c5385fc224b55eec5b0fbd3afb0055156929d,ctls,mert-demo.evigilation.monash.edu,cloudfront,Amazon Web Services,True,,,,,,
metabolic-rdp.med.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Student Software",200,7773,443,https://metabolic-rdp.med.monash.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,149,False,metabolic-rdp.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,metabolic-rdp.med.monash.edu,,Red Hat,,,,,,,
metabolic.med.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Student Software",200,7773,443,https://metabolic.med.monash.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,149,False,metabolic.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,metabolic.med.monash.edu,,Red Hat,,,,,,,
metchall-rdp.med.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Student Software",200,7547,443,https://metchall-rdp.med.monash.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,134,False,metchall-rdp.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,metchall-rdp.med.monash.edu,,Red Hat,,,,,,,
metchall.med.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Student Software",200,7547,443,https://metchall.med.monash.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,134,False,metchall.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,metchall.med.monash.edu,,Red Hat,,,,,,,
mets-reserved-19.med.monash.edu,BCH3052 NMR Prac,200,3476,80,http://mets-reserved-19.med.monash.edu:80,http,Apache,text/html,GET,52.222.236.72,/,157004015,2600:9000:223e:400:3:affc:800:93a1,1,False,xplor.med.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=xplor.med.monash.edu, O=Monash University, ST=Victoria, C=AU",xplor.med.monash.edu,Monash University,xplor.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4c0006968bd9c53c50d022afab5f4f64,89b45a66877a72359ddad3609def729eadafd885e803aaa7624fc0feab160bec,ctls,xplor.med.monash.edu,cloudfront,PHP,True,,https://xplor.med.monash.edu/bch3052/,,,,
mga.monash.edu,Homepage - MGA | Monash Graduate Association,200,173340,443,https://mga.monash.edu:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,text/html,GET,130.194.21.9,/,1198047028,130.194.21.9,1505,False,mga.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-28T00:00:00Z,2023-06-28T23:59:59Z,"CN=mpa.monash.edu, O=Monash University, ST=Victoria, C=AU",mpa.monash.edu,Monash University,www.mpa.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cc8871a1521444084da0cafbbce09097,4721d754145a37803bc53d4fac1f51c2b51c7c9a0f2132b16d44116bf0bcdb17,ctls,mga.monash.edu,,wpBakery,,,,,,,
mhtp-seq.erc.monash.edu,Sequencing Facility,200,10782,80,http://mhtp-seq.erc.monash.edu:80,http,nginx/1.18.0 (Ubuntu),text/html,GET,118.138.233.107,/,-1805765277,118.138.233.107,347,False,mhtp-seq.erc.monash.edu.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=mhtp-seq.erc.monash.edu.au, O=Monash University, ST=Victoria, C=AU",mhtp-seq.erc.monash.edu.au,Monash University,mhtp-seq.erc.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7c2cb466215321342198f419c8fc504c,1ed737e11e43acd07b07bbcea9a0a396684a39f26eced3d3e5e911e811cce468,ctls,mhtp-seq.erc.monash.edu.au,,Ubuntu,,,https://mhtp-seq.erc.monash.edu.au/,,,,https:
