input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,tech_,lines,content_type,cdn
pr856.preprod.lululemon.com,Access Denied,,280,pr856.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr856.preprod.lululemon.com,443,https://pr856.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr859.preprod.lululemon.com,Access Denied,,280,pr859.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr859.preprod.lululemon.com,443,https://pr859.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr860.preprod.lululemon.com,Access Denied,,280,pr860.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr860.preprod.lululemon.com,443,https://pr860.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr861.preprod.lululemon.com,Access Denied,,280,pr861.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr861.preprod.lululemon.com,443,https://pr861.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr862.preprod.lululemon.com,Access Denied,,280,pr862.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr862.preprod.lululemon.com,443,https://pr862.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr863.preprod.lululemon.com,Access Denied,,280,pr863.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr863.preprod.lululemon.com,443,https://pr863.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr865.preprod.lululemon.com,Access Denied,,280,pr865.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr865.preprod.lululemon.com,443,https://pr865.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr866.preprod.lululemon.com,Access Denied,,280,pr866.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr866.preprod.lululemon.com,443,https://pr866.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr872.preprod.lululemon.com,Access Denied,,280,pr872.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr872.preprod.lululemon.com,443,https://pr872.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr873.preprod.lululemon.com,Access Denied,,280,pr873.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr873.preprod.lululemon.com,443,https://pr873.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr875.preprod.lululemon.com,Access Denied,,280,pr875.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr875.preprod.lululemon.com,443,https://pr875.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr878.preprod.lululemon.com,Access Denied,,280,pr878.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr878.preprod.lululemon.com,443,https://pr878.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr879.preprod.lululemon.com,Access Denied,,280,pr879.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr879.preprod.lululemon.com,443,https://pr879.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr883.preprod.lululemon.com,Access Denied,,280,pr883.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr883.preprod.lululemon.com,443,https://pr883.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr885.preprod.lululemon.com,Access Denied,,280,pr885.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr885.preprod.lululemon.com,443,https://pr885.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr886.preprod.lululemon.com,Access Denied,,280,pr886.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr886.preprod.lululemon.com,443,https://pr886.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr887.preprod.lululemon.com,Access Denied,,280,pr887.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr887.preprod.lululemon.com,443,https://pr887.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr888.preprod.lululemon.com,Access Denied,,280,pr888.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr888.preprod.lululemon.com,443,https://pr888.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr889.preprod.lululemon.com,Access Denied,,280,pr889.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr889.preprod.lululemon.com,443,https://pr889.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr890.preprod.lululemon.com,Access Denied,,280,pr890.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr890.preprod.lululemon.com,443,https://pr890.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr891.preprod.lululemon.com,Access Denied,,280,pr891.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr891.preprod.lululemon.com,443,https://pr891.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr893.preprod.lululemon.com,Access Denied,,280,pr893.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr893.preprod.lululemon.com,443,https://pr893.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr894.preprod.lululemon.com,Access Denied,,280,pr894.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr894.preprod.lululemon.com,443,https://pr894.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr896.preprod.lululemon.com,Access Denied,,280,pr896.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr896.preprod.lululemon.com,443,https://pr896.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr898.preprod.lululemon.com,Access Denied,,280,pr898.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr898.preprod.lululemon.com,443,https://pr898.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr899.preprod.lululemon.com,Access Denied,,280,pr899.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr899.preprod.lululemon.com,443,https://pr899.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr900.preprod.lululemon.com,Access Denied,,280,pr900.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr900.preprod.lululemon.com,443,https://pr900.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr902.preprod.lululemon.com,Access Denied,,280,pr902.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr902.preprod.lululemon.com,443,https://pr902.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr903.preprod.lululemon.com,Access Denied,,280,pr903.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr903.preprod.lululemon.com,443,https://pr903.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr906.preprod.lululemon.com,Access Denied,,280,pr906.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr906.preprod.lululemon.com,443,https://pr906.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr908.preprod.lululemon.com,Access Denied,,280,pr908.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr908.preprod.lululemon.com,443,https://pr908.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr911.preprod.lululemon.com,Access Denied,,280,pr911.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr911.preprod.lululemon.com,443,https://pr911.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr912.preprod.lululemon.com,Access Denied,,280,pr912.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr912.preprod.lululemon.com,443,https://pr912.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr915.preprod.lululemon.com,Access Denied,,280,pr915.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr915.preprod.lululemon.com,443,https://pr915.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr916.preprod.lululemon.com,Access Denied,,280,pr916.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr916.preprod.lululemon.com,443,https://pr916.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr922.preprod.lululemon.com,Access Denied,,280,pr922.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr922.preprod.lululemon.com,443,https://pr922.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr923.preprod.lululemon.com,Access Denied,,280,pr923.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr923.preprod.lululemon.com,443,https://pr923.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr924.preprod.lululemon.com,Access Denied,,280,pr924.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr924.preprod.lululemon.com,443,https://pr924.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr925.preprod.lululemon.com,Access Denied,,280,pr925.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr925.preprod.lululemon.com,443,https://pr925.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr926.preprod.lululemon.com,Access Denied,,280,pr926.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr926.preprod.lululemon.com,443,https://pr926.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr930.preprod.lululemon.com,Access Denied,,280,pr930.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr930.preprod.lululemon.com,443,https://pr930.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr932.preprod.lululemon.com,Access Denied,,280,pr932.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr932.preprod.lululemon.com,443,https://pr932.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr933.preprod.lululemon.com,Access Denied,,280,pr933.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr933.preprod.lululemon.com,443,https://pr933.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr936.preprod.lululemon.com,Access Denied,,280,pr936.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr936.preprod.lululemon.com,443,https://pr936.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr937.preprod.lululemon.com,Access Denied,,280,pr937.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr937.preprod.lululemon.com,443,https://pr937.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
preview-apis.lululemon.com,Access Denied,,279,preview-apis.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,preview-apis.lululemon.com,443,https://preview-apis.lululemon.com:443,https,,GET,104.102.48.216,,10,text/html,
