new,host,a,soa,status_code,cdn,cdn-name,cname,mx,ns,txt,aaaa,caa,has_internal_ips,internal_ips
[x],payments.hootsuite.com,"65.9.55.17, 65.9.55.74, 65.9.55.65, 65.9.55.73","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],platform.hootsuite.com,,"ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pm-bounces.hootsuite.com,138.197.30.54,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,pm.mtasv.net,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net",,"google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, mailru-verification: 7e478ddcd067e847, v=spf1 include:spf.mtasv.net -all",,,,
[x],post.hootsuite.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,u7553882.wl133.sendgrid.net,mx.sendgrid.net,,v=spf1 ip4:149.72.143.250 ip4:167.89.34.137 ip4:208.117.56.91 -all,,,,
[x],salestoolkit.hootsuite.com,"54.145.190.61, 34.193.24.75, 18.213.136.193","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],signup.hootsuite.com,"3.126.202.50, 3.69.136.55","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,unbouncepages.com,,"ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,,"amazon.com, comodoca.com, globalsign.com, letsencrypt.org",,
[x],signupnow.hootsuite.com,"3.126.202.50, 3.69.136.55","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,unbouncepages.com,,"ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,,"amazon.com, comodoca.com, globalsign.com, letsencrypt.org",,
[x],signuptoday.hootsuite.com,"3.69.136.55, 3.126.202.50, 205.251.193.106","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,unbouncepages.com,,"ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net, ns-1465.awsdns-55.org",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"2600:9000:5302:ec00::1, 2600:9000:5305:b900::1","letsencrypt.org, globalsign.com, amazon.com, comodoca.com",,
[x],sites.hootsuite.com,"34.193.24.75, 54.145.190.61, 18.213.136.193","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sn.ow.ly,"34.195.145.0, 3.228.57.190, 54.172.131.150","ns-795.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,ow.ly,"aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx.l.google.com","ns-133.awsdns-16.com, ns-1603.awsdns-08.co.uk, ns-795.awsdns-35.net, ns-1454.awsdns-53.org",v=spf1 ip4:69.90.101.232 a mx include:server.invokemedia.com include:mediatools.invokemedia.com -all,,,,
[x],socialbusiness.hootsuite.com,"104.17.72.206, 104.17.73.206, 104.17.74.206, 104.17.71.206, 104.17.70.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"hootsuitemediainc-ssl.mktoweb.com, sj13.mktossl.com",,,,,,,
[x],spf1.hootsuite.com,,"ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,v=spf1 include:mktomail.com include:mg-spf.greenhouse.io include:mail.zendesk.com include:_spf.psm.knowbe4.com ~all,,,,
[x],staging-api-auth-mobile.hootsuite.com,"13.32.151.65, 13.32.151.27, 13.32.151.112, 13.32.151.82","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"staging-api-auth.hootsuite.com, staging-aperture.us-east-1.hootops.com",,,,,,,
[x],staging-api-auth.hootsuite.com,"13.32.121.18, 13.32.121.21, 13.32.121.39, 13.32.121.94","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,staging-aperture.us-east-1.hootops.com,,,,,,,
[x],staging-api-services.hootsuite.com,"13.32.121.18, 13.32.121.21, 13.32.121.39, 13.32.121.94","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,staging-aperture.us-east-1.hootops.com,,,,,,,
[x],staging-apis.hootsuite.com,"108.156.60.71, 108.156.60.127, 108.156.60.62, 108.156.60.54","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,staging-aperture.us-east-1.hootops.com,,,,,,,
[x],staging-birdie.hootsuite.com,"52.222.139.76, 52.222.139.55, 52.222.139.96, 52.222.139.116","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],staging-developers.hootsuite.com,"52.222.174.65, 52.222.174.103, 52.222.174.29, 52.222.174.93","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,staging-aperture.us-east-1.hootops.com,,,,,,,
[x],staging-eu.birdie.hootsuite.com,,"ns-2038.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],staging-hootsupport.hootsuite.com,,"ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,"hootsupport-staging.hootsuite.com, hootsupport.staging.us-east-1.hootops.com",,,,,,,
[x],staging-i.hootsuite.com,,"ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],staging-imgssl.hootsuite.com,"65.8.158.20, 65.8.158.44, 65.8.158.116, 65.8.158.128","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],staging-measure.hootsuite.com,"13.32.121.18, 13.32.121.39, 13.32.121.21, 13.32.121.94","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,staging-aperture.us-east-1.hootops.com,,,,,,,
[x],staging-mobile-api.hootsuite.com,"13.32.121.39, 13.32.121.18, 13.32.121.94, 13.32.121.21","ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,staging-aperture.us-east-1.hootops.com,,,,,,,
[x],staging-webhooks.hootsuite.com,"99.84.9.116, 99.84.9.108, 99.84.9.22, 99.84.9.32","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1154.awsdns-16.org, ns-1546.awsdns-01.co.uk, ns-492.awsdns-61.com, ns-877.awsdns-45.net",,,,,
[x],staging.ow.ly,"10.19.1.195, 10.19.0.96, 10.19.2.63","ns-795.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,"10.19.1.195, 10.19.0.96, 10.19.2.63"
[x],static.ow.ly,"18.66.248.102, 18.66.248.31, 18.66.248.9, 18.66.248.78","ns-1413.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d2jhuj1whasmze.cloudfront.net,,"ns-1754.awsdns-27.co.uk, ns-67.awsdns-08.com, ns-884.awsdns-46.net, ns-1413.awsdns-48.org",,,,,
[x],status.hootsuite.com,"74.114.154.18, 74.114.154.22","ns1.tumblr.com, hostmaster.tumblr.com",NOERROR,,,domains.tumblr.com,,,,,"digicert.com, letsencrypt.org, comodoca.com, mailto:content-delivery+caa@tumblr.com, globalsign.com",,
[x],suggestions.hootsuite.com,"54.145.190.61, 34.193.24.75, 18.213.136.193","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],support.hootsuite.com,"18.213.136.193, 34.193.24.75, 54.145.190.61","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],t.ow.ly,"54.172.131.150, 34.195.145.0, 3.228.57.190","ns-795.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,ow.ly,"aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com","ns-133.awsdns-16.com, ns-795.awsdns-35.net, ns-1454.awsdns-53.org, ns-1603.awsdns-08.co.uk",v=spf1 ip4:69.90.101.232 a mx include:server.invokemedia.com include:mediatools.invokemedia.com -all,,,,
[x],trustcenter.hootsuite.com,77.83.142.191,,NOERROR,,,"proxy-ssl.safebase.io, safebase-proxy.fly.dev",,,,2a09:8280:1:667:634a:5608:6788:3e70,,,
[x],uni.hootsuite.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d1wmjotq4pro48.cloudfront.net,,,,,,,
[x],university.hootsuite.com,"18.213.136.193, 54.145.190.61, 34.193.24.75","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],velocity.hootsuite.com,"18.160.10.25, 18.160.10.96, 18.160.10.101, 18.160.10.116","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],webhooks.hootsuite.com,"52.222.236.66, 52.222.236.119, 52.222.236.30, 52.222.236.41","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],webhooks2.hootsuite.com,"52.222.236.66, 52.222.236.119, 52.222.236.30, 52.222.236.41","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],website.hootsuite.com,"13.227.219.95, 13.227.219.109, 13.227.219.81, 13.227.219.124","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www-staging.hootsuite.com,"76.76.21.123, 76.76.21.241","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,cname.vercel-dns.com,,,,,"letsencrypt.org, globalsign.com, sectigo.com",,
[x],www-vercel-production.hootsuite.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www.ads.hootsuite.com,,,NOERROR,,,,,,,,,,
[x],www.hootsuite.com,"76.76.21.123, 76.76.21.98","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,cname.vercel-dns.com,,,,,"sectigo.com, letsencrypt.org, globalsign.com",,
[x],www.newhouse.hootsuite.com,"54.145.190.61, 18.213.136.193, 34.193.24.75","ns-1546.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,newhouse.hootsuite.com,,,,,,,
[x],www.ow.ly,"3.228.57.190, 34.195.145.0, 54.172.131.150","ns-795.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,ow.ly,"aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx2.googlemail.com, alt1.aspmx.l.google.com","ns-1454.awsdns-53.org, ns-1603.awsdns-08.co.uk, ns-795.awsdns-35.net, ns-133.awsdns-16.com",v=spf1 ip4:69.90.101.232 a mx include:server.invokemedia.com include:mediatools.invokemedia.com -all,,,,
[x],yext.hootsuite.com,"3.98.5.210, 3.97.135.135","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,awseb-e-2-awsebloa-d0hpvrsnojn2-522990226.ca-central-1.elb.amazonaws.com,,,,,,,
[x],zendesk1.hootsuite.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail1.zendesk.com,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
[x],zendesk4.hootsuite.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail4.zendesk.com,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
,glasgowclyde.odoo.com,141.94.74.34,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,,
,meetcms-accept-stagingrow.lyncdiscover.didichuxing.com,,"ns1.didiwuxian.com, sys.didiwuxian.com",NOERROR,,,gz01.router.public.diditaxi.com.cn,,,,,,,
,vip-137sow.lyncdiscover.didichuxing.com,,"ns1.didiwuxian.com, sys.didiwuxian.com",NOERROR,,,gz01.router.public.diditaxi.com.cn,,,,,,,
