input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_self_signed,tls_mismatched,csp_domains_
developer.oanda.com,Home,200,31902,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,developer.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,developer.oanda.com,cloudflare,80,http://developer.oanda.com:80,http,cloudflare,text/html,GET,104.17.30.191,/,-2134041944,104.17.29.191,Varnish,524,False,True,https://developer.oanda.com/,,,
devfemt5.tms.pl,,200,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,devfemt5.tms.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.tms.pl,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",917d1210a2d1f198d9ac6a1a52ec68d1,885f5155339df8e6f93b42b5e861f143f3cd9e5fe4cffa4c80abab9ecdc80a49,True,ctls,devfemt5.tms.pl,cloudflare,443,https://devfemt5.tms.pl:443,https,cloudflare,text/html,GET,104.18.6.221,/,-36294923,104.18.7.221,Cloudflare,1,False,True,,,,
direct.tms.pl,,200,1956,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,direct.tms.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-28T00:00:00Z,2023-10-28T23:59:59Z,"CN=direct.tms.pl, O=OANDA TMS BROKERS S.A., L=Warszawa, ST=mazowieckie, C=PL, serialNumber=0000204776, businessCategory=Private Organization, jurisdictionCountry=PL, businessCategory=Private Organization, jurisdictionCountry=PL",direct.tms.pl,OANDA TMS BROKERS S.A.,www.direct.tms.pl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,37f4c3d8aefc20d0b380e128b5ec06c0,02a6558f4acebb17d7eda92daa36bfacc79fa3da893e160dfcf85388649af9b3,,ctls,direct.tms.pl,,443,https://direct.tms.pl:443,https,,text/html,GET,104.126.37.155,/,1417317318,104.126.37.139,HSTS,1,False,,https://direct.tms.pl/login.ashx?ReturnUrl=%2f,,,
docs.oanda.com,,200,251582,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,docs.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,docs.oanda.com,cloudflare,443,https://docs.oanda.com:443,https,cloudflare,application/xml,GET,104.17.29.191,/,2028370544,104.17.30.191,HSTS,1,False,True,,,,
docs.staging.oanda.com,Sign in ・ Cloudflare Access,200,30916,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,oandacf.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,oandacf.cloudflareaccess.com,cloudflare,443,https://docs.staging.oanda.com:443,https,cloudflare,text/html,GET,104.18.29.182,/,-1701253550,104.18.28.182,HSTS,71,False,True,https://oandacf.cloudflareaccess.com/cdn-cgi/access/login/docs.staging.oanda.com?kid=882cf37e904cc0ed33f4126aa55ba84ca4dae5f8ab63ed359b175d6643a2a1ee&redirect_url=%2F&meta=eyJraWQiOiJiNmJjMDRmYTRhOWRlZWJhY2E2ZWMxNzQwMTEwNTEwMGJkMmVhNjVkMWUzOWJmZWU1MmVkZTgwNGEzOWQ5MmZhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzY2NDcwOSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijg4MmNmMzdlOTA0Y2MwZWQzM2Y0MTI2YWE1NWJhODRjYTRkYWU1ZjhhYjYzZWQzNTliMTc1ZDY2NDNhMmExZWUiLCJob3N0bmFtZSI6ImRvY3Muc3RhZ2luZy5vYW5kYS5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiOGQyYjcyNzcxYzgwNDVlZjQ0MmMwYTM3OTY5NzFiMWViODkwZDRhZjg5OGJkMTAzZWU3Nzg2MzlmMjNkOTA1ZiIsIm5iZiI6MTY4MzY2NDcwOSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.LFtvaJNp89CIHlmOPEwGEncPje1BlF5HpabctDBv-mwqMjRqVFzW1xnQjCHcWUjg1gNjt7WMfqog-2IOGXCGGxsY4zZuB0kZ_s1uqbOOWbY7KdTNjnYTlFBPSCIoOce3u6Do_UsWxydB2rLIF-iVAqldmUBINZ9z51NkAgZHlL8x1-3CNoZ30hlCPGEWt1aj9uIFlw98d4jJh1fI8hrNBh70drCK6UzGxMe-7cVSLLz7s_dJrhhE_NTPJks24tx0L39Lp2K0T8levJ3k39cG7FeUJBnc1zpKjJFIUf4zbBJCBWfW30Au7K9zyTEzyhvxk_rAGGZqMA5wtbNU5aiv2Q,,,https:
ecc.oanda.com,,404,3646,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ecc.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,ecc.oanda.com,cloudflare,443,https://ecc.oanda.com:443,https,cloudflare,text/html,GET,104.17.30.191,/,913623880,104.17.29.191,webpack,1,False,True,,,,
ecc.staging.oanda.com,Sign in ・ Cloudflare Access,200,30896,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,oandacf.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,oandacf.cloudflareaccess.com,cloudflare,443,https://ecc.staging.oanda.com:443,https,cloudflare,text/html,GET,104.18.28.182,/,-1838601943,104.18.29.182,HSTS,71,False,True,https://oandacf.cloudflareaccess.com/cdn-cgi/access/login/ecc.staging.oanda.com?kid=882cf37e904cc0ed33f4126aa55ba84ca4dae5f8ab63ed359b175d6643a2a1ee&redirect_url=%2F&meta=eyJraWQiOiJiNmJjMDRmYTRhOWRlZWJhY2E2ZWMxNzQwMTEwNTEwMGJkMmVhNjVkMWUzOWJmZWU1MmVkZTgwNGEzOWQ5MmZhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzY2NDcwOSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijg4MmNmMzdlOTA0Y2MwZWQzM2Y0MTI2YWE1NWJhODRjYTRkYWU1ZjhhYjYzZWQzNTliMTc1ZDY2NDNhMmExZWUiLCJob3N0bmFtZSI6ImVjYy5zdGFnaW5nLm9hbmRhLmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiI5YmRiMjM0N2Q1OGUyNzgwZDE1NTk2NDc3NmM0M2U4ZGI1OTFlZWRiNjFiZTc3ZWNhMjJmNmY5YWFkYzRjNzRiIiwibmJmIjoxNjgzNjY0NzA5LCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.xedgzg29mZL5tpLHBMZaeSLIDp0Abqlk-eTS6TKQHMpyHrdtHcJLBN7whtEK9PF_GM9MunaIiz_4heU0cEgsMWcif8OxXflvrVLcgdMVgZCltHn3zhdVASf-77hipnfDRBIUEDiV9z163A7QNA5uxwiuC7rLZv8bzgkbA91___qNoGkkgIDVwBDx6EbWAqtlTBUOp9BfJZRg9LeI8to-2Tz9tCVemC67dnDpCwTpoOnlmnFKuD8sZK48rv0GfQmJA5NzE-zpNHsgBq3mezuVoBBF7Ijf7V20ZWEo29EAXIUnyBqlZDH7t4y37OzDJdS0G2rftQniY7KX8lyROZ_T5Q,,,https:
ecc.uat.oanda.com,Sign in ・ Cloudflare Access,200,30876,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,oandacf.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,oandacf.cloudflareaccess.com,cloudflare,443,https://ecc.uat.oanda.com:443,https,cloudflare,text/html,GET,104.18.16.94,/,-1031639937,104.18.17.94,HSTS,71,False,True,https://oandacf.cloudflareaccess.com/cdn-cgi/access/login/ecc.uat.oanda.com?kid=7a3890fc3ac537191a6c6e3f612fa043deb3b864bb5c796ee0151bbaf911f98b&redirect_url=%2F&meta=eyJraWQiOiJiNmJjMDRmYTRhOWRlZWJhY2E2ZWMxNzQwMTEwNTEwMGJkMmVhNjVkMWUzOWJmZWU1MmVkZTgwNGEzOWQ5MmZhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzY2NDcwOSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjdhMzg5MGZjM2FjNTM3MTkxYTZjNmUzZjYxMmZhMDQzZGViM2I4NjRiYjVjNzk2ZWUwMTUxYmJhZjkxMWY5OGIiLCJob3N0bmFtZSI6ImVjYy51YXQub2FuZGEuY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6ImU0MjJkYWVhNmVhY2FhNzA0ZWYyMjg1MmU0MGFmMzQ3NGZhMDQ4ODAzOTgxMmM5ODJjNTdiNDU1MmI5YzNhMTEiLCJuYmYiOjE2ODM2NjQ3MDksImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.Nehj9faIiUYZIF-MKYBNInuXr6S63YGsVDltDEfp3hJepXkZPCBsopnXeYSMqFmo6sp4u7HP7O7GzQ6ygj5Z2ZHEgif-QjWozguE4JDCemD9_yXgZX4ClwZTdTCCDCo6HwlDq-2CN8UG8nvdW4dXUT9bhm8NY2QFl925bZJwHYh6ah6sC63aW54Srw8X3y7qargzv14SQDEJ6CxCw6RXIYVxeJa8x3ZUmlCY4K5PUKPUZ6nHtX19atcqfgOMhku8tq-JvuNeDJogkDzQ4HHc3gLuA8m97dNn1c2zvvCdwGz0bUMXn8kxUHz3_4EeMVJWU4r50lwXs537sq8jNfdsGg,,,https:
europe.oanda.com,"Online Forex, Shares & Crypto CFD Trading Broker | OANDA",200,683561,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,www.oanda.com,cloudflare,80,http://europe.oanda.com:80,http,cloudflare,text/html,GET,104.17.30.191,/,1380162238,104.17.29.191,PHP,10439,False,True,https://www.oanda.com/eu-en,,,
experiments.oanda.com,,200,469,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,experiments.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,experiments.oanda.com,cloudflare,443,https://experiments.oanda.com:443,https,cloudflare,application/xml,GET,104.17.30.191,/,2028370544,104.17.29.191,HSTS,1,False,True,,,,
forexblog.oanda.com,MarketPulse - The Beat of the Global Markets,200,86955,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.marketpulse.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-13T23:59:59Z,CN=marketpulse.com,marketpulse.com,,www.marketpulse.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,02d94c89cde3a183fa239f4ce1461dce,4db32c112f81bd06cd81f2d73adeaa72bd3f12713f51f6f762612eb0dc06da52,,ctls,www.marketpulse.com,cloudflare,443,https://forexblog.oanda.com:443,https,nginx/1.16.1,text/html,GET,104.17.30.191,/,1349450622,104.17.29.191,Yoast SEO:18.5.1,1171,False,True,https://www.marketpulse.com/,,,
funding.oanda.com,OANDA Funding,200,4813,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,funding.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,funding.oanda.com,cloudflare,443,https://funding.oanda.com:443,https,cloudflare,text/html,GET,104.17.30.191,/,-2125875257,104.17.29.191,HSTS,36,False,True,,,,
funding.staging.oanda.com,Sign in ・ Cloudflare Access,200,30890,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,oandacf.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,oandacf.cloudflareaccess.com,cloudflare,443,https://funding.staging.oanda.com:443,https,cloudflare,text/html,GET,104.18.29.182,/,1079182891,104.18.28.182,HSTS,71,False,True,https://oandacf.cloudflareaccess.com/cdn-cgi/access/login/funding.staging.oanda.com?kid=96018c483b6c8559dea42946e8fa8fed6476ec94858f2f812bd27d22274b940c&redirect_url=%2F&meta=eyJraWQiOiJiNmJjMDRmYTRhOWRlZWJhY2E2ZWMxNzQwMTEwNTEwMGJkMmVhNjVkMWUzOWJmZWU1MmVkZTgwNGEzOWQ5MmZhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzY2NDcwOSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijk2MDE4YzQ4M2I2Yzg1NTlkZWE0Mjk0NmU4ZmE4ZmVkNjQ3NmVjOTQ4NThmMmY4MTJiZDI3ZDIyMjc0Yjk0MGMiLCJob3N0bmFtZSI6ImZ1bmRpbmcuc3RhZ2luZy5vYW5kYS5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiOGNmNTkwYjQxMjExMzBjYjFjODA0YWIxN2VmZWRkOTFmNDIxOTdiODYxYTgyMTExNTRhMjlmNjZiZDZmZjgyMSIsIm5iZiI6MTY4MzY2NDcwOSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.cYmepZnuyReUZ5ZOLvzaUdORBQ_uedy6y2P-J0JVg7fl7I2hLd_4IIKb7wC_waGMn87vqDks6n2JvrdUMjYq_CUtI3lpQBb-9MO4bRrA0s1NfAuSs5t3NwdFASIgypE5L7UaXEOeYDSTc0ARvdAuyEEH2aFzU2pCoA5ZL85elWbhJOMW9LaSK85j0q_qwbb_jVIE-vhVBoHwu-B_FSy104YpyZ0484NXj-2eabfs-flVXVW_imuoLw52o6ChQD3IHm8QHaSwDJfVT-sHrilnuJW9fWEeXoGLHC96jKCqELXkHeLip2N2GoF0hneP7-xs8yvlSWBQX56iMOSKZ5UAvg,,,https:
fxconsulting.oanda.com,"Online Forex, Shares & Crypto CFD Trading Broker | OANDA",200,683563,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,www.oanda.com,cloudflare,80,http://fxconsulting.oanda.com:80,http,cloudflare,text/html,GET,104.17.30.191,/,1380162238,104.17.29.191,PHP,10443,False,True,https://www.oanda.com/eu-en,,,
fxds.staging.oanda.com,Sign in ・ Cloudflare Access,200,30904,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,oandacf.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,oandacf.cloudflareaccess.com,cloudflare,443,https://fxds.staging.oanda.com:443,https,cloudflare,text/html,GET,104.18.28.182,/,1831163022,104.18.29.182,HSTS,71,False,True,https://oandacf.cloudflareaccess.com/cdn-cgi/access/login/fxds.staging.oanda.com?kid=882cf37e904cc0ed33f4126aa55ba84ca4dae5f8ab63ed359b175d6643a2a1ee&redirect_url=%2F&meta=eyJraWQiOiJiNmJjMDRmYTRhOWRlZWJhY2E2ZWMxNzQwMTEwNTEwMGJkMmVhNjVkMWUzOWJmZWU1MmVkZTgwNGEzOWQ5MmZhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzY2NDcwOSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijg4MmNmMzdlOTA0Y2MwZWQzM2Y0MTI2YWE1NWJhODRjYTRkYWU1ZjhhYjYzZWQzNTliMTc1ZDY2NDNhMmExZWUiLCJob3N0bmFtZSI6ImZ4ZHMuc3RhZ2luZy5vYW5kYS5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiY2ZlYWVkMWNiYzI5MGU3NjViOWNiOGRlMzVkMGRhMjRkYjQ4NzkyMWM1YzNiMjhkN2Q0NGI4ZWUwNjM2Y2YxZSIsIm5iZiI6MTY4MzY2NDcwOSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.MWDcyIrIgmpWBTFq_QP_iHtCrkl9z-FvRmvhboChLexnTbTZLCoawLqNCwo4wUshp6C4l9ZBz3nPAnX6n454cXjlh8CE02P_3Y2xG_o9DgeC5xhf8gG-_zwy14ixKAqmDThXFE1Tox9Qr4J-vXPOM-J5xMOTau3eKIJ4bsrzNvD5ITSf4wjn7U71OFWkyOInbWIinB2OvQa-WCqjdt0i85z51Pu95ciNSX9Y0BfZawM2IM3UPpY_aEeTnBmPM6MYel5dKRTNkiVhm42QqlpcQdpbS7ZIQSVF2IUjqhCYfpzYocDQyCiQRvpCjCkhNXD1t2F2dOg1lTxMUy8NFFUJxg,,,https:
fxgame-fix.oanda.com,403 Forbidden,403,1542,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,fxgame-fix.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,fxgame-fix.oanda.com,cloudflare,443,https://fxgame-fix.oanda.com:443,https,cloudflare,text/html,GET,104.17.30.191,/,-339884710,104.17.29.191,HSTS,11,False,True,,,,
fxgame.oanda.com,Page Not Found | OANDA,404,16186,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www1.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,www1.oanda.com,cloudflare,80,http://fxgame.oanda.com:80,http,cloudflare,text/html,GET,104.17.29.191,/,2131776934,104.17.30.191,HSTS,213,False,True,https://www1.oanda.com/forex-trading/platform/fxtrade-demo-platform/,,,
fxserver02-ng.oanda.com,,404,99,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,fxserver02-ng.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-26T00:00:00Z,2024-02-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",fxserver02-ng.oanda.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eab8f1373183163bdb270d7c405bcee0,2af42e6b377f63551bced58b8a5ccd9286c9907e1bc0555bd99fb67ae908e066,True,ctls,fxserver02-ng.oanda.com,cloudflare,443,https://fxserver02-ng.oanda.com:443,https,cloudflare,application/json,GET,104.18.6.32,/,2085265832,104.18.7.32,Cloudflare,1,False,True,,,,
fxserver02.oanda.com,403 Forbidden,403,1542,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,fxserver02.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,fxserver02.oanda.com,cloudflare,443,https://fxserver02.oanda.com:443,https,cloudflare,text/html,GET,104.17.30.191,/,-339884710,104.17.29.191,HSTS,11,False,True,,,,
