new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,txt,mx,ns,caa,has_internal_ips,internal_ips
[x],mt5-paxosgateway.staging.oanda.com,34.133.48.206,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,,,,
[x],mt5-paxosgateway.uat.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,,,,
[x],mt501-ogm.practice.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],muleapi-non-prod.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],mx1.sm.tms.pl,85.232.253.234,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,mx1.sm.tms.pl,,,,
[x],mx1.tms.pl,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mx2.tms.pl,85.232.253.230,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],my.oanda.com,,oanda01.oanda.com,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],news.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],news.web.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,,,,
[x],nonprod.oanda.com,"108.162.192.76, 172.64.32.76, 173.245.58.76, 108.162.193.155, 172.64.33.155, 173.245.59.155",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700:50::adf5:3a4c, 2803:f800:50::6ca2:c04c, 2a06:98c1:50::ac40:204c, 2606:4700:58::adf5:3b9b, 2803:f800:50::6ca2:c19b, 2a06:98c1:50::ac40:219b",,,,,"dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com","comodoca.com, certum.pl, pki.goog; cansignhttpexchanges=yes, letsencrypt.org, digicert.com; cansignhttpexchanges=yes, mailto:security@oanda.com",,
[x],nonstop.tms.pl,"104.18.6.221, 104.18.7.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],ns1.oanda.com,216.12.138.207,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],ns2.tms.pl,,,,NOERROR,,,,,,,,,
[x],oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,"google-site-verification=ol87472m802HOH6TBovJeJJAtlzzR8iN5g8m1UxceZs, docker-verification=21b634d3-755a-4cac-8337-2d276b5f896e, facebook-domain-verification=r1q0ucz5d7pc49c2kq3jpdh5gd3kn9, adobe-idp-site-verification=a5c399b9463ad85a558de6e93c27ba4808648ac3becbde6e7fb8c2387218edae, nitro-verification-code=LTE5NTY5OTYyNzMwNDk0MTgwNDg=, segment-site-verification=vKa5G4XNOwesmwqNbv7jbeqOYlERAGCt, duo_sso_verification=D3RCsGnHtdieusRnsB3NNF6RaX6gkDWvvs66s20EJEUdZ8F4ipNkGl9qn6Z0qDzM, MS=C98ED1ACBD008154491FEEAB6D3272112C9F35D6, apple-domain-verification=mWYbPflDFnm5Jryu, h1-domain-verification=vjkjQPFn2gUEEnbFxoctDZkHFCJZAWT8XBcR39bxFwanPUkA, v=spf1 ip4:198.105.26.0/23 ip4:192.247.0.0/24 ip4:167.89.63.175 ip4:208.117.48.146 ip4:167.89.10.227 ip4:182.161.76.72 ip4:23.21.109.197 ip4:23.21.109.212 ip4:147.160.167.0/26 ip4:85.232.253.230 ip4:159.253.246.116 include:mktomail.com include:_spf.salesf, orce.com include:_spf.google.com include:spf.braintreegateway.com include:mail.zendesk.com a:zgateway.zuora.com -all",,,,,
[x],oanda.jp,"104.16.248.60, 104.16.238.60",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,"ahrefs-site-verification_24e4901b9d5a50a75f47c4f5cd96f93dcb9d9720bcf0405af89a6aa4081524ae, google-site-verification=eTcwKVqLJB248aca_CzDfTFdZLsAZMJONHX0scS9Oyc, google-site-verification=kBTiHBtAexaCrI1JoEvLlpRc8CzCitpc_66tsDAnuJU, v=spf1 include:oanda.com ip4:50.31.58.207 ip4:182.161.76.72 -all","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com","comodoca.com, pki.goog; cansignhttpexchanges=yes, certum.pl, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, mailto:security@oanda.com",,
[x],oanda.tmsbrokers.com,"104.18.15.64, 104.18.14.64",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],oanda01.oanda.com,216.12.138.243,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],oanda02.oanda.com,216.12.138.242,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],offers.oanda.com,"34.205.248.193, 3.224.141.128, 205.251.193.106, 205.251.194.236, 205.251.197.185, 205.251.198.39",unbouncepages.com,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,,"ns-748.awsdns-29.net, ns-362.awsdns-45.com, ns-1575.awsdns-04.co.uk, ns-1465.awsdns-55.org","comodoca.com, amazon.com, letsencrypt.org, globalsign.com",,
[x],office.tms.pl,"104.18.6.221, 104.18.7.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],ogm-feeder-dark.oanda-live-fx-dmz-cluster-1.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],ogm-feeder.live.oanda.com,35.229.26.63,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,,,,
[x],oj.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"bonnie.ns.cloudflare.com, dilbert.ns.cloudflare.com",,,
[x],onboarding.oanda.com,10.42.2.60,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,True,10.42.2.60
[x],pages.oanda.com,"104.17.71.206, 104.17.73.206, 104.17.70.206, 104.17.72.206, 104.17.74.206","oandacorporation.mktoweb.com, ab06.mktossl.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],pay.tms.pl,"104.18.7.221, 104.18.6.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],platform-api.k8s-prod-use4.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],platform-api.staging.oanda.com,"104.18.29.182, 104.18.28.182",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],platform-api.uat.oanda.com,"104.18.16.94, 104.18.17.94",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],platform.tmsbrokers.com,"104.18.14.64, 104.18.15.64",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],pomoc.tms.pl,"104.16.53.111, 104.16.51.111",tmsbrokers.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudflare,"v=spf1 include:mail.zendesk.com ~all, pod=17",mail-pod-17.int.zendesk.com,,,,
[x],pop.oanda.com,192.247.0.11,q9.oanda.com,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],portal-test.oanda.com,35.222.9.62,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,,,,
[x],portal.oanda.com,"104.18.8.192, 104.18.9.192",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,"dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com",,,
[x],portal.stage.oanda.com,,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],prod.gcp.oanda.com,,,"colette.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"sergi.ns.cloudflare.com, colette.ns.cloudflare.com",,,
[x],prodfemt5.tms.pl,"85.232.253.251, 85.232.253.247",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],products.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],prometheus-internal.oanda-live-fx-dmz-cluster-1.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],proxy.tmsbrokers.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],pushgateway.live.oanda.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],pushgateway.oanda-prod-observability-cluster-1.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],pushgateway.oj.oanda.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],pushnotify-registry.oanda-stglive-fx-dmz-cluster-1.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],q9.oanda.com,192.247.0.11,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],qs.services.tms.pl,"104.18.6.221, 104.18.7.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],quants.oanda.com,,,"colette.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"colette.ns.cloudflare.com, sergi.ns.cloudflare.com",,,
[x],relay01.ny4.oanda.com,198.105.26.52,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],relay02.ny4.oanda.com,198.105.26.53,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],remote.tms.pl,159.253.246.115,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],rundeck-uat.oanda-uat-devops-cluster-1.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],services.tms.pl,"104.18.7.221, 104.18.6.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],sfb.oanda.com,34.98.84.9,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,"bonnie.ns.cloudflare.com, dilbert.ns.cloudflare.com",,,
[x],sm.tms.pl,"104.21.84.110, 172.67.191.101",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,v=spf1 ip4:85.232.253.234 mx:mx1.sm.tms.pl -all,mx1.sm.tms.pl,"henrik.ns.cloudflare.com, may.ns.cloudflare.com",,,
[x],sm.tmsbrokers.com,85.232.253.234,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 a mx mx:mx1.sm.tms.pl -all,mx1.sm.tmsbrokers.com,"may.ns.cloudflare.com, henrik.ns.cloudflare.com",,,
[x],sm1.oanda.com,184.106.10.147,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 ip4:184.106.10.147 ip4:108.166.21.159 ~all,smbounce.oanda.com,,,,
[x],sm2.oanda.com,108.166.21.159,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 ip4:184.106.10.147 ip4:108.166.21.159 ~all,smbounce.oanda.com,,,,
[x],smbounce.oanda.com,184.106.10.147,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 ip4:184.106.10.147 ip4:108.166.21.159 ~all,smbounce.oanda.com,,,,
[x],sso.oanda.com,192.247.0.31,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],stage.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],staging.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],statements-api.staging.oanda.com,"104.18.29.182, 104.18.28.182",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],stockq-bvi-ft.uat.oanda.com,"104.18.16.94, 104.18.17.94",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],stream-fxpractice.oanda.com,"104.18.14.117, 104.18.15.117",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,"bonnie.ns.cloudflare.com, dilbert.ns.cloudflare.com","mailto:security@oanda.com, certum.pl, comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes",,
[x],stream-fxtrade.oanda.com,"104.18.14.28, 104.18.15.28",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,"bonnie.ns.cloudflare.com, dilbert.ns.cloudflare.com","mailto:security@oanda.com, certum.pl, comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes",,
[x],strefa.tms.pl,"104.18.7.221, 104.18.6.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],subscriptions.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],support.oanda.com,,,,NOERROR,,,,,,,,,
[x],svc.oanda.com,,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],syseng-interview.oanda.com,192.247.0.29,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],t-tr2.oanda.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],te-0-0-2-0.er1.ny.neteng.oanda.com,67.220.133.186,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],te-0-0-2-0.er2.ny.neteng.oanda.com,38.122.116.154,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],terminal.tms.pl,159.253.246.115,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],test-cdn.oanda.com,216.12.138.227,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],test.sm.tms.pl,"104.21.84.110, 172.67.191.101",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],test.tms.pl,"104.18.25.207, 104.18.24.207",,"colette.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,"sergi.ns.cloudflare.com, colette.ns.cloudflare.com","mailto:security@oanda.com, certum.pl, comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes",,
[x],tick-blender-service-fxds.k8s-uat-usc1.u.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],tms.pl,"104.18.6.221, 104.18.7.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,"duo_sso_verification=EHKJWkmKpRZIWNQNa3sJ4JN5QgtQ6IVWM4WujUGAVKCnPIJoeLE8Q1a9j858vxvT, google-site-verification=13He9c47B_RszYX_HlY_qxeboh2uuQwYMynw_WMaksA, google-site-verification=8c171slupZWZlJTRvMyKRhyvlneMR0-8YZfdpOJNyRA, google-site-verification=q4cfejJhc9QuxPkeu1VvgW8cRe4fIlllHFD9Alcyg_k, v=spf1 a mx ip4:159.253.246.116 ip4:85.232.253.230 a:mail.tms.pl a:mx1.saxobank.com include:_spf.google.com include:mail.zendesk.com -all","aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","bonnie.ns.cloudflare.com, dilbert.ns.cloudflare.com","mailto:security@oanda.com, certum.pl, comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes",,
[x],tmsbrokers.com,"104.18.14.64, 104.18.15.64",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,"facebook-domain-verification=hfux7l04ems1xf15nwk0899b3oej8e, google-site-verification=T1khqBDSpKEmaMrDSv4dNuNSkRAVHV_rXmP2h_8chl4, google-site-verification=_0_tYkSZXaDnEvR2JkiFU_O_oNMXpFIAyirbsb7wCh0, google-site-verification=ohZce7W0YdUopxehqbmB6P42X6iLaK-sXRDuKmVMUQU, google-site-verification=xdTz7H3iPxG7YpRgZajnn_bPJWBhieHhglLRpUAzFcQ, v=spf1 a mx ip4:159.253.246.116 ip4:85.232.253.230 a:mail.tms.pl a:mx1.saxobank.com include:_spf.google.com include:mail.zendesk.com -all","alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com","dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com","certum.pl, comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes, mailto:security@oanda.com",,
[x],tr2.oanda.com,192.247.0.1,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],trade.oanda.com,"104.17.30.191, 104.17.29.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trader-tools-brain.staging.oanda.com,"104.18.29.182, 104.18.28.182",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trader-tools.staging.oanda.com,"104.18.28.182, 104.18.29.182",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trader-tools.uat.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trader.tms.pl,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trading.oanda.com,,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trading.staging.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],trading.uat.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],translate.oanda.com,,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],uat.gcp.oanda.com,,,"colette.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"colette.ns.cloudflare.com, sergi.ns.cloudflare.com",,,
[x],uat.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com","pki.goog; cansignhttpexchanges=yes, comodoca.com, digicert.com; cansignhttpexchanges=yes, mailto:security@oanda.com, certum.pl, letsencrypt.org",,
[x],user-api.k8s-prod-use4.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],v20fix-live.live.oanda.com,198.105.26.65,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],v20fix-live.oanda.com,198.105.26.65,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],v20fix-practice.oanda.com,198.105.27.134,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],v20inspector.k8s-uat-usc1.u.gcp.oanda.com,,,,NOERROR,,,,,,,,,
[x],vpn.oanda.com,,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],web-services.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,"dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com","digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes, certum.pl, comodoca.com, mailto:security@oanda.com",,
[x],web.oanda.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,"dilbert.ns.cloudflare.com, bonnie.ns.cloudflare.com",,,
[x],web.tms.pl,,,,NOERROR,,,,,,,,,
[x],widget-staging.oanda.jp,"104.16.248.60, 104.16.238.60",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],widget.oanda.jp,"104.16.238.60, 104.16.248.60",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],wt.oanda.com,216.235.10.218,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],www-bvi-dev.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www-marketing.oanda.jp,"104.16.248.60, 104.16.238.60",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www-staging.oanda.jp,"104.16.248.60, 104.16.238.60",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www-stg.stage.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.blog.oanda.com,"198.185.159.144, 198.49.23.144, 198.49.23.145, 198.185.159.145",ext-cust.squarespace.com,"dns1.p06.nsone.net, dns-admin.squarespace.com",NOERROR,,,,,,,,,
[x],www.fxtrade.oanda.com,"104.17.29.191, 104.17.30.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.fxuni.oanda.com,,fxuni.oanda.com,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],www.investmentuniversity.pl,"104.18.31.57, 104.18.30.57",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.oanda.com,"104.17.30.191, 104.17.29.191",,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.tms.pl,"104.18.6.221, 104.18.7.221",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.tmsbrokers.com,"104.18.14.64, 104.18.15.64",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.uat.oanda.com,"104.18.16.94, 104.18.17.94",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www.webdirect.tms.pl,,,,NOERROR,,,,,,,,,
[x],www2.oanda.com,192.247.0.16,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],www2.oanda.jp,"104.16.238.60, 104.16.248.60",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],www3.oanda.com,"104.17.73.206, 104.17.70.206, 104.17.71.206, 104.17.72.206, 104.17.74.206",mkto-ab060097.com,"ns1.marketo.com, ops.localhost",NOERROR,,True,cloudflare,,,"ns2.mktdns.com, ns1.marketo.com",,,
[x],www4.oanda.com,"104.17.72.206, 104.17.73.206, 104.17.74.206, 104.17.70.206, 104.17.71.206",mkto-sj100018.com,"ns1.marketo.com, ops.localhost",NOERROR,,True,cloudflare,,,"ns1.marketo.com, ns2.mktdns.com",,,
[x],x.oanda.com,,,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],zurich.oanda.com,216.12.138.243,oanda01.oanda.com,"henrik.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
