input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,final_url,tech_,cdn_name,cdn,tls_self_signed,tls_expired,location
b0a3d5e9dcfe446a992307c17c310fc2.waf.huaweicloud.com,未找到,404,2150,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,b0a3d5e9dcfe446a992307c17c310fc2.waf.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2017-08-17T01:41:51Z,2027-08-15T01:41:51Z,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,ea37e19c758a66f7d20c17cf7c276c63,72233debaa9b5bebdad8ba027e3c345cfe28547e5d614b0d2e32f7f99d784b62,,ctls,b0a3d5e9dcfe446a992307c17c310fc2.waf.huaweicloud.com,443,https://b0a3d5e9dcfe446a992307c17c310fc2.waf.huaweicloud.com:443,https,text/html,GET,122.112.208.38,/,-684935588,122.112.208.39,1,False,,CloudWAF,,,,,True,,
b2b.huawei.com,ROMA B2B,200,1388,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,b2b.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-03T07:48:15Z,2024-04-26T06:53:15Z,"CN=*.b2b.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.b2b.huawei.com,"Huawei Technologies Co., Ltd",b2b.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,2448824b115fd83aef34299a8c9257ae,a45719909f6a8792abae8a55870cf87f6368079caa470e2c8ab2b9cc95f1d813,True,ctls,b2b.huawei.com,443,https://b2b.huawei.com:443,https,text/html,GET,121.37.49.92,/,750988113,121.37.49.92,22,False,*.huawei.cn,,,,,,,,
b2bgo.huaweicloud.com,828-B2B,200,5619,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,b2bgo.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,CN=b2bgo.huaweicloud.com,b2bgo.huaweicloud.com,,b2bgo.huaweicloud.com,"CN=TrustAsia ECC DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia ECC DV TLS CA G2,"TrustAsia Technologies, Inc.",6326c7341413aa9545ead32c1cf5efe8,4fdaf0385a3ef8a9b538c3d27ef3ae471a0916731ab734ffca35fcbf61736796,,ctls,b2bgo.huaweicloud.com,443,https://b2bgo.huaweicloud.com:443,https,text/html,GET,120.52.95.238,/,311893629,218.12.76.173,12,False,,openresty,,OpenResty,,,,,
badb6a8148b549ad8354874442baf4f6.waf.huaweicloud.com,,200,7837,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,badb6a8148b549ad8354874442baf4f6.waf.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-12-06T07:24:17Z,2024-01-07T07:24:16Z,"CN=welink.huaweicloud.com, O=华为技术有限公司, L=深圳, ST=广东, C=CN",welink.huaweicloud.com,华为技术有限公司,*.welink.myhuaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a4118c459f8c9f31ab5f0db9434201a8,dd31a1da3ccb9ba884733a7c939128e43c3c839aeecfbda23541002afba5ba98,True,ctls,badb6a8148b549ad8354874442baf4f6.waf.huaweicloud.com,443,https://badb6a8148b549ad8354874442baf4f6.waf.huaweicloud.com:443,https,text/html,GET,121.36.69.251,/,1494302000,120.46.159.82,180,False,,nginx,https://badb6a8148b549ad8354874442baf4f6.waf.huaweicloud.com/web/app/#/admintenant/Homepage,Nginx,,,,,
badge.huawei.com,Welcome to nginx!,200,612,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://badge.huawei.com:80,http,text/html,GET,103.218.216.181,/,1494302000,103.218.216.181,26,False,,nginx,,Nginx,,,,,
bbs.huaweicloud.com,华为云社区_大数据社区_AI社区_云计算社区_开发者中心-华为云,200,135188,AS139341,ACE-AS-AP ACE,SG,43.152.28.0/23,bbs.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,bbs.huaweicloud.com,443,https://bbs.huaweicloud.com:443,https,text/html,GET,43.152.29.14,/,1116814835,43.152.28.34,2475,False,,CloudWAF,,Kong:1.3.0,,,,,
betaclub.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,betaclub.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-11T02:20:07Z,2023-06-07T07:25:07Z,"CN=betaclub.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",betaclub.huawei.com,"Huawei Technologies Co., Ltd",betaclub.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,6ab1f564c59b60ba3517223f69f52cdc,564394dbcea100432ed14164b25e5b5e8d6d080d3340447d2a9748506f077f0c,,ctls,betaclub.huawei.com,443,https://betaclub.huawei.com:443,https,text/html,GET,121.37.49.188,/,1456319370,121.37.49.188,11,False,,,,,,,,,
bf05fda04fa74e5cbf4c822b2d9c518f.waf.huaweicloud.com,未找到,404,2150,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,bf05fda04fa74e5cbf4c822b2d9c518f.waf.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2017-08-17T01:41:51Z,2027-08-15T01:41:51Z,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,ea37e19c758a66f7d20c17cf7c276c63,72233debaa9b5bebdad8ba027e3c345cfe28547e5d614b0d2e32f7f99d784b62,,ctls,bf05fda04fa74e5cbf4c822b2d9c518f.waf.huaweicloud.com,443,https://bf05fda04fa74e5cbf4c822b2d9c518f.waf.huaweicloud.com:443,https,text/html,GET,117.78.24.34,/,-684935588,2407:c080:170f:fff9::cd,1,False,,CloudWAF,,,,,True,,
bigdata.vmall.com,华为商城官网 -华为官方电子商务平台，提供华为手机(华为荣耀3C、3X、P6等)、平板电脑、移动终端等产品,200,2455,AS55990,HWCSNET Huawei Cloud Service data center,CN,49.4.0.0/19,bigdata.vmall.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-11T04:04:10Z,2024-05-12T04:04:09Z,"CN=*.vmall.com, O=华为技术有限公司, L=深圳, ST=广东, C=CN",*.vmall.com,华为技术有限公司,vmall.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0d6c1f00865a779209c2218dfea65fcd,5031c79fc09db9841739b68cbf94c57e5d93f730099daace73841f3ba2f342e2,True,ctls,bigdata.vmall.com,443,https://bigdata.vmall.com:443,https,text/html,GET,49.4.8.107,/,-1747304423,49.4.8.107,95,False,,elb,,,,,,,
bill-dra.iap.hicloud.com,Error,403,544,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.114.0/24,bill-dra.iap.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-15T07:51:02Z,2023-09-16T07:51:01Z,"CN=*.iap.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.iap.hicloud.com,"Huawei Software Technologies Co., Ltd.",iap.hicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,63bd43c6c931ff5598f6ea0e115a9875,6715e415e3febe238afe3b15af8bb3d9e375a6e7171b8dfa47632e9f66202f75,True,ctls,bill-dra.iap.hicloud.com,443,https://bill-dra.iap.hicloud.com:443,https,text/html,GET,159.138.91.38,/,-677019278,159.138.91.38,20,False,,elb,,,,,,,
bill.apistore.huaweicloud.com,,404,157,AS55990,HWCSNET Huawei Cloud Service data center,CN,139.159.192.0/18,bill.apistore.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-07T01:26:02Z,2024-03-10T01:26:01Z,"CN=*.apistore.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.apistore.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",apistore.huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8c567a0ce3980006c72bc204cb41cf56,0559e1b0829123b271ea6e62226780e5aa84ea4cb12ef731c9ad6058b192dbb2,True,ctls,bill.apistore.huaweicloud.com,443,https://bill.apistore.huaweicloud.com:443,https,application/json,GET,139.159.208.120,/,599218690,139.159.208.120,2,False,,api-gateway,,,,,,,
blog.huawei.com,Huawei BLOG,200,549665,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,blog.huawei.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-20T03:15:26Z,2024-01-17T05:36:26Z,"CN=*.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.huawei.com,"Huawei Technologies Co., Ltd",*.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,38a67f460f56b04d55cf34d6ecf0d835,a2716d9467afc8acf3e5a5a40014cc919d9199baf2bc6e32c334fe06996c76bd,True,ctls,blog.huawei.com,80,http://blog.huawei.com:80,http,text/html,GET,23.32.238.49,/,-1570191234,23.32.238.51,6513,False,,CloudWAF,https://blog.huawei.com/,WordPress,,,,,
bop.vmall.com,BOP,200,997,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,bop.vmall.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-04-11T07:48:30Z,2023-05-13T07:48:29Z,"CN=*.vmall.com, O=华为技术有限公司, OU=IT, L=深圳, ST=广东, C=CN",*.vmall.com,华为技术有限公司,vmall.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e9741d152f5f749ec7d4ee5e70c42db2,0a0fae0c9f6901b78fe2180969090df47df02c73118ead7084c5fdee24bdcbc6,True,ctls,bop.vmall.com,443,https://bop.vmall.com:443,https,text/html,GET,121.36.48.86,/,-1297627741,121.36.48.86,1,False,,elb,,,,,,,
browsercfg-dra.cloud.hicloud.com,Error,403,544,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.114.0/24,browsercfg-dra.cloud.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-05T06:30:48Z,2023-09-06T06:30:47Z,"CN=www.cloud.dbankcloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",www.cloud.dbankcloud.com,"Huawei Software Technologies Co., Ltd.",cloud.dbankcloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,450dc3d5c3a88503c94bb87b80edb752,cc30cfc34d98e9eacfaebec6a8d9ed0334e43a946708402203fd0574a5a4e0f3,True,ctls,browsercfg-dra.cloud.hicloud.com,443,https://browsercfg-dra.cloud.hicloud.com:443,https,text/html,GET,159.138.82.107,/,-677019278,159.138.82.107,20,False,,elb,,,,,,,
bugbounty.huawei.com,华为安全奖励计划,200,1853,AS55990,HWCSNET Huawei Cloud Service data center,CN,49.4.0.0/19,bugbounty.huawei.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,True,2022-07-27T09:10:39Z,2023-08-28T09:10:38Z,"CN=dnkeeper.platform.dbankcloud.cn, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",dnkeeper.platform.dbankcloud.cn,"Huawei Software Technologies Co., Ltd.",*.dbank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9796e74047aa711eb7c3bb9847d35786,a3fc9286cc8a3b90b0bacf82d143abc404b4816e803b54311e02f5ca491a0b02,True,ctls,bugbounty.huawei.com,443,https://bugbounty.huawei.com:443,https,text/html,GET,49.4.18.37,/,-677019278,2407:c080:1400:14:6652:4e8f:eaf8:de40,1,False,,elb,,,,,,,
busin-eu.hicloud.com,Error,404,544,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,busin-eu.hicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-08T06:51:02Z,2023-10-10T06:51:01Z,"CN=cloud.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",cloud.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.cloud.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cdff0fcf71e8649356e8a5b5de4ded01,90835c621f160f0aa56ea007b4606e6123fd048784bad0e80ef943dd33251188,True,ctls,busin-eu.hicloud.com,443,https://busin-eu.hicloud.com:443,https,text/html,GET,14.137.137.105,/,-677019278,14.137.137.115,20,False,,,,,,,,,
c.edoc-ae.huawei.com,404 Not Found,404,535,AS206204,UAE-HUAWEI,AE,185.193.152.0/23,c.edoc-ae.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,c.edoc-ae.huawei.com,443,https://c.edoc-ae.huawei.com:443,https,text/html,GET,185.193.152.190,/,1456319370,185.193.152.190,11,False,,,,,,,,,
c.edoc-br.huawei.com,,200,94,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,c.edoc-br.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,c.edoc-br.huawei.com,443,https://c.edoc-br.huawei.com:443,https,text/html,GET,119.8.89.196,/,1456319370,119.8.89.196,2,False,,,,,,,,,
c.edoc-ca.huawei.com,404 Not Found,404,535,AS36031,Q9-AS-BRAM,US,98.158.94.0/23,c.edoc-ca.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,c.edoc-ca.huawei.com,443,https://c.edoc-ca.huawei.com:443,https,text/html,GET,98.158.95.119,/,1456319370,98.158.95.119,11,False,,,,,,,,,
c.edoc-in.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,c.edoc-in.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,c.edoc-in.huawei.com,443,https://c.edoc-in.huawei.com:443,https,text/html,GET,159.138.188.36,/,1456319370,159.138.188.36,11,False,,,,,,,,,
c.edoc-jp.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,c.edoc-jp.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,c.edoc-jp.huawei.com,443,https://c.edoc-jp.huawei.com:443,https,text/html,GET,14.137.153.200,/,1456319370,14.137.153.200,11,False,,,,,,,,,
c.edoc-mx.huawei.com,,200,94,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,c.edoc-mx.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,c.edoc-mx.huawei.com,443,https://c.edoc-mx.huawei.com:443,https,text/html,GET,110.238.88.209,/,1456319370,110.238.88.209,2,False,,,,,,,,,
c.edoc-ph.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,,,,,,,,,,,,,,,,,,,,,80,http://c.edoc-ph.huawei.com:80,http,text/html,GET,159.138.188.5,/,1456319370,159.138.188.5,11,False,,,,,,,,,
c.edoc-pk.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,c.edoc-pk.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,c.edoc-pk.huawei.com,443,https://c.edoc-pk.huawei.com:443,https,text/html,GET,110.38.31.58,/,1456319370,110.38.31.58,11,False,,,,,,,,,
c.edoc-ru.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.220.0/23,c.edoc-ru.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,c.edoc-ru.huawei.com,443,https://c.edoc-ru.huawei.com:443,https,text/html,GET,159.138.218.27,/,1456319370,159.138.218.27,11,False,,,,,,,,,
c.edoc-sg.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,c.edoc-sg.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,c.edoc-sg.huawei.com,443,https://c.edoc-sg.huawei.com:443,https,text/html,GET,119.8.177.143,/,1456319370,119.8.177.143,11,False,,,,,,,,,
c.edoc-tr.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,182.160.32.0/20,,,,,,,,,,,,,,,,,,,,,80,http://c.edoc-tr.huawei.com:80,http,text/html,GET,182.160.37.238,/,1456319370,182.160.37.238,11,False,,,,,,,,,
c.edoc-uk.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,,,,,,,,,,,,,,,,,,,,,80,http://c.edoc-uk.huawei.com:80,http,text/html,GET,14.137.135.175,/,1456319370,14.137.135.175,11,False,,,,,,,,,
c.edoc-za.huawei.com,,200,94,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.176.0/21,c.edoc-za.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,c.edoc-za.huawei.com,443,https://c.edoc-za.huawei.com:443,https,text/html,GET,159.138.178.9,/,1456319370,159.138.178.9,2,False,,,,,,,,,
c.huawei.com,404 Not Found,404,535,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,c.huawei.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-05-17T08:29:24Z,2023-06-18T08:29:23Z,"CN=*.c.huawei.com, O=华为终端有限公司, OU=CBG IT, L=东莞, ST=广东, C=CN",*.c.huawei.com,华为终端有限公司,c.huawei.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,66747668c3073a4c644a7a40d6175c4a,d0030edd9c4a2353a40879bf1b73fe8d4271d4d8a1abc2aa135d3f4b6df1c114,True,ctls,c.huawei.com,443,https://c.huawei.com:443,https,text/html,GET,2.19.198.123,/,1456319370,2a02:26f0:3500:12::1730:17af,11,False,,nginx,https://c.huawei.com/de/,Nginx,,,,,
c005b5152d27441e8d6fc29a66469a01.waf.huaweicloud.com,未找到,404,2150,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,c005b5152d27441e8d6fc29a66469a01.waf.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2017-08-17T01:41:51Z,2027-08-15T01:41:51Z,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,ea37e19c758a66f7d20c17cf7c276c63,72233debaa9b5bebdad8ba027e3c345cfe28547e5d614b0d2e32f7f99d784b62,,ctls,c005b5152d27441e8d6fc29a66469a01.waf.huaweicloud.com,443,https://c005b5152d27441e8d6fc29a66469a01.waf.huaweicloud.com:443,https,text/html,GET,159.138.195.107,/,-684935588,159.138.195.111,1,False,,CloudWAF,,,,,True,,
