new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,mx,txt,has_internal_ips,internal_ips,caa
,dark.ct.xsell.sportsbook.fanduel.com,"18.66.248.53, 18.66.248.103, 18.66.248.16, 18.66.248.80",,,"ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-68.awsdns-08.com, ns-1430.awsdns-50.org, ns-2021.awsdns-60.co.uk, ns-568.awsdns-07.net",,,,,
,dark.sportsbook.fanduel.com,"35.174.36.75, 3.212.76.188",,temp-dark-devstack-550541451.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,dark.xsell.sportsbook.fanduel.com,"13.227.219.91, 13.227.219.117, 13.227.219.54, 13.227.219.120",,,"ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1093.awsdns-08.org, ns-1678.awsdns-17.co.uk, ns-185.awsdns-23.com, ns-955.awsdns-55.net",,,,,
,dev.use1.dev.draft.fdbox.net,157.230.67.179,,web.dev.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,
,devstack-igtcert1-api.use1.dev.us.fdbox.net,"44.205.201.45, 44.198.1.236",,,"ns-1913.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1157.awsdns-16.org, ns-134.awsdns-16.com, ns-1913.awsdns-47.co.uk, ns-667.awsdns-19.net",,,,,
,devstack-igtcert1-web.use1.dev.us.fdbox.net,"54.208.129.46, 54.83.156.119",,,"ns-1913.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,devstack-igtqa8-api.use1.dev.us.fdbox.net,"18.210.134.92, 52.2.58.81",,,"ns-1913.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,devstack-pxcaptcha-web.use1.dev.us.fdbox.net,"18.173.5.121, 18.173.5.35, 18.173.5.107, 18.173.5.43",,,"ns-1913.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,dir-2.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,downloads.fanduel.com,"52.85.132.9, 52.85.132.34, 52.85.132.14, 52.85.132.82",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,draft-react-pv-delete-me-2.use1.dev.draft.fdbox.net,157.230.67.179,,draft-react-pv-delete-me-2.dev.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,
,draft-react-pv-lets-encrypt-for-feature-deploys.use1.dev.draft.fdbox.net,157.230.67.179,,draft-react-pv-lets-encrypt-for-feature-deploys.dev.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,
,draft-react-pv-pass-subdomain.use1.dev.draft.fdbox.net,157.230.67.179,,draft-react-pv-pass-subdomain.dev.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,
,draft-react-pv-specify-tls-secret-as-value.use1.dev.draft.fdbox.net,157.230.67.179,,draft-react-pv-specify-tls-secret-as-value.dev.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns-1321.awsdns-37.org, ns-1631.awsdns-11.co.uk, ns-376.awsdns-47.com, ns-997.awsdns-60.net",,,,,
,draft-react-pv-test-kd-ns.use1.dev.draft.fdbox.net,157.230.67.179,,draft-react-pv-test-kd-ns.dev.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,
,ds-1.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,ds-2.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-75.awsdns-09.com, ns-1418.awsdns-49.org, ns-1885.awsdns-43.co.uk, ns-676.awsdns-20.net",inbound-smtp.us-east-1.amazonaws.com,,,,
,edin.fdbox.net,,,,"ns-18.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,email.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,events.fanduel.com,151.101.38.133,,d.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,
,explore.sportsbook.fanduel.com,"52.222.139.109, 52.222.139.124, 52.222.139.53, 52.222.139.129",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,extkdc-1.east.fdbox.net,107.23.197.197,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,fanduel.com,"52.222.139.32, 52.222.139.28, 52.222.139.125, 52.222.139.79",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1478.awsdns-56.org, ns-1777.awsdns-30.co.uk, ns-786.awsdns-34.net, ns-81.awsdns-10.com",fanduel-com.mail.protection.outlook.com,"knowbe4-site-verification=fc0d9c56207452708a684d286c265da7, qfs8dd4n2c1gchj8vfn0v038ggrs8ztc, segment-site-verification=KyazoHW0Te6z9xnBQPK83VZp2rfP4Hab, v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all, 3vonefkt4tpfn9ohuug0dpupql, 592633486-7447831, MS=ms22502794, MS=ms35371262, MS=ms55197244, adobe-idp-site-verification=6ce59253d180da164cce180f260f1bc9923989fcf83188bfb034a3da0ef1a861, apple-domain-verification=r6uh4MYtexQFRZD7, atlassian-domain-verification=ze7m8x8LZjwke93OyrQOog99kGS/GjwPEZ+EsQCM/M9FUrfU/BRgELLoLUIG3r/e, dr78cfbmcuc1kt03frpvp4llk7, dropbox-domain-verification=duon2ulvltsf, facebook-domain-verification=6t1ay0o40m9ae0gu24egm7b3bez6v1, facebook-domain-verification=6vit74j9dvccbmuub2n24y532aje2x, facebook-domain-verification=rw9gve0mtj1blctpwrojszxgviy6sy, google-site-verification=21i4P4ACN6N_8gUNQlukVGqcH-MxigM57CLiW-MRkGY, google-site-verification=6BFNWKiSmv3KDAIPKI2c79OJU-Dlczj08fnnuEtKVDA, google-site-verification=9wqCJL4TiaB0GJsJDYPNHGwYgXvpS4kULxIPByF_89k, google-site-verification=KZK0ddeWwhhmg2QLPSQVB4hA9Y0uONDCyvE8lYwqsLg, google-site-verification=oRKtxGcyEmiGJYCOZlxudBeJwUT-CZQvcrDnqEulhGg, google-site-verification=tPgjisvq9jtAF0bbs9gY5e18Jwbqy7AwmYlR_Mv3RgE, google-site-verification=zCyMWgKuWe7h-QXQD3eh_Ljop5-5GNIKd6YnifdzCO4, google-site-verification=ztM3xUg5Yp0UMopqWTZ64jtUwhF21Z-Caw4y94D1NNU, h1-domain-verification=VEAbZuMapH6SVNoD8DLp7YdS7f3JZkJUF81U8jXpG9vsFGgZ",,,
,fcq.nj.sportsbook.fanduel.com,"3.230.99.122, 52.45.143.110, 52.70.214.127",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,fd.sportsbook.fanduel.com,"18.154.63.79, 18.154.63.66, 18.154.63.21, 18.154.63.25",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,fdbox.net,,,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1495.awsdns-58.org, ns-1608.awsdns-09.co.uk, ns-271.awsdns-33.com, ns-687.awsdns-21.net",inbound-smtp.us-east-1.amazonaws.com,"ut1g2rj436e2lrih8ci14hn3pi, v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all, vndpbuc2pdo6j1u4np86t9gf6p",,,
,g2-graphite.fdbox.net,,,,,NOERROR,,,,,,,,
,g2-ws-1.fanduel.com,,,,,NOERROR,,,,,,,,
,gateway.ss.fdbox.net,,,ct-gateway-prod-1176655849.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,go.fanduel.com,74.217.253.90,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,gollum.east.fdbox.net,,,wiki.east.fdbox.net,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,gw-1.east.fdbox.net,107.23.114.252,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,gw-3.east.fdbox.net,107.23.145.238,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,gw-4.east.fdbox.net,107.23.141.80,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ia.sportsbook.fanduel.com,"13.224.189.6, 13.224.189.104, 13.224.189.17, 13.224.189.88",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,il.sportsbook.fanduel.com,"13.224.189.17, 13.224.189.104, 13.224.189.88, 13.224.189.6",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,ilv1.sportsbook.fanduel.com,192.16.89.51,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,in.sportsbook.fanduel.com,"13.224.189.88, 13.224.189.104, 13.224.189.6, 13.224.189.17",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,int.fanduel.com,"52.201.130.14, 54.82.12.123, 34.225.3.23",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,inv1.sportsbook.fanduel.com,192.16.80.68,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ips.sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,isitup.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,iwa-assets-dev.fanduel.com,"13.32.99.93, 13.32.99.2, 13.32.99.128, 13.32.99.98",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,iwa-assets.fanduel.com,"65.9.66.33, 65.9.66.115, 65.9.66.125, 65.9.66.37",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1m06tm1d832f8.cloudfront.net,,,
,jenkins-mobile.east.fdbox.net,34.245.248.221,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,jenkins.east.fdbox.net,"52.202.139.221, 3.229.176.26",,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,jmtrk.fanduel.com,"104.248.15.35, 159.65.33.93",,jngo.net,,NOERROR,,,"ns61.constellix.net, ns11.constellix.com, ns41.constellix.net, ns21.constellix.com, ns51.constellix.net, ns31.constellix.com",,,,,
,khojqfd.pa.sportsbook.fanduel.com,"52.7.224.31, 100.24.245.16, 52.55.204.60",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ks.sportsbook.fanduel.com,"65.9.86.21, 65.9.86.91, 65.9.86.92, 65.9.86.27",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1465.awsdns-55.org, ns-1863.awsdns-40.co.uk, ns-498.awsdns-62.com, ns-961.awsdns-56.net",,,,,
,la.sportsbook.fanduel.com,"18.154.63.66, 18.154.63.21, 18.154.63.79, 18.154.63.25",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,launcher.casino.fanduel.com,"13.32.27.129, 13.32.27.115, 13.32.27.123, 13.32.27.93",,,"ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,launcher.ct.xsell.sportsbook.fanduel.com,"18.244.146.18, 18.244.146.14, 18.244.146.100, 18.244.146.62",,,"ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,launcher.dark.ct.xsell.sportsbook.fanduel.com,"18.164.52.57, 18.164.52.91, 18.164.52.34, 18.164.52.30",,,"ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,launcher.dark.xsell.sportsbook.fanduel.com,"18.66.97.57, 18.66.97.119, 18.66.97.99, 18.66.97.6",,,"ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,launcher.xsell.sportsbook.fanduel.com,"13.32.151.122, 13.32.151.110, 13.32.151.47, 13.32.151.93",,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,links.ab.fanduel.com,"18.65.39.52, 18.65.39.41, 18.65.39.61, 18.65.39.64",,,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,live.fanduel.com,"151.101.66.133, 151.101.194.133, 151.101.130.133, 151.101.2.133",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,fastly,,,fastly-domain-delegation-2czzc5bb4990dd-10-8-2020,,,
,lobbymonitor.fanduel.com,34.228.129.43,,us-dev-elb-1oetfelyiqf1v-1975515516.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ma.sportsbook.fanduel.com,"108.157.214.108, 108.157.214.110, 108.157.214.94, 108.157.214.45",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,mail.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"reply.transact4.gan.com, mail8595.transact4.gan.com",v=spf1 ip4:129.41.76.236 include:spf.mandrillapp.com -all,,,
,mailer.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1478.awsdns-56.org, ns-1777.awsdns-30.co.uk, ns-786.awsdns-34.net, ns-81.awsdns-10.com",,v=spf1 ip4:74.121.48.23 -all,,,
,maintenance.sportsbook.fanduel.com,"18.66.248.71, 18.66.248.70, 18.66.248.89, 18.66.248.104",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,making.fanduel.com,"54.82.200.63, 54.224.126.210, 54.167.221.23",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,maven.fdbox.net,"54.91.71.83, 50.17.39.100",,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,md.sportsbook.fanduel.com,"13.32.208.4, 13.32.208.76, 13.32.208.127, 13.32.208.2",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,mi.casino.fanduel.com,,,,"ns-465.awsdns-58.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-465.awsdns-58.com, ns-963.awsdns-56.net, ns-2009.awsdns-59.co.uk, ns-1134.awsdns-13.org",,,,,
,mi.fanduel.com,34.233.35.182,,ink1001.com,"ns-933.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-933.awsdns-52.net, ns-1725.awsdns-23.co.uk, ns-1401.awsdns-47.org, ns-93.awsdns-11.com",,,,,"letsencrypt.org, amazontrust.com, amazonaws.com, digicert.com, awstrust.com, amazon.com, entrust.net, sectigo.com"
,mi.sportsbook.fanduel.com,"13.224.189.104, 13.224.189.17, 13.224.189.6, 13.224.189.88",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,miv1.sportsbook.fanduel.com,192.16.88.52,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ml.fanduel.com,,,,"ns-1651.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1109.awsdns-10.org, ns-1651.awsdns-14.co.uk, ns-300.awsdns-37.com, ns-797.awsdns-35.net",,,,,
,mldb.fanduel.com,,,,"ns-214.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1065.awsdns-05.org, ns-1948.awsdns-51.co.uk, ns-214.awsdns-26.com, ns-714.awsdns-25.net",,,,,
,mldev.fanduel.com,,,,"ns-285.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1257.awsdns-29.org, ns-1891.awsdns-44.co.uk, ns-285.awsdns-35.com, ns-902.awsdns-48.net",,,,,
,mobileproto.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,mr.sportsbook.fanduel.com,"13.224.189.88, 13.224.189.6, 13.224.189.17, 13.224.189.104",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,mtrk.fanduel.com,"54.209.22.5, 54.226.47.131, 3.80.109.92, 18.208.190.224, 54.236.7.116, 3.91.68.97, 205.251.193.33, 205.251.194.208, 205.251.196.103, 205.251.199.142",,mandrillapp.com,"ns-720.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1127.awsdns-12.org, ns-1934.awsdns-49.co.uk, ns-289.awsdns-36.com, ns-720.awsdns-26.net","9656353.in2.mandrillapp.com, 9656353.in1.mandrillapp.com",v=spf1 include:spf.mandrillapp.com ~all,,,
,myaccount.fanduel.com,"44.205.56.158, 52.5.116.129, 54.210.57.119",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,myaccountmobile.fanduel.com,"52.5.116.129, 54.210.57.119, 44.205.56.158",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,newsroom.fanduel.com,"54.224.126.210, 54.167.221.23, 54.82.200.63",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,nj.casino.fanduel.com,,,,"ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-385.awsdns-48.com, ns-853.awsdns-42.net, ns-1377.awsdns-44.org, ns-1552.awsdns-02.co.uk",,,,,
,nj.sportsbook.fanduel.com,"18.154.63.66, 18.154.63.25, 18.154.63.21, 18.154.63.79",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,njv1.sportsbook.fanduel.com,66.212.252.11,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ny.sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,nypost.fanduel.com,54.144.128.85,,,,NOERROR,,,,,,,,
,o2225.abmail.ma.sb.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,o2226.abmail.t.sb.fanduel.com,149.72.181.31,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,o2401.abmail.racing.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,o2913.abmail.ma.cas.fanduel.com,149.72.165.65,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,o2914.abmail.t.cas.fanduel.com,149.72.82.68,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1478.awsdns-56.org, ns-1777.awsdns-30.co.uk, ns-786.awsdns-34.net, ns-81.awsdns-10.com",,,,,
,o444.mails.ab.fanduel.com,167.89.3.206,,,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ocsp.fdbox.net,54.235.79.237,,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,officevpn.fdbox.net,91.108.162.227,,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,oh.sportsbook.fanduel.com,"13.224.189.17, 13.224.189.104, 13.224.189.6, 13.224.189.88",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,okta.fanduel.com,"35.71.149.114, 52.223.56.218",,"fanduel.customdomains.okta.com, ok12-custom-crtrs.okta.com, ok12-custom-crtrs.oktaedge.okta.com, a9fabdf042c40ac50.awsglobalaccelerator.com","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,oldapi.fanduel.com,"54.82.12.123, 34.225.3.23, 52.201.130.14",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,pa.casino.fanduel.com,,,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1384.awsdns-45.org, ns-1673.awsdns-17.co.uk, ns-751.awsdns-29.net, ns-93.awsdns-11.com",,,,,
,pa.sportsbook.fanduel.com,"13.224.189.6, 13.224.189.88, 13.224.189.104, 13.224.189.17",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,"18.66.97.18, 18.66.97.118, 18.66.97.81, 18.66.97.15",,,"ns-1913.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1157.awsdns-16.org, ns-134.awsdns-16.com, ns-1913.awsdns-47.co.uk, ns-667.awsdns-19.net",,,,,
,partners.fanduel.com,20.67.214.39,,fanduel1.iaoffers.com,"a1-92.akam.net, hostmaster.paysafe.com",NOERROR,,,,,,,,
,pav1.sportsbook.fanduel.com,66.212.249.53,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,payments.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,perftest.fdbox.net,,,,"ns-2033.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1421.awsdns-49.org, ns-2033.awsdns-62.co.uk, ns-233.awsdns-29.com, ns-932.awsdns-52.net",,,,,
,pgbouncer.fanduel.com,"3.224.193.41, 34.233.207.138",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,phpadmin.use1.perftest.fdbox.net,"13.32.99.120, 13.32.99.20, 13.32.99.22, 13.32.99.95",,,"ns-2033.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,pickem.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,playbook.data.prod.fdbox.net,54.144.128.85,,,,NOERROR,,,,,,,,
,playfree.fanduel.com,"52.85.242.57, 52.85.242.115, 52.85.242.106, 52.85.242.89",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,prelive.sportsbook.fanduel.com,"65.9.66.26, 65.9.66.117, 65.9.66.8, 65.9.66.37",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,press.fanduel.com,"162.159.130.11, 162.159.129.11","2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b","fanduel2021news-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,promos-api.casino.fanduel.com,"44.213.183.182, 3.212.161.106, 23.22.246.31",,pph-alb-949607266.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,promos-api.fanduel.com,"44.213.183.182, 3.212.161.106, 23.22.246.31",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,promos-api.sportsbook.fanduel.com,"3.212.161.106, 23.22.246.31, 44.213.183.182",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,promos.fantasy.www.fanduel.com,"34.198.75.86, 3.226.176.96",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,promos.sportsbook.fanduel.com,"3.212.54.55, 52.22.114.203, 54.209.220.9",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,promotions.fanduel.com,"54.210.57.119, 52.5.116.129, 44.205.56.158",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,quakecon.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,racing-qa.fanduel.com,107.178.254.233,,racing-qa.gcp-dev.tvg.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,racing-staging.fanduel.com,35.186.196.229,,racing-staging.gcp-staging.tvg.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,radmin.fanduel.com,"54.173.85.234, 3.229.65.249, 54.145.180.175",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,re-api-staging.perftest.fdbox.net,"52.4.137.51, 34.197.115.7, 18.209.86.106",,,"ns-2033.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,redirect.sportsbook.fanduel.com,"13.32.121.129, 13.32.121.25, 13.32.121.6, 13.32.121.111",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
