input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,tls_expired,csp_domains_,tls_self_signed,tls_emails_
chat.dvp.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://chat.dvp.telenet.be:80,http,BigIP,,GET,213.224.233.3,/,-1840324437,2a02:1800:1e0:6003::f,F5 BigIP,1,False,,,,,,,,,
chat.int.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://chat.int.base.be:80,http,BigIP,,GET,213.224.233.5,/,-1840324437,2a02:1800:1e0:6003::1d,F5 BigIP,1,False,,,,,,,,,
chat.prd.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,chat.prd.base.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,chat.prd.base.be,,443,https://chat.prd.base.be:443,https,BigIP,,GET,213.224.232.1,/,-1840324437,2a02:1800:100:6000::1,F5 BigIP,1,False,,Telenet BV,True,True,,,,,
chat.prd.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,chat.prd.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,chat.prd.telenet.be,,443,https://chat.prd.telenet.be:443,https,BigIP,,GET,213.224.232.1,/,-1840324437,2a02:1800:100:6000::1,F5 BigIP,1,False,,Telenet BV,True,,,,,,
chat.trg.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://chat.trg.base.be:80,http,BigIP,,GET,213.224.233.193,/,-1840324437,2a02:1800:1e0:6000::1,F5 BigIP,1,False,,,,,,,,,
chat.trg.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://chat.trg.telenet.be:80,http,BigIP,,GET,213.224.233.193,/,-1840324437,2a02:1800:1e0:6000::1,F5 BigIP,1,False,,,,,,,,,
chat.uat.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://chat.uat.base.be:80,http,BigIP,,GET,213.224.233.129,/,-1840324437,2a02:1800:1e0:6002::1,F5 BigIP,1,False,,,,,,,,,
chat.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://chat.uat.telenet.be:80,http,BigIP,,GET,213.224.233.129,/,-1840324437,2a02:1800:1e0:6002::1,F5 BigIP,1,False,,,,,,,,,
chewy.be.apache53.cloud.telenet.be,403 Forbidden,403,318,AS42018,HOSTBASKET-BACKBONE,BE,85.255.200.0/21,chewy.be.apache53.cloud.telenet.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-28T20:04:15Z,2023-07-27T20:04:14Z,CN=chewy.be,chewy.be,www.chewy.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ce0075a762cc8b435253246e059f3837,e08523b833abd677b6fb68fdd04f9945f5ede3df1bada00fec1e890854b90a3b,ctls,chewy.be.apache53.cloud.telenet.be,,443,https://chewy.be.apache53.cloud.telenet.be:443,https,nginx,text/html,GET,85.255.199.22,/,1506877856,85.255.199.22,Nginx,10,False,,,,True,,,,,
cindy.telenet.be,404 Not Found,404,612,AS6848,TELENET-AS,BE,195.130.128.0/19,,,,,,,,,,,,,,,,,,,80,http://cindy.telenet.be:80,http,Apache,text/html,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,,,,,,,,
ckgkapoentje.be.apache51.cloud.telenet.be,Telenet parking page for hosting products,200,3209,AS42018,HOSTBASKET-BACKBONE,BE,85.255.200.0/21,ckgkapoentje.be.apache51.cloud.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T09:12:37Z,2024-05-25T09:12:36Z,"CN=apache51.cloud.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",apache51.cloud.telenet.be,apache51.cloud.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5d4138b73222affe72147fe2fabefad9,a8059464d0926acd13d1465d83d870d5df752d04d2e2f6741c26cf683363a9ca,ctls,ckgkapoentje.be.apache51.cloud.telenet.be,,443,https://ckgkapoentje.be.apache51.cloud.telenet.be:443,https,nginx,text/html,GET,85.255.199.141,/,190856733,85.255.199.141,Nginx,48,False,,Telenet BV,,True,,,,,
class.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://class.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
clients.centrex.telenet.be,HTTP Status 404 – Not Found,404,431,AS6848,TELENET-AS,BE,195.162.192.0/19,clients.centrex.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-26T11:35:22Z,2023-09-27T11:35:21Z,"CN=clients.centrex.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",clients.centrex.telenet.be,clients.centrex.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,200ef3192e0de2afaf24dd286fc87fd3,51a96ee4f7c58475e1ab20e4e945d3a9ef9a1dad69de097d3a1203c7a2fb4bc9,ctls,clients.centrex.telenet.be,,443,https://clients.centrex.telenet.be:443,https,HTTP Server,text/html,GET,195.162.221.9,/,-230353730,195.162.221.9,,1,False,,Telenet BV,,,,,,,
cloud.telenet.be,Telenet parking page for hosting products,200,3262,AS6848,TELENET-AS,BE,212.123.0.0/19,,,,,,,,,,,,,,,,,,,80,http://cloud.telenet.be:80,http,Telenet Hosting & Cloud,text/html,GET,212.123.6.254,/,-490773689,212.123.6.254,,49,False,,,,,,,,,
cloudfront-app.cloud-infra-dev.awscloud.external.telenet.be,Overview | TELENETGROUP - Component library,200,938975,AS16509,AMAZON-02,US,18.66.102.0/24,cloudfront-app.cloud-infra-dev.awscloud.external.telenet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-01T23:59:59Z,CN=cloud-infra-dev.awscloud.external.telenet.be,cloud-infra-dev.awscloud.external.telenet.be,cloudfront-app.cloud-infra-dev.awscloud.external.telenet.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,582f0ad2eaf650084093ce20f68fde17,e61a16f8b85d12780da03b9cfedb98b3d3499ec4726faa1c055a9763f6c3e2b3,ctls,cloudfront-app.cloud-infra-dev.awscloud.external.telenet.be,cloudfront,443,https://cloudfront-app.cloud-infra-dev.awscloud.external.telenet.be:443,https,AmazonS3,text/html,GET,18.66.97.57,/,-1258299034,18.66.97.98,Amazon Web Services,43120,False,True,,,,,,,,
club.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://club.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,213.224.149.248,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
cn.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://cn.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
com.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://com.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
comm-custom.int.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://comm-custom.int.telenet.be:80,http,BigIP,,GET,213.224.154.197,/,-1840324437,213.224.154.197,F5 BigIP,1,False,,,,,,,,,
comm-custom.prd.telenet.be,,200,60,AS6848,TELENET-AS,BE,213.224.0.0/16,comm-custom.prd.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,ctls,comm-custom.prd.telenet.be,,443,https://comm-custom.prd.telenet.be:443,https,,text/html,GET,213.224.154.168,/,1631801191,213.224.154.168,,2,False,,Telenet BV,True,,,,,,
comm-custom.telenet.be,,200,60,AS6848,TELENET-AS,BE,213.224.0.0/16,comm-custom.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,ctls,comm-custom.telenet.be,,443,https://comm-custom.telenet.be:443,https,,text/html,GET,213.224.154.168,/,1631801191,213.224.154.168,,2,False,,Telenet BV,True,True,,,,,
comm-custom.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://comm-custom.uat.telenet.be:80,http,BigIP,,GET,213.224.154.196,/,-1840324437,213.224.154.196,F5 BigIP,1,False,,,,,,,,,
comm.base.be,,200,53,AS6848,TELENET-AS,BE,213.224.0.0/16,comm.base.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,ctls,comm.base.be,,443,https://comm.base.be:443,https,Microsoft-IIS/8.5,text/html,GET,213.224.154.168,/,1631801191,213.224.154.168,Windows Server,2,False,,Telenet BV,True,,,,,,
comm.int.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://comm.int.base.be:80,http,BigIP,,GET,213.224.154.197,/,-1840324437,213.224.154.197,F5 BigIP,1,False,,,,,,,,,
comm.prd.telenet.be,,200,53,AS6848,TELENET-AS,BE,213.224.0.0/16,comm.prd.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,ctls,comm.prd.telenet.be,,443,https://comm.prd.telenet.be:443,https,Microsoft-IIS/8.5,text/html,GET,213.224.154.168,/,1631801191,213.224.154.168,Windows Server,2,False,,Telenet BV,True,,,,,,
comm.telenet.be,,200,53,AS6848,TELENET-AS,BE,213.224.0.0/16,comm.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,ctls,comm.telenet.be,,443,https://comm.telenet.be:443,https,Microsoft-IIS/8.5,text/html,GET,213.224.154.168,/,1631801191,213.224.154.168,Windows Server,2,False,,Telenet BV,True,True,,,,,
comm.uat.base.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://comm.uat.base.be:80,http,BigIP,,GET,213.224.154.196,/,-1840324437,213.224.154.196,F5 BigIP,1,False,,,,,,,,,
comm.uat.telenet.be,,403,,AS6848,TELENET-AS,BE,213.224.0.0/16,,,,,,,,,,,,,,,,,,,80,http://comm.uat.telenet.be:80,http,BigIP,,GET,213.224.154.196,/,-1840324437,213.224.154.196,F5 BigIP,1,False,,,,,,,,,
community.base.be,Stop BASE Community,200,156534,AS6848,TELENET-AS,BE,213.224.0.0/16,www.base.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T11:19:05Z,2023-11-04T11:19:04Z,"CN=www.base.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",www.base.be,base.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,069e2ef94952d4e84f38915bf20787c4,b3edea18ab525043874042dc4107f499c13c9af06d4ccf9b68a011a015cfb260,ctls,www.base.be,,443,https://community.base.be:443,https,,text/html,GET,213.224.232.1,/,1079758513,2a02:1800:100:6000::1,Java,2572,False,,Telenet BV,,,https://www.base.be/nl/retail/campaigns/stop-base-community.html,,,,
community.telenet.be,Nederlands - De Netweters,200,171837,AS6848,TELENET-AS,BE,195.162.192.0/19,www.netweters.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=secure07.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure07.lithium.com,community.travelandleisure.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,71ee3692330443d9bb240f1d1239a6fd,cfd476d33f1c0633f8f591a437b49b2187fee522e259e37cb9e41e359a664952,ctls,www.netweters.be,,443,https://community.telenet.be:443,https,Apache,text/html,GET,195.162.197.140,/,-1840324437,2a02:1800:120:6002::3,jQuery,3940,False,,"Khoros, LLC",True,True,https://www.netweters.be/?category.id=TaalNL,,,,
comune.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://comune.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
connect.telenet.be,SSL VPN Portal,200,6774,AS6848,TELENET-AS,BE,212.123.0.0/19,connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-07T07:43:10Z,2024-05-08T07:43:09Z,"CN=connect.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",connect.telenet.be,connect.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1b5f622eab439b4756e84be63f949d36,4a0aaef503a671346100f67caaf88e77944b58a02161e50ae95ad72774e55c10,ctls,connect.telenet.be,,443,https://connect.telenet.be:443,https,,text/html,GET,212.123.29.180,/,-683847993,212.123.29.180,HSTS,122,False,,Telenet BV,,,https://connect.telenet.be/dana-na/auth/url_default/welcome.cgi,,,,
connmgr.uat.telenet.be,Not Found,404,315,AS42018,HOSTBASKET-BACKBONE,BE,185.35.52.0/23,connmgr.uat.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-08-17T23:59:59Z,CN=*.macsreport.com,*.macsreport.com,macsreport.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,34c46222aad5e8644be70c88b6d7a4bf,d6915d3e822d06c69fb1fc0711f39db92010403ea10ddaab9d77e1e555ca28e2,ctls,connmgr.uat.telenet.be,,443,https://connmgr.uat.telenet.be:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.35.52.95,/,225052475,185.35.52.95,Microsoft HTTPAPI:2.0,7,False,,,True,True,,,,,
contact.telenet.be,Contacteer Telenet,200,412876,AS6848,TELENET-AS,BE,195.162.192.0/19,www2.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,www2.telenet.be,,443,https://contact.telenet.be:443,https,,text/html,GET,195.162.197.140,/,,2a02:1800:120:6002::3,Ookla Speedtest Custom,18659,False,,Telenet BV,True,True,https://www2.telenet.be/nl/klantenservice/contacteer-telenet,,*.usabilla.com,,
content.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://content.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
corona-m.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://corona-m.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
corona-pad2.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://corona-pad2.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
corona-spending.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://corona-spending.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
corona23.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://corona23.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
