new,host,a,aaaa,soa,status_code,ns,mx,txt,cname,cdn,cdn-name,caa,ptr,has_internal_ips,internal_ips
[x],d51531400.static.telenet.be,81.83.20.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531410.static.telenet.be,81.83.20.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531420.static.telenet.be,81.83.20.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531500.static.telenet.be,81.83.21.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531520.static.telenet.be,81.83.21.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531600.static.telenet.be,81.83.22.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531610.static.telenet.be,81.83.22.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d51531620.static.telenet.be,81.83.22.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531700.static.telenet.be,81.83.23.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d51531710.static.telenet.be,81.83.23.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531720.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531810.static.telenet.be,81.83.24.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531900.static.telenet.be,81.83.25.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531910.static.telenet.be,81.83.25.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531920.static.telenet.be,81.83.25.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531a00.static.telenet.be,81.83.26.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531b10.static.telenet.be,81.83.27.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531b20.static.telenet.be,81.83.27.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531c00.static.telenet.be,81.83.28.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d51531c10.static.telenet.be,81.83.28.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d51531c20.static.telenet.be,81.83.28.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d51531d00.static.telenet.be,81.83.29.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531d20.static.telenet.be,81.83.29.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531e00.static.telenet.be,81.83.30.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531e10.static.telenet.be,81.83.30.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531f00.static.telenet.be,81.83.31.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d51531f10.static.telenet.be,81.83.31.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4020.static.telenet.be,82.143.64.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4110.static.telenet.be,82.143.65.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d528f4120.static.telenet.be,82.143.65.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4210.static.telenet.be,82.143.66.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4220.static.telenet.be,82.143.66.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4310.static.telenet.be,82.143.67.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d528f4320.static.telenet.be,82.143.67.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4420.static.telenet.be,82.143.68.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4510.static.telenet.be,82.143.69.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4620.static.telenet.be,82.143.70.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4710.static.telenet.be,82.143.71.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4720.static.telenet.be,82.143.71.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4810.static.telenet.be,82.143.72.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4820.static.telenet.be,82.143.72.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4910.static.telenet.be,82.143.73.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4a10.static.telenet.be,82.143.74.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f4b10.static.telenet.be,82.143.75.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d528f4b20.static.telenet.be,82.143.75.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5110.static.telenet.be,82.143.81.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5120.static.telenet.be,82.143.81.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5210.static.telenet.be,82.143.82.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5220.static.telenet.be,82.143.82.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5310.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5410.static.telenet.be,82.143.84.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5520.static.telenet.be,82.143.85.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5610.static.telenet.be,82.143.86.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5720.static.telenet.be,82.143.87.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5810.static.telenet.be,82.143.88.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5820.static.telenet.be,82.143.88.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5910.static.telenet.be,82.143.89.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5920.static.telenet.be,82.143.89.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5a10.static.telenet.be,82.143.90.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5b10.static.telenet.be,82.143.91.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5c10.static.telenet.be,82.143.92.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5c20.static.telenet.be,82.143.92.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5d10.static.telenet.be,82.143.93.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d528f5e10.static.telenet.be,82.143.94.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c0c02f.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d54c19e5f.access.telenet.be,84.193.158.95,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c3fbee.access.telenet.be,84.195.251.238,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c4329ess.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d54c4c461.access.telenet.be,84.196.196.97,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c59d86.access.tess.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d54c5f23d.access.telenet.be,84.197.242.61,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70020.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70120.static.telenet.be,84.199.1.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d54c70210.static.telenet.be,84.199.2.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70320.static.telenet.be,84.199.3.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70410.static.telenet.be,84.199.4.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70520.static.telenet.be,84.199.5.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70620.static.telenet.be,84.199.6.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70710.static.telenet.be,84.199.7.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70720.static.telenet.be,84.199.7.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d54c70800.static.telenet.be,84.199.8.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70820.static.telenet.be,84.199.8.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70900.static.telenet.be,84.199.9.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70910.static.telenet.be,84.199.9.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70920.static.telenet.be,84.199.9.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70a00.static.telenet.be,84.199.10.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70a10.static.telenet.be,84.199.10.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70a20.static.telenet.be,84.199.10.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c70c10.static.telenet.be,84.199.12.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d54c70d00.static.telenet.be,84.199.13.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70d10.static.telenet.be,84.199.13.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c70e10.static.telenet.be,84.199.14.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71000.static.telenet.be,84.199.16.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71010.static.telenet.be,84.199.16.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71020.static.telenet.be,84.199.16.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71100.static.telenet.be,84.199.17.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71110.static.telenet.be,84.199.17.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71120.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71200.static.telenet.be,84.199.18.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71210.static.telenet.be,84.199.18.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71220.static.telenet.be,84.199.18.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c71310.static.telenet.be,84.199.19.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71320.static.telenet.be,84.199.19.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71400.static.telenet.be,84.199.20.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71410.static.telenet.be,84.199.20.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c71500.static.telenet.be,84.199.21.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71510.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71520.static.telenet.be,84.199.21.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71600.static.telenet.be,84.199.22.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71620.static.telenet.be,84.199.22.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71710.static.telenet.be,84.199.23.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c717ce.static.telenet.be,84.199.23.206,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71800.static.telenet.be,84.199.24.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71810.static.telenet.be,84.199.24.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71820.static.telenet.be,84.199.24.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71900.static.telenet.be,84.199.25.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71920.static.telenet.be,84.199.25.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71a00.static.telenet.be,84.199.26.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71a20.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71b00.static.telenet.be,84.199.27.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71d10.static.telenet.be,84.199.29.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71e00.static.telenet.be,84.199.30.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71e10.static.telenet.be,84.199.30.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c71f10.static.telenet.be,84.199.31.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c72000.static.telenet.be,84.199.32.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72010.static.telenet.be,84.199.32.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72100.static.telenet.be,84.199.33.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d54c72110.static.telenet.be,84.199.33.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72120.static.telenet.be,84.199.33.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c721db.static.telenet.be,84.199.33.219,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72200.static.telenet.be,84.199.34.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72300.static.telenet.be,84.199.35.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72400.static.telenet.be,84.199.36.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72410.static.telenet.be,84.199.36.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72420.static.telenet.be,84.199.36.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d54c72500.static.telenet.be,84.199.37.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72510.static.telenet.be,84.199.37.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72600.static.telenet.be,84.199.38.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c72610.static.telenet.be,84.199.38.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c72700.static.telenet.be,84.199.39.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72710.static.telenet.be,84.199.39.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72720.static.telenet.be,84.199.39.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72800.static.telenet.be,84.199.40.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],d54c72900.static.telenet.be,84.199.41.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72910.static.telenet.be,84.199.41.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72920.static.telenet.be,84.199.41.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72a00.static.telenet.be,84.199.42.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72a10.static.telenet.be,84.199.42.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72a20.static.telenet.be,84.199.42.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72b00.static.telenet.be,84.199.43.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72b10.static.telenet.be,84.199.43.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72c10.static.telenet.be,84.199.44.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c72c20.static.telenet.be,84.199.44.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72d00.static.telenet.be,84.199.45.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72d10.static.telenet.be,84.199.45.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72e00.static.telenet.be,84.199.46.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72e10.static.telenet.be,84.199.46.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c72f00.static.telenet.be,84.199.47.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],d54c72f10.static.telenet.be,84.199.47.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73000.static.telenet.be,84.199.48.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73010.static.telenet.be,84.199.48.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73110.static.telenet.be,84.199.49.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73120.static.telenet.be,84.199.49.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73200.static.telenet.be,84.199.50.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73210.static.telenet.be,84.199.50.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73220.static.telenet.be,84.199.50.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73500.static.telenet.be,84.199.53.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c73510.static.telenet.be,84.199.53.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c76810.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c76820.static.telenet.be,84.199.104.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d54c781cess.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d54c79af3c.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d5b92761.xdsl.telenet.be,,2602:fcbc:0:3::11,,NOERROR,,,,,,,,,,
[x],d8.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d8d862131.access.telenet.be,141.134.33.49,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],d8d86ebd2.accesss.telenet.be,,,,NOERROR,,,,,,,,,,
[x],d8d8766e0.acs.telenet.be,,,,NOERROR,,,,,,,,,,
[x],dans.telenet.be,195.130.133.26,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],daphne.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",smtp.telenet-ops.be,,,,,,,,
[x],darrin.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],dartagnan.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],darwin.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],dataminer.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],datasharing.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be","mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],datasharing.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],datasharing.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be","mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],db.cloud.telenet.be,"185.35.53.8, 85.255.200.200, 195.130.154.74, 185.35.52.200","2a01:498:8301:1c0::200, 2a01:498:8101:4c0::200, 2a01:498:8501:4090::6:1","ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,"ns2.cloud.telenet.be, ns1.cloud.telenet.be, ns3.cloud.telenet.be",,,,,,,,,
[x],dbadmin.cloud.telenet.be,185.35.53.8,2a01:498:8501:40b0::11:30,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],dc.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],dc3829345.access.telenet.be,195.130.147.69,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
