new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt
,predownload-peak.game.xiaomi.com,"2.19.126.91, 2.19.126.94","2a02:26f0:780::5f65:368b, 2a02:26f0:780::210:ca7a","predownload-peak.game.xiaomi.com.mgslb.com, predownload-peak.game.xiaomi.com.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,predownload.game.xiaomi.com,"2.16.107.32, 2.16.107.27","2a02:26f0:e8::6856:6edb, 2a02:26f0:e8::6856:6fa1","predownload.game.xiaomi.com.mgslb.com, predownload.game.xiaomi.com.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,preload.xiaomi.com,"3.127.227.23, 18.194.222.150",,"preload.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,preview-payment.mina.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.api.assistant.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,preview.api.calendar.intl.miui.com,10.108.196.202,,intranet.c3.miui-l7-coreapp-global.4i1qq4ov2e.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.196.202,,
,preview.api.jr.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.api.miot.10046.mi.com,"183.84.7.187, 120.133.33.137, 124.251.34.42, 183.84.7.4",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,preview.api.misim.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.api.miwifi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.api.recharge.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.api.sec.miui.com,,,matrix-pri-c3-c4.alb.xiaomi.srv,,NOERROR,,,,,,,
,preview.api.vip.miui.com,"10.132.107.37, 10.115.19.142",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,"10.132.107.37, 10.115.19.142",,
,preview.console.miot.10046.mi.com,"183.84.7.187, 120.133.33.137, 124.251.34.42, 183.84.7.4",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.crm.sms.miui.com,"3.127.227.23, 18.194.222.150",,"preview.crm.sms.miui.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,preview.gamebox.sec.miui.com,"10.132.107.99, 10.108.237.193",,l7.34.n.sec.miui.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,"10.132.107.99, 10.108.237.193",,
,preview.heimdall.assistant.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.help.jr.mi.com,183.84.5.182,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.m.jr.mi.com,183.84.5.238,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.partner.10046.mi.com,"183.84.7.187, 120.133.33.137, 124.251.34.42, 183.84.7.4",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,preview.pay.notify.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.pay.xiaomi.com,124.243.204.150,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,preview.recharge.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.secure.miot.10046.mi.com,127.0.0.1,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,127.0.0.1,,
,preview.trust.miot.10046.mi.com,127.0.0.1,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,127.0.0.1,,
,preview.verca.xpa.assistant.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview.zhuti.n.xiaomi.com,,,intranet.c3.miui-l7-thm.dcddlxvqm9.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,preview4test-speech.ai.xiaomi.com,124.251.100.58,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,preview4test.i.ai.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,privacy.api.intl.miui.com,20.47.97.47,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,privacy.mi.com,"184.25.51.41, 184.25.51.27","2a02:26f0:fe00::5c7a:652a, 2a02:26f0:fe00::5c7a:6519","privacy.mi.com.mgslb.com, privacy.mi.com.ksyna.net, privacy.mi.com.edgesuite.net, a2002.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,privacy.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,processor.smartcamera.api.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,project.pt.xiaomi.com,107.155.53.185,,"project.pt.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,protect.dev.sec.intl.miui.com,161.117.162.63,,extranet.ap-southeast-1.miui-l7-bsp-unlock.qf68d5nrep.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,protect.dev.sec.miui.com,20.47.97.238,,extranet-ipv4-pub-azams.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,providers.sec.miui.com,"183.84.6.178, 124.251.100.137",,nginx.34.sec.miui.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,proxy.pt.xiaomi.com,10.132.4.49,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.132.4.49,,
,proxy.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,pub.relay.xiaomi.com,"39.105.192.14, 39.106.228.19",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,publish.sec.miui.com,"124.251.34.42, 183.84.7.4, 183.84.7.187, 120.133.33.137",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,pusherapi-iotdcm.ai.xiaomi.com,"183.84.6.207, 124.251.58.91",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,pv-dns.io.mi.com,"120.92.88.186, 120.92.96.39",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,2022071417344155qyhw5h10ybefha7rfyvxxto1zeyt42h5iqfx24os9wse5spi
,pv.access.b.iot.mi.com,120.92.66.19,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,pv.api.home.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,pv.dns.io.mi.com,"120.92.88.186, 120.92.96.39",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,pv.notify.smartcamera.api.io.mi.com,120.92.66.19,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,pv.voice.io.mi.com,120.92.96.5,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,pwupdate.cdn.pandora.xiaomi.com,"79.133.177.230, 79.133.177.226, 79.133.177.227, 79.133.177.232, 79.133.177.229, 79.133.177.231, 79.133.177.225, 79.133.177.228",,"pwupdate.cdn.pandora.xiaomi.com.mgslb.com, pwupdate.cdn.pandora.xiaomi.com.m.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,
,qiye.mi.com,"124.251.34.26, 183.84.7.185",,b2c-pri-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,qsb.browser.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,quan.mis.migc.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,query-suggestion-preview.ai.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,query-suggestion.ai.xiaomi.com,"124.251.58.196, 183.84.6.97",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,queue.xiaomiyoupin.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,quoteapi.webull.sec.intl.miui.com,"13.32.27.71, 13.32.27.57, 13.32.27.41, 13.32.27.102",,"quoteapi.webull.com, d3oz7vcu1azzvp.cloudfront.net","ns-935.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1689.awsdns-19.co.uk, ns-1482.awsdns-57.org, ns-335.awsdns-41.com, ns-935.awsdns-52.net",,,,
,quoteapi.webull.sec.miui.com,"13.32.27.102, 13.32.27.71, 13.32.27.57, 13.32.27.41",,"quoteapi.webull.com, d3oz7vcu1azzvp.cloudfront.net","ns-935.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1482.awsdns-57.org, ns-1689.awsdns-19.co.uk, ns-335.awsdns-41.com, ns-935.awsdns-52.net",,,,
,r.app.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,r.bd.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,r.browser.intl.miui.com,"8.214.88.90, 8.219.228.95, 8.214.39.79, 8.219.219.212",,extranet-ipv4-pub-alisgp.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,r.browser.miui.com,"183.84.5.11, 124.251.100.109","2408:8706:0:5031::f, 2403:a200:a200:14f1::17",browsers-ipv6-pri-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,r.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,r.sg.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,r2.ai.xiaomi.com,"18.194.222.150, 3.127.227.23",,"r2.ai.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,reader.browser.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,reader.cdn.intl.miui.com,"85.112.113.40, 85.112.113.43","2a02:26f0:4600::213:cd0a, 2a02:26f0:4600::213:cce2","reader.cdn.intl.miui.com.mgslb.com, reader.cdn.intl.miui.com.ksyna.net, reader.cdn.intl.miui.com.edgesuite.net, a1632.dscr.akamai.net, d15of56x51n7r5.cloudfront.net","n0dscr.akamai.net, hostmaster.akamai.com, ns-864.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1331.awsdns-38.org, ns-1886.awsdns-43.co.uk, ns-244.awsdns-30.com, ns-864.awsdns-44.net",,,,
,recharge.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,recharge.pay.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,recommend.pt.xiaomi.com,10.108.230.80,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.230.80,,
,redmine.xiaomi.com,10.237.37.22,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.37.22,,
,register.xmpush.global.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,register.xmpush.xiaomi.com,0.0.0.0,::,,"fake-for-negative-caching.adguard.com, hostmaster.register.xmpush.xiaomi.com",NOERROR,True,azure,,True,0.0.0.0,,
,relay-dcm.ai.xiaomi.com,60.28.217.101,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,relay.xiaomi.com,"39.105.192.14, 39.106.228.19",,"cname.relay.mioffice.cn, pub.relay.xiaomi.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,relay01.c.assistant.tv.mi.com,124.251.101.13,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,relay02.c.assistant.tv.mi.com,183.84.6.231,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,rentdev.testit.miui.com,20.47.97.238,,extranet-ipv4-pub-azams.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,res-abroad-cdn.home.mi.com,157.185.170.210,,res-abroad-cdn.home.mi.com.wsglb0.com,"dns1.wsglb0.org, webmaster.glb0.lxdns.com",NOERROR,True,azure,,,,,
,resolver-global-pri-alisgp.alb.xiaomi.com,"8.219.182.3, 8.219.74.181, 8.219.162.1, 47.241.56.51, 8.219.250.120, 47.241.174.254, 8.219.211.108",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,resolver.mi.xiaomi.com,"3.123.156.146, 35.156.198.154",,fr-resolver-msg-global-mi-1500629858.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,resource.ai.xiaomi.com,"183.84.6.118, 120.133.33.119",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,rommgr.miui.com,20.47.97.238,,extranet-ipv4-pub-azams.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,router.tracking.miui.com,20.157.18.58,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,rs.vip.miui.com,"125.77.132.77, 138.113.219.14",,rs.vip.miui.com.wscdns.com,"dns1.wscdns.org, webmaster.glb0.lxdns.com",NOERROR,True,azure,,,,,
,ru-api.buy.mi.com,107.155.53.206,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru-d2s.buy.mi.com,"23.32.238.121, 23.32.238.89","2a02:26f0:3100::1735:2a30, 2a02:26f0:3100::1735:29f2","ru-d2s.buy.mi.ks-cdn.com, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,ru-fs.buy.mi.com,"107.155.51.204, 107.155.53.1",,matrix-pri-ksmos-epc.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,ru-go.buy.mi.com,107.155.53.206,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru-unlock.update.intl.miui.com,20.47.97.238,,extranet-ipv4-pub-azams.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.account.xiaomi.com,20.47.97.125,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.api.home.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,ru.api.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.api.miwifi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.api.xmpush.global.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.business.smartcamera.api.io.mi.com,107.155.53.115,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,ru.c.mi.com,,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.cdn.eco.mi.com,"2.19.126.94, 2.19.126.91",2a01:4a0:1338:28::c38a:ff08,"ru.cdn.eco.mi.com.mgslb.com, ru.cdn.eco.mi.com.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,ru.cloud.mi.com,107.155.51.231,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,ru.event.mi.com,"2.19.126.94, 2.19.126.91",2a01:4a0:1338:28::c38a:ff08,"ru.mi.gslb.ks-cdn.com, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,ru.feedback.xmpush.global.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.home.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,ru.log.miwifi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.m.beehive.miui.com,"107.155.51.204, 107.155.53.1",,matrix-pri-ksmos-epc.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.maf.be.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.mbuy.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.miui.com,"107.155.53.109, 107.155.53.111",,extranet-ipv4-pub-ksmos-epc.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
,ru.o2o.api.xiaomi.com,0.0.0.0,::,,"fake-for-negative-caching.adguard.com, hostmaster.ru.o2o.api.xiaomi.com",NOERROR,,,,True,0.0.0.0,,
,ru.open.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.openapi.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.openapp.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.ot.io.mi.com,107.155.52.96,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,ru.processor.smartcamera.api.io.mi.com,107.155.53.33,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,ru.register.xmpush.global.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ru.video.intl.xiaomi.com,107.155.51.108,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
,ru.xms.be.mi.com,"18.194.222.150, 3.127.227.23",,"ru.xms.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,ruac.account.xiaomi.com,107.155.52.194,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,ruapi.pay.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,rugw.pay.xiaomi.com,107.155.53.206,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,s.mi.com,"3.109.97.37, 3.109.6.190",,"matrix-pri-mbaws.alb.xiaomi.com, matrix-pri-mbaws-internet-238303091f072d1e.elb.ap-south-1.amazonaws.com","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,s.miui.com,0.0.0.1,,search.discuz.qq.com,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,True,0.0.0.1,,
,s.miwifi.com,"3.125.10.65, 3.122.40.87",,s-miwifi-deproxy-2000068338.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,s.pay.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,s008.i.mi.com,161.117.98.70,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,s010.i.mi.com,161.117.98.70,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,s010.iss.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,saas.b.mi.com,"183.84.7.86, 124.251.100.130",,matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,sandbox.activity.browser.intl.miui.com,47.241.0.17,,extranet.ap-southeast-1.miui-l7-browser.egp2iatnbr.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,sandbox.api.accelerator.intl.miui.com,10.108.238.75,,intranet.c3.miui-l7-global.1kkr4r2mmw.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.238.75,,
,sandbox.mibi.mi.com,42.62.48.212,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,sandbox.pay.xiaomi.com,10.99.168.33,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",True,10.99.168.33,,
,sandbox.xmpush.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,scf.mi.com,"183.84.6.18, 124.251.58.85",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,screentime.comm.miui.com,"183.84.5.129, 124.251.100.192",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
