input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,webserver,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
ru.openapi.io.mi.com,403 Forbidden,,223,ru.openapi.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,CN=*.openapi.io.mi.com,*.openapi.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ru.openapi.io.mi.com,443,https://ru.openapi.io.mi.com:443,https,text/html,GET,20.47.97.231,9,MonKing/3.14,,,,,True
ru.register.xmpush.global.xiaomi.com,HTTP Status 404 – Not Found,,747,ru.register.xmpush.global.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,CN=*.register.xmpush.global.xiaomi.com,*.register.xmpush.global.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ru.register.xmpush.global.xiaomi.com,443,https://ru.register.xmpush.global.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
ru.video.intl.xiaomi.com,,,104,ru.video.intl.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,CN=*.video.intl.xiaomi.com,*.video.intl.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ru.video.intl.xiaomi.com,443,https://ru.video.intl.xiaomi.com:443,https,application/json,GET,107.155.51.108,1,,,,,,
ru.xms.be.mi.com,Xiaomi-Konto - Anmelden,,12393,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://ru.xms.be.mi.com:443,https,text/html,GET,3.127.227.23,116,Server,Java,,,,
ruac.account.xiaomi.com,404 Not Found,,202,ruac.account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,ruac.account.xiaomi.com,443,https://ruac.account.xiaomi.com:443,https,text/html,GET,20.47.97.125,12,Server,,,,,True
ruapi.pay.xiaomi.com,403 Forbidden,,965,ruapi.pay.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T07:07:46Z,CN=*.pay.xiaomi.com,*.pay.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,ruapi.pay.xiaomi.com,443,https://ruapi.pay.xiaomi.com:443,https,text/html,GET,20.47.97.231,31,MonKing/3.14,,,,,True
rugw.pay.xiaomi.com,,,492,,,,,,,,,,,,,443,https://rugw.pay.xiaomi.com:443,https,text/html,GET,20.47.97.231,16,MIWS,,,,,True
s.mi.com,404 Not Found,,168,s.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-08T00:00:00Z,CN=s.mi.com,s.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,s.mi.com,443,https://s.mi.com:443,https,text/html,GET,3.109.6.190,11,,,,,,
s.miwifi.com,403 Forbidden,,595,s.miwifi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,CN=*.miwifi.com,*.miwifi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,s.miwifi.com,443,https://s.miwifi.com:443,https,text/html,GET,3.125.10.65,25,Tengine,Tengine,,,,
s.pay.xiaomi.com,404 Not Found,,195,s.pay.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T07:07:46Z,CN=*.pay.xiaomi.com,*.pay.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,s.pay.xiaomi.com,443,https://s.pay.xiaomi.com:443,https,text/html,GET,20.47.97.231,12,MonKing/3.14,Java,,,,True
s008.i.mi.com,403 Forbidden,,168,s008.i.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-04T07:25:53Z,CN=*.i.mi.com,*.i.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,s008.i.mi.com,443,https://s008.i.mi.com:443,https,text/html,GET,161.117.98.70,8,,,,,,
s010.i.mi.com,403 Forbidden,,570,s010.i.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-04T07:25:53Z,CN=*.i.mi.com,*.i.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,s010.i.mi.com,443,https://s010.i.mi.com:443,https,text/html,GET,161.117.98.70,14,,,,,,
s010.iss.xiaomi.com,,,,s010.iss.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-04T07:25:47Z,CN=s010.iss.xiaomi.com,s010.iss.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,s010.iss.xiaomi.com,443,https://s010.iss.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
s1.mi.com,mi.com,,766,s1.mi.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-10-05T00:00:00Z,CN=*.mi.com,*.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,s1.mi.com,443,https://s1.mi.com:443,https,text/html,GET,42.81.245.1,22,MIWS,,,,,
saas.b.mi.com,Welcome to mife!,,420,saas.b.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-30T00:00:00Z,CN=*.b.mi.com,*.b.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,saas.b.mi.com,443,https://saas.b.mi.com:443,https,text/html,GET,124.251.100.130,20,,,,,,
sandbox.activity.browser.intl.miui.com,,,,sandbox.activity.browser.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,CN=*.browser.intl.miui.com,*.browser.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sandbox.activity.browser.intl.miui.com,443,https://sandbox.activity.browser.intl.miui.com:443,https,text/html,GET,47.241.0.17,1,,,,,,
scf.mi.com,天星数科 | 数字产业,,9004,scf.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-05T00:00:00Z,CN=*.mi.com,*.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,scf.mi.com,443,https://scf.mi.com:443,https,text/html,GET,20.47.97.231,185,MonKing/3.14,,,,,True
screentime.comm.miui.com,,,121,screentime.comm.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,CN=*.comm.miui.com,*.comm.miui.com,"CN=TrustAsia TLS RSA CA, OU=Domain Validated SSL, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",ctls,screentime.comm.miui.com,443,https://screentime.comm.miui.com:443,https,application/json,GET,124.251.100.192,1,,,,,,
sdkconfig.ad.eu.xiaomi.com,404 Not Found,,201,sdkconfig.ad.eu.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T03:16:31Z,CN=sdkconfig.ad.eu.xiaomi.com,sdkconfig.ad.eu.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,sdkconfig.ad.eu.xiaomi.com,443,https://sdkconfig.ad.eu.xiaomi.com:443,https,text/html,GET,20.157.18.58,12,,,,,,
sdkconfig.ad.india.xiaomi.com,404 Not Found,,201,sdkconfig.ad.india.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-28T00:00:00Z,CN=sdkconfig.ad.india.xiaomi.com,sdkconfig.ad.india.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sdkconfig.ad.india.xiaomi.com,443,https://sdkconfig.ad.india.xiaomi.com:443,https,text/html,GET,20.157.18.58,12,,,,,,
sdkconfig.ad.intl.xiaomi.com,404 Not Found,,201,sdkconfig.ad.intl.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-23T00:00:00Z,CN=*.ad.intl.xiaomi.com,*.ad.intl.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sdkconfig.ad.intl.xiaomi.com,443,https://sdkconfig.ad.intl.xiaomi.com:443,https,text/html,GET,20.157.18.58,12,,,,,,
sdkconfig.ad.rus.xiaomi.com,404 Not Found,,201,sdkconfig.ad.rus.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-28T00:00:00Z,CN=sdkconfig.ad.rus.xiaomi.com,sdkconfig.ad.rus.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sdkconfig.ad.rus.xiaomi.com,443,https://sdkconfig.ad.rus.xiaomi.com:443,https,text/html,GET,20.157.18.58,12,,,,,,
sdkconfig.ad.xiaomi.com,404 Not Found,,201,sdkconfig.ad.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-06T00:00:00Z,CN=*.ad.xiaomi.com,*.ad.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sdkconfig.ad.xiaomi.com,443,https://sdkconfig.ad.xiaomi.com:443,https,text/html,GET,20.157.18.58,12,,,,,,
search.browser.miui.com,全局搜索,,535,search.browser.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T02:05:45Z,CN=*.browser.miui.com,*.browser.miui.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,search.browser.miui.com,443,https://search.browser.miui.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
search.mi.com,Xiaomi Deutschland Offizielle Seite Mi.com -  Mi Deutschland,,84680,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://search.mi.com:443,https,text/html,GET,104.250.44.1,4,,Google Tag Manager,,,,
sec.xiaomi.com,小米安全中心,,6961,sec.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,CN=*.xiaomi.com,*.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sec.xiaomi.com,443,https://sec.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
security.browser.intl.miui.com,请核对您输入的页面地址是否正确,,2535,security.browser.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,CN=*.browser.intl.miui.com,*.browser.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,security.browser.intl.miui.com,443,https://security.browser.intl.miui.com:443,https,text/html,GET,183.84.5.11,25,,,,,,
security.browser.miui.com,请核对您输入的页面地址是否正确,,2535,security.browser.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T02:05:45Z,CN=*.browser.miui.com,*.browser.miui.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,security.browser.miui.com,443,https://security.browser.miui.com:443,https,text/html,GET,124.251.100.156,25,,,,,,
sentry.pay.xiaomi.com,403 Forbidden,,204,sentry.pay.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T07:07:46Z,CN=*.pay.xiaomi.com,*.pay.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,sentry.pay.xiaomi.com,443,https://sentry.pay.xiaomi.com:443,https,text/html,GET,20.47.97.231,9,MonKing/3.14,,,,,True
sentry.sec.miui.com,内网统一认证 (Central Authentication Service),,4745,cas.mioffice.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,CN=*.mioffice.cn,*.mioffice.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cas.mioffice.cn,443,https://sentry.sec.miui.com:443,https,text/html,GET,3.127.227.23,2,openresty,OpenResty,,,,
service.miui.com,403 Forbidden,,200,service.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-27T00:00:00Z,CN=*.miui.com,*.miui.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,service.miui.com,443,https://service.miui.com:443,https,text/html,GET,20.47.97.231,9,MonKing/3.14,,,,,True
sg.api.home.mi.com,,,44,sg.api.home.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,CN=*.api.home.mi.com,*.api.home.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.api.home.mi.com,443,https://sg.api.home.mi.com:443,https,application/json,GET,20.47.97.231,2,MonKing/3.14,,,,,True
sg.api.io.mi.com,,,,sg.api.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,CN=*.api.io.mi.com,*.api.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.api.io.mi.com,443,https://sg.api.io.mi.com:443,https,,GET,20.47.97.231,1,MonKing/3.14,,,,,True
sg.api.miwifi.com,404 Not Found,,192,sg.api.miwifi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,CN=*.api.miwifi.com,*.api.miwifi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.api.miwifi.com,443,https://sg.api.miwifi.com:443,https,text/html,GET,20.47.97.231,12,MonKing/3.14,,,,,True
sg.broker.miwifi.com,,,70,sg.broker.miwifi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,CN=*.broker.miwifi.com,*.broker.miwifi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.broker.miwifi.com,443,https://sg.broker.miwifi.com:443,https,application/octet-stream,GET,185.23.181.24,1,nginx,Nginx,,,,
sg.business.smartcamera.api.io.mi.com,,,122,sg.business.smartcamera.api.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-15T06:29:07Z,CN=*.business.smartcamera.api.io.mi.com,*.business.smartcamera.api.io.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,sg.business.smartcamera.api.io.mi.com,443,https://sg.business.smartcamera.api.io.mi.com:443,https,application/json,GET,161.117.71.181,1,Tengine,Tengine,,,,
sg.cdn.eco.mi.com,,,70,sg.cdn.eco.mi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,sg.cdn.eco.mi.com,443,https://sg.cdn.eco.mi.com:443,https,application/octet-stream,GET,2.16.107.82,1,nginx,Nginx,,Xiaomi Inc.,,
sg.clova.io.mi.com,,,53,sg.clova.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-04T00:00:00Z,CN=sg.clova.io.mi.com,sg.clova.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.clova.io.mi.com,443,https://sg.clova.io.mi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
sg.home.mi.com,米家,,947,sg.home.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-19T07:11:04Z,CN=*.home.mi.com,*.home.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,sg.home.mi.com,443,https://sg.home.mi.com:443,https,text/html,GET,20.47.97.231,15,MonKing/3.14,,,,,True
sg.log.miwifi.com,403 Forbidden,,602,sg.log.miwifi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-06T00:00:00Z,CN=*.log.miwifi.com,*.log.miwifi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.log.miwifi.com,443,https://sg.log.miwifi.com:443,https,text/html,GET,20.47.97.231,25,MonKing/3.14,,,,,True
sg.m.beehive.miui.com,Mi Official Survey Platform,,715,sg.m.beehive.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,CN=*.m.beehive.miui.com,*.m.beehive.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.m.beehive.miui.com,443,https://sg.m.beehive.miui.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
sg.oms.men.mi.com,503 Service Temporarily Unavailable,,198,sg.oms.men.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-09T00:00:00Z,CN=sg.oms.men.mi.com,sg.oms.men.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.oms.men.mi.com,443,https://sg.oms.men.mi.com:443,https,text/html,GET,20.47.97.231,8,MonKing/3.14,HSTS,,,,True
sg.open.io.mi.com,403 Forbidden,,223,sg.open.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-02T00:00:00Z,CN=*.open.io.mi.com,*.open.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.open.io.mi.com,443,https://sg.open.io.mi.com:443,https,text/html,GET,20.47.97.231,9,MonKing/3.14,,,,,True
sg.openapi.io.mi.com,403 Forbidden,,223,sg.openapi.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,CN=*.openapi.io.mi.com,*.openapi.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sg.openapi.io.mi.com,443,https://sg.openapi.io.mi.com:443,https,text/html,GET,20.47.97.231,9,MonKing/3.14,,,,,True
sg.processor.smartcamera.api.io.mi.com,,,,sg.processor.smartcamera.api.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T08:22:07Z,CN=*.processor.smartcamera.api.io.mi.com,*.processor.smartcamera.api.io.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,sg.processor.smartcamera.api.io.mi.com,443,https://sg.processor.smartcamera.api.io.mi.com:443,https,,GET,161.117.160.190,1,Tengine,Tengine,,,,
sg.tc.api.mi.com,Welcome to mife!,,420,sg.tc.api.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-11T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,sg.tc.api.mi.com,443,https://sg.tc.api.mi.com:443,https,text/html,GET,20.47.97.231,20,MonKing/3.14,,,,,True
sgp-api.buy.mi.com,,,19,sgp-api.buy.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,CN=*.buy.mi.com,*.buy.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sgp-api.buy.mi.com,443,https://sgp-api.buy.mi.com:443,https,text/plain,GET,20.47.97.185,2,nginx,Nginx,,,,True
sgp-l7-apm.slb.xiaomi.com,403 Forbidden,,200,sgp-l7-apm.slb.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sgp-l7-apm.slb.xiaomi.com,443,https://sgp-l7-apm.slb.xiaomi.com:443,https,text/html,GET,8.214.39.113,9,,,,,,
sgp.account.migc.g.mi.com,Welcome to mife!,,420,sgp.account.migc.g.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-22T00:00:00Z,CN=sgp.account.migc.g.mi.com,sgp.account.migc.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,sgp.account.migc.g.mi.com,443,https://sgp.account.migc.g.mi.com:443,https,text/html,GET,20.47.97.231,20,MonKing/3.14,,,,,True
