input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_subject_org_,csp_domains_
cftest.fitbit.com,Origin DNS error | cftest.fitbit.com | Cloudflare,530,6202,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cftest.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,cftest.fitbit.com,cloudflare,443,https://cftest.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-555366068,104.16.65.50,Cloudflare,93,False,True,,,
click.e.fitbit.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,,,,,,,,,,,,,,,,,,,,,80,http://click.e.fitbit.com:80,http,,text/html,GET,13.111.151.170,/,1631801191,13.111.151.170,HSTS,30,False,,,,
client.fitbit.com,,404,782,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,client.fitbit.com,cloudflare,443,https://client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://client.fitbit.com/de/home,,
community.stage.fitbit.com,401 Authorization Required,401,167,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,community.stage.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-05T00:00:00Z,2024-04-23T23:59:59Z,"CN=secure04.stage.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure04.stage.lithium.com,community-stage.stonex.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0d9afd8ea03e5044b8ab5798184ce4d2,f13a08402f6f816b8d54e5defafd3eb326830a5652457c4c9b7ff5f55940989a,True,ctls,community.stage.fitbit.com,cloudfront,443,https://community.stage.fitbit.com:443,https,Apache,text/html,GET,108.138.17.118,/,-1840324437,108.138.17.73,Basic,7,False,True,,"Khoros, LLC",
contact.fitbit.com,Fitbit MyHelp,200,73855,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,myhelp.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T04:17:13Z,2023-06-05T04:17:12Z,CN=myhelp.fitbit.com,myhelp.fitbit.com,myhelp.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8849eff18dc56576c0d4d4b8c5158a5f,dbab218a09d32fa6347817cb930ed286ecbac250319e18f39a4cad40e3ba37cb,,ctls,myhelp.fitbit.com,cloudflare,443,https://contact.fitbit.com:443,https,sfdcedge,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,HSTS,240,False,True,https://myhelp.fitbit.com/s/support?language=en_US,,https://appiniummastertrial.secure.force.com
content.fitbit.com,One Easy Health Solution for All Your Employees | Fitbit Health Solutions,200,133986,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,healthsolutions.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-07T06:27:28Z,2023-07-06T06:27:27Z,CN=healthsolutions.fitbit.com,healthsolutions.fitbit.com,healthsolutions.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,154fe0aa623f54d3e61b5efe9967c6b6,f6bb67540cffffe52c7171eec7ac35abeb2e25d9d88fee1fafe2fc95b9b59e2a,,ctls,healthsolutions.fitbit.com,cloudflare,443,https://content.fitbit.com:443,https,cloudflare,text/html,GET,104.17.70.206,/,-2089989791,104.17.73.206,YouTube,1444,False,True,https://healthsolutions.fitbit.com,,
corporate.fitbit.com,,200,12369,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,corporate.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,corporate.fitbit.com,cloudflare,443,https://corporate.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Google Cloud CDN,85,False,True,,,
cs-tableau-bpo.corp.fitbit.com,CyberArk Identity Login,200,23244,AS14618,AMAZON-AES,US,3.88.0.0/13,fitbit.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,fitbit.my.idaptive.app,,443,https://cs-tableau-bpo.corp.fitbit.com:443,https,,text/html,GET,3.86.137.55,/,,3.84.64.22,HSTS,62,False,,https://fitbit.my.idaptive.app/login?appkey=3be29cca-15f6-4eba-860d-e92a39307da6-gw&customerId=AAC0995&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cHM6Ly9jcy10YWJsZWF1LWJwby5jb3JwLmZpdGJpdC5jb20vIn0_&yfirtnecrun=true,CYBERARK SOFTWARE LTD.,
customersupport-tableau.site-ops.fitbit.com,CyberArk Identity Login,200,23244,AS14618,AMAZON-AES,US,3.88.0.0/13,fitbit.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,fitbit.my.idaptive.app,,443,https://customersupport-tableau.site-ops.fitbit.com:443,https,,text/html,GET,3.84.64.22,/,,3.86.137.55,HSTS,62,False,,https://fitbit.my.idaptive.app/login?appkey=6d4b2d66-dee6-4521-bde7-bec7b82398e1-gw&customerId=AAC0995&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cHM6Ly9jdXN0b21lcnN1cHBvcnQtdGFibGVhdS5zaXRlLW9wcy5maXRiaXQuY29tLyJ9&yfirtnecrun=true,CYBERARK SOFTWARE LTD.,
desktop-api.fitbit.com,,400,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://desktop-api.fitbit.com:80,http,cloudflare,text/plain,GET,104.16.65.50,/,1184824865,104.16.66.50,Google Cloud CDN,1,False,True,,,
desktop-cdn-client.fitbit.com,,404,782,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,desktop-cdn-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,desktop-cdn-client.fitbit.com,cloudflare,443,https://desktop-cdn-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://desktop-cdn-client.fitbit.com/de/home,,
desktop-static.fitbit.com,,404,779,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,desktop-static.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,desktop-static.fitbit.com,cloudflare,443,https://desktop-static.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://desktop-static.fitbit.com/de/home,,
dev.fitbit.com,Fitbit SDK,200,18403,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dev.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,dev.fitbit.com,cloudflare,443,https://dev.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,ZURB Foundation,440,False,True,,,cdn.syndication.twimg.com
device101.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,device101.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,device101.fitbit.com,cloudflare,443,https://device101.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.66.50,/,962477601,104.16.65.50,Google Cloud CDN,2,False,True,,,
digital-assets.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,digital-assets.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,digital-assets.fitbit.com,cloudflare,443,https://digital-assets.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,1864250944,104.16.66.50,Google Cloud CDN,2,False,True,,,
directsearch.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,directsearch.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,directsearch.fitbit.com,cloudflare,443,https://directsearch.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://directsearch.fitbit.com/de/home,,
docs.google.com,Sign in - Google Accounts,200,171597,AS15169,GOOGLE,US,142.250.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,,443,https://docs.google.com:443,https,ESF,text/html,GET,142.250.186.78,/,-1752499564,2a00:1450:4001:80f::200e,HTTP/3,166,False,,https://accounts.google.com/v3/signin/identifier?dsh=S-284693788%3A1683715407532449&continue=https%3A%2F%2Fdocs.google.com%2F&emr=1&followup=https%3A%2F%2Fdocs.google.com%2F&ifkv=Af_xneFhJb4e7N65GVJmKqogpbwkZEbugjuScu5Xw0uJZHRh9I7z2sm8L-788glDVTN15Kxxf83Efg&passive=1209600&flowName=WebLiteSignIn&flowEntry=ServiceLogin,,
email.fitbit.com,404 Not Found,404,564,AS11377,SENDGRID,US,167.89.0.0/17,email.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.fitbit.com,,443,https://email.fitbit.com:443,https,nginx,text/html,GET,167.89.123.124,/,1506877856,167.89.123.54,Nginx,14,False,,,,
eng.fitbit.com,Offizielle Website von Fitbit für Aktivitäts-Tracker und mehr,200,199535,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,www.fitbit.com,google,80,http://eng.fitbit.com:80,http,cloudflare,text/html,GET,34.117.131.163,/,-1097630945,34.117.131.163,Java,2794,False,True,https://www.fitbit.com/global/de/home,,
fiori-test.corp.fitbit.com,fiori-test.corp.fitbit.com - Google Single Sign On: Sign into corp,200,13492,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,login.corp.google.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-02T11:31:11Z,2023-07-11T11:31:10Z,CN=uberproxy.corp.google.com,uberproxy.corp.google.com,*.login-stable.corp.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3741a2aec1d9eabc916ff388a3049c96,f83667d10f763471b7179208fcd869f92bb1f876c35707d3ad4da3afcb3b81ac,True,ctls,login.corp.google.com,google,443,https://fiori-test.corp.fitbit.com:443,https,ESF,text/html,GET,34.94.40.239,/,-759641512,34.94.40.239,HSTS,311,False,True,"https://login.corp.google.com/request?s=fiori-test.corp.fitbit.com%2f&d=https%3a%2f%2ffiori-test.corp.fitbit.com%2f&g=rampart-fitbit-webusers&maxAge=1200&authLevel=2000000&cl=ap24_3&keyIds=p2T,3aq",,https://csp.withgoogle.com/csp/corplogin/1
fitbit.com,Offizielle Website von Fitbit für Aktivitäts-Tracker und mehr,200,199535,AS15169,GOOGLE,US,34.149.0.0/16,www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,www.fitbit.com,google,443,https://fitbit.com:443,https,cloudflare,text/html,GET,34.149.183.214,/,-1097630945,34.149.183.214,Java,2794,False,True,https://www.fitbit.com/global/de/home,,
fsc-gcp.fitbit.com,404 Not Found,404,548,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,fsc-gcp.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,fsc-gcp.fitbit.com,google,443,https://fsc-gcp.fitbit.com:443,https,,text/html,GET,34.102.155.183,/,566218143,34.102.155.183,HTTP/3,14,False,True,,,
fsc.fitbit.com,404 Not Found,404,548,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,fsc.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,fsc.fitbit.com,google,443,https://fsc.fitbit.com:443,https,,text/html,GET,34.102.155.183,/,566218143,34.102.155.183,HTTP/3,14,False,True,,,
fw.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,fw.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,fw.fitbit.com,cloudflare,443,https://fw.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,1864250944,104.16.66.50,Google Cloud CDN,2,False,True,,,
gallery.fitbit.com,Discover apps and clock faces for your smartwatch | Fitbit App Gallery,200,49820,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gallery.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,gallery.fitbit.com,cloudflare,80,http://gallery.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,601582157,104.16.66.50,React,170,False,True,https://gallery.fitbit.com/,,
gam.fitbit.com,Fitbit Gallery App Manager,200,618,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gam.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,gam.fitbit.com,cloudflare,443,https://gam.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,1599373861,104.16.65.50,HSTS,1,False,True,,,
gcs-assets.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gcs-assets.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,gcs-assets.fitbit.com,cloudflare,443,https://gcs-assets.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.66.50,/,1864250944,104.16.65.50,Google Cloud CDN,2,False,True,,,
gslink.fitbit.com,404 Not Found,404,564,AS11377,SENDGRID,US,167.89.0.0/17,,,,,,,,,,,,,,,,,,,,,80,http://gslink.fitbit.com:80,http,nginx,text/html,GET,167.89.118.52,/,1506877856,167.89.118.83,Nginx,14,False,,,,
health-admin.fitbit.com,Error null (Bad Request)!!1,400,1693,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,cloudflare,443,https://health-admin.fitbit.com:443,https,ESF,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,HTTP/3,1,False,True,https://accounts.google.com/o/saml2/idp?idpid=C02h8e9nw?SAMLRequest=PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiIHN0YW5kYWxvbmU9Im5vIj8+PHNhbWwycDpBdXRoblJlcXVlc3QgeG1sbnM6c2FtbDJwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiIEFzc2VydGlvbkNvbnN1bWVyU2VydmljZVVSTD0iaHR0cHM6Ly9oZWFsdGgtYWRtaW4uZml0Yml0LmNvbS9TQU1ML1NTTy9Ccm93c2VyIiBEZXN0aW5hdGlvbj0iaHR0cHM6Ly9hY2NvdW50cy5nb29nbGUuY29tL28vc2FtbDIvaWRwP2lkcGlkPUMwMmg4ZTludyIgSUQ9IjMxYTllMzczZTA1ZjFmOGI2NjEwNjFiZjUzNTViMzNkIiBJc3N1ZUluc3RhbnQ9IjIwMjMtMDUtMTBUMTA6NDM6MjIuMDI5WiIgUHJvdG9jb2xCaW5kaW5nPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YmluZGluZ3M6SFRUUC1QT1NUIiBWZXJzaW9uPSIyLjAiPjxzYW1sMjpJc3N1ZXIgeG1sbnM6c2FtbDI9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPmh0dHBzOi8vaGVhbHRoLWFkbWluLmZpdGJpdC5jb20vU0FNTDwvc2FtbDI6SXNzdWVyPjwvc2FtbDJwOkF1dGhuUmVxdWVzdD4=&RelayState=forward:/:N9H2AeaX%2BgIMLaK3Ymn6wE2%2BMZejMcNu2r4PpJdmMIU%3D,,
healthsolutions.fitbit.com,One Easy Health Solution for All Your Employees | Fitbit Health Solutions,200,133986,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,healthsolutions.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-07T06:27:28Z,2023-07-06T06:27:27Z,CN=healthsolutions.fitbit.com,healthsolutions.fitbit.com,healthsolutions.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,154fe0aa623f54d3e61b5efe9967c6b6,f6bb67540cffffe52c7171eec7ac35abeb2e25d9d88fee1fafe2fc95b9b59e2a,,ctls,healthsolutions.fitbit.com,,443,https://healthsolutions.fitbit.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-1840324437,141.193.213.10,YouTube,1444,False,,,,
healthypet.fitbit.com,Site Not Found,404,10601,AS54113,FASTLY,US,151.101.8.0/22,healthypet.fitbit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-18T09:59:24Z,2023-06-16T10:57:47Z,CN=mrootbookkeeping.com,mrootbookkeeping.com,thedonutreview.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,61de4849eaf7906098afe117963f37c1,05bffbd5721613756bc264ec5135c8fbfc37bb62dfd7c78c0de0a8f8aaf146eb,,ctls,healthypet.fitbit.com,fastly,80,http://healthypet.fitbit.com:80,http,,text/html,GET,151.101.1.195,/,418528509,151.101.65.195,HTTP/3,107,False,True,https://healthypet.fitbit.com/,,
help.fitbit.com,Fitbit MyHelp,200,73855,AS16509,AMAZON-02,US,143.204.104.0/24,myhelp.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T04:17:13Z,2023-06-05T04:17:12Z,CN=myhelp.fitbit.com,myhelp.fitbit.com,myhelp.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8849eff18dc56576c0d4d4b8c5158a5f,dbab218a09d32fa6347817cb930ed286ecbac250319e18f39a4cad40e3ba37cb,,ctls,myhelp.fitbit.com,cloudfront,80,http://help.fitbit.com:80,http,sfdcedge,text/html,GET,143.204.89.56,/,1466566272,2600:9000:2156:1400:16:d7f5:f300:93a1,HSTS,240,False,True,https://myhelp.fitbit.com/s/home?language=en_US,,https://fast.wistia.net
