input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url
autodiscover.kinepolis.lu,Sign in to Outlook,200,198000,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.kinepolis.lu:80,http,,text/html,GET,40.99.149.136,/,-1249852061,2603:1026:c0d:74::8,174,False,HSTS,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=7b897247-09af-739f-90d0-420bbd3aeb91&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=kinepolis.lu&nonce=638194960669564921.f97e7fa1-a4e1-43fc-aae0-5a57cd081764&state=DctBDsIgEEBR0LsYN7Rgh5myaDzLBIaEiNK0tl5fFu_vvlZKXbtLp22PIpxmFyCgRQweITzckAMJZXaGQZyBKUfDLNZ49hSTnR0h6P7ex_bj8bkJ1_fyKh9ZWy37UI_bmRY-vi2VPbZTtj8
autodiscover.kinepolis.nl,Sign in to Outlook,200,198190,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.kinepolis.nl:80,http,,text/html,GET,52.98.243.40,/,-1249852061,2603:1026:c0d:77::8,174,False,HSTS,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=ca127203-284d-e86f-109c-91f59c20f0a7&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=kinepolis.nl&nonce=638194960664561398.8906a1a5-81b8-4694-9476-64810d188303&state=DcsxDsIwDEDRBO6CWNLaiuvaQ8VZDMkQERrUQrk-Gd7fvnfOnbtT56HHzRwFlZSBmSbGqDKIAhvaFATvEoiVgtLMgUkQEopEiL6_17H9bLxt2epreZY1v1st-7DWy5EW-35aKvujHXn7Aw
autodiscover.klubcinema.fr,Sign in to Outlook,200,199457,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.klubcinema.fr:80,http,,text/html,GET,40.99.149.216,/,-1249852061,2603:1026:c0d:802::8,174,False,HSTS,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=5cef517e-efd5-b49a-327a-a8ddd11247ef&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=klubcinema.fr&nonce=638194960672206514.b9bcc8fb-1def-4b74-ab9a-2b9836db79f4&state=DctNDoMgEEBhqHdp0gUKSAdmYXqWGX4SUy0Jrfb6svje7kkhxNDdOql7hIc5GHQIGry1Gp7GjYwcYyisTMpFOfZOESMpyxhmSOyxONnfx1T_NL1apm1f3tvBcf3kncbS7mda6PjVtH5jPXO7AA
autodiscover.mjrtheatres.com,Sign in to Outlook,200,198048,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.mjrtheatres.com:80,http,,text/html,GET,40.99.155.232,/,-1249852061,2603:1026:c0d:82b::8,174,False,HSTS,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=eed92856-54bc-773b-b271-91c40472f9de&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=mjrtheatres.com&nonce=638194960663670047.5a41de6c-08dd-4854-b4e8-78d8bcb6be87&state=DctBDoMgEEBRqHfppkHHOA7jwvQswEzSNiUkSO31ZfH-7ltjzNDdOgs9xtPC84YbAdFCHgD9uAacRSk5YBGHvKKLqOw8C8cUKSp729_HVP5helYN37znT20vDa3qMaaS76fs4deKvI9UTq0X
autodiscoveroid.kinepolis.ch,Invalid URL,400,208,autodiscoveroid.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,autodiscoveroid.kinepolis.ch,443,https://autodiscoveroid.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.42,/,-1300937911,2a02:26f0:3500:12::1730:17ba,8,False,,,,
avira-free-antivirus.ar.kinepolis.fr,Invalid URL,400,208,avira-free-antivirus.ar.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,avira-free-antivirus.ar.kinepolis.fr,443,https://avira-free-antivirus.ar.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.19.126.96,/,1779177765,2a02:26f0:480:e::210:f113,8,False,,,,
b01.kinepolis.ch,Invalid URL,400,208,b01.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,b01.kinepolis.ch,443,https://b01.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.238.148,/,-1139427172,2a02:26f0:780::5f65:36e8,8,False,,,,
b2bdanmark.mjrtheatres.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://b2bdanmark.mjrtheatres.com:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,216.41.219.209,/,225052475,216.41.219.209,7,False,Microsoft HTTPAPI:2.0,,,
baidu.kinepolis.ch,Invalid URL,400,207,baidu.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,baidu.kinepolis.ch,443,https://baidu.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-146108469,2a02:26f0:3500:12::1730:17ba,8,False,,,,
baidu.kinepolis.lu,Invalid URL,400,208,baidu.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,baidu.kinepolis.lu,443,https://baidu.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,95.101.54.211,/,-879689793,2a02:26f0:780::5f65:36d3,8,False,,,,
ballett.musikhochschule-muenchen.de.devweb.kinepolis.fr,Invalid URL,400,207,ballett.musikhochschule-muenchen.de.devweb.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,ballett.musikhochschule-muenchen.de.devweb.kinepolis.fr,443,https://ballett.musikhochschule-muenchen.de.devweb.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1038300778,2a02:26f0:3500:12::1730:17ba,8,False,,,,
bambora.landmarkcinemas.com,Your Azure Function App is up and running.,200,150093,bambora.landmarkcinemas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-18T00:00:00Z,2024-04-19T23:59:59Z,"CN=*.landmarkcinemas.com, O=Kinepolis Group, L=Gent, C=BE",*.landmarkcinemas.com,Kinepolis Group,landmarkcinemas.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5691d8b5071d6fbb26aca207192e4cbd,3a09edfb5b3ba3758c644f26f4d948b65631eb5445e7489d297f64c18e443f85,True,ctls,bambora.landmarkcinemas.com,443,https://bambora.landmarkcinemas.com:443,https,,text/html,GET,2.16.186.42,/,-1840324437,2a02:26f0:3500:12::1730:1795,300,False,,,,
bannervirus0316.kinepolis.fr,Invalid URL,400,209,bannervirus0316.kinepolis.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-17T23:59:59Z,"CN=*.kinepolis.fr, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.fr,Kinepolis Group,kinepolis.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7638d0d3f70fb47112aaf16e8bac09ba,c4df82975086d7eeb7cd82fd568bbae52d95ff39d15fc24dcf3a1d3e633eed63,True,ctls,bannervirus0316.kinepolis.fr,443,https://bannervirus0316.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.238.141,/,-2080351439,2a02:26f0:780::5f65:3672,8,False,,,,
banorte.com.15-okta-ion9.acceso24.banorte.gw1.cloud.profiles.kinepolis.lu,Invalid URL,400,207,banorte.com.15-okta-ion9.acceso24.banorte.gw1.cloud.profiles.kinepolis.lu,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,banorte.com.15-okta-ion9.acceso24.banorte.gw1.cloud.profiles.kinepolis.lu,443,https://banorte.com.15-okta-ion9.acceso24.banorte.gw1.cloud.profiles.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1762502970,2a02:26f0:3500:12::1730:17ba,8,False,,,,
banuba-live-selfie-filters-and-face-masks-camera.kinepolis.ch,Invalid URL,400,209,banuba-live-selfie-filters-and-face-masks-camera.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,banuba-live-selfie-filters-and-face-masks-camera.kinepolis.ch,443,https://banuba-live-selfie-filters-and-face-masks-camera.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,95.101.54.114,/,593114909,2a02:26f0:480:e::210:f105,8,False,,,,
be-fr-acc.kinepolis.com,403 Blocked,401,1011,be-fr-acc.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,be-fr-acc.kinepolis.com,443,https://be-fr-acc.kinepolis.com:443,https,,text/html,GET,95.101.54.210,/,-533728398,2a02:26f0:480:e::210:f10d,1,False,Basic,,,
be-fr-cdn.kinepolis.com,403 Blocked,403,1007,be-fr-cdn.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,be-fr-cdn.kinepolis.com,443,https://be-fr-cdn.kinepolis.com:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1531086604,2a02:26f0:3500:12::1730:17ba,1,False,HSTS,,,
be-fr-dev.kinepolis.com,403 Blocked,401,1009,be-fr-dev.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,be-fr-dev.kinepolis.com,443,https://be-fr-dev.kinepolis.com:443,https,,text/html,GET,2.19.126.88,/,1751291150,2a02:26f0:780::5f65:3671,1,False,Basic,,,
be-nl-cdn-dev.kinepolis.com,403 Blocked,403,1011,be-nl-cdn-dev.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,be-nl-cdn-dev.kinepolis.com,443,https://be-nl-cdn-dev.kinepolis.com:443,https,AkamaiGHost,text/html,GET,2.16.238.135,/,-1113286352,2a02:26f0:780::5f65:3671,1,False,HSTS,,,
be-nl-cdn.kinepolis.com,403 Blocked,403,1007,be-nl-cdn.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,be-nl-cdn.kinepolis.com,443,https://be-nl-cdn.kinepolis.com:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1787310259,2a02:26f0:3500:12::1730:17ba,1,False,HSTS,,,
be.kinepolis.fr,Invalid URL,400,207,be.kinepolis.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-17T23:59:59Z,"CN=*.kinepolis.fr, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.fr,Kinepolis Group,kinepolis.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7638d0d3f70fb47112aaf16e8bac09ba,c4df82975086d7eeb7cd82fd568bbae52d95ff39d15fc24dcf3a1d3e633eed63,True,ctls,be.kinepolis.fr,443,https://be.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,232046714,2a02:26f0:3500:12::1730:178e,8,False,,,,
bff.kinepolis.ch,403 Blocked,403,1009,bff.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bff.kinepolis.ch,443,https://bff.kinepolis.ch:443,https,,text/html,GET,2.16.186.34,/,-489598276,2a02:26f0:3500:12::1730:17ab,1,False,,,,
bff.kinepolis.com,403 Blocked,403,1009,bff.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,bff.kinepolis.com,443,https://bff.kinepolis.com:443,https,,text/html,GET,2.16.186.41,/,2129513666,2a02:26f0:3500:12::1730:17ab,1,False,,,,
bff.kinepolis.lu,403 Blocked,403,1009,bff.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,bff.kinepolis.lu,443,https://bff.kinepolis.lu:443,https,,text/html,GET,2.16.186.41,/,983330044,2a02:26f0:3500:12::1730:17b8,1,False,,,,
bff.kinepolis.nl,403 Blocked,403,1011,bff.kinepolis.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.kinepolis.nl, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.nl,Kinepolis Group,kinepolis.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d0e6289cab1c8bf535119ead8088b517,87defebd988fc413171b36a7680592879cd78d3c959e6d66ad48b8de55156d39,True,ctls,bff.kinepolis.nl,443,https://bff.kinepolis.nl:443,https,,text/html,GET,95.101.54.128,/,1222543396,2a02:26f0:480:e::210:f104,1,False,,,,
bip.kinepolis.ch,Invalid URL,400,207,bip.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bip.kinepolis.ch,443,https://bip.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1943530048,2a02:26f0:3500:12::1730:17ba,8,False,,,,
bip.kinepolis.lu,Invalid URL,400,208,bip.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,bip.kinepolis.lu,443,https://bip.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,2.16.186.42,/,1001942560,2a02:26f0:3500:12::1730:17ba,8,False,,,,
birthdays.landmarkcinemas.com,Just a moment...,403,7049,birthdays.landmarkcinemas.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-14T00:00:00Z,2023-06-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c3630d3e92af0282f7c546884f93c567,b63c032256a5b150646d754cc5bdb8006d649c4cb5ec0532c481f6f24b5b895b,True,ctls,birthdays.landmarkcinemas.com,443,https://birthdays.landmarkcinemas.com:443,https,cloudflare,text/html,GET,104.20.51.71,/,-213290720,2606:4700:10::6814:3247,87,False,Cloudflare,cloudflare,True,
blog.kinepolis.lu,Invalid URL,400,207,blog.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,blog.kinepolis.lu,443,https://blog.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-1686088925,2a02:26f0:3500:12::1730:17ba,8,False,,,,
