input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,tls_expired,cdn_name,cdn
api.gme.qq.com,,200,6,api.gme.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T09:30:55Z,2023-09-19T09:30:54Z,"CN=*.gme.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.gme.qq.com,Tencent Technology (Shenzhen) Company Limited,gme.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,82e0e912b74ddc5b85edfb4c049345a7,58faf3c1689ab0ba52faa51b80ddd5cc81c02febe1164845a8f5109c2199ac30,ctls,api.gme.qq.com,443,https://api.gme.qq.com:443,https,nginx,text/html,GET,125.39.133.39,/,-1298108480,125.39.133.39,Nginx,1,False,,True,,,,,
api.inews.sparta.html5.qq.com,503 Service Temporarily Unavailable,503,591,api.inews.sparta.html5.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,2023-10-24T23:59:59Z,"CN=default.sparta.html.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",default.sparta.html.qq.com,Shenzhen Tencent Computer Systems Company Limited,tetrack.sparta.html5.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,1f2b3573f40dc20aa0fba3f223c11792,3cae444fe4bf21e9b0003b6ddc64696892e4851a5d1517ed626db77cb6a7d3e0,ctls,api.inews.sparta.html5.qq.com,443,https://api.inews.sparta.html5.qq.com:443,https,stgw,text/html,GET,183.47.126.43,/,-258271298,183.47.126.43,,14,False,,,,,,,
api.jiasu.qq.com,,200,71,api.jiasu.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T19:15:56Z,2023-09-19T19:15:55Z,"CN=*.aug19-2022-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.aug19-2022-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,aug19-2022-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,f17f5e4cb3095166ffd4c9a8cea2823f,1c3b24f1d5e5c256f07b7b07dfc51ec99a03ee2808dd1d98ee88b423a7df0485,ctls,api.jiasu.qq.com,443,https://api.jiasu.qq.com:443,https,,application/json,GET,101.32.212.216,/,-376674417,2402:4e00:1020:140d:0:9494:c193:3df0,,1,False,True,True,,,,,
api.l.qq.com,,200,45,api.l.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-07T00:00:00Z,2023-07-08T23:59:59Z,"CN=l.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",l.qq.com,Shenzhen Tencent Computer Systems Company Limited,*.l.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,121c08c311d2a63234abf994548c6d9f,7e208d358711ea83f33467fcb854ede47004fb9f0f65a4a6eb8af454c62afb60,ctls,api.l.qq.com,443,https://api.l.qq.com:443,https,Apache,text/html,GET,203.205.253.150,/,-366337701,240e:e1:a900:10::41,Apache,2,False,,True,,,,,
api.mch.weixin.qq.com,404 Not Found,404,564,api.mch.weixin.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=payapp.weixin.qq.com, O=Tenpay Technology Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",payapp.weixin.qq.com,Tenpay Technology Company Limited,za.pay.wechat.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,07c798ed89baf780a0129f4e48a76877,1ff0773c0a3cb0d0e48583b0b9bcae5a0e86916bb8064e9bc04e70148a57f87c,ctls,api.mch.weixin.qq.com,443,https://api.mch.weixin.qq.com:443,https,nginx,text/html,GET,210.22.240.140,/,1506877856,240e:e1:a900:50::49,Nginx,14,False,,True,,,,,
api.o.tencent.com,Welcome to nginx!,200,612,api.o.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-09-09T23:59:59Z,"CN=o.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",o.tencent.com,Shenzhen Tencent Computer Systems Company Limited,*.bkapps.o.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,198bfbc71bcfe402b730383a43eb3e6c,e52c4fe4187b9e35f1a10886abd272b38b8a9128b60bda4917fbab7759f6571b,ctls,api.o.tencent.com,443,https://api.o.tencent.com:443,https,nginx,text/html,GET,124.156.189.163,/,1506877856,124.156.189.163,Nginx,26,False,,True,,,,,
api.om.qq.com,,404,19,api.om.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T17:31:03Z,2024-02-28T17:31:02Z,"CN=*.jan28-2023-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.jan28-2023-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,jan28-2023-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,6ae80f7922524074b5ce28acd9f258ac,01a6097e0ed1ab8a6b4df1b4927600e5f1a75400e38ef061ca4ea77cef802eed,ctls,api.om.qq.com,443,https://api.om.qq.com:443,https,nginx,text/plain,GET,129.226.107.66,/,-138391155,129.226.107.130,Nginx,2,False,True,True,,,,,
api.oz.weixin.qq.com,404 Not Found,404,162,api.oz.weixin.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=payapp.weixin.qq.com, O=Tenpay Technology Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",payapp.weixin.qq.com,Tenpay Technology Company Limited,za.pay.wechat.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,07c798ed89baf780a0129f4e48a76877,1ff0773c0a3cb0d0e48583b0b9bcae5a0e86916bb8064e9bc04e70148a57f87c,ctls,api.oz.weixin.qq.com,443,https://api.oz.weixin.qq.com:443,https,nginx,text/html,GET,210.22.240.140,/,190856733,240e:e1:a900:50::49,Nginx,8,False,True,True,,,,,
api.pr.weixin.qq.com,,404,,api.pr.weixin.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-06T08:15:44Z,2023-10-08T08:15:43Z,"CN=*.pr.weixin.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.pr.weixin.qq.com,Shenzhen Tencent Computer Systems Company Limited,pr.weixin.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,a5137e2fde0760ede65d15640ef3b4c2,d616909807bb44b1f234371ad9955fbd4a01cc21e45f85834cd1ec02187fe5a8,ctls,api.pr.weixin.qq.com,443,https://api.pr.weixin.qq.com:443,https,,,GET,203.205.234.78,/,-1840324437,240e:e1:a900:50::34,,1,False,,True,,,,,
api.prize.qq.com,,200,39,api.prize.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-19T00:00:00Z,2023-11-22T23:59:59Z,"CN=wetv.acc.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=SHENZHEN, ST=GUANGDONG PROVINCE, C=CN",wetv.acc.qq.com,Shenzhen Tencent Computer Systems Company Limited,acc.wetvinfo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6f5b279321b8535f1c1ed822afcd79da,cb7f50c9875fe3a3d1f4cee5079bf201016853aa4035d2d107a9e248ebcf9b40,ctls,api.prize.qq.com,443,https://api.prize.qq.com:443,https,,application/json,GET,2.16.238.149,/,813672452,2a02:26f0:780::210:ca61,,2,False,,,,,,,
api.qingyun.qq.com,,404,48,api.qingyun.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=apr04-2023-1.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",apr04-2023-1.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,test.footprint.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,b376e047f925b55452b76e6dd8a55d3a,182eb02f2f8f93eeb4bb98e3501dbbf1d6e0351971d3cd54936fe68b5ccb14fd,ctls,api.qingyun.qq.com,443,https://api.qingyun.qq.com:443,https,kong/2.2.1,application/json,GET,129.226.107.124,/,834205737,129.226.103.24,,1,False,,,,,,,
api.qq.com,403 Forbidden,403,553,api.qq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,ctls,api.qq.com,443,https://api.qq.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,True,True,,,,,
api.rail.tgp.qq.com,403 Forbidden,403,568,api.rail.tgp.qq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=rail.tgp.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",rail.tgp.qq.com,Shenzhen Tencent Computer Systems Company Limited,*.rail.tgp.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,e25143572239facfcb555fc0f3691f0d,13362580f45438f6a57a76f0b09de7661a11d3b722dfe884ea582def03a251ab,ctls,api.rail.tgp.qq.com,443,https://api.rail.tgp.qq.com:443,https,nginx,text/html,GET,170.106.200.129,/,-1651230641,170.106.200.129,Nginx,14,False,,True,,,,,
api.roblox.b.qq.com,403 Forbidden,403,146,api.roblox.b.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-07-30T23:59:59Z,"CN=*.b.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.b.qq.com,Shenzhen Tencent Computer Systems Company Limited,b.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,d98751d76676a3e966cbdb00213369ca,1d753b4000d74b74433ec1a8b611cea5b245552bf660c996384ee6386bf4270a,ctls,api.roblox.b.qq.com,443,https://api.roblox.b.qq.com:443,https,nginx,text/html,GET,125.39.133.27,/,-1561873722,125.39.133.27,Nginx,8,False,True,True,,,,,
api.roblox.qq.com,,200,16,api.roblox.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T04:21:03Z,2024-04-10T04:21:02Z,"CN=*.roblox.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.roblox.qq.com,Tencent Technology (Shenzhen) Company Limited,roblox.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,1df20fa2d438675e93a97cfa49aefda5,16421491baa8223026080e9d32e42cb772e31c0a763c9c46d3c63cdc1d320ca8,ctls,api.roblox.qq.com,443,https://api.roblox.qq.com:443,https,,application/octet-stream,GET,129.226.107.211,/,-1240881913,129.226.107.211,HSTS,1,False,,True,,,,,
api.scan.qq.com,,200,58,api.scan.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=nov11-2022-2.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",nov11-2022-2.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,yybgamecenter.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,f37f5588e495bf5deb68b483041ac929,2e65f4d11613887503f65cea2c1dc68d9e42a11547ba481515e0f3abb8b5c9a1,ctls,api.scan.qq.com,443,https://api.scan.qq.com:443,https,,,GET,101.32.212.216,/,-1840324437,2402:4e00:1020:140d:0:9494:c193:3df0,,4,False,,,,,,,
api.tai.qq.com,,200,43,api.tai.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T17:45:37Z,2024-01-08T17:45:36Z,"CN=*.dec08-2022-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.dec08-2022-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,dec08-2022-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,3ac193ae944640f5d9fb6b71343fc3c7,b295bc64d0ae295131d14e0271637508e1942b77c484293e68283466030a4031,ctls,api.tai.qq.com,443,https://api.tai.qq.com:443,https,,application/json,GET,129.226.106.221,/,475441084,129.226.103.148,Node.js,1,False,True,True,,,,,
api.tcc.tencent.com,,200,204,api.tcc.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=tcc.tencent.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",tcc.tencent.com,Tencent Technology (Shenzhen) Company Limited,bak.tcc.tencent.com,"CN=Secure Site CA, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA,DigiCert Inc,d028e130b71eeb747defaefef4c3818e,214c7d35bcd02bd98896173f89d191fef752308590526c09bc331e67b2eb18c1,ctls,api.tcc.tencent.com,443,https://api.tcc.tencent.com:443,https,swoole-http-server,application/json,GET,183.47.103.37,/,-1357465026,183.47.103.37,,1,False,,,,,,,
api.tpns.global.tencent.com,,404,9,api.tpns.global.tencent.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,"CN=*.tpns.sgp.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.tpns.sgp.tencent.com,Shenzhen Tencent Computer Systems Company Limited,tpns.sgp.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,b4c4af66d751d40c2c2d5699f1d61226,0fa44c12ed0cffa2d375b66b556d5058a6c31fadcff733e74e14ad36140b7327,ctls,api.tpns.global.tencent.com,443,https://api.tpns.global.tencent.com:443,https,,text/plain,GET,119.28.109.193,/,-429073533,2402:4e00:40:40::2:399,,1,False,True,True,,,,,
api.tpns.hk.tencent.com,,404,9,api.tpns.hk.tencent.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,"CN=*.tpns.hk.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.tpns.hk.tencent.com,Shenzhen Tencent Computer Systems Company Limited,tpns.hk.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,e984b3b9cfa9e49e60426197ddfddc17,785463196a6bea987dc64ba25dfccd352136abef8057baef7e1e64f42f35ca16,ctls,api.tpns.hk.tencent.com,443,https://api.tpns.hk.tencent.com:443,https,,text/plain,GET,124.156.122.14,/,-429073533,124.156.122.14,,1,False,,True,,,,,
api.tpns.tencent.com,,404,9,api.tpns.tencent.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=tpns.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",tpns.tencent.com,Shenzhen Tencent Computer Systems Company Limited,stat.api.tpns.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,421082af8c1fea78b168129fcdeb331b,e786d628d109654663e352b15f7c8d4240a877b403b2eee31ee2d2a85081b13f,ctls,api.tpns.tencent.com,443,https://api.tpns.tencent.com:443,https,,text/plain,GET,114.117.32.152,/,-429073533,1.14.225.81,,1,False,,True,,,,,
api.translator.voice.gcloud.qq.com,500 Internal Server Error,500,585,api.translator.voice.gcloud.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=*.translator.voice.gcloud.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.translator.voice.gcloud.qq.com,Shenzhen Tencent Computer Systems Company Limited,translator.voice.gcloud.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,c26c5cca3d7ea867fb43bdef4ba09a0b,018fb42e772280744e5885abbc8391942bd7100db5a1e647e32b3af7aebc566e,ctls,api.translator.voice.gcloud.qq.com,443,https://api.translator.voice.gcloud.qq.com:443,https,openresty/1.15.8.1,text/html,GET,114.221.151.204,/,-378791716,101.91.33.69,OpenResty:1.15.8.1,14,False,,True,,,,,
api.tss.qq.com,,200,,api.tss.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-30T00:00:00Z,2023-07-31T23:59:59Z,"CN=api.tss.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",api.tss.qq.com,Tencent Technology (Shenzhen) Company Limited,api.tss.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,132cc09bec424b9b09503c847401281f,40f7425bef4955adb16c079e9f6b992df53c6e8d278aec59757fdb880a0a937b,ctls,api.tss.qq.com,443,https://api.tss.qq.com:443,https,stgw,text/html,GET,223.166.152.192,/,-1595078867,223.166.152.192,,1,False,,,,,,,
api.unipay.qq.com,腾讯Midas,403,756,api.unipay.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-26T00:00:00Z,2023-11-26T23:59:59Z,"CN=api.unipay.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",api.unipay.qq.com,Shenzhen Tencent Computer Systems Company Limited,upayportal.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,25872e207ce43d2d450b37192f6d1331,4dded196585690aa2113b6845c2afc5176d7a237360b915f677cf712ac679536,ctls,api.unipay.qq.com,443,https://api.unipay.qq.com:443,https,nginx,text/html,GET,183.60.15.40,/,-1337834482,240e:ff:f100:1006::6,Nginx,20,False,,,,,,,
api.vi.sdc.qq.com,,200,,,,,,,,,,,,,,,,,,,,80,http://api.vi.sdc.qq.com:80,http,stgw,text/html,GET,106.52.99.118,/,1017227723,106.52.99.118,,1,False,,,,,,,
api.vrbrowser.qq.com,503 Service Temporarily Unavailable,503,591,api.vrbrowser.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=nov11-2022-2.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",nov11-2022-2.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,yybgamecenter.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,f37f5588e495bf5deb68b483041ac929,2e65f4d11613887503f65cea2c1dc68d9e42a11547ba481515e0f3abb8b5c9a1,ctls,api.vrbrowser.qq.com,443,https://api.vrbrowser.qq.com:443,https,stgw,text/html,GET,43.154.240.9,/,-258271298,43.154.240.9,,14,False,,,,,,,
api.vs.tencent.com,,200,2,api.vs.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T01:48:03Z,2023-12-01T10:30:25Z,"CN=*.vs.qcloudecdn.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.vs.qcloudecdn.com,Tencent Technology (Shenzhen) Company Limited,vs.qcloudecdn.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,f5401c4effbbe683cd612e00be66919a,688da049c32150fd9e605ffcc1e5293dc5caca2dc2160db53eba1f87832ef54f,ctls,api.vs.tencent.com,443,https://api.vs.tencent.com:443,https,Lego Server,text/plain,GET,43.152.29.38,/,1345262517,101.33.11.32,,1,False,True,True,,,,,
api.wecar.map.qq.com,503 Service Temporarily Unavailable,503,591,api.wecar.map.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T23:01:11Z,2024-03-12T23:01:10Z,"CN=*.feb10-2023-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.feb10-2023-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,feb10-2023-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,11ce45a65f830e6f6e40ad457ac84114,d04c0c8544b0891d8d003a600a32a4242d3d504004b371cea55924bf95d224ec,ctls,api.wecar.map.qq.com,443,https://api.wecar.map.qq.com:443,https,stgw,text/html,GET,43.154.240.9,/,-258271298,43.154.240.9,,14,False,True,True,,,,,
api.weixin.qq.com,,404,,api.weixin.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2024-04-14T23:59:59Z,"CN=mp.weixin.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",mp.weixin.qq.com,Shenzhen Tencent Computer Systems Company Limited,servicewechat.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,aee55cd52e6da29106e5a29f69b20b59,982a2f088b570d5850f2e206369a330b67c8ff8c03fdf65ca53e6faaa2288fd1,ctls,api.weixin.qq.com,443,https://api.weixin.qq.com:443,https,,,GET,203.205.239.82,/,-1840324437,203.205.239.94,,1,False,,True,,,,,
api2.mch.weixin.qq.com,404 Not Found,404,162,api2.mch.weixin.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=payapp.weixin.qq.com, O=Tenpay Technology Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",payapp.weixin.qq.com,Tenpay Technology Company Limited,za.pay.wechat.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,07c798ed89baf780a0129f4e48a76877,1ff0773c0a3cb0d0e48583b0b9bcae5a0e86916bb8064e9bc04e70148a57f87c,ctls,api2.mch.weixin.qq.com,443,https://api2.mch.weixin.qq.com:443,https,nginx,text/html,GET,121.51.29.161,/,190856733,2402:4e00:8010::172,Nginx,8,False,,True,,,,,
api2.weixin.qq.com,,404,,api2.weixin.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2024-04-14T23:59:59Z,"CN=mp.weixin.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",mp.weixin.qq.com,Shenzhen Tencent Computer Systems Company Limited,servicewechat.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,aee55cd52e6da29106e5a29f69b20b59,982a2f088b570d5850f2e206369a330b67c8ff8c03fdf65ca53e6faaa2288fd1,ctls,api2.weixin.qq.com,443,https://api2.weixin.qq.com:443,https,,,GET,203.205.239.82,/,-1840324437,203.205.239.94,,1,False,,True,,,,,
apigw.devops.tencent.com,AccessDeny,403,2178,apigw.devops.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-03-31T00:00:00Z,2024-02-21T23:59:59Z,"CN=devops.tencent.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",devops.tencent.com,Tencent Technology (Shenzhen) Company Limited,o.devops.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,12e2af584c78817efaa8cb30868f26e9,a35021a4911f98f0e9f6f554bc2812e17bdb32669ff05d3a7f10132ac5299b6a,ctls,apigw.devops.tencent.com,443,https://apigw.devops.tencent.com:443,https,,text/html,GET,101.32.196.150,/,1592528651,101.32.196.150,,2,False,,,,,,,
