new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,caa,aaaa,has_internal_ips,internal_ips
[x],pub.email.wealthsimple.com,"136.147.129.35, 66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78",pub.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com, ns2.exacttarget.com",,,,,
[x],salesloft.wealthsimple.com,"54.243.161.55, 54.221.50.8, 54.166.96.114",custom-tracking.salesloft.com,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"comodoca.com, digicert.com, letsencrypt.org, pki.goog",,,
[x],sandbox.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sasg-faq-www-pwc.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],se.wealthsimple.com,,,"dean.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,"dean.ns.cloudflare.com, leia.ns.cloudflare.com",,,,,
[x],secureshare-api-staging.wealthsimple.com,"104.18.18.16, 104.18.19.16",secureshare-api-staging.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],secureshare-api.wealthsimple.com,"104.18.19.16, 104.18.18.16",secureshare-api.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],secureshare.wealthsimple.com,"13.32.99.98, 13.32.99.8, 13.32.99.11, 13.32.99.72",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],securities-assets.cdn.wealthsimple.com,"104.18.18.100, 104.18.19.100",securities-assets.cdn.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],server.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
