input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_wildcard_certificate,final_url,tech_,tls_mismatched,csp_domains_,cdn_name,cdn,tls_expired,tls_self_signed
autodiscover.kerlanjobe.org,Sign in to Outlook,200,197642,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://autodiscover.kerlanjobe.org:80,http,,text/html,GET,40.99.149.152,/,-1249852061,2603:1026:c0d:c1d::8,173,False,Microsoft Corporation,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=077f6f4c-dbac-0c1d-c1fc-f6fc1c5fbee9&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=kerlanjobe.org&nonce=638192711177473846.76335343-c966-42de-9bfa-2a55062e91b7&state=DYvLDoIwEABb_RcPJgX6XHogfMuWrkYFN6mKv88eZg6TjFZKnYWToAeRguRHmx1YawEC-DGkTpqPPniz5JRMcJVMLjc0DmMckqNsC2h5rz3_sZ8b4bpNL2orvp9cqON2v-x1wt-X6-Oz8E7tAA,HSTS,,,,,,
berci.cedars-sinai.org,Berci,200,24904,AS14618,AMAZON-AES,US,34.224.0.0/12,berci.cedars-sinai.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-08T23:59:59Z,CN=berci.cedars-sinai.org,berci.cedars-sinai.org,berci.cedars-sinai.org,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,14ff0808509671883e499a21488743d1,9b700ca7aef1768e1fffd7043c91701fe851fdc80d3faf5472e68fcc2a52926a,ctls,berci.cedars-sinai.org,443,https://berci.cedars-sinai.org:443,https,,text/html,GET,34.235.69.160,/,-1188888494,52.200.35.156,85,False,,,,Moneris,,www3.moneris.com,,,,
betachefi.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://betachefi.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
bgpsn1.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://bgpsn1.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
bid47xm.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://bid47xm.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
bio.csmc.edu,403 Forbidden,403,118,AS16509,AS16509,Unknown,52.40.0.0/14,bio.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-22T23:59:59Z,CN=bio.cedars-sinai.org,bio.cedars-sinai.org,bio.csmc.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,817222264a2130235160332abe0802de,310a55a78fc56db619836fcbe980289a6ac92f8eee69e4c2f9c1f8203097b358,ctls,bio.csmc.edu,443,https://bio.csmc.edu:443,https,awselb/2.0,text/html,GET,52.24.226.222,/,1344368402,52.12.202.98,7,False,,,,,,,,,,
biomanufacturing.cedars-sinai.org,Cell search - Cedars-Sinai Biomanufacturing Center,200,145745,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.227.128.0/18,biomanufacturing.cedars-sinai.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-04-29T00:00:00Z,2023-05-30T23:59:59Z,"CN=biomanufacturing.cedars-sinai.org, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",biomanufacturing.cedars-sinai.org,biomanufacturing.cedars-sinai.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,571d94ccb6ebf3674b7497175d81e1b4,e6b722596c838e185269f787cceab65e833373722b855d67219edfa0bb30dc89,ctls,biomanufacturing.cedars-sinai.org,80,http://biomanufacturing.cedars-sinai.org:80,http,nginx,text/html,GET,35.222.158.224,/,-1840324437,35.222.158.224,1609,False,Cedars-Sinai Medical Center,,https://biomanufacturing.cedars-sinai.org/,Yoast SEO:20.6,,,google,True,,
birch.cshs.org,,200,69309,AS16509,AS16509,Unknown,52.16.0.0/14,birch.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-12-15T23:59:59Z,CN=birch.cshs.org,birch.cshs.org,birch.cshs.org,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d1b479831e0832054b439e0929316b24,0f7f81b6aada55d51d3426a0f9f6d9171efc6e87e8d2da257d64801e79f48693,ctls,birch.cshs.org,80,http://birch.cshs.org:80,http,,text/html,GET,52.11.155.192,/,1197201457,44.240.66.157,947,False,,,https://birch.cshs.org:443/,Bootstrap,,,,,,
blog.cedars-sinai.org,TURN AROUND!,403,9282,AS16509,AS16509,Unknown,52.16.0.0/14,blog.cedars-sinai.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-01-04T23:59:59Z,CN=*.adobecqms.net,*.adobecqms.net,*.adobecqms.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d6a2ad05a9e6f5b12bbbb928d14ff0c6,7b9dcc2ceb236f9d34d068334053b9e0170329d7e5a2541a97eeadaac1e86a74,ctls,blog.cedars-sinai.org,443,https://blog.cedars-sinai.org:443,https,Apache,text/html,GET,52.9.56.122,/,1680815383,13.56.166.180,192,False,,True,,Apache,True,,,,,
bus.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://bus.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
cdx.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://cdx.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
cedvpn1.csmc.edu,,200,315,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,cedvpn1.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-06T00:00:00Z,2023-12-05T23:59:59Z,"CN=csremote.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",csremote.csmc.edu,csremote.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83e8c8f8cdd476c083339a5ee04a33f5,246937bb19e725601d7b4d41a519f5d4eae896789c835731ac5b860b199dfcfc,ctls,cedvpn1.csmc.edu,443,https://cedvpn1.csmc.edu:443,https,,text/html,GET,192.231.86.12,/,-1840324437,192.231.86.12,9,False,Cedars-Sinai Medical Center,,,HSTS,True,,,,,
checkout.stripe.com,Mehr Umsatz mit optimiertem Bezahlvorgang | Stripe Checkout,200,1163573,AS54113,FASTLY,US,151.101.8.0/22,stripe.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2023-07-12T23:59:59Z,"CN=stripe.com, O=Stripe\, Inc, L=San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",stripe.com,www.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,fd7d32025ddf333c5e3a24f5780976b9,29cf00cc1c209a7c85bfdc2c0b7c0f47e959884568ca1f267e3e842f081d971c,ctls,stripe.com,443,https://checkout.stripe.com:443,https,nginx,text/html,GET,151.101.0.176,/,1008897269,151.101.192.176,29998,False,"Stripe, Inc",,https://stripe.com/de/payments/checkout,Nginx,,https://y4pfttj91h-2.algolianet.com/1/indexes/mkt_partners/query,fastly,True,,
chef-confluenceweb-oceania-uat.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://chef-confluenceweb-oceania-uat.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
chry.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://chry.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
clinicalkey.com.mlprox.csmc.edu,Shibboleth Authentication Request,200,1446,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,80,http://clinicalkey.com.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,-515670173,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login?qurl=http://clinicalkey.com%2f,,,,,,,
clinicaltrials-dev.cedars-sinai.edu,403 Forbidden,403,118,AS16509,AS16509,Unknown,35.80.0.0/12,clinicaltrials-dev.cedars-sinai.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=clinicaltrials-dev.cedars-sinai.edu,clinicaltrials-dev.cedars-sinai.edu,clinicaltrials-dev.cedars-sinai.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b5f26f569b90777302f1f0d2a27b96a3,0bc4f445ee9dbb2963d7f9f9cc552f77fe83bf8e3e1e0b9ec0f3581596ca50e6,ctls,clinicaltrials-dev.cedars-sinai.edu,443,https://clinicaltrials-dev.cedars-sinai.edu:443,https,awselb/2.0,text/html,GET,35.83.72.0,/,1344368402,44.236.25.252,7,False,,,,,,,,,,
clinicaltrials.cedars-sinai.edu,403 Forbidden,403,520,AS16509,AS16509,Unknown,44.224.0.0/11,clinicaltrials.cedars-sinai.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-10-18T23:59:59Z,CN=clinicaltrials.cedars-sinai.edu,clinicaltrials.cedars-sinai.edu,clinicaltrials.cedars-sinai.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f8cfe4695cc7018bf7fc9b6d6941d5a4,e39f29a5945e1ca14a4726f6b00b9f6897c6c6b86407203b3b47c58c3cc0f796,ctls,clinicaltrials.cedars-sinai.edu,443,https://clinicaltrials.cedars-sinai.edu:443,https,awselb/2.0,text/html,GET,44.236.147.137,/,2095155567,52.40.19.158,13,False,,,,,,,,,,
cloud-live.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://cloud-live.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
cmaviewer.cedars-sinai.org,403 Forbidden,403,118,AS16509,AS16509,Unknown,52.16.0.0/14,,,,,,,,,,,,,,,,,,80,http://cmaviewer.cedars-sinai.org:80,http,awselb/2.0,text/html,GET,52.12.202.98,/,1344368402,52.38.252.108,7,False,,,,,,,,,,
cmaviewerdev.cedars-sinai.org,403 Forbidden,403,118,AS16509,AS16509,Unknown,34.208.0.0/12,,,,,,,,,,,,,,,,,,80,http://cmaviewerdev.cedars-sinai.org:80,http,awselb/2.0,text/html,GET,34.223.192.152,/,1344368402,44.240.164.198,7,False,,,,,,,,,,
cobas-dev.cshs.org,403 Forbidden,403,520,AS16509,AS16509,Unknown,35.80.0.0/12,cobas-dev.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-18T23:59:59Z,CN=cobas-dev.cshs.org,cobas-dev.cshs.org,cobas-dev.cshs.org,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,049a9ed9da8a0bac3d52dbae73ab8b23,7c1457364098541b0dab0058a8f1127679d5ff2cd98fbc972cbc62eee8ad73f2,ctls,cobas-dev.cshs.org,443,https://cobas-dev.cshs.org:443,https,awselb/2.0,text/html,GET,35.83.72.0,/,2095155567,44.236.25.252,13,False,,,,,,,,,,
cobas-prod.cshs.org,503 Service Temporarily Unavailable,503,162,AS16509,AS16509,Unknown,52.16.0.0/14,cobas-prod.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-17T23:59:59Z,CN=cobas-prod.cshs.org,cobas-prod.cshs.org,cobas-prod.cshs.org,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0e36725c9fc687815cf354a87e12b9f0,4593740e5ae8caa6a522fc337fc079df13d397e5a95af66551744439e519de73,ctls,cobas-prod.cshs.org,443,https://cobas-prod.cshs.org:443,https,awselb/2.0,text/html,GET,52.11.155.192,/,1862162275,54.244.36.161,7,False,,,,,,,,,,
com.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://com.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
conf.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://conf.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
confluence-durplamgssp09.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://confluence-durplamgssp09.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
containeres-la.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://containeres-la.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
controllerbeta.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://controllerbeta.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
cs-refresh.csmc.edu,Cedars Sinai - CS AEM Component Library,200,30721,AS0,Not routed,None,13.224.192.0/21,cs-refresh.csmc.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-24T23:59:59Z,CN=cs-refresh.csmc.edu,cs-refresh.csmc.edu,cs-refresh.csmc.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cf487d3c853b0d2b7a71f75e57748a87,419a64d8293db85bb694258d16eafaa768d00ce7280ddc7d10a6b463a3fe171a,ctls,cs-refresh.csmc.edu,80,http://cs-refresh.csmc.edu:80,http,AmazonS3,text/html,GET,13.224.189.48,/,-11193810,2600:9000:20eb:b400:c:8ea6:ea40:93a1,629,False,,,https://cs-refresh.csmc.edu/,YouTube,,,cloudfront,True,,
csapps-sso.csmc.edu,,200,1421,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,csapps-sso.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.csmc.edu,csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,18628e2951f957c88e967195630ff343,361124b8502188923a1b847d064ce0a574927bcc40fd7cdbb754ae33576c61f0,ctls,csapps-sso.csmc.edu,443,https://csapps-sso.csmc.edu:443,https,,text/html,GET,192.203.41.136,/,12023395,192.203.41.136,1,False,Cedars-Sinai Medical Center,True,https://csapps-sso.csmc.edu/vpn/index.html,,,,,,,
cshswbweb.csmc.edu,Welcome to Webridge,200,29417,AS22931,HURONCG,US,72.10.184.0/24,cshswbweb.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2024-01-19T23:59:59Z,"CN=cshswbweb.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",cshswbweb.csmc.edu,www.cshswbweb.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b6bda049c7075b34e3cfa50d5e6f9296,de6417e61b5c304d93639979b0d1ce45483261f153998f07fc8e2b1a7480fb3f,ctls,cshswbweb.csmc.edu,443,https://cshswbweb.csmc.edu:443,https,Microsoft-IIS/8.5,text/html,GET,72.10.184.33,/,1631801191,72.10.184.33,242,False,Cedars-Sinai Medical Center,,https://cshswbweb.csmc.edu/Cedars/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[AC482809EC03C442A46F2C8EEC4D75D3]],Windows Server,,,,,,
cslxcolab.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://cslxcolab.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
csremote.csmc.edu,,200,96,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,csremote.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-06T00:00:00Z,2023-12-05T23:59:59Z,"CN=csremote.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",csremote.csmc.edu,csremote.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83e8c8f8cdd476c083339a5ee04a33f5,246937bb19e725601d7b4d41a519f5d4eae896789c835731ac5b860b199dfcfc,ctls,csremote.csmc.edu,80,http://csremote.csmc.edu:80,http,,text/html,GET,192.231.86.12,/,-1840324437,192.231.86.12,1,False,Cedars-Sinai Medical Center,,https://csremote.csmc.edu/,HSTS,,,,,,
cssecure.csmc.edu,Cedars-Sinai - Logout Page,200,5067,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,cssecure.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-29T00:00:00Z,2023-08-22T23:59:59Z,"CN=cssecure.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",cssecure.csmc.edu,csvault.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8497808db384ea97184af75b74aad700,b71d12fca500173b21981c4f918d51b04f17f500860b16725730d25ed3f4c016,ctls,cssecure.csmc.edu,443,https://cssecure.csmc.edu:443,https,BigIP,text/html,GET,192.203.41.177,/,878647854,192.203.41.177,127,False,Cedars-Sinai Medical Center,,https://cssecure.csmc.edu/my.logout.php3?errorcode=19,F5 BigIP,,,,,,
d03xproxy108y.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://d03xproxy108y.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
datalogger-a-snv.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://datalogger-a-snv.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
dbs-crm-dns.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://dbs-crm-dns.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
debug-cachewebcs.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://debug-cachewebcs.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
