new,host,a,cname,soa,status_code,ns,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
[x],cloud-live.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cloud.cedars-sinai.edu,,awseb-e-g-AWSEBLoa-1UGBFZHIFYDRI-130694103.us-west-2.elb.amazonaws.com,,NOERROR,,,,,,,,,
[x],cloud.cedars-sinai.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cm2-tyo1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cmadev.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cmaviewer.cedars-sinai.org,"52.38.252.108, 52.12.202.98, 52.24.226.222",ECS-ALB-Public-1231714535.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cmaviewerdev.cedars-sinai.org,"34.223.192.152, 44.240.164.198, 54.201.202.109",ECS-ALB-Public-234029814.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cms-redirect-eurepository-postgresmx.interactive-mc-map.cedars-sinai.org,,,,NOERROR,,,,,,,,,
[x],cms.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cmsedge-dgw-shv-01-otp1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],cobas-dev.cshs.org,"35.167.171.81, 35.83.72.0, 44.236.25.252",Csmc-public-ALB1-dev-us-west-2-1619930994.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cobas-prod.cshs.org,"44.240.66.157, 52.11.155.192, 54.244.36.161",Csmc-public-ALB2-prod-us-west-2-1777391565.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],concur.csmc.edu,192.231.86.22,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],conf.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],configcrmuser.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],configmgrcdp.csmc.edu,13.93.180.151,1872f1252314434b8618c747.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],configurevoalte.voaltesb1.csmc.edu,"192.231.86.224, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],confluence-durplamgssp09.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],confluence-noticias.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],confluencedev.csmc.edu,"10.210.8.58, 10.210.0.67, 10.210.6.121",internal-Csmc-private-ALB1-dev-us-west-2-1612103440.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.210.8.58, 10.210.0.67, 10.210.6.121",
[x],confluencedummy.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],confluencestatus-wwwm-acc-db2-corp.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],containeres-la.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],controllerbeta.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],corporate-fms1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],covid19.csmc.edu,192.203.41.182,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cpth139p.csmc.edu,192.231.133.7,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],craccess.csmc.edu,192.203.204.244,,,NOERROR,,,,,,,,,
[x],cre.sagepub.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cricket-extlgw-eastdev.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cricket-extlgw-westperf.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cs-aem-author-dev.cedars-sinai.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cs-aem-dispatcher-dev.cedars-sinai.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cs-aem-publisher-dev.cedars-sinai.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cs-fc10-2.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cs-refresh.csmc.edu,"52.222.139.113, 52.222.139.125, 52.222.139.72, 52.222.139.104",d12su44bzt5zft.cloudfront.net,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-585.awsdns-09.net, ns-1037.awsdns-01.org, ns-1939.awsdns-50.co.uk, ns-362.awsdns-45.com","2600:9000:2204:3a00:c:8ea6:ea40:93a1, 2600:9000:2204:ee00:c:8ea6:ea40:93a1, 2600:9000:2204:4e00:c:8ea6:ea40:93a1, 2600:9000:2204:5600:c:8ea6:ea40:93a1, 2600:9000:2204:2a00:c:8ea6:ea40:93a1, 2600:9000:2204:8200:c:8ea6:ea40:93a1, 2600:9000:2204:7e00:c:8ea6:ea40:93a1, 2600:9000:2204:b200:c:8ea6:ea40:93a1",True,cloudfront,,,,,
[x],cs365.csmc.edu,192.231.86.22,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csapps-sso.csmc.edu,192.203.41.136,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csapps.csmc.edu,"166.124.210.94, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],csappst.csmc.edu,192.231.133.42,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csbiostest.csmc.edu,192.231.86.202,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cscmg.csmc.edu,13.91.89.151,CSCMG.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],cseq1.csmc.edu,192.231.133.205,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cshcmss.csmc.edu,192.231.86.215,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cshpodev.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,cshpodev.csmc.edu,,,,
[x],cshs.org,"192.231.86.126, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,"mxa-00260502.gslb.pphosted.com, mxb-00260502.gslb.pphosted.com","amazonses:qaJgKnY/lBO+sbZrzF001v0m6V0LrD8azbFJVW9hxgA=, docusign=cb1a7758-0596-4fcf-8969-a3e298821487, atlassian-domain-verification=adfhwU2nCTw2RhIuKOPUvchPIolKpFLma1SQSRZ4ypaEIsszz/8eQi5djnXAcy8o, atlassian-domain-verification=10OrV7gdrA4WWAV3aEBNU9QYNXLhcHXqaofSAxHiQrrpyXoB7h8XaYWjiHqO71Ua, apple-domain-verification=10F2wtp9XIUDrsdB, MS=ms92265072, v=spf1 redirect=spf.cshs.org, google-site-verification=Fg_UicgIOfyrpdE26ITNEb92COPonG-93GLeKZwEMzg, webexdomainverification.4C675B8ACBC5B136E053AB06FC0A3F65=e0704211-61ed-49f8-9aeb-a2d71cc63c51, amazonses:tgjXoZCne+i+qIiwfnyiuDHAF7HrPMUKBiMugAGbPEI=, KOv2ARch5ziUcofJudFv6IqmIm1BZoPHvyN4bJZXxyfpCJRT2MdE0GuBAefIXAq3rMTE+rwCcpSOfqrj17uu9g==, cisco-ci-domain-verification=a6c43dcc907c9c14e6c62452f719e186e968d8df7446f8f811c21e7ea172702, atlassian-domain-verification=carQiQXUaMvOn4R3/iwiAZt4uabg26DDy0kqPoLCawUIvIbN3cpkNzzFtILINaXa, amazonses:O3JffoOBXYOaLskdkoawZcYVZC2SNLyJV99AxKv8F64=, atlassian-domain-verification=1sWBZ11AKTG6Bd5fJ0iwSWnhKy9S3oAHx6FNTLJt8FbBW/o/kT7SaE9YiUcQz0Ru",,,
[x],cshskronst.csmc.edu,192.231.133.176,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cshskvs1.csmc.edu,192.231.86.147,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cshspfsweb-n.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cshsrcvry.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cshssoap.csmc.edu,"192.231.86.33, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],cshssoaptst1.csmc.edu,192.231.86.34,,,NOERROR,,,,,,,,,
[x],cshswbweb.csmc.edu,72.10.184.33,mpclkcsmcprod3.huronclick.com,"dns1.huronconsultinggroup.com, abuse.huronconsultinggroup.com",NOERROR,,,,,,,,,
[x],cshswebrelay01.csmc.edu,192.231.86.50,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csip1-old.csmc.edu,192.231.133.35,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslinkmobile.csmc.edu,192.231.86.33,CSHSSOAP.csmc.edu,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslinkmobiletest.csmc.edu,192.203.41.100,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslinkproxytest.csmc.edu,"34.223.192.152, 54.201.202.109, 44.240.164.198",ECS-ALB-Public-234029814.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cslinkssotest.csmc.edu,192.203.41.155,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslinkwsproxy.csmc.edu,"35.83.72.0, 44.236.25.252, 35.167.171.81",Csmc-public-ALB1-dev-us-west-2-1619930994.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cslxcolab.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslxcolab.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslxextftp1.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cslxextsftp.csmc.edu,192.231.133.48,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csmail.csmc.edu,192.231.86.22,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csmc.edu,"192.231.86.126, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,"mxb-00260502.gslb.pphosted.com, mxa-00260502.gslb.pphosted.com","v=spf1 redirect=spf.cshs.org, 7XfwbFc4t39yP06/M1GcI+oKrTEGuEGSDT8/c9YTVmx2H4ed/5WO27ZeR+Rob1B5Ro414HKTBbFsa1WI66Gdgw==, webexdomainverification.4C675B8ACBC5B136E053AB06FC0A3F65=423638c2-1713-4aff-a802-d291c9a3deca, docusign=7d5c187c-2297-47b8-8e14-10c5567fce2a, MS=ms67313601, facebook-domain-verification=azwwp658agrbkfpl8e6rwehy7c7mz9, cisco-ci-domain-verification=54ac72be194efda585a4ef2dde877302fd45d79c54caa5c1f0ed2de343704d46",,,
[x],csmftgateway.csmc.edu,"192.203.41.127, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],cspswbp.csmc.edu,192.203.41.168,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cspswbr1.csmc.edu,192.203.41.176,,,NOERROR,,,,,,,,,
[x],csremote.csmc.edu,192.231.86.12,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csremote2.csmc.edu,192.231.86.14,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csremote2.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],csrext1.csmc.edu,192.203.41.151,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssecure.csmc.edu,192.203.41.177,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssmsmailbeta1.csmc.edu,192.231.86.123,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssmsmailbeta1in.csmc.edu,"192.231.86.122, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],cssmsmailscan2.csmc.edu,192.231.86.153,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssmsmailscan2in.csmc.edu,192.231.86.152,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssmsmailscan3.csmc.edu,192.231.86.155,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssmsmailscan3in.csmc.edu,192.231.86.154,,,NOERROR,,,,,,,,,
[x],cssmsmailscan4.csmc.edu,192.231.86.157,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cssmsmailscan4in.csmc.edu,192.231.86.156,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cstxft.csmc.edu,192.231.133.47,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cswwproxy3.csmc.edu,192.231.133.224,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cszoom.cshs.org,192.231.86.22,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ctaccess.csmc.edu,192.231.86.171,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ctr.csmc.edu,,apps2.csmc.edu,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ctremote.csmc.edu,"192.231.86.16, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],cuma-temp.csmc.edu,192.231.133.44,,,NOERROR,,,,,,,,,
[x],cuma.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],cvmphxisepan1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],d03xproxy108y.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dal-fed-adfs-1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],databox.csmc.edu,192.231.86.32,CSLXCOLAB.csmc.edu,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],datalogger-a-snv.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],datarobot-application.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],datarobot-prediction.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],datatempcontainer-corporate.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],dbmsv2serverdevel-vpn.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dbs-crm-dns.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],debug-cachewebcs.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],debug-mach131-87-76-54.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],debug-status-sso-signup.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],debug-upload-opsexamplestunnel-mx.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],delivery-35-159-27-67-eu-central-1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],demodownloads-apiproduction.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dev-alb.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dev-carta.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dev-customers-config-meta.mlprox.csmc.edu,192.231.86.107,,,NOERROR,,,,,,,,,
[x],dev-stats-b2bmy-oceania.mlprox.csmc.edu,192.231.86.107,,,NOERROR,,,,,,,,,
[x],dev.cedars-sinai.edu,"54.67.49.64, 52.52.120.251",cedars-sinai-dev65-1674325459.us-west-1.elb.amazonaws.com,,NOERROR,,,,,,,,,
[x],dev.interactive-mc-map.cedars-sinai.org,192.203.41.148,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],dev.mlprox.csmc.edu,192.231.86.107,,,NOERROR,,,,,,,,,
[x],devqs.cedars-sinai.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],drvetsd.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dt4ta5gy3h.scholar.serialssolutions.com.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dx.doi.org.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],dxth115b.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ediscovery.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],edw-dev.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],edwapp-dev.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],eet-3-1-2.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ege-0-2-3.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ekengogo.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],eleclog.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],electronic.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],email-sendgrid-deep-linking.chewy.kerlanjobe.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],email.cedars-sinai.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,reply-mx.s7.exacttarget.com,,,,
[x],email.newsroom.cedars-sinai.org,"34.102.239.211, 205.251.198.78",mailgun.org,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1614.awsdns-09.co.uk, ns-133.awsdns-16.com, ns-586.awsdns-09.net, ns-1482.awsdns-57.org",,True,google,"mxa.mailgun.org, mxb.mailgun.org","8f7088gv5932jxw9lwwd1b6ttx2pw2ds, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all",,,";, digicert.com, letsencrypt.org"
[x],empruntis.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],enclave.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],enewsletter.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],eng.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],enroll2fa.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],erroraprenda-uat.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],esdc-workspace.cshs.org,192.231.86.190,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],esplmsgsrs04-x.csmc.edu,192.231.86.38,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],esplvidrtr02-x.csmc.edu,192.231.86.94,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],espwerpsql01.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],espwspps01-x.csmc.edu,"192.231.86.56, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],espwvcsxprs01.csmc.edu,192.231.86.213,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],espxlftp1.csmc.edu,192.231.86.200,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],estwepicsd02.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],esxwepicsoapp-lb.csmc.edu,192.231.86.182,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],et-11-2-bas-1-cld.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],eth-1-2-p45.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],eur-p-gen-6-126-189-23.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],eurwbn-134-232-38-2.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],evelynnpantheon.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],example-redirect.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],exchange1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],external3.csmc.edu,192.231.86.112,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],externalev.csmc.edu,192.231.86.132,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],extranet.csmc.edu,192.168.10.55,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,True,192.168.10.55,
[x],fab4-3-gdc.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],fh7tzl.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],fhaj1-1.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],fhircapabilitiesdev.cshs.org,"54.201.202.109, 44.240.164.198, 34.223.192.152",ECS-ALB-Public-234029814.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
