input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_
login.okta.com,Okta Account Chooser,200,4019,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,login.okta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,2023-07-25T23:59:59Z,"CN=accounts.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",accounts.okta.com,"Okta, Inc.",login.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3160cc4e89f7e4b968094ddcc41a321c,f24fc33dd2ba85fbf1dd5e62e20cce39a2e5c786791d04fed4252bf59e00a51d,,ctls,login.okta.com,cloudfront,443,https://login.okta.com:443,https,AmazonS3,text/html,GET,108.138.7.85,/,1780699392,108.138.7.126,Amazon Web Services,1,False,True,,,
mapquest.rezserver.com,Access to this page has been denied.,403,2470,AS54113,FASTLY,US,151.101.8.0/22,mapquest.rezserver.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,mapquest.rezserver.com,fastly,443,https://mapquest.rezserver.com:443,https,Varnish,text/html,GET,151.101.2.150,/,-1819284510,151.101.194.150,Varnish,1,False,True,,,
ny.priceline.com,403 Forbidden-CDN,403,437,AS54113,FASTLY,US,146.75.120.0/22,,,,,,,,,,,,,,,,,,,,fastly,80,http://ny.priceline.com:80,http,Varnish,text/html,GET,146.75.122.186,/,1951825890,146.75.122.186,Varnish,18,False,True,,,
pcln-dev-admin.oktapreview.com,Priceline - Sign In,200,27151,AS16509,AMAZON-02,US,99.83.128.0/17,pcln-dev.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,pcln-dev.oktapreview.com,,443,https://pcln-dev-admin.oktapreview.com:443,https,nginx,text/html,GET,99.83.191.34,/,-599803935,75.2.32.98,Nginx,508,False,,https://pcln-dev.oktapreview.com/oauth2/v1/authorize?response_type=code&response_mode=query&client_id=okta.b58d5b75-07d4-5f25-bf59-368a1261a405&redirect_uri=https%3A%2F%2Fpcln-dev-admin.oktapreview.com%2Fadmin%2Fsso%2Fcallback&scope=openid&state=4AVZxBRm8ST4q2yD5JOicMmrWgA9LS6D&nonce=bn0GZQL8rdKxEQMtQhlMovHTuEHKSwCu&code_challenge=pV_P3EyIKChPlIhhL4rxV0bhnTHYXyYJwrCD_xD2dPc&code_challenge_method=S256,,pendo-static-5634101834153984.storage.googleapis.com
pcln-dev.oktapreview.com,My Apps Dashboard | Priceline,200,10556,AS16509,AS16509,Unknown,75.2.0.0/17,pcln-dev.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,pcln-dev.oktapreview.com,,443,https://pcln-dev.oktapreview.com:443,https,nginx,text/html,GET,75.2.32.98,/,-599803935,99.83.191.34,Nginx,183,False,,https://pcln-dev.oktapreview.com/app/UserHome?iss=https%3A%2F%2Fpcln-dev.oktapreview.com&session_hint=AUTHENTICATED,,*.tiles.mapbox.com
pendo-static-5391521872216064.storage.googleapis.com,,403,300,AS15169,GOOGLE,US,142.250.0.0/15,pendo-static-5391521872216064.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:24:28Z,2023-07-10T08:24:27Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e371ff4e7f9da6bf09b0fc933e443605,49fa95533f8bfb981523f6649d9d85ab34a3daec3e57f0b1b85e0a65dbe1b659,True,ctls,pendo-static-5391521872216064.storage.googleapis.com,,443,https://pendo-static-5391521872216064.storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.186.80,/,501560377,2a00:1450:4001:831::2010,HTTP/3,1,False,,,,
pendo-static-5634101834153984.storage.googleapis.com,,403,300,AS15169,GOOGLE,US,142.250.0.0/15,pendo-static-5634101834153984.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:11Z,2023-07-17T12:00:10Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,da7852378318e50a234a6d21ec8d0161,272b97eaaaef1ba3672d55ac2b3bff137246c12d5d0b403493b997a4396ddcb5,True,ctls,pendo-static-5634101834153984.storage.googleapis.com,,443,https://pendo-static-5634101834153984.storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.185.112,/,501560377,2a00:1450:4001:827::2010,HTTP/3,1,False,,,,
portal.corp.priceline.com,Okta - Page Not Found,404,1692,AS16509,AS16509,Unknown,3.36.0.0/14,portal.corp.priceline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,portal.corp.priceline.com,,80,http://portal.corp.priceline.com:80,http,Apache,text/html,GET,3.33.194.234,/,2020198508,15.197.253.65,Apache,44,False,,https://portal.corp.priceline.com:443/,True,
press.priceline.com,Priceline Press Center,200,84648,AS14618,AMAZON-AES,US,3.224.0.0/12,press.priceline.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-26T00:00:00Z,2023-09-26T23:59:59Z,CN=press.priceline.com,press.priceline.com,,press.priceline.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,8ee33608c9c2c9d0503f8bd930ab816c,e01d878e9e02dda71aaf909c6c4a8c794cd04ef7f3fb160ef238a2348cf85955,,ctls,press.priceline.com,,443,https://press.priceline.com:443,https,Apache,text/html,GET,3.228.237.32,/,-1050161032,3.228.237.32,Yoast SEO:19.14,623,False,,,,
qa.priceline.com,Access to this page has been denied.,403,10824,AS54113,FASTLY,US,151.101.0.0/16,qa.priceline.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T10:52:35Z,2024-03-24T10:52:34Z,CN=www.priceline.com,www.priceline.com,,priceline.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,f8d53c9c8077204f1603569c4163df42,c2b76704e5aaf5a26b72f10826333c52af9019abf84a0627cd5bb7d1421b81a7,True,ctls,qa.priceline.com,fastly,443,https://qa.priceline.com:443,https,Varnish,text/html,GET,151.101.66.186,/,-1786552439,151.101.2.186,Varnish,1,False,True,,True,
qaa.rezserver.com,403 Forbidden-CDN,403,437,AS54113,FASTLY,US,151.101.8.0/22,qaa.rezserver.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,qaa.rezserver.com,fastly,443,https://qaa.rezserver.com:443,https,Varnish,text/html,GET,151.101.2.158,/,-1976526278,151.101.194.158,Varnish,18,False,True,,,
qac.rezserver.com,403 Forbidden-CDN,403,434,AS54113,FASTLY,US,146.75.120.0/22,qac.rezserver.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,qac.rezserver.com,fastly,443,https://qac.rezserver.com:443,https,Varnish,text/html,GET,146.75.122.158,/,179055727,146.75.122.158,Varnish,18,False,True,,,
raw.qab.priceline.com,403 Forbidden-CDN,403,437,AS54113,FASTLY,US,151.101.8.0/22,raw.qab.priceline.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-08-13T23:59:59Z,"CN=*.qab.priceline.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.qab.priceline.com,Priceline.com LLC,*.qab.priceline.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,ad255849c61cb7f9d246907af4cfbcc8,f4a67e9554f5a45a648232607737bdd9b6b110e417555709e5bc3065766486f4,True,ctls,raw.qab.priceline.com,fastly,80,http://raw.qab.priceline.com:80,http,Varnish,text/html,GET,151.101.2.186,/,-278657792,151.101.66.186,Varnish,18,False,True,https://raw.qab.priceline.com/,,
rezserver.com,Access to this page has been denied.,403,2470,AS54113,FASTLY,US,151.101.8.0/22,rezserver.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,rezserver.com,fastly,443,https://rezserver.com:443,https,Varnish,text/html,GET,151.101.2.150,/,-1840324437,151.101.194.150,Varnish,1,False,True,,,
secure.rezserver.com,Access to this page has been denied.,403,2470,AS54113,FASTLY,US,151.101.0.0/16,secure.rezserver.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,secure.rezserver.com,fastly,443,https://secure.rezserver.com:443,https,Varnish,text/html,GET,151.101.194.150,/,-1819284510,151.101.66.150,Varnish,1,False,True,,,
servicedesk.corp.priceline.com,Jira Service Management,200,199780,AS23274,PRICELINE-COM-AS-01,US,64.6.30.0/24,priceline.atlassian.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,2023-12-07T23:59:59Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.",atlassian.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf580a615a18a6386f0995fe7cff01e5,e5e8d632c0b86f5bd5ef9a0d55c58ba1fd7776f6bb7c35ca23d85d23281ce58f,True,ctls,priceline.atlassian.net,,80,http://servicedesk.corp.priceline.com:80,http,AtlassianEdge,application/octet-stream,GET,64.6.29.85,/,2122598615,64.6.29.85,HSTS,10,False,,https://priceline.atlassian.net/servicedesk/customer/user/login?destination=portals,,bitbucket.org
staging.rezserver.com,403 Forbidden-CDN,403,437,AS54113,FASTLY,US,151.101.8.0/22,staging.rezserver.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,staging.rezserver.com,fastly,443,https://staging.rezserver.com:443,https,Varnish,text/html,GET,151.101.2.158,/,1113648702,151.101.194.158,Varnish,18,False,True,,,
view.emails.priceline.com,Error,200,932,AS22606,EXACT-7,US,66.231.80.0/20,,,,,,,,,,,,,,,,,,,,,80,http://view.emails.priceline.com:80,http,,text/html,GET,66.231.91.48,/,1631801191,66.231.91.48,HSTS,28,False,,http://view.emails.priceline.com/Error.aspx,,
wl.priceline.com,403 Forbidden-CDN,403,436,AS54113,FASTLY,US,151.101.0.0/16,,,,,,,,,,,,,,,,,,,,fastly,80,http://wl.priceline.com:80,http,Varnish,text/html,GET,151.101.66.186,/,-445494230,151.101.130.186,Varnish,18,False,True,,,
wl.rezserver.com,Access to this page has been denied.,403,2470,AS54113,FASTLY,US,151.101.8.0/22,wl.rezserver.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,wl.rezserver.com,fastly,443,https://wl.rezserver.com:443,https,Varnish,text/html,GET,151.101.2.150,/,1558170650,151.101.194.150,Varnish,1,False,True,,,
www.bookingholdings.com,Booking Holdings: World’s Leading Provider of Online Travel,200,50613,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.bookingholdings.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-03-08T23:59:59Z,CN=www.bookingholdings.com,www.bookingholdings.com,,bookingholdings.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,6fac7556ab78dbe0c5809eb960553570,7cfbfd1aefd09e77443671493d18790aa38e5dc1b383e1a7ef6e299850afcf06,,ctls,www.bookingholdings.com,google,443,https://www.bookingholdings.com:443,https,nginx,text/html,GET,104.154.66.21,/,-1840324437,104.154.66.21,jQuery,524,False,True,,,
www.priceline.com,Access to this page has been denied.,403,10824,AS54113,FASTLY,US,151.101.0.0/16,www.priceline.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T10:52:35Z,2024-03-24T10:52:34Z,CN=www.priceline.com,www.priceline.com,,priceline.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,f8d53c9c8077204f1603569c4163df42,c2b76704e5aaf5a26b72f10826333c52af9019abf84a0627cd5bb7d1421b81a7,True,ctls,www.priceline.com,fastly,443,https://www.priceline.com:443,https,Varnish,text/html,GET,151.101.194.186,/,-1050161032,151.101.130.186,Varnish,1,False,True,,,
www.rezserver.com,Access to this page has been denied.,403,2470,AS54113,FASTLY,US,151.101.8.0/22,www.rezserver.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.rezserver.com, O=Priceline.com LLC, L=Norwalk, ST=Connecticut, C=US",*.rezserver.com,Priceline.com LLC,rezserver.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,4324a199f5f63d880f87807b9aac121e,aec9db1b35a7fb0087410296af96bcc6cd896467011ea276d85127c6b2a799d7,True,ctls,www.rezserver.com,fastly,443,https://www.rezserver.com:443,https,Varnish,text/html,GET,151.101.2.150,/,-1840324437,151.101.194.150,Varnish,1,False,True,,,
www.sb.priceline.com,,421,297,AS54113,FASTLY,US,151.101.8.0/22,www.sb.priceline.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T10:52:35Z,2024-03-24T10:52:34Z,CN=www.priceline.com,www.priceline.com,,priceline.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,f8d53c9c8077204f1603569c4163df42,c2b76704e5aaf5a26b72f10826333c52af9019abf84a0627cd5bb7d1421b81a7,True,ctls,www.sb.priceline.com,fastly,443,https://www.sb.priceline.com:443,https,,text/plain,GET,151.101.2.186,/,1803347322,151.101.66.186,,4,False,True,,True,
