input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_subject_org_,final_url,csp_domains_
acc-strapi.mobilevikings.be,,404,21,AS16509,AS16509,Unknown,52.40.0.0/14,acc-strapi.mobilevikings.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-09T17:56:08Z,2024-05-08T17:56:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,18f295fad311485461044a08d3a517e5,688602b66f36eae039f28883928cb8b955282933b40dd9327d2eaef11630d878,,ctls,acc-strapi.mobilevikings.be,,443,https://acc-strapi.mobilevikings.be:443,https,,text/plain,GET,52.30.200.225,/,-1669793162,108.128.167.228,HSTS,1,False,,True,Acme Co,,
acc.shopify.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,acc.shopify.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,acc.shopify.mobilevikings.be,cloudfront,443,https://acc.shopify.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-1549575233,52.222.236.46,Amazon Web Services,20,False,True,,,,
acs.acc-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,acs.acc-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,acs.acc-nocdn.mobilevikings.be,cloudfront,443,https://acs.acc-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-285029175,52.222.236.46,Amazon Web Services,20,False,True,,,,
acs.dev-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,acs.dev-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,acs.dev-nocdn.mobilevikings.be,cloudfront,443,https://acs.dev-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,617584102,52.222.236.12,Amazon Web Services,20,False,True,,,,
acs.mobilevikings.be,,200,52,AS16509,AMAZON-02,US,52.222.236.0/23,acs.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,acs.mobilevikings.be,cloudfront,443,https://acs.mobilevikings.be:443,https,,application/json,GET,52.222.236.25,/,-909858089,52.222.236.12,HSTS,1,False,True,,,,
admin-engineeringnew.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,18.155.132.0/23,admin-engineeringnew.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,admin-engineeringnew.mobilevikings.be,cloudfront,443,https://admin-engineeringnew.mobilevikings.be:443,https,CloudFront,text/html,GET,18.155.129.58,/,-1129635045,18.155.129.11,Amazon Web Services,20,False,True,,,,
admin-v3-beta-backupssodatabasevpn.static.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,admin-v3-beta-backupssodatabasevpn.static.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,admin-v3-beta-backupssodatabasevpn.static.mobilevikings.be,cloudfront,443,https://admin-v3-beta-backupssodatabasevpn.static.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,514490355,52.222.236.25,Amazon Web Services,20,False,True,,,,
alfa.api.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,alfa.api.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,alfa.api.mobilevikings.be,cloudfront,443,https://alfa.api.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-93674338,52.222.236.63,Amazon Web Services,20,False,True,,,,
alfa.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,alfa.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,alfa.mobilevikings.be,cloudfront,443,https://alfa.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-432113253,52.222.236.25,Amazon Web Services,20,False,True,,,,
alfa.static.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,alfa.static.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,alfa.static.mobilevikings.be,cloudfront,443,https://alfa.static.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,-421168762,52.222.236.25,Amazon Web Services,20,False,True,,,,
alfa.test.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,alfa.test.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,alfa.test.mobilevikings.be,cloudfront,443,https://alfa.test.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,2084091538,52.222.236.63,Amazon Web Services,20,False,True,,,,
andre.acc-pub.mobilevikings.be,,404,21,AS16509,AS16509,Unknown,176.34.0.0/16,andre.acc-pub.mobilevikings.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-27T08:17:48Z,2024-04-26T08:17:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,e10df724e0e861710ae8197f92721aba,2bff49fa141a32a250802b7e349ee0f3c1b866120a9f0323bddade2a3f0538cb,,ctls,andre.acc-pub.mobilevikings.be,,443,https://andre.acc-pub.mobilevikings.be:443,https,,text/plain,GET,176.34.71.180,/,-1669793162,34.246.2.101,HSTS,1,False,,True,Acme Co,,
andre.dev-pub.mobilevikings.be,400 No required SSL certificate was sent,400,632,AS16509,AS16509,Unknown,63.32.0.0/14,andre.dev-pub.mobilevikings.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-12T08:36:44Z,2023-07-11T08:36:43Z,CN=andre.dev-pub.mobilevikings.be,andre.dev-pub.mobilevikings.be,andre.dev-pub.mobilevikings.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4db9ffb977e69d0b9dd5e1504bdcce63,079f775c8379972d32eeb3326fc76b6ab155cc172dbfc7f93c1d97b6c53cb359,,ctls,andre.dev-pub.mobilevikings.be,,443,https://andre.dev-pub.mobilevikings.be:443,https,,text/html,GET,63.33.76.167,/,1752500266,18.203.42.92,,15,False,,,,,
andre.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,andre.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,andre.mobilevikings.be,cloudfront,443,https://andre.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-1389294254,52.222.236.12,Amazon Web Services,20,False,True,,,,
andre.prd-pub.mobilevikings.be,403 Forbidden,403,548,AS16509,AS16509,Unknown,54.194.0.0/15,andre.prd-pub.mobilevikings.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-05T07:55:06Z,2023-08-03T07:55:05Z,CN=andre.prd-pub.mobilevikings.be,andre.prd-pub.mobilevikings.be,andre.prd-pub.mobilevikings.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ffd5b384ebda9e6ceb00d50e7ed683a1,154ec466d67e750a5ad99f08388b963df9f30bd7c94eb9b04cb0e4818d4e1da3,,ctls,andre.prd-pub.mobilevikings.be,,443,https://andre.prd-pub.mobilevikings.be:443,https,,text/html,GET,54.195.19.227,/,586998417,99.80.156.187,,14,False,,,,,
b106p.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,b106p.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,b106p.mobilevikings.be,cloudfront,443,https://b106p.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,1613528523,52.222.236.12,Amazon Web Services,20,False,True,,,,
b4xa7gk2.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,b4xa7gk2.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,b4xa7gk2.mobilevikings.be,cloudfront,443,https://b4xa7gk2.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,-2043537956,52.222.236.12,Amazon Web Services,20,False,True,,,,
barr.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,barr.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,barr.mobilevikings.be,cloudfront,443,https://barr.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,1504977751,52.222.236.63,Amazon Web Services,20,False,True,,,,
bcg28r.test.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bcg28r.test.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bcg28r.test.mobilevikings.be,cloudfront,443,https://bcg28r.test.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,103193050,52.222.236.63,Amazon Web Services,20,False,True,,,,
bekirserifoglu.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bekirserifoglu.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bekirserifoglu.mobilevikings.be,cloudfront,443,https://bekirserifoglu.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,464190336,52.222.236.63,Amazon Web Services,20,False,True,,,,
bf1-inxctworker-037.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bf1-inxctworker-037.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bf1-inxctworker-037.mobilevikings.be,cloudfront,443,https://bf1-inxctworker-037.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,-603908257,52.222.236.63,Amazon Web Services,20,False,True,,,,
bhaalu.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AS16509,Unknown,13.226.160.0/22,bhaalu.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bhaalu.mobilevikings.be,cloudfront,443,https://bhaalu.mobilevikings.be:443,https,CloudFront,text/html,GET,13.226.153.14,/,-1089079868,13.226.153.129,Amazon Web Services,20,False,True,,,,
bid47v4.test.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bid47v4.test.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bid47v4.test.mobilevikings.be,cloudfront,443,https://bid47v4.test.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,1234155569,52.222.236.12,Amazon Web Services,20,False,True,,,,
bravo.api-2freedom.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bravo.api-2freedom.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bravo.api-2freedom.mobilevikings.be,cloudfront,443,https://bravo.api-2freedom.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,-1294667138,52.222.236.63,Amazon Web Services,20,False,True,,,,
bravo.api.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bravo.api.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bravo.api.mobilevikings.be,cloudfront,443,https://bravo.api.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,-2093180417,52.222.236.46,Amazon Web Services,20,False,True,,,,
bravo.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bravo.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bravo.mobilevikings.be,cloudfront,443,https://bravo.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,1238447086,52.222.236.63,Amazon Web Services,20,False,True,,,,
bravo.static.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bravo.static.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bravo.static.mobilevikings.be,cloudfront,443,https://bravo.static.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,1690376324,52.222.236.63,Amazon Web Services,20,False,True,,,,
bss-preprod.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,bss-preprod.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,bss-preprod.mobilevikings.be,cloudfront,443,https://bss-preprod.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,-322013569,52.222.236.46,Amazon Web Services,20,False,True,,,,
budskap.acc-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,budskap.acc-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,budskap.acc-nocdn.mobilevikings.be,cloudfront,443,https://budskap.acc-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,2107136837,52.222.236.12,Amazon Web Services,20,False,True,,,,
budskap.dev-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,budskap.dev-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,budskap.dev-nocdn.mobilevikings.be,cloudfront,443,https://budskap.dev-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-1375434073,52.222.236.12,Amazon Web Services,20,False,True,,,,
budskap.mobilevikings.be,,401,59,AS0,Not routed,None,18.155.132.0/23,budskap.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,budskap.mobilevikings.be,cloudfront,443,https://budskap.mobilevikings.be:443,https,,application/json,GET,18.155.129.12,/,848750752,18.155.129.77,HSTS,1,False,True,,,,
budskap.prd-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,budskap.prd-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,budskap.prd-nocdn.mobilevikings.be,cloudfront,443,https://budskap.prd-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-836258649,52.222.236.12,Amazon Web Services,20,False,True,,,,
business-support.mobilevikings.be,Security check,403,7850,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,business-support.mobilevikings.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-25T23:38:02Z,2023-06-23T23:38:01Z,CN=support.mobilevikings.be,support.mobilevikings.be,support.mobilevikings.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c21aad99b9878c9b41f173fdb73b4346,39dfe0c5166cfe9ab8a602b7e47101368766a6cd0205b478f5a54f0fc0fc83d6,,ctls,business-support.mobilevikings.be,cloudflare,443,https://business-support.mobilevikings.be:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,,https://business-support.mobilevikings.be/hc/en-us,
campaigner.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,campaigner.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,campaigner.mobilevikings.be,cloudfront,443,https://campaigner.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-727555962,52.222.236.63,Amazon Web Services,20,False,True,,,,
ccc-3-2218-401.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,ccc-3-2218-401.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,ccc-3-2218-401.mobilevikings.be,cloudfront,443,https://ccc-3-2218-401.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,1252880170,52.222.236.63,Amazon Web Services,20,False,True,,,,
