new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,mx,txt
[x],cyprus.cbre.com,45.223.164.170,s9qob2e.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dashboard.gcso.cbre.com,"52.39.194.211, 44.231.43.54, 52.37.82.52",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,,NOERROR,,,,,,,,
[x],dashboard.trammellcrow.com,208.68.246.13,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],data.gcso.cbre.com,"52.37.82.52, 52.39.194.211, 44.231.43.54",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dataroom.cbre.com,208.68.246.192,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dealdata-jyusetsu.cbre.com,20.89.25.207,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dealdata-oss-dev.cbre.com,45.223.167.4,pkqjlha.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dealdata-oss-sit2.cbre.com,45.223.179.4,ejv2ona.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dealdata-oss-uat.cbre.com,45.223.167.4,4gid7aw.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dealdata-oss-uat2.cbre.com,45.223.167.4,cxcshb6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dealdata-oss.cbre.com,45.223.59.188,jl2oa3a.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dealdata-oss2.cbre.com,45.223.167.4,m5wyigu.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dealdata-report.cbre.com,20.89.25.207,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dealdata-tohon.cbre.com,20.89.25.207,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dealdata-uat.cbre.com,20.48.82.18,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],dealdata.cbre.com,20.89.25.207,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dealdatajyusetsu-uat.cbre.com,20.48.82.18,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],dealdatareport-sup.cbre.com,54.144.128.85,,,NOERROR,,,,,,,,
[x],dealdatareport-uat.cbre.com,20.48.82.18,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],dealdatatohon-uat.cbre.com,20.48.82.18,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],deepmind.locator.cbre.com,185.181.124.198,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],demo.gopulse.cbre.com,"13.107.238.45, 13.107.237.45","demogopulse2.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,
[x],demo.locator.cbre.com,185.181.124.198,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],demouploadgateway.gcso.cbre.com,"52.39.194.211, 52.37.82.52, 44.231.43.54",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],depositary-cbreglobalinvestors.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],dev-api.avm.cbre.com,"10.126.196.77, 10.126.195.146, 10.126.195.115",internal-vas-emea-avm-dev-alb-894356993.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,"10.126.196.77, 10.126.195.146, 10.126.195.115",,
[x],dev-assetview.cbre.com,104.156.165.34,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dev-cmms-auth.serviceinsight.cbre.com,45.223.167.4,63aubwr.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dev-cmms.serviceinsight.cbre.com,45.223.167.4,woj9sud.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dev-core.cbre.com,104.156.165.34,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dev-gateway.serviceinsight.cbre.com,20.62.30.133,,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,
[x],dev-services.cbre.com,208.68.246.57,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],dev-siif-gateway.serviceinsight.cbre.com,,,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
[x],dev-tempest-gateway.serviceinsight.cbre.com,20.22.50.35,,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
[x],dev-workplace.cbre.com,45.223.164.170,4z4sugs.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dev.api.benchmarker.cbre.com,20.118.56.4,"devpipbenchmarkerapi.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.api.builder.cbre.com,20.118.56.4,"deveabuilderapi.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.api.locator.cbre.com,20.118.56.4,"devealocatorapi.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.autobuild.cbre.com,20.118.56.4,"devautobuild.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.avm.cbre.com,45.223.164.170,sr6boz5.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dev.benchmarker.cbre.com,20.118.56.4,"devpipbenchmarker.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.builder.cbre.com,20.118.56.4,"deveabuilder.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.capitalflows.cbre.com,52.174.235.29,"gitdb-dev.azurewebsites.net, waws-prod-am2-139.sip.azurewebsites.windows.net, waws-prod-am2-139.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],dev.cbreone.cbre.com,"108.138.17.11, 108.138.17.29, 108.138.17.69, 108.138.17.51",d2i40cikh5bjgh.cloudfront.net,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1407.awsdns-47.org, ns-1628.awsdns-11.co.uk, ns-331.awsdns-41.com, ns-953.awsdns-55.net","2600:9000:2491:5e00:1e:89c0:1040:93a1, 2600:9000:2491:ae00:1e:89c0:1040:93a1, 2600:9000:2491:5800:1e:89c0:1040:93a1, 2600:9000:2491:ca00:1e:89c0:1040:93a1, 2600:9000:2491:d200:1e:89c0:1040:93a1, 2600:9000:2491:ba00:1e:89c0:1040:93a1, 2600:9000:2491:1c00:1e:89c0:1040:93a1, 2600:9000:2491:2200:1e:89c0:1040:93a1",,,,
[x],dev.devx.cbre.com,"108.138.17.26, 108.138.17.101, 108.138.17.113, 108.138.17.97",d1clsedq6ndvlv.cloudfront.net,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1169.awsdns-18.org, ns-144.awsdns-18.com, ns-1924.awsdns-48.co.uk, ns-688.awsdns-22.net",,,,,
[x],dev.experience.cbre.com,"13.107.238.44, 13.107.237.44","gws-experience-non-prod.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",,,,
[x],dev.gcso.cbre.com,"52.39.194.211, 52.37.82.52, 44.231.43.54",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,,NOERROR,,,,,,,,
[x],dev.horizons.cbre.com,20.118.56.4,"devpiphotelhorizons.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.import.capitalflows.cbre.com,52.174.235.29,"gitdb-api-import-dev.azurewebsites.net, waws-prod-am2-139.sip.azurewebsites.windows.net, waws-prod-am2-139.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],dev.locator.cbre.com,20.118.56.4,"devealocator.azurewebsites.net, waws-prod-dm1-287.sip.azurewebsites.windows.net, waws-prod-dm1-287-4fdb.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],dev.officeready-np.cbre.com,54.144.128.85,,,NOERROR,,,,,,,,
[x],dev.pjmtech-np.cbre.com,45.223.152.188,j2wihn2.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dev.report.capitalflows.cbre.com,,"gitdb-api-report-dev.azurewebsites.net, waws-prod-am2-139.sip.azurewebsites.windows.net, waws-prod-am2-139.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],dev.smartfm.cbre.com,20.221.91.221,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dev.transaction.capitalflows.cbre.com,52.174.235.29,"gitdb-api-dev.azurewebsites.net, waws-prod-am2-139.sip.azurewebsites.windows.net, waws-prod-am2-139.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],devapi.devx.cbre.com,"44.199.126.120, 52.3.45.89, 52.20.82.124",devx-devx3-dev-alb-707534802.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devapi.officeready-np.cbre.com,45.223.167.4,l2mhcfv.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],devapi.pjmtech-np.cbre.com,45.223.59.188,o6iyvg5.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],developer.gcso.cbre.com,"44.231.43.54, 52.37.82.52, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devops-cmms-auth.serviceinsight.cbre.com,,"devops-sijarvis-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0012.t-0009.fb-t-msedge.net, part-0012.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],devopsmetrics.cbre.com,20.22.139.57,devopsmetrics-waf-prod.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],devopsportal.cbre.com,20.22.139.57,devopsmetrics-waf-prod.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],devui.officeready-np.cbre.com,45.223.167.4,e4v7chy.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dimension-next.cbre.com,45.223.167.4,a36oyb5.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dimension.cbre.com,45.223.167.4,vv2pp4b.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dimension.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],dimensionserver.cbre.com,45.223.167.4,5djl6qa.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],dimensionserver.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],dimensionserveruat.cbre.com,208.68.244.20,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dimensionuat.cbre.com,208.68.244.20,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],diversity.cbre.com,52.165.28.254,cbrecom-rootredirects-cus.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],dm-cbreglobalinvestors.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],docs-auth.trammellcrow.com,20.96.116.69,ecm-agw.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],doctracker.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],download.myim.cbre.com,208.68.246.143,myim.cbre.com,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dr1.cbre.com,208.68.246.52,ldrpsweb.cbre.com,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],drcsg.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],dsr.cbre.com,208.68.246.43,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],earth.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],easitip.trammellcrow.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ecerm.cbre.com,"13.107.253.45, 13.107.226.45","cbregwsfd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,
[x],ecm-np.cbre.com,"34.203.73.51, 44.207.78.170, 34.234.122.207",ot-fen-np-external-828839654.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ecm.cbre.com,"3.231.9.1, 34.195.116.206, 54.152.186.150",us-ecm-fen-prod-1159015456.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ecmtest.cbre.com,"44.207.78.170, 34.234.122.207, 34.203.73.51",ot-fen-np-external-828839654.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ecs-staging.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ecs.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],edp-prod-jenkins.cbre.com,,,,NOERROR,,,,,,,,
[x],eft.cbre.com,208.68.246.182,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],eftcloud-test.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],eftcloud.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],egypt.cbre.com,"104.18.20.118, 104.18.21.118",egypt.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],eig.cbre.com,208.68.246.63,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],einstein.trammellcrow.com,208.68.246.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],eip.cbre.com,208.68.247.169,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],elearnresources.cbre.com,208.68.246.235,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],elite-powerbitest.trammellcrow.com,54.144.128.85,tcc-elite-test-powerbiapp.use2-cbre-nonprod.appserviceenvironment.net,,NOERROR,,,,,,,,
[x],elite-preprod.trammellcrow.com,20.22.160.46,tcc-elite-prod.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],elite-test.trammellcrow.com,45.223.167.4,5n9hxwg.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],elite.trammellcrow.com,45.223.167.4,2nykp5n.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],email.cbre.com,208.68.246.51,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],emea.artifactory.gcso.cbre.com,"35.171.13.15, 3.208.219.110, 52.71.246.226",gcso-art-prod-pub-156136334.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],emeanet.cbre.com,213.86.33.16,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],emerald.cbre.com,"104.18.21.118, 104.18.20.118",emerald.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1576, 2606:4700::6812:1476",,,,
[x],emsoffice.cbre.com,208.68.246.38,emsoffice.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],enterprise.serviceinsight.cbre.com,54.144.128.85,,,NOERROR,,,,,,,,
[x],enterpriseenrollment.cbre.com,52.236.189.96,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],erpbinotification.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],exampleaccept-domain.gcso.cbre.com,"44.231.43.54, 52.37.82.52, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],execudash.cbre.com,208.68.247.82,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],exta.cbre.com,208.68.246.39,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],f4-vm1.gcso.cbre.com,"52.37.82.52, 52.39.194.211, 44.231.43.54",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],f5auth.cbre.com,208.68.246.39,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],fastreport.cbre.com,45.223.167.4,n7rln3u.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],fedsso.cbre.com,208.68.246.234,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],flooredproducts.cbre.com,"18.66.112.70, 18.66.112.108, 18.66.112.83, 18.66.112.33",d28ufkxj3vfkg1.cloudfront.net,"ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-865.awsdns-44.net, ns-96.awsdns-12.com, ns-1181.awsdns-19.org, ns-1587.awsdns-06.co.uk","2600:9000:223f:d800:12:f67c:1040:93a1, 2600:9000:223f:dc00:12:f67c:1040:93a1, 2600:9000:223f:7400:12:f67c:1040:93a1, 2600:9000:223f:8a00:12:f67c:1040:93a1, 2600:9000:223f:9a00:12:f67c:1040:93a1, 2600:9000:223f:d400:12:f67c:1040:93a1, 2600:9000:223f:3c00:12:f67c:1040:93a1, 2600:9000:223f:b600:12:f67c:1040:93a1",,,,
[x],fmsdemo-aws.dev.gcso.cbre.com,"44.231.43.54, 52.37.82.52, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,,
[x],fte-intranet.cbre.com,208.68.246.51,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],fte1-www.cbre.com,"104.18.20.118, 104.18.21.118",fte1-www.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1576, 2606:4700::6812:1476",,,,
[x],fte1-www.trammellcrow.com,"104.18.9.201, 104.18.8.201",fte1-www.trammellcrow.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:8c9, 2606:4700::6812:9c9",,,,
[x],ftegws-sr-middleware.cbre.com,,,,NOERROR,,,,,,,,
[x],ftp.trammellcrow.com,208.68.246.7,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobile.cbre.com,208.68.246.70,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobiledemo.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobiledr.cbre.com,208.68.244.70,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobilemauat.cbre.com,208.68.245.36,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobiletrtrg.cbre.com,208.68.247.164,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobiletruat.cbre.com,208.68.246.113,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobiletst.cbre.com,208.68.244.36,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gcsmobileuat.cbre.com,208.68.244.37,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],gcso.cbre.com,,,"ns-1072.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1072.awsdns-06.org, ns-1593.awsdns-07.co.uk, ns-403.awsdns-50.com, ns-673.awsdns-20.net",,,,,
[x],gds.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ge.webcore.cbre.com,217.20.16.142,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],genetec.cbre.com,208.68.247.59,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],geocoderapi-uat.cbre.com,20.22.162.38,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],geocoderapi.cbre.com,20.98.185.60,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],geoserver.cbre.com,20.118.56.2,"cbreeageoserver.azurewebsites.net, waws-prod-dm1-277.sip.azurewebsites.windows.net, waws-prod-dm1-277-756f.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],geoskill-dev.cbre.com,54.144.128.85,cbre-geoskill-dev.ase-cbre-nonp.p.azurewebsites.net,,NOERROR,,,,,,,,
[x],geoskill-test.cbre.com,45.223.167.4,v2yepwb.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],geoskill.cbre.com,45.223.167.4,i42o5xn.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],gia-api-qa.cbre.com,45.223.59.188,hqkttq2.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
