input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_mismatched,tls_wildcard_certificate,tech_,cdn_name,cdn,final_url,csp_domains_,tls_expired,tls_self_signed
dealdata-oss-uat2.cbre.com,404 Not Found,404,279,dealdata-oss-uat2.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T08:48:58Z,2023-10-04T08:48:58Z,CN=imperva.com,imperva.com,,staging.pipbuilder.cbrehotels.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,0b32bb9baaf0ff8ddb8a1581f5f5866b,2f626380b7afabb9ec1d2fd8be57a6af6a713bbb2619ec79d07df68bd38a9be9,ctls,dealdata-oss-uat2.cbre.com,443,https://dealdata-oss-uat2.cbre.com:443,https,,text/html,GET,45.223.167.4,/,1036447150,45.223.167.4,8,False,,,Imperva,incapsula,True,,,,
dealdata-oss.cbre.com,Test,200,226,dealdata-oss.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T13:26:32Z,2023-11-07T13:26:32Z,CN=imperva.com,imperva.com,,staging.api.forecaster.cbre.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,e933ea2425891bbda735fbf064b6db9a,03272aee7df4a68fe17669c12c12111133565f763b0c13838bad8117cb2e5169,ctls,dealdata-oss.cbre.com,80,http://dealdata-oss.cbre.com:80,http,,text/html,GET,45.223.59.188,/,-1779451930,45.223.59.188,4,False,,,Imperva,incapsula,True,https://dealdata-oss.cbre.com,,,
dealdatatohon-uat.cbre.com,,200,8,dealdatatohon-uat.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=dealdatatohon-uat.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",dealdatatohon-uat.cbre.com,CBRE Group Inc.,www.dealdatatohon-uat.cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,237962e3bac3d54316719b0b127f3205,7b73db0cb457bda7ba97ed8763a63a9cfd5bb7e9ba23c2545efa0ebe0d5b97f3,ctls,dealdatatohon-uat.cbre.com,443,https://dealdatatohon-uat.cbre.com:443,https,WSGIServer/0.2 CPython/3.9.16,text/html,GET,20.48.82.18,/,-909858089,20.48.82.18,1,False,,,HSTS,azure,True,,,,
demo.locator.cbre.com,401 Unauthorized,401,503,demo.locator.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=demo.locator.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",demo.locator.cbre.com,CBRE Group Inc.,www.demo.locator.cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3f1d3dd6958302f6bc0e9c2151b49c2e,9382aa7d7290244128cc573c5b5f312fbc41d6c46a3b0999ee36e5e13029a5de,ctls,demo.locator.cbre.com,443,https://demo.locator.cbre.com:443,https,Apache,text/html,GET,185.181.124.198,/,46228648,185.181.124.198,15,False,,,HSTS,,,,,,
dev.api.benchmarker.cbre.com,,500,780,dev.api.benchmarker.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2023-07-27T23:59:59Z,CN=dev.api.benchmarker.cbre.com,dev.api.benchmarker.cbre.com,,dev.api.benchmarker.cbre.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",88c96c7b08efe82910a04fb11afb6685,28f95461d9e49b6faed955fe5d3404de4e5ed926c4a152c485864a2f33a9efb5,ctls,dev.api.benchmarker.cbre.com,80,http://dev.api.benchmarker.cbre.com:80,http,Microsoft-IIS/10.0,application/json,GET,20.118.56.4,/,-1586197265,20.118.56.4,14,False,,,Windows Server,,,https://dev.api.benchmarker.cbre.com/,,,
dev.api.builder.cbre.com,,500,780,dev.api.builder.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2023-08-06T23:59:59Z,CN=dev.api.builder.cbre.com,dev.api.builder.cbre.com,,dev.api.builder.cbre.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",96c8443923370461fd394f1e170fa8f5,fcb9c0ea20d9973d2ccc5c0f5d729a922e4af7570123b01581b14d27efad8088,ctls,dev.api.builder.cbre.com,443,https://dev.api.builder.cbre.com:443,https,Microsoft-IIS/10.0,application/json,GET,20.118.56.4,/,-1586197265,20.118.56.4,14,False,,,Windows Server,,,,,,
dev.api.locator.cbre.com,,500,780,dev.api.locator.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-06T00:00:00Z,2023-11-06T23:59:59Z,CN=dev.api.locator.cbre.com,dev.api.locator.cbre.com,,dev.api.locator.cbre.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",f0b4c808ed9bd475d25cd41880b98512,7eb52c3fd68f8adb72e636635152a69e24f8be91133b21971316de05c6ea5fa3,ctls,dev.api.locator.cbre.com,443,https://dev.api.locator.cbre.com:443,https,Microsoft-IIS/10.0,application/json,GET,20.118.56.4,/,-1586197265,20.118.56.4,14,False,,,Windows Server,,,,,,
dev.benchmarker.cbre.com,Benchmarker,200,6340,dev.benchmarker.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2023-07-27T23:59:59Z,CN=dev.benchmarker.cbre.com,dev.benchmarker.cbre.com,,dev.benchmarker.cbre.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",02f1c7245ea2358bdb79a6198f7e582c,ea05d541139e093729be564a2f0adf72f6394d1e94f474ecda435bd1975580dd,ctls,dev.benchmarker.cbre.com,443,https://dev.benchmarker.cbre.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.118.56.4,/,1823383072,20.118.56.4,17,False,,,Windows Server,,,,,,
dev.capitalflows.cbre.com,Web App - Unavailable,403,1892,dev.capitalflows.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=capitalflows.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",capitalflows.cbre.com,CBRE Group Inc.,transaction.capitalflows.cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa86540daef01fab58921f91baeacb2f,3bc5c69b108d1efc4d5068dca8df41edeaf2fcb700b1ad3db7b8f535b8954fd1,ctls,dev.capitalflows.cbre.com,443,https://dev.capitalflows.cbre.com:443,https,,text/html,GET,52.174.235.29,/,-237335256,52.174.235.29,74,False,,,,azure,True,,,,
dev.horizons.cbre.com,Hotel Horizons,200,6343,dev.horizons.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T00:00:00Z,2023-11-02T23:59:59Z,CN=dev.horizons.cbre.com,dev.horizons.cbre.com,,dev.horizons.cbre.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",002332a5a3da4e00b332136599c443d7,9da8212870244ad20a91bf50a62da51494ecc50d07e4fce684b8b16fcfc94e5d,ctls,dev.horizons.cbre.com,443,https://dev.horizons.cbre.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.118.56.4,/,168413089,20.118.56.4,17,False,,,Windows Server,,,,,,
dev.import.capitalflows.cbre.com,Web App - Unavailable,403,1892,dev.import.capitalflows.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-01-30T00:00:00Z,2022-01-29T23:59:59Z,"CN=capitalflows.cbre.com, OU=IT, O=CBRE\, Inc., street=2100 Ross Avenue\, Suite 1700, L=Dallas, ST=Texas, postalCode=75201, C=US",capitalflows.cbre.com,"CBRE, Inc.",transaction.capitalflows.cbre.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,d2efcc292b9d26dc3209648eb9c4e7ed,ad5ee832e6a2e896e85777fcfe29f042a218b84c26c0672bbd870d2737e496a9,ctls,dev.import.capitalflows.cbre.com,443,https://dev.import.capitalflows.cbre.com:443,https,,text/html,GET,52.174.235.29,/,-237335256,52.174.235.29,74,False,,,,azure,True,,,True,
dev.pjmtech-np.cbre.com,PJM,200,3314,dev.pjmtech-np.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T13:26:32Z,2023-11-07T13:26:32Z,CN=imperva.com,imperva.com,,staging.api.forecaster.cbre.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,e933ea2425891bbda735fbf064b6db9a,03272aee7df4a68fe17669c12c12111133565f763b0c13838bad8117cb2e5169,ctls,dev.pjmtech-np.cbre.com,443,https://dev.pjmtech-np.cbre.com:443,https,,text/html,GET,45.223.59.188,/,341381067,45.223.59.188,1,False,,,Imperva,incapsula,True,,https://cbreconnect.onmicrosoft.com/,,
dev.report.capitalflows.cbre.com,Web App - Unavailable,403,1892,dev.report.capitalflows.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-01-30T00:00:00Z,2022-01-29T23:59:59Z,"CN=capitalflows.cbre.com, OU=IT, O=CBRE\, Inc., street=2100 Ross Avenue\, Suite 1700, L=Dallas, ST=Texas, postalCode=75201, C=US",capitalflows.cbre.com,"CBRE, Inc.",transaction.capitalflows.cbre.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,d2efcc292b9d26dc3209648eb9c4e7ed,ad5ee832e6a2e896e85777fcfe29f042a218b84c26c0672bbd870d2737e496a9,ctls,dev.report.capitalflows.cbre.com,443,https://dev.report.capitalflows.cbre.com:443,https,,text/html,GET,52.174.235.29,/,-237335256,52.174.235.29,74,False,,,,azure,True,,,True,
devapi.devx.cbre.com,,404,,devapi.devx.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-31T23:59:59Z,CN=dev.devx.cbre.com,dev.devx.cbre.com,,devapi.devx.cbre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07900e8df3fa6ae475bcd0d76c18500a,08ae0762d0b4e3839fbf3d719375b437ab74c1863427fb99f65f7f36cf34402c,ctls,devapi.devx.cbre.com,443,https://devapi.devx.cbre.com:443,https,,,GET,52.3.45.89,/,-1840324437,44.199.126.120,1,False,,,HSTS,,,,*.logs.datadoghq.eu,,
devui.officeready-np.cbre.com,CBRE Office Ready,200,850,devui.officeready-np.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T08:48:58Z,2023-10-04T08:48:58Z,CN=imperva.com,imperva.com,,staging.pipbuilder.cbrehotels.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,0b32bb9baaf0ff8ddb8a1581f5f5866b,2f626380b7afabb9ec1d2fd8be57a6af6a713bbb2619ec79d07df68bd38a9be9,ctls,devui.officeready-np.cbre.com,443,https://devui.officeready-np.cbre.com:443,https,nginx,text/html,GET,45.223.167.4,/,483898008,45.223.167.4,1,False,,,Nginx,incapsula,True,,,,
dimensionserver.glb.cbre.com,,200,1496,,,,,,,,,,,,,,,,,,,80,http://dimensionserver.glb.cbre.com:80,http,AmazonS3,text/html,GET,208.68.247.27,/,-1899055837,208.68.247.27,26,False,,,Amazon Web Services,,,http://support.cbre.com/CBRENoAccess/,,,
dimensionserveruat.cbre.com,,200,20366,,,,,,,,,,,,,,,,,,,80,http://dimensionserveruat.cbre.com:80,http,AmazonS3,text/html,GET,208.68.244.20,/,138304300,208.68.244.20,253,False,,,Amazon Web Services,,,http://support.cbre.com/cbre/,,,
dm-cbreglobalinvestors.glb.cbre.com,,200,1496,,,,,,,,,,,,,,,,,,,80,http://dm-cbreglobalinvestors.glb.cbre.com:80,http,AmazonS3,text/html,GET,208.68.247.27,/,-1899055837,208.68.247.27,26,False,,,Amazon Web Services,,,http://support.cbre.com/CBRENoAccess/,,,
easitip.trammellcrow.com,TCC-EASI-TIP,200,10691,easitip.trammellcrow.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-15T23:59:59Z,"CN=easitip.trammellcrow.com, O=CBRE Group Inc., ST=Texas, C=US",easitip.trammellcrow.com,CBRE Group Inc.,www.easitip.trammellcrow.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b5a8b5d3d71de7ea9f0661ef9a4ad389,258e8f5caa570f39b0cd97a5ec38af44885b72ad00450cbc80ec1b8794ced35c,ctls,easitip.trammellcrow.com,443,https://easitip.trammellcrow.com:443,https,nginx/1.16.0,text/html,GET,208.68.246.52,/,-1851491385,208.68.246.52,69,False,,,Nginx:1.16.0,,,,,,
elite-preprod.trammellcrow.com,404 Not Found,404,179,elite-preprod.trammellcrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-20T00:00:00Z,2023-05-20T23:59:59Z,"CN=elite.trammellcrow.com, O=CBRE Inc., ST=Texas, C=US",elite.trammellcrow.com,CBRE Inc.,elite-preprod.trammellcrow.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,9fa8e180e07664cb44d02e03bf7b846a,df7ad7fa32539fea0e3cfbd039caecbe91ca18791086ae18ac6a50c756fa3a1f,ctls,elite-preprod.trammellcrow.com,443,https://elite-preprod.trammellcrow.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.22.160.46,/,-1646985303,20.22.160.46,8,False,,,,,,,,,
elite-test.trammellcrow.com,Sign in to your account,200,204288,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://elite-test.trammellcrow.com:443,https,,text/html,GET,45.223.167.4,/,713326637,45.223.167.4,174,False,,,HSTS,incapsula,True,https://login.microsoftonline.com/0159e9d0-09a0-4edf-96ba-a3deea363c28/oauth2/authorize?client_id=6bf61734-4249-41a2-bd11-c9ec4f67cb34&redirect_uri=https%3A%2F%2Felite-test.trammellcrow.com%2F&response_type=code%20id_token&scope=openid%20profile%20offline_accessUser.Read&state=OpenIdConnect.AuthenticationProperties%3DIO5q_ZR18258GJtCMuBNXtGrVnOU8jIJ8TQd9vYnPRDQo9n9LPtkiCiGVGM5h9qpF4G1axtomrg-SS8LHnxmdWWw-L9yy1eac1Z1WtA3VHLzk3IRyDk4C5vrlXtx4xXGFEUAzk0Ah2HwKyv-vEV4MvPmo-Mz8UI0vs6owL4OhwGCE8EszC-QXWeiss2VDuNO&response_mode=form_post&nonce=638194250922002118.ODk0Y2QwZTAtNjkwNC00NmQxLTgzY2EtM2U2NjgyMWY4ODBkMGMxYTNjMjktMmMwYy00N2YyLWJjOGYtMzczM2U0N2VkNDEx&myNewParameter=its%20Value&x-client-SKU=ID_NET472&x-client-ver=6.23.1.0,,,
elite.trammellcrow.com,Sign in to your account,200,202160,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://elite.trammellcrow.com:443,https,,text/html,GET,45.223.167.4,/,713326637,45.223.167.4,174,False,,,HSTS,incapsula,True,https://login.microsoftonline.com/0159e9d0-09a0-4edf-96ba-a3deea363c28/oauth2/authorize?client_id=6073441e-86f5-4169-b7c9-105655b6b3e3&redirect_uri=https%3A%2F%2Felite.trammellcrow.com%2F&response_type=code%20id_token&scope=openid%20profile%20offline_accessUser.Read&state=OpenIdConnect.AuthenticationProperties%3Dn4cSNxqilE_7laCdgcBXIwdgQ6uVnUxKBfhgXGWC9ibQDoROdYGL1ciF0jWafA__dhTGmxqNAJ3NR0OI-F6LU-k-uoOGyf0pcdcG6b_zzCY1-d4_fMn9LdKGkJuN-Eb6GJueZj8MdGshARtePBfrgHLH_0GxEXmZuLhFVSW8PU2-VO10pfMSRYAeCXpqorXt&response_mode=form_post&nonce=638194250922293994.M2JhYzQ1NTItODUxYS00ODRiLWE0MWItOWE3YjYzNDE3YzI0NDQxNTkyNjQtYzcyMi00YTlkLWE4NmItNzcwMDU4YTJlOGVm&myNewParameter=its%20Value&x-client-SKU=ID_NET472&x-client-ver=6.23.1.0,,,
emerald.cbre.com,Just a moment...,403,6823,emerald.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",www.cbre.com,CBRE Group Inc.,www.trammellcrow.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3832f562b177f11f9ece3b51f19f0f68,ac419708c523535f2545b40dff36c6df94676666c02a16e6d4784bdf079f46ca,ctls,emerald.cbre.com,443,https://emerald.cbre.com:443,https,cloudflare,text/html,GET,104.18.20.118,/,-282532459,2606:4700::6812:1476,87,False,,,Cloudflare Bot Management,cloudflare,True,,,,
enterpriseenrollment.cbre.com,Microsoft Intune admin center,200,39994,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,443,https://enterpriseenrollment.cbre.com:443,https,,text/html,GET,20.91.147.72,/,1631801191,20.91.147.72,4,False,,,HSTS,,,https://intune.microsoft.com/,,,
f5auth.cbre.com,,200,174,f5auth.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",*.cbre.com,CBRE Group Inc.,cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e9be1ec298c7e34ac089b5dada194c7f,c790ee9c42a6d050d34acaab544fa284a1082edad9462c875060013356a09103,ctls,f5auth.cbre.com,80,http://f5auth.cbre.com:80,http,BigIP,,GET,208.68.246.39,/,878647854,208.68.246.39,6,False,,True,F5 BigIP,,,https://f5auth.cbre.com/my.logout.php3?errorcode=19,,,
flooredproducts.cbre.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://flooredproducts.cbre.com:80,http,CloudFront,text/html,GET,18.66.112.70,/,2099887774,2600:9000:223f:1c00:12:f67c:1040:93a1,20,False,,,Amazon Web Services,cloudfront,True,,,,
fte1-www.trammellcrow.com,Origin DNS error | fte1-www.trammellcrow.com | Cloudflare,530,6226,,,,,,,,,,,,,,,,,,,80,http://fte1-www.trammellcrow.com:80,http,cloudflare,text/html,GET,104.18.8.201,/,-2024090337,2606:4700::6812:9c9,93,False,,,Cloudflare,cloudflare,True,,,,
geocoderapi.cbre.com,,404,,geocoderapi.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=bam.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",bam.cbre.com,CBRE Group Inc.,poiapi.cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7bf08134fa12f15f3068d9a4512e65d8,d4d34f616c022230ca9ffdaef4310db111bbd6a0385fc6e988b506f91c4ebbec,ctls,geocoderapi.cbre.com,80,http://geocoderapi.cbre.com:80,http,Kestrel,,GET,20.98.185.60,/,-1840324437,20.98.185.60,1,False,,,Microsoft ASP.NET,,,https://geocoderapi.cbre.com,,,
geoserver.cbre.com,Microsoft Azure App Service - Welcome,200,6058,geoserver.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2023-07-27T23:59:59Z,CN=geoserver.cbre.com,geoserver.cbre.com,,geoserver.cbre.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4e65d63e6177a9ac1b20e027747df2df,18f5df9dbe859e1e0c82fdd1247541082916e76d3d33bee01ce8cbc8ed125e0d,ctls,geoserver.cbre.com,80,http://geoserver.cbre.com:80,http,,text/html,GET,20.118.56.2,/,-472821164,20.118.56.2,99,False,,,Java,,,https://geoserver.cbre.com/,,,
geoskill-test.cbre.com,Sign in to your account,200,198352,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://geoskill-test.cbre.com:443,https,,text/html,GET,45.223.167.4,/,-795055355,45.223.167.4,173,False,,,HSTS,incapsula,True,https://login.microsoftonline.com/0159e9d0-09a0-4edf-96ba-a3deea363c28/oauth2/authorize?response_type=id_token&redirect_uri=https%3A%2F%2Fgeoskill-test.cbre.com%2F.auth%2Flogin%2Faad%2Fcallback&client_id=f940a241-401f-4457-8776-0b123721876d&scope=openid+profile+email&response_mode=form_post&nonce=de40c81528204dba8170074b8f6aad76_20230511180954&state=redir%3D%252F,,,
geoskill.cbre.com,Home Realm Discovery,200,24181,sso.cbre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=sso.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",sso.cbre.com,CBRE Group Inc.,www.sso.cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d92fa3834b576d71a46f3d42da656846,2d4e6d1aa96e2fc40eecc460778ed81a85ae15d3ef4a18508c8ee8dfa9c86f80,ctls,sso.cbre.com,80,http://geoskill.cbre.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,45.223.167.4,/,-820399178,45.223.167.4,470,False,,,Microsoft HTTPAPI:2.0,incapsula,True,https://sso.cbre.com/adfs/ls/?client-request-id=00ce7593-f518-43c1-aa1f-c368e29fa884&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA02I21DO0UjFMNU2zNDU11TUwSUnRNUlONdBNSjQ30bVMMzKyMDBIMjJKMS8S4hKYXHqOQeLrQedV8oczHs1f0TKLkSM5qShVLzk_dxWjUUZJSUGxlb5-emp-cXZmTo4eTE5fL7G0JEM_Jz89M08_MTFFPzkxJycpMTl7ByPjBUbGF4yMq5j0k5LNkwyTk5OTkhItTQyNTC0TTcxTzJIMUlIMzFLM0szjjQyMjA1MDQ0NjQ2Abr3FxO_vCDTVCETkF2VWpX5i4kzLL8qNL8gvLpnFzFmUmpJZZKtq5LaJWcXA0NQy1TLFQNfAMtFA1yQ1JU3X0iwpUTfROCU1NdHYzDjZyOIUs0h-QWpeZopCQVF-WmZOqkJqbmJmzgUWxlcsTAbMP1gYF7ECg6DFzisvKOaoz5qHE-89uK3JcIpVvwBoValTVlRRaLF3VK5jpm--q0eGUbZrmZFxXlKFGyg4C0PM9UODcyJtTawMJ7AxTmBj-8DG2MHOsIuTjFA7wMvwg6_n3pUri09eeevxil_HOdG5KiAzzcK3PELb1D0wtTLHK9PF2Smx0CXd0MiloiQwL8IjPzzH1Ccz0BYA0,,,
