input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tech_,cdn_name,cdn,final_url,csp_domains_
api.ecs.hoteltonight-test.com,Fastly error: unknown domain api.ecs.hoteltonight-test.com,500,286,443,https://api.ecs.hoteltonight-test.com:443,https,Varnish,text/html,GET,151.101.2.217,/,-52827942,151.101.194.217,8,False,api.ecs.hoteltonight-test.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-10T04:55:10Z,2024-05-11T04:55:09Z,CN=e.sni-729-default.ssl.fastly.net,e.sni-729-default.ssl.fastly.net,,e.sni-729-default.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,5fe6f13c668855c7e8c9cf594561da13,df2a095e99656098633c2d18c6d66b3fb264814e16ad4f141ad839f06e1a73d3,,ctls,api.ecs.hoteltonight-test.com,Varnish,fastly,True,,
api.geetest.com,AccessDeny,429,1225,443,https://api.geetest.com:443,https,EdgeOne_SS_OC,,GET,43.159.107.100,/,,43.159.106.100,2,False,api.geetest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-28T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.geetest.com, O=Wuhan Jiyi Network Technology Co.\, Ltd., L=武汉市, ST=湖北省, C=CN",*.geetest.com,"Wuhan Jiyi Network Technology Co., Ltd.",geetest.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,68e4e1dab8ab933b9951db6ce91b54e5,f71d1efcb8eff091464431a2d1e8989ef7c74b63c9c58ba9ea971dfb516ecea4,True,ctls,api.geetest.com,,,,,
api.geevisit.com,AccessDeny,429,1224,443,https://api.geevisit.com:443,https,EdgeOne_SS_OC,,GET,43.159.107.100,/,,43.159.106.100,2,False,api.geevisit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-01T00:00:00Z,2023-06-11T23:59:59Z,CN=*.geevisit.com,*.geevisit.com,,geevisit.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",78ecf29d346635c036bc49fec2e0e322,943338194c81c509b1068d87cd428a20ed7583a542d79b2938e19f7ed8469ce0,True,ctls,api.geevisit.com,,,,,
api.hoteltonight-test.com,HTx Mobile,200,3014,443,https://api.hoteltonight-test.com:443,https,,text/html,GET,146.75.118.217,/,1765005346,146.75.118.217,6,False,partners.hoteltonight-test.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-01T14:42:14Z,2023-12-03T14:42:13Z,CN=*.hoteltonight-test.com,*.hoteltonight-test.com,,*.hoteltonight-test.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,fd08dd99082f98a51107528795bebf17,0d792cd2b9c79074c46921488ef1543c31f9d0eac6441678ad541256e78ffd82,True,ctls,partners.hoteltonight-test.com,Varnish,fastly,True,https://partners.hoteltonight-test.com/login,
api.http2.hoteltonight-test.com,Fastly error: unknown domain api.http2.hoteltonight-test.com,500,290,443,https://api.http2.hoteltonight-test.com:443,https,Varnish,text/html,GET,146.75.118.217,/,612986410,146.75.118.217,8,False,api.http2.hoteltonight-test.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-10T04:55:10Z,2024-05-11T04:55:09Z,CN=e.sni-729-default.ssl.fastly.net,e.sni-729-default.ssl.fastly.net,,e.sni-729-default.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,5fe6f13c668855c7e8c9cf594561da13,df2a095e99656098633c2d18c6d66b3fb264814e16ad4f141ad839f06e1a73d3,,ctls,api.http2.hoteltonight-test.com,Varnish,fastly,True,,
api.localhost.airbnb.comapi.next.airbnb.com,Invalid URL,400,208,80,http://api.localhost.airbnb.comapi.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,2008743466,95.101.111.158,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
api.next.airbnb.com,,404,79,443,https://api.next.airbnb.com:443,https,nginx,application/json,GET,2.16.187.11,/,160251748,2.16.187.115,1,False,api.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,api.next.airbnb.com,Nginx,,,,www.googleadservices.com
api.preprod.airbnb.com,Access Denied,403,275,443,https://api.preprod.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,1977150859,2.16.187.115,10,False,api.preprod.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,api.preprod.airbnb.com,HTTP/3,,,,
apicovid19-el.next.airbnb.com,Invalid URL,400,208,443,https://apicovid19-el.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,-1911380575,2.16.187.11,8,False,apicovid19-el.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,apicovid19-el.next.airbnb.com,,,,,
apicovid19es.next.airbnb.com,Invalid URL,400,208,443,https://apicovid19es.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-364244036,95.101.111.163,8,False,apicovid19es.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,apicovid19es.next.airbnb.com,,,,,
apiwww.next.airbnb.com,Invalid URL,400,208,443,https://apiwww.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,-810075448,2.16.187.11,8,False,apiwww.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,apiwww.next.airbnb.com,,,,,
app.link,502 Bad Gateway,502,552,443,https://app.link:443,https,cloudflare,text/html,GET,99.86.4.94,/,1274734426,2600:9000:2057:800:19:9934:6a80:93a1,14,False,www.branch.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T23:25:20Z,2023-06-12T23:25:19Z,CN=www.branch.io,www.branch.io,,www.branch.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b2182c389d60750b3899e98eaaa8c30d,f5844ff88ceb0775e70c75ea40e6b5283f0a37e791ec9cc21f7ae424d9bb3e87,,ctls,www.branch.io,HTTP/3,cloudfront,True,https://www.branch.io/applink,
apwww.next.airbnb.com,Invalid URL,400,208,443,https://apwww.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,1399516637,2.16.187.11,8,False,apwww.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,apwww.next.airbnb.com,,,,,
ar.airbnb.com,Access Denied,403,262,443,https://ar.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,-662332835,2.16.187.32,10,False,ar.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,ar.airbnb.com,HTTP/3,,,,
ar.next.airbnb.com,Access Denied,403,271,443,https://ar.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,245755423,2.16.187.11,10,False,ar.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ar.next.airbnb.com,HTTP/3,,,,
ardbeg.info.next.airbnb.com,Invalid URL,400,208,80,http://ardbeg.info.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,220768735,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
art2.p2p.next.airbnb.com,Invalid URL,400,208,80,http://art2.p2p.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,501630343,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
assets.airbnb.com,,403,243,443,https://assets.airbnb.com:443,https,AmazonS3,application/xml,GET,2.16.187.11,/,-374367506,2.16.187.115,2,False,assets.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,assets.airbnb.com,Amazon Web Services,,,,
assets.next.airbnb.com,Invalid URL,400,208,443,https://assets.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-1681271724,2.16.187.115,8,False,assets.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,assets.next.airbnb.com,,,,,
august.adapter.next.airbnb.com,Invalid URL,400,208,80,http://august.adapter.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.115,/,1971690253,2.16.187.11,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
auth.next.airbnb.com,Invalid URL,400,208,443,https://auth.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,-921738206,95.101.111.158,8,False,auth.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,auth.next.airbnb.com,,,,,
autoconfig.next.airbnb.com,Invalid URL,400,208,443,https://autoconfig.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,873654377,2.16.187.115,8,False,autoconfig.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,autoconfig.next.airbnb.com,,,,,
autodiscover.luxuryretreats.com,Redirecting,200,157026,80,http://autodiscover.luxuryretreats.com:80,http,,text/html,GET,40.99.150.56,/,-1249852061,2603:1026:c0d:82e::8,86,False,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,HSTS,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=4c438e2b-5867-1ab7-f684-192e78c6292f&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=luxuryretreats.com&nonce=638195176839834211.a4417454-bb35-4f31-b934-0b4aa1d876f6&state=DYvLDsIgEABB_8UbtOsur0PjtyyFJiZtSChU_Xs5zCRzGCmEuA9uAzkPCWfRQzDgrMfgkZ4AmonAkSEVIxpFG4KKAUnNkZgheWc3K8erp_Lh6VUz78ey92-vv5rbyHbqtRyPKy3cW0nvcy1Xrn8,
az.airbnb.com,Access Denied,403,262,443,https://az.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,484093359,95.101.111.158,10,False,az.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,az.airbnb.com,HTTP/3,,,,
b.next.airbnb.com,Invalid URL,400,208,443,https://b.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-1398114116,2.16.187.115,8,False,b.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,b.next.airbnb.com,,,,,
baesilri2.moodle.next.airbnb.com,Invalid URL,400,208,80,http://baesilri2.moodle.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,-1356269630,95.101.111.158,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
bam.nr-data.net,,404,2,443,https://bam.nr-data.net:443,https,,application/json,GET,162.247.243.29,/,-1206076886,162.247.243.29,1,False,bam.nr-data.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.nr-data.net, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.nr-data.net,"New Relic, Inc.",nr-data.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f18c89bd942bf5fa0e43b69e1682be8a,34ffa5499509d896c902d083216c95d314faee049e2cf6183a38b98d57c91a07,True,ctls,bam.nr-data.net,,,,,
basic-nodejs-dev.next.airbnb.com,Invalid URL,400,208,443,https://basic-nodejs-dev.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,813994136,2.16.187.11,8,False,basic-nodejs-dev.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,basic-nodejs-dev.next.airbnb.com,,,,,
basic.next.airbnb.com,Invalid URL,400,208,443,https://basic.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,461997151,2.16.187.11,8,False,basic.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,basic.next.airbnb.com,,,,,
bat.bing.com,"MSN Deutschland | News, Wetter, Sport & Hotmail Login",200,243563,443,https://bat.bing.com:443,https,,text/html,GET,13.107.21.200,/,1274734426,2620:1ec:c11::200,2395,False,www.msn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-08T23:53:46Z,2023-09-08T23:53:46Z,CN=*.msn.com,*.msn.com,,*.msn.com.cn,"CN=Microsoft RSA TLS CA 01, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 01,Microsoft Corporation,bcf3f3ae5488dc6542289238fda18e98,8506ab3f9b6c840bf43b944b046683ee305041011c476e05ca2c67cd454f2f7a,True,ctls,www.msn.com,Microsoft ASP.NET,,,https://www.msn.com/de-de/,https://*.trouter.io:443
be.mail35.next.airbnb.com,Invalid URL,400,208,80,http://be.mail35.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,-1658862917,95.101.111.158,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
beach.optustvnow.next.airbnb.com,Invalid URL,400,208,80,http://beach.optustvnow.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.115,/,-917254969,2.16.187.11,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
beacon-2010ps-mgmt-portal-okta.airbnb.app,,404,67,443,https://beacon-2010ps-mgmt-portal-okta.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.123,4,False,beacon-2010ps-mgmt-portal-okta.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,beacon-2010ps-mgmt-portal-okta.airbnb.app,Vercel,,,,
beloved.ci.next.airbnb.com,Invalid URL,400,208,80,http://beloved.ci.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.11,/,1155502738,2.16.187.115,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
beta-partners.hoteltonight-test.com,Fastly error: unknown domain beta-partners.hoteltonight-test.com,500,298,443,https://beta-partners.hoteltonight-test.com:443,https,Varnish,text/html,GET,151.101.2.217,/,-300239774,151.101.194.217,8,False,beta-partners.hoteltonight-test.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-01T14:42:14Z,2023-12-03T14:42:13Z,CN=*.hoteltonight-test.com,*.hoteltonight-test.com,,*.hoteltonight-test.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,fd08dd99082f98a51107528795bebf17,0d792cd2b9c79074c46921488ef1543c31f9d0eac6441678ad541256e78ffd82,True,ctls,beta-partners.hoteltonight-test.com,Varnish,fastly,True,,
blast2s.next.airbnb.com,Invalid URL,400,208,443,https://blast2s.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,306411937,95.101.111.163,8,False,blast2s.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,blast2s.next.airbnb.com,,,,,
blog.next.airbnb.com,Invalid URL,400,208,443,https://blog.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-622981219,2.16.187.115,8,False,blog.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,blog.next.airbnb.com,,,,,
blogs.next.airbnb.com,Invalid URL,400,208,443,https://blogs.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-879596584,2.16.187.115,8,False,blogs.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,blogs.next.airbnb.com,,,,,
blue.optustvnow.next.airbnb.com,Invalid URL,400,208,80,http://blue.optustvnow.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.11,/,-603459471,2.16.187.115,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
