new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,txt,caa,has_internal_ips,internal_ips,mx
[x],publicpolicy.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],publishing-catalog.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],publishing-preview.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pubsafe.canary.airbnb.com,54.91.251.199,"orthrus.airbnb-aws.com, i-056b6290ff336c051.inst.aws.us-east-1.prod.musta.ch, ec2-54-91-251-199.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],python.blast2s.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],q.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],qa.canary.airbnb.com,54.198.229.131,"orthrus.airbnb-aws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],quantumleben4.next.airbnb.com,"88.221.24.9, 88.221.24.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],r-viallet1.pictures.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],r.airbnb.com,"3.219.98.98, 34.195.166.128, 54.81.10.132",vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rabin.dev.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],radar.hoteltonight-test.com,"10.0.2.144, 10.0.3.216",internal-staging-radar-web-alb-fargate-1300468531.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.0.2.144, 10.0.3.216",
[x],raffles1.inswww.next.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rage.1.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rainbownature.optustvnow.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ran.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rates.hoteltonight-test.com,146.75.122.217,u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],realestate.withairbnb.com,192.0.66.95,airbnb-blogs.go-vip.net,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,2a04:fa87:fffd::c000:425f,,,,,,,,
[x],remote.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],renault.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],res.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],resources.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],retail.next.airbnb.com,"23.12.147.12, 23.12.147.39","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],riposte-cc.airbnb.com,52.23.221.146,"cerberus.airbnb-aws.com, i-058112e7b78472405.inst.aws.us-east-1.prod.musta.ch, ec2-52-23-221-146.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],rita-li-homes-host-loop-airbnb-vercel-bot.airbnb.app,"76.76.21.164, 76.76.21.142",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],rkai.next.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ro.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rockordie1.invenio.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],roku.next.airbnb.com,"23.12.147.12, 23.12.147.39","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],romeo.optustvnow.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rpanel.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rto.moodle.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rtpe-euwest1-01.iac-dev.airbnb.com,172.30.21.105,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.105,
[x],rtpe-euwest1-01.iac.airbnb.com,172.30.18.94,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.94,
[x],rtpe-euwest1-02.iac-dev.airbnb.com,172.30.21.94,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.94,
[x],rtpe-euwest1-03.iac-dev.airbnb.com,172.30.21.118,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.118,
[x],rtpe-euwest1-03.iac.airbnb.com,172.30.18.76,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.76,
[x],rtpe-euwest1-04.iac-dev.airbnb.com,172.30.21.72,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.72,
[x],rtpe-euwest1-04.iac.airbnb.com,172.30.18.113,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.113,
[x],rtpe-euwest1-05.iac.airbnb.com,172.30.18.69,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.69,
[x],rtpe-uswest2-01.iac-dev.airbnb.com,172.30.20.109,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.20.109,
[x],rtpe-uswest2-01.iac.airbnb.com,172.30.17.94,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.94,
[x],rtpe-uswest2-02.iac-dev.airbnb.com,172.30.20.89,,,NOERROR,,,,,,,True,172.30.20.89,
[x],rtpe-uswest2-02.iac.airbnb.com,172.30.17.115,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.115,
[x],rtpe-uswest2-03.iac-dev.airbnb.com,172.30.20.116,,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.20.116,
[x],rtpe-uswest2-03.iac.airbnb.com,172.30.17.78,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.78,
[x],rtpe-uswest2-04.iac.airbnb.com,172.30.17.122,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.122,
[x],rtpe-uswest2-05.iac.airbnb.com,172.30.17.79,,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.79,
[x],ru.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ru.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],s.airbnb.com,"34.195.166.128, 3.219.98.98, 54.81.10.132",vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3devw2.apiwww.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],s81.moodle.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],saemartd2.dev.next.airbnb.com,"88.221.24.56, 88.221.24.48","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sagelabs.admin.airbnb.com,34.120.23.133,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,2600:1901:0:7a6a::,,True,google,,,,,
[x],salesforcesync.luxuryretreats.com,209.15.232.187,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],samara.airbnb.com,"3.219.98.98, 34.195.166.128, 54.81.10.132",vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,
[x],samira.mail33.next.airbnb.com,"2.20.142.83, 92.122.215.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],santalucia.moodle.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],santhosh.new.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sare.dev.next.airbnb.com,"23.53.43.51, 23.53.43.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sawhde-com.dev.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],seahorse.mail33.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],searchportal-dev.next.airbnb.com,"96.16.54.161, 96.16.54.113","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,NOERROR,,,,,,,,,
[x],secure.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securitycovid19-zh-t.next.airbnb.com,"23.12.147.39, 23.12.147.12","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],seedsman.dev.next.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],september1.new.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],server1.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],serveur.1.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],shca.optustvnow.next.airbnb.com,"104.126.37.154, 104.126.37.162","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],shift.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],short.dev.next.airbnb.com,"88.221.24.56, 88.221.24.48","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],signin.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],signup.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sip-capture-euwest1.iac-dev.airbnb.com,"172.30.21.200, 172.30.21.185",iac-sip-capture-dev-ae6346c5935a1fe3.elb.eu-west-1.amazonaws.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"172.30.21.200, 172.30.21.185",
[x],sip-capture-uswest2.iac-dev.airbnb.com,"172.30.20.182, 172.30.20.221",iac-sip-capture-dev-65375fa2f6f172e2.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1283.awsdns-32.org, ns-1870.awsdns-41.co.uk, ns-424.awsdns-53.com, ns-748.awsdns-29.net",,,,,True,"172.30.20.182, 172.30.20.221",
[x],sip-capture-uswest2.iac.airbnb.com,"172.30.17.205, 172.30.17.164",iac-sip-capture-prod-2e824b67b0d6b772.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"172.30.17.205, 172.30.17.164",
[x],sip.next.airbnb.com,"2.20.142.83, 92.122.215.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],skybell.adapter.next.airbnb.com,"184.51.149.50, 184.51.149.97","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],skywalker.us.isit.airbnb.com,,ec2-54-83-196-158.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],sl.airbnb.com,"23.0.174.120, 23.0.174.82","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sli.moodle.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sm.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],smtp.next.airbnb.com,"96.16.54.161, 96.16.54.113","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],snake.evd.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],snowwhite.luckey.in,,,,NOERROR,,,,,,,,,
[x],source3.merchdirect.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],spf.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],spf1.airbnb.com,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,v=spf1 include:spf2.airbnb.com ip4:69.72.32.0/20 ip4:72.14.192.0/18 ip4:74.125.0.0/16 ip4:69.169.224.0/20 ip4:66.249.80.0/20 ip4:66.102.0.0/20 ip4:64.233.160.0/19 ip4:54.240.96.0/19 ip4:54.240.64.0/19 ip4:54.240.0.0/18 ip4:52.82.172.0/22 -all,,,,
[x],springs.uat.next.airbnb.com,"2.16.110.17, 2.16.110.59","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sq.airbnb.com,"2.16.241.80, 2.16.241.73","san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sql.next.airbnb.com,"104.126.37.154, 104.126.37.162","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sqlweb.optustvnow.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sr.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sriram.evd.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ss13.evd.next.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sslvpn.luxuryretreats.com,216.113.47.12,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],sslvpn.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sso.next.airbnb.com,"88.221.24.9, 88.221.24.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sssssss.express.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging.airbnb.com,"100.24.170.243, 54.147.238.155, 184.72.154.150",vpc-nlb-orthrus-75e12ea67b747137.elb.us-east-1.amazonaws.com,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],staging.airbnbcitizen.com,,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],staging.aws.inst.airbnb.com,,,,NOERROR,,,,,,,,,
[x],staging.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stargirl.ci.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],starship.api.canary.airbnb.com,34.228.189.34,"orthrus.airbnb-aws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],starship.canary.airbnb.com,,"orthrus.airbnb-aws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-056b6290ff336c051.inst.aws.us-east-1.prod.musta.ch, ec2-54-91-251-199.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],statcont.next.airbnb.com,"96.16.54.161, 96.16.54.113","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],static.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],statsd.airbnb.com,107.20.168.17,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],stg.next.airbnb.com,"2.16.110.17, 2.16.110.59","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],store.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],storybook.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stream.media.muscache.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stress.merchdirect.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],styles-int.next.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sungyeon.mystique.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support-api.airbnb.com,"2.16.110.17, 2.16.110.59","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support.next.airbnb.com,"23.12.147.39, 23.12.147.12","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],surgeryadmin.mail33.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],survey.dev.next.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],swapnil.optustvnow.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],syn.evd.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tablo.1.next.airbnb.com,"23.0.174.120, 23.0.174.82","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],talos-staging.airbnb.com,50.19.207.34,"cerberus.airbnb-aws.com, i-03d907bbac189c96a.inst.aws.us-east-1.prod.musta.ch, ec2-50-19-207-34.compute-1.amazonaws.com, i-01dab8cd0f2c19d9b.inst.aws.us-east-1.prod.musta.ch, ec2-54-167-193-190.compute-1.amazonaws.com, i-02e57508427b93c3d.inst.aws.us-east-1.prod.musta.ch, ec2-54-172-182-7.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],talos-staging.aws.airbnb.com,,,,NOERROR,,,,,,,,,
