input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed,csp_domains_,tls_expired
base.de,BASE macht Pause,200,2236,AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany",DE,213.95.82.0/24,www.base.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-30T00:00:00Z,2023-09-27T23:59:59Z,"CN=*.base.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.base.de,*.base.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7792665c46b30adfa79f83e82537d995,2f30a0c1b8ca78837488c2446378c5cdb8a8cfafb88dc130b7d71e51b00a2116,ctls,www.base.de,,443,https://base.de:443,https,Apache,text/html,GET,213.95.36.173,/,-1908884857,213.95.36.173,HSTS,55,False,,Telefónica Germany GmbH & Co. OHG,True,https://www.base.de/,,,,
basecamp.base.de,BASECAMP - Die Plattform der digitalen Community in Berlin,200,159904,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.basecamp.digital,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-19T00:00:00Z,2023-06-19T23:59:59Z,"CN=www.basecamp.digital, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.basecamp.digital,basecamp.digital,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b7dff66b2d7e7692cd222b986f36ad14,2b927d832ff07fab547e75ac0d7a4c4b1d6566378a5c33790cee0c9e0c839860,ctls,www.basecamp.digital,,443,https://basecamp.base.de:443,https,cloudflare-nginx,text/html,GET,116.203.166.194,/,566218143,2a01:4f8:1c0c:816b::1,Yoast SEO:20.4,1875,False,,Telefónica Germany GmbH & Co. OHG,,https://www.basecamp.digital/,,,*.googleapis.com,
basecamp.telefonica.de,BASECAMP - Die Plattform der digitalen Community in Berlin,200,159904,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.basecamp.digital,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-19T00:00:00Z,2023-06-19T23:59:59Z,"CN=www.basecamp.digital, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.basecamp.digital,basecamp.digital,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b7dff66b2d7e7692cd222b986f36ad14,2b927d832ff07fab547e75ac0d7a4c4b1d6566378a5c33790cee0c9e0c839860,ctls,www.basecamp.digital,,443,https://basecamp.telefonica.de:443,https,cloudflare-nginx,text/html,GET,116.203.166.194,/,1494302000,2a01:4f8:1c0c:816b::1,Yoast SEO:20.4,1875,False,,Telefónica Germany GmbH & Co. OHG,,https://www.basecamp.digital/,,,developers.google.com,
bau.o2.de,Wartungsarbeiten,200,3594,AS197540,NETCUP-AS netcup GmbH,DE,37.120.160.0/19,,,,,,,,,,,,,,,,,,,80,http://bau.o2.de:80,http,Apache/2.4.7 (Ubuntu),text/html,GET,37.120.178.112,/,-715801625,37.120.178.112,Ubuntu,203,False,,,,,,,,
bcm.telefonica.de,Pulse Connect Secure,200,3165,AS6805,TDDE-ASN1,DE,82.113.96.0/19,bcm.telefonica.de,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-02-02T00:00:00Z,2024-03-04T23:59:59Z,"CN=*.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.telefonica.de,*.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3744b97282ac2b7c472a4e7df2dd8dd9,a021b50d4bea45a91731cbe0733a0abe4a1ca577d36ac7b9ea0706c9a965f146,ctls,bcm.telefonica.de,,443,https://bcm.telefonica.de:443,https,,text/html,GET,82.113.112.209,/,-1330422731,82.113.112.209,HSTS,97,False,,Telefónica Germany GmbH & Co. OHG,True,https://bcm.telefonica.de/dana-na/auth/url_4ihPV0lbGR4LXokw/welcome.cgi,,,,
benefit.cz.o2.com,,200,65,AS29208,DIALTELECOM-AS Dial Telecom a.s.,CZ,195.122.192.0/19,,,,,,,,,,,,,,,,,,,80,http://benefit.cz.o2.com:80,http,Apache,text/html,GET,195.122.208.4,/,-1781138112,195.122.208.4,Apache,9,False,,,,,,,,
beta-apps.alditalk-kundenbetreuung.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta-apps.alditalk-kundenbetreuung.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta-apps.alditalk-kundenbetreuung.de,,443,https://beta-apps.alditalk-kundenbetreuung.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.237,/,-366337701,82.113.101.237,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,True,,,
beta-apps.ayyildiz.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta-apps.ayyildiz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta-apps.ayyildiz.de,,443,https://beta-apps.ayyildiz.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.237,/,-366337701,82.113.101.237,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,True,,,
beta-apps.blau.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta-apps.blau.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta-apps.blau.de,,443,https://beta-apps.blau.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.238,/,-366337701,82.113.101.238,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,True,,,
beta-apps.o2online.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta-apps.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta-apps.o2online.de,,443,https://beta-apps.o2online.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.238,/,-366337701,82.113.101.238,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,,,,
beta-apps.ortelmobile.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta-apps.ortelmobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta-apps.ortelmobile.de,,443,https://beta-apps.ortelmobile.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.237,/,-366337701,82.113.101.237,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,True,,,
beta-apps.whatsappsim.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta-apps.whatsappsim.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta-apps.whatsappsim.de,,443,https://beta-apps.whatsappsim.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.237,/,-366337701,82.113.101.237,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,True,,,
beta.apps.o2online.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,AS6805,TDDE-ASN1,DE,82.113.96.0/19,beta.apps.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,beta.apps.o2online.de,,443,https://beta.apps.o2online.de:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,82.113.101.237,/,-366337701,82.113.101.237,Red Hat,124,False,,Telefónica Germany GmbH & Co. OHG,True,,True,,,
billmanager.o2business.de,o2 Bill Manager,200,1172,AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany",DE,213.155.64.0/19,billmanager.o2business.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-29T00:00:00Z,2023-07-18T23:59:59Z,"CN=billmanager.o2business.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",billmanager.o2business.de,billmanager.o2business.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ddaa14f1a8e1f2b21bb70628b50154b,729add08153b73dfcc911ad9f583584b9143d77684fd834a2179d56584439008,ctls,billmanager.o2business.de,,443,https://billmanager.o2business.de:443,https,null,text/html,GET,213.155.74.10,/,206978561,213.155.74.10,Microsoft ASP.NET:null,1,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
billmanager.wip.o2online.de,Just a moment...,403,7175,AS14061,DIGITALOCEAN-ASN,US,159.89.128.0/17,perfectdomain.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T11:25:09Z,2023-07-16T11:25:08Z,CN=perfectdomain.com,perfectdomain.com,*.perfectdomain.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,31e9957d9432745bd2a3cea4edcf520a,df2befbb4be5b8b77d9990c51ed17e0216070de6bb42334b69bee562dd1ea01f,ctls,perfectdomain.com,,80,http://billmanager.wip.o2online.de:80,http,cloudflare,text/html,GET,159.89.244.183,/,-283814535,164.90.244.158,Cloudflare,87,False,,,True,https://perfectdomain.com/domain/o2online.de,,,,
blau.de,Mobilfunkanbieter: So günstig geht mobil | Blau entdecken,200,104789,AS6805,TDDE-ASN1,DE,82.113.96.0/19,www.blau.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,www.blau.de,,443,https://blau.de:443,https,Apache,text/html,GET,82.113.101.245,/,-995589068,82.113.101.245,Varnish,1726,False,,Telefónica Germany GmbH & Co. OHG,True,https://www.blau.de/,True,,,
blauworld.de,Mit dem blauworld Handytarif günstig Mobil ins Ausland telefonieren,200,4232,AS24940,HETZNER-AS,DE,78.46.0.0/15,blauworld.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-01-09T00:00:00Z,2024-01-16T23:59:59Z,"CN=blauworld.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",blauworld.de,blauworld.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d75e8f7a8898895327f09210b8df0dd7,51422a5e10d327ff9e32edd95f1ffd1975005ec4beeadb074f1948c0f043765c,ctls,blauworld.de,,443,https://blauworld.de:443,https,Apache,text/html,GET,78.46.156.196,/,-1273320170,2a01:4f8:d0a:126b::2,Ruby on Rails,130,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
botplatform.912.telefonica.de,404 - Not Found,404,345,AS203329,ESHELTER,DE,194.116.168.0/24,botplatform.912.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-12T00:00:00Z,2023-10-13T23:59:59Z,"CN=botplatform.912.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",botplatform.912.telefonica.de,botplatform.912.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2a3fd3bee954a8d29bf608f41f1a8244,8c62d2390274b991446039f76d18a63236080925d939c7f6466ff59e8147e29c,ctls,botplatform.912.telefonica.de,,443,https://botplatform.912.telefonica.de:443,https,Mavenir Application Server,text/html,GET,194.116.168.50,/,428165606,194.116.168.50,,12,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
botplatform.pp.blau.de,404 - Not Found,404,345,AS16509,AS16509,Unknown,18.200.0.0/14,botplatform.pp.blau.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-04-29T00:00:00Z,2023-05-30T23:59:59Z,"CN=botplatform.pp.blau.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",botplatform.pp.blau.de,botplatform.pp.blau.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a0be31eb830b5c5008d6f66811be7f8d,c622f2902616f3a4b777f14ea6c57e4851dc069d2182d73c66e4d7333af4801c,ctls,botplatform.pp.blau.de,,443,https://botplatform.pp.blau.de:443,https,Mavenir Application Server,text/html,GET,18.198.240.43,/,428165606,18.198.240.43,,12,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
botplatform.stg.telefonica.de,404 - Not Found,404,345,AS16509,AS16509,Unknown,18.200.0.0/14,botplatform.stg.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=botplatform.stg.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",botplatform.stg.telefonica.de,botplatform.stg.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bdafb731c01a96909dce68d76467e473,68d5bf016d1109a9c594d82ca78f0c937f82184f3633cd1d56a56a3439df9eaa,ctls,botplatform.stg.telefonica.de,,443,https://botplatform.stg.telefonica.de:443,https,Mavenir Application Server,text/html,GET,18.198.240.43,/,428165606,18.198.240.43,,12,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
botplatform.telefonica.de,404 - Not Found,404,345,AS203329,ESHELTER,DE,194.116.168.0/24,botplatform.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-03-23T23:59:59Z,"CN=botplatform.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",botplatform.telefonica.de,botplatform.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d720656cc5463e7a82d525d3c2a4f742,848548995bcede2a99edbb749f76dd2016c14ce178e45be430e93471a62787e6,ctls,botplatform.telefonica.de,,443,https://botplatform.telefonica.de:443,https,Mavenir Application Server,text/html,GET,194.116.168.50,/,428165606,194.116.168.50,,12,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
branding.cz.o2.com,"O2 | Volání, internet, televize a balíčky O2 Spolu",200,221278,AS5610,O2-CZECH-REPUBLIC,CZ,160.218.0.0/16,www.o2.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=www.o2.cz, O=O2 Czech Republic a.s., L=Prague, C=CZ, serialNumber=60193336, businessCategory=Private Organization, jurisdictionCountry=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.o2.cz,o2.cz,"CN=Thawte EV RSA CA G2, O=DigiCert Inc, C=US",Thawte EV RSA CA G2,DigiCert Inc,29bbfda1b6ce141e44e47c62ebe6aac3,991af0d60dd020dd21aa551eed9581b1f634eb9b139dc0763a217e9b4735f221,ctls,www.o2.cz,,80,http://branding.cz.o2.com:80,http,,text/html,GET,160.218.161.165,/,160634455,160.218.161.165,HSTS,3813,False,,O2 Czech Republic a.s.,,https://www.o2.cz/osobni,,,,
briefingportal.telefonica.de,Briefing Portal - Telefónica,200,20969,AS20849,CONTINUM,DE,80.72.128.0/20,briefingportal.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-13T00:00:00Z,2023-12-12T23:59:59Z,"CN=briefingportal.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",briefingportal.telefonica.de,briefingportal.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7ae69b966119dc178a29dca42592438,7404b51cce2cff4fd22d9a645b46fe2c7717e7465b4a7bd3d7b2f0e0a9ef4b89,ctls,briefingportal.telefonica.de,,443,https://briefingportal.telefonica.de:443,https,Apache,text/html,GET,80.72.135.34,/,-2094115146,80.72.135.34,webpack,126,False,,Telefónica Germany GmbH & Co. OHG,,https://briefingportal.telefonica.de/login?redirect=%2F,,,https://cdn-assets-eu.frontify.com/,
bs-m2m.dewww.m2m.telefonica.de,Automatische Weiterleitung,200,702,AS24961,MYLOC-AS IP Backbone of myLoc managed IT AG,DE,89.163.128.0/17,bs-m2m.dewww.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,ctls,bs-m2m.dewww.m2m.telefonica.de,,443,https://bs-m2m.dewww.m2m.telefonica.de:443,https,,text/html,GET,89.163.234.212,/,523552665,89.163.234.212,HSTS,19,False,,,True,,True,,URL=http://m2m.telefonica.de/,True
businessiot.telefonica.de,o2 Business Easy IoT | Einfach und Schnell in das Internet der Dinge,200,77847,AS16509,AS16509,Unknown,3.64.0.0/12,easyiot.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-20T00:00:00Z,2023-09-19T23:59:59Z,"CN=easyiot.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",easyiot.telefonica.de,easyiot.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,914d4e4422419afd8f3c844db0811ea7,cf545e491a5c3845a3f6bbcfd7c352669efff631f2ed0b4ec2fbe72f04e71793,ctls,easyiot.telefonica.de,,443,https://businessiot.telefonica.de:443,https,Apache/2.4.48 (Unix) OpenSSL/1.1.1n,text/html,GET,3.68.250.71,/,,3.68.250.71,wpBakery,1062,False,,Telefónica Germany GmbH & Co. OHG,,https://easyiot.telefonica.de,,,,
c17048870f9fb25ad689c662250c2321.int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,c17048870f9fb25ad689c662250c2321.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-03T10:44:57Z,2023-11-03T10:44:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,96abb04fcb33aeb9392121748779702e,77fbc3500d78f13b9d39380bbe8331946aeb3ab7d4445266e38a4ac18d6804c3,ctls,c17048870f9fb25ad689c662250c2321.int.aurasa.telefonica.de,azure,443,https://c17048870f9fb25ad689c662250c2321.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,566218143,20.54.37.102,HSTS,14,False,True,Acme Co,,,True,True,,
c8754a490abe4dc97f1913c9742f6740.int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,c8754a490abe4dc97f1913c9742f6740.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-03T10:27:07Z,2023-11-03T10:27:07Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,21720786c78f63291d123fcbfbaa4d16,988b0db3c8bde66f456fc3e2897be2b7cfd01084766a4415431df464c847631e,ctls,c8754a490abe4dc97f1913c9742f6740.int.aurasa.telefonica.de,azure,443,https://c8754a490abe4dc97f1913c9742f6740.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,566218143,20.54.37.102,HSTS,14,False,True,Acme Co,,,True,True,,
campaign-manager-api.netzclub.net,,400,195,AS210984,AVENGA-GERMANY,DE,185.159.110.0/24,campaign-manager-api.netzclub.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T10:09:28Z,2023-07-02T10:09:27Z,CN=campaign-manager-api.netzclub.net,campaign-manager-api.netzclub.net,campaign-manager-api.netzclub.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,33eb4beceb25784f027762299d8c4ccb,23878bb8e59e264d4f6428f476cf80738a64a8cee81333a8b2c26970ad108bb5,ctls,campaign-manager-api.netzclub.net,,443,https://campaign-manager-api.netzclub.net:443,https,wao.io,text/xml,GET,185.159.110.7,/,844842308,62.216.162.10,PHP:7.4.33,3,False,,,,,,,,
campaign-manager-stage.netzclub.net,Kampagnenmanager,200,9167,AS25560,RHTEC-AS www.rh-tec.de,DE,62.216.160.0/19,campaign-manager-stage.netzclub.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T10:16:18Z,2023-07-02T10:16:17Z,CN=campaign-manager-stage.netzclub.net,campaign-manager-stage.netzclub.net,campaign-manager-stage.netzclub.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ef56b8e4a72779c21195c2a332a10bf,d08e2a7d97310d461bdb1dca14461d84113e0e6daaf9244c815c1d41cfcf6742,ctls,campaign-manager-stage.netzclub.net,,443,https://campaign-manager-stage.netzclub.net:443,https,wao.io,text/html,GET,62.216.162.10,/,2118995892,185.159.110.7,PHP:7.4.33,55,False,,,,,,,,
campaign-manager.netzclub.net,Kampagnenmanager,200,10137,AS25560,RHTEC-AS www.rh-tec.de,DE,62.216.160.0/19,campaign-manager.netzclub.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,2024-04-16T23:59:59Z,"CN=*.netzclub.net, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.netzclub.net,*.netzclub.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5e0f544af4fd078f918ed34a8160bef2,4015c8ac64423ce80d5d26c2df612898aeea7fe204ce41b0a4f96159a792dcd6,ctls,campaign-manager.netzclub.net,,443,https://campaign-manager.netzclub.net:443,https,wao.io,text/html,GET,62.216.162.10,/,2118995892,185.159.110.7,PHP:7.4.33,252,False,,Telefónica Germany GmbH & Co. OHG,True,,,,,
