new,host,a,status_code,mx,soa,ns,aaaa,cname,cdn,cdn-name,txt,caa,has_internal_ips,internal_ips,ptr
[x],demo.talx.com,12.10.115.136,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],demo175.healthefx.us,54.208.80.169,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],demo18.healthefx.us,,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],demo3.healthefx.us,54.208.80.169,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],demos.equifax.com,107.162.143.246,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],demoweb.healthefx.us,,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],dev-api.digitalid.mobileconnect.equifax.com,107.162.156.12,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dev.accountscore.com,94.236.72.161,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,"v=spf1, mx, include:dev.accountscore.com, ~all",,,,
[x],dev.clbrsync.us.equifax.com,147.146.244.63,NOERROR,,"ibloxgrid4.equifax.com, hostmaster.equifax.com, ibloxgrid11.equifax.com",,,,,,,,,,
[x],dev.complianceconnect.equifax.com,198.51.158.156,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dev.compliancesphere.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dev.dapapphost.ca.equifax.com,192.203.158.47,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dev.dapweb.ca.equifax.com,192.203.158.46,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dev.ewp.equifax.com,"35.71.149.114, 52.223.56.218",NOERROR,,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,,"efxdev-ewp-can-ec9.customdomains.okta.com, ok12-custom-crtrs.okta.com, ok12-custom-crtrs.oktaedge.okta.com, a9fabdf042c40ac50.awsglobalaccelerator.com",,,,,,,
[x],dev.healthefx.us,3.212.255.188,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],dev.i9advantage.com,172.16.7.123,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,True,172.16.7.123,
[x],dev.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dev.microservices.equifax.com,54.144.128.85,NOERROR,,,,,,,,,,,,
[x],dev.mockicappclient.ca.equifax.com,192.203.158.69,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dev1.healthefx.us,54.227.199.220,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],dev4.healthefx.us,54.84.188.52,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],dev5.healthefx.us,18.235.163.13,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],dev6.healthefx.us,52.21.96.200,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],devapi.econsumer.equifax.com,216.46.96.158,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],devapis.equifax.com,"34.194.110.178, 34.237.251.241",NOERROR,,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",,,preprodefx.lb.anypointdns.net,,,,,,,
[x],devauth.i2verify.com,"18.209.113.131, 18.209.113.128, 18.209.113.130",NOERROR,,"edns5.ultradns.com, hostmaster.okta.com, ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,"i2verify.customdomains.okta.com, ok-crtr-tls1-nlb-36253386bec48ce6.elb.us-east-1.amazonaws.com",,,,,,,
[x],developer.ext.gslb.au.equifax.com,216.46.123.47,NOERROR,,"sydp-gtm.mgt.equifax.com.gslb.au.equifax.com, hostmaster.sydp-gtm.mgt.equifax.com.gslb.au.equifax.com",,,,,,,,,,
[x],developer.kount.com,"104.16.53.111, 104.16.51.111",NOERROR,mail-pod-20.int.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,,kountdeveloper.zendesk.com,True,cloudflare,"pod=20, v=spf1 include:mail.zendesk.com ~all",,,,
[x],developer.latam.equifax.com,192.203.158.97,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],developerkb.equifax.com,107.162.231.195,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],device-identity-ifs-pa.us.equifax.com,216.46.107.133,NOERROR,,"internal.akadns.net, hostmaster.akamai.com",,,device-identity-ifs-pa.usis.ext.gslb.akadns.net,,,,,,,
[x],device2358029-fccb3430.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],device2472440-c9e508e1-local.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],device2515575-a2e25e2d-local.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],device3164101-d425f30b-local.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],devononian.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dflenovo.c2.b1.a2.top.datacredito3.com,190.122.100.86,NOERROR,,"DNS101.REGISTER.com, root.REGISTER.com",,,,,,,,,,
[x],dgerken.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dgrants.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dicom.cl,165.183.93.1,NOERROR,smtp.equifax.com,"ibloxgrid11.equifax.com, hostmaster.equifax.com","a3-66.akam.net, a4-66.akam.net, a1-111.akam.net, a11-64.akam.net, a14-64.akam.net, a16-66.akam.net, pdns105.ultradns.biz, pdns105.ultradns.com, pdns105.ultradns.net, pdns105.ultradns.org",,,,,"675288283deb46fc91ae5862350c8bef, oogle-site-verification=UidNPiI3iA4vNLT6TJgMg9giJoIwfCeryzFBciJXoHw",,,,
[x],digimoney.tik.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],digitek.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],dimension.healthefx.us,52.2.127.118,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],directors.talx.com,12.104.201.44,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dirtbikes.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],disabvet.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dish.ic-uat-sts.ext.equifax.com,147.146.89.28,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,ic-uat.tas.equifax.com,,,,,,,
[x],diskotec.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dns1.equifax.cl,165.183.92.30,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dns2.equifax.cl,165.183.102.254,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],do-business-have-credit-reports.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],do-companies-have-credit-reports.ansoniacreditdata.com,,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],docs.midigator.com,"18.66.97.80, 18.66.97.34, 18.66.97.18, 18.66.97.108",NOERROR,,"ns-1894.awsdns-44.co.uk, awsdns-hostmaster.amazon.com","ns-1283.awsdns-32.org, ns-1894.awsdns-44.co.uk, ns-330.awsdns-41.com, ns-834.awsdns-40.net","2600:9000:223c:5400:1e:35a4:34c0:93a1, 2600:9000:223c:2000:1e:35a4:34c0:93a1, 2600:9000:223c:de00:1e:35a4:34c0:93a1, 2600:9000:223c:f000:1e:35a4:34c0:93a1, 2600:9000:223c:4a00:1e:35a4:34c0:93a1, 2600:9000:223c:8400:1e:35a4:34c0:93a1, 2600:9000:223c:a600:1e:35a4:34c0:93a1, 2600:9000:223c:e000:1e:35a4:34c0:93a1",d1zoe6m49fq5eb.cloudfront.net,True,cloudfront,,,,,
[x],documentation.equifax.com,107.162.134.229,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],docv-api.us.equifax.com,34.95.106.67,NOERROR,,"internal.akadns.net, hostmaster.akamai.com",,,docv-api.multi-data.ext.gslb.akadns.net,True,google,,,,,
[x],docv-beta.ca.equifax.com,147.146.251.18,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],docv-beta.uk.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],docv.uk.equifax.com,107.162.231.81,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dotdunn53.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],douglas501.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],douglas88.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dr-corpconnector.equifax.com,216.46.107.122,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dr-ignitedirect.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dr-test.eport.equifax.com,165.183.170.48,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dr-vendorconnector.equifax.com,216.46.107.121,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dr.ansoniacreditdata.com,40.124.83.108,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],drabant850.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],drconnect.emortgage.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],drcps.interconnect.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],drcps.interconnect.sts.equifax.com,165.183.162.12,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dream4.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dremortgage.equifax.com,165.183.162.32,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dremployment.mconnect.equifax.com,165.183.162.35,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dremsops.emortgage.equifax.com,165.183.162.38,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dremsws.equifax.com,165.183.162.31,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],drhaynes.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],drive.equifax.com,107.162.157.177,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],drive.midigator.com,172.217.18.19,NOERROR,,"ns1.google.com, dns-admin.google.com",,2a00:1450:4001:80b::2013,ghs.googlehosted.com,,,,,,,
[x],drp.datacredito.com,190.217.127.149,NOERROR,,"ftp.redcorp.computec.com, hostmaster.dns1",,,,,,,,,,
[x],drrich.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],drtest.interconnect.equifax.com,165.183.162.98,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dsec.equifax.cl,"165.183.98.160, 165.183.108.160",NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dsl-28-206.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dtcoach.tik.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dugroc.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dwmarie.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],dws.equifax.cl,"165.183.98.160, 165.183.108.160",NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],dynamic6.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],eastute.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],eastwest.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],ebanking.equifax.com,206.112.8.69,NOERROR,mail.ebanking.equifax.com,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ebe01.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],ebsiportal.equifax.com,"107.162.143.53, 107.162.179.171",NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ebsiportalnp3.equifax.com,"107.162.188.190, 107.162.188.189",NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ecomdig.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],ecommercial-agreements-uat.eport.equifax.com,216.46.109.64,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ecommercial-agreements.eport.equifax.com,216.46.109.66,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ecommercial.equifax.com,216.46.126.42,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],econsumer.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ecredable.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],edge-xwf-p3-shv-01-jnb1.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],edge.equifax.com,216.46.103.4,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],edgetel.tik.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],edt.ec.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],edvella.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],edwinc.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],efficienthire.com,192.124.249.157,NOERROR,"alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com","ns-2016.awsdns-60.co.uk, awsdns-hostmaster.amazon.com","ns-740.awsdns-28.net, ns-508.awsdns-63.com, ns-1321.awsdns-37.org, ns-2016.awsdns-60.co.uk",,,,,,,,,
[x],efx.talx.com,12.104.201.181,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ekkainfo.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],elearn.i9advantage.com,107.162.137.133,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,,,
[x],elink-aws.hiretech.com,3.20.141.153,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],elink.hiretech.com,3.20.141.153,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,elink-aws.hiretech.com,,,,,,,
[x],elink.uat-wotc.equifax.com,34.95.106.53,NOERROR,,"internal.akadns.net, hostmaster.akamai.com",,,uat-wotc.ews.ext.gslb.akadns.net,True,google,,,,,
[x],elk.midigator.com,13.56.66.111,NOERROR,,"ns-67.awsdns-08.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],elmeida.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],elsrenmi.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],email.accountscore.co.uk,"173.201.193.20, 173.201.193.148, 45.40.130.41, 45.40.140.6, 173.201.193.5, 45.40.130.40, 68.178.252.20, 173.201.193.133",NOERROR,,"cns1.secureserver.net, dns.jomax.net",,,email.secureserver.net,,,,,,,
[x],email.midigator.com,"199.60.103.31, 199.60.103.225",NOERROR,,"jerry.ns.cloudflare.com, dns.cloudflare.com",,"2606:2c40::c73c:671f, 2606:2c40::c73c:67e1","6830261.group11.sites.hubspot.net, group11.sites.hscoscdn10.net",,,,,,,
[x],emg.equifax.com,107.162.134.229,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],emkit.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],emort.equifax.com,216.46.109.33,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],emortgage-uat.equifax.com,54.144.128.85,NOERROR,,,,,,,,,,,,
[x],emortgagegateway.equifax.com,147.146.240.52,NOERROR,,"internal.akadns.net, hostmaster.akamai.com",,,emortgagegateway.usis.ext.gslb.akadns.net,,,,,,,
[x],employersedge.com,107.162.140.253,NOERROR,"alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com","ibloxgrid11.equifax.com, hostmaster.equifax.com","a1-111.akam.net, pdns105.ultradns.com, pdns105.ultradns.net, a14-64.akam.net, a16-66.akam.net, a4-66.akam.net, a3-66.akam.net, pdns105.ultradns.org, a11-64.akam.net, pdns105.ultradns.biz",,,,,"v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all, MS=ms83105453, google-site-verification=7W4Kjrc2N478ntjEy01qL8M_wswzV5u5PaeVdOW6D-Q, E0Q4U52306",,,,
[x],employersedge.i9advantage.com,8.43.189.10,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,,,
[x],employersedge.net,66.35.57.90,NOERROR,mail.employersedge.net,"ibloxgrid4.equifax.com, hostmaster.equifax.com, ibloxgrid11.equifax.com","a16-66.akam.net, a11-64.akam.net, a3-66.akam.net, pdns105.ultradns.net, pdns105.ultradns.com, a4-66.akam.net, a14-64.akam.net, a1-111.akam.net, pdns105.ultradns.biz, pdns105.ultradns.org",,,,,"v=spf1 -all, 0ed1fe018aa08c085d02c2429fa73bc03c5892a157",,,,
[x],employment-dev.mconnect.equifax.com,34.241.162.188,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-nonprod-dev.apigee.net, efxus-nonprod.dn.apigee.net",,,,,,,
[x],employment-load.mconnect.equifax.com,34.241.162.139,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-nonprod-load.apigee.net, efxus-nonprod.dn.apigee.net",,,,,,,
[x],employment-uat.mconnect.equifax.com,34.237.118.186,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-uat.apigee.net, efxus.dn.apigee.net",,,,,,,
[x],employment.mconnect.equifax.com,34.237.118.103,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-prod.apigee.net, efxus.dn.apigee.net",,,,,,,
[x],empresas.equifax.com,192.203.158.70,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],emsmc.equifax.com,107.162.134.229,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],emsws-load.equifax.com,34.241.162.139,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-nonprod-load.apigee.net, efxus-nonprod.dn.apigee.net",,,,,,,
[x],emsws-qa.equifax.com,34.241.162.139,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-nonprod-qa.apigee.net, efxus-nonprod.dn.apigee.net",,,,,,,
[x],emsws.equifax.com,34.237.118.186,NOERROR,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,"efxus-prod.apigee.net, efxus.dn.apigee.net",,,,,,,
[x],enroll.talx.com,12.104.201.24,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com","pdns105.ultradns.org, pdns105.ultradns.net, pdns105.ultradns.com, pdns105.ultradns.biz, a4-66.akam.net, a3-66.akam.net, a16-66.akam.net, a14-64.akam.net, a11-64.akam.net, a1-111.akam.net",,,,,,,,,
[x],enroll1.talx.com,12.104.201.158,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],enroll2.talx.com,12.104.201.169,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],enterprise.healthefx.us,54.208.80.169,NOERROR,,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],enterpriseenrollment.accountscore.com,52.236.189.96,NOERROR,,"ns1-201.azure-dns.com, msnhst.microsoft.com",,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com",True,azure,,,,,
[x],enterpriseenrollment.ansoniacreditdata.com,20.91.147.72,NOERROR,,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",True,azure,,,,,
[x],enterpriseenrollment.employersedge.com,52.236.189.96,NOERROR,,"ns1-201.azure-dns.com, msnhst.microsoft.com",,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com",True,azure,,,,,
[x],enterpriseenrollment.hiretech.com,20.189.172.161,NOERROR,,"ns1-02.azure-dns.com, msnhst.microsoft.com",,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpna01.westus.cloudapp.azure.com",True,azure,,,,,
[x],enterpriseenrollment.i2verify.com,,NOERROR,,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com","pdns02.domaincontrol.com, pdns01.domaincontrol.com",,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",True,azure,,,,,
[x],enterpriseregistration.ansoniacreditdata.com,20.190.137.40,NOERROR,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net",True,azure,,,,,
[x],enterpriseregistration.healthefx.net,,NOERROR,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net",True,azure,,,,,
[x],enterpriseregistration.hiretech.com,20.190.137.40,NOERROR,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net",True,azure,,,,,
[x],enterpriseregistration.i2verify.com,,NOERROR,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net",True,azure,,,,,
[x],entrails.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],epayroll.talx.com,,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],eport.equifax.com,165.183.168.59,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],eportcert.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],eportuat.equifax.com,,NOERROR,,,,,www.eportuat.ext.gslb.us.equifax.com,,,,,,,
[x],equifax.cl,,NOERROR,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com","ibloxgrid11.equifax.com, hostmaster.equifax.com","a3-66.akam.net, a4-66.akam.net, a1-111.akam.net, a11-64.akam.net, a14-64.akam.net, a16-66.akam.net, pdns105.ultradns.biz, pdns105.ultradns.com, pdns105.ultradns.net, pdns105.ultradns.org",,,,,"amazonses:4KdOyTVrREwptr8MSmvh0iTxYtsOvEJtOQBJ8LkMFvk=, amazonses:tJGYH0fjXmRvlvGeMpMr6D/FaOLtabozeeWgOyj9CTk=, google-site-verification=0ib477beIxxKA97MyeXsntPeM7sqoVeivSm6ol0QwFw, google-site-verification=PZ2rqyK67NdOUV8VzBQgl3YCmK1YUOkpcDmtW8qQE1c, google-site-verification=t27Be2ROvCLWhOe2uMiOVL5mGi-FEdQo1ZbHUl15yRo, v=spf1 include:equifax.cl._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all",,,,
