input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,cdn_name,cdn,csp_domains_,tls_mismatched,location
events.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,81621,AS15169,GOOGLE,US,35.190.0.0/17,events.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,events.evernote.com,443,https://events.evernote.com:443,https,Google Frontend,text/html,GET,35.190.29.187,/,1637080272,35.190.29.187,HTTP/3,2392,False,,google,True,,,
evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS15169,GOOGLE,US,35.190.0.0/17,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://evernote.com:443,https,Google Frontend,text/html,GET,35.190.29.187,/,1637080272,35.190.29.187,HTTP/3,2405,False,,google,True,,,
forum.evernote.com,Evernote Community - Evernote User Forum,200,95562,AS15169,GOOGLE,US,35.186.192.0/18,discussion.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-01T23:59:59Z,"CN=discussion.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",discussion.evernote.com,Evernote Corporation,discussion.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0b0d261ff4d45aedc9d5947d18a980d2,529b507757c773bf78e63e4d8b3179db9242ee4f61cb302dd586e4deabcf27a4,,ctls,discussion.evernote.com,443,https://forum.evernote.com:443,https,Apache,text/html,GET,35.186.237.46,/,1905094800,35.186.237.46,Stimulus,2303,False,https://discussion.evernote.com/,google,True,,,
forums.evernote.com,Evernote Community - Evernote User Forum,200,95562,AS15169,GOOGLE,US,35.186.192.0/18,discussion.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-01T23:59:59Z,"CN=discussion.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",discussion.evernote.com,Evernote Corporation,discussion.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0b0d261ff4d45aedc9d5947d18a980d2,529b507757c773bf78e63e4d8b3179db9242ee4f61cb302dd586e4deabcf27a4,,ctls,discussion.evernote.com,443,https://forums.evernote.com:443,https,Apache,text/html,GET,35.186.237.46,/,1905094800,35.186.237.46,Stimulus,2303,False,https://discussion.evernote.com/,google,True,,,
groups.evernote.com,Sign in - Google Accounts,200,565769,AS15169,GOOGLE,US,142.250.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,80,http://groups.evernote.com:80,http,ESF,text/html,GET,142.250.185.179,/,-1073135411,2a00:1450:4001:828::2013,HTTP/3,46,False,https://accounts.google.com/v3/signin/identifier?dsh=S-1224013528%3A1683746248206611&continue=https%3A%2F%2Fgroups.google.com%2Fmy-groups&followup=https%3A%2F%2Fgroups.google.com%2Fmy-groups&ifkv=Af_xneGbN3Hlx98QecROp5EngAjJ2M-UIi1bGW35UJaCn-lG4PZCo9ksX0OpliYMokSoc84hpLGr&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,https://www.googletagmanager.com,,
help.evernote.com,Security check,403,7602,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,help.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-08-31T23:59:59Z,"CN=help.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",help.evernote.com,Evernote Corporation,help.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f8647bcadbf856ff19f314cf6c9915db,ca13fc6da843fa7d812a65b7f389ed2869b9ecdcc1ed98375f3c270f5535f953,,ctls,help.evernote.com,443,https://help.evernote.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,https://help.evernote.com/hc/en-us,cloudflare,True,,,
home.evernote.com,Error 404 (Not Found)!!1,404,1573,AS15169,GOOGLE,US,142.250.0.0/15,,,,,,,,,,,,,,,,,,,,80,http://home.evernote.com:80,http,,text/html,GET,142.250.185.147,/,-27037134,2a00:1450:4001:810::2013,,12,False,http://partnerpage.google.com/evernote.com,,,,,
https://apis.google.com,"Google for Developers - Software Development Guides, Tools & More  |  Google Developers",200,165730,AS15169,GOOGLE,US,142.250.0.0/15,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,developers.google.com,443,https://apis.google.com:443,https,Google Frontend,text/html,GET,142.250.185.110,/,1900969872,2a00:1450:4001:810::200e,HTTP/3,6513,False,https://developers.google.com/,,,https://csp.withgoogle.com/csp/devsite/v2,,
https://ssl.gstatic.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,ssl.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,ssl.gstatic.com,443,https://ssl.gstatic.com:443,https,sffe,text/html,GET,142.250.185.67,/,302920777,2a00:1450:4001:800::2003,HTTP/3,12,False,,,,,,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.186.174,/,302920777,2a00:1450:4001:831::200e,HTTP/3,1831,False,https://marketingplatform.google.com/about/analytics/,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,
https://www.google.com,Google,200,204341,AS15169,GOOGLE,US,142.250.0.0/15,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,443,https://www.google.com:443,https,gws,text/html,GET,142.250.186.164,/,708578229,2a00:1450:4001:80f::2004,HTTP/3,168,False,,,,https://csp.withgoogle.com/csp/gws/other-hp,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,AS15169,GOOGLE,US,142.250.0.0/15,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.185.168,/,302920777,2a00:1450:4001:812::2008,HTTP/3,12,False,,,,,True,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,www.gstatic.com,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.186.67,/,302920777,2a00:1450:4001:810::2003,HTTP/3,12,False,,,,,,
image.emails.evernote.com,Access Denied,403,278,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,image.emails.evernote.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,image.emails.evernote.com,443,https://image.emails.evernote.com:443,https,AkamaiGHost,text/html,GET,23.32.238.155,/,955123356,23.32.238.155,,10,False,,,,,True,
jira.evernote.com,Dashboard - Evernote JIRA,200,617542,AS15169,GOOGLE,US,35.186.192.0/18,evernote.jira.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-12T23:59:59Z,"CN=*.jira.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.jira.com,Atlassian Pty Ltd,jira.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,328c3d3c1aa2d0c7cffda918f3b9eaab,bf0e096c8391f63dec4913ceef5470a2bccbf16f76e41590d304d18257ff6840,True,ctls,evernote.jira.com,443,https://jira.evernote.com:443,https,AtlassianEdge,text/html,GET,35.186.237.46,/,-939731081,35.186.237.46,Java,5837,False,https://evernote.jira.com/secure/Dashboard.jspa,google,True,,,
links.comms.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS16509,AMAZON-02,US,99.86.120.0/24,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://links.comms.evernote.com:443,https,Google Frontend,text/html,GET,99.86.114.29,/,1726682926,2600:9000:225e:3000:9:8e1:be80:93a1,HTTP/3,2405,False,https://evernote.com,cloudfront,True,,,
links.messages.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS16509,AMAZON-02,US,52.222.236.0/23,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://links.messages.evernote.com:443,https,Google Frontend,text/html,GET,52.222.236.42,/,-88104357,2600:9000:223e:8e00:12:ec65:3e40:93a1,HTTP/3,2405,False,https://evernote.com,cloudfront,True,,,
links.notifications.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,81614,AS16509,AMAZON-02,US,52.222.236.0/23,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://links.notifications.evernote.com:443,https,Google Frontend,text/html,GET,52.222.236.6,/,1415375915,2600:9000:223e:aa00:12:ec65:3e40:93a1,HTTP/3,2392,False,https://evernote.com,cloudfront,True,,,
m2.svc.evernote.com,,404,,AS15169,GOOGLE,US,35.190.0.0/17,m2.svc.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.svc.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.svc.evernote.com,Evernote Corporation,svc.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b919ac9bdd23a55f879c0d07842249fc,67a8acfc33a7c55e135042c55922254a3c359920678f746e5e28bb73c971c70f,True,ctls,m2.svc.evernote.com,443,https://m2.svc.evernote.com:443,https,istio-envoy,,GET,35.190.95.230,/,-1840324437,35.190.95.230,HTTP/3,1,False,,google,True,,,
m2.svc.stage.evernote.com,,404,,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,m2.svc.stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-21T00:00:00Z,2023-11-29T23:59:59Z,"CN=*.svc.stage.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.svc.stage.evernote.com,Evernote Corporation,svc.stage.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d8208d0250b01156cad35734dbaba868,7f017201ee751c7d75de6a1943e3864841ab6f870a2e335d5bd70e70d999db7b,True,ctls,m2.svc.stage.evernote.com,443,https://m2.svc.stage.evernote.com:443,https,istio-envoy,,GET,34.120.198.253,/,-1840324437,34.120.198.253,HTTP/3,1,False,,google,True,,,
mail.evernote.com,OneLogin,200,2608,AS15169,GOOGLE,US,142.250.0.0/15,evernote.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,evernote.onelogin.com,80,http://mail.evernote.com:80,http,AmazonS3,text/html,GET,142.250.185.147,/,-1301046665,2a00:1450:4001:810::2013,HSTS,52,False,https://evernote.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL2V2ZXJub3RlLm9uZWxvZ2luLmNvbS9sb2dpbiIsImlzcyI6Ik1PTk9SQUlMIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJleHAiOjE2ODM3NDY0MjcsInBhcmFtcyI6e30sImZmX211bHRpcGxlX2JyYW5kcyI6ZmFsc2UsIm1ldGhvZCI6ImdldCJ9.iBjuvYRGhM7cpCQf96wYWWhISz0Gdpv2za9p0Dm8lQY#app=,,,,,
maintenance.evernote.com,,403,243,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,maintenance.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-22T00:00:00Z,2024-01-23T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98ebfde89bcc623d2bbe589dc02ace15,2637630ede658430d643ec7e6543d831907340959cbbef08bde124bcc9f16e17,True,ctls,maintenance.evernote.com,443,https://maintenance.evernote.com:443,https,AmazonS3,application/xml,GET,184.30.25.217,/,-1666810184,184.30.25.217,Amazon Web Services,2,False,,,,,,
market.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS15169,GOOGLE,US,35.186.192.0/18,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://market.evernote.com:443,https,Google Frontend,text/html,GET,35.186.237.46,/,-1304024864,35.186.237.46,HTTP/3,2405,False,https://evernote.com/,google,True,,,
metrics.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://metrics.evernote.com:443,https,Google Frontend,text/html,GET,23.218.209.197,/,-1545075354,23.218.209.197,HTTP/3,2405,False,https://evernote.com/,,,,,
msteams.svc.www.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS15169,GOOGLE,US,216.239.56.0/22,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://msteams.svc.www.evernote.com:443,https,Google Frontend,text/html,GET,216.239.34.21,/,-1304024864,216.239.32.21,HTTP/3,2405,False,https://evernote.com/,,,,,
mx.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS15169,GOOGLE,US,35.190.0.0/17,mx.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,mx.evernote.com,443,https://mx.evernote.com:443,https,Google Frontend,text/html,GET,35.190.29.187,/,1637080272,35.190.29.187,HTTP/3,2405,False,,google,True,,,
nap-accounts.evernote.com,,404,,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,nap-accounts.evernote.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T20:08:30Z,2023-08-01T20:08:29Z,CN=accounts.evernote.com,accounts.evernote.com,,nap-accounts.stage.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5dc0787e5fc5b4d37e7507a32e16f53b,c96d8c248f6b8eaa5a7578a9240dbadc70e56651c26f9b6f798ae840abb68d9b,,ctls,nap-accounts.evernote.com,443,https://nap-accounts.evernote.com:443,https,istio-envoy,,GET,95.101.111.159,/,-1840324437,2a02:26f0:480:22::1726:62f3,,1,False,,,,,,
nap-accounts.preprod3.evernote.com,Error,503,176,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,nap-accounts.preprod3.evernote.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T20:08:30Z,2023-08-01T20:08:29Z,CN=accounts.evernote.com,accounts.evernote.com,,nap-accounts.stage.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5dc0787e5fc5b4d37e7507a32e16f53b,c96d8c248f6b8eaa5a7578a9240dbadc70e56651c26f9b6f798ae840abb68d9b,,ctls,nap-accounts.preprod3.evernote.com,443,https://nap-accounts.preprod3.evernote.com:443,https,AkamaiGHost,text/html,GET,95.101.111.187,/,1426217509,2a02:26f0:480:22::1726:62e3,,5,False,,,,,,
nap-accounts.stage.evernote.com,Error,503,176,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,nap-accounts.stage.evernote.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T20:08:30Z,2023-08-01T20:08:29Z,CN=accounts.evernote.com,accounts.evernote.com,,nap-accounts.stage.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5dc0787e5fc5b4d37e7507a32e16f53b,c96d8c248f6b8eaa5a7578a9240dbadc70e56651c26f9b6f798ae840abb68d9b,,ctls,nap-accounts.stage.evernote.com,443,https://nap-accounts.stage.evernote.com:443,https,AkamaiGHost,text/html,GET,104.126.37.43,/,-1815515909,2a02:26f0:ab00::214:8e4b,,5,False,,,,,,
private.test.gke4.evernote.com,Anmelden – Google Konten,200,108247,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://private.test.gke4.evernote.com:443,https,GSE,text/html,GET,34.120.239.55,/,-1577046246,34.120.239.55,OpenGSE,1893,False,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAOWO3Fh3eSj5cUTto_ONOh6vLDKSXo5qon6c_Qge3Vx0gD0J1O_2NLzjH8hiMpvTpR_p5NwK68lOh68aSFnkQZhIwFDghkWFns15gNX2IqVfhGWFXoMw3r7tIVAPNy8DmlCFwkyaovmBp47T8wW1EqL39ZG20r7rhco0JK5ldtDn08t8dpdcuMY0L2FShFbO8pTPAlF03GSqPJUAce9OFCXMBg7-Enns9Y59Esd7JcHzJx-0fiSJ_4nmpgdJMi7g_QHa7N2_OECLxX5HCoKDZ5xLbyReWlCNn1y-C-dHMZUZd2UANH7MucHGfNuN0F1hkS9WGmomd99f4P7tGrRH0XEZQPGAqcEwxLO6j-kpKtSSwJelr60joSB1hl4FIZxmtqJ4PgIlO-Hb223VS0oauf7XapeDyraOecKWe4VFqEGscUsJ4T3i8BnwUSa80cWLJ0oUjmINVJg2UOqtQsy5KOhbUc1-Q%26as%3DS1577391149%253A1683746245433158%26client_id%3D803424771039-s2g50vqlffb0io8sgover7hvhc51nicq.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneESu5fZ-jCuxDVUTUUOMjYNSGc0_oZbs5iBMOdEqR8YriDVY7B6jSAY738VTaHGKthh3ncn,google,True,,,
prod.blog.evernote.com,Evernote Blog,200,102730,AS14618,AMAZON-AES,US,52.0.0.0/13,prod.blog.evernote.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-28T23:59:59Z,"CN=prod.blog.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",prod.blog.evernote.com,Evernote Corporation,stage.blog.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,38f7a15b4e767474441ddfd5e4825cfe,b0caf32a966c40d8301923879d4ba32d4fe808118ee6c506334923accae84444,,ctls,prod.blog.evernote.com,443,https://prod.blog.evernote.com:443,https,Pagely-ARES/1.10.28,text/html,GET,52.3.191.43,/,566218143,52.3.191.43,Yoast SEO:19.13,929,False,,,,,,
