new,host,soa,txt,status_code,a,mx,ns,caa,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips
[x],notificatie-a.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],notificatie-a1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.150,,,,,gw-r1.devolksbank.nl,,,,
[x],notificatie-pre.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],notificatie-qfx.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,gw-qfx.devolksbank.nl,,,,
[x],notificatie-t1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.148,,,,,gw-t1.devolksbank.nl,,,,
[x],o852.ptr2299.careeralerts.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,149.72.44.73,,,,,,,,,
[x],oauth-client-pre.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],oauth-client-qfx.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],oauth-client-t1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],oauth-client.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],oauth-tpp-qfx.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],oauth-tpp-t1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],oauth-tpp.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],onderzoek.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],online.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.211.224, 194.53.210.224",,,,,,,,,
[x],outsite.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],payconiqsigning-p1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],promotiewinkel.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 include:sendgrid.net -all,NOERROR,93.119.0.195,,,,,,,,,
[x],pst-interfaces.ontw.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],q.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.104,,,,,,,,,
[x],r.zakelijkfinancieren-a1.blgwonen.nl,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"1.179.112.196, 1.179.112.195, 1.179.112.197",,,,,"r.mailin.fr, r1.mailin.fr",,,,
[x],r.zakelijkfinancieren-a1.regiobank.nl,"jim.ns.cloudflare.com, dns.cloudflare.com",loaderio=39c99139bb61565a6b733da78ac0530a,NOERROR,"1.179.112.196, 1.179.112.195, 1.179.112.197",,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org",,"r.mailin.fr, r1.mailin.fr",,,,
[x],r.zakelijkfinancieren.blgwonen.nl,"jim.ns.cloudflare.com, dns.cloudflare.com",loaderio=39c99139bb61565a6b733da78ac0530a,NOERROR,"1.179.112.196, 1.179.112.197, 1.179.112.195",,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org",,"r.mailin.fr, r1.mailin.fr",,,,
[x],r.zakelijkfinancieren.regiobank.nl,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"1.179.112.195, 1.179.112.197, 1.179.112.196",,,,,"r.mailin.fr, r1.mailin.fr",,,,
[x],r200.e-mail.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,172.82.239.200,,,,,,,,,
[x],r203.e-mail.blgwonen.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,172.82.239.203,,,,,,,,,
[x],r204.e-mail.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,172.82.239.204,,,,,,,,,
[x],r205.e-mail.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,172.82.239.205,,,,,,,,,
[x],regiobank.nl,"a1-161.akam.net, networkservices.sns.nl","MS=ms64087867, SqF5aSL4rtXJo1w2BlqJpzLYfh4T4v8raTx5UwtRu7U=, ZYRqTtPkBmQmQDmYD0DLRcY9LALZjirgtKg29xtPMOdQLZ8kHn46NSsTZPfgku20xnl/8aaiBb+QbE+xriOeSw==, v=spf1 include:_spf.devolksbank.nl include:spf4580.copernica.net -all, atlassian-domain-verification=LBbd4yiPz2vYHdpZZqs8ATvDIyPHio1hziQRGb2UvwAacoi3UiCuspZ+uyEqM3r4, docusign=03be59da-5729-4b8f-b66e-fd944801b0b9, docusign=24632576-b4db-46dc-9a87-eb176f709c45, adobe-idp-site-verification=f7521df53fc988a4f348fdc72e5d722d1fdf1f8211960f5fda74e0e2886783fd, k8l7ty6chn88xqxlkp8ph57vk4ccs2sg, SyLRXbQE/sF1lxzeJQSSKBJVcKPk17E2iJiNc2bgtEI=, q+bjqVAfT7hYTYtvgBey8c/r7wp+, QuoVadis=5f2fd254-6021-4d46-a50d-05730420a082",NOERROR,194.53.208.108,regiobank-nl.mail.protection.outlook.com,"a2-65.akam.net, a9-65.akam.net, a8-66.akam.net, a3-66.akam.net, a1-161.akam.net, a4-65.akam.net",";, mailto:soc@devolksbank.nl, digicert.com, mailto:networkservices@devolksbank.nl, globalsign.com, quovadisglobal.com",,,,,,
[x],res.e-mail.asnbank.nl,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.99.109, 13.32.99.103, 13.32.99.61, 13.32.99.115",,,,,res.e-mail.asnbank.nl.cname.campaign.adobe.com,True,cloudfront,,
[x],res.e-mail.blgwonen.nl,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",,NOERROR,"108.138.51.69, 108.138.51.39, 108.138.51.5, 108.138.51.81",,,,,res.e-mail.blgwonen.nl.cname.campaign.adobe.com,True,cloudfront,,
[x],res.e-mail.regiobank.nl,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.222.236.12, 52.222.236.127, 52.222.236.22, 52.222.236.72",,,,,res.e-mail.regiobank.nl.cname.campaign.adobe.com,True,cloudfront,,
[x],rsmta.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"82.201.109.64, 82.201.109.58, 82.201.109.66, 82.201.109.65, 82.201.109.62, 82.201.109.69, 82.201.109.68, 82.201.109.67, 82.201.109.61, 82.201.109.63",mail.emessaging.nl,,,,,,,,
[x],sage-agent.vbchat-a.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],sage-customer.vbchat.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],secure.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.210.226, 194.53.211.226",,,,,,,,,
[x],security-awareness.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,194.53.210.97,,,,2a03:a8e0:efff:2873::ad0:d561,,,,,
[x],security-awareness.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,194.53.210.101,,,,2a03:a8e0:efff:2873::ad0:d565,,,,,
[x],servicelucom.acc.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.191,,,,,,,,,
[x],servicelucom.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.208.88,,,,,,,,,
[x],servicelucom.tst.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.191,,,,,,,,,
[x],sip.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],slim-ota.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],slim-r1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],slim-t1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],slim.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],srv.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.210.109,,,,2a03:a8e0:efff:2873::ad0:d56d,,,,,
[x],ssltest-exnet.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ssltest-m.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ssltest.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.208.81,,,,,,,,,
[x],ssm-tls.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 include:_spf.devolksbank.nl -all,NOERROR,,ssmtls-devolksbank-nl0i.mail.protection.outlook.com,,,,,,,,
[x],sso.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],swa.asnbank.nl,"ns201.adobe.net, hostmaster.adobe.com",,NOERROR,"63.140.62.164, 63.140.62.135, 63.140.62.160",,,,,asnbank.nl.ssl.sc.omtrdc.net,,,,
[x],swa.blgwonen.nl,"ns201.adobe.net, hostmaster.adobe.com",,NOERROR,"63.140.62.164, 63.140.62.160, 63.140.62.135",,,,,blgwonen.nl.ssl.sc.omtrdc.net,,,,
[x],swa.devolksbank.nl,"ns201.adobe.net, hostmaster.adobe.com",,NOERROR,"63.140.62.160, 63.140.62.135, 63.140.62.164",,,,,devolksbank.nl.ssl.sc.omtrdc.net,,,,
[x],swa.regiobank.nl,"ns201.adobe.net, hostmaster.adobe.com",,NOERROR,"63.140.36.14, 63.140.36.101, 63.140.36.104, 63.140.36.112, 63.140.36.117, 63.140.36.121, 63.140.36.139, 63.140.36.119, 63.140.36.148, 63.140.36.138",,,,,regiobank.nl.ssl.sc.omtrdc.net,,,,
[x],t.e-mail.asnbank.nl,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.220.165.89, 52.212.70.142",,,,,"t.e-mail.asnbank.nl.cname.campaign.adobe.com, snsbank-mkt-prod1-0xeyh-2130811636.eu-west-1.elb.amazonaws.com",,,,
[x],t.e-mail.blgwonen.nl,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.246.149.57, 54.220.12.163",,,,,"t.e-mail.blgwonen.nl.cname.campaign.adobe.com, snsbank-mkt-prod1-sqfrg-1610848158.eu-west-1.elb.amazonaws.com",,,,
[x],top2.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],top3.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],tracking.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ucaccess01.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ucaccess01.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ucaccess02.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ucaccess02.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],ucmeet02.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.210.21, 194.53.211.21",,,,,,,,,
[x],ucmeet02.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.211.21, 194.53.210.21",,,,,,,,,
[x],ucmeet02.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.210.21, 194.53.211.21",,,,,,,,,
[x],ucweb01ext.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.211.21, 194.53.210.21",,,,,,,,,
[x],ucweb02ext.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,"194.53.210.21, 194.53.211.21",,,,,,,,,
[x],uurtjevoorelkaar.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,194.53.210.110,,,,2a03:a8e0:efff:2873::ad0:d56e,,,,,
[x],vc.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.210.122,,,,2a03:a8e0:efff:2873::ad0:d57a,,,,,
[x],verslag.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],vpn.vbchat.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],w.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],w.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],webconf01.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],webservices-pp.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],webservices.acc.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],werkenbij.devolksbank.nl,"ns-1293.awsdns-33.org, awsdns-hostmaster.amazon.com",,NOERROR,"65.9.55.104, 65.9.55.122, 65.9.55.123, 65.9.55.118",,"ns-1293.awsdns-33.org, ns-1540.awsdns-00.co.uk, ns-455.awsdns-56.com, ns-855.awsdns-42.net",,"2600:9000:20fc:8200:13:7520:b2c0:93a1, 2600:9000:20fc:da00:13:7520:b2c0:93a1, 2600:9000:20fc:c200:13:7520:b2c0:93a1, 2600:9000:20fc:c600:13:7520:b2c0:93a1, 2600:9000:20fc:8e00:13:7520:b2c0:93a1, 2600:9000:20fc:1600:13:7520:b2c0:93a1, 2600:9000:20fc:ae00:13:7520:b2c0:93a1, 2600:9000:20fc:e00:13:7520:b2c0:93a1","devolksbank.phenompeople.com, d2f5xfh7mkfnwr.cloudfront.net",True,cloudfront,,
[x],www-a1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 include:_spf.devolksbank.nl -all,NOERROR,213.206.118.84,,,,2001:898:2000:15::84,,,,,
[x],www-d1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 include:_spf.devolksbank.nl -all,NOERROR,213.206.118.84,,,,2001:898:2000:15::84,,,,,
[x],www-pp1.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.151,,,,2a03:a8e0:feff:ffff::199,gw-pp.devolksbank.nl,,,,
[x],www-qfx1.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.149,,,,,gw-qfx.devolksbank.nl,,,,
[x],www-r1.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.150,,,,,gw-r1.devolksbank.nl,,,,
[x],www-t1.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,194.53.211.148,,,,2a03:a8e0:feff:ffff::196,gw-t1.devolksbank.nl,,,,
[x],www-t1.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 include:_spf.devolksbank.nl -all,NOERROR,213.206.118.84,,,,2001:898:2000:15::84,,,,,
[x],www.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,194.53.208.80,,,,,,,,,
[x],www.blgwonen.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,194.53.208.100,,,,2a03:a8e0:ff00:1000::100,,,,,
[x],www.buckaroo.sign-outbound-acc.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],www.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 include:_spf.devolksbank.nl -all,NOERROR,213.206.118.84,,,,2001:898:2000:15::84,,,,,
[x],www.hypotheken.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],www.hypotheken.r1.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],www.idealsigning-prod01.asnbank.nl,"a1-161.akam.net, networkservices.sns.nl",,NOERROR,,,,,,,,,,
[x],www.idealsigning-prod01.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],www.pst-interfaces.ontw.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],www.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,194.53.208.108,,,,,,,,,
[x],www.webservices-pp.devolksbank.nl,"a1-161.akam.net, networkservices.sns.nl",v=spf1 -all,NOERROR,,,,,,,,,,
[x],www.werkenbij.devolksbank.nl,"ns-1293.awsdns-33.org, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.145.26, 13.32.145.24, 13.32.145.88, 13.32.145.121",,"ns-455.awsdns-56.com, ns-1293.awsdns-33.org, ns-855.awsdns-42.net, ns-1540.awsdns-00.co.uk",,,"devolksbank.phenompeople.com, d2f5xfh7mkfnwr.cloudfront.net",True,cloudfront,,
[x],zakelijkfinancieren.blgwonen.nl,"a1-161.akam.net, networkservices.sns.nl","v=spf1 include:spf.sendinblue.com mx -all, Sendinblue-code:0936517ca4f1fcacfb71340b86d64855",NOERROR,84.241.138.12,zakelijkfinancieren.blgwonen.nl,,,,,,,,
[x],zakelijkfinancieren.regiobank.nl,"a1-161.akam.net, networkservices.sns.nl","v=spf1 include:spf.sendinblue.com mx -all, Sendinblue-code:0936517ca4f1fcacfb71340b86d64855",NOERROR,84.241.173.215,zakelijkfinancieren.regiobank.nl,,,,,,,,
