input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_
https://www.facebook.com,Facebook - log in or sign up,,58974,m.facebook.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,ctls,m.facebook.com,443,https://www.facebook.com:443,https,,text/html,GET,31.13.86.36,HTTP/3,20,,"Meta Platforms, Inc."
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,,1555,www.googletagmanager.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google-analytics.com,*.google-analytics.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,172.217.23.104,,12,,
https://www.intercom-reporting.com,,,570,www.intercom-reporting.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=intercom-reporting.com,intercom-reporting.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom-reporting.com,443,https://www.intercom-reporting.com:443,https,AmazonS3,text/html,GET,18.66.147.68,HTTP/3,17,True,
https://www.loom.com,Loom: Async Video Messaging for Work | Loom,,114087,www.loom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,CN=loom.com,loom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,www.loom.com,443,https://www.loom.com:443,https,,text/html,GET,143.204.215.91,Vercel,21,True,
https://www.useloom.com,Loom: Async Video Messaging for Work | Loom,,114087,www.loom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,CN=loom.com,loom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,www.loom.com,443,https://www.useloom.com:443,https,,text/html,GET,18.66.97.15,Vercel,21,True,
https://www.youtube-nocookie.com,Oops,,7501,www.youtube-nocookie.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.youtube-nocookie.com,443,https://www.youtube-nocookie.com:443,https,ESF,text/html,GET,142.250.185.78,HTTP/3,1,,
https://www.youtube.com,YouTube,,768380,www.youtube.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.youtube.com,443,https://www.youtube.com:443,https,ESF,text/html,GET,172.217.18.110,HTTP/3,23,,
jobs-demo.intigriti.com,ERROR: The request could not be satisfied,,919,jobs-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,jobs-demo.intigriti.com,443,https://jobs-demo.intigriti.com:443,https,CloudFront,text/html,GET,108.138.7.48,Amazon Web Services,20,True,
jobs-uat.intigriti.com,ERROR: The request could not be satisfied,,919,jobs-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,jobs-uat.intigriti.com,443,https://jobs-uat.intigriti.com:443,https,CloudFront,text/html,GET,108.138.7.48,Amazon Web Services,20,True,
jobs.intigriti.com,ERROR: The request could not be satisfied,,919,jobs.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,jobs.intigriti.com,443,https://jobs.intigriti.com:443,https,CloudFront,text/html,GET,108.138.7.48,Amazon Web Services,20,True,
kb.intigriti.com,intigriti Help Center,,35273,kb.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,kb.intigriti.com,443,https://kb.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.72,HSTS,22,True,
login-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,login-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,login-demo.intigriti.com,443,https://login-demo.intigriti.com:443,https,Hidden,text/html,GET,13.224.189.96,HSTS,272,True,
login-stage.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,login-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,login-stage.intigriti.com,443,https://login-stage.intigriti.com:443,https,Hidden,text/html,GET,13.224.189.19,HSTS,272,True,
login-uat.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,login-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,login-uat.intigriti.com,443,https://login-uat.intigriti.com:443,https,Hidden,text/html,GET,13.224.189.96,HSTS,272,True,
mail.intigriti.com,Open main menu,,48285,mail.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T06:30:03Z,CN=mail.intigriti.com,mail.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,mail.intigriti.com,443,https://mail.intigriti.com:443,https,cloudflare,text/html,GET,199.60.103.29,HubSpot CMS Hub,2194,,
mta-sts.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12530,mta-sts.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mta-sts.intigriti.com,443,https://mta-sts.intigriti.com:443,https,AmazonS3,text/html,GET,99.86.4.17,Amazon Web Services,273,True,
newsletter.intigriti.com,Intigriti Newsletter,,23541,newsletter.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T09:45:43Z,CN=newsletter.intigriti.com,newsletter.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,newsletter.intigriti.com,443,https://newsletter.intigriti.com:443,https,Caddy,text/html,GET,34.107.103.177,Go,1,True,
status.intigriti.com,Intigriti platform status | Uptime.com,,10819,status.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T12:17:54Z,CN=status.intigriti.com,status.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,status.intigriti.com,443,https://status.intigriti.com:443,https,openresty,text/html,GET,3.136.110.218,OpenResty,166,,
swag.intigriti.com,Intigriti's Swag Shop – Intigriti's swag shop,,72991,swag.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T02:11:21Z,CN=swag.intigriti.com,swag.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,swag.intigriti.com,443,https://swag.intigriti.com:443,https,cloudflare,text/html,GET,23.227.38.74,Shopify,2111,,
t.intigriti.com,,,,t.intigriti.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T06:20:19Z,CN=t.intigriti.com,t.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,t.intigriti.com,443,https://t.intigriti.com:443,https,,,GET,54.166.96.114,HSTS,1,,
trust.intigriti.com,,,16,trust.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T09:55:04Z,CN=trust.intigriti.com,trust.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,trust.intigriti.com,443,https://trust.intigriti.com:443,https,cloudflare,text/plain,GET,104.22.26.212,Cloudflare,1,True,
www-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,www-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www-demo.intigriti.com,443,https://www-demo.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.104,HSTS,272,True,
www-stage.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,www-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www-stage.intigriti.com,443,https://www-stage.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.19,HSTS,272,True,
www-uat.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,www-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www-uat.intigriti.com,443,https://www-uat.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.104,HSTS,272,True,
www.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,354755,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://www.intigriti.com:443,https,Vercel,text/html,GET,76.76.21.123,Vercel,1,,
