input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tech_,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,final_url,tls_self_signed,csp_domains_,location,tls_expired
0-11.beta.opera-mini.net,,200,,80,http://0-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-11.mini5-1.opera-mini.net,,200,,80,http://0-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-3-5-7.beta.opera-mini.net,,200,,80,http://0-3-5-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-7-8-4.beta.opera-mini.net,,200,,80,http://0-7-8-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-7-8-4.mini5-1.opera-mini.net,,200,,80,http://0-7-8-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.facebook.com.beta.opera-mini.net,,200,,80,http://0.facebook.com.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.facebook.com.bite4-cust.opera-mini.net,,200,,80,http://0.facebook.com.bite4-cust.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.facebook.com.mobytech.beta.opera-mini.net,,200,,80,http://0.facebook.com.mobytech.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.facebook.com.net.beta.opera-mini.net,,200,,80,http://0.facebook.com.net.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.facebook.com.turbo-1.beta.opera-mini.net,,200,,80,http://0.facebook.com.turbo-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.fb.com.beta.opera-mini.net,,200,,80,http://0.fb.com.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fwww-6-4.beta.opera-mini.net,,200,,80,http://0fwww-6-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fwww-6-4.mini5-1.opera-mini.net,,200,,80,http://0fwww-6-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-9-9-7.mini5-1.opera-mini.net,,200,,80,http://1-9-9-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-5-10-5.beta.opera-mini.net,,200,,80,http://10-5-10-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-5-10-5.mini5-1.opera-mini.net,,200,,80,http://10-5-10-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.67.96.1.beta.opera-mini.net,,200,,80,http://10.67.96.1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105-4.beta.opera-mini.net,,200,,80,http://105-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105-4.mini5-1.opera-mini.net,,200,,80,http://105-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080.mini5-1.opera-mini.net,,200,,80,http://1080.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.241.248.6.bite4-cust.opera-mini.net,,200,,80,http://121.241.248.6.bite4-cust.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.209.253.beta.opera-mini.net,,200,,80,http://145.209.253.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-171-10.beta.opera-mini.net,,200,,80,http://155-9-171-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-171-4.beta.opera-mini.net,,200,,80,http://155-9-171-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-171-4.mini5-1.opera-mini.net,,200,,80,http://155-9-171-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-172-12.beta.opera-mini.net,,200,,80,http://155-9-172-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-172-12.mini5-1.opera-mini.net,,200,,80,http://155-9-172-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-173-7.beta.opera-mini.net,,200,,80,http://155-9-173-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-173-7.mini5-1.opera-mini.net,,200,,80,http://155-9-173-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-184-10.beta.opera-mini.net,,200,,80,http://155-9-184-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-184-10.mini5-1.opera-mini.net,,200,,80,http://155-9-184-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-184-4.beta.opera-mini.net,,200,,80,http://155-9-184-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-184-4.mini5-1.opera-mini.net,,200,,80,http://155-9-184-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-185-4.beta.opera-mini.net,,200,,80,http://155-9-185-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-185-4.mini5-1.opera-mini.net,,200,,80,http://155-9-185-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-187-12.beta.opera-mini.net,,200,,80,http://155-9-187-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-187-12.mini5-1.opera-mini.net,,200,,80,http://155-9-187-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-187-5.beta.opera-mini.net,,200,,80,http://155-9-187-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-187-5.mini5-1.opera-mini.net,,200,,80,http://155-9-187-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-187-6.beta.opera-mini.net,,200,,80,http://155-9-187-6.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-187-6.mini5-1.opera-mini.net,,200,,80,http://155-9-187-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-191-9.beta.opera-mini.net,,200,,80,http://155-9-191-9.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.252,/,-21967118,82.145.211.252,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-191-9.mini5-1.opera-mini.net,,200,,80,http://155-9-191-9.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.252,/,-21967118,82.145.211.252,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-11.beta.opera-mini.net,,200,,80,http://155-9-192-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-11.mini5-1.opera-mini.net,,200,,80,http://155-9-192-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-4.beta.opera-mini.net,,200,,80,http://155-9-192-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-4.mini5-1.opera-mini.net,,200,,80,http://155-9-192-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-6.beta.opera-mini.net,,200,,80,http://155-9-192-6.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-6.mini5-1.opera-mini.net,,200,,80,http://155-9-192-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-7.beta.opera-mini.net,,200,,80,http://155-9-192-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-192-7.mini5-1.opera-mini.net,,200,,80,http://155-9-192-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-197-2.beta.opera-mini.net,,200,,80,http://155-9-197-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-197-2.mini5-1.opera-mini.net,,200,,80,http://155-9-197-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-197-4.beta.opera-mini.net,,200,,80,http://155-9-197-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-197-4.mini5-1.opera-mini.net,,200,,80,http://155-9-197-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-198-11.beta.opera-mini.net,,200,,80,http://155-9-198-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-198-11.mini5-1.opera-mini.net,,200,,80,http://155-9-198-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-199-10.beta.opera-mini.net,,200,,80,http://155-9-199-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-202-12.beta.opera-mini.net,,200,,80,http://155-9-202-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-202-12.mini5-1.opera-mini.net,,200,,80,http://155-9-202-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-202-2.beta.opera-mini.net,,200,,80,http://155-9-202-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-202-2.mini5-1.opera-mini.net,,200,,80,http://155-9-202-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-202-7.beta.opera-mini.net,,200,,80,http://155-9-202-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-202-7.mini5-1.opera-mini.net,,200,,80,http://155-9-202-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-203-5.beta.opera-mini.net,,200,,80,http://155-9-203-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-206-12.beta.opera-mini.net,,200,,80,http://155-9-206-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-208-8.beta.opera-mini.net,,200,,80,http://155-9-208-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-208-8.mini5-1.opera-mini.net,,200,,80,http://155-9-208-8.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-209-10.beta.opera-mini.net,,200,,80,http://155-9-209-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-209-5.beta.opera-mini.net,,200,,80,http://155-9-209-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-209-5.mini5-1.opera-mini.net,,200,,80,http://155-9-209-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-211-8.beta.opera-mini.net,,200,,80,http://155-9-211-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-211-8.mini5-1.opera-mini.net,,200,,80,http://155-9-211-8.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-212-12.beta.opera-mini.net,,200,,80,http://155-9-212-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-212-2.beta.opera-mini.net,,200,,80,http://155-9-212-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-212-2.mini5-1.opera-mini.net,,200,,80,http://155-9-212-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-10.beta.opera-mini.net,,200,,80,http://155-9-215-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-10.mini5-1.opera-mini.net,,200,,80,http://155-9-215-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-4.beta.opera-mini.net,,200,,80,http://155-9-215-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-4.mini5-1.opera-mini.net,,200,,80,http://155-9-215-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-5.beta.opera-mini.net,,200,,80,http://155-9-215-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-5.mini5-1.opera-mini.net,,200,,80,http://155-9-215-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-6.beta.opera-mini.net,,200,,80,http://155-9-215-6.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-6.mini5-1.opera-mini.net,,200,,80,http://155-9-215-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-8.beta.opera-mini.net,,200,,80,http://155-9-215-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-215-8.mini5-1.opera-mini.net,,200,,80,http://155-9-215-8.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-216-10.mini5-1.opera-mini.net,,200,,80,http://155-9-216-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-216-11.beta.opera-mini.net,,200,,80,http://155-9-216-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-216-11.mini5-1.opera-mini.net,,200,,80,http://155-9-216-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-216-12.beta.opera-mini.net,,200,,80,http://155-9-216-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-216-12.mini5-1.opera-mini.net,,200,,80,http://155-9-216-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-12.beta.opera-mini.net,,200,,80,http://155-9-217-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-12.mini5-1.opera-mini.net,,200,,80,http://155-9-217-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-2.beta.opera-mini.net,,200,,80,http://155-9-217-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-2.mini5-1.opera-mini.net,,200,,80,http://155-9-217-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-4.beta.opera-mini.net,,200,,80,http://155-9-217-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-4.mini5-1.opera-mini.net,,200,,80,http://155-9-217-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-9.beta.opera-mini.net,,200,,80,http://155-9-217-9.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.252,/,-21967118,82.145.211.252,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-217-9.mini5-1.opera-mini.net,,200,,80,http://155-9-217-9.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.252,/,-21967118,82.145.211.252,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
