input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched,tls_self_signed,tls_expired
next-redasys.sbb.ch,401 Authorization Required,401,188,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,next-redasys.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-10T14:20:42Z,2024-02-10T14:20:42Z,"CN=next-redasys.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",next-redasys.sbb.ch,Schweizerische Bundesbahnen SBB,int-redasys.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,93245e32733d63611cfcf4b1f59c4053,5a4b25a3e63eb366b5bbcc28b3e0f40c563237d7cd930f5ff6eafbb31dca3f99,,ctls,next-redasys.sbb.ch,,443,https://next-redasys.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,-457735316,195.15.246.17,Basic,8,False,,,,,,
nmd-static-websites-alias.app.sbb.ch,,503,2503,AS16509,AS16509,Unknown,35.160.0.0/13,nmd-static-websites-alias.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,nmd-static-websites-alias.app.sbb.ch,,443,https://nmd-static-websites-alias.app.sbb.ch:443,https,,text/html,GET,35.157.98.202,/,1539244717,3.124.89.17,,94,False,,,,,,
nmd-static-websites.app.sbb.ch,,503,2503,AS16509,AMAZON-02,US,18.160.192.0/24,nmd-static-websites.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,nmd-static-websites.app.sbb.ch,,443,https://nmd-static-websites.app.sbb.ch:443,https,,text/html,GET,18.156.0.176,/,1539244717,3.124.89.17,,94,False,,,,,,
nmmw.ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,nmmw.ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T10:35:05Z,2024-01-31T10:35:05Z,"CN=nmmw.ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",nmmw.ws.sbb.ch,Schweizerische Bundesbahnen SBB,nmmw-int.ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,400560b3cad64a871ba6cfec3ec29a03,4d48c94aadecaf2b92978046381dbf08734429990bc8c160074fc02d7f2c2ca4,,ctls,nmmw.ws.sbb.ch,,443,https://nmmw.ws.sbb.ch:443,https,,text/xml,GET,193.203.121.217,/,,193.203.121.217,IBM DataPower,2,False,,,,,,
nova-koserv-int-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,nova-koserv-int-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-21T05:21:36Z,2023-06-21T05:21:36Z,"CN=nova-koserv-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",nova-koserv-ws.sbb.ch,Schweizerische Bundesbahnen SBB,nova-koserv-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,11eb24758cb80600ed6f6b476c0a6adf,2f5280ef559d4216c34273c95e5853a0fc68603d7e35d375828da0b564fa9864,,ctls,nova-koserv-int-ws.sbb.ch,,443,https://nova-koserv-int-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.93,/,-1687830404,193.203.120.93,IBM DataPower,2,False,,,,,,
nova-koserv-test-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,nova-koserv-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-21T05:21:36Z,2023-06-21T05:21:36Z,"CN=nova-koserv-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",nova-koserv-ws.sbb.ch,Schweizerische Bundesbahnen SBB,nova-koserv-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,11eb24758cb80600ed6f6b476c0a6adf,2f5280ef559d4216c34273c95e5853a0fc68603d7e35d375828da0b564fa9864,,ctls,nova-koserv-test-ws.sbb.ch,,443,https://nova-koserv-test-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.56,/,,193.203.120.56,IBM DataPower,2,False,,,,,,
nova-koserv-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,nova-koserv-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-21T05:21:36Z,2023-06-21T05:21:36Z,"CN=nova-koserv-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",nova-koserv-ws.sbb.ch,Schweizerische Bundesbahnen SBB,nova-koserv-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,11eb24758cb80600ed6f6b476c0a6adf,2f5280ef559d4216c34273c95e5853a0fc68603d7e35d375828da0b564fa9864,,ctls,nova-koserv-ws.sbb.ch,,443,https://nova-koserv-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.160,/,-1687830404,193.203.120.160,IBM DataPower,2,False,,,,,,
nova-test.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,nova-test.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-28T03:58:58Z,2023-06-28T03:58:58Z,"CN=nova.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",nova.sbb.ch,Schweizerische Bundesbahnen SBB,nova-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d1065dc0f6478e87700f268dddd7117f,3abd035ca79741f8172e6aac3f761c34f6f72438252a3b9e4d1e0a8d31795fcb,,ctls,nova-test.sbb.ch,,443,https://nova-test.sbb.ch:443,https,Apache,text/html,GET,193.203.121.38,/,-1525021234,193.203.121.38,Apache,20,False,,,,,,
oauthtester-int-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,oauthtester-int-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T11:01:36Z,2024-05-02T11:01:36Z,"CN=oauthtester-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",oauthtester-ws.sbb.ch,Schweizerische Bundesbahnen SBB,oauthtester-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,09866137f89a10ccfd7e367fa6cd1df4,f0df21c7697387101833a6931ff4c1a583c663b411cbf282b4663e303ef61240,,ctls,oauthtester-int-ws.sbb.ch,,443,https://oauthtester-int-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.69,/,-1687830404,193.203.121.69,IBM DataPower,2,False,,,,,,
oauthtester-test-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,oauthtester-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T11:01:36Z,2024-05-02T11:01:36Z,"CN=oauthtester-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",oauthtester-ws.sbb.ch,Schweizerische Bundesbahnen SBB,oauthtester-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,09866137f89a10ccfd7e367fa6cd1df4,f0df21c7697387101833a6931ff4c1a583c663b411cbf282b4663e303ef61240,,ctls,oauthtester-test-ws.sbb.ch,,443,https://oauthtester-test-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.19,/,-1687830404,193.203.121.19,IBM DataPower,2,False,,,,,,
oauthtester-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,oauthtester-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T11:01:36Z,2024-05-02T11:01:36Z,"CN=oauthtester-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",oauthtester-ws.sbb.ch,Schweizerische Bundesbahnen SBB,oauthtester-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,09866137f89a10ccfd7e367fa6cd1df4,f0df21c7697387101833a6931ff4c1a583c663b411cbf282b4663e303ef61240,,ctls,oauthtester-ws.sbb.ch,,443,https://oauthtester-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.184,/,-1687830404,193.203.121.184,IBM DataPower,2,False,,,,,,
offers-backend.beta.sbb.ch,403 Forbidden,403,118,AS0,Not routed,None,13.32.100.0/23,offers-backend.beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=beta.sbb.ch,beta.sbb.ch,,graphql.beta.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,217e2137a2fceec72605e5e150f60835,47c4473631fde9ce7ef243129b1d179a7a8f97ddd18caa7300193db6250dbfa4,True,ctls,offers-backend.beta.sbb.ch,cloudfront,443,https://offers-backend.beta.sbb.ch:443,https,none,text/html,GET,13.32.99.107,/,1344368402,13.32.99.99,HSTS,7,False,True,,,,,
offers-backend.dev-beta.sbb.ch,403 Forbidden,403,118,AS16509,AMAZON-02,US,13.32.16.0/20,offers-backend.dev-beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=dev-beta.sbb.ch,dev-beta.sbb.ch,,graphql.dev-beta.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,eb8bf3499926cf1d80bd0c139bcd0b03,34392f8868cf6559c7d9bc057c4c79c931d5b2166cd7334083af559176bedb9e,True,ctls,offers-backend.dev-beta.sbb.ch,cloudfront,443,https://offers-backend.dev-beta.sbb.ch:443,https,none,text/html,GET,13.32.27.99,/,1344368402,13.32.27.90,HSTS,7,False,True,,,,,
offers-backend.int-beta.sbb.ch,403 Forbidden,403,118,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,offers-backend.int-beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=int-beta.sbb.ch,int-beta.sbb.ch,,*.int-beta.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,82765758ddda7056f2625866180c06dc,be19c16ef10caf8dcf66c1b20d6db58991a2764c5e211f7c3d2c9e2b1ef88ef2,True,ctls,offers-backend.int-beta.sbb.ch,cloudfront,443,https://offers-backend.int-beta.sbb.ch:443,https,none,text/html,GET,108.138.7.105,/,1344368402,108.138.7.5,HSTS,7,False,True,,,,,
omssmr-int-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,omssmr-int-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T07:39:41Z,2023-09-29T07:39:41Z,"CN=omssmr-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",omssmr-ws.sbb.ch,Schweizerische Bundesbahnen SBB,omssmr-test-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cb917eb655523dd2352ed054f7b7a708,2d155d6f6944df2c6c52ff3f9c62f674b852c0fafd2aec737c6c369b0a253fed,,ctls,omssmr-int-ws.sbb.ch,,443,https://omssmr-int-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.116,/,,193.203.120.116,IBM DataPower,2,False,,,,,,
omssmr-test-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,omssmr-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T07:39:41Z,2023-09-29T07:39:41Z,"CN=omssmr-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",omssmr-ws.sbb.ch,Schweizerische Bundesbahnen SBB,omssmr-test-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cb917eb655523dd2352ed054f7b7a708,2d155d6f6944df2c6c52ff3f9c62f674b852c0fafd2aec737c6c369b0a253fed,,ctls,omssmr-test-ws.sbb.ch,,443,https://omssmr-test-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.58,/,,193.203.121.58,IBM DataPower,2,False,,,,,,
omssmr-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,omssmr-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T07:39:41Z,2023-09-29T07:39:41Z,"CN=omssmr-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",omssmr-ws.sbb.ch,Schweizerische Bundesbahnen SBB,omssmr-test-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cb917eb655523dd2352ed054f7b7a708,2d155d6f6944df2c6c52ff3f9c62f674b852c0fafd2aec737c6c369b0a253fed,,ctls,omssmr-ws.sbb.ch,,443,https://omssmr-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.181,/,,193.203.120.181,IBM DataPower,2,False,,,,,,
orariocargo-alias.app.sbb.ch,,503,2503,AS16509,AMAZON-02,US,18.160.192.0/24,orariocargo-alias.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,orariocargo-alias.app.sbb.ch,,443,https://orariocargo-alias.app.sbb.ch:443,https,,text/html,GET,18.156.0.176,/,1539244717,3.124.89.17,,94,False,,,,,,
order.info.sbb.ch,,404,106,AS47372,BIG3AS,DE,93.191.160.0/21,order.info.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-07T02:14:39Z,2023-08-05T02:14:38Z,CN=order.info.sbb.ch,order.info.sbb.ch,,order.info.sbb.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e533e3a5331f2eed6e876dd299c3fa83,bc23bb2fb825104476d6452471dbd74a73e49b48d7c8736f8db803523393303e,,ctls,order.info.sbb.ch,,443,https://order.info.sbb.ch:443,https,,application/json,GET,93.191.164.121,/,-1147067833,93.191.164.121,,1,False,,,,,,
orig-beta.sbb.ch,403 Forbidden,403,199,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,,,,,,,,,,,,,,,,,,,,,80,http://orig-beta.sbb.ch:80,http,Apache,text/html,GET,194.150.244.139,/,-855688948,194.150.244.139,Apache,8,False,,,,,,
parkandrail-pwa.app.sbb.ch,P+Rail Preview,200,28950,AS16509,AS16509,Unknown,52.60.0.0/16,parkandrail-pwa.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,parkandrail-pwa.app.sbb.ch,,443,https://parkandrail-pwa.app.sbb.ch:443,https,nginx/1.20.1,text/html,GET,52.57.26.73,/,-531763275,18.194.68.34,Nginx:1.20.1,165,False,,,,,,
partnerplatform-int.sbb.ch,Invalid Connection,403,12683,AS31221,EUCLYDE Pop Euclyde Sophia Antipolis,FR,217.13.48.0/20,partnerplatform-int.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2020-07-15T09:30:32Z,2022-07-15T09:30:32Z,"CN=partnerplatform.sbb.ch, OU=IT, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",partnerplatform.sbb.ch,Schweizerische Bundesbahnen SBB,partnerplatform-int.sbb.ch,"emailAddress=support@fortinet.com, CN=FG200E4Q17913880, OU=Certificate Authority, O=Fortinet, L=Sunnyvale, ST=California, C=US, emailAddress=support@fortinet.com",FG200E4Q17913880,Fortinet,e88556e27f36657dba379f01909bca3b,344c2934f495865921cc7ae8e157f3d7b85c035c9f38c8de3a8ebd95bf18383b,,ctls,partnerplatform-int.sbb.ch,,443,https://partnerplatform-int.sbb.ch:443,https,,text/html,GET,217.13.62.14,/,1044078662,217.13.62.14,,278,False,,,,,True,True
pbms-int.ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,pbms-int.ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-04T09:03:44Z,2023-10-04T09:03:44Z,"CN=pbms.ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",pbms.ws.sbb.ch,Schweizerische Bundesbahnen SBB,pbms-test.ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cb3f43a4f9758468f0e7b44c0a1164cd,77a972b74a1c6105a4d735138666f0ff9f5a0cde8a80cd7b36431cedee136ad4,,ctls,pbms-int.ws.sbb.ch,,443,https://pbms-int.ws.sbb.ch:443,https,,text/xml,GET,193.203.121.99,/,,193.203.121.99,IBM DataPower,2,False,,,,,,
pbms.ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,pbms.ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-04T09:03:44Z,2023-10-04T09:03:44Z,"CN=pbms.ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",pbms.ws.sbb.ch,Schweizerische Bundesbahnen SBB,pbms-test.ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cb3f43a4f9758468f0e7b44c0a1164cd,77a972b74a1c6105a4d735138666f0ff9f5a0cde8a80cd7b36431cedee136ad4,,ctls,pbms.ws.sbb.ch,,443,https://pbms.ws.sbb.ch:443,https,,text/xml,GET,193.203.121.174,/,,193.203.121.174,IBM DataPower,2,False,,,,,,
peercoaching.event.sbb.ch,Peercoaching.,200,33669,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,peercoaching.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:03:49Z,2023-07-09T00:03:48Z,CN=peercoaching.event.sbb.ch,peercoaching.event.sbb.ch,,peercoaching.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a7aa078641d3e0f2c4ab22032495501e,63948effad54d09b3889dbe83e213bc4e8e134920719b84b2edb06e6f8065746,,ctls,peercoaching.event.sbb.ch,google,443,https://peercoaching.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,161,False,True,,,,,
personenortung-int-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,personenortung-int-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T18:09:26Z,2024-02-01T18:09:26Z,"CN=personenortung-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",personenortung-ws.sbb.ch,Schweizerische Bundesbahnen SBB,personenortung-test-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e67aa7db56ef80b23420d21ed5cee90c,1f524b8a0ebc67cae8556338b923566d7b9c866f8aca8590b1338a86572ddbd4,,ctls,personenortung-int-ws.sbb.ch,,443,https://personenortung-int-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.113,/,,193.203.120.113,IBM DataPower,2,False,,,,,,
personenortung-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,personenortung-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T18:09:26Z,2024-02-01T18:09:26Z,"CN=personenortung-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",personenortung-ws.sbb.ch,Schweizerische Bundesbahnen SBB,personenortung-test-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e67aa7db56ef80b23420d21ed5cee90c,1f524b8a0ebc67cae8556338b923566d7b9c866f8aca8590b1338a86572ddbd4,,ctls,personenortung-ws.sbb.ch,,443,https://personenortung-ws.sbb.ch:443,https,,text/xml,GET,193.203.120.179,/,-1687830404,193.203.120.179,IBM DataPower,2,False,,,,,,
poc-oauth-test-ws.sbb.ch,,404,286,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,poc-oauth-test-ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T11:01:36Z,2024-05-02T11:01:36Z,"CN=oauthtester-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",oauthtester-ws.sbb.ch,Schweizerische Bundesbahnen SBB,oauthtester-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,09866137f89a10ccfd7e367fa6cd1df4,f0df21c7697387101833a6931ff4c1a583c663b411cbf282b4663e303ef61240,,ctls,poc-oauth-test-ws.sbb.ch,,443,https://poc-oauth-test-ws.sbb.ch:443,https,,text/xml,GET,193.203.121.19,/,,193.203.121.19,IBM DataPower,2,False,,,,True,,
prail-int-alias.app.sbb.ch,,503,2503,AS16509,AS16509,Unknown,52.60.0.0/16,prail-int-alias.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,prail-int-alias.app.sbb.ch,,443,https://prail-int-alias.app.sbb.ch:443,https,,text/html,GET,52.57.26.73,/,1539244717,3.123.94.26,,94,False,,,,,,
prail-int.sbb.ch,Park & Rail Admin Panel,200,22712,AS16509,AS16509,Unknown,3.144.0.0/13,prail-int.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=prail-int.sbb.ch,prail-int.sbb.ch,,metermaid-int.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2fbd9aaa72f2532bf426accae6178bdd,d596d84a30cf78c8b366a9cded7642aa1f71697fa2cbf9a6fe1d5e81929a89de,,ctls,prail-int.sbb.ch,,443,https://prail-int.sbb.ch:443,https,nginx/1.20.1,text/html,GET,3.123.94.26,/,1483217389,52.57.26.73,Nginx:1.20.1,38,False,,,,,,
prail.sbb.ch,Park & Rail Admin Panel,200,22696,AS16509,AS16509,Unknown,3.144.0.0/13,prail.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=prail.sbb.ch,prail.sbb.ch,,prail.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ffa1765b97c918e2e5d4f145867b42d,87fbe0127af2bb4ef1701bab4eb8d581deb25c08c1df75a46ba188c96dd9bf31,,ctls,prail.sbb.ch,,443,https://prail.sbb.ch:443,https,nginx/1.20.1,text/html,GET,3.123.94.26,/,,18.194.68.34,Nginx:1.20.1,38,False,,,,,,
