input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,final_url,tls_self_signed,tls_expired
game.razer.com,,403,255,game.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ee161ecdc8294bc4ab134dc247c9839b,5aa38ec8acd7b68edfdcfc84ea14ce6f7c79555f497479c75800cc18dc55e622,ctls,game.razer.com,cloudflare,443,https://game.razer.com:443,https,cloudflare,application/xml,GET,104.16.191.67,/,211205102,2606:4700::6810:bf43,Cloudflare,2,False,True,,,,,,
gamestore.razer.com,,403,16,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",91e6b3947f1cd447b9b421edba745d26,ba9ec19578f88fc42371b5f5a5e2e89cc67566187d77fe0c8341218cb23338ef,ctls,www.razer.com,,443,https://gamestore.razer.com:443,https,cloudflare,text/plain,GET,52.37.131.7,/,1253481126,52.34.122.161,Cloudflare,1,False,,,,,https://www.razer.com:443/gamestore/closure,,
git2u.merchant.razer.com,Razer Merchant Services | The Leading Payment Gateway in Southeast Asia,200,268350,merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=*.merchant.razer.com, O=Razer Merchant Services SDN. BHD., ST=Selangor, C=MY",*.merchant.razer.com,Razer Merchant Services SDN. BHD.,merchant.razer.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ad76e87c2331bc901c2e713ff92d30b8,2766bc6e3ab1cc8b54d69204e40cd6a8157bab660d4ca42585ce6827e2b798d4,ctls,merchant.razer.com,,80,http://git2u.merchant.razer.com:80,http,cloudflare,text/html,GET,54.255.0.121,/,-1487808959,18.142.207.247,WordPress,5480,False,,,True,,https://merchant.razer.com/v3/,,
global.gold-sandbox.razer.com,,404,,global.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,global.gold-sandbox.razer.com,,443,https://global.gold-sandbox.razer.com:443,https,awselb/2.0,text/plain,GET,34.203.118.148,/,-1840324437,100.25.254.133,,1,False,,,True,,,,
global.gold.razer.com,,404,,global.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,global.gold.razer.com,,443,https://global.gold.razer.com:443,https,awselb/2.0,text/plain,GET,23.3.88.25,/,-1840324437,2a02:26f0:7100::210:112,,1,False,,,,,,,
globalapi.zgold-qa.razer.com,403 - Forbidden: Access is denied.,403,1233,globalapi.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d6da04ce6f7c1c8b41dd100c9a54946d,cda3116753289de95b4f218cedbf5bceb83108cc7f76c0da75732db3741c7245,ctls,globalapi.zgold-qa.razer.com,,443,https://globalapi.zgold-qa.razer.com:443,https,,text/html,GET,35.153.121.209,/,1631801191,54.159.191.114,HSTS,30,False,,,True,,,,
gold.razer.com,The New Razer Gold & Silver,200,21243,gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,gold.razer.com,,443,https://gold.razer.com:443,https,,text/html,GET,2.17.100.203,/,-823236185,2a02:26f0:7100::210:152,HSTS,418,False,,,,https://webapp.gameloop.com,,,
https://miniapp.gold.razer.com,,404,,miniapp.gold.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-28T23:59:59Z,CN=gold.razer.com,gold.razer.com,,silver.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f387ab5cd1833a4b7f11c925010051d3,1e22ca6139f2b92ee230bebeb0eea892b2c160b6c0bd55bf780279978d2723ce,ctls,miniapp.gold.razer.com,,443,https://miniapp.gold.razer.com:443,https,awselb/2.0,text/plain,GET,3.216.165.241,/,-1840324437,3.212.97.204,,1,False,,True,True,,,,
https://webapp.gameloop.com,,403,453,webapp.gameloop.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=gameloop.fun, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",gameloop.fun,Shenzhen Tencent Computer Systems Company Limited,www.gameloop.fun,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,b2238d23035b7b6247855eaa2a9a5190,1a7862ca9ccbf21622e449bfa4f72092e18b038c1dc922e3ef2df1d026eb5496,ctls,webapp.gameloop.com,,443,https://webapp.gameloop.com:443,https,tencent-cos,application/xml,GET,43.152.44.81,/,-312775391,43.152.29.14,,11,False,,,True,,,,
https://www.facebook.com,Facebook – Anmelden oder Registrieren,200,83963,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-05-18T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,3c2c8a6c470a5231301a213ff74a84da,a459617ac949780aa701c3c8e16828989488edf86e810833536aed009d1a1b9e,ctls,m.facebook.com,,443,https://www.facebook.com:443,https,,text/html,GET,157.240.251.35,/,142313513,2a03:2880:f176:84:face:b00c:0:25de,HTTP/3,22,False,,,True,*.facebook.com,https://m.facebook.com/?_rdr,,
ingress.phoenix.razer.com,404 Not Found,404,548,,,,,,,,,,,,,,,,,,,,80,http://ingress.phoenix.razer.com:80,http,,text/html,GET,20.7.158.129,/,566218143,20.7.158.129,,14,False,,,,,,,
insider.razer.com,Razer Insider | Razer Insider,200,348325,insider.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-04-20T23:59:59Z,CN=insider.razer.com,insider.razer.com,,www.insider.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,05aa96b97b797b6fcc3cf1f655f94c0a,9c1ecca11df103c620f7b36e23b872b21381afd23b5d566b66abcd3a16fcb54f,ctls,insider.razer.com,cloudfront,443,https://insider.razer.com:443,https,nginx,text/html,GET,13.32.121.112,/,586998417,2600:9000:2240:d200:18:cb7b:6780:93a1,Nginx,993,False,True,,,,,,
jenkins.phoenix.razer.com,403 Forbidden,403,548,jenkins.phoenix.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-20T00:00:00Z,2023-06-20T23:59:59Z,CN=*.phoenix.razer.com,*.phoenix.razer.com,,phoenix.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,af3873f43a07f02313f96dbd92f66b61,258ee92e0980053bead4db78514c4d03d42f7e35201cb0f652b24c944024c67b,ctls,jenkins.phoenix.razer.com,,80,http://jenkins.phoenix.razer.com:80,http,,text/html,GET,20.7.158.129,/,586998417,20.7.158.129,HSTS,14,False,,,True,,https://jenkins.phoenix.razer.com,,
jp-store.razer.com,Razer Store Japan,200,27167,jp-store.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-03-24T00:00:00Z,2023-03-26T23:59:59Z,CN=jp-store.razer.com,jp-store.razer.com,,www.jp-store.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d5d7c3cba925d70c5ec857e516daeadb,3ec966f4220b1b5c82e239836e0afac197987ac443d39465a73d78f38cb6233c,ctls,jp-store.razer.com,,443,https://jp-store.razer.com:443,https,nginx,text/html,GET,54.168.114.135,/,-1840324437,54.168.179.188,Ruby,13,False,,,,URL=https://www2.razer.com/jp-jp/store,,,True
ldlbe.razer.com,,403,16,,,,,,,,,,,,,,,,,,,,80,http://ldlbe.razer.com:80,http,cloudflare,text/plain,GET,23.227.38.65,/,1253481126,23.227.38.65,Cloudflare Bot Management,1,False,,,,,,,
lyncdiscover.pay.razer.com,,200,362,lyncdiscover.pay.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.pay.razer.com,,443,https://lyncdiscover.pay.razer.com:443,https,,application/json,GET,52.112.193.16,/,781830598,2603:1027:0:3::e,Azure,1,False,,True,True,,,,
lyncdiscover.razer.com,,200,354,lyncdiscover.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.razer.com,,443,https://lyncdiscover.razer.com:443,https,,application/json,GET,52.112.196.45,/,1297759062,2603:1027:0:48::21,Azure,1,False,,True,True,,,,
media-external.gold.razer.com,,403,275,media-external.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-02-07T23:59:59Z,"CN=razerapi.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",razerapi.com,Razer (Asia-Pacific) Pte. Ltd.,www.razerzone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7101d44d0c34eb338a9eb76a60f2e974,238626cf8fc9b233bdf70dbcdd8c55575097b30b99af452b0200c63ebe094550,ctls,media-external.gold.razer.com,,443,https://media-external.gold.razer.com:443,https,AmazonS3,application/xml,GET,23.213.161.13,/,29900822,2a02:26f0:3500:11::215:14c8,Amazon Web Services,2,False,,,,,,,
media.gold.razer.com,,403,243,media.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-02-07T23:59:59Z,"CN=razerapi.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",razerapi.com,Razer (Asia-Pacific) Pte. Ltd.,www.razerzone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7101d44d0c34eb338a9eb76a60f2e974,238626cf8fc9b233bdf70dbcdd8c55575097b30b99af452b0200c63ebe094550,ctls,media.gold.razer.com,,443,https://media.gold.razer.com:443,https,AmazonS3,application/xml,GET,23.213.161.23,/,290968927,2a02:26f0:3500:11::215:14db,Amazon Web Services,2,False,,,,,,,
media.zgold-qa.razer.com,,403,243,media.zgold-qa.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-30T00:00:00Z,2023-08-02T23:59:59Z,"CN=sandbox.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",sandbox.razer.com,Razer (Asia-Pacific) Pte. Ltd.,cortex-staging.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,97b82cbd57c9f165763f4f74e88199b2,df0be0ef204b3ab5474cdbdaf778162c4d80582766158ebfcd148ca7c02f5ddd,ctls,media.zgold-qa.razer.com,,443,https://media.zgold-qa.razer.com:443,https,AmazonS3,application/xml,GET,2.17.100.218,/,-1231460533,2a02:26f0:7100::210:118,Amazon Web Services,2,False,,,,,,,
mena.razer.com,Razer United States | For Gamers. By Gamers.,200,136050,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",91e6b3947f1cd447b9b421edba745d26,ba9ec19578f88fc42371b5f5a5e2e89cc67566187d77fe0c8341218cb23338ef,ctls,www.razer.com,cloudflare,443,https://mena.razer.com:443,https,cloudflare,text/html,GET,104.16.191.67,/,,2606:4700::6810:be43,SAP Commerce Cloud,320,False,True,,,https://www.razer.com,https://www.razer.com,,
merchant.gold.razer.com,Merchant Console | Login,200,12765,merchant.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,merchant.gold.razer.com,,443,https://merchant.gold.razer.com:443,https,,text/html,GET,2.17.100.203,/,1908147121,2a02:26f0:7100::210:152,Microsoft ASP.NET,217,False,,,,,https://merchant.gold.razer.com/Identity/Account/Login?ReturnUrl=%2F,,
merchant.razer.com,Razer Merchant Services | The Leading Payment Gateway in Southeast Asia,200,268350,merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=*.merchant.razer.com, O=Razer Merchant Services SDN. BHD., ST=Selangor, C=MY",*.merchant.razer.com,Razer Merchant Services SDN. BHD.,merchant.razer.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ad76e87c2331bc901c2e713ff92d30b8,2766bc6e3ab1cc8b54d69204e40cd6a8157bab660d4ca42585ce6827e2b798d4,ctls,merchant.razer.com,cloudflare,443,https://merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.66.239,/,1926907129,2606:4700:10::6816:42ef,WordPress,5480,False,True,,True,,https://merchant.razer.com/v3/,,
miniapp.gold.razer.com,,404,,miniapp.gold.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-28T23:59:59Z,CN=gold.razer.com,gold.razer.com,,silver.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f387ab5cd1833a4b7f11c925010051d3,1e22ca6139f2b92ee230bebeb0eea892b2c160b6c0bd55bf780279978d2723ce,ctls,miniapp.gold.razer.com,,443,https://miniapp.gold.razer.com:443,https,awselb/2.0,text/plain,GET,3.216.165.241,/,-1840324437,3.212.97.204,,1,False,,True,True,,,,
ms-api.razer.com,403 Forbidden,403,520,ms-api.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-05T23:59:59Z,CN=ms-api.razer.com,ms-api.razer.com,,ms-staging-api.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,631909ed77730678711a996b6983ef12,c64d53325f6b43dbb9e276a9a032714d8c2375228683a2b157a6d126353ecb61,ctls,ms-api.razer.com,cloudflare,443,https://ms-api.razer.com:443,https,cloudflare,text/html,GET,104.16.191.67,/,-115358342,2606:4700::6810:bf43,HSTS,13,False,True,,,,,,
music.razer.com,Razer Cloud Clubbing Party,200,402739,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",91e6b3947f1cd447b9b421edba745d26,ba9ec19578f88fc42371b5f5a5e2e89cc67566187d77fe0c8341218cb23338ef,ctls,www.razer.com,,443,https://music.razer.com:443,https,cloudflare,text/html,GET,96.45.82.208,/,1494302000,96.45.82.22,SAP Commerce Cloud,557,False,,,,https://www.razer.com,https://www.razer.com/cloud-clubbing,,
mysupport-chtr.razer.com,Razer 支援 - 我的支援入口,200,160840,mysupport-chtr.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-chtr.razer.com,oracle,80,http://mysupport-chtr.razer.com:80,http,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1931,False,True,,,,https://mysupport-chtr.razer.com/,,
mysupport-de.razer.com,Razer Support - MEIN SUPPORT-PORTAL,200,160713,mysupport-de.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-de.razer.com,oracle,443,https://mysupport-de.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1931,False,True,,,,,,
mysupport-du.razer.com,Razer Support - MIJN SUPPORTPORTAAL,200,159076,mysupport-du.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-du.razer.com,oracle,443,https://mysupport-du.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1929,False,True,,,,,,
mysupport-it.razer.com,Assistenza Razer - PORTALE PER L'ASSISTENZA,200,159979,mysupport-it.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-it.razer.com,oracle,443,https://mysupport-it.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1841,False,True,,,,,,
mysupport-jp.razer.com,Razer サポート - マイサポートポータル,200,167447,mysupport-jp.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-jp.razer.com,oracle,80,http://mysupport-jp.razer.com:80,http,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1930,False,True,,,,https://mysupport-jp.razer.com/,,
mysupport-ko.razer.com,Razer 지원팀 - 내 지원 포털,200,164472,mysupport-ko.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-ko.razer.com,oracle,443,https://mysupport-ko.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1930,False,True,,,,,,
mysupport-po.razer.com,Pomoc techniczna firmy Razer - MÓJ PORTAL POMOCY,200,161528,mysupport-po.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-po.razer.com,oracle,443,https://mysupport-po.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1930,False,True,,,,,,
mysupport-sp.razer.com,Asistencia de Razer - MI PORTAL DE ASISTENCIA,200,160175,mysupport-sp.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-sp.razer.com,oracle,80,http://mysupport-sp.razer.com:80,http,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1929,False,True,,,,https://mysupport-sp.razer.com/,,
newprod.mobile.razer.com,,502,12,newprod.mobile.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-08-30T23:59:59Z,"CN=www.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",www.razer.com,Razer (Asia-Pacific) Pte. Ltd.,www2.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b91c77f9384c5ed8bd624e642706c7dc,a2314316b52c5b3e214b4857bed6412785ff81ab7afe7df9d32ff03c6684f472,ctls,newprod.mobile.razer.com,,443,https://newprod.mobile.razer.com:443,https,Skipper,text/plain,GET,2.17.100.139,/,1766370284,2a02:26f0:7100::210:130,HSTS,1,False,,,,,,,
