new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,caa,mx,txt,has_internal_ips,internal_ips
,cf.underarmour.com,96.45.83.103,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,"mail5383.underarmour.mkt5981.com, mail4546.fit.underarmour.com, reply.cf.underarmour.com, mail5383.pth.underarmour.com",v=spf1 ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,challenge-assets.mapmyfitness.com,"18.66.233.120, 18.66.233.73, 18.66.233.44, 18.66.233.109","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,challenges.api.ua.com,"99.86.4.17, 99.86.4.59, 99.86.4.111, 99.86.4.19",,NOERROR,,True,cloudfront,,,,,,,
,ci.mapmyfitness.com,10.180.165.153,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,newci.mapmyfitness.com,,,,,,,,True,10.180.165.153
,click.e.underarmour.co.uk,66.231.94.105,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,click.virt.s4.exacttarget.com,,,,,,,,,
,click.em.underarmour.com,13.111.23.133,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,click.emails.underarmour.com,13.111.23.204,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,click.mapmyfitness.underarmour.com,13.111.228.231,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,click.mfp.underarmour.com,"2.16.186.32, 2.16.186.8","n0b.akamai.net, hostmaster.akamai.com",NOERROR,"click.virt.s7.exacttarget.com, click.exacttarget.com.mdc.edgesuite.net, a1467.b.akamai.net",,,,,,,,,
,click.teammatecomms.underarmour.com,"88.221.132.154, 88.221.132.155","n0b.akamai.net, hostmaster.akamai.com",NOERROR,"click.virt.s7.exacttarget.com, click.exacttarget.com.mdc.edgesuite.net, a1467.b.akamai.net",,,,,,,,,
,click.uarecord.underarmour.com,"2.16.202.59, 95.101.54.242","n0b.akamai.net, hostmaster.akamai.com",NOERROR,"click.virt.s7.exacttarget.com, click.exacttarget.com.mdc.edgesuite.net, a1467.b.akamai.net",,,,,,,,,
,click2connect.underarmour.com,204.29.196.24,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,cloudpages.emails.underarmour.com,13.111.227.73,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,cms1.ecm.underarmour.com,"76.76.21.9, 76.76.21.123","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,,,,,
,cms2.ecm.underarmour.com,"76.76.21.164, 76.76.21.9","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"globalsign.com, sectigo.com, letsencrypt.org",,,,
,coaching.myfitnesspal.com,"198.185.159.145, 198.185.159.144, 198.49.23.144, 198.49.23.145","dns1.p06.nsone.net, dns-admin.squarespace.com",NOERROR,"ext.squarespace.com, ext-cust.squarespace.com",,,,,,,,,
,combines.underarmour.com,"96.45.82.161, 96.45.83.195, 96.45.83.103, 96.45.82.74","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,community-stage.myfitnesspal.com,,"guss.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"mfp.multisite.vanillastaging.com, mfpstaging-multisite.onvanilla.net",True,cloudflare,"2606:4700:7::a29f:804f, 2606:4700:7::a29f:8a4e",,,,,,
,community.myfitnesspal.com,"162.159.128.79, 162.159.138.78","guss.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"mfp.multisite.vanillacommunities.com, mfp-multisite.onvanilla.net",True,cloudflare,"2606:4700:7::a29f:8a4e, 2606:4700:7::a29f:804f",,,,,,
,company.myfitnesspal.com,54.144.128.85,,NOERROR,,,,,,,,,,
,config.myfitnesspal.com,"13.225.78.18, 13.225.78.28, 13.225.78.8, 13.225.78.70","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,frontend.myfitnesspal.com,True,cloudfront,"2600:9000:21f3:aa00:1e:f4a8:3140:93a1, 2600:9000:21f3:fe00:1e:f4a8:3140:93a1, 2600:9000:21f3:d000:1e:f4a8:3140:93a1, 2600:9000:21f3:4800:1e:f4a8:3140:93a1, 2600:9000:21f3:8200:1e:f4a8:3140:93a1, 2600:9000:21f3:2400:1e:f4a8:3140:93a1, 2600:9000:21f3:5e00:1e:f4a8:3140:93a1, 2600:9000:21f3:ae00:1e:f4a8:3140:93a1",,,,,,
,configuration-api.myfitnesspal.com,"3.221.25.239, 34.236.195.40, 54.92.224.133","ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ingress.external.us.mfp.dev,,,,,,,,,
,connect.ua.com,"96.45.83.103, 96.45.82.161, 96.45.83.195, 96.45.82.74","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,consent-static.api.ua.com,"52.222.214.6, 52.222.214.26, 52.222.214.27, 52.222.214.30","ns-1186.awsdns-20.org, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,consent-static.myfitnesspal.com,"18.66.112.102, 18.66.112.25, 18.66.112.70, 18.66.112.63","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,consent.api.ua.com,"13.224.189.22, 13.224.189.129, 13.224.189.12, 13.224.189.31","ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,d2hazghdfb6m8o.cloudfront.net,True,cloudfront,"2600:9000:2555:1400:12:6013:4600:93a1, 2600:9000:2555:dc00:12:6013:4600:93a1, 2600:9000:2555:8800:12:6013:4600:93a1, 2600:9000:2555:6e00:12:6013:4600:93a1, 2600:9000:2555:7a00:12:6013:4600:93a1, 2600:9000:2555:2600:12:6013:4600:93a1, 2600:9000:2555:a200:12:6013:4600:93a1, 2600:9000:2555:2000:12:6013:4600:93a1","ns-1258.awsdns-29.org, ns-130.awsdns-16.com, ns-1895.awsdns-44.co.uk, ns-552.awsdns-05.net",,,,,
,content.myfitnesspal.com,"18.154.63.77, 18.154.63.14, 18.154.63.21, 18.154.63.90","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,d34yn14tavczy0.cloudfront.net,True,cloudfront,,"ns-1213.awsdns-23.org, ns-1968.awsdns-54.co.uk, ns-331.awsdns-41.com, ns-620.awsdns-13.net",,,,,
,creative.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,crimesalad.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,,,,,,,
,curryexperience.ua.com,"96.45.83.103, 96.45.83.195, 96.45.82.74, 96.45.82.161","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,cursosevolua.com.brwww.olx.co.za,80.88.11.43,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,,,
,dam.consulting.dev.underarmour.com,146.75.119.10,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"publish-p35450-e923945.adobeaemcloud.com, adobe-aem.map.fastly.net",True,fastly,,,,,,,
,dam.prerelease.underarmour.com,146.75.123.10,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"publish-p35450-e1063594.adobeaemcloud.com, adobe-aem.map.fastly.net",True,fastly,,,,,,,
,dam.underarmour.com,,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,adobe-aem.map.fastly.net,True,fastly,,,,,,,
,damauthor.underarmour.com,151.101.247.10,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,adobe-aem.map.fastly.net,True,fastly,,,,,,,
,damstage.underarmour.com,"151.101.3.10, 151.101.67.10, 151.101.131.10, 151.101.195.10","ns1.fastly.net, hostmaster.fastly.com",NOERROR,adobe-aem.map.fastly.net,True,fastly,,,,,,,
,dataseries.api.ua.com,"13.226.153.65, 13.226.153.20, 13.226.153.90, 13.226.153.76",,NOERROR,,True,cloudfront,,,,,,,
,de.mapmyfitness.com,"108.138.51.113, 108.138.51.51, 108.138.51.3, 108.138.51.44","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,de.mapmyride.com,"13.224.189.41, 13.224.189.52, 13.224.189.31, 13.224.189.49","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,mapmyride.com,True,cloudfront,,"ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net, ns-1291.awsdns-33.org, ns-193.awsdns-24.com",,"mx1.emailsrvr.com, mx2.emailsrvr.com",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,
,de.mapmyrun.com,"13.224.189.49, 13.224.189.31, 13.224.189.52, 13.224.189.41","ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyrun.com,True,cloudfront,,,,,,,
,de.mapmywalk.com,"13.224.189.41, 13.224.189.52, 13.224.189.31, 13.224.189.49","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmywalk.com,True,cloudfront,,"ns-650.awsdns-17.net, ns-1310.awsdns-35.org, ns-1576.awsdns-05.co.uk, ns-436.awsdns-54.com",,inbound-smtp.us-east-1.amazonaws.com,,,
,demo.ua.com,50.57.23.152,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,demo2.ua.com,50.57.23.152,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,depot.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,dev-about.underarmour.com,151.101.247.10,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"cdn.adobeaemcloud.com, adobe-aem.map.fastly.net",True,fastly,,,,,,,
,dev-na04.ecm.underarmour.com,151.101.177.91,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,n.sni.global.fastly.net,True,fastly,,,,,,,
,dev-ua03.ecm.underarmour.com,"76.76.21.123, 76.76.21.93","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"letsencrypt.org, globalsign.com, sectigo.com",,,,
,development-eu02.underarmour.co.uk,"104.18.31.245, 104.18.30.245","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,development-eu02.underarmour.co.uk.cdn.cloudflare.net,True,cloudflare,,,,,,,
,development-na04.ecm.underarmour.com,"104.19.156.108, 104.19.157.108","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,development-na04.ecm.underarmour.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,development.underarmour.co.uk,"104.18.31.245, 104.18.30.245","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,development.underarmour.co.uk.cdn.cloudflare.net,True,cloudflare,,,,,,,
,devint-api.mapmyfitness.com,"35.172.152.119, 54.80.69.143, 34.236.65.196","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,devint.mapmyfitness.com,"54.80.69.143, 34.236.65.196, 35.172.152.119","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,"ns-1155.awsdns-16.org, ns-1946.awsdns-51.co.uk, ns-383.awsdns-47.com, ns-562.awsdns-06.net",,,,,
,dnd.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,dtmc.mapmyfitness.com,"2.16.186.8, 2.16.186.32","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"cc2365.dotomi.com, usweb.dotomi.com, usweb.dotomi.com.edgesuite.net, a1260.dscb.akamai.net",,,"2a02:26f0:3500:12::1730:17a2, 2a02:26f0:3500:12::1730:17a5",,,,,,
,dunk.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,dw360.underarmour.com,204.29.196.59,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,dy.ua.com,"34.233.129.148, 34.237.205.164, 34.200.31.239, 52.5.66.47","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"srv.dynamicyield.com, k8s-ssapi-webserve-731f9f2dc5-119547543.us-east-1.elb.amazonaws.com",,,,,,,,,
,dynamic-assets.mapmyfitness.com,"35.172.152.119, 34.236.65.196, 54.80.69.143","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,e.underarmour.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,u245077.wl078.sendgrid.net,,,,,,mx.sendgrid.net,v=spf1 include:sendgrid.net ~all,,
,ecm.underarmour.com,,"ns-1090.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-353.awsdns-44.com, ns-963.awsdns-56.net, ns-1853.awsdns-39.co.uk, ns-1090.awsdns-08.org",letsencrypt.org,,google-site-verification=kzdm7MYXO7nOd4kO3hDVxS7hFO9tRYBfpFJFjKCdoOY,,
,ecomm-mail3.ua.com,104.130.47.83,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,ecomm-mail4.ua.com,104.130.47.81,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,ecomm-qa-ext.underarmour.com,23.44.119.94,"n0b.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey-staging.net, e5142.b.akamaiedge-staging.net",,,,,,,,,
,edm.mapmyrun.com,10.253.2.120,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net",,,,True,10.253.2.120
,edmportal.underarmour.com,204.29.196.141,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,edmportaluat.underarmour.com,204.29.196.141,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eem.underarmour.com,204.29.196.76,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eemos.underarmour.com,204.29.196.113,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eemostest.underarmour.com,204.29.196.111,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eemostestmda.underarmour.com,204.29.196.116,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eemostestmip.underarmour.com,204.29.196.112,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eemtest.underarmour.com,204.29.196.75,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,em.underarmour.com,136.147.129.27,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,reply-mx.s7.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, google-site-verification=VnsZF55Q2O7WG5P4bK4CJLBVPLhwyIpVQNjmNyizBwU, google-site-verification=fqjN_UwrmIDIj53eIxJ5IjtfLhtSnhacCoNZwzQZtXM, google-site-verification=T9txt2j9j3bYsMnooLEeG0RE-PLFh7yHXBFeOX_wq8k, spf2.0/pra include:cust-senderid.exacttarget.com -all",,
,email.myfitnesspal.com,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sparkpostmail.com,,,,"ns-1361.awsdns-42.org, ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com, ns-775.awsdns-32.net",,smtp.sparkpostmail.com,"202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all",,
,emmamacdonald.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"letsencrypt.org, sectigo.com, digicert.com",,,,
,emplois.underarmour.com,"95.101.111.175, 95.101.111.172","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"emplois-underarmour-com.talentbrew.com, emplois.underarmour.com-v1.edgekey.net, e73592.b.akamaiedge.net",,,,,,,,,
,endeca-ord.ua.com,172.24.96.160,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,True,172.24.96.160
,endomondo.underarmour.com,136.147.129.27,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-179.awsdns-22.com, ns-687.awsdns-21.net, ns-1360.awsdns-42.org, ns-1639.awsdns-12.co.uk",,inbound-reply.s7.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,
,engineering.mapmyfitness.com,"108.156.172.24, 108.156.172.44, 108.156.172.53, 108.156.172.82","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyfitness.com,True,cloudfront,,,,,"include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, MS=ms37790606, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr",,
,enrollme.underarmour.com,,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"www.underarmour.com, n.sni.global.fastly.net",True,fastly,,,,,,,
,enterpriseenrollment.underarmour.com,20.91.147.72,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com",True,azure,,,,,,,
,enterpriseregistration.underarmour.com,20.190.137.40,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net",True,azure,,,,,,,
,error.mapmyrun.com,"52.217.128.13, 52.216.245.67, 54.231.200.69, 52.217.95.181, 52.216.221.197, 52.216.60.125, 52.216.18.218, 54.231.235.117","ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,es.mapmyfitness.com,"13.224.189.49, 13.224.189.41, 13.224.189.52, 13.224.189.31","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyfitness.com,True,cloudfront,,"ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net",,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all",,
,es.underarmour.com,"96.45.83.103, 96.45.82.161, 96.45.83.195, 96.45.82.74","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,eu-uaconnect.underarmour.com,5.175.80.122,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,events.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,fantasy.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,fastly-tools.ecm.underarmour.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,,,,,
,feedback.underarmour.com,"96.45.82.74, 96.45.82.161, 96.45.83.195, 96.45.83.103","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,fieldtesting.underarmour.com,104.102.47.15,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"underarmour-vanity.reporting.qualtrics.com, akamaisecure2.qualtrics.com.edgekey.net, e13240.b.akamaiedge.net",,,,,,,,,
,fitness-session-mfp.api.ua.com,"18.154.219.89, 18.154.219.125, 18.154.219.84, 18.154.219.107",,NOERROR,,True,cloudfront,,,,,,,
,fonts.underarmour.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net",,,,,,,,,
,football.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,forbmore.ua.com,"96.45.83.195, 96.45.82.74, 96.45.82.161, 96.45.83.103","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,fr.mapmyfitness.com,"65.9.86.19, 65.9.86.42, 65.9.86.32, 65.9.86.126","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyfitness.com,True,cloudfront,,"ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net, ns-1108.awsdns-10.org",,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all",,
,fr.mapmyride.com,"13.249.9.40, 13.249.9.71, 13.249.9.109, 13.249.9.24","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,mapmyride.com,True,cloudfront,,"ns-1291.awsdns-33.org, ns-2002.awsdns-58.co.uk, ns-193.awsdns-24.com, ns-616.awsdns-13.net",,"mx2.emailsrvr.com, mx1.emailsrvr.com",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,
,fr.mapmywalk.com,"13.224.189.41, 13.224.189.49, 13.224.189.52, 13.224.189.31","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmywalk.com,True,cloudfront,,"ns-436.awsdns-54.com, ns-1310.awsdns-35.org, ns-1576.awsdns-05.co.uk, ns-650.awsdns-17.net",,inbound-smtp.us-east-1.amazonaws.com,,,
,fr.underarmour.com,"104.18.10.240, 104.18.11.240","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,fr.underarmour.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,freeze.ecm.underarmour.com,"76.76.21.241, 76.76.21.142","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"letsencrypt.org, globalsign.com, sectigo.com",,,,
,frontend.myfitnesspal.com,"108.138.51.5, 108.138.51.108, 108.138.51.77, 108.138.51.121","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,"2600:9000:2436:1600:1e:f4a8:3140:93a1, 2600:9000:2436:3e00:1e:f4a8:3140:93a1, 2600:9000:2436:4a00:1e:f4a8:3140:93a1, 2600:9000:2436:600:1e:f4a8:3140:93a1, 2600:9000:2436:7200:1e:f4a8:3140:93a1, 2600:9000:2436:c400:1e:f4a8:3140:93a1, 2600:9000:2436:1200:1e:f4a8:3140:93a1, 2600:9000:2436:6a00:1e:f4a8:3140:93a1",,,,,,
,frontenddocs.ecm.underarmour.com,"76.76.21.164, 76.76.21.241","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"letsencrypt.org, sectigo.com, globalsign.com",,,,
,futureshow.ua.com,"96.45.82.74, 96.45.82.161, 96.45.83.195, 96.45.83.103","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,gabifuller.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"letsencrypt.org, digicert.com, sectigo.com",,,,
,game.ua.com,"96.45.82.74, 96.45.82.161, 96.45.83.195, 96.45.83.103","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,garbage.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,genwhy.myfitnesspal.com,"188.114.98.229, 188.114.99.229","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,github.ua.com,34.204.139.242,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,golfexperience.ua.com,"96.45.83.103, 96.45.82.74, 96.45.82.161, 96.45.83.195","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,googleca.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"sectigo.com, digicert.com, letsencrypt.org",,,,
,government-guide.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,gs1.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,guest.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
