input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,content_type,final_url,cdn_name,cdn,csp_domains_,tls_expired,tls_self_signed,location
api.au-syd.logging.cloud.ibm.com,,404,66,api.au-syd.logging.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=api.au-syd.logging.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",api.au-syd.logging.cloud.ibm.com,International Business Machines Corporation,admin.au-syd.logging.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,620f2631064294a711fc85bb86f224d5,3d4e789eaafa034615a67838b60e88099dce8a50daaeaa7bb7670454a6bafaa1,,ctls,api.au-syd.logging.cloud.ibm.com,443,https://api.au-syd.logging.cloud.ibm.com:443,https,restify,GET,130.198.1.212,/,777598672,135.90.92.246,HSTS,1,False,application/json,,,,,,,
api.au-syd.natural-language-understanding.watson.cloud.ibm.com,,401,164,api.au-syd.natural-language-understanding.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-07-06T23:59:59Z,"CN=natural-language-understanding.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",natural-language-understanding.watson.cloud.ibm.com,International Business Machines Corporation,us-south.natural-language-understanding.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3e1fa5b0444dcb3b9c62be663277dd0b,6f617f2f8a224b9c361379dc2f148c531163e1b98e82efdc98487ae93d5fb779,,ctls,api.au-syd.natural-language-understanding.watson.cloud.ibm.com,443,https://api.au-syd.natural-language-understanding.watson.cloud.ibm.com:443,https,watson-gateway,GET,95.101.111.142,/,-73130815,95.101.111.178,IBM DataPower,2,False,application/json,,,,,,,
api.au-syd.speech-to-text.watson.cloud.ibm.com,,401,164,api.au-syd.speech-to-text.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=speech-to-text.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",speech-to-text.watson.cloud.ibm.com,International Business Machines Corporation,us-south.text-to-speech.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ec503bafbc6ec427754db78c43d43fc8,4c70075a92ac83fd30b08c5a5ad6d43841d3dfa6446d431ff618a59314018dba,,ctls,api.au-syd.speech-to-text.watson.cloud.ibm.com,443,https://api.au-syd.speech-to-text.watson.cloud.ibm.com:443,https,watson-gateway,GET,2.17.100.176,/,-1314569491,2.17.100.129,IBM DataPower,2,False,application/json,,,,,,,
api.cis.cloud.ibm.com,Attention Required! | Cloudflare,403,4519,api.cis.cloud.ibm.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-07T00:00:00Z,2024-04-06T23:59:59Z,"CN=cis.cloud.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cis.cloud.ibm.com,"Cloudflare, Inc.",api.int.cis.cloud.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",309cbc12011f39141a168b3a97c2057f,348c4ec247885166c6078ab483c568d8aa0984a20a2c2cfbf80eb9381f269004,True,ctls,api.cis.cloud.ibm.com,443,https://api.cis.cloud.ibm.com:443,https,cloudflare,GET,104.17.208.41,/,732341345,104.17.207.41,Cloudflare,94,False,text/html,,cloudflare,True,,,,
api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com,,404,40,api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-02T20:01:52Z,2023-07-01T20:01:51Z,CN=api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com,api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com,,api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,947c689920bac870b8af94db7eb5014f,586e291567165141e40796413bd64fbacfe96cd49ed2700e23b1af6d3641e942,,ctls,api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com,443,https://api.da28-a1e47b49.us-east.apiconnect.cloud.ibm.com:443,https,,GET,169.55.89.35,/,-1979062793,169.55.89.35,HSTS,2,False,application/json,,,,,,,
api.daffy-f2gi6rc5.cloud.techzone.ibm.com,,503,2503,api.daffy-f2gi6rc5.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-04T20:04:05Z,2023-08-02T20:04:04Z,CN=daffy-f2gi6rc5.cloud.techzone.ibm.com,daffy-f2gi6rc5.cloud.techzone.ibm.com,,daffy-f2gi6rc5.cloud.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f3b8cbd57e08a900e69f6c1593e5b389,b37cb3ff7a56cf6a50650ea3dff04200834501664f5407f5e2ca6b11fa241cc6,True,ctls,api.daffy-f2gi6rc5.cloud.techzone.ibm.com,443,https://api.daffy-f2gi6rc5.cloud.techzone.ibm.com:443,https,,GET,52.118.61.118,/,1539244717,52.118.61.118,,94,False,text/html,,,,,,,
api.daffy-zovy4gjk.cloud.techzone.ibm.com,,503,2503,api.daffy-zovy4gjk.cloud.techzone.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-11T10:30:20Z,2025-05-10T10:30:21Z,CN=*.apps.daffy-zovy4gjk.cloud.techzone.ibm.com,*.apps.daffy-zovy4gjk.cloud.techzone.ibm.com,,*.apps.daffy-zovy4gjk.cloud.techzone.ibm.com,CN=ingress-operator@1683801020,ingress-operator@1683801020,,00bfc382653ea700e503a069f1db1b12,3026a7ecc3fb8656ad99d2fa6a010c977056ef998de054962ee237bfd55011f6,True,ctls,api.daffy-zovy4gjk.cloud.techzone.ibm.com,443,https://api.daffy-zovy4gjk.cloud.techzone.ibm.com:443,https,,GET,169.63.122.95,/,1539244717,169.63.122.95,,94,False,text/html,,,,,,,
api.dallas.yourlearning.ibm.com,403 Forbidden,403,553,api.dallas.yourlearning.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl919934.cloudflaressl.com,ssl919934.cloudflaressl.com,,ssl919934.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,0b7238f03a73d7bbb463a868db618baf,c874a118d2f251af0f3c707d7fe827e063012dcd9b7547eb70443524aea01ee4,,ctls,api.dallas.yourlearning.ibm.com,443,https://api.dallas.yourlearning.ibm.com:443,https,cloudflare,GET,104.18.248.85,/,-861110197,2606:4700::6812:f855,Cloudflare,14,False,text/html,,cloudflare,True,,True,,
api.dataplatform.cloud.ibm.com,,404,50,api.dataplatform.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=dataplatform.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",dataplatform.cloud.ibm.com,International Business Machines Corporation,internal.api.jp-tok.dataplatform.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1f1ab3b105393eafc4528e07e7a8fa92,f25fd1818c5cac741c7f5d71167cba72959904f39ec7d938e09879592fd9c445,,ctls,api.dataplatform.cloud.ibm.com,443,https://api.dataplatform.cloud.ibm.com:443,https,cloudflare,GET,104.20.63.236,/,754889859,2606:4700:10::6814:3fec,HSTS,1,False,text/html,,cloudflare,True,,,,
api.dataplatform.dev.cloud.ibm.com,,404,50,api.dataplatform.dev.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-01T00:00:00Z,2024-03-03T23:59:59Z,"CN=dataplatform.dev.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",dataplatform.dev.cloud.ibm.com,International Business Machines Corporation,internal.api.dataplatform.dev.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,37aca29672da778cef940a1a4799cfad,7b6b6c34b491e4dbcab9012caaacff50717eaf4e66a1088958a844258ba6b8a5,,ctls,api.dataplatform.dev.cloud.ibm.com,443,https://api.dataplatform.dev.cloud.ibm.com:443,https,cloudflare,GET,104.20.7.9,/,754889859,2606:4700:10::6814:609,HSTS,1,False,text/html,,cloudflare,True,,,,
api.dataplatform.test.cloud.ibm.com,,404,50,api.dataplatform.test.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-14T00:00:00Z,2023-07-15T23:59:59Z,"CN=dataplatform.test.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",dataplatform.test.cloud.ibm.com,International Business Machines Corporation,internal.api.dataplatform.test.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a5fdf6b0960273cf6c033058a65e9946,e966500f68ca6b4ba05a8bd747d5055366c425d79aab8d8165350f1a42aa7c07,,ctls,api.dataplatform.test.cloud.ibm.com,443,https://api.dataplatform.test.cloud.ibm.com:443,https,cloudflare,GET,104.20.10.169,/,754889859,2606:4700:10::6814:aa9,HSTS,1,False,text/html,,cloudflare,True,,,,
api.dd-ri-test-cluster-eu-central.eu-de.apiconnect.cloud.ibm.com,403 Forbidden,403,151,api.dd-ri-test-cluster-eu-central.eu-de.apiconnect.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl920739.cloudflaressl.com,ssl920739.cloudflaressl.com,,ssl920739.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,26a9631bafdb18eceedb68868119c34e,7e7fdb1f42e583953a6f7232d603335755cb6b646f665a8240a33c1291ee9969,,ctls,api.dd-ri-test-cluster-eu-central.eu-de.apiconnect.cloud.ibm.com,443,https://api.dd-ri-test-cluster-eu-central.eu-de.apiconnect.cloud.ibm.com:443,https,cloudflare,GET,104.16.117.69,/,1210513009,2606:4700::6810:7545,Cloudflare,8,False,text/html,,cloudflare,True,,True,,
api.dev.blockchain.test.cloud.ibm.com,503 Service Temporarily Unavailable,503,592,api.dev.blockchain.test.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-26T16:31:39Z,2023-07-25T16:31:38Z,CN=*.dev.blockchain.test.cloud.ibm.com,*.dev.blockchain.test.cloud.ibm.com,,*.dev.blockchain.test.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bbd680c63fe77665f4fd356f76d246f,79effa1c6c19f0e8251908db0f00c93cf57e5d407cbbfdefa4a76cc57f1fbf15,True,ctls,api.dev.blockchain.test.cloud.ibm.com,443,https://api.dev.blockchain.test.cloud.ibm.com:443,https,,GET,169.47.108.90,/,1131193170,169.60.154.51,HSTS,14,False,text/html,,,,,,,
api.dev.cis.cloud.ibm.com,,403,16,,,,,,,,,,,,,,,,,,,,,80,http://api.dev.cis.cloud.ibm.com:80,http,cloudflare,GET,104.17.208.41,/,1659100526,104.17.207.41,Cloudflare,1,False,text/plain,,cloudflare,True,,,,
api.direct.us-south.assistant.dev.watson.cloud.ibm.com,,404,80,api.direct.us-south.assistant.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T20:26:08Z,2023-07-08T20:26:07Z,CN=us-south.assistant.dev.watson.cloud.ibm.com,us-south.assistant.dev.watson.cloud.ibm.com,,web-chat.global.assistant.dev.watson.appdomain.cloud,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f311280d9c9c7746e62781ee5a9fd770,6ab298e2a231ddbbc71cf394bbd7c4a65620487a68d9838087e305966af9d242,,ctls,api.direct.us-south.assistant.dev.watson.cloud.ibm.com,443,https://api.direct.us-south.assistant.dev.watson.cloud.ibm.com:443,https,watson-gateway,GET,169.61.11.36,/,1488810219,169.48.130.171,IBM DataPower,2,False,application/json,,,,,,,
api.direct.us-south.broker.dev.watson.cloud.ibm.com,,404,80,api.direct.us-south.broker.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T20:19:02Z,2023-07-08T20:19:01Z,CN=us-south.broker.dev.watson.cloud.ibm.com,us-south.broker.dev.watson.cloud.ibm.com,,us-south.broker.dev.watson.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a8bff571a82db01c9284378b70415e0f,3f29187aeecbcf27509ff6f639b19061661dd70554031707c579b1c22a22ed23,,ctls,api.direct.us-south.broker.dev.watson.cloud.ibm.com,443,https://api.direct.us-south.broker.dev.watson.cloud.ibm.com:443,https,watson-gateway,GET,169.48.130.171,/,-436092073,169.61.11.36,IBM DataPower,2,False,application/json,,,,,,,
api.direct.us-south.cerberus-test1.dev.watson.cloud.ibm.com,,503,90,api.direct.us-south.cerberus-test1.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T20:19:58Z,2023-07-08T20:19:57Z,CN=us-south.cerberus-test1.dev.watson.cloud.ibm.com,us-south.cerberus-test1.dev.watson.cloud.ibm.com,,us-south.cerberus-test1.dev.watson.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,726af08f76b9dc6ebd0457abe470471b,b4161ad281509122c20883021418b46fd693dcb8d1709907f208fcdec11ab33a,,ctls,api.direct.us-south.cerberus-test1.dev.watson.cloud.ibm.com,443,https://api.direct.us-south.cerberus-test1.dev.watson.cloud.ibm.com:443,https,watson-gateway,GET,169.61.11.36,/,-1098044140,169.48.130.171,IBM DataPower,2,False,application/json,,,,,,,
api.direct.us-south.discovery.dev.watson.cloud.ibm.com,,404,80,api.direct.us-south.discovery.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T17:18:40Z,2023-07-08T17:18:39Z,CN=us-south.discovery.dev.watson.cloud.ibm.com,us-south.discovery.dev.watson.cloud.ibm.com,,us-south.discovery.dev.watson.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,589521fb4a7fda172c60387af76f79e1,7abfcf2d4a646363f9a9941b17d69c6799e4d78272bdcb17b756c8250a82dce4,,ctls,api.direct.us-south.discovery.dev.watson.cloud.ibm.com,443,https://api.direct.us-south.discovery.dev.watson.cloud.ibm.com:443,https,watson-gateway,GET,169.61.11.36,/,760917879,169.48.130.171,IBM DataPower,2,False,application/json,,,,,,,
api.direct.us-south.sample-service.dev.watson.cloud.ibm.com,,401,164,api.direct.us-south.sample-service.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T20:20:52Z,2023-07-08T20:20:51Z,CN=us-south.sample-service.dev.watson.cloud.ibm.com,us-south.sample-service.dev.watson.cloud.ibm.com,,us-south.sample-service.dev.watson.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5dc1577dd35467da615144d53aa4ed05,f9092694bed300108c0879c4a1cf81391d8a3cde3baa31b63a8754838eb00565,,ctls,api.direct.us-south.sample-service.dev.watson.cloud.ibm.com,443,https://api.direct.us-south.sample-service.dev.watson.cloud.ibm.com:443,https,watson-gateway,GET,169.48.237.11,/,-1966467530,169.48.130.171,IBM DataPower,2,False,application/json,,,,,,,
api.direct.us-south.settings.dev.watson.cloud.ibm.com,,404,80,api.direct.us-south.settings.dev.watson.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T20:19:08Z,2023-07-08T20:19:07Z,CN=us-south.settings.dev.watson.cloud.ibm.com,us-south.settings.dev.watson.cloud.ibm.com,,us-south.settings.dev.watson.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c80bc481d5af6718735dda716dbae51b,45f0694e9b7f29468c27063b55b88ff11b272afbc0b19c9016d8c176765f0bb9,,ctls,api.direct.us-south.settings.dev.watson.cloud.ibm.com,443,https://api.direct.us-south.settings.dev.watson.cloud.ibm.com:443,https,watson-gateway,GET,169.48.237.11,/,334277165,169.61.11.36,IBM DataPower,2,False,application/json,,,,,,,
api.directlink.cloud.ibm.com,,403,16,api.directlink.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=directlink.cloud.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",directlink.cloud.ibm.com,"Cloudflare, Inc.",*.internal.directlink.cloud.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f998d1a63bd71bb1a32af8c2fd4c81b,98186c1af04e60c02fc6e24f7ee97b8c39f5499e458d08b19928b559564953ef,True,ctls,api.directlink.cloud.ibm.com,443,https://api.directlink.cloud.ibm.com:443,https,cloudflare,GET,104.19.189.95,/,1253481126,2606:4700::6813:be5f,Cloudflare,1,False,text/plain,,cloudflare,True,,,,
api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com,,404,40,api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-09T12:34:14Z,2023-08-07T12:34:13Z,CN=api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com,api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com,,api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f57bb25f5ed313902f745090688c8f36,6b771da491e011f9ba50495e0760a8608f395e4021f82e9876f9a4d36f5eaded,,ctls,api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com,443,https://api.e113-f1864564.us-south.ri-dev2.apic.test.cloud.ibm.com:443,https,,GET,169.46.121.187,/,-1979062793,52.117.26.114,HSTS,2,False,application/json,,,,,,,
api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,,404,40,api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-08T12:46:40Z,2023-07-07T12:46:39Z,CN=api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,,api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c78ebba72253fba7d6c45f6acb28a094,2d24c632bde8bdb4d9070b509866973ab9125eaebcd439e4724ccd844d4fa6c9,,ctls,api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,443,https://api.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com:443,https,,GET,169.50.13.44,/,-1979062793,169.50.13.44,HSTS,2,False,application/json,,,,,,,
api.eu-de.assistant.watson.cloud.ibm.com,,404,80,api.eu-de.assistant.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=eu-de.servicenames.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",eu-de.servicenames.watson.cloud.ibm.com,International Business Machines Corporation,integrations.eu-de.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a8e40588dd0d9446f68b92d8e1e22e,937faec31300487c42b37b62677f04b99ae5c8f5d23963935a48a4071e2ccc4a,,ctls,api.eu-de.assistant.watson.cloud.ibm.com,443,https://api.eu-de.assistant.watson.cloud.ibm.com:443,https,watson-gateway,GET,23.32.243.150,/,1200544338,23.32.243.150,IBM DataPower,2,False,application/json,,,,,,,
api.eu-de.broker.watson.cloud.ibm.com,,404,80,api.eu-de.broker.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=eu-de.servicenames.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",eu-de.servicenames.watson.cloud.ibm.com,International Business Machines Corporation,integrations.eu-de.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a8e40588dd0d9446f68b92d8e1e22e,937faec31300487c42b37b62677f04b99ae5c8f5d23963935a48a4071e2ccc4a,,ctls,api.eu-de.broker.watson.cloud.ibm.com,443,https://api.eu-de.broker.watson.cloud.ibm.com:443,https,watson-gateway,GET,2.19.73.235,/,1321592688,2.19.73.235,IBM DataPower,2,False,application/json,,,,,,,
api.eu-de.discovery.watson.cloud.ibm.com,,404,80,api.eu-de.discovery.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=eu-de.servicenames.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",eu-de.servicenames.watson.cloud.ibm.com,International Business Machines Corporation,integrations.eu-de.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a8e40588dd0d9446f68b92d8e1e22e,937faec31300487c42b37b62677f04b99ae5c8f5d23963935a48a4071e2ccc4a,,ctls,api.eu-de.discovery.watson.cloud.ibm.com,443,https://api.eu-de.discovery.watson.cloud.ibm.com:443,https,watson-gateway,GET,23.196.242.216,/,1691681063,23.196.242.216,IBM DataPower,2,False,application/json,,,,,,,
api.eu-de.language-translator.watson.cloud.ibm.com,,404,80,api.eu-de.language-translator.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=eu-de.servicenames.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",eu-de.servicenames.watson.cloud.ibm.com,International Business Machines Corporation,integrations.eu-de.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a8e40588dd0d9446f68b92d8e1e22e,937faec31300487c42b37b62677f04b99ae5c8f5d23963935a48a4071e2ccc4a,,ctls,api.eu-de.language-translator.watson.cloud.ibm.com,443,https://api.eu-de.language-translator.watson.cloud.ibm.com:443,https,watson-gateway,GET,23.196.242.216,/,-1482493437,23.196.242.216,IBM DataPower,2,False,application/json,,,,,,,
api.eu-de.logging.cloud.ibm.com,,404,66,api.eu-de.logging.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-11-03T23:59:59Z,"CN=api.eu-de.logging.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",api.eu-de.logging.cloud.ibm.com,International Business Machines Corporation,sparkpost-monitoring.eu-de.logging.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ef87dae9c6a4012e5f02f6db78ab0a1,1dd3d3ce8f667b944b2e71da049d5e682bd49ccffc7089d10701e0df624533a5,,ctls,api.eu-de.logging.cloud.ibm.com,443,https://api.eu-de.logging.cloud.ibm.com:443,https,restify,GET,158.177.133.235,/,777598672,161.156.28.220,Kong:3.0.2,1,False,application/json,,,,,,,
api.eu-de.natural-language-understanding.watson.cloud.ibm.com,,401,164,api.eu-de.natural-language-understanding.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=eu-de.servicenames.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",eu-de.servicenames.watson.cloud.ibm.com,International Business Machines Corporation,integrations.eu-de.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a8e40588dd0d9446f68b92d8e1e22e,937faec31300487c42b37b62677f04b99ae5c8f5d23963935a48a4071e2ccc4a,,ctls,api.eu-de.natural-language-understanding.watson.cloud.ibm.com,443,https://api.eu-de.natural-language-understanding.watson.cloud.ibm.com:443,https,watson-gateway,GET,88.221.61.148,/,-1953292248,88.221.61.148,IBM DataPower,2,False,application/json,,,,,,,
api.eu-de.personality-insights.watson.cloud.ibm.com,Error,503,175,api.eu-de.personality-insights.watson.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,"CN=eu-de.servicenames.watson.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",eu-de.servicenames.watson.cloud.ibm.com,International Business Machines Corporation,integrations.eu-de.assistant.watson.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a8e40588dd0d9446f68b92d8e1e22e,937faec31300487c42b37b62677f04b99ae5c8f5d23963935a48a4071e2ccc4a,,ctls,api.eu-de.personality-insights.watson.cloud.ibm.com,443,https://api.eu-de.personality-insights.watson.cloud.ibm.com:443,https,AkamaiGHost,GET,23.32.243.150,/,-1970307825,23.32.243.150,,5,False,text/html,,,,,,,
