new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,mx,aaaa,cdn,cdn-name,txt,caa
[x],cho.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],chong.stanford.edu,"10.15.128.5, 171.66.72.21, 171.64.20.46, 10.27.80.10","argus.stanford.edu, hostmaster.stanford.edu",True,"10.15.128.5, 10.27.80.10",NOERROR,routermonkey.stanford.edu,,,,,,,
[x],cibersort.stanford.edu,171.67.96.214,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,cibersortx.stanford.edu,,,,,,,
[x],cibersortx.stanford.edu,171.67.96.214,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cigarettecitadels.stanford.edu,159.89.149.97,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.reclaimhosting.com,,stanford.reclaimhosting.com,,,,"v=spf1 ip4:159.89.149.97 ~all, google-site-verification=cAV9agp48wlwXaboyxjLPpnrJbTONZ-VqyF-Whbnwq4",
[x],cigr-pr-hplj400.stanford.edu,172.27.228.36,"argus.stanford.edu, hostmaster.stanford.edu",True,172.27.228.36,NOERROR,,,,,,,,
[x],cimprich.stanford.edu,35.185.223.236,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,newsmblogs.stanford.edu,,,,True,google,,
[x],cine.stanford.edu,171.64.93.127,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cip2-0.stanford.edu,171.65.125.33,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cis.stanford.edu,171.64.101.169,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,v=spf1 ip4:171.67.73.10 a mx ptr ~all,
[x],cisac.fsi.stanford.edu,23.185.0.4,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-fsi-d9.pantheonsite.io, fe4.edge.pantheon.io","ns-1213.awsdns-23.org, ns-2013.awsdns-59.co.uk, ns-233.awsdns-29.com, ns-644.awsdns-16.net",,"2620:12a:8001::4, 2620:12a:8000::4",,,,
[x],cisac.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],cisco-capwap-controller.stanford.edu,172.19.248.133,"argus.stanford.edu, hostmaster.stanford.edu",True,172.19.248.133,NOERROR,,,,,,,,
[x],cislblog.stanford.edu,35.185.223.236,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,newsmblogs.stanford.edu,,,,True,google,,
[x],cisx.stanford.edu,171.64.101.169,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,cis.stanford.edu,,,,,,v=spf1 ip4:171.67.73.10 a mx ptr ~all,
[x],cit.stanford.edu,171.64.71.107,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,visionary.stanford.edu,,,,,,,
[x],citrix.slac.stanford.edu,134.79.130.17,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],citrus.stanford.edu,172.24.96.62,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.96.62,NOERROR,,,,,,,,
[x],civics.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"civics.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],cl.gsb.stanford.edu,171.67.37.46,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-prd-0.gsb.stanford.edu,,,,,,,
[x],cl2.stanford.edu,"171.64.64.180, 172.24.64.88","argus.stanford.edu, hostmaster.stanford.edu",True,172.24.64.88,NOERROR,cs-lb-2a.stanford.edu,,,,,,,
[x],classes-qa.gsb.stanford.edu,"34.228.209.6, 34.198.10.69, 44.207.240.250","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"stanfordgsbQA.test.instructure.com, cluster1.test.instructure.com, canvas-iad-test-c1-1750115574.us-east-1.elb.amazonaws.com",,,,,,,
[x],classics.stanford.edu,"54.201.241.220, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,"avallone.stanford.edu, atalante.stanford.edu, ns5.dnsmadeeasy.com, ns7.dnsmadeeasy.com, argus.stanford.edu, ns6.dnsmadeeasy.com",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53",,,,
[x],classx.stanford.edu,171.67.230.112,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],clearwater.stanford.edu,171.64.160.134,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cli.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"cli.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],clinicalinformatics.stanford.edu,171.65.104.22,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,clinicalinformatics.irt-dr.med.stanford.edu,,,,,,,
[x],cloud.slac.stanford.edu,,"ns1-222.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"slac.sharepoint.com, 700-ipv4v6.clump.dprodmgd105.aa-rt.sharepoint.com, 193054-ipv4v6.farm.dprodmgd105.aa-rt.sharepoint.com",,,2a01:111:f402:f0bd::25,,,,
[x],cloudvdi.stanford.edu,40.91.126.203,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,True,azure,,
[x],clp.law.stanford.edu,171.64.208.100,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-11-web.law.stanford.edu,,,,,,,
[x],cm-dx-biorad-sysmex.stanford.edu,171.65.84.101,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cm-mail.stanford.edu,171.64.197.135,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cm-stage.stanford.edu,171.64.197.70,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cm2-waw1.itlab.stanford.edu,35.88.127.100,"ns-1815.awsdns-34.co.uk, root.itlab.stanford.edu",,,NOERROR,,,,,,,,
[x],cm2.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"cm2d9.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],cmgm3.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],co-pc-20600.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],co-tl2000.stanford.edu,"10.48.14.7, 10.48.14.5, 10.48.14.6","argus.stanford.edu, hostmaster.stanford.edu",True,"10.48.14.7, 10.48.14.5, 10.48.14.6",NOERROR,,,,,,,,
[x],co.stanford.edu,"171.64.151.210, 172.24.151.210","argus.stanford.edu, hostmaster.stanford.edu",True,172.24.151.210,NOERROR,co-pc-10506.stanford.edu,,,,,,,
[x],coconut.stanford.edu,172.24.100.243,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.100.243,NOERROR,,,,,,,,
[x],code-dev.stanford.edu,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,code-stage.svc.stanford.edu,,,,True,google,,
[x],code.stanford.edu,35.233.234.95,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,code-prod.svc.stanford.edu,,,,True,google,"heritage=external-dns,external-dns/owner=prod-us-west1,external-dns/resource=service/gitlab/gitlab-svc",
[x],codes.stanford.edu,171.64.68.210,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,great.stanford.edu,,,,,,,
[x],codex.stanford.edu,54.81.116.232,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,,,,
[x],coe.stanford.edu,171.65.104.14,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med1.irt-dr.med.stanford.edu,,,,,,,
[x],coffee.stanford.edu,171.66.72.93,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,detroit-is-my-hometown.stanford.edu,,,2607:f6d0:0:a228:bad:c0ff:ee:7e,,,,
[x],cohen400.stanford.edu,172.25.77.12,"argus.stanford.edu, hostmaster.stanford.edu",True,172.25.77.12,NOERROR,,,,,,,,
[x],collaboratory.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],collector.stanford.edu,54.186.21.107,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,powerdown.stanford.edu,,,,,,,
[x],collegepuzzle.stanford.edu,50.112.211.3,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,gse-www-19.stanford.edu,,,,,,,
[x],com.stanford.edu,171.64.20.225,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,alwin.stanford.edu,,,,,,,
[x],comm.stanford.edu,,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"comm.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],commitments-api-dev.med.stanford.edu,34.110.200.184,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,True,google,,
[x],commitments-dev.med.stanford.edu,34.117.103.23,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,True,google,,
[x],commitments.med.stanford.edu,34.120.18.75,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,commitments-prod.med.stanford.edu,,,,True,google,,
[x],communication.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],community.almond.stanford.edu,52.26.242.8,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,"mxa.mailgun.org, mxb.mailgun.org",,,,v=spf1 include:mailgun.org ~all,
[x],community.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"neighbors.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],communitycenters.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],compassionjournal.stanford.edu,"35.185.223.236, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,newsmblogs.stanford.edu,"ns7.dnsmadeeasy.com, atalante.stanford.edu, ns6.dnsmadeeasy.com, avallone.stanford.edu, ns5.dnsmadeeasy.com, argus.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53",True,google,,
[x],compbio.stanford.edu,171.64.64.64,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,CS.stanford.edu,,"CS.stanford.edu, smtp1.CS.stanford.edu, smtp2.CS.stanford.edu",,,,"google-site-verification=YIH2F20_EHKOHisVDZe512ysZEOoBNYp1OXPWwNK8XM, v=spf1 mx a ip4:171.64.0.0/14 ip4:176.31.145.254 include:_spf.google.com include:_spf.elasticemail.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all",
[x],compgeo.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"compgeo2.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],computing.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],conduit.stanford.edu,172.27.77.13,"argus.stanford.edu, hostmaster.stanford.edu",True,172.27.77.13,NOERROR,aquifer.stanford.edu,,,,,,,
[x],conf.slac.stanford.edu,134.79.138.12,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,drupal-prod.slac.stanford.edu,,,2620:114:d000:c08a::9,,,,
[x],conference.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],conferencecenter.stanford.edu,"34.227.135.200, 35.169.113.150, 44.205.208.103, 44.208.43.115","ns-1640.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"content.irt-dr.med.stanford.edu, www.stanfordhealthcare.org",,,,,,,
[x],conferences.law.stanford.edu,34.74.246.217,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,law.stanford.edu,,"mxb-00000d03.gslb.pphosted.com, mxa-00000d03.gslb.pphosted.com",,True,google,"v=spf1 ip4:171.67.219.64/27 ip4:171.67.224.0/28 ip4:148.163.149.244 ip4:148.163.149.245 ip4:148.163.153.234 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ip4:171.67.43.137 , ip4:171.67.43.138 ip4:171.67.43.139 ip4:171.67.43.140 ip4:171.67.4, 3.141 include:_spf.google.com include:_spf.qualtrics.com include:spf.dynect.net include:servers.mcsv.net include:mailgun.org include:spf.apptivo.com ~all, adobe-idp-site-verification=4c872117a60d5c3b7d132914730b3f3e2189c67a217450a2f3bc18a683a98f78, asv=4a0b41f14ce00cf6fa8c399a3140b494, google-site-verification=tPVQh4cVR80u2mK8sQkz7WI69AXoSpufEyfnbzS9ST4",
[x],conferences.slac.stanford.edu,151.101.178.133,"ns1.fastly.NET, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.NET,,,2a04:4e42:2a::645,True,fastly,,
[x],confluence.slac.stanford.edu,134.79.138.132,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],connect.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"connect.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],connected.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],connects.stanford.edu,171.67.232.110,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,pgnet211.stanford.edu,,,,,,,
[x],consul-stage.stanford.edu,171.67.23.37,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],consul.stanford.edu,171.67.21.19,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,consul-prod.stanford.edu,,,,,,,
[x],contact.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,integrate.stanford.edu,,,,,,,
[x],contacts.itlab.stanford.edu,142.251.163.121,"ns1.google.com, dns-admin.google.com",,,NOERROR,ghs.google.com,,,2607:f8b0:4004:c1b::79,,,,
[x],content-author.medweb.stanford.edu,"44.208.43.115, 35.169.113.150, 44.205.208.103, 34.227.135.200","ns-1640.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"content.irt-dr.med.stanford.edu, www.stanfordhealthcare.org",,,,,,,
[x],content.itlab.stanford.edu,35.87.45.7,"ns-1815.awsdns-34.co.uk, root.itlab.stanford.edu",,,NOERROR,,,,,,,,
[x],continuingstudies.stanford.edu,"188.114.98.229, 188.114.99.229",,,,NOERROR,,,,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",True,cloudflare,,
[x],contractsupport.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],conversations.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"campusconversations.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],cookiemonster.stanford.edu,171.64.160.241,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cooking.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],cool.stanford.edu,206.180.235.135,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,mx10.tdl.com,,,,,
[x],cop.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"copintranet.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],cope.stanford.edu,,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],copyright.stanford.edu,171.64.71.107,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,visionary.stanford.edu,,,,,,,
[x],cor.stanford.edu,"18.192.231.252, 34.159.25.198","dns1.p04.nsone.net, hostmaster.nsone.net",,,NOERROR,sheg-cor.netlify.com,,,"2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",True,google,,
[x],core.stanford.edu,171.67.166.75,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,pangea.stanford.edu,,,,,,,
[x],corona.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"covid19.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],coronavirus.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"covid19.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],corpgov.stanford.edu,171.64.210.243,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-13-nvhosts.law.stanford.edu,,,,,,,
[x],cosmic.stanford.edu,171.65.188.37,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cosmos.stanford.edu,171.64.84.144,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],coupons.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,assu-web.stanford.edu,,,,,,,
[x],courserank.stanford.edu,171.64.75.45,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,InfoLabWebServices.stanford.edu,,,,,,,
[x],courses-dev.gsb.stanford.edu,"3.212.149.39, 3.215.88.184, 52.204.246.84","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"stanfordgsb-vanity.beta.instructure.com, cluster1.beta.instructure.com, canvas-iad-beta-c1-1665499856.us-east-1.elb.amazonaws.com",,,,,,,
[x],courses-qa.gsb.stanford.edu,"34.198.10.69, 34.228.209.6, 44.207.240.250","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"stanfordgsb-vanity.test.instructure.com, cluster1.test.instructure.com, canvas-iad-test-c1-1750115574.us-east-1.elb.amazonaws.com",,,,,,,
[x],courses.gsb.stanford.edu,"52.45.127.38, 54.173.160.68, 52.45.83.126","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"stanfordgsb-vanity.instructure.com, canvas-iad-prod-c56-444255748.us-east-1.elb.amazonaws.com",,,,,,,
[x],courses.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],coursework.stanford.edu,171.64.13.86,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,vptl-prd-cw-app-lb.stanford.edu,,,,,,,
[x],covid-19.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],covid19.slac.stanford.edu,151.101.38.133,"ns1.fastly.NET, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.NET,,,2a04:4e42:9::645,True,fastly,,
[x],covid19.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"covid19.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],cpanel.domains.stanford.edu,159.89.149.97,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.reclaimhosting.com,"ns-1076.awsdns-06.org, ns-2023.awsdns-60.co.uk, ns-230.awsdns-28.com, ns-808.awsdns-37.net",stanford.reclaimhosting.com,,,,,
[x],cpi.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],cpr.stanford.edu,54.241.15.57,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cq05b100.stanford.edu,10.200.48.39,"argus.stanford.edu, hostmaster.stanford.edu",True,10.200.48.39,NOERROR,,,,,,,,
[x],craft.stanford.edu,159.89.149.97,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.reclaimhosting.com,"ns-1076.awsdns-06.org, ns-2023.awsdns-60.co.uk, ns-230.awsdns-28.com, ns-808.awsdns-37.net",stanford.reclaimhosting.com,,,,"google-site-verification=cAV9agp48wlwXaboyxjLPpnrJbTONZ-VqyF-Whbnwq4, v=spf1 ip4:159.89.149.97 ~all",
[x],crash.slac.stanford.edu,134.79.105.92,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],crater.cs.stanford.edu,172.24.64.13,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.64.13,NOERROR,cave.stanford.edu,,,,,,,
[x],crater.stanford.edu,172.24.64.13,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.64.13,NOERROR,cave.stanford.edu,,,,,,,
[x],crcremote.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],crcsupport.stanford.edu,35.167.218.177,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,crc-web.stanford.edu,,,,,,,
[x],crctime-poc.stanford.edu,142.250.184.243,"ns1.google.com, dns-admin.google.com",,,NOERROR,ghs.googlehosted.com,,,2a00:1450:4001:827::2013,,,,
[x],crcw.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"crctools2022.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],create.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],credential.gsb.stanford.edu,171.67.50.7,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],credibility.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],credo.stanford.edu,23.185.0.1,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-credoresearch.pantheonsite.io, fe1.edge.pantheon.io",,,"2620:12a:8000::1, 2620:12a:8001::1",,,,
[x],crew.stanford.edu,"185.199.109.153, 185.199.108.153, 185.199.111.153, 185.199.110.153","dns1.p05.nsone.net, hostmaster.nsone.net",,,NOERROR,snap-stanford.github.io,,,"2606:50c0:8003::153, 2606:50c0:8002::153, 2606:50c0:8000::153, 2606:50c0:8001::153",,,,"digicert.com, letsencrypt.org"
[x],crfm.stanford.edu,"185.199.110.153, 185.199.109.153, 185.199.108.153, 185.199.111.153","dns1.p05.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford-crfm.github.io,,,"2606:50c0:8001::153, 2606:50c0:8003::153, 2606:50c0:8000::153, 2606:50c0:8002::153",,,,"digicert.com, letsencrypt.org"
[x],crisp-uat.stanford.edu,"44.241.147.85, 34.212.220.14","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-sera-uat-1936736740.us-west-2.elb.amazonaws.com,,,,,,,
[x],crisp.stanford.edu,"44.237.10.191, 44.225.41.189","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-sera-1324567620.us-west-2.elb.amazonaws.com,,,,,,,
[x],crowd.slac.stanford.edu,134.79.138.98,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],crypto.slac.stanford.edu,134.79.197.152,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],crypto.stanford.edu,171.64.78.27,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],cs-db.stanford.edu,172.27.64.45,"argus.stanford.edu, hostmaster.stanford.edu",True,172.27.64.45,NOERROR,cs-db-1.stanford.edu,,,,,,,
[x],cs-ldap.stanford.edu,171.64.64.64,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,CS.stanford.edu,,"smtp1.cs.stanford.edu, smtp2.cs.stanford.edu, CS.stanford.edu",,,,"google-site-verification=YIH2F20_EHKOHisVDZe512ysZEOoBNYp1OXPWwNK8XM, v=spf1 mx a ip4:171.64.0.0/14 ip4:176.31.145.254 include:_spf.google.com include:_spf.elasticemail.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all",
[x],cs-monitor.stanford.edu,171.64.64.57,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,superhero.stanford.edu,,,,,,,
[x],cs.scs.stanford.edu,171.64.64.64,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,cs.stanford.edu,,"smtp2.cs.stanford.edu, cs.stanford.edu, smtp1.cs.stanford.edu",,,,"google-site-verification=YIH2F20_EHKOHisVDZe512ysZEOoBNYp1OXPWwNK8XM, v=spf1 mx a ip4:171.64.0.0/14 ip4:176.31.145.254 include:_spf.google.com include:_spf.elasticemail.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all",
[x],cs.stanford.edu,171.64.64.64,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"smtp2.cs.stanford.edu, cs.stanford.edu, smtp1.cs.stanford.edu",,,,"v=spf1 mx a ip4:171.64.0.0/14 ip4:176.31.145.254 include:_spf.google.com include:_spf.elasticemail.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all, google-site-verification=YIH2F20_EHKOHisVDZe512ysZEOoBNYp1OXPWwNK8XM",
[x],cs106a.stanford.edu,"3.72.140.173, 34.141.103.251","dns1.p01.nsone.net, hostmaster.nsone.net",,,NOERROR,cs106a.netlify.app,,,"2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",True,google,,
