new,host,a,soa,ns,status_code,cname,has_internal_ips,internal_ips,mx,aaaa,cdn,cdn-name,txt,caa
[x],dmail1043hallelujahfm.artifactory.grammarly.io,"10.84.190.42, 10.84.144.214, 10.84.167.126, 10.84.156.74, 10.84.168.212, 10.84.168.218, 10.84.175.240, 10.84.157.37","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.190.42, 10.84.144.214, 10.84.167.126, 10.84.156.74, 10.84.168.212, 10.84.168.218, 10.84.175.240, 10.84.157.37",,,,,,
[x],dockerhub.grammarly.io,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,internal-pl-docker-registry-alb-690364199.us-east-1.elb.amazonaws.com,,,,,,,,
[x],documatix-den8taigame.artifactory.grammarly.io,"10.84.175.240, 10.84.144.214, 10.84.164.146, 10.84.157.249, 10.84.157.37, 10.84.156.74, 10.84.171.172, 10.84.167.126","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.175.240, 10.84.144.214, 10.84.164.146, 10.84.157.249, 10.84.157.37, 10.84.156.74, 10.84.171.172, 10.84.167.126",,,,,,
[x],download-bundle.grammarly.com,"13.224.189.48, 13.224.189.115, 13.224.189.63, 13.224.189.79","ns-1114.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1114.awsdns-11.org, ns-1705.awsdns-21.co.uk, ns-376.awsdns-47.com, ns-770.awsdns-32.net",NOERROR,,,,,,True,cloudfront,,
[x],download-editor.grammarly.com,"18.66.122.63, 18.66.122.88, 18.66.122.106, 18.66.122.91","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com","ns-1866.awsdns-41.co.uk, ns-1533.awsdns-63.org, ns-891.awsdns-47.net, ns-503.awsdns-62.com",NOERROR,,,,,,True,cloudfront,,
[x],download-office.grammarly.com,"143.204.215.78, 143.204.215.79, 143.204.215.44, 143.204.215.52","ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com","ns-88.awsdns-11.com, ns-793.awsdns-35.net, ns-1198.awsdns-21.org, ns-2034.awsdns-62.co.uk",NOERROR,,,,,,True,cloudfront,,
[x],download-windows.grammarly.com,"99.86.4.30, 99.86.4.41, 99.86.4.10, 99.86.4.14","ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com","ns-257.awsdns-32.com, ns-994.awsdns-60.net, ns-1281.awsdns-32.org, ns-1979.awsdns-55.co.uk",NOERROR,,,,,,True,cloudfront,,
[x],dox-private.grammarly.com,"10.5.14.185, 10.5.28.47, 10.5.38.48","ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com","ns-1148.awsdns-15.org, ns-1547.awsdns-01.co.uk, ns-490.awsdns-61.com, ns-972.awsdns-57.net",NOERROR,,True,"10.5.14.185, 10.5.28.47, 10.5.38.48",,,,,,
[x],dox.grammarly.com,"107.21.139.1, 3.225.80.39, 34.235.232.7","ns-913.awsdns-50.net, awsdns-hostmaster.amazon.com","ns-1670.awsdns-16.co.uk, ns-427.awsdns-53.com, ns-913.awsdns-50.net, ns-1393.awsdns-46.org",NOERROR,,,,,,,,,
[x],ed.grammarly.com,"3.85.67.177, 52.7.120.75, 3.217.204.102, 35.175.40.32, 52.202.128.53, 3.212.208.125, 3.223.241.95, 34.198.175.104","ns-1933.awsdns-49.co.uk, awsdns-hostmaster.amazon.com","ns-1933.awsdns-49.co.uk, ns-1120.awsdns-12.org, ns-405.awsdns-50.com, ns-961.awsdns-56.net",NOERROR,,,,,,,,,
[x],email-cdn.grammarly.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,d1defupl3vfoxw.cloudfront.net,,,,,,,,
[x],email.grammarly.com,,"ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,v=spf1 include:aspmx.pardot.com ~all,
[x],email.recruiting.grammarly.com,"34.102.239.211, 34.149.236.64, 34.160.13.42","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com","ns-133.awsdns-16.com, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk, ns-586.awsdns-09.net",NOERROR,mailgun.org,,,"mxa.mailgun.org, mxb.mailgun.org",,True,google,"8f7088gv5932jxw9lwwd1b6ttx2pw2ds, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all","digicert.com, letsencrypt.org, ;"
[x],eng-challenge.grammarly.io,"143.204.89.8, 143.204.89.111, 143.204.89.90, 143.204.89.34","ns-1503.awsdns-59.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,cloudfront,,
[x],ew54384r9b5r0917854214.artifactory.grammarly.io,"10.84.168.218, 10.84.176.75, 10.84.183.94, 10.84.157.249, 10.84.167.126, 10.84.183.95, 10.84.160.72, 10.84.148.237","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com","ns-1442.awsdns-52.org, ns-2038.awsdns-62.co.uk, ns-51.awsdns-06.com, ns-590.awsdns-09.net",NOERROR,,True,"10.84.168.218, 10.84.176.75, 10.84.183.94, 10.84.157.249, 10.84.167.126, 10.84.183.95, 10.84.160.72, 10.84.148.237",,,,,,
[x],extension-popup-editor.grammarly.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,d3p503zp13yq02.cloudfront.net,,,,,,,,
[x],f-log-at.grammarly.io,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.f-log-at.grammarly.io",,NOERROR,,True,0.0.0.0,,::,,,,
[x],f-log-balto.grammarly.io,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.f-log-balto.grammarly.io",,NOERROR,,True,0.0.0.0,,::,,,,
[x],f-log-csp.grammarly.io,"3.227.68.0, 54.197.244.132, 34.234.68.82, 44.208.99.35, 52.22.131.85, 34.206.157.109, 3.223.105.206, 52.204.218.204","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com","ns-1153.awsdns-16.org, ns-1942.awsdns-50.co.uk, ns-230.awsdns-28.com, ns-604.awsdns-11.net",NOERROR,,,,,,,,,
[x],f-log-editor-debug.grammarly.io,"3.221.26.204, 34.235.54.127, 44.194.58.241, 34.206.157.109, 34.234.68.82, 54.210.142.231, 52.201.91.99, 44.196.239.169, 205.251.195.40","ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com","ns-1541.awsdns-00.co.uk, ns-808.awsdns-37.net, ns-378.awsdns-47.com, ns-1418.awsdns-49.org",NOERROR,,,,,,,,,
[x],f-log-editor.grammarly.io,"3.222.196.89, 34.235.54.127, 52.205.12.124, 34.233.147.211, 54.197.244.132, 44.208.99.35, 52.201.91.99, 52.86.75.62","ns-1804.awsdns-33.co.uk, awsdns-hostmaster.amazon.com","ns-1110.awsdns-10.org, ns-1804.awsdns-33.co.uk, ns-385.awsdns-48.com, ns-862.awsdns-43.net",NOERROR,,,,,,,,,
[x],f-log-features-ci.grammarly.io,"54.210.142.231, 54.204.223.170, 34.234.68.82, 34.204.236.232, 34.235.30.206, 34.192.168.1, 44.194.54.50, 23.20.121.12","ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com","ns-1403.awsdns-47.org, ns-957.awsdns-55.net, ns-425.awsdns-53.com, ns-1722.awsdns-23.co.uk",NOERROR,,,,,,,,,
[x],f-log-js-plugin.grammarly.io,"54.85.50.249, 18.215.20.189, 54.204.223.170, 52.22.131.85, 34.234.68.82, 3.221.145.82, 3.219.107.203, 52.72.180.125","ns-1260.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],f-log-mobile-ios-retail.grammarly.io,"34.206.157.109, 52.205.12.124, 52.207.137.99, 35.173.79.106, 52.201.91.99, 34.195.146.103, 100.26.25.11, 54.225.116.54, 205.251.192.153, 205.251.195.242, 205.251.196.125, 205.251.198.221","ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com","ns-153.awsdns-19.com, ns-1149.awsdns-15.org, ns-1010.awsdns-62.net, ns-1757.awsdns-27.co.uk",NOERROR,,,,,,,,,
[x],f-log-mobile-ios.grammarly.io,"23.20.121.12, 54.225.116.54, 52.7.162.88, 52.72.188.219, 54.85.50.249, 18.215.20.189, 3.223.105.206, 34.224.34.180, 205.251.192.116, 205.251.195.88, 205.251.196.196, 205.251.198.101","ns-1637.awsdns-12.co.uk, awsdns-hostmaster.amazon.com","ns-1637.awsdns-12.co.uk, ns-116.awsdns-14.com, ns-856.awsdns-43.net, ns-1220.awsdns-24.org",NOERROR,,,,,,,,,
[x],f-log-mobile.grammarly.io,"3.220.224.240, 34.204.236.232, 34.224.34.180, 34.235.30.206, 44.196.239.169, 52.201.91.99, 3.213.87.4, 3.219.107.203","ns-676.awsdns-20.net, awsdns-hostmaster.amazon.com","ns-476.awsdns-59.com, ns-676.awsdns-20.net, ns-1281.awsdns-32.org, ns-1880.awsdns-43.co.uk",NOERROR,,,,,,,,,
[x],f-log-officeaddin.grammarly.io,"23.20.121.12, 34.233.103.192, 52.204.146.188, 3.232.4.136, 44.207.109.147, 54.210.142.231, 34.235.30.206, 44.194.54.50","ns-605.awsdns-11.net, awsdns-hostmaster.amazon.com","ns-1134.awsdns-13.org, ns-1799.awsdns-32.co.uk, ns-605.awsdns-11.net, ns-105.awsdns-13.com",NOERROR,,,,,,,,,
[x],f-log-officeaddinjs.grammarly.io,"50.16.211.110, 54.85.50.249, 3.226.99.244, 54.197.244.132, 54.86.189.18, 34.234.68.82, 52.7.162.88, 52.207.137.99","ns-1089.awsdns-08.org, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-181.awsdns-22.com, ns-909.awsdns-49.net, ns-1089.awsdns-08.org",NOERROR,,,,,,,,,
[x],f-log-pl.grammarly.io,"52.205.12.124, 34.224.34.180, 52.72.180.125, 3.227.68.0, 35.173.79.106, 3.217.133.181, 52.204.218.204, 34.195.146.103","ns-1971.awsdns-54.co.uk, awsdns-hostmaster.amazon.com","ns-1428.awsdns-50.org, ns-1971.awsdns-54.co.uk, ns-217.awsdns-27.com, ns-879.awsdns-45.net",NOERROR,,,,,,,,,
[x],f-log-support.grammarly.io,"54.85.50.249, 34.235.30.206, 3.219.107.203, 44.194.58.241, 18.215.20.189, 3.220.224.240, 44.196.239.169, 3.211.229.102","ns-1111.awsdns-10.org, awsdns-hostmaster.amazon.com","ns-543.awsdns-03.net, ns-42.awsdns-05.com, ns-1649.awsdns-14.co.uk, ns-1111.awsdns-10.org",NOERROR,,,,,,,,,
[x],f-log.grammarly.io,"34.192.168.1, 44.208.99.35, 54.163.82.55, 3.211.229.102, 54.204.223.170, 52.201.91.99, 3.213.161.209, 52.0.151.196","ns-1219.awsdns-24.org, awsdns-hostmaster.amazon.com","ns-947.awsdns-54.net, ns-1219.awsdns-24.org, ns-2040.awsdns-63.co.uk, ns-427.awsdns-53.com",NOERROR,,,,,,,,,
[x],facade-private.grammarly.com,"10.12.13.212, 10.12.26.45, 10.12.42.13","ns-1626.awsdns-11.co.uk, awsdns-hostmaster.amazon.com","ns-1009.awsdns-62.net, ns-1076.awsdns-06.org, ns-1626.awsdns-11.co.uk, ns-96.awsdns-12.com",NOERROR,,True,"10.12.13.212, 10.12.26.45, 10.12.42.13",,,,,,
[x],facade.private.grammarly.com,"10.12.26.45, 10.12.42.13, 10.12.13.212","ns-1135.awsdns-13.org, awsdns-hostmaster.amazon.com","ns-1135.awsdns-13.org, ns-2023.awsdns-60.co.uk, ns-38.awsdns-04.com, ns-895.awsdns-47.net",NOERROR,,True,"10.12.26.45, 10.12.42.13, 10.12.13.212",,,,,,
[x],fb-app.grammarly.com,"10.22.16.61, 10.22.1.128, 10.22.36.48","ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com","ns-1209.awsdns-23.org, ns-1622.awsdns-10.co.uk, ns-443.awsdns-55.com, ns-525.awsdns-01.net",NOERROR,,True,"10.22.16.61, 10.22.1.128, 10.22.36.48",,,,,,
[x],features-docker.artifactory6.artifactory.grammarly.io,"10.84.144.214, 10.84.168.218, 10.84.183.95, 10.84.164.146, 10.84.175.240, 10.84.171.172, 10.84.156.74, 10.84.187.114","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.144.214, 10.84.168.218, 10.84.183.95, 10.84.164.146, 10.84.175.240, 10.84.171.172, 10.84.156.74, 10.84.187.114",,,,,,
[x],femetrics.grammarly.io,"52.207.25.44, 23.20.196.70, 18.211.254.123, 44.209.15.29, 3.227.115.185, 107.20.113.48, 3.225.74.10, 52.70.105.92","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com","ns-838.awsdns-40.net, ns-1499.awsdns-59.org, ns-1688.awsdns-19.co.uk, ns-414.awsdns-51.com",NOERROR,,,,,,,,,
[x],fridge.grammarly.com,,"ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],g-mail.grammarly.com,"54.152.50.232, 44.196.209.230, 35.174.63.51","ns-413.awsdns-51.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],g-mail.internal.grammarly.com,"10.12.42.8, 10.12.6.20, 10.12.18.158","ns-1163.awsdns-17.org, awsdns-hostmaster.amazon.com","ns-1825.awsdns-36.co.uk, ns-185.awsdns-23.com, ns-522.awsdns-01.net, ns-1163.awsdns-17.org",NOERROR,,True,"10.12.42.8, 10.12.6.20, 10.12.18.158",,,,,,
[x],gate.grammarly.com,"44.212.167.213, 3.214.219.215, 3.228.103.63, 35.171.179.210, 3.221.193.1, 52.55.220.73","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com","ns-1033.awsdns-01.org, ns-2024.awsdns-61.co.uk, ns-56.awsdns-07.com, ns-980.awsdns-58.net",NOERROR,,,,,,,,,
[x],gates.grammarly.com,"54.226.73.239, 34.235.12.172, 3.211.133.157, 35.168.92.184, 54.237.209.135, 18.214.12.79, 34.224.204.210, 23.22.202.178","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],geoproximity.bixby-internal.grammarly.com,"44.239.77.190, 35.80.190.232, 54.186.172.49, 34.214.234.58","ns-1981.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],geoproximity.bixby.grammarly.com,"54.221.77.43, 100.24.86.49, 54.145.14.122, 52.200.164.21, 34.196.74.86, 35.175.78.137","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gitlab.grammarly.io,"10.18.42.239, 10.18.47.3, 10.18.13.102, 10.18.31.213, 10.18.20.220, 10.18.14.24","ns-25.awsdns-03.com, awsdns-hostmaster.amazon.com","ns-1972.awsdns-54.co.uk, ns-628.awsdns-14.net, ns-25.awsdns-03.com, ns-1364.awsdns-42.org",NOERROR,,True,"10.18.42.239, 10.18.47.3, 10.18.13.102, 10.18.31.213, 10.18.20.220, 10.18.14.24",,,,,,
[x],glean-ext-gitlab.grammarly.io,"3.91.127.49, 34.204.151.9, 44.197.85.108","ns-319.awsdns-39.com, awsdns-hostmaster.amazon.com","ns-319.awsdns-39.com, ns-958.awsdns-55.net, ns-1377.awsdns-44.org, ns-1591.awsdns-06.co.uk",NOERROR,,,,,,,,,
[x],gnar-query-scheduler-spark.grammarly.io,"10.13.19.92, 10.13.7.63, 10.13.37.250","ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com","ns-1316.awsdns-36.org, ns-1588.awsdns-06.co.uk, ns-289.awsdns-36.com, ns-538.awsdns-03.net",NOERROR,,True,"10.13.19.92, 10.13.7.63, 10.13.37.250",,,,,,
[x],gnar-rest-public.grammarly.io,"52.87.142.200, 34.195.31.135, 44.207.119.30","ns-786.awsdns-34.net, awsdns-hostmaster.amazon.com","ns-273.awsdns-34.com, ns-786.awsdns-34.net, ns-1437.awsdns-51.org, ns-1943.awsdns-50.co.uk",NOERROR,,,,,,,,,
[x],gnar-rest.grammarly.io,"10.13.16.146, 10.13.4.58, 10.13.34.25","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com","ns-318.awsdns-39.com, ns-718.awsdns-25.net, ns-1033.awsdns-01.org, ns-2024.awsdns-61.co.uk",NOERROR,,True,"10.13.16.146, 10.13.4.58, 10.13.34.25",,,,,,
[x],gnar-specs.grammarly.io,"10.13.10.68, 10.13.44.235, 10.13.30.206","ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com","ns-1064.awsdns-05.org, ns-286.awsdns-35.com, ns-1728.awsdns-24.co.uk, ns-933.awsdns-52.net",NOERROR,,True,"10.13.10.68, 10.13.44.235, 10.13.30.206",,,,,,
[x],gnar-zeppelin-bguerra.emr.grammarly.io,"10.13.1.128, 10.13.26.126, 10.13.45.183","ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.13.1.128, 10.13.26.126, 10.13.45.183",,,,,,
[x],gnar-zeppelin-bliverence-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-bmorrison-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-bmorrison.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-cmills.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-engineers-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-extra-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-extra.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-gbsales-spark.emr.grammarly.io,"10.13.1.131, 10.13.27.57, 10.13.42.148","ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.13.1.131, 10.13.27.57, 10.13.42.148",,,,,,
[x],gnar-zeppelin-gbsales.emr.grammarly.io,"10.13.1.131, 10.13.42.148, 10.13.27.57","ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.13.1.131, 10.13.42.148, 10.13.27.57",,,,,,
[x],gnar-zeppelin-hanwenlu.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-identity-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-identity.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-kberlin.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-kosullivan-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-marketing-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-marketing.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-wxu-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-xchen-spark.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar-zeppelin-xchen.emr.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],gnar.grammarly.com,"52.21.66.172, 3.210.94.136, 52.207.197.172, 34.206.217.32, 54.196.44.7, 34.228.46.80, 34.230.171.221, 34.237.160.36","ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com","ns-1007.awsdns-61.net, ns-1139.awsdns-14.org, ns-1961.awsdns-53.co.uk, ns-368.awsdns-46.com",NOERROR,,,,,,,,,
[x],gnar.grammarly.io,"10.13.16.136, 10.13.4.17, 10.13.47.204","ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com","ns-122.awsdns-15.com, ns-1403.awsdns-47.org, ns-1808.awsdns-34.co.uk, ns-836.awsdns-40.net",NOERROR,,True,"10.13.16.136, 10.13.4.17, 10.13.47.204",,,,,,
[x],go.grammarly.com,,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,,,,
[x],goldengate-internal.grammarly.io,"10.88.15.43, 10.88.4.148, 10.88.6.69, 10.88.13.31, 10.88.11.61","ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com","ns-662.awsdns-18.net, ns-71.awsdns-08.com, ns-1209.awsdns-23.org, ns-1897.awsdns-45.co.uk",NOERROR,,True,"10.88.15.43, 10.88.4.148, 10.88.6.69, 10.88.13.31, 10.88.11.61",,,,,,
[x],goldengate.grammarly.com,"44.212.167.213, 3.214.219.215, 52.55.220.73, 35.171.179.210, 3.221.193.1, 3.228.103.63","ns-107.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-1544.awsdns-01.co.uk, ns-844.awsdns-41.net, ns-107.awsdns-13.com, ns-1148.awsdns-15.org",NOERROR,,,,,,,,,
[x],grafana-proxy.grammarly.io,"10.64.2.205, 10.64.5.6, 10.64.6.153, 10.64.4.188, 10.64.7.206, 10.64.3.93","ns-822.awsdns-38.net, awsdns-hostmaster.amazon.com","ns-1261.awsdns-29.org, ns-1958.awsdns-52.co.uk, ns-822.awsdns-38.net, ns-428.awsdns-53.com",NOERROR,,True,"10.64.2.205, 10.64.5.6, 10.64.6.153, 10.64.4.188, 10.64.7.206, 10.64.3.93",,,,,,
[x],grafana-rrs.grammarly.io,"10.64.4.114, 10.64.2.103, 10.64.6.17, 10.64.3.36, 10.64.7.181, 10.64.5.248","ns-214.awsdns-26.com, awsdns-hostmaster.amazon.com","ns-1327.awsdns-37.org, ns-1723.awsdns-23.co.uk, ns-214.awsdns-26.com, ns-737.awsdns-28.net",NOERROR,,True,"10.64.4.114, 10.64.2.103, 10.64.6.17, 10.64.3.36, 10.64.7.181, 10.64.5.248",,,,,,
[x],grafana.grammarly.io,"10.64.2.53, 10.64.5.153, 10.64.3.167, 10.64.7.135, 10.64.6.128, 10.64.4.186","ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com","ns-685.awsdns-21.net, ns-1469.awsdns-55.org, ns-233.awsdns-29.com, ns-1834.awsdns-37.co.uk",NOERROR,,True,"10.64.2.53, 10.64.5.153, 10.64.3.167, 10.64.7.135, 10.64.6.128, 10.64.4.186",,,,,,
[x],grammarly.com,"35.168.200.141, 107.20.125.9, 3.223.165.96, 35.175.40.32, 3.217.204.102, 34.234.155.38, 54.147.194.18, 3.228.175.144","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],grammarly.net,"18.205.49.203, 54.82.118.250, 52.22.196.68, 205.251.193.22, 205.251.195.223, 205.251.196.230, 205.251.198.7","ns-1543.awsdns-00.co.uk, awsdns-hostmaster.amazon.com","ns-1254.awsdns-28.org, ns-1543.awsdns-00.co.uk, ns-278.awsdns-34.com, ns-991.awsdns-59.net",NOERROR,,,,,,,,v=spf1 -all,
[x],graphite.grammarly.io,"10.64.6.124, 10.64.7.235, 10.64.4.197, 10.64.3.108, 10.64.5.232, 10.64.2.36","ns-707.awsdns-24.net, awsdns-hostmaster.amazon.com","ns-1738.awsdns-25.co.uk, ns-402.awsdns-50.com, ns-707.awsdns-24.net, ns-1184.awsdns-20.org",NOERROR,,True,"10.64.6.124, 10.64.7.235, 10.64.4.197, 10.64.3.108, 10.64.5.232, 10.64.2.36",,,,,,
[x],handbook.grammarly.com,"52.7.120.75, 3.217.204.102, 35.168.200.141, 35.175.40.32, 3.85.67.177, 54.225.83.253, 54.147.194.18, 3.95.83.77","ns-1721.awsdns-23.co.uk, awsdns-hostmaster.amazon.com","ns-1178.awsdns-19.org, ns-496.awsdns-62.com, ns-1721.awsdns-23.co.uk, ns-602.awsdns-11.net",NOERROR,,,,,,,,,
[x],id.grammarly.com,"34.234.155.38, 3.228.175.144, 34.198.175.104, 3.95.83.77, 18.232.240.46, 3.223.165.96, 3.89.1.98, 3.223.241.95","ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com","ns-1423.awsdns-49.org, ns-1999.awsdns-57.co.uk, ns-26.awsdns-03.com, ns-595.awsdns-10.net",NOERROR,,,,,,,,,
[x],image.send.grammarly.com,95.100.67.235,"n0x.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"akamai-san18.exacttarget.com.edgekey.net, e14762.x.akamaiedge.net",,,,,,,,
[x],institution.grammarly.com,,"ns-561.awsdns-06.net, awsdns-hostmaster.amazon.com","ns-1039.awsdns-01.org, ns-1752.awsdns-27.co.uk, ns-199.awsdns-24.com, ns-561.awsdns-06.net",NOERROR,,,,,,,,,
[x],institution.private.grammarly.com,"10.88.31.0, 10.88.26.174, 10.88.23.127, 10.88.21.208, 10.88.29.107","ns-1971.awsdns-54.co.uk, awsdns-hostmaster.amazon.com","ns-1347.awsdns-40.org, ns-1971.awsdns-54.co.uk, ns-423.awsdns-52.com, ns-754.awsdns-30.net",NOERROR,,True,"10.88.31.0, 10.88.26.174, 10.88.23.127, 10.88.21.208, 10.88.29.107",,,,,,
[x],invite.grammarly.com,"54.147.194.18, 107.20.125.9, 52.202.128.53, 3.223.165.96, 3.228.175.144, 18.232.240.46, 3.85.67.177, 3.212.208.125","ns-486.awsdns-60.com, awsdns-hostmaster.amazon.com","ns-1884.awsdns-43.co.uk, ns-486.awsdns-60.com, ns-933.awsdns-52.net, ns-1526.awsdns-62.org",NOERROR,,,,,,,,,
[x],iosapp-alpha.grammarly.com,"34.236.53.14, 52.70.244.149, 34.231.151.187","ns-2005.awsdns-58.co.uk, awsdns-hostmaster.amazon.com","ns-1345.awsdns-40.org, ns-2005.awsdns-58.co.uk, ns-416.awsdns-52.com, ns-797.awsdns-35.net",NOERROR,,,,,,,,,
[x],iosapp-beta.grammarly.com,"3.230.201.158, 34.197.95.119, 3.230.81.150, 205.251.195.52","ns-1335.awsdns-38.org, awsdns-hostmaster.amazon.com","ns-1786.awsdns-31.co.uk, ns-1335.awsdns-38.org, ns-186.awsdns-23.com, ns-820.awsdns-38.net",NOERROR,,,,,2600:9000:5306:fa00::1,,,,
[x],irbis.grammarly.com,"54.164.60.115, 3.209.59.18, 52.207.126.186","ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com","ns-496.awsdns-62.com, ns-923.awsdns-51.net, ns-1614.awsdns-09.co.uk, ns-1258.awsdns-29.org",NOERROR,,,,,,,,,
[x],it.grammarly.io,"205.251.193.189, 205.251.195.103, 205.251.196.168, 205.251.199.131","ns-871.awsdns-44.net, awsdns-hostmaster.amazon.com","ns-1923.awsdns-48.co.uk, ns-871.awsdns-44.net, ns-445.awsdns-55.com, ns-1192.awsdns-21.org",NOERROR,,,,,,,,,
