input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_wildcard_certificate,final_url,tls_mismatched,tls_subject_org_
f30435c7180bd7b5.lobster.kraken.com,Sign in ・ Cloudflare Access,200,30784,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,squidtoshidev.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,squidtoshidev.cloudflareaccess.com,cloudflare,443,https://f30435c7180bd7b5.lobster.kraken.com:443,https,cloudflare,text/html,GET,104.18.10.56,/,1594507837,104.18.11.56,HSTS,87,False,True,https:,True,https://squidtoshidev.cloudflareaccess.com/cdn-cgi/access/login/f30435c7180bd7b5.lobster.kraken.com?kid=e89a60797930512f3e2d41d57a08b34d07c9051af09b422ec62d216eb29f5a51&redirect_url=%2F&meta=eyJraWQiOiIwNzY1ZTE2MmU1N2VjYTlhNzRlZjM3NzNhMDk5ODBmZWZlYzVhNDViNWE1ZDcwMWYwYWY0NjkyZGQyYjU3MzMyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzcxNzE3Niwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImU4OWE2MDc5NzkzMDUxMmYzZTJkNDFkNTdhMDhiMzRkMDdjOTA1MWFmMDliNDIyZWM2MmQyMTZlYjI5ZjVhNTEiLCJob3N0bmFtZSI6ImYzMDQzNWM3MTgwYmQ3YjUubG9ic3Rlci5rcmFrZW4uY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6IjZiMzc1MTYzZWRkNTk4YWExYmFhYTI5YWRjZWNmYWZlY2Q2ODUwZWFlYWNiMjE5NDQ3MWZiMWYwZTc1ZjhmOGIiLCJuYmYiOjE2ODM3MTcxNzYsImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.X1zoE9gx_66mMCPlIP4d2pTznNj3yZK7OI764u9njXyyCkBz9MLl_GxeUS0vuN8s5jxp--6RKmSj-OavTVV9Xc0p3eHvVdbT_y-Au8n00gNJGoFRA79G7jpWnxKsei1knDCKKL6yKesp5Tg3sSbPjkP9siuStrBx_xa8_dzR8Te9OlxbvIIgAzMYVlp8VOTJf-Q58bNWEwhFx9lRgvlz73DtiNuhMKaL5T7eJMHoU2ntfNz7D9xLK_8-w2oPAJZ-YN0kDlFO-TTSXwU6KOqGW9tFwtWT91wOY0OvrmFSlsMC_KgbQW80Ee4PMf5wTb3DRDI0wx8jwP4o40vbbVG73g,,
graphql.service.cryptowat.ch,,404,19,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,graphql.service.cryptowat.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T18:05:39Z,2023-06-22T19:04:36Z,CN=graphql.service.cryptowat.ch,graphql.service.cryptowat.ch,graphql.service.cryptowat.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,7a3f34e24d9b5eaa1204452471fbbeed,1812affd682196bf2f25f7b1f85966fa8b9a021b2ceb089b1dac58ff663e13e4,ctls,graphql.service.cryptowat.ch,cloudflare,80,http://graphql.service.cryptowat.ch:80,http,cloudflare,text/plain,GET,104.18.174.71,/,-138391155,2606:4700::6812:ae47,HSTS,2,False,True,,,https://graphql.service.cryptowat.ch/,,
green-custody.kraken.com,Sign in ・ Cloudflare Access,200,29699,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,squidtoshi.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,squidtoshi.cloudflareaccess.com,cloudflare,443,https://green-custody.kraken.com:443,https,cloudflare,text/html,GET,104.16.214.191,/,-189403470,104.16.215.191,HSTS,67,False,True,https:,True,https://squidtoshi.cloudflareaccess.com/cdn-cgi/access/login/green-custody.kraken.com?kid=2f9771ac85c4e85528b4ffd3da2232035105f4a1f74dd4987cd6ea857c7d3d15&redirect_url=%2F&meta=eyJraWQiOiJjMzgyYmI5MWExMzI2NmQzNGMzZjkwMzk1YTMyYjZhNDMzYWMxMTVkMjMzMzdhMjcyYTQ2NTEzZDVlZWYxZGQwIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzcxNzE3NCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjJmOTc3MWFjODVjNGU4NTUyOGI0ZmZkM2RhMjIzMjAzNTEwNWY0YTFmNzRkZDQ5ODdjZDZlYTg1N2M3ZDNkMTUiLCJob3N0bmFtZSI6ImdyZWVuLWN1c3RvZHkua3Jha2VuLmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiJkMzM5MjA4YWM0ODk5YmU5NmNhZWUyN2UxMGVkY2UxNjlmMTZiYjE1MzQyYmQ1MjRlNWI2MTFkMTFjZjM5YzFkIiwibmJmIjoxNjgzNzE3MTc0LCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.b1S05eIikuBG5A2cDdLgCavZDBEVKx8Is6qUjNVLnilVA4BfUAkN8BwSCO7UL0O-jbtGY_cajdNDCbL2cY_4IS4BWyVqHUm4Q9WgozH3sFH2mtgPdBepX2VQEgJlsjBOo9kNpENgFB0ojhDy8v1_omCUuyRG4k7f-UACPiAnMBhVDZuTAPoTYqNHRJtjLKghLQhLGK0Tb0s2f36lyhZt4MVmgZU1y9y0KA6JtS9aXwX-Jc-HkHnRJm9OOxfkt8UbAmSBZ3O9sCuuLSKx5HUlyz4kSo_YXv_1mzRZPw7Zdb42OLFU3R5EjCkdQxOQTCfpzzdR1JD-ysFzcnFWBnzibg,,
green.kraken.com,Sign in ・ Cloudflare Access,200,29659,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,squidtoshi.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,squidtoshi.cloudflareaccess.com,cloudflare,80,http://green.kraken.com:80,http,cloudflare,text/html,GET,104.16.211.191,/,909092537,104.16.215.191,HSTS,67,False,True,https:,True,https://squidtoshi.cloudflareaccess.com/cdn-cgi/access/login/green.kraken.com?kid=d5a98f067a2f6fb085c49c62d5b71521e47db46149d1d5f2b11e334626376b7c&redirect_url=%2F&meta=eyJraWQiOiJjMzgyYmI5MWExMzI2NmQzNGMzZjkwMzk1YTMyYjZhNDMzYWMxMTVkMjMzMzdhMjcyYTQ2NTEzZDVlZWYxZGQwIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzcxNzE4MSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQ1YTk4ZjA2N2EyZjZmYjA4NWM0OWM2MmQ1YjcxNTIxZTQ3ZGI0NjE0OWQxZDVmMmIxMWUzMzQ2MjYzNzZiN2MiLCJob3N0bmFtZSI6ImdyZWVuLmtyYWtlbi5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiMGFiYzk4M2U4ZmExYmIzMTkxY2JiMjI3NTUwOTI1YTkyNmJlYmE2M2Q5NTQyNDQ4NWU1NjY5YmEyMGVhNDRkYyIsIm5iZiI6MTY4MzcxNzE4MSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.SGNNTeiQEmmzZ1Ano4LZsAMEdbaUNxhqRbHnMllDSzLg-BVGk342WhKQywWjohyYTkV1r0Xt_yw-SEFLIenIKLShuEUm9tX34YQDqub1qM2JiE-g9LfutJq6ScHUhoQ1Vfwu6OY_7IRXZT3lUcRBN_F3RRrcZ_Co41bOyhCjsPRLJRTSm3oBbQzVPGGbKA2IZ5ffC3G9TK1O-z4wvVahIIVTZr3vTX1SKBL8gs2_l9xd1ZktQQ9dQgxpr6ovxrGQKyjPf2uU-bItrk-Y3A-hcsD4tPZshn_WzTXWapdeqtQeeh_ISxsok8BNCNSj3896h8xW7eMJ9ZU2zFUA0vOcuQ,,
images.kraken.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,images.kraken.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T12:07:41Z,2023-06-22T13:05:39Z,CN=images.kraken.com,images.kraken.com,images.kraken.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a3b9924eb5ae6e682ac437e1fae44018,2656a3471f698f1bc8fcf233a720ac244ac414ca6428b35ae8d5580841e3d73f,ctls,images.kraken.com,cloudflare,443,https://images.kraken.com:443,https,cloudflare,text/plain,GET,104.18.23.230,/,1659100526,2606:4700::6812:16e6,HSTS,1,False,True,,,,,
jsstatictest.cryptowat.ch,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,jsstatictest.cryptowat.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T05:28:11Z,2023-06-22T06:27:09Z,CN=jsstatictest.cryptowat.ch,jsstatictest.cryptowat.ch,jsstatictest.cryptowat.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,054e15e7309ff10c44bb903ed217fe9d,40722e51217ae37a1cb809df66a825612cde7ad04dfaff8b82d1aa7e0a370caf,ctls,jsstatictest.cryptowat.ch,cloudflare,80,http://jsstatictest.cryptowat.ch:80,http,cloudflare,application/xml,GET,104.18.174.71,/,-905103926,2606:4700::6812:af47,HSTS,2,False,True,,,https://jsstatictest.cryptowat.ch/,,
kraken-trading-alpha.service.cryptowat.ch,,200,19,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,kraken-trading-alpha.service.cryptowat.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T21:46:32Z,2023-06-22T22:45:28Z,CN=kraken-trading-alpha.service.cryptowat.ch,kraken-trading-alpha.service.cryptowat.ch,kraken-trading-alpha.service.cryptowat.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0f9c53b709494c404258912162e93463,bf456f17cb7324dca2a790fecf75cbccb884e011ab90f70610393ca868b2cb82,ctls,kraken-trading-alpha.service.cryptowat.ch,cloudflare,443,https://kraken-trading-alpha.service.cryptowat.ch:443,https,cloudflare,application/json,GET,104.18.174.71,/,-1840324437,2606:4700::6812:ae47,HSTS,1,False,True,,,,,
link.kraken.com,404 Not Found,404,150,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,link.kraken.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T23:59:27Z,2023-07-05T00:57:22Z,CN=link.kraken.com,link.kraken.com,link.kraken.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c215abb865dd52451bf3344d295055c,997877a5dfb7bca3100c8b163564fec52e6d7b885b92ccf6593316692130f3c5,ctls,link.kraken.com,cloudflare,443,https://link.kraken.com:443,https,cloudflare,text/plain,GET,104.16.214.191,/,-1840324437,104.16.213.191,HSTS,8,False,True,,,,,
mail.futures.kraken.com,,404,19,AS15169,GOOGLE,US,34.111.0.0/16,,,,,,,,,,,,,,,,,,google,80,http://mail.futures.kraken.com:80,http,,text/plain,GET,34.110.180.34,/,-138391155,34.110.180.34,,2,False,True,,,,,
nciprod1.cfbenchmarks.com,,404,19,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,nciprod1.cfbenchmarks.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T05:48:16Z,2023-06-22T06:47:15Z,CN=nciprod1.cfbenchmarks.com,nciprod1.cfbenchmarks.com,nciprod1.cfbenchmarks.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,8f5cb4faa0ad42bada83f726606cae63,4478ab1e99930cffdd23781d30c4ae025d1080719040288b8cb1a9f245bcc553,ctls,nciprod1.cfbenchmarks.com,cloudflare,443,https://nciprod1.cfbenchmarks.com:443,https,cloudflare,text/plain,GET,104.18.13.52,/,-138391155,2606:4700::6812:d34,HSTS,2,False,True,,,,,
pages.marketing.kraken.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,pages.marketing.kraken.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2024-02-26T23:59:59Z,"CN=pages.s11.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s11.exacttarget.com,pages.s11.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b557605c06ac7c868ee9cac701a3392,d19d797ff1edf31e78f7d29ded0fe1fa5d74e0f0952ec3307ef1001e4a4fb5d8,ctls,pages.marketing.kraken.com,,443,https://pages.marketing.kraken.com:443,https,,text/html,GET,13.111.70.10,/,-207424980,13.111.70.10,,30,False,,,,,True,"SALESFORCE.COM, INC."
pp-1-frontend-rewards.kraken.com,Sign in ・ Cloudflare Access,200,29739,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,squidtoshi.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,squidtoshi.cloudflareaccess.com,cloudflare,443,https://pp-1-frontend-rewards.kraken.com:443,https,cloudflare,text/html,GET,104.16.215.191,/,813528588,104.16.213.191,HSTS,67,False,True,http://127.0.0.1:*,True,https://squidtoshi.cloudflareaccess.com/cdn-cgi/access/login/pp-1-frontend-rewards.kraken.com?kid=34427d6c39905cc3824adf308a2f005edb373c550d63ed72cbe6987228e839e4&redirect_url=%2F&meta=eyJraWQiOiJjMzgyYmI5MWExMzI2NmQzNGMzZjkwMzk1YTMyYjZhNDMzYWMxMTVkMjMzMzdhMjcyYTQ2NTEzZDVlZWYxZGQwIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzcxNzE3NCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjM0NDI3ZDZjMzk5MDVjYzM4MjRhZGYzMDhhMmYwMDVlZGIzNzNjNTUwZDYzZWQ3MmNiZTY5ODcyMjhlODM5ZTQiLCJob3N0bmFtZSI6InBwLTEtZnJvbnRlbmQtcmV3YXJkcy5rcmFrZW4uY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6IjY2NDZjOTA4ZDU2YTIyZTY1MzFiNTViMTQ1M2EwN2YzZGJlMzIyZmQyOGZlOGYwNGY4ODJkODRhMWNlZThhM2YiLCJuYmYiOjE2ODM3MTcxNzQsImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.LV8apwawXi6hGDDlMAe8RiVY5NvaDy3ELrg45WZsHi9bt6jBWXZMtyequo7cO94mEIgrVzZ-wVib0n_PfuDdb7Qq2UC8-R1sDF6A6O7OTD-ZCplwh_Zb9Eg-Wdj3436McqDvgU-GPw03MtnZ55T3QA30cYCrBnLojfZ7HSC_eVPJx4tEBtbOozZu_fHiQzzVclWFhZ9FfDLawrCWpP-Amo69TWJQ8FXWaPjgiUV-xMtjsPNP40tqy3TcByUpm8uPRuek8J5h0YzGDWAAGnfRsxusC87bRUixtt4uyK412iRbCjJRGBl_8ZDfeiwgFmm14ej1z0jtop52YPr4GmgP1Q,,
pp-api-dx-1.kraken.com,Sign in ・ Cloudflare Access,200,29705,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,squidtoshi.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,squidtoshi.cloudflareaccess.com,cloudflare,80,http://pp-api-dx-1.kraken.com:80,http,cloudflare,text/html,GET,104.16.211.191,/,1345795418,104.16.213.191,HSTS,67,False,True,https:,True,https://squidtoshi.cloudflareaccess.com/cdn-cgi/access/login/pp-api-dx-1.kraken.com?kid=0590fe54a7183b12b123cd35a1af64a112a1e86c141a09f35206d67f87bdbdf9&redirect_url=%2F&meta=eyJraWQiOiJjMzgyYmI5MWExMzI2NmQzNGMzZjkwMzk1YTMyYjZhNDMzYWMxMTVkMjMzMzdhMjcyYTQ2NTEzZDVlZWYxZGQwIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzcxNzE3Nywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjA1OTBmZTU0YTcxODNiMTJiMTIzY2QzNWExYWY2NGExMTJhMWU4NmMxNDFhMDlmMzUyMDZkNjdmODdiZGJkZjkiLCJob3N0bmFtZSI6InBwLWFwaS1keC0xLmtyYWtlbi5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiZmMwNzg3ZWVkODk1MmZiN2RmM2U5N2Q1ZjNlZmFlOTk4Njc1ZTQwZjMxYmRiMzkzMWY2MThjNmJhNGE2NDBiYSIsIm5iZiI6MTY4MzcxNzE3NywiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.P3eF8lBmUEIFwNdFy6V5x1ML4IjgowKF-FngpRfT0uYNWT2tCZjHvrV9evHyCfkGf5_j8UmE45VQwtLFvcu832s9ChbUbrW6PriEy6RC3lku62rp9Ng9hFsYx-R0x6sTUAqFFyGKcDDOak-MxA0KZikDdtf4qzpVplCYrVtE26g8CLbWCb__5jI1X9a04sb2pOY3NDhgSi0eGqACRpaf4tgrtEdvSJih9oK9JRXDj945cqoBHxL3hUOXvEVcL0a9uKWVKs8unDFbvBMZ4nK7HmibUH94eLh07sNZd-fUNZtlExt6IIQuqUmH6D2kelsDK42KR8TDoz0l39hBiRYvgg,,
pp-api-dx-2.kraken.com,Sign in ・ Cloudflare Access,200,29681,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,squidtoshi.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,squidtoshi.cloudflareaccess.com,cloudflare,80,http://pp-api-dx-2.kraken.com:80,http,cloudflare,text/html,GET,104.16.212.191,/,2016668815,104.16.215.191,HSTS,67,False,True,https:,True,https://squidtoshi.cloudflareaccess.com/cdn-cgi/access/login/pp-api-dx-2.kraken.com?kid=4015ed71cc7b90ef645d1fc741fb53e2053f89a3f7700654311c27aa1528865c&redirect_url=%2F&meta=eyJraWQiOiJjMzgyYmI5MWExMzI2NmQzNGMzZjkwMzk1YTMyYjZhNDMzYWMxMTVkMjMzMzdhMjcyYTQ2NTEzZDVlZWYxZGQwIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzcxNzE4MSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjQwMTVlZDcxY2M3YjkwZWY2NDVkMWZjNzQxZmI1M2UyMDUzZjg5YTNmNzcwMDY1NDMxMWMyN2FhMTUyODg2NWMiLCJob3N0bmFtZSI6InBwLWFwaS1keC0yLmtyYWtlbi5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiZWEzMjQwNmQwYzUyZjMxZGMxYWY3ZDdhZGM5YjAzMDc0NzQzNTg5ZmNhMzI4OWEzZmU5MjA2MDcwN2QxOTk4NiIsIm5iZiI6MTY4MzcxNzE4MSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.e6Y5D7l-k0RqGjpViETaJ_Ws8vReWcHWGtyLHNdC00aQ2pOtANTT_5sKAFWHz05_d6FeaFvocz2Uzq4jWrBiWo6czw8a5hLcokS-GR-xqQzM3qnzEhNLsxmfTHuH9XYNZ68kWiqvVTsECdjvsd_tRNrnYId1xiGYEI9UQBND_Ea17VGym4IN39D2V9Y5bSK0bNlbr5emE7IySc5vvTPLBHZ-9Wriqd5ISd6EvgPZ5TwxM_HfCG8tzvbCtIZ-DlwgIt92yj15Gqo9y7i6cso_eiKLbrjcKodkUgwpbOyJ66QuleBDcxaf7gCUwWdbP0eerSl4CRX8m-qwgYLvgwNtlw,,
