new,host,a,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,caa,cname
[x],guides.cryptowat.ch,"104.18.2.117, 104.18.3.117","dahlia.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:375, 2606:4700::6812:275",,,,"pki.goog, digicert.com, letsencrypt.org","hosting.gitbook.com, hosting.gitbook.io"
[x],hdfs-backup-status.staging.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],hydra-gateway.service.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],images-test.kraken.com,"104.22.49.190, 104.22.48.190, 172.67.36.51","benedict.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:10::ac43:2433, 2606:4700:10::6816:31be, 2606:4700:10::6816:30be",v=spf1 -all,,"benedict.ns.cloudflare.com, pearl.ns.cloudflare.com","mailto:certificate-abuse@kraken.com, digicert.com, pki.goog",
[x],images.kraken.com,"104.18.22.230, 104.18.23.230","dolly.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"dolly.ns.cloudflare.com, osmar.ns.cloudflare.com","pki.goog, digicert.com, mailto:certificate-abuse@kraken.com",
[x],img.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.antelope-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.bank.nonprod.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.cobra-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.cow-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.drum-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.griffon-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],int.sheepdog-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],jsstatictest.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],kraken-trading-alpha.service.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],kraken-trading.service.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],krakentoau10tix-prod.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],labs-tsa.lobster.kraken.com,,"ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],labs.lobster.kraken.com,"104.18.11.56, 104.18.10.56","ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],link.kraken.com,"104.16.214.191, 104.16.212.191, 104.16.211.191, 104.16.215.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],lobster.kraken.com,"104.18.10.56, 104.18.11.56","ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,adobe-idp-site-verification=a75f36f6a4d775ca5e8d720fac4e1f55f010627b8c36ba9875e034203022a0da,,"nataly.ns.cloudflare.com, ganz.ns.cloudflare.com","digicert.com, mailto:certificate-abuse@kraken.com, pki.goog, amazonaws.com",
[x],mail.futures.kraken.com,34.110.180.34,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all, 8f7088gv5932jxw9lwwd1b6ttx2pw2ds, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA","mxb.mailgun.org, mxa.mailgun.org","ns-1614.awsdns-09.co.uk, ns-133.awsdns-16.com, ns-1482.awsdns-57.org, ns-586.awsdns-09.net","letsencrypt.org, digicert.com, ;",mailgun.org
[x],main-api.lobster.kraken.com,"104.18.10.56, 104.18.11.56","ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],main.lobster.kraken.com,"188.114.98.229, 188.114.99.229","ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],marketing.kraken.com,13.111.67.8,"cortney.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,reply.s11.exacttarget.com,"cortney.ns.cloudflare.com, thomas.ns.cloudflare.com","mailto:certificate-abuse@kraken.com, digicert.com, pki.goog",
[x],marmot-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],master.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],mta.marketing.kraken.com,13.111.172.185,"cortney.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],mtgox-claims.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],nciprod1.cfbenchmarks.com,"104.18.12.52, 104.18.13.52","leia.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:c34, 2606:4700::6812:d34",,,,,
[x],ncitest1.cfbenchmarks.com,"104.18.12.52, 104.18.13.52","leia.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],nft.lobster.kraken.com,"104.18.10.56, 104.18.11.56","ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],notify.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],old.cryptofacilities.com,,"leia.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],ops.kraken.com,,"ns-1303.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-62.awsdns-07.com, ns-556.awsdns-05.net, ns-1303.awsdns-34.org, ns-1876.awsdns-42.co.uk",,
[x],orders.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],pages.marketing.kraken.com,13.111.70.10,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,pages.virt.s11.exacttarget.com
[x],phraseapp-monitor.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-1-frontend-rewards.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.215.191, 104.16.214.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-consumer-2.kraken.com,"104.16.213.191, 104.16.211.191, 104.16.212.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-dx-1.kraken.com,"104.16.213.191, 104.16.211.191, 104.16.212.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-dx-2.kraken.com,"104.16.215.191, 104.16.213.191, 104.16.211.191, 104.16.212.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-dx-3.kraken.com,"104.16.214.191, 104.16.213.191, 104.16.215.191, 104.16.211.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-funding-2.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.213.191, 104.16.211.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-funding-3.kraken.com,"104.16.212.191, 104.16.214.191, 104.16.211.191, 104.16.213.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-funding-5.kraken.com,"104.16.212.191, 104.16.211.191, 104.16.214.191, 104.16.213.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-kweb-2.kraken.com,"104.16.214.191, 104.16.212.191, 104.16.215.191, 104.16.213.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-kweb-3.kraken.com,"104.16.214.191, 104.16.213.191, 104.16.212.191, 104.16.215.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-kweb-4.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-kweb-5.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-kweb-6.kraken.com,"104.16.214.191, 104.16.213.191, 104.16.215.191, 104.16.212.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-marketing-1.kraken.com,"104.16.213.191, 104.16.212.191, 104.16.211.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-marketing-3.kraken.com,"104.16.214.191, 104.16.213.191, 104.16.211.191, 104.16.215.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-mobile-1.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-onboarding-1.kraken.com,"104.16.215.191, 104.16.213.191, 104.16.211.191, 104.16.212.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-onboarding-2.kraken.com,"104.16.211.191, 104.16.214.191, 104.16.212.191, 104.16.213.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-onboarding-3.kraken.com,"104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-security-1.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-security-2.kraken.com,"104.16.212.191, 104.16.214.191, 104.16.213.191, 104.16.215.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-security-3.kraken.com,"104.16.212.191, 104.16.211.191, 104.16.215.191, 104.16.213.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-sre-2.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.214.191, 104.16.215.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-sre-3.kraken.com,"104.16.213.191, 104.16.211.191, 104.16.214.191, 104.16.215.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-trade-1.kraken.com,"104.16.211.191, 104.16.214.191, 104.16.213.191, 104.16.212.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-trade-2.kraken.com,"104.16.214.191, 104.16.211.191, 104.16.215.191, 104.16.213.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-api-trade-3.kraken.com,"104.16.214.191, 104.16.211.191, 104.16.213.191, 104.16.212.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-custody-1.kraken.com,"104.16.214.191, 104.16.211.191, 104.16.212.191, 104.16.213.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-dx.kraken.com,"104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.212.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-earn.kraken.com,"104.16.213.191, 104.16.215.191, 104.16.212.191, 104.16.211.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-funding.kraken.com,"104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.212.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-kweb.kraken.com,"104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-marketing.kraken.com,"104.16.215.191, 104.16.213.191, 104.16.211.191, 104.16.212.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-onboarding.kraken.com,"104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-nft-security.kraken.com,"104.16.212.191, 104.16.214.191, 104.16.213.191, 104.16.215.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-pro-2.kraken.com,"104.16.211.191, 104.16.215.191, 104.16.212.191, 104.16.213.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-pro-web-2.kraken.com,"104.16.214.191, 104.16.212.191, 104.16.213.191, 104.16.211.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-pro-web-3.kraken.com,"104.16.214.191, 104.16.211.191, 104.16.215.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-pro.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-support.kraken.com,"104.16.211.191, 104.16.214.191, 104.16.213.191, 104.16.215.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-consumer-2.kraken.com,"104.16.213.191, 104.16.214.191, 104.16.212.191, 104.16.211.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-consumer-3.kraken.com,"104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-dx-1.kraken.com,"104.16.211.191, 104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-dx-2.kraken.com,"104.16.213.191, 104.16.212.191, 104.16.211.191, 104.16.215.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-dx-3.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-earn-1.kraken.com,"104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.214.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-earn-2.kraken.com,"104.16.212.191, 104.16.214.191, 104.16.211.191, 104.16.215.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-earn-3.kraken.com,"104.16.211.191, 104.16.213.191, 104.16.214.191, 104.16.212.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-funding-3.kraken.com,"104.16.215.191, 104.16.213.191, 104.16.212.191, 104.16.214.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-funding-4.kraken.com,"104.16.213.191, 104.16.212.191, 104.16.211.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-funding-5.kraken.com,"104.16.215.191, 104.16.211.191, 104.16.213.191, 104.16.212.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-kweb-1.kraken.com,"104.16.214.191, 104.16.212.191, 104.16.215.191, 104.16.213.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-kweb-2.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-kweb-4.kraken.com,"104.16.213.191, 104.16.212.191, 104.16.211.191, 104.16.215.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-kweb-6.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-marketing-1.kraken.com,"104.16.214.191, 104.16.215.191, 104.16.211.191, 104.16.212.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-marketing-2.kraken.com,"104.16.212.191, 104.16.211.191, 104.16.213.191, 104.16.215.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-mobile-1.kraken.com,"104.16.211.191, 104.16.214.191, 104.16.215.191, 104.16.213.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-mobile-2.kraken.com,"104.16.215.191, 104.16.213.191, 104.16.211.191, 104.16.214.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-mobile-3.kraken.com,"104.16.214.191, 104.16.213.191, 104.16.215.191, 104.16.211.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-onboarding-3.kraken.com,"104.16.211.191, 104.16.215.191, 104.16.212.191, 104.16.213.191, 104.16.214.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-security-1.kraken.com,"104.16.215.191, 104.16.214.191, 104.16.212.191, 104.16.211.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-security-2.kraken.com,"104.16.212.191, 104.16.215.191, 104.16.214.191, 104.16.211.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-security-3.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-sre-1.kraken.com,"104.16.213.191, 104.16.212.191, 104.16.211.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-sre-3.kraken.com,"104.16.211.191, 104.16.212.191, 104.16.214.191, 104.16.215.191, 104.16.213.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-trade-2.kraken.com,"104.16.212.191, 104.16.213.191, 104.16.214.191, 104.16.215.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pp-www-trade-3.kraken.com,"104.16.212.191, 104.16.213.191, 104.16.211.191, 104.16.214.191, 104.16.215.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],pquyahqslsa.lobster.kraken.com,,"ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],preview-ws-auth.kraken.com,"104.16.211.191, 104.16.214.191, 104.16.215.191, 104.16.213.191, 104.16.212.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],preview-ws.kraken.com,"104.16.212.191, 104.16.213.191, 104.16.215.191, 104.16.214.191, 104.16.211.191","art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],priv-ws-dev.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],priv-ws.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],prod1.kraken.com,,"ns-1945.awsdns-51.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1218.awsdns-24.org, ns-1945.awsdns-51.co.uk, ns-229.awsdns-28.com, ns-543.awsdns-03.net",,
[x],quoine.embed.cryptowat.ch,,"adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],r.kraken.com,34.102.229.220,"ns-1795.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,r-kraken-com.ct.impactradius.com
[x],rewards-staging.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rover-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],sb.cryptowat.ch,,"adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],sc.cryptowat.ch,,"adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],se.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],service.cryptowat.ch,,"adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sftp.cfbenchmarks.com,"34.207.52.11, 54.164.111.160, 3.216.213.234","ns-1005.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,s-8ed3f4f1b84046e58.server.transfer.us-east-1.amazonaws.com
[x],sharable-charts.service.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],share.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],sheepdog-project-atlas-dev.dev.chains.kraken.com,,"art.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],snapshot-uploads.stg.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],social-uploads.stg.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],social.service.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],source.cryptowat.ch,,"adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
[x],stage.mr.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],staging-analytics.service.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],staging-api-current.service.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],staging-api-master.service.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],staging-api-portfolio.service.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],staging-api.lobster.kraken.com,"104.18.11.56, 104.18.10.56","ganz.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],staging-chat-muc.cryptowat.ch,"104.18.174.71, 104.18.175.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:ae47, 2606:4700::6812:af47",,,,,
[x],staging-graphql.service.cryptowat.ch,"104.18.175.71, 104.18.174.71","adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:af47, 2606:4700::6812:ae47",,,,,
[x],staging-hydra.service.cryptowat.ch,,"adam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 -all,,,,
