input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,tls_self_signed
cs21.meraki.com,Page not found - Cisco Meraki,403,5492,,cs21.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs21.meraki.com,,443,https://cs21.meraki.com:443,https,nginx,text/html,GET,209.206.51.239,/,134539818,2620:12f:c000:0:aebc:d9ff:fe00:4d18,Nginx,79,False,,True,,,
cs210.meraki.com,Page not found - Cisco Meraki,403,5492,,cs210.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs210.meraki.com,,443,https://cs210.meraki.com:443,https,nginx,text/html,GET,209.206.59.97,/,134539818,2620:12f:c006:0:46b6:beff:fe9f:e230,Nginx,79,False,,True,,,
cs211-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs211-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs211-2037.meraki.com,,443,https://cs211-2037.meraki.com:443,https,nginx,text/html,GET,209.206.51.185,/,134539818,2620:12f:c000:0:42f0:78ff:fe43:20a4,Nginx,79,False,,True,,,
cs211.meraki.com,Page not found - Cisco Meraki,403,5492,,cs211.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs211.meraki.com,,443,https://cs211.meraki.com:443,https,nginx,text/html,GET,209.206.51.185,/,134539818,2620:12f:c000:0:42f0:78ff:fe43:20a4,Nginx,79,False,,True,,,
cs212-spare-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs212-spare-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs212-spare-2037.meraki.com,,443,https://cs212-spare-2037.meraki.com:443,https,nginx,text/html,GET,209.206.59.91,/,134539818,2620:12f:c006:0:6bd:97ff:febb:e808,Nginx,79,False,,True,,,
cs214-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs214-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs214-2037.meraki.com,,443,https://cs214-2037.meraki.com:443,https,nginx,text/html,GET,209.206.53.220,/,134539818,2620:12f:c002:0:5e71:dff:fec4:1b98,Nginx,79,False,,True,,,
cs214-spare-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs214-spare-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs214-spare-2037.meraki.com,,443,https://cs214-spare-2037.meraki.com:443,https,nginx,text/html,GET,209.206.51.134,/,134539818,2620:12f:c000:0:676:b0ff:fed1:e238,Nginx,79,False,,True,,,
cs214-spare.meraki.com,Page not found - Cisco Meraki,403,5492,,cs214-spare.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs214-spare.meraki.com,,443,https://cs214-spare.meraki.com:443,https,nginx,text/html,GET,209.206.51.134,/,134539818,2620:12f:c000:0:676:b0ff:fed1:e238,Nginx,79,False,,True,,,
cs214.meraki.com,Page not found - Cisco Meraki,403,5492,,cs214.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs214.meraki.com,,443,https://cs214.meraki.com:443,https,nginx,text/html,GET,209.206.53.220,/,134539818,2620:12f:c002:0:5e71:dff:fec4:1b98,Nginx,79,False,,True,,,
cs215-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs215-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs215-2037.meraki.com,,443,https://cs215-2037.meraki.com:443,https,nginx,text/html,GET,209.206.60.232,/,134539818,2620:12f:c00b:100:5e71:dff:fe25:29ab,Nginx,79,False,,True,,,
cs215.meraki.com,Page not found - Cisco Meraki,403,5492,,cs215.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs215.meraki.com,,443,https://cs215.meraki.com:443,https,nginx,text/html,GET,209.206.60.232,/,134539818,2620:12f:c00b:100:5e71:dff:fe25:29ab,Nginx,79,False,,True,,,
cs216-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs216-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs216-2037.meraki.com,,443,https://cs216-2037.meraki.com:443,https,nginx,text/html,GET,209.206.63.242,/,134539818,2620:12f:c002:0:baa3:77ff:fe8e:78a0,Nginx,79,False,,True,,,
cs216-spare-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs216-spare-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs216-spare-2037.meraki.com,,443,https://cs216-spare-2037.meraki.com:443,https,nginx,text/html,GET,209.206.51.19,/,134539818,2620:12f:c000:0:7e31:eff:fee2:2324,Nginx,79,False,,True,,,
cs216.meraki.com,Page not found - Cisco Meraki,403,5492,,cs216.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs216.meraki.com,,443,https://cs216.meraki.com:443,https,nginx,text/html,GET,209.206.63.242,/,134539818,2620:12f:c002:0:baa3:77ff:fe8e:78a0,Nginx,79,False,,True,,,
cs217.meraki.com,Page not found - Cisco Meraki,403,5492,,cs217.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs217.meraki.com,,443,https://cs217.meraki.com:443,https,nginx,text/html,GET,209.206.54.56,/,134539818,2620:12f:c002:116:aebc:d9ff:fe00:4094,Nginx,79,False,,True,,,
cs218-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs218-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs218-2037.meraki.com,,443,https://cs218-2037.meraki.com:443,https,nginx,text/html,GET,209.206.51.8,/,134539818,2620:12f:c000:0:6bd:97ff:fe7b:2e30,Nginx,79,False,,True,,,
cs218-spare-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs218-spare-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs218-spare-2037.meraki.com,,443,https://cs218-spare-2037.meraki.com:443,https,nginx,text/html,GET,209.206.63.73,/,134539818,2620:12f:c002:0:676:b0ff:fec0:fe24,Nginx,79,False,,True,,,
cs218-spare.meraki.com,Page not found - Cisco Meraki,403,5492,,cs218-spare.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs218-spare.meraki.com,,443,https://cs218-spare.meraki.com:443,https,nginx,text/html,GET,209.206.63.73,/,134539818,2620:12f:c002:0:676:b0ff:fec0:fe24,Nginx,79,False,,True,,,
cs218.meraki.com,Page not found - Cisco Meraki,403,5492,,cs218.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs218.meraki.com,,443,https://cs218.meraki.com:443,https,nginx,text/html,GET,209.206.51.8,/,134539818,2620:12f:c000:0:6bd:97ff:fe7b:2e30,Nginx,79,False,,True,,,
cs219-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs219-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs219-2037.meraki.com,,443,https://cs219-2037.meraki.com:443,https,nginx,text/html,GET,209.206.51.238,/,134539818,2620:12f:c000:0:aebc:d9ff:fe00:4cd0,Nginx,79,False,,True,,,
cs219-spare-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs219-spare-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs219-spare-2037.meraki.com,,443,https://cs219-spare-2037.meraki.com:443,https,nginx,text/html,GET,209.206.63.121,/,134539818,2620:12f:c002:0:42f0:78ff:fe2d:fdf4,Nginx,79,False,,True,,,
cs219.meraki.com,Page not found - Cisco Meraki,403,5492,,cs219.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs219.meraki.com,,443,https://cs219.meraki.com:443,https,nginx,text/html,GET,209.206.51.238,/,134539818,2620:12f:c000:0:aebc:d9ff:fe00:4cd0,Nginx,79,False,,True,,,
cs22-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs22-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs22-2037.meraki.com,,443,https://cs22-2037.meraki.com:443,https,nginx,text/html,GET,209.206.49.195,/,134539818,2620:12f:c000:0:6bd:97ff:fe62:f62c,Nginx,79,False,,True,,,
cs22-spare.meraki.com,Page not found - Cisco Meraki,403,5492,,cs22-spare.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs22-spare.meraki.com,,443,https://cs22-spare.meraki.com:443,https,nginx,text/html,GET,209.206.63.31,/,134539818,2620:12f:c002:0:6bd:97ff:fe6e:6ddc,Nginx,79,False,,True,,,
cs22.meraki.com,Page not found - Cisco Meraki,403,5492,,cs22.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs22.meraki.com,,443,https://cs22.meraki.com:443,https,nginx,text/html,GET,209.206.49.195,/,134539818,2620:12f:c000:0:6bd:97ff:fe62:f62c,Nginx,79,False,,True,,,
cs220-spare-2037.meraki.com,Page not found - Cisco Meraki,403,5492,,cs220-spare-2037.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=Meraki Private Config Intermediate CA, O=Meraki\, LLC, C=US",Meraki Private Config Intermediate CA,"Meraki, LLC",246c51ec86e63168c894c8b5a0149972,fa6b403a303a33c89a2f55c39a8134fa2ef9027797f349f5071bbb8bcece807f,ctls,cs220-spare-2037.meraki.com,,443,https://cs220-spare-2037.meraki.com:443,https,nginx,text/html,GET,209.206.51.110,/,134539818,2620:12f:c000:0:be4a:56ff:fe46:929c,Nginx,79,False,,True,,,
cs220-spare.meraki.com,Page not found - Cisco Meraki,403,5492,,cs220-spare.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs220-spare.meraki.com,,443,https://cs220-spare.meraki.com:443,https,nginx,text/html,GET,209.206.51.110,/,134539818,2620:12f:c000:0:be4a:56ff:fe46:929c,Nginx,79,False,,True,,,
cs220.meraki.com,Page not found - Cisco Meraki,403,5492,,cs220.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs220.meraki.com,,443,https://cs220.meraki.com:443,https,nginx,text/html,GET,209.206.54.12,/,134539818,2620:12f:c002:116:6bd:97ff:fe3e:91a0,Nginx,79,False,,True,,,
cs221.meraki.com,Page not found - Cisco Meraki,403,5492,,cs221.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs221.meraki.com,,443,https://cs221.meraki.com:443,https,nginx,text/html,GET,209.206.53.216,/,134539818,2620:12f:c002:0:faa7:3aff:feb1:925c,Nginx,79,False,,True,,,
cs222.meraki.com,Page not found - Cisco Meraki,403,5492,,cs222.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs222.meraki.com,,443,https://cs222.meraki.com:443,https,nginx,text/html,GET,209.206.54.110,/,134539818,2620:12f:c002:116:6bd:97ff:fe6e:7ce8,Nginx,79,False,,True,,,
cs223.meraki.com,Page not found - Cisco Meraki,403,5492,,cs223.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs223.meraki.com,,443,https://cs223.meraki.com:443,https,nginx,text/html,GET,209.206.54.62,/,134539818,2620:12f:c002:116:aebc:d9ff:fe00:33ec,Nginx,79,False,,True,,,
cs226.meraki.com,Page not found - Cisco Meraki,403,5492,,cs226.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,1999-01-01T00:00:00Z,2020-09-27T19:43:02Z,"CN=*.meraki.com, O=Meraki Inc, ST=California, C=US",*.meraki.com,Meraki Inc,,"emailAddress=sysadmin@meraki.com, OU=Network Operations, O=Meraki Inc, L=San Francisco, ST=California, C=US, CN=Meraki Certificate Authority, emailAddress=sysadmin@meraki.com",Meraki Certificate Authority,Meraki Inc,c4449322e17b910c9e626878d11b6364,cf89fce55e27149c927ed45a920e5984c5e34e5a5a936716493ce23d030d8059,ctls,cs226.meraki.com,,443,https://cs226.meraki.com:443,https,nginx,text/html,GET,209.206.58.144,/,134539818,2620:12f:c006:0:3e57:31ff:fe02:91aa,Nginx,79,False,,True,,,
