input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,final_url,cdn,tls_expired,tls_mismatched,csp_domains_,tls_self_signed,tls_emails_,location
tehranwest3.irancell.ir,IIS Windows Server,200,703,,,,,,,,,,,,,,,,,,,,80,http://tehranwest3.irancell.ir:80,http,text/html,GET,5.115.0.13,/,1631801191,5.115.0.13,Windows Server,32,False,,Microsoft-IIS/10.0,,,,,,,,
test.sandbox-infra.sandbox.westeurope.api.mtn.com,404 Not Found,404,153,test.sandbox-infra.sandbox.westeurope.api.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T01:03:56Z,2023-06-25T01:03:55Z,CN=*.sandbox-infra.sandbox.westeurope.api.mtn.com,*.sandbox-infra.sandbox.westeurope.api.mtn.com,,*.sandbox-infra.sandbox.westeurope.api.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b88af76ad0e62c184e9c1faa2acce41c,02b7aba5435b60f98205c3a1bdc5512112e41aa04637b08e5fea9ad2c4dd4f33,True,ctls,test.sandbox-infra.sandbox.westeurope.api.mtn.com,443,https://test.sandbox-infra.sandbox.westeurope.api.mtn.com:443,https,text/html,GET,20.87.127.209,/,-2130839555,20.87.127.209,Nginx:1.21.6,8,False,,nginx/1.21.6,,,,,,,,
testauth.lonestarcell.com,MTN LCC,200,4047,testauth.lonestarcell.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T14:58:40Z,2024-03-29T14:58:40Z,"CN=*.lonestarcell.com, O=Lonestar Communications Corporation, L=Monrovia, C=LR",*.lonestarcell.com,Lonestar Communications Corporation,*.lonestarcell.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8dd5c37d5ce9cb0c574ee7e76dd361c3,71966fb1154a425ad895f3a922079737418e1537e80704893f17575e0ba7040e,True,ctls,testauth.lonestarcell.com,443,https://testauth.lonestarcell.com:443,https,text/html,GET,41.57.87.245,/,-1202748918,41.57.87.245,Nginx,109,False,,nginx,,,,,fonts.googleapis.com,,,
testauth.mtnonline.com,Home - MTN Nigeria,200,140899,www.mtn.ng,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.mtn.ng, O=MTN NIGERIA COMMUNICATIONS PLC, L=Lagos, C=NG",*.mtn.ng,MTN NIGERIA COMMUNICATIONS PLC,mtn.ng,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b623e86a55df209aa3e6e2f636e462cc,68d8d29f733409809de39ad47a52834f2f7e330c1f71e5fa98cea9b34c2071c9,True,ctls,www.mtn.ng,443,https://testauth.mtnonline.com:443,https,text/html,GET,13.107.226.45,/,-738705486,2620:1ec:29:1::45,Yoast SEO:18.2,2745,False,,,https://www.mtn.ng/,,,,,,,
testing.collab.mtn.ci,502 Bad Gateway,502,166,testing.collab.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T23:04:05Z,2023-06-27T23:04:04Z,CN=*.amplement.com,*.amplement.com,,*.amplement.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a3a5e1763821acf80f2b7b7d485b60d8,32f04ad4b871de24043efc75d848528d8790197647c1c5d241728644db54f01e,True,ctls,testing.collab.mtn.ci,443,https://testing.collab.mtn.ci:443,https,text/html,GET,178.32.109.59,/,-26904094,178.32.109.59,Nginx,8,False,,nginx,,,,True,,,,
testredirection.mtn.ci,,503,,testredirection.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,testredirection.mtn.ci,443,https://testredirection.mtn.ci:443,https,,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,1,False,,CPWS,,,,,,,,
tgif.mtn.com.gh,Page not found,404,654,mtnrewards.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,mtnrewards.mtn.com.gh,443,https://tgif.mtn.com.gh:443,https,text/html,GET,196.201.56.226,/,-780928015,196.201.56.226,Java,22,False,,,https://mtnrewards.mtn.com.gh/,,,,,,,
ticketing.mtn.ci,MTN Trouble Ticketing Tool,200,41714,ticketing.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,ticketing.mtn.ci,443,https://ticketing.mtn.ci:443,https,text/html,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,33,False,,CPWS,,,,,,,,
tournament.mtn.ci,Home | tournament mtn,200,165984,tournament.mtn.ci,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T08:56:23Z,2023-06-13T08:56:22Z,CN=tournament.mtn.ci,tournament.mtn.ci,,www.tournament.mtn.ci,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e1247c7ac95c947589d9a8f71061cd16,c7cfdcaf651ea0944605a108a6e384be90f4007b2e3f43fefb3dee564bbbaa83,,ctls,tournament.mtn.ci,443,https://tournament.mtn.ci:443,https,text/html,GET,95.217.56.125,/,-134375033,95.217.56.125,YouTube,4977,False,,nginx,,,,,,,,
transaction.staging-my.mtn.com,,404,18,transaction.staging-my.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:54:31Z,2023-08-08T04:54:30Z,CN=help.staging-my.mtn.com,help.staging-my.mtn.com,,transaction.staging-my.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7524417141c9126a963d73644f43ca65,0a8a5ae4e0cc8ddae3e1b6f98943f6031bd0f9d711fe19d5abf35da22dd5be76,,ctls,transaction.staging-my.mtn.com,443,https://transaction.staging-my.mtn.com:443,https,text/plain,GET,20.87.205.64,/,-429073533,20.87.205.64,Envoy,1,False,,istio-envoy,,,,,,,,
transactions-prod.sz-my.mtn.com,,404,,transactions-prod.sz-my.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-13T23:59:59Z,"CN=*.sz-my.mtn.com, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.sz-my.mtn.com,Mobile Telephone Networks (Pty) Ltd,*.sz-my.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,c34d7525c1fc4fd0368130d9d55b3032,4e45c00d26dfe5e461c2b0d21923d61489877178cbc9cebe97f737a74906d1d2,True,ctls,transactions-prod.sz-my.mtn.com,443,https://transactions-prod.sz-my.mtn.com:443,https,,GET,102.133.132.32,/,-1840324437,102.133.132.32,,1,False,azure,istio-envoy,,True,,,,,,
trombino.mtn.ci,,503,,trombino.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,trombino.mtn.ci,443,https://trombino.mtn.ci:443,https,,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,1,False,,CPWS,,,,,,,,
uat.auth.mtn.co.za,MTN South Africa,200,2655,www.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,www.mtn.co.za,443,https://uat.auth.mtn.co.za:443,https,text/html,GET,104.18.15.119,/,-738705486,2606:4700::6812:e77,HSTS,67,False,cloudflare,,https://www.mtn.co.za/home/,True,,,https:,,,
uatcampaigns.mtn.co.za,403 Forbidden,403,199,uatcampaigns.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=uatcampaigns.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",uatcampaigns.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,uatcampaigns.mtn.co.za,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bc9495be81a66351d9e1921e6c5402c6,1f9fe4a1564bd36f5f72a10312ac79737dd146d6098f70b259b81bafda90760c,,ctls,uatcampaigns.mtn.co.za,443,https://uatcampaigns.mtn.co.za:443,https,text/html,GET,197.97.207.166,/,-780928015,197.97.207.166,HSTS,8,False,,Apache,,,,,*.twimg.com,,,
ui-api.dep.mtn.co.za,Swagger UI: OAuth2 Redirect,200,2595,ui-api.dep.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-25T23:59:59Z,CN=ui-api.dep.mtn.co.za,ui-api.dep.mtn.co.za,,ui-api.dep.mtn.co.za,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f4d32fecb040b9fb25628fb99c52c012,265df701e67eafcb3870565b14193c2a350d169e50da550fbdcab73662ac53b6,,ctls,ui-api.dep.mtn.co.za,443,https://ui-api.dep.mtn.co.za:443,https,text/html,GET,52.16.110.253,/,-1840324437,52.19.89.252,PHP:7.4.33,76,False,,nginx/1.15.8,,,,,,,,
ums.uc.mtn.com,HTTP Status 404 – Not Found,404,431,w4b-xsi2.uc.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-13T08:29:43Z,2032-10-10T08:29:43Z,"OU=Org unit, O=My Company Ltd, L=Newbury, ST=Berkshire, C=GB, CN=za-jh-xadp-01",za-jh-xadp-01,My Company Ltd,,"OU=Org unit, O=My Company Ltd, L=Newbury, ST=Berkshire, C=GB, CN=za-jh-xadp-01",za-jh-xadp-01,My Company Ltd,e7d3daf1a75d18efc3e1a27886067597,894e11327e5a93b13a54c375614f5a1ff719a2e0b3d7952de9bd7625858b03d5,,ctls,w4b-xsi2.uc.mtn.com,443,https://ums.uc.mtn.com:443,https,text/html,GET,196.30.50.130,/,-230353730,196.30.50.130,,1,False,,HTTP Server,https://w4b-xsi2.uc.mtn.com/,,,True,,True,,
unigames.mtn.cm,University Games,200,231,,,,,,,,,,,,,,,,,,,,80,http://unigames.mtn.cm:80,http,text/html,GET,154.70.107.97,/,758704772,154.70.107.97,,11,False,,,,,,,,,,
unity.mtn.co.za,,200,219,unity.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,unity.mtn.co.za,443,https://unity.mtn.co.za:443,https,text/html,GET,196.30.16.104,/,-1690915569,196.30.16.104,Java,8,False,,HTTP Server,,,,,,,,
up2u.mtn.com.gh,Customer Portal - MTN Group Share,200,4315,up2u.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,up2u.mtn.com.gh,443,https://up2u.mtn.com.gh:443,https,text/html,GET,196.201.32.225,/,2139810927,196.201.32.225,Microsoft ASP.NET,81,False,,Apache,https://up2u.mtn.com.gh/account/login,,,,,,,
upgradecampaigns.mtn.co.za,Momentum Admin Portal,200,2229,upgradecampaigns.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-28T23:59:59Z,CN=*.iliveit.co.za,*.iliveit.co.za,,iliveit.co.za,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,d844dd3bd64903dca93f7cc1e590872c,3c84ddf3321c2a0c1605bca74f17daf21dfddbf861723d803dec46b4a818b052,True,ctls,upgradecampaigns.mtn.co.za,443,https://upgradecampaigns.mtn.co.za:443,https,text/html,GET,197.100.13.123,/,-1298108480,197.100.13.123,HSTS,61,False,,iliveit-systems,,,,True,,,,
use.fontawesome.com,,403,243,use.fontawesome.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T03:15:52Z,2023-08-04T03:15:51Z,CN=use.fontawesome.com,use.fontawesome.com,,use.fontawesome.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,b18aaf7e2c17a24a9396a09b71be0431,c6386e0c989049c5124f4658c0799c277ad4296c1bba47b3792bdad556d3770a,,ctls,use.fontawesome.com,443,https://use.fontawesome.com:443,https,application/xml,GET,172.64.133.15,/,-199747966,2606:4700:e2::ac40:850f,HTTP/3,2,False,cloudflare,cloudflare,,True,,,,,,
uservoice.irancell.ir,403 Forbidden,403,553,uservoice.irancell.ir,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075331.cloudflaressl.com,ssl1075331.cloudflaressl.com,,uservoice.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,69531fcd811e8d2290fac67c11dcd5c5,85e9c034ca9b530efc8b476a85250d0c62ab30dda9af75cf19a419e75dada7f8,True,ctls,uservoice.irancell.ir,443,https://uservoice.irancell.ir:443,https,text/html,GET,104.17.30.92,/,-861110197,2606:4700::6811:1f5c,Cloudflare,14,False,cloudflare,cloudflare,,True,,True,,,,
v3d.mtn.ci,v3d.mtn.ci,403,25092,v3d.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-05-26T00:00:00Z,2022-05-27T12:00:00Z,"CN=*.mtn.ci, OU=ISM, O=MTN COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MTN COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,a5dcbbef8d4a35d389dab8e598718f1d,13859423e9aa5e94f0a2ddd8ea7da8970e125d460e5b726aaff4256a4b6f90c3,True,ctls,v3d.mtn.ci,443,https://v3d.mtn.ci:443,https,text/html,GET,196.47.178.19,/,-1108525351,196.47.178.19,Red Hat,158,False,,Apache/2.4.6 (Red Hat Enterprise Linux) PHP/7.2.23,,,True,,,,,
vascloud.mtn.ci,MTN VAS CLOUD - Mobile Content Monetization - USSD - SMS - IVR - Carrier Billing - Mobile Payment Gateway,200,7200,vascloud.mtn.ci,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,vascloud.mtn.ci,443,https://vascloud.mtn.ci:443,https,text/html,GET,196.47.184.10,/,987120147,196.47.184.10,PHP,189,False,,Apache,,,,,,,,
vault.sandbox-infra.sandbox.westeurope.api.mtn.com,Vault,200,548925,vault.sandbox-infra.sandbox.westeurope.api.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T01:03:56Z,2023-06-25T01:03:55Z,CN=*.sandbox-infra.sandbox.westeurope.api.mtn.com,*.sandbox-infra.sandbox.westeurope.api.mtn.com,,*.sandbox-infra.sandbox.westeurope.api.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b88af76ad0e62c184e9c1faa2acce41c,02b7aba5435b60f98205c3a1bdc5512112e41aa04637b08e5fea9ad2c4dd4f33,True,ctls,vault.sandbox-infra.sandbox.westeurope.api.mtn.com,443,https://vault.sandbox-infra.sandbox.westeurope.api.mtn.com:443,https,text/html,GET,20.87.127.209,/,-1921754247,20.87.127.209,Nginx:1.21.6,35,False,,nginx/1.21.6,https://vault.sandbox-infra.sandbox.westeurope.api.mtn.com/ui/,,,,,,,
vms-standardpro.mtn.ci,502 Bad Gateway,502,568,vms-standardpro.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,vms-standardpro.mtn.ci,443,https://vms-standardpro.mtn.ci:443,https,text/html,GET,105.235.109.173,/,-2146279613,105.235.109.173,Nginx,14,False,,nginx,,,,,,,,
vms.mtn.co.sz,Home | MTN Call Assist,200,15611,vms.mtn.co.sz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-22T00:00:00Z,2022-03-01T23:59:59Z,"CN=*.mtn.co.sz, O=Swazi MTN Limited, L=Ezulwini, C=SZ",*.mtn.co.sz,Swazi MTN Limited,mtn.co.sz,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ef9d492a472061cebd848d4e8fdb1648,9d43d4bc5fcae9ef83038eb88d3de441aa8dd8f8ecc062fa920f5de301ac786b,True,ctls,vms.mtn.co.sz,443,https://vms.mtn.co.sz:443,https,text/html,GET,41.211.38.19,/,1961180129,41.211.38.19,ZURB Foundation,479,False,,nginx,,,True,,,,,
vms.mtn.co.ug,,200,123,vms.mtn.co.ug,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,vms.mtn.co.ug,443,https://vms.mtn.co.ug:443,https,text/html,GET,212.88.125.235,/,-1225854820,212.88.125.235,,11,False,,,,,,,URL=https://vms.mtn.co.ug/TTI_WEB/,,,
vms.mtncameroon.net,404: Not Found,404,69,vms.mtncameroon.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-02T12:57:46Z,2023-04-02T12:57:45Z,CN=sip.mtncameroon.net,sip.mtncameroon.net,,vms.mtncameroon.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,90a61bc0e2f452b5e898e8b868edd786,2e6e5416afb9e17fe7c3a88c0fc93ad2e4182455650c45231683cd916e5ec5fb,,ctls,vms.mtncameroon.net,443,https://vms.mtncameroon.net:443,https,text/html,GET,129.0.36.4,/,2038213217,129.0.36.4,Nginx,1,False,,nginx,,,True,,,,,
vms.standardpro.mtn.ci,Accueil | MTN Kasoookoo Standard Pro,200,35179,vms.standardpro.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,vms.standardpro.mtn.ci,443,https://vms.standardpro.mtn.ci:443,https,text/html,GET,105.235.109.173,/,1630736936,105.235.109.173,ZURB Foundation,825,False,,nginx,,,,True,,,,
voicemail.mtn.co.ug,Login MTN Prepaid CUG,200,5393,voicemail.mtn.co.ug,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,voicemail.mtn.co.ug,443,https://voicemail.mtn.co.ug:443,https,text/html,GET,212.88.125.124,/,-366337701,212.88.125.124,PHP:5.4.16,220,False,,Apache,https://voicemail.mtn.co.ug/cug_external/Login,,,,,,,
vpncare.mtnbusiness.com,Iris,200,112,vpncare.mtnbusiness.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.mtnbusiness.com, O=MTN BUSINESS SOLUTIONS (PTY) LTD, L=Johannesburg, ST=Gauteng, C=ZA",*.mtnbusiness.com,MTN BUSINESS SOLUTIONS (PTY) LTD,mtnbusiness.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,4915e0c40e0e3663baf68b0670c7af12,034d69dbf039b8e63d6792e9be7b67e740482e362e2336c1b064e64f2b72bf42,True,ctls,vpncare.mtnbusiness.com,443,https://vpncare.mtnbusiness.com:443,https,text/html,GET,196.30.85.2,/,41927611,196.30.85.2,,7,False,,,,,,,,,,
vtuweb.mtn.cm,Apache Tomcat,200,7777,vtuweb.mtn.cm,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-03-28T14:41:49Z,2023-06-26T14:41:48Z,CN=vtuweb.mtncameroon.net,vtuweb.mtncameroon.net,,vtuweb.mtncameroon.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,57aba523f633eccd1f0613613c9acbe8,acc4ce0d7094b3c791b52a64493d941ef7f676ba536ac3162241194a2c8461d2,,ctls,vtuweb.mtn.cm,443,https://vtuweb.mtn.cm:443,https,text/html,GET,196.202.232.30,/,-297069493,196.202.232.30,Java,214,False,,Apache-Coyote/1.1,,,,True,,,,
vtuweb.mtncameroon.net,VTM Intranet,200,681,vtuweb.mtncameroon.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-03-28T14:41:49Z,2023-06-26T14:41:48Z,CN=vtuweb.mtncameroon.net,vtuweb.mtncameroon.net,,vtuweb.mtncameroon.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,57aba523f633eccd1f0613613c9acbe8,acc4ce0d7094b3c791b52a64493d941ef7f676ba536ac3162241194a2c8461d2,,ctls,vtuweb.mtncameroon.net,443,https://vtuweb.mtncameroon.net:443,https,text/html,GET,196.202.232.30,/,-2052011702,196.202.232.30,Java,40,False,,Apache-Coyote/1.1,,,,,,,,
