input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,cdn_name,cdn
crawl-207-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158069,*.femmesetcitoyennete.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-207-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,-251814440,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-213-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,153679,s2.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-213-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,1726231574,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-217-170-187-194.qwant.com,Qwant Lite,200,4709,www.youtube.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-217-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=Firefox49,,
crawl-223-170-187-194.qwant.com,Qwant Lite,200,4710,*.qobuz.com,lite.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-223-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=Chrome12.0703,,
crawl-224-170-187-194.qwant.com,Qwant Lite,200,4710,player.vimeo.com,lite.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-224-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=iPod6.1,,
crawl-226-170-187-194.qwant.com,Qwant Lite,200,4710,players-cdn.vidmizer.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-226-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=Firefox38,,
crawl-227-170-187-194.qwant.com,Qwant Lite,200,4709,player.myvideoplace.tv,lite.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-227-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=true,,
crawl-23-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160537,players-cdn-v2.vidmizer.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-23-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,185106356,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-231-170-187-194.qwant.com,Qwant Lite,200,4711,player.vimeo.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-231-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=Firefox14.01,,
crawl-246-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160549,*.localetv.eu,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-246-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,-1223729578,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-41-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158063,*.vid.web.acsta.net,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-41-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-42-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160536,s-lite.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-42-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,-1649130906,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-43-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160518,*.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-43-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,1251241805,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-45-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160533,*.jeunesreporterssansfrontieres.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-45-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,744144242,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-48-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158052,*.localetv.eu,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-48-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,-1963388995,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-5-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160557,www.youtube.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-5-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,-214682235,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-61-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160562,*.veitech.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-61-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,1984096864,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-64-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160537,players-cdn.vidmizer.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-64-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,337305185,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-65-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160519,player.twitch.tv,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-65-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,-1640708621,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-66-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160552,*.trendy-community.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-66-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,2021787464,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-67-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158058,s2.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,80,http://crawl-67-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,1314816953,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-69-170-187-194.qwant.com,Qwant Lite,200,4709,www.youtube.com,lite.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,80,http://crawl-69-170-187-194.qwant.com:80,http,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=true,,
crawl-7-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160537,*.tvcitoyenne.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-7-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,1889117930,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-72-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160519,www.youtube-nocookie.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-72-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,1672832714,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-74-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158051,*.trendy-community.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-74-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,603406862,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-76-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160513,*.jeunesreporterssansfrontieres.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-76-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,-1989830235,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-78-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158063,*.femmesetcitoyennete.fr,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-78-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,1477481592,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-79-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158078,*.jeunesreporterssansfrontieres.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-79-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,-1173622396,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-8-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158058,extras.qwantjunior.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-8-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,1114494068,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-83-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160517,*.medias-francophones.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-83-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,-1210050102,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-86-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,158090,*.localetv.eu,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-86-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,945732963,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-90-170-187-194.qwant.com,Qwant Lite,200,4710,players-cdn-v2.vidmizer.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://crawl-90-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,,194.187.168.99,HSTS,1,False,,,,https://lite.qwant.com/?redirect=true,,
crawl-94-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160536,viewer.dood3d.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-94-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,-1467657320,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
crawl-97-170-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,160515,*.trendy-community.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://crawl-97-170-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,307132363,194.187.168.99,HSTS,167,False,,,,https://www.qwant.com/,,
