new,host,a,soa,txt,status_code,cname,aaaa,ns,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],data-alpha-alphaalt-acc-backupsauth-antiviruspre.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],data-architecture.prod.corp.mongodb.com,"54.88.124.138, 23.23.148.58, 3.226.71.163, 3.231.128.237, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],data-architecture.staging.corp.mongodb.com,"35.174.255.218, 52.45.195.111, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],dataapi.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dataapp-mediaconfig-helpdesk.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],database-bin.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],datascience.prod.corp.mongodb.com,"3.226.71.163, 54.88.124.138, 54.196.127.54, 3.231.128.237, 23.23.148.58","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],datawarehouse.prod.corp.mongodb.com,"54.88.124.138, 3.231.128.237, 54.196.127.54, 23.23.148.58, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],datawarehouse.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,"ns-1283.awsdns-32.org, ns-1640.awsdns-13.co.uk, ns-397.awsdns-49.com, ns-515.awsdns-00.net",,,,,,
[x],day1s.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],db1-assets-postmanbackups-www-test.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dba.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dbeng-pm.prod.corp.mongodb.com,"23.23.148.58, 54.88.124.138, 3.226.71.163, 54.196.127.54, 3.231.128.237","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],dbeng-pm.staging.corp.mongodb.com,"52.45.195.111, 35.174.255.218, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],dbfms4.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dbmap.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dbms-backupdocs-aws.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dbmsdelmarcollege.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dbmsdev-new-static.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dde-us-south.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],debug-jenkins-postgres.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],debug-preferencespreferences.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],deet.prod.corp.mongodb.com,"3.226.71.163, 54.88.124.138, 54.196.127.54, 23.23.148.58, 3.231.128.237","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],deet.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],demo.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],demome-internal.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],deploy-fms1.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],descubrir.mongodb.com,"54.88.124.138, 3.231.128.237, 3.226.71.163, 54.196.127.54, 23.23.148.58","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],dev-delmarcollege.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dev0marvel.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],devconfigbeta.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],developerextranet.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],developers.mongodb.com,"151.101.2.133, 151.101.66.133, 151.101.130.133, 151.101.194.133","ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,,True,fastly,,,,
[x],devops.prod.corp.mongodb.com,"54.88.124.138, 3.231.128.237, 23.23.148.58, 3.226.71.163, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devops.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devops.test.corp.mongodb.com,"52.87.103.23, 50.16.165.49, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod-infra.prod.corp.mongodb.com,"3.226.71.163, 54.196.127.54, 3.231.128.237, 23.23.148.58, 54.88.124.138","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod-infra.staging.corp.mongodb.com,"52.45.195.111, 35.174.255.218, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod-platform.prod.corp.mongodb.com,"54.88.124.138, 3.231.128.237, 23.23.148.58, 3.226.71.163, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod-platform.staging.corp.mongodb.com,"52.45.195.111, 52.22.111.228, 35.174.255.218","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod-tips.prod.corp.mongodb.com,"23.23.148.58, 54.88.124.138, 54.196.127.54, 3.231.128.237, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod-tips.staging.corp.mongodb.com,"52.22.111.228, 52.45.195.111, 35.174.255.218","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],devprod.staging.corp.mongodb.com,"35.174.255.218, 52.22.111.228, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],diagnostics.support.mongodb.com,"3.231.128.237, 54.88.124.138, 54.196.127.54, 23.23.148.58, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],discourse.university.mongodb.com,"108.138.51.74, 108.138.51.4, 108.138.51.45, 108.138.51.102, 205.251.198.100","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,d26jbirm7r7mpt.cloudfront.net,"2600:9000:2436:bc00:8:a781:7040:93a1, 2600:9000:2436:f800:8:a781:7040:93a1, 2600:9000:2436:2800:8:a781:7040:93a1, 2600:9000:2436:400:8:a781:7040:93a1, 2600:9000:2436:8600:8:a781:7040:93a1, 2600:9000:2436:8200:8:a781:7040:93a1, 2600:9000:2436:9800:8:a781:7040:93a1, 2600:9000:2436:ee00:8:a781:7040:93a1","ns-1119.awsdns-11.org, ns-887.awsdns-46.net, ns-185.awsdns-23.com, ns-1636.awsdns-12.co.uk",True,cloudfront,,,,
[x],do.charts.mongodb.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],docit.applications.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],docs-akamai.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],docs-atlas-staging.mongodb.com,"151.101.130.133, 151.101.194.133, 151.101.2.133, 151.101.66.133","ns1.fastly.net, hostmaster.fastly.com",,NOERROR,d.sni.global.fastly.net,,,True,fastly,,,,
[x],docs-staging.atlas.mongodb.com,,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,,True,fastly,,,,
[x],docs-staging.cloudmanager.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],docs-staging.opsmanager.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245",,,NOERROR,glb.mongodb.com,,,,,,,,
[x],docs.atlas.mongodb.com,,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,,True,fastly,,,,
[x],docs.cloud.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],docs.mms.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],docs.mongodb.com,146.75.122.133,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",True,fastly,,,,
[x],docs.opsmanager.mongodb.com,"151.101.194.133, 151.101.2.133, 151.101.66.133, 151.101.130.133","ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,,True,fastly,,,,
[x],docs.staging.corp.mongodb.com,"35.174.255.218, 52.45.195.111, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],downloads.mongodb.com,"65.9.66.70, 65.9.66.85, 65.9.66.106, 65.9.66.49","ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",,NOERROR,com.downloads.release.build.10gen.cc,"2600:9000:206f:b000:a:2670:9d40:93a1, 2600:9000:206f:d000:a:2670:9d40:93a1, 2600:9000:206f:f400:a:2670:9d40:93a1, 2600:9000:206f:d600:a:2670:9d40:93a1, 2600:9000:206f:5000:a:2670:9d40:93a1, 2600:9000:206f:a200:a:2670:9d40:93a1, 2600:9000:206f:3600:a:2670:9d40:93a1, 2600:9000:206f:2600:a:2670:9d40:93a1",,True,cloudfront,,,,
[x],drivers.prod.corp.mongodb.com,"3.231.128.237, 23.23.148.58, 54.196.127.54, 3.226.71.163, 54.88.124.138","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],drivers.staging.corp.mongodb.com,"35.174.255.218, 52.22.111.228, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],drum-147-198-211-44.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],drum-155-215-189-82.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ds-covid19.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],dsplatform.prod.corp.mongodb.com,"54.196.127.54, 54.88.124.138, 3.231.128.237, 3.226.71.163, 23.23.148.58","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],dsplatform.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],dw-sensitive.staging.corp.mongodb.com,"35.174.255.218, 52.45.195.111, 52.22.111.228","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],e2-snv-ciscovpn2.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ea1-1-78-9.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],eastus2.lb-b-staging.r53.azure.cloud.mongodb.com,20.85.99.53,"ns-1195.awsdns-21.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],eastus2.lb-b.r53.azure.cloud.mongodb.com,20.72.91.111,"ns-1195.awsdns-21.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],echoserver-acme.devops.test.corp.mongodb.com,"54.91.116.18, 50.17.244.6, 54.82.34.225","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],echoserver-dns-2.test.corp.mongodb.com,"50.16.165.49, 52.87.103.23, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-dns.test.corp.mongodb.com,"50.16.165.49, 52.87.103.23, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-dns01.test.corp.mongodb.com,"52.3.154.63, 50.16.165.49, 52.87.103.23","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-http01.test.corp.mongodb.com,"52.3.154.63, 52.87.103.23, 50.16.165.49","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-istio.devops.test.corp.mongodb.com,"54.91.116.18, 54.82.34.225, 50.17.244.6","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],echoserver-nlb-dns01-defaultsolver1.test.corp.mongodb.com,"50.16.165.49, 52.87.103.23, 52.3.154.63","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-nlb-dns01.test.corp.mongodb.com,"52.87.103.23, 52.3.154.63, 50.16.165.49","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-nlb.test.corp.mongodb.com,"50.16.165.49, 52.3.154.63, 52.87.103.23","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],echoserver-test.devops.test.corp.mongodb.com,"52.70.142.191, 3.233.213.215, 3.220.49.234, 54.227.168.98","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],echoserver.acme.test.corp.mongodb.com,"52.87.103.23, 52.3.154.63, 50.16.165.49","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,"ns-1273.awsdns-31.org, ns-1779.awsdns-30.co.uk, ns-64.awsdns-08.com, ns-997.awsdns-60.net",,,,,,
[x],echoserver.devops.test.corp.mongodb.com,"54.91.116.18, 54.82.34.225, 50.17.244.6","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:test,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],education.prod.corp.mongodb.com,"54.196.127.54, 23.23.148.58, 54.88.124.138, 3.231.128.237, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],education.staging.corp.mongodb.com,"52.45.195.111, 52.22.111.228, 35.174.255.218","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],elasticbeanstalk-metacorporate-gitvpn.stitch.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],elasticbeanstalk-videoadmin-alpha-gatewaysignup.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],elb-tky-gcp.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],elcuradellugar.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],emvee-gateway.corps.staging.corp.mongodb.com,"54.210.180.239, 3.221.136.187, 54.225.236.46","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-user-traefik",NOERROR,,,,,,,,,
[x],engineering-access-repos.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],engineering.mongodb.com,,"ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,"ns-1315.awsdns-36.org, ns-1610.awsdns-09.co.uk, ns-460.awsdns-57.com, ns-898.awsdns-48.net",,,,,,
[x],entdecke.mongodb.com,"23.23.148.58, 54.88.124.138, 3.231.128.237, 54.196.127.54, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],enterprise-tools.prod.corp.mongodb.com,"3.231.128.237, 54.88.124.138, 23.23.148.58, 3.226.71.163, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],enterprise-tools.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],error-controller.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245",,,NOERROR,glb.mongodb.com,,,,,,,,
[x],error-redirect.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],error-ww1link-tunnel-mx.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],errorassets-user-cache-lbclients.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],errorcache-ns.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],errormach131-87-85-76.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],eu-central-1.lb-b.r53.aws.cloud.mongodb.com,3.124.220.115,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],eu-west-1.lb-b-dev.r53.aws.cloud-dev.mongodb.com,52.48.110.136,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1161.awsdns-17.org, ns-136.awsdns-17.com, ns-1906.awsdns-46.co.uk, ns-654.awsdns-17.net",,,,,,
[x],eu-west-1.lb-e.r53.aws.cloud.mongodb.com,34.240.63.74,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],eu-west-1.lb-f-staging.r53.aws.cloud.mongodb.com,52.31.226.164,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
