new,host,a,soa,status_code,cname,aaaa,ns,txt,cdn,cdn-name,mx,caa,has_internal_ips,internal_ips
,clientmonies.rbs.com,52.157.170.103,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"wng.trafficmanager.net, wng01prnl1klb01.westeurope.cloudapp.azure.com",,,,True,azure,,,,
,cloud.mail.insights.rbs.co.uk,161.71.94.112,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,cms-nft-static.rbs.com,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,cms-nft-static.rbs.com.glb2t.managedtest.com,,,,,,,,,
,collateral.rbs.com,147.114.225.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,commerciallending.apps.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,communications.rbs.co.uk,192.243.228.1,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,communications.rbs.co.uk.cname.campaign.adobe.com,,,"google-site-verification=QzPfTPicx14Jtxs2t_tNzHKyOqaZts-CAdgf15V3td4, v=spf1 ip4:130.248.154.0/24 -all",,,inbound.campaign.adobe.com,,,
,communications.rbs.com,"104.18.33.2, 172.64.154.254","olivia.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"customers.listrak.com, customers.esp1.co",,,,True,cloudflare,,"mailto:certs@listrak.com, letsencrypt.org",,
,connect.rbs.com,155.136.89.42,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,consent-uat.ob.rbs.co.uk,155.136.224.38,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,consent.natwest.com.glb2p.rbs.com,155.136.202.13,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,consent.natwestinternational.com.glb2p.rbs.com,155.136.200.17,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,consent.rbs.co.uk,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,consent.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,consent.rbs.co.uk.glb2p.rbs.com,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,consent.rbsinternational.com.glb2p.rbs.com,155.136.200.17,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,consent.ulsterbank.co.uk.glb2p.rbs.com,155.136.202.15,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,consent.ulsterbank.ie.glb2p.rbs.com,155.136.200.17,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,contentem.rbs.co.uk,83.100.128.50,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,creditdocs.rbs.com,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,True,azure,,,,
,ctf.rbs.co.uk,62.208.155.121,"infoblox-prk-grid01.ipam.cw.net, auto-dns.cw.net",NOERROR,ctfrbs1.tgtbvapps.com,,,,,,,,,
,customerforms.rbs.co.uk,155.136.13.165,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,db.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,mail.digitalmarketingdirect.com,,,
,defender-sit.rbs.com,155.136.203.207,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,defender-sit.rbs.glb2t.managedtest.com,,,,,,,,,
,demo.bankline.rbs.co.uk,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,demo.cms.rbs.co.uk,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,demo.webapptest.digitalbanking.rbs.co.uk,"18.66.97.12, 18.66.97.81, 18.66.97.51, 18.66.97.22","ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,dev-supportingyou.rbs.co.uk,155.136.203.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,dev-supportingyou.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,dev.consent.rbs.co.uk,155.136.203.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,dev.consent.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,dev.ratemanager.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dev.webapptest.digitalbanking.rbs.co.uk,"18.66.97.119, 18.66.97.39, 18.66.97.27, 18.66.97.85","ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,devcollateral.rbs.com,147.114.224.101,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,digidocs.rbs.co.uk,107.154.251.77,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,digidocs-rbs-co-uk.vscreen.org,,,v=spf1 ip4:212.64.131.250 ip4:212.64.131.252 ip4:155.136.80.0/24 ip4:147.177.6.200 ip4:176.177.6.201 a:lon-a-smtp-1.vscreen.org a:lon-a-smtp-2.vscreen.org a:lon-b-smtp-1.vscreen.org a:lon-b-smtp-2.vscreen.org ~all,True,incapsula,"mail14.rbs.com, mail15.rbs.com, mail13.rbs.com, mail16.rbs.com, mail04.rbs.com, mail03.rbs.com, mail02.rbs.com, mail01.rbs.com",,,
,digitalbanking.rbs.co.uk,155.136.22.27,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,digitalbankingapp.rbs.co.uk,51.145.108.17,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,True,azure,,,,
,digitallending.apps.rbs.co.uk,155.136.19.184,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,dm.powercurve.rbs.com,155.136.23.231,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dp.lending.inbound.awn.rbs.co.uk,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dp.lending.inbound.ppe.sf.rbs.co.uk,155.136.225.48,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dp.lending.inbound.sf.rbs.co.uk,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dp.lending.inbound.test.awn.rbs.co.uk,155.136.225.70,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dp.lending.inbound.test.sf.rbs.co.uk,155.136.225.70,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,dp.rbsbbc.inbound.sf.rbs.co.uk,155.136.225.70,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,e.rbs.com,83.100.128.50,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,"v=spf1 ip4:83.100.128.0/24 ip4:94.72.211.0/24 -all, spf2.0/pra ip4:83.100.128.0/24 ip4:94.72.211.0/24 -all",,,mail.bridm.com,,,
,edi.myvpnphone.rbs.com,155.136.17.148,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,edr.rbs.co.uk,155.136.22.228,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,eds.securebusiness.rbs.co.uk,155.136.22.167,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,eforms-external-cb-dev.rbs.co.uk,155.136.203.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,eforms-external-cb-dev.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,eforms-external-cb-nft.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-cb-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-cb-uat.rbs.co.uk,"155.136.201.213, 155.136.203.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-cb-uat.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-cb.natwest.com.glb2p.rbs.com,155.136.200.13,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,eforms-external-cb.rbs.co.uk,155.136.202.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,eforms-external-cb.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,eforms-external-cb.rbs.co.uk.glb2p.rbs.com,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,eforms-external-cb.ulsterbank.co.uk.glb2p.rbs.com,155.136.202.15,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,eforms-external-ee-dev.rbs.co.uk,155.136.201.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,eforms-external-ee-dev.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,eforms-external-ee-nft.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-ee-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-ee-sit.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-ee-sit.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-rb-dev.rbs.co.uk,155.136.203.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,eforms-external-rb-dev.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,eforms-external-rb-sit.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-rb-sit.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-rb-uat.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-rb-uat.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-ss-dev.rbs.co.uk,155.136.203.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,eforms-external-ss-dev.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,eforms-external-ss-nft.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-ss-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-ss-sit.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-ss-sit.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,eforms-external-ss-uat.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,eforms-external-ss-uat.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,egress-reader-fte.rbs.com,155.136.225.198,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,egress-reader-nfte.rbs.com,155.136.225.205,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,egress-switch-fte.rbs.com,78.137.126.158,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,egress-switch-nfte.rbs.com,78.137.126.158,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,engage.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,enterprisepki.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,equitiesdatafeeds.rbs.com,147.114.46.109,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty01.rbs.co.uk,155.136.21.32,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty02.rbs.co.uk,155.136.21.33,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty03.rbs.co.uk,155.136.21.34,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty04.rbs.co.uk,155.136.21.35,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty05.rbs.co.uk,155.136.21.36,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty06.rbs.co.uk,155.136.21.37,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty07.rbs.co.uk,155.136.21.38,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty08.rbs.co.uk,155.136.21.39,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty11.rbs.co.uk,155.136.21.42,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty13.rbs.co.uk,155.136.21.44,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty14.rbs.co.uk,155.136.21.45,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,erz4ty17.rbs.co.uk,155.136.21.48,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty18.rbs.co.uk,155.136.21.49,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty19.rbs.co.uk,155.136.21.50,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,erz4ty20.rbs.co.uk,155.136.21.51,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,events.rbs.co.uk,"63.35.86.95, 99.81.237.1","ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,events.rbs.co.uk.micros.aventri.com,,,,,,,,,
,experian.powercurve.rbs.com,155.136.47.164,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,export-collections-eoif.rbs.co.uk,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,2a00:1450:4001:831::2013,,,,,,,,
,export.securebusiness.rbs.co.uk,155.136.22.181,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,externalaccount.bankline.rbs.co.uk,51.145.108.17,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,fastapplications.rbs.co.uk,80.75.73.239,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:80.75.73.242 ip4:81.145.55.71 ~all,,,"mail03.rbs.com, mail15.rbs.com, mail13.rbs.com, mail16.rbs.com, mail04.rbs.com, mail01.rbs.com, mail14.rbs.com, mail02.rbs.com",,,
,fastapplications2.rbs.co.uk,195.173.172.39,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,fastpay.rbs.co.uk,147.114.225.180,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,fastpayapi.rbs.co.uk,147.114.225.222,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,fbloans.natwest.com.glb2p.rbs.com,155.136.200.13,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,feedservice-api.rbs.co.uk,147.114.225.20,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,fenestrae.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,fenestrae.rbsi.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,filmfirst.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:195.3.185.0/24 ip4:195.3.185.129 ?all,,,,,,
,financeacademy.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,financialsupport.business.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,fixed-and-variable-rate-loan-eoif.rbs.co.uk,,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,2607:f8b0:4002:806::2013,,,,,,,,
,ftp.glb2p.rbs.com,10.131.11.6,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,True,10.131.11.6
,ftps.gssprod.rbs.co.uk,155.136.20.201,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,gamma.digitalbanking.rbs.co.uk,155.136.199.21,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,gbm.eu.rbs.com,51.11.27.129,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,gbm.rbs.com,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,gbmportal2.rbs.com,147.114.46.3,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,gbmsites.rbs.com,147.114.225.140,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,ci.rbs.com,,,,,,,,,
,green-loans-eoif.rbs.co.uk,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,2a00:1450:4001:831::2013,,,,,,,,
,gssprod.rbs.co.uk,155.136.20.201,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,hbx.rbs.co.uk,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.hbx.rbs.co.uk",NOERROR,,::,,,,,,,True,0.0.0.0
,hbx.rbs.com,205.216.15.71,"ns101.adobe.net, dnsadmin.omniture.com",NOERROR,ehg2-rbs.1p.hitbox.com,,,,,,,,,
,help.bankline.rbs.com,20.49.211.36,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,heritagearchives.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,hkaccess.rbs.com,54.144.128.85,,NOERROR,,,,,,,,,,
,homeinsurance.rbs.co.uk,"18.155.129.58, 18.155.129.63, 18.155.129.72, 18.155.129.97","ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"rbs-home-online.dlgdigitalapi.com, cf-rbsonline.prod.dlgdigitalapi.com, d22ossfk2zmb3e.cloudfront.net","2600:9000:2133:2c00:7:f14b:2a80:93a1, 2600:9000:2133:f600:7:f14b:2a80:93a1, 2600:9000:2133:8e00:7:f14b:2a80:93a1, 2600:9000:2133:3a00:7:f14b:2a80:93a1, 2600:9000:2133:7600:7:f14b:2a80:93a1, 2600:9000:2133:c200:7:f14b:2a80:93a1, 2600:9000:2133:200:7:f14b:2a80:93a1, 2600:9000:2133:ea00:7:f14b:2a80:93a1","ns-385.awsdns-48.com, ns-1587.awsdns-06.co.uk, ns-1200.awsdns-22.org, ns-557.awsdns-05.net",,True,cloudfront,,,,
,hooyu-id.rbs.co.uk,"99.80.4.164, 34.252.55.170, 34.249.125.75","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,rbs-public-1478450067.eu-west-1.elb.amazonaws.com,,,,,,,,,
,i.rbs.co.uk,155.136.80.223,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,iamapi1.rbs.co.uk,155.136.23.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,iampnf-gw-bl1-nft.rbs.co.uk,155.136.203.222,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,iampnf-gw-bl1-nft.rbs.com.glb2t.managedtest.com,,,,,,,,,
,iampnf-gw-bl1-sit.rbs.co.uk,155.136.203.218,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,iampnf-gw-bl1-sit.rbs.com.glb2t.managedtest.com,,,,,,,,,
,iampnfz2-gw01-nft.rbs.com,155.136.201.250,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,iampnfz2-gw01-nft.rbs.com.glb2t.managedtest.com,,,,,,,,,
,iampnfz2-gw01-sit.rbs.com,155.136.201.252,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,iampnfz2-gw01-sit.rbs.com.glb2t.managedtest.com,,,,,,,,,
,iamt-authn-uat.rbs.co.uk,155.136.224.34,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,image.emails.rbs.co.uk,"23.32.238.147, 23.32.238.106","n0g.akamai.net, hostmaster.akamai.com",NOERROR,"images.s4.exacttarget.com.edgesuite.net, a1737.g.akamai.net",,,,,,,,,
,image.mail.insights.rbs.co.uk,"184.86.251.25, 184.86.251.23","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tlsprovisioning-san-s50-13.edgekey.net, e105353.dscx.akamaiedge.net","2a02:26f0:3500:1b::1724:a38c, 2a02:26f0:3500:1b::1724:a398",,,,,,,,
,ims.rbs.com,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,gbm.rbs.com,,,,True,azure,,,,
,india.jobs.rbs.com,"104.17.156.42, 104.18.144.76","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"lb.ttcportals.com, lb.ttcportals.com.cdn.cloudflare.net",,,,True,cloudflare,,,,
,indices.rbs.com,18.130.41.59,"ns1.routing.net, support.klug-newmedia.de",NOERROR,indices.knm.rbs.com,,,,,,,,,
,insights.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 include:allegiancetech.com ~all,,,,,,
,insights.rbs.com,51.11.27.129,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,invest.rbs.co.uk,193.8.50.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,investorfeedback.rbs.com,"64.29.21.118, 155.136.80.30, 155.136.80.31, 155.136.80.58, 155.136.80.59, 155.136.80.105, 155.136.80.102, 155.136.80.108, 155.136.80.111","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,"mail20.rbs.com, mail06.rbs.com, mail08.rbs.com, mail18.rbs.com, mail17.rbs.com, mail19.rbs.com, mail07.rbs.com, mail05.rbs.com",,,
,ios-01.mobileapp.rbs.co.uk,155.136.23.135,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,ios-mobileapppilot.mobileapp.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,ios-pilot-01.mobilebanking.rbs.co.uk,155.136.21.1,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,jisa.rbs.co.uk,195.59.165.96,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,jointsavings.digidocs.rbs.co.uk,45.60.123.18,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,"jointsavings-digidocs-rbs-co-uk.vizlive.net, q4pbz4p.x.incapdns.net",,,,True,incapsula,,,,
,jubilee.digitalbanking.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,junction.rbs.com,147.114.46.17,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,knm.rbs.com,213.221.108.247,"ns1.routing.net, support.klug-newmedia.de",NOERROR,,,"ns2.routing.net, ns1.routing.net, ns3.routing.net",,,,,,,
,logon.digitalbanking.rbs.co.uk,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.logon.digitalbanking.rbs.co.uk",NOERROR,,::,,,True,cloudfront,,,True,0.0.0.0
,logon.rbs.co.uk,"108.138.17.98, 108.138.17.59, 108.138.17.61, 108.138.17.101","ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,"bcdn-6a1d7b63.we-stats.com, dcjpwj3i7o87t.cloudfront.net","2600:9000:2491:6800:8:4d07:a640:93a1, 2600:9000:2491:5600:8:4d07:a640:93a1, 2600:9000:2491:1c00:8:4d07:a640:93a1, 2600:9000:2491:b000:8:4d07:a640:93a1, 2600:9000:2491:de00:8:4d07:a640:93a1, 2600:9000:2491:dc00:8:4d07:a640:93a1, 2600:9000:2491:4000:8:4d07:a640:93a1, 2600:9000:2491:1400:8:4d07:a640:93a1","ns-1533.awsdns-63.org, ns-1976.awsdns-55.co.uk, ns-860.awsdns-43.net, ns-136.awsdns-17.com",,True,cloudfront,,,,
,m.cm.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,cm.rbs.com,,,v=spf1 ip4:155.136.80.0/24 ~all,,,"mail17.rbs.com, mail05.rbs.com, mail07.rbs.com, mail19.rbs.com, mail20.rbs.com, mail06.rbs.com, mail08.rbs.com, mail18.rbs.com",,,
,m.communications.rbs.co.uk,"34.246.120.68, 54.73.136.206","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m.communications.rbs.co.uk.cname.campaign.adobe.com, smallbusiness-natwest-com-1950151151.eu-west-1.elb.amazonaws.com",,,,,,,,,
,m.notifications.rbs.co.uk,"54.73.136.206, 34.246.120.68","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m.notifications.rbs.co.uk.cname.campaign.adobe.com, smallbusiness-natwest-com-1950151151.eu-west-1.elb.amazonaws.com",,,,,,,,,
,m.rbs.com,"13.107.237.67, 13.107.238.67","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,natwestgroup.com,"2620:1ec:4e:1::67, 2620:1ec:4f:1::67","udns2.cscdns.uk, udns1.cscdns.net","google-site-verification=HRsrssYmoMNtamIxugfsIjUf3V2Yeecrd3CRMMJbTGQ, v=spf1 ip4:155.136.80.0/24 -all, google-site-verification=DYfVoz3j02G2vo1a1rplpVpPZbiCjMiLmdNIqLVvI-Y",,,"relay1.netnames.net, relay2.netnames.net","digicert.com, mailto:RBS.Group.PKI.Certificates@rbs.co.uk, sectigo.com",,
,m.smallbusiness.rbs.co.uk,"54.73.136.206, 34.246.120.68","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m.smallbusiness.rbs.co.uk.cname.campaign.adobe.com, smallbusiness-natwest-com-1950151151.eu-west-1.elb.amazonaws.com",,,,,,,,,
