new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,ns,caa,mx,txt,has_internal_ips,internal_ips
[x],myaccount.bitdefender.com,"104.18.168.222, 104.18.169.222",myaccount.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],nemesis.bitdefender.com,91.199.104.150,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],net.bitdefender.net,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],netgear-07a2d5b3-0d1e-49d4-9038-f3e9ce19f9ce.2d7dd.cdn.bitdefender.net,152.195.133.11,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,,,,,,,,
[x],new.bitdefender.com,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],nimbus-cf.bitdefender.net,,nimbus-cf.bitdefender.net.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],nimbus.bitdefender.net,34.120.243.77,elb-fra-gcp.nimbus.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],ninjarmm-3480aad7-7d04-4871-ab29-f5f44b394f1d.2d7dd.cdn.bitdefender.net,152.195.133.11,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,,,,,,,,
[x],nmr.bitdefender.com,"104.18.169.222, 104.18.168.222",nmr.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],nordnet-central.bitdefender.net,34.149.208.70,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],notification.bitdefender.com,"104.18.169.222, 104.18.168.222",,"pdns210.ultradns.com, dmoinescu.bitdefender.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,"pdns210.ultradns.net, pdns210.ultradns.biz, pdns210.ultradns.org, pdns210.ultradns.com",,"mx01.bbu.gts.mx.bitdefender.com, mail.bitdefender.com",v=spf1 include:spf.mandrillapp.com include:mailchimp.com include:spf.bitdefender.com -all,,
[x],ns-treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ns1treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ns2-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ns3-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ns3-treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ns3.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ns4-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],nstreatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],nvi-dns.bitdefender.net,35.199.57.35,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],oceania-edit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],oceaniawebdisk.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],odincovoditpromo.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],oem-central-stage.bitdefender.com,81.161.59.221,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.biz, pdns210.ultradns.org, pdns210.ultradns.com",,,,,
[x],oem-dbupdate.bitdefender.com,195.189.155.168,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],oem-login.bitdefender.net,81.161.59.33,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],oem-us-login.bitdefender.com,"104.18.168.222, 104.18.169.222",oem-us-login.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],oem.bitdefender.com,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,mail.bitdefender.com,,,
[x],oem.hub.bitdefender.com,"104.18.168.222, 104.18.169.222, 156.154.66.210, 156.154.64.210, 156.154.65.210, 156.154.67.210",bitdefender.com,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de, 2001:502:f3ff::f6, 2610:a1:1014::f6",True,cloudflare,"pdns210.ultradns.org, pdns210.ultradns.biz, pdns210.ultradns.com, pdns210.ultradns.net",,"mail.bitdefender.com, mx01.bbu.gts.mx.bitdefender.com","apple-domain-verification=217f005rUdcKhBpU, google-site-verification=Oofn47AEK0W9KjrFH4Z_2ggU6LVlZNNEwVnMm5FKbJU, atlassian-domain-verification=34BCGNE4goU2sS7B2H+sTVbt/m0DlOnbHn3+2vC9+ZdNW1QOnvvs8QysSIFKd8Wn, logmein-verification-code=39425810-f659-4c1e-9e71-8999deebe04b, google-site-verification=yPXENkAkDzDHPw4BFua4Sgn76UHejB5a9bAl5bNMiw4, smartsheet-site-validation=0t4aXFYpjaINrBOxRhbxO-n3d4-VNmBs, atlassian-sending-domain-verification=bb16ab06-4f2f-48d5-ae74-c3534e751ef9, v=spf1 include:spf.protection.outlook.com include:spf.bitdefender.com include:_spf.salesforce.com include:spf.mandrillapp.com include:_spf.atlassian.net include:spf.mindmatrix.net include:341979.spf06.hubspotemail.net ip4:208.117.49.186 ip4:3.68.129.51 ~a, ll",,
[x],oemeval001-94027265-32ef-489b-ae6c-27b60ba758fd.2d7dd.cdn.bitdefender.net,152.195.13.12,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,,,,,,,,
[x],oemportal.bitdefender.com,,oemportal.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],oemresources.bitdefender.com,"199.60.103.2, 199.60.103.254","341979.group29.sites.hubspot.net, group29.sites.hscoscdn20.net","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:2c40::c73c:6702, 2606:2c40::c73c:67fe",,,,,,,,
[x],oemscript.bitdefender.com,91.199.104.172,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],old.bitdefender.com,"104.18.169.222, 104.18.168.222",old.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],onboarding.gravityzone.bitdefender.com,"18.156.91.135, 3.77.217.189, 18.158.71.88",extern-535245750.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],online.bitdefender.com,91.199.104.5,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],onyxseguros.bitdefender.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],ops.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],opsapi.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],orangenimbus-02.bbu.gts.bitdefender.net,81.161.59.166,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],orangenimbus.bbu.dsd.bitdefender.net,195.189.155.122,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],orangesecurity.bbu.dsd.bitdefender.net,195.189.155.121,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],oranje.bitdefender.com,,,,NOERROR,,,,,,,,,
[x],order.bitdefender.com,45.60.33.126,"order.bitdefender.com.cdn.cloudflare.net, order.bitdefender.ext.digitalrivercontent.net, iffgo8b.x.incapdns.net","ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,True,incapsula,,,,8qck7d63h4rfmqw9vpr82w3pdc6kgrwl,,
[x],orders.bitdefender.com,195.189.155.54,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ore-dns.bitdefender.net,35.247.80.47,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],org-ws.blog.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],owa.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],owa.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],page-cpanel.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],paleo.2d7dd.cdn.bitdefender.net,,,,NOERROR,,,,,,,,,
[x],pan-stage-api.bitdefender.com,,,,NOERROR,,,,,,,,,
[x],pan-stage.bitdefender.com,91.199.104.177,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],parentaladvisor.bitdefender.com,81.161.59.131,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],part1.hq.vdc.bitdefender.net,195.189.155.229,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],partner-marketing.bitdefender.com,63.174.23.41,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.biz, pdns210.ultradns.org, pdns210.ultradns.com",,,,,
[x],partnerlink.bitdefender.com,,,,NOERROR,,,,,,,,,
[x],partners-lb.bitdefender.com,"104.18.169.222, 104.18.168.222",partners-lb.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],partners.bitdefender.com,"104.18.169.222, 104.18.168.222",partners.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],partners.elearning.bitdefender.com,"18.66.122.123, 18.66.122.104, 18.66.122.14, 18.66.122.120",bitdefender-cdn.myabsorb.eu,"ns-946.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
[x],patches-please-change-me.cdn.bitdefender.net,93.184.221.133,"wpc.8348.chicdn.net, gs1.wpc.chicdn.net","ns1.chicdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],pay-rho.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pc-mail.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pc.www.appleservice.com.oem-central-stage.bitdefender.com,81.161.59.221,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pemobicomapi.bitdefender.com,"34.238.231.180, 34.238.179.211",pemobicomapi-593253612.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pgr-mmxvii-cl-ts-p.2d8cd.cdn.bitdefender.net,,,,NOERROR,,,,,,,,,
[x],poc.bitdefender.net,81.161.59.25,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],poland-edit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pop-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pop.bitdefender.com,195.189.155.235,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pop.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pop3.bitdefender.com,195.189.155.235,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],popbrasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],portal-treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],portal.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],portal.sandbox.bitdefender.net,"195.189.155.184, 195.189.155.183",,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],portal.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],pricebuilder.pl.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],private.blog.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],prod-webdisk.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],prod.develop.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],push-hello.bitdefender.com,"3.127.128.236, 3.72.26.145, 18.198.17.146","push-hello.bitdefender.com.ems-ci.com, production-cluster.ems-ci.com, production.emscustdev.shoot.live.k8s-hana.ondemand.com, ae074871cdae545139179cfdfc5e4271-c02cb55f12c19fa5.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],push.bitdefender.net,"104.17.108.108, 104.17.107.108",push.bitdefender.net.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:6b6c, 2606:4700::6811:6c6c",True,cloudflare,,,,,,
[x],pwd.bitdefender.com,"104.18.168.222, 104.18.169.222",pwd.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],qsrv.bitdefender.com,91.199.104.30,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],quickscan.bitdefender.com,"104.18.169.222, 104.18.168.222",quickscan.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],ra-eu.bitdefender.com,91.199.104.28,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ra-us.bitdefender.com,75.30.145.130,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rbx.ovh.bitdefender.net,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rdprojects.bitdefender.com,"104.18.169.222, 104.18.168.222",rdprojects.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],realbusiness-lan.cpanel.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],redirectvirusgoogle.cauta.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],redirectvirusgoogleesting.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],remote-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],remotetreatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],renewals.bitdefender.com,"104.18.169.222, 104.18.168.222",renewals.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],repo.webmail.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],research.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],research.bitdefender.com,"104.18.168.222, 104.18.169.222",research.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],resellerportal.bitdefender.com,35.190.89.102,bitdefendereseller.cname.nexway.com,"hazel.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,google,,,,,,
[x],restrict-webdisk.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],restrict.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rho-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],rho-c.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rho.cloudfront.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rho.v1.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ri.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rmm-cw-client-api-plugin-stg.dev.rmm.bitdefender.com,,"rmm-cw-client-api-plugin-stg.azurewebsites.net, waws-prod-dm1-231.sip.azurewebsites.windows.net, waws-prod-dm1-231-b4e0.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],rmm-cw-client-api-plugin-uat.dev.rmm.bitdefender.com,20.118.56.7,"rmm-cw-client-api-plugin-uat.azurewebsites.net, waws-prod-dm1-307.sip.azurewebsites.windows.net, waws-prod-dm1-307-d591.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],rmm-cw-client-api-uat.dev.rmm.bitdefender.com,20.40.202.21,"rmm-cw-client-api-uat.azurewebsites.net, waws-prod-dm1-219.sip.azurewebsites.windows.net, waws-prod-dm1-219-70c3.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],rmm-cw-rmm-api-plugin-dklein.dev.rmm.bitdefender.com,20.118.56.7,"rmm-cw-rmm-api-plugin-dklein.azurewebsites.net, waws-prod-dm1-307.sip.azurewebsites.windows.net, waws-prod-dm1-307-d591.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],rmm-cw-rmm-api-plugin-intgr.dev.rmm.bitdefender.com,52.165.184.170,"rmm-cw-rmm-api-plugin-intgr.azurewebsites.net, waws-prod-dm1-081.sip.azurewebsites.windows.net, waws-prod-dm1-081.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],rmm-cw-rmm-api-plugin-stg.dev.rmm.bitdefender.com,20.40.202.27,"rmm-cw-rmm-api-plugin-stg.azurewebsites.net, waws-prod-dm1-231.sip.azurewebsites.windows.net, waws-prod-dm1-231-b4e0.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],rmm-cw-rmm-api-plugin-uat.dev.rmm.bitdefender.com,,"rmm-cw-rmm-api-plugin-uat.azurewebsites.net, waws-prod-dm1-231.sip.azurewebsites.windows.net, waws-prod-dm1-231-b4e0.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],rmm-cw-rmm-api-uat.dev.rmm.bitdefender.com,20.118.56.7,"rmm-cw-rmm-api-uat.azurewebsites.net, waws-prod-dm1-307.sip.azurewebsites.windows.net, waws-prod-dm1-307-d591.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],rmmi-api.rmm.bitdefender.com,20.160.116.72,,"ns1-06.azure-dns.com, dns-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],rpvideotron-e93bc98b-1acb-4ac8-9f97-bb3b575b212c.2d7dd.cdn.bitdefender.net,152.195.133.11,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,,,,,,,,
[x],safebox.bitdefender.com,,,,NOERROR,,,,,,,,,
[x],safego.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],safego2.bitdefender.com,,,,NOERROR,,,,,,,,,
[x],sales-edr.gravityzone.bitdefender.com,34.241.34.9,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sales.bitdefender.com,"104.18.169.222, 104.18.168.222",sales.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],sampleupload.bitdefender.com,195.189.155.151,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sandbox-gh.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sandbox-portal-us-gcp.gravityzone.bitdefender.com,35.212.12.100,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],sandbox-preferences.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sandbox.bitdefender.net,"104.17.108.108, 104.17.107.108",sandbox.bitdefender.net.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:6b6c, 2606:4700::6811:6c6c",True,cloudflare,,,,,,
[x],sandbox.email.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],sasg.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sb.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sba-update.bitdefender.net,195.189.155.106,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],sbcentral.bitdefender.net,"104.17.108.108, 104.17.107.108",sbcentral.bitdefender.net.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:6c6c, 2606:4700::6811:6b6c",True,cloudflare,,,,,,
[x],searchmail.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],secupgr.cdn.bitdefender.net,68.232.34.98,cs3454.wpc.rhocdn.net,"ns1.rhocdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],secure.brand.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],secure.demo.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],secure.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
