input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,content_type,final_url,tls_mismatched
cws-australiaeast-release-b.citrixworkspacesapi.net,Swagger UI,200,6696,cws-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,cws-australiaeast-release-b.citrixworkspacesapi.net,azure,443,https://cws-australiaeast-release-b.citrixworkspacesapi.net:443,https,,GET,20.40.184.116,/,-1840324437,20.40.184.116,HSTS,156,False,True,,text/html,https://cws-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index,
cws.citrixworkspacesapi.net,Swagger UI,200,6689,cws-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,cws-eastus-release-a.citrixworkspacesapi.net,azure,443,https://cws.citrixworkspacesapi.net:443,https,,GET,40.74.35.115,/,-1840324437,40.74.35.115,HSTS,156,False,True,,text/html,https://cws-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index,
delegatedadministration-ap-s.citrixworkspacesapi.net,Swagger UI,200,6744,delegatedadministration-australiaeast-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2c57d2853e7f6726a6bd1bd285486f1b,2fddbb7e6bba04b0b2484c0db255152bf7493637c7e17f11d30d6d0ff1a54bf9,True,ctls,delegatedadministration-australiaeast-release-a.citrixworkspacesapi.net,azure,443,https://delegatedadministration-ap-s.citrixworkspacesapi.net:443,https,Microsoft-HTTPAPI/2.0,GET,40.82.217.223,/,-1840324437,40.82.217.223,Microsoft HTTPAPI:2.0,156,False,True,,text/html,https://delegatedadministration-australiaeast-release-a.citrixworkspacesapi.net/swagger/ui/index,
directory.citrixworkspacesapi.net,Swagger UI,200,6709,directory-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db619ef943d3d91017cb0a03b8d8ef33,3cec9eb08bc44ba15a078718c495600be30079881b10e72e876ec6c92cdb3801,True,ctls,directory-westeurope-release-a.citrixworkspacesapi.net,azure,443,https://directory.citrixworkspacesapi.net:443,https,,GET,40.74.35.115,/,-1840324437,40.74.35.115,HSTS,156,False,True,,text/html,https://directory-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index,
features.citrixworkspacesapi.net,Swagger UI,200,4747,features.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,features.citrixworkspacesapi.net,azure,443,https://features.citrixworkspacesapi.net:443,https,,GET,40.74.35.115,/,-1840324437,40.74.35.115,HSTS,118,False,True,,text/html,https://features.citrixworkspacesapi.net/index.html,
gwweu.browser.cloud.com,Citrix Gateway,200,42802,gwweu.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-20T00:00:00Z,2023-06-20T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,"Citrix Systems, Inc.",browser.cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c9e71e468f451a2a6b966e7a40fe636a,4a5afef3c152c7b2691ebc8682e6195aa4511eb648ffc3a9423793b5bab3c68b,True,ctls,gwweu.browser.cloud.com,azure,443,https://gwweu.browser.cloud.com:443,https,Apache,GET,23.97.218.66,/,12023395,23.97.218.66,Apache,718,False,True,,text/html,https://gwweu.browser.cloud.com/logon/LogonPoint/index.html,
gwwus.browser.cloud.com,Citrix Gateway,200,42802,gwwus.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-20T00:00:00Z,2023-06-20T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,"Citrix Systems, Inc.",browser.cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c9e71e468f451a2a6b966e7a40fe636a,4a5afef3c152c7b2691ebc8682e6195aa4511eb648ffc3a9423793b5bab3c68b,True,ctls,gwwus.browser.cloud.com,azure,443,https://gwwus.browser.cloud.com:443,https,Apache,GET,40.83.248.94,/,12023395,40.83.248.94,Apache,718,False,True,,text/html,https://gwwus.browser.cloud.com/logon/LogonPoint/index.html,
healthdataalertstore-direct-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6731,healthdataalertstore-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db619ef943d3d91017cb0a03b8d8ef33,3cec9eb08bc44ba15a078718c495600be30079881b10e72e876ec6c92cdb3801,True,ctls,healthdataalertstore-westeurope-release-a.citrixworkspacesapi.net,azure,443,https://healthdataalertstore-direct-westeurope-release-a.citrixworkspacesapi.net:443,https,,GET,40.114.186.236,/,-1840324437,40.114.186.236,HSTS,156,False,True,,text/html,https://healthdataalertstore-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index,
https://launch-release-b.cloud.com/CspViolationReport,,200,1262,launch-release-b.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-20T00:00:00Z,2023-06-20T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b4fcb43902008d85b9e8e50a0c6e2e6e,15d4b2a222cfb8f516a492d467341a01d6bd9ae15deaac93e663c695e713da7e,True,ctls,launch-release-b.cloud.com,,443,https://launch-release-b.cloud.com:443/CspViolationReport,https,Microsoft-HTTPAPI/2.0,GET,20.86.123.203,/CspViolationReport,177980953,20.86.123.203,Microsoft HTTPAPI:2.0,17,False,,https://*.gstatic.com,text/html,,
https://www.google.com/recaptcha,reCAPTCHA,200,80710,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,,443,https://www.google.com:443/recaptcha,https,sffe,GET,142.250.184.196,/recaptcha,708578229,2a00:1450:4001:806::2004,YouTube,2009,False,,https:,text/html,https://www.google.com/recaptcha/about/,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,GET,142.250.186.136,/,302920777,2a00:1450:4001:82f::2008,HTTP/3,12,False,,,text/html,,True
https://www.recaptcha.net,Not Found,404,141,www.recaptcha.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:42Z,2023-07-17T11:56:41Z,CN=misc.google.com,misc.google.com,,*.apigee.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7bfd0d21f3654a7c1c6827f63ad388be,8c65dd0760fc5e621c6a1a586b32e3fd46a90db7ace88bcb88ba693c3408f603,True,ctls,www.recaptcha.net,,443,https://www.recaptcha.net:443,https,GSE,GET,142.250.184.227,/,463625402,2a00:1450:4001:812::2003,OpenGSE,10,False,,,text/html,,True
launch-release-a.browser.cloud.com,,200,1400,launch-release-a.browser.cloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=sni110bbgl.wpc.edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",sni110bbgl.wpc.edgecastcdn.net,Edgecast Inc.,launch-release-a.browser.cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45ab52e8771305c188e5db7db6f90294,07db08b323463fe0b9579385439efcf89021f3844bf024e2c50d41c4afe26b0d,,ctls,launch-release-a.browser.cloud.com,,443,https://launch-release-a.browser.cloud.com:443,https,Microsoft-HTTPAPI/2.0,GET,152.199.21.175,/,177980953,2606:2800:233:1cb7:261b:1f9c:2074:3c,Microsoft HTTPAPI:2.0,27,False,,https://www.google.com/recaptcha,text/html,,
launch-release-b.browser.cloud.com,,200,1262,launch-release-b.browser.cloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=sni110a3gl.wpc.edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",sni110a3gl.wpc.edgecastcdn.net,Edgecast Inc.,launch-release-b.browser.cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,27474bde8787b500da89cf712ee62fe2,bb6052c2169c465a1c29df9a86e07675c3fc25326f4293e405595951f716d153,,ctls,launch-release-b.browser.cloud.com,,443,https://launch-release-b.browser.cloud.com:443,https,Microsoft-HTTPAPI/2.0,GET,152.199.21.175,/,177980953,2606:2800:233:1cb7:261b:1f9c:2074:3c,Microsoft HTTPAPI:2.0,17,False,,https://launch-release-b.cloud.com/CspViolationReport,text/html,,
messaging-eastus-release-a.citrixworkspacesapi.net,Swagger UI,200,6705,messaging-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,messaging-eastus-release-a.citrixworkspacesapi.net,azure,443,https://messaging-eastus-release-a.citrixworkspacesapi.net:443,https,Microsoft-HTTPAPI/2.0,GET,52.150.55.255,/,-1840324437,52.150.55.255,Microsoft HTTPAPI:2.0,156,False,True,,text/html,https://messaging-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index,
messaging-eastus-release-b.citrixworkspacesapi.net,Swagger UI,200,6705,messaging-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,messaging-eastus-release-b.citrixworkspacesapi.net,azure,443,https://messaging-eastus-release-b.citrixworkspacesapi.net:443,https,Microsoft-HTTPAPI/2.0,GET,52.142.27.0,/,-1840324437,52.142.27.0,Microsoft HTTPAPI:2.0,156,False,True,,text/html,https://messaging-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index,
messaging-eu.citrixworkspacesapi.net,Swagger UI,200,6709,messaging-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db619ef943d3d91017cb0a03b8d8ef33,3cec9eb08bc44ba15a078718c495600be30079881b10e72e876ec6c92cdb3801,True,ctls,messaging-westeurope-release-a.citrixworkspacesapi.net,azure,443,https://messaging-eu.citrixworkspacesapi.net:443,https,Microsoft-HTTPAPI/2.0,GET,40.74.35.115,/,-1840324437,40.74.35.115,Microsoft HTTPAPI:2.0,156,False,True,,text/html,https://messaging-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index,
messaging-us.citrixworkspacesapi.net,Swagger UI,200,6705,messaging-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,messaging-eastus-release-a.citrixworkspacesapi.net,azure,443,https://messaging-us.citrixworkspacesapi.net:443,https,Microsoft-HTTPAPI/2.0,GET,40.90.246.186,/,-1840324437,40.90.246.186,Microsoft HTTPAPI:2.0,156,False,True,,text/html,https://messaging-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index,
meteringcalculation.citrixworkspacesapi.net,Swagger UI,200,6725,meteringcalculation-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,meteringcalculation-eastus-release-a.citrixworkspacesapi.net,azure,443,https://meteringcalculation.citrixworkspacesapi.net:443,https,,GET,40.74.35.115,/,-1840324437,40.74.35.115,HSTS,156,False,True,,text/html,https://meteringcalculation-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index,
notifications-australiaeast-release-b.citrixworkspacesapi.net,Swagger UI,200,6720,notifications-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,notifications-australiaeast-release-b.citrixworkspacesapi.net,azure,443,https://notifications-australiaeast-release-b.citrixworkspacesapi.net:443,https,,GET,40.82.220.203,/,-1840324437,40.82.220.203,HSTS,156,False,True,,text/html,https://notifications-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index,
notifications-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6717,notifications-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db619ef943d3d91017cb0a03b8d8ef33,3cec9eb08bc44ba15a078718c495600be30079881b10e72e876ec6c92cdb3801,True,ctls,notifications-westeurope-release-a.citrixworkspacesapi.net,azure,443,https://notifications-westeurope-release-a.citrixworkspacesapi.net:443,https,,GET,40.114.185.195,/,-1840324437,40.114.185.195,HSTS,156,False,True,,text/html,https://notifications-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index,
notifications-westeurope-release-b.citrixworkspacesapi.net,Swagger UI,200,6717,notifications-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,notifications-westeurope-release-b.citrixworkspacesapi.net,azure,443,https://notifications-westeurope-release-b.citrixworkspacesapi.net:443,https,,GET,40.74.5.18,/,-1840324437,40.74.5.18,HSTS,156,False,True,,text/html,https://notifications-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index,
notifications.citrixworkspacesapi.net,Swagger UI,200,6713,notifications-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,notifications-eastus-release-a.citrixworkspacesapi.net,azure,443,https://notifications.citrixworkspacesapi.net:443,https,,GET,40.74.35.115,/,-1840324437,40.74.35.115,HSTS,156,False,True,,text/html,https://notifications-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index,
onboarding-eastus-release-a.citrixworkspacesapi.net,Citrix Cloud,200,2056,onboarding-eastus-release-a.citrixworkspacesapi.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,onboarding-eastus-release-a.citrixworkspacesapi.net,azure,443,https://onboarding-eastus-release-a.citrixworkspacesapi.net:443,https,,GET,20.185.13.62,/,189276769,20.185.13.62,HSTS,43,False,True,,text/html,,
onboarding-eastus-release-b.citrixworkspacesapi.net,Citrix Cloud,200,2056,onboarding-eastus-release-b.citrixworkspacesapi.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,onboarding-eastus-release-b.citrixworkspacesapi.net,azure,443,https://onboarding-eastus-release-b.citrixworkspacesapi.net:443,https,,GET,52.224.136.58,/,1492080294,52.224.136.58,HSTS,43,False,True,,text/html,,
onboardingapi-eastus-release-b.citrixworkspacesapi.net,Swagger UI,200,6713,onboardingapi-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,onboardingapi-eastus-release-b.citrixworkspacesapi.net,azure,443,https://onboardingapi-eastus-release-b.citrixworkspacesapi.net:443,https,,GET,52.224.136.194,/,-1840324437,52.224.136.194,HSTS,156,False,True,,text/html,https://onboardingapi-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index,
onboardingapi-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6713,onboardingapi-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-31T00:00:00Z,2023-05-30T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7282697184e36fa81242885fac8bf06a,1ffa80afae9df06ee93c927da3344d6488e768dc411bfc03c22cb0ec863b8bd3,True,ctls,onboardingapi-eastus-release-a.citrixworkspacesapi.net,azure,443,https://onboardingapi-westeurope-release-a.citrixworkspacesapi.net:443,https,,GET,52.150.55.122,/,-1840324437,52.150.55.122,HSTS,156,False,True,,text/html,https://onboardingapi-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index,
