input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired
autolst-staging.rabobank.com,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,autolst-staging.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=autolst-staging.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",autolst-staging.rabobank.com,Cooperatieve Rabobank U.A.,autolst-staging.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b50d491925bd98c741514585cf54e92,3cabd4bed09dde0bf0b72839ed0936c234766f8c35c38280fb860f72ea47fd7b,ctls,autolst-staging.rabobank.com,,443,https://autolst-staging.rabobank.com:443,https,text/html,GET,20.224.75.54,/,872412094,,20.224.75.54,,14,False,,Microsoft-Azure-Application-Gateway/v2,,,,
autolst.rabobank.com,,200,113,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,autolst.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=autolst.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",autolst.rabobank.com,Cooperatieve Rabobank U.A.,autolst.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cff65469e091190d47e2317fa879e7d9,5f83ff8e230ee201a63822afcc9628ed8df440ef2ad1e00e86f2819c65b74c78,ctls,autolst.rabobank.com,azure,443,https://autolst.rabobank.com:443,https,text/plain,GET,13.93.84.192,/,-1943248736,,13.93.84.192,HSTS,4,False,True,,,,,
bankieren-acpt3.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,bankieren-acpt3.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,bankieren-acpt3.rabobank.nl,,443,https://bankieren-acpt3.rabobank.nl:443,https,text/html,GET,2.20.143.58,/,1930785768,,2a02:26f0:ab00::5c7a:d768,HSTS,233,False,,AkamaiNetStorage,,,,
bankieren-acpt4.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,bankieren-acpt4.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,bankieren-acpt4.rabobank.nl,,443,https://bankieren-acpt4.rabobank.nl:443,https,text/html,GET,2.20.143.58,/,-963698632,,2a02:26f0:ab00::5c7a:d721,HSTS,233,False,,AkamaiNetStorage,,,,
bankieren-nga2.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,bankieren-nga2.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,bankieren-nga2.rabobank.nl,,443,https://bankieren-nga2.rabobank.nl:443,https,text/html,GET,2.16.187.32,/,-2011413901,,2a02:26f0:ab00::5c7a:d768,HSTS,233,False,,AkamaiNetStorage,,,,
bankieren-nga3.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,bankieren-nga3.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,bankieren-nga3.rabobank.nl,,443,https://bankieren-nga3.rabobank.nl:443,https,text/html,GET,2.16.187.32,/,-1392877535,,2a02:26f0:ab00::5c7a:d768,HSTS,233,False,,AkamaiNetStorage,,,,
banking-acpt2.rabobank.com,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,banking-acpt2.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,banking-acpt2.rabobank.com,,443,https://banking-acpt2.rabobank.com:443,https,text/html,GET,2.16.187.32,/,-910224518,,2a02:26f0:ab00::5c7a:d768,,233,False,,AkamaiNetStorage,,,,
banking-acpt3.rabobank.com,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,banking-acpt3.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,banking-acpt3.rabobank.com,,443,https://banking-acpt3.rabobank.com:443,https,text/html,GET,2.16.187.32,/,-558326568,,2a02:26f0:ab00::5c7a:d768,,233,False,,AkamaiNetStorage,,,,
banking-acpt4.rabobank.com,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,banking-acpt4.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,banking-acpt4.rabobank.com,,443,https://banking-acpt4.rabobank.com:443,https,text/html,GET,2.16.187.11,/,-252232191,,2a02:26f0:ab00::5c7a:d721,,233,False,,AkamaiNetStorage,,,,
banking.rabobank.com,Rabo Business Banking - Rabobank,200,123425,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,www.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=www.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",www.rabobank.com,Cooperatieve Rabobank U.A.,rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,80fdfc7758737414af1abe56b6c0d401,40e60705db67a4b802b697b44ce948c4fa80f10bd92dfe9e5820f7af5b546e28,ctls,www.rabobank.com,,443,https://banking.rabobank.com:443,https,text/html,GET,2.16.187.18,/,-631610740,https://www.rabobank.com/products/manage-my-trade-and-cash/rabo-business-banking,2a02:26f0:ab00::214:8e51,Node.js,9,False,,nginx,,,,
bdrp2acc.rabobank.nl,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,bdrp2acc.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=bdrp2acc.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",bdrp2acc.rabobank.nl,Cooperatieve Rabobank U.A.,bdrp2acc.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cdb246ed020c7476980b6d7863ce170,ef8370d45c5ec3421b1e8a163701464a8395b5d2bddad9df52e0bbfa4d5f1494,ctls,bdrp2acc.rabobank.nl,azure,443,https://bdrp2acc.rabobank.nl:443,https,application/json,GET,13.94.144.223,/,-326256188,,13.94.144.223,,1,False,True,,,,,
bdrp2prd.rabobank.nl,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.68.0.0/14,bdrp2prd.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=bdrp2prd.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",bdrp2prd.rabobank.nl,Cooperatieve Rabobank U.A.,bdrp2prd.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0578c8fe06e654989b260b87abf3a7ef,37b1327631ed1c6561ffe6a97a3ef0e151a9cf272956e47cacbac162f16512d6,ctls,bdrp2prd.rabobank.nl,azure,443,https://bdrp2prd.rabobank.nl:443,https,application/json,GET,40.68.227.56,/,-326256188,,40.68.227.56,,1,False,True,,,,,
bedrijfshistorie.rabobank.com,Home - Bedrijfshistorie Rabobank,200,11669,AS49820,PICTURA-NET,NL,195.93.224.0/23,bedrijfshistorie.rabobank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-08T00:00:00Z,2023-06-08T23:59:59Z,"CN=bedrijfshistorie.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",bedrijfshistorie.rabobank.com,Cooperatieve Rabobank U.A.,bedrijfshistorie.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e03cad63878e553ca4711397145bf25a,db7878d2be9f798f193943eff840f1fb42466a0e427b4a8f917f9182bd48bc9b,ctls,bedrijfshistorie.rabobank.com,,443,https://bedrijfshistorie.rabobank.com:443,https,text/html,GET,195.93.224.197,/,1506877856,,195.93.224.197,ZURB Foundation,199,False,,nginx,,,,
betaalverzoek-acpt2.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,betaalverzoek-acpt2.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,betaalverzoek-acpt2.rabobank.nl,,443,https://betaalverzoek-acpt2.rabobank.nl:443,https,text/html,GET,2.16.187.11,/,-1210336321,,2a02:26f0:ab00::5c7a:d768,,233,False,,AkamaiNetStorage,,,,
betalen-acpt2.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,betalen-acpt2.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,betalen-acpt2.rabobank.nl,,443,https://betalen-acpt2.rabobank.nl:443,https,text/html,GET,2.16.187.32,/,511607483,,2a02:26f0:ab00::5c7a:d768,,233,False,,AkamaiNetStorage,,,,
betalen-acpt3.rabobank.nl,,500,95,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,betalen-acpt3.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,betaalverzoek-acpt3.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,376e00e4cf3460a04e39b15a93bfdccd,c32561307c9dba40b5919dabd730cdc36414f229ab2591aa5a0bdb261cf67dab,ctls,betalen-acpt3.rabobank.nl,,443,https://betalen-acpt3.rabobank.nl:443,https,text/html,GET,2.16.187.11,/,511607483,,2a02:26f0:ab00::5c7a:d721,HSTS,2,False,,,,,,
brandportal.rabobank.com,Rabobank Brand Portal,200,18167,AS8896,XFIBER-AS,NO,193.36.148.0/23,brandportal.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-16T23:59:59Z,"CN=brandportal.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brandportal.rabobank.nl,Cooperatieve Rabobank U.A.,brandportal.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f5559177848e2bbe16166f11923d311,12d6798f20b1f3c042cd10b611e9f2e8b000d9d07c9915ed1e6aff78daf5161c,ctls,brandportal.rabobank.nl,,443,https://brandportal.rabobank.com:443,https,text/html,GET,193.36.148.133,/,399531979,https://brandportal.rabobank.nl/login/login.aspx?returnurl=%2fportal,193.36.148.133,Typekit,125,False,,,,,,
brdevportal-div.rabobank.com,RCS Portal Europe,200,4970,AS35064,RI,NL,74.118.222.0/23,brdevportal-div.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal-div.rabobank.com,,443,https://brdevportal-div.rabobank.com:443,https,text/html,GET,74.118.221.37,/,12023395,https://brdevportal-div.rabobank.com/vpn/index.html,74.118.221.37,HSTS,170,False,,Apache,,True,,
brdevportal.rabobank.com,RCS Portal Europe,200,4970,AS35064,RI,NL,74.118.222.0/23,brdevportal.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal.rabobank.com,,443,https://brdevportal.rabobank.com:443,https,text/html,GET,74.118.221.37,/,12023395,https://brdevportal.rabobank.com/vpn/index.html,74.118.221.37,HSTS,170,False,,Apache,,,,
brdevportal11.rabobank.com,RCS Portal Brazil,200,4970,AS35064,RI,NL,74.118.222.0/23,brdevportal11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal11.rabobank.com,,443,https://brdevportal11.rabobank.com:443,https,text/html,GET,74.118.222.37,/,12023395,https://brdevportal11.rabobank.com/vpn/index.html,74.118.222.37,HSTS,170,False,,Apache,,,,
brportal-div.rabobank.com,RCS Portal Europe,200,4970,AS35064,RI,NL,74.118.222.0/23,brportal-div.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal-div.rabobank.com,,443,https://brportal-div.rabobank.com:443,https,text/html,GET,74.118.221.36,/,12023395,https://brportal-div.rabobank.com/vpn/index.html,74.118.221.36,HSTS,170,False,,Apache,,True,,
brportal-qdv.rabobank.com,RCS Portal Brazil,200,4970,AS35064,RI,NL,74.118.222.0/23,brportal-qdv.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal-qdv.rabobank.com,,80,http://brportal-qdv.rabobank.com:80,http,text/html,GET,74.118.222.36,/,-480178283,https://brportal-qdv.rabobank.com/vpn/index.html,74.118.222.36,HSTS,170,False,,Apache,,True,,
brportal.rabobank.com,RCS Portal Europe,200,4970,AS35064,RI,NL,74.118.222.0/23,brportal.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal.rabobank.com,,443,https://brportal.rabobank.com:443,https,text/html,GET,74.118.221.36,/,12023395,https://brportal.rabobank.com/vpn/index.html,74.118.221.36,HSTS,170,False,,Apache,,,,
brportal11.rabobank.com,RCS Portal Brazil,200,4970,AS35064,RI,NL,74.118.222.0/23,brportal11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal11.rabobank.com,,80,http://brportal11.rabobank.com:80,http,text/html,GET,74.118.222.36,/,-480178283,https://brportal11.rabobank.com/vpn/index.html,74.118.222.36,HSTS,170,False,,Apache,,,,
brportal21.rabobank.com,RCS Portal Europe,200,4970,AS35064,RI,NL,74.118.222.0/23,brportal21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal21.rabobank.com,,80,http://brportal21.rabobank.com:80,http,text/html,GET,74.118.221.36,/,-1820645443,https://brportal21.rabobank.com/vpn/index.html,74.118.221.36,HSTS,170,False,,Apache,,,,
brremote.rabobank.com,BIG-IP logout page,200,5274,AS35064,RI,NL,74.118.222.0/23,brremote.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,brremote.rabobank.com,,443,https://brremote.rabobank.com:443,https,text/html,GET,74.118.221.38,/,878647854,https://brremote.rabobank.com/my.logout.php3?errorcode=19,74.118.221.38,F5 BigIP,131,False,,BigIP,,,,
brremote11.rabobank.com,BIG-IP logout page,200,5274,AS35064,RI,NL,74.118.222.0/23,brremote11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,brremote11.rabobank.com,,443,https://brremote11.rabobank.com:443,https,text/html,GET,74.118.222.38,/,878647854,https://brremote11.rabobank.com/my.logout.php3?errorcode=19,74.118.222.38,F5 BigIP,131,False,,BigIP,,,,
bstlsae02.rabobank.com,IIS Windows Server,200,701,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,,,,,,,,,,,,,,,,,,,,80,http://bstlsae02.rabobank.com:80,http,text/html,GET,145.72.124.69,/,1631801191,,145.72.124.66,Windows Server,32,False,,Microsoft-IIS/8.5,,,,
bstlswc02.rabobank.com,IIS Windows Server,200,701,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,,,,,,,,,,,,,,,,,,,,80,http://bstlswc02.rabobank.com:80,http,text/html,GET,145.72.124.67,/,1631801191,,145.72.124.70,Windows Server,32,False,,Microsoft-IIS/8.5,,,,
