new,host,a,cname,soa,status_code,cdn,cdn-name,txt,ns,has_internal_ips,internal_ips,mx,caa,aaaa
[x],dasera.security.k8s.tinderops.net,"3.216.53.233, 54.92.225.228, 52.201.44.152",dasera-1360872736.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-alb.ue1.d2.tstaging.tools,"34.196.154.37, 35.171.219.187",data-infra-alb-1733263537.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-alb.ue1az.tinderops.net,"54.146.91.159, 52.22.100.197, 52.7.22.48, 52.72.68.244",data-infra-alb-1067248657.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-b-alb.ue1.d2.tstaging.tools,"52.55.169.127, 54.210.2.14",data-infra-b-alb-1330243506.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-b-alb.ue1.d4.tstaging.tools,"3.227.177.76, 52.71.133.109, 54.166.196.148",data-infra-b-alb-1172779562.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-b-alb.ue1az.tinderops.net,"44.215.81.204, 52.203.50.247, 34.200.190.68, 3.212.69.230",data-infra-b-alb-1706588109.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-c-alb.ue1.d1.tstaging.tools,,data-infra-c-alb-30056454.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data-infra-c-alb.ue1.d2.tstaging.tools,"52.7.188.205, 34.198.79.172",data-infra-c-alb-102283831.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],data.gotinder.com,"54.209.13.188, 3.93.221.41, 18.233.45.248",rapidfirepublishpxy.ue1az.gotinder.com,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1371.awsdns-43.org, ns-1543.awsdns-00.co.uk, ns-449.awsdns-56.com, ns-786.awsdns-34.net, ns-1115.awsdns-11.org, ns-1990.awsdns-56.co.uk, ns-335.awsdns-41.com, ns-751.awsdns-29.net",,,,,
[x],data.tinderwebstaging.com,"52.222.236.114, 52.222.236.6, 52.222.236.30, 52.222.236.88",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],databricks.tstaging.tools,,,"ns-2014.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1314.awsdns-36.org, ns-2014.awsdns-59.co.uk, ns-290.awsdns-36.com, ns-963.awsdns-56.net",,,,,
[x],defender.security.k8s.tinderops.net,"54.198.124.248, 54.160.7.149, 23.22.243.155",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],designsystem.tinderwebstaging.com,"13.32.27.57, 13.32.27.105, 13.32.27.85, 13.32.27.109",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-redis.datadev1.tinderops.net,172.31.69.218,dev-redis.kd5o1h.0001.use1.cache.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,172.31.69.218,,,
[x],dynamic-config.gotinder.com,"54.197.47.92, 54.227.143.39, 54.83.191.66",dynamic-config-etcd-public-15589212.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dynamic-config.staging.k8s.tinderops.net,34.196.26.52,dynamic-config-etcd-public-525880785.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fakebook.ue1.d1.tstaging.com,"52.205.89.63, 3.208.253.199",,"ns-694.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=service/ingress-nginx/fakebook-ingress","ns-1374.awsdns-43.org, ns-2011.awsdns-59.co.uk, ns-496.awsdns-62.com, ns-694.awsdns-22.net",,,,,
[x],fakebook.ue1.d2.tstaging.com,,,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=service/ingress-nginx/fakebook-ingress",,,,,,
[x],fakebook.ue1.d4.tstaging.com,"34.239.10.189, 52.22.79.9, 54.236.186.68",,"ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/ingress-nginx/fakebook-ingress","ns-1315.awsdns-36.org, ns-1918.awsdns-47.co.uk, ns-38.awsdns-04.com, ns-610.awsdns-12.net",,,,,
[x],flinkui-a.ue1az.tinderops.net,"34.203.110.158, 3.218.37.15, 44.207.130.12, 34.198.191.22",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-a-v1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui-b.ue1az.tinderops.net,"52.204.64.83, 54.175.250.251, 34.237.14.197, 35.168.61.126",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-b-v1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui-c.ue1az.tinderops.net,"34.238.10.160, 52.2.201.82, 52.206.253.153, 34.227.124.77",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-c-v1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui-d.ue1az.tinderops.net,"54.80.32.63, 54.211.24.158, 34.195.133.185, 3.228.88.35",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],flinkui.ue1.d1.tstaging.tools,"3.234.89.247, 50.17.162.90",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui.ue1.d2.tstaging.tools,"35.174.252.87, 18.211.32.35",,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui.ue1.d3.tstaging.tools,"184.73.98.156, 34.235.240.179",,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d3-ue1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui.ue1.d4.tstaging.tools,"44.196.135.71, 3.215.220.131, 18.208.12.3",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui.ue1.stg1.tstaging.tools,"3.220.68.189, 3.223.33.131, 3.216.82.104",,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=ingress/flinkui/alb-ingress",,,,,,
[x],flinkui.ue1az.tinderops.net,"54.175.112.241, 52.21.119.235, 54.242.52.102, 54.211.225.173",flinkui-temp-969658848.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],flower.ue1.d4.tstaging.com,"54.83.186.62, 54.173.168.151, 34.206.235.17",,"ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/ingress-nginx/flower-ingress",,,,,,
[x],flower.ue1.stg1.tstaging.com,"54.235.164.90, 54.243.38.249, 52.70.182.170",,"ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=service/ingress-nginx/flower-ingress",,,,,,
[x],gateway.ue1.d1.tstaging.tools,"54.208.165.133, 3.89.94.170",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=service/dev-gateway/dev-gateway","ns-1047.awsdns-02.org, ns-1602.awsdns-08.co.uk, ns-469.awsdns-58.com, ns-641.awsdns-16.net",,,,,
[x],gateway.ue1.d2.tstaging.tools,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=service/dev-gateway/dev-gateway","ns-1391.awsdns-45.org, ns-1725.awsdns-23.co.uk, ns-443.awsdns-55.com, ns-954.awsdns-55.net",,,,,
[x],gateway.ue1.d4.tstaging.tools,"52.202.212.184, 52.5.138.108, 3.217.220.149",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/dev-gateway/dev-gateway",,,,,,
[x],gcauldronloader.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcauldronloader.ue1.d2.tstaging.tools,"52.44.209.127, 52.86.30.108","cauldronloader-alb.ue1.d2.tstaging.tools, cauldronloader-alb-661176755.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcauldronloader.ue1.d4.tstaging.tools,"44.216.9.6, 23.20.119.148, 54.156.165.12","cauldronloader-alb.ue1.d4.tstaging.tools, cauldronloader-alb-15909115.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcauldronloader.ue1.staging-data.tstaging.tools,"52.86.0.243, 44.207.228.74, 3.234.195.34","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcauldronloader.ue1.stg1.tstaging.tools,"34.194.135.148, 54.85.252.134, 54.175.25.13","cauldronloader-alb.ue1.stg1.tstaging.tools, cauldronloader-alb-1005281161.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcauldronloader.ue1az.tinderops.net,"54.236.66.33, 3.209.220.219, 34.202.169.85, 34.197.52.150","cauldronloader-alb.ue1az.tinderops.net, cauldronloader-alb-1508674993.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcrossfire-data.ue1.d1.tstaging.tools,"3.225.157.18, 52.73.213.183","crossfire-data-alb.ue1.d1.tstaging.tools, crossfire-data-alb-1728091354.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gcrossfire-data.ue1.d2.tstaging.tools,"18.207.147.202, 3.219.150.40","crossfire-data-alb.ue1.d2.tstaging.tools, crossfire-data-alb-49472697.us-east-1.elb.amazonaws.com",,NOERROR,,,,,,,,,
[x],gdata-infra-b.ue1.d2.tstaging.tools,"52.55.169.127, 54.210.2.14","data-infra-b-alb.ue1.d2.tstaging.tools, data-infra-b-alb-1330243506.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra-b.ue1.d4.tstaging.tools,"54.166.196.148, 3.227.177.76, 52.71.133.109","data-infra-b-alb.ue1.d4.tstaging.tools, data-infra-b-alb-1172779562.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra-b.ue1az.tinderops.net,"52.203.50.247, 3.212.69.230, 34.200.190.68, 44.215.81.204","data-infra-b-alb.ue1az.tinderops.net, data-infra-b-alb-1706588109.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra-c.ue1.d1.tstaging.tools,"18.205.5.228, 54.174.231.146","data-infra-c-alb.ue1.d1.tstaging.tools, data-infra-c-alb-30056454.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra-c.ue1.d2.tstaging.tools,"52.7.188.205, 34.198.79.172","data-infra-c-alb.ue1.d2.tstaging.tools, data-infra-c-alb-102283831.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra-c.ue1az.tinderops.net,"34.225.57.216, 34.201.232.206, 52.4.233.195, 3.219.239.154","data-infra-c-alb.ue1az.tinderops.net, data-infra-c-alb-1328378271.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra.ue1.d2.tstaging.tools,"35.171.219.187, 34.196.154.37","data-infra-alb.ue1.d2.tstaging.tools, data-infra-alb-1733263537.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-infra.ue1az.tinderops.net,"54.146.91.159, 52.7.22.48, 52.22.100.197, 52.72.68.244","data-infra-alb.ue1az.tinderops.net, data-infra-alb-1067248657.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdata-ml.ue1.tinderops.net,"3.230.133.17, 44.197.48.121, 3.219.77.192","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],gdpr-alb.ue1.d1.tstaging.tools,"3.225.51.218, 107.23.58.142",gdpr-alb-1852466293.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],gdpr-alb.ue1.d2.tstaging.tools,"52.20.44.210, 44.193.143.36",gdpr-alb-1094411453.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gdpr-alb.ue1.d4.tstaging.tools,"3.226.80.109, 3.213.112.201, 52.72.118.210",gdpr-alb-1408010825.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],gdpr-alb.ue1az.tinderops.net,"23.22.127.121, 34.206.174.163, 54.164.187.66, 18.235.113.70",gdpr-alb-1708331877.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],gemrtest.ue1az.tinderops.net,"10.68.119.219, 10.68.75.20, 10.68.98.238, 10.68.81.189",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.68.119.219, 10.68.75.20, 10.68.98.238, 10.68.81.189",,,
[x],ggdpr.ue1.d2.tstaging.tools,"52.20.44.210, 44.193.143.36","gdpr-alb.ue1.d2.tstaging.tools, gdpr-alb-1094411453.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ggdpr.ue1.d4.tstaging.tools,"3.226.80.109, 52.72.118.210, 3.213.112.201","gdpr-alb.ue1.d4.tstaging.tools, gdpr-alb-1408010825.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ggdpr.ue1az.tinderops.net,"23.22.127.121, 54.164.187.66, 34.206.174.163, 18.235.113.70","gdpr-alb.ue1az.tinderops.net, gdpr-alb-1708331877.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ghiggsloader.ue1.d1.tstaging.tools,"52.3.138.130, 107.21.47.185","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ghiggsloader.ue1.staging-data.tstaging.tools,"44.207.228.74, 52.86.0.243, 3.234.195.34","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ghiggsloader.ue1.staging-membership.tstaging.tools,"52.203.118.254, 52.54.56.216, 52.72.246.143","noncust-tools.ue1.staging-membership.tstaging.tools, noncust-tools-s2-ue1-57316436.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ghiggsloader.ue1.staging-recs.tstaging.tools,"35.168.175.63, 3.219.127.150, 34.227.184.176","noncust-tools.ue1.staging-recs.tstaging.tools, noncust-tools-staging-recs-ue1-1298596128.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ghiggsloader.ue1.staging-trust.tstaging.tools,"3.210.122.148, 54.90.36.68, 52.44.244.134","noncust-tools.ue1.staging-trust.tstaging.tools, noncust-tools-staging-trust-ue1-1827401201.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ghiggsloader.ue1az.tinderops.net,"10.68.119.219, 10.68.81.189, 10.68.98.238, 10.68.75.20",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.68.119.219, 10.68.81.189, 10.68.98.238, 10.68.75.20",,,
[x],gml-development.ue1.staging-data.tstaging.tools,"52.86.0.243, 44.207.228.74, 3.234.195.34","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gml-development.ue1.tinderops.net,"3.219.77.192, 3.230.133.17, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],gml-infra.ue1.d1.tstaging.tools,"52.1.213.163, 3.232.66.36","ml-infra-alb.ue1.d1.tstaging.tools, ml-infra-alb-608945251.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gml-infra.ue1.d2.tstaging.tools,,"ml-infra-alb.ue1.d2.tstaging.tools, ml-infra-alb-584904357.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gml-infra.ue1.d4.tstaging.tools,"10.128.237.16, 10.128.233.250, 10.128.235.24",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.128.237.16, 10.128.233.250, 10.128.235.24",,,
[x],gml-infra.ue1.staging-data.tstaging.tools,"44.207.228.74, 52.86.0.243, 3.234.195.34","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gml.ue1.tinderops.net,"3.230.133.17, 3.219.77.192, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com",,NOERROR,,,,,,,,,
[x],gmlrecsprodapps-prod.ue1az.tinderops.net,"52.205.82.238, 18.208.41.3, 44.207.53.224, 100.24.146.201","mlrecsprodapps-prod-alb.ue1az.tinderops.net, mlrecsprodapps-prod-alb-1714254692.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gmlrevenue.ue1az.tinderops.net,"54.158.198.143, 34.195.105.164, 44.206.68.133, 52.203.220.116","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gmlrevenueapplication.ue1az.tinderops.net,"52.45.34.142, 35.168.104.199, 54.159.100.5, 23.23.130.138","mlrevenueapplication-alb.ue1az.tinderops.net, mlrevenueapplication-alb-145483647.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gotinder.com,"3.221.20.116, 52.206.88.185",,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"adobe-idp-site-verification=4d443bb146b2a60fc0c0216c899a6ef9baa971cc3c36ac4b3020b4719b5c2e82, adobe-idp-site-verification=524cb03a118a8834795ef48a18932f5af8789dab734cd919ec0b7b56a12efa1b, amazonses:GQcveLDdYufoSVI+JxPUq3BVksi85WmOdPewL31Pb3g=, amazonses:XJbKNGN/pcCvWU3WkwdC6I5cIQOwHsZcfj5jVo+G4Po=, docusign=18b5f117-6c64-4579-80cb-7d9d7787178e, dropbox-domain-verification=7pevbh7z0h75, e5 94 64 91 66 9f 00 28 02 46, facebook-domain-verification=2xs08tdesbzw9oxdo1fei8zjb3nlca, facebook-domain-verification=300f3kt8gdx2s5ywnyezxnv1qob2gf, facebook-domain-verification=r0yubq71vp74gx2iid8aya4xup9kka, google-site-verification=BEUXmmS4orj1gx4Ug-Gk71dMThC4mrbnNbgZiE5M8qA, google-site-verification=Lj7p_idJDiRgyQ077Lols9Cu__hfEpO1MOMfJ4fAYUE, h1-domain-verification=LmHXv9cCPdXFegdbiqDjJbg5eioZrwNtzpJg1B2gBF5UiSNr, hubspot-domain-verification=NmI5MTgzOTgtNjEzZS00YmE5LWJkY2ItYjhjY2NmM2ViYTZj, knowbe4-site-verification=3972620090c8fec7e810fe659fed3d7e, miro-verification=9d39f069838bed5b02e26472868d93e933534fe6, notion_verify_Cij0MtZk13UFuMYBjXu33yXn8CAxRDHzXkNhJC059ytT37LtHTLTjWWF3xyz6TxXj1H1c, rc8k7ue5ucams6rmhqc01i6vtn, v=spf1 include:_spf1.gotinder.com include:mail.zendesk.com include:amazonses.com include:_spf.google.com -all, wiz-domain-verification=473a99e8f6c0132353f2489a2314670ffdbb3f7818f68037d1afa27af0d24bdd, 8umja0bvbbhp4oqh7f55cllbgm","ns-335.awsdns-41.com, ns-751.awsdns-29.net, ns-1115.awsdns-11.org, ns-1990.awsdns-56.co.uk",,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","godaddy.com, Digicert.com, amazon.com",
[x],gp.gotinder.com,209.82.160.130,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1115.awsdns-11.org, ns-1990.awsdns-56.co.uk, ns-335.awsdns-41.com, ns-751.awsdns-29.net",,,,,
[x],gprod-qt.ue1.d2.tstaging.tools,"34.200.208.27, 3.212.10.193","prod-qt-alb.ue1.d2.tstaging.tools, prod-qt-alb-924729664.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gprod-qt.ue1.d4.tstaging.tools,"18.209.115.231, 54.197.89.72, 34.202.170.139","prod-qt-alb.ue1.d4.tstaging.tools, prod-qt-alb-194962319.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gprod-qt.ue1az.tinderops.net,"3.223.155.63, 44.211.108.141, 3.232.180.144, 54.147.73.116","prod-qt-alb.ue1az.tinderops.net, prod-qt-alb-498135342.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.staging.k8s.tinderops.net,18.210.131.37,staging-grafana-1283895993.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.ue1.cloudhub.tstaging.tools,"3.91.124.37, 52.44.2.237",,"ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-112.awsdns-14.com, ns-1140.awsdns-14.org, ns-1570.awsdns-04.co.uk, ns-873.awsdns-45.net",,,,,
[x],grafana.ue1.d1.tstaging.tools,"3.220.100.9, 52.203.246.15",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.ue1.d2.tstaging.tools,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.ue1.d3.tstaging.tools,"18.235.9.5, 3.223.197.154",,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.ue1.d4.tstaging.tools,"3.215.65.229, 23.23.47.18, 3.93.205.34",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.ue1.stg1.tstaging.tools,"52.207.160.97, 34.233.72.177, 3.81.199.171",,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
