input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,final_url
cdn-185-199-109-133.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-109-133.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-109-133.github.com,443,https://cdn-185-199-109-133.github.com:443,https,GitHub.com,text/html,GET,185.199.109.133,/,1920503104,185.199.109.133,Varnish,80,False,,,,
cdn-185-199-109-153.github.com,Page not found · GitHub Pages,404,9623,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-109-153.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-109-153.github.com,443,https://cdn-185-199-109-153.github.com:443,https,GitHub.com,text/html,GET,185.199.109.153,/,157469666,185.199.109.153,Varnish,86,False,,,,
cdn-185-199-109-154.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-109-154.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-109-154.github.com,443,https://cdn-185-199-109-154.github.com:443,https,GitHub.com,text/html,GET,185.199.109.154,/,1920503104,185.199.109.154,Varnish,80,False,,,,
cdn-185-199-110-133.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-110-133.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-110-133.github.com,443,https://cdn-185-199-110-133.github.com:443,https,GitHub.com,text/html,GET,185.199.110.133,/,1920503104,185.199.110.133,Varnish,80,False,,,,
cdn-185-199-110-153.github.com,Page not found · GitHub Pages,404,9623,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-110-153.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-110-153.github.com,443,https://cdn-185-199-110-153.github.com:443,https,GitHub.com,text/html,GET,185.199.110.153,/,419178956,185.199.110.153,Varnish,86,False,,,,
cdn-185-199-110-154.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-110-154.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-110-154.github.com,443,https://cdn-185-199-110-154.github.com:443,https,GitHub.com,text/html,GET,185.199.110.154,/,1920503104,185.199.110.154,Varnish,80,False,,,,
cdn-185-199-111-133.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,cdn-185-199-111-133.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cdn-185-199-111-133.github.com,443,https://cdn-185-199-111-133.github.com:443,https,GitHub.com,text/html,GET,185.199.111.133,/,1920503104,185.199.111.133,Varnish,80,False,,,,
central.github.com,,401,12,AS36459,GITHUB,US,140.82.116.0/23,central.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-21T00:00:00Z,2023-07-21T23:59:59Z,"CN=*.github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.com,"GitHub, Inc.",github.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cbc7344badfd31af7fc38a47d8c41a16,281ef6d631c0c3059650aa2a25fa45e0ac19e604fb7e0feb2d44fbbee2a8275d,True,ctls,central.github.com,443,https://central.github.com:443,https,nginx/1.23.4,text/plain,GET,140.82.114.21,/,229361783,140.82.114.21,Nginx:1.23.4,1,False,,,,
citrix.githubusercontent.com,Fastly error: unknown domain citrix.githubusercontent.com,500,284,AS54113,AS54113,Unknown,185.199.108.0/22,citrix.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,citrix.githubusercontent.com,443,https://citrix.githubusercontent.com:443,https,Varnish,text/html,GET,185.199.109.133,/,-826112652,185.199.111.133,Varnish,8,False,,,,
cla.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,cla.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cla.github.com,443,https://cla.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1920503104,2606:50c0:8003::153,Varnish,80,False,,,,
classroom-stafftools.githubapp.com,"GitHub, Inc. - Prod - Sign In",200,21389,AS36459,GITHUB,US,140.82.116.0/23,github.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,github.okta.com,443,https://classroom-stafftools.githubapp.com:443,https,nginx,text/html,GET,140.82.112.23,/,1279248450,140.82.112.23,Nginx,501,False,,,*.authenticatorlocalprod.com:65141,https://github.okta.com/app/githubincprod_oktanetworkgatewayclassroomstafftoolsgithubappcom_1/exk1hilkj2bi0ogVf1d8/sso/saml?RelayState=fb95a15e-05e9-482f-a3fa-130971c8949e
classroom-staging.githubapp.com,"GitHub, Inc. - Prod - Sign In",200,21046,AS36459,GITHUB,US,140.82.116.0/23,github.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,github.okta.com,443,https://classroom-staging.githubapp.com:443,https,nginx,text/html,GET,140.82.113.24,/,789235544,140.82.113.24,Nginx,501,False,,,https://oinmanager.okta.com,https://github.okta.com/app/githubincprod_oktanetworkgatewayclassroomstaginggithubappcom_1/exk1ggtu2hapZh0Xx1d8/sso/saml?RelayState=0bee3170-c0e8-4efe-8c0d-4dfce3b27d3b
classroom-webhooks-staging.githubapp.com,Bad request · GitHub,400,1440,AS36459,GITHUB,US,140.82.116.0/23,classroom-webhooks-staging.githubapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.githubapp.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubapp.com,"GitHub, Inc.",pages.avocado-gmbh.ghaemt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,111841bcde078fdb34ae806ab5977b35,b58d8f30cafe98a161cc9de54541a16937092f72b46c844c7c07eabc34cdded1,True,ctls,classroom-webhooks-staging.githubapp.com,443,https://classroom-webhooks-staging.githubapp.com:443,https,,text/html,GET,140.82.113.23,/,-815588373,140.82.113.23,HSTS,43,False,,,,
cname.githubusercontent.com,Fastly error: unknown domain cname.githubusercontent.com,500,282,AS54113,AS54113,Unknown,185.199.108.0/22,cname.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,cname.githubusercontent.com,443,https://cname.githubusercontent.com:443,https,Varnish,text/html,GET,185.199.110.133,/,1942771289,185.199.111.133,Varnish,8,False,,,,
code-scanning-reports.githubapp.com,Sign in to GitHub · GitHub,200,31802,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://code-scanning-reports.githubapp.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,,2606:50c0:8003::153,HSTS,413,False,,,user-images.githubusercontent.com/,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3Dd16b768d-4965-402b-8a63-e294ed822820%26page_id%3D14972870%26path%3DLw
codehub.github.com,Page not found · GitHub Pages,404,9587,AS54113,AS54113,Unknown,185.199.108.0/22,codehub.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,codehub.github.com,443,https://codehub.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,-1074246562,2606:50c0:8003::153,Varnish,86,False,,,,
codeload.github.com,GitHub: Let’s build from here · GitHub,200,224835,AS36459,GITHUB,US,140.82.120.0/21,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://codeload.github.com:443,https,GitHub.com,text/html,GET,140.82.121.10,/,1607713408,140.82.121.10,HSTS,2366,False,,,github-cloud.s3.amazonaws.com,https://github.com/
codeql-reports.githubapp.com,Sign in to GitHub · GitHub,200,31782,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://codeql-reports.githubapp.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1656329129,2606:50c0:8003::153,HSTS,413,False,,,avatars.githubusercontent.com,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3De1faa0c0-798b-4f56-a2eb-916603290e55%26page_id%3D16555424%26path%3DLw
codeql.github.com,CodeQL,200,184222,AS54113,AS54113,Unknown,185.199.108.0/22,codeql.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,codeql.github.com,443,https://codeql.github.com:443,https,GitHub.com,text/html,GET,185.199.109.153,/,-1700323260,2606:50c0:8003::153,Varnish,468,False,,,,
codespaces.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,codespaces.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,codespaces.github.com,443,https://codespaces.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1920503104,2606:50c0:8003::153,Varnish,80,False,,,,
coding-maintenance-reports.githubapp.com,Sign in to GitHub · GitHub,200,31798,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://coding-maintenance-reports.githubapp.com:443,https,GitHub.com,text/html,GET,185.199.110.153,/,-871343622,2606:50c0:8000::153,HSTS,413,False,,,avatars.githubusercontent.com,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3D72e3da12-4d37-4e8b-a9e2-52652c8266a9%26page_id%3D18369947%26path%3DLw
collector-cdn.github.com,,404,,AS54113,AS54113,Unknown,185.199.108.0/22,collector-cdn.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,collector-cdn.github.com,443,https://collector-cdn.github.com:443,https,Varnish,,GET,185.199.111.133,/,-1840324437,185.199.110.133,Varnish,1,False,,,,
collector-internal.githubapp.com,,200,334,AS36459,GITHUB,US,140.82.116.0/23,collector-internal.githubapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.githubapp.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubapp.com,"GitHub, Inc.",pages.avocado-gmbh.ghaemt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,111841bcde078fdb34ae806ab5977b35,b58d8f30cafe98a161cc9de54541a16937092f72b46c844c7c07eabc34cdded1,True,ctls,collector-internal.githubapp.com,443,https://collector-internal.githubapp.com:443,https,,text/html,GET,140.82.114.22,/,-1840324437,140.82.114.22,HSTS,13,False,,,,
collector-new.githubapp.com,,200,334,AS36459,GITHUB,US,140.82.116.0/23,collector-new.githubapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.githubapp.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubapp.com,"GitHub, Inc.",pages.avocado-gmbh.ghaemt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,111841bcde078fdb34ae806ab5977b35,b58d8f30cafe98a161cc9de54541a16937092f72b46c844c7c07eabc34cdded1,True,ctls,collector-new.githubapp.com,443,https://collector-new.githubapp.com:443,https,,text/html,GET,140.82.114.22,/,-1840324437,140.82.114.22,HSTS,13,False,,,,
collector.github.com,,200,334,AS36459,GITHUB,US,140.82.116.0/23,collector.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-21T00:00:00Z,2023-07-21T23:59:59Z,"CN=*.github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.com,"GitHub, Inc.",github.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cbc7344badfd31af7fc38a47d8c41a16,281ef6d631c0c3059650aa2a25fa45e0ac19e604fb7e0feb2d44fbbee2a8275d,True,ctls,collector.github.com,443,https://collector.github.com:443,https,,text/html,GET,140.82.113.22,/,-1840324437,140.82.113.22,HSTS,13,False,,,,
collector.githubapp.com,,200,334,AS36459,GITHUB,US,140.82.116.0/23,collector.githubapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.githubapp.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubapp.com,"GitHub, Inc.",pages.avocado-gmbh.ghaemt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,111841bcde078fdb34ae806ab5977b35,b58d8f30cafe98a161cc9de54541a16937092f72b46c844c7c07eabc34cdded1,True,ctls,collector.githubapp.com,443,https://collector.githubapp.com:443,https,,text/html,GET,140.82.113.21,/,-1840324437,140.82.113.21,HSTS,13,False,,,,
commands.api.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,commands.api.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,commands.api.github.com,443,https://commands.api.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1920503104,2606:50c0:8003::153,Varnish,80,False,,,,
compute-products-design.githubapp.com,Sign in to GitHub · GitHub,200,31794,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://compute-products-design.githubapp.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,,2606:50c0:8001::153,HSTS,413,False,,,objects.githubusercontent.com,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3D72e3da12-4d37-4e8b-a9e2-52652c8266a9%26page_id%3D30315090%26path%3DLw
compute-products-fundamentals.githubapp.com,Sign in to GitHub · GitHub,200,31814,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://compute-products-fundamentals.githubapp.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,,2606:50c0:8003::153,HSTS,413,False,,,secured-user-images.githubusercontent.com/,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3D07262fac-aae1-4874-abff-e464c02894fc%26page_id%3D22660391%26path%3DLw
confluence.enterprise.github.com,Site not found · GitHub Pages,404,9115,AS54113,AS54113,Unknown,185.199.108.0/22,confluence.enterprise.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,confluence.enterprise.github.com,443,https://confluence.enterprise.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1920503104,2606:50c0:8001::153,Varnish,80,False,,,,
confluencev1dev-ftp-apiproduction.smtp.github.com,Page not found · GitHub Pages,404,9578,AS54113,AS54113,Unknown,185.199.108.0/22,confluencev1dev-ftp-apiproduction.smtp.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,confluencev1dev-ftp-apiproduction.smtp.github.com,443,https://confluencev1dev-ftp-apiproduction.smtp.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1106441118,2606:50c0:8001::153,Varnish,86,False,,,,
