input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,csp_domains_
kubecost.staging.gymshark.io,,403,9,kubecost.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T14:38:03Z,2023-07-14T14:38:02Z,CN=kubecost.staging.gymshark.io,kubecost.staging.gymshark.io,kubecost.staging.gymshark.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d7adeedc00d380cb7103b2410ff09d58,dadfb59b2bd882ce727a4bcbfb8ce08012f766d39ca73c5aee8bf067e9618577,,ctls,kubecost.staging.gymshark.io,,443,https://kubecost.staging.gymshark.io:443,https,,text/plain,GET,23.23.98.157,/,-942874359,52.86.35.25,,1,False,,,,,,
launchcalendar.gymshark.com,,200,29765,launchcalendar.gymshark.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T12:20:13Z,2023-06-19T12:20:12Z,CN=launchcalendar.gymshark.com,launchcalendar.gymshark.com,launchcalendar.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ee8e0e52fd7752a1689bfa3e0f5d61a7,159362e7825661e114467492094b322aa0b73b3627a1c5d5d9792fd3c46094c5,,ctls,launchcalendar.gymshark.com,,443,https://launchcalendar.gymshark.com:443,https,nginx,text/html,GET,178.62.27.199,/,-1840324437,178.62.27.199,PHP,72,False,,,,,https://launchcalendar.gymshark.com/login,
leigh-sandbox.develop.gymshark.com,,404,19,leigh-sandbox.develop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T07:53:25Z,2023-07-11T07:53:24Z,CN=leigh-sandbox.develop.gymshark.com,leigh-sandbox.develop.gymshark.com,leigh-sandbox.develop.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e6d46b754595f4f4fe19e54d7a6ccaeb,6a9e715af680c83a20e6f511029fcc69809f471c40007ee2bff88a11d641e097,,ctls,leigh-sandbox.develop.gymshark.com,,443,https://leigh-sandbox.develop.gymshark.com:443,https,,text/plain,GET,34.197.1.191,/,-138391155,34.238.184.59,,2,False,,,,,,
link.e-mail.gymshark.com,,200,78,,,,,,,,,,,,,,,,,,,,443,https://link.e-mail.gymshark.com:443,https,nginx,text/html,GET,217.175.192.35,/,-1840324437,217.175.192.35,Nginx,1,False,,,,,http://suite26.emarsys.net/docroot.html,
link.serviceinfo.gymshark.com,,200,78,,,,,,,,,,,,,,,,,,,,443,https://link.serviceinfo.gymshark.com:443,https,nginx,text/html,GET,217.175.192.35,/,-1840324437,217.175.192.35,Nginx,1,False,,,,,http://suite26.emarsys.net/docroot.html,
lyncdiscover.gymshark.com,,200,350,lyncdiscover.gymshark.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.gymshark.com,,443,https://lyncdiscover.gymshark.com:443,https,,application/json,GET,52.112.192.14,/,-1633405111,2603:1027:0:48::21,Azure,1,False,,,True,Microsoft Corporation,,
m.gymshark.com,Gymshark Official Store: Men's & Women's Workout Apparel,200,1130084,www.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=www.gymshark.com,www.gymshark.com,www.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f957f2ff3dd89188170f1e4d8ed94b1,6b10c564f15330d292b4fbadb3fda2a7d0008a68069c0a57eaabd0cad1bc19b4,,ctls,www.gymshark.com,,443,https://m.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,5922,False,,,,,https://www.gymshark.com/,
merchandiser.api.gymshark.io,,403,42,merchandiser.api.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=*.gymshark.io,*.gymshark.io,*.api.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7ba58d83280e064381f4f5ff66f211f2,84259a5009665f9cbc533babdeaff6a340c667ffecbe89c2624f5ba3ac35534c,True,ctls,merchandiser.api.gymshark.io,cloudfront,443,https://merchandiser.api.gymshark.io:443,https,,application/json,GET,52.222.214.53,/,142092188,52.222.214.51,Amazon Web Services,1,False,True,,,,,
merchandiser.staging.gymshark.io,React App,200,2045,merchandiser.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=*.staging.gymshark.io,*.staging.gymshark.io,*.api.staging.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9165203819ba2bfce5733b3383fcae41,2b8b965c65e7e63497dafc291f432f5823bfa9c18b20b3b628f7e8e0c6c21aae,True,ctls,merchandiser.staging.gymshark.io,cloudfront,443,https://merchandiser.staging.gymshark.io:443,https,AmazonS3,text/html,GET,13.32.99.107,/,-2009722838,13.32.99.7,Amazon Web Services,1,False,True,,,,,
merchandiserscan.gymshark.com,Not AUthorised,401,28095,merchandiserscan.gymshark.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T03:25:14Z,2023-06-19T03:25:13Z,CN=merchandiserscan.gymshark.com,merchandiserscan.gymshark.com,merchandiserscan.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1afa86cde8a1d88ce5dde23a1ac68a1b,5508a67d8cf3e058fb84668026be4c4a534e9cc1d3bb1f9647253f9f5606fffb,,ctls,merchandiserscan.gymshark.com,,443,https://merchandiserscan.gymshark.com:443,https,nginx,text/html,GET,178.62.27.199,/,-1840324437,178.62.27.199,PHP,49,False,,,,,,
netsuite-ingestion.platform.staging.gymshark.com,,404,19,netsuite-ingestion.platform.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T08:31:07Z,2023-08-09T08:31:06Z,CN=netsuite-ingestion.platform.staging.gymshark.com,netsuite-ingestion.platform.staging.gymshark.com,netsuite-ingestion.platform.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc95b2716d33e9ac4cedd9ff9f8c9429,852e65a473230aff62a97ee231129533c36c52705680ca4a2f7a1788f5e49f82,,ctls,netsuite-ingestion.platform.staging.gymshark.com,,443,https://netsuite-ingestion.platform.staging.gymshark.com:443,https,,text/plain,GET,67.202.47.151,/,-138391155,52.86.35.25,,2,False,,,,,,
netsuite.service.gymshark.io,,404,23,netsuite.service.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=netsuite.service.gymshark.io,netsuite.service.gymshark.io,*.netsuite.service.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0e87f79e55c5d33b3be63c20c8f6a16,dcadade997ca21180df443fcb106f15a4b8ad633f88af3d20a5b7a5551703180,True,ctls,netsuite.service.gymshark.io,,443,https://netsuite.service.gymshark.io:443,https,,application/json,GET,54.81.209.159,/,631524574,18.207.60.43,,1,False,,,,,,
netsuite.service.staging.gymshark.io,,404,23,netsuite.service.staging.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-03T23:59:59Z,CN=netsuite.service.staging.gymshark.io,netsuite.service.staging.gymshark.io,*.netsuite.service.staging.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b05bd422515c84bf42b8815f26165dcb,5ae361e5f3daa51deca71c31307180cc0152411eb50d2c4a813aec275ebd6b6b,True,ctls,netsuite.service.staging.gymshark.io,,443,https://netsuite.service.staging.gymshark.io:443,https,,application/json,GET,184.72.224.51,/,631524574,54.144.106.162,,1,False,,,,,,
nl.checkout.gymshark.com,Gymshark's Officiële Winkel | Sport- & Fitnesskleding | Gymshark,200,1819621,nl.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T09:37:47Z,2023-06-14T09:37:46Z,CN=nl.gymshark.com,nl.gymshark.com,nl.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8a2cc861f05f0af798c0070d1268b00c,d9b8415d3f43e116ce501e7126f520705f210ac8ffd88fe5b157a634e5c5002f,,ctls,nl.gymshark.com,,443,https://nl.checkout.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,6964,False,,,,,https://nl.gymshark.com/,
nl.gymshark.com,Gymshark's Officiële Winkel | Sport- & Fitnesskleding | Gymshark,200,1819621,nl.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T09:37:47Z,2023-06-14T09:37:46Z,CN=nl.gymshark.com,nl.gymshark.com,nl.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8a2cc861f05f0af798c0070d1268b00c,d9b8415d3f43e116ce501e7126f520705f210ac8ffd88fe5b157a634e5c5002f,,ctls,nl.gymshark.com,,443,https://nl.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,6964,False,,,,,,
nl.shop.gymshark.com,Magasin Officiel Gymshark | Vêtements de sport et de Fitness | Gymshar,200,458600,nl.shop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-17T23:59:59Z,CN=headless.gymshark.com,headless.gymshark.com,*.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2732849fb5dc7ceafa44ba221e75b64b,c06947fececf9b8076964820dd6d787e9383c6ac42b08c52b497e715fb23c6ad,True,ctls,nl.shop.gymshark.com,cloudfront,443,https://nl.shop.gymshark.com:443,https,,text/html,GET,13.32.121.74,/,-1039615600,13.32.121.98,webpack,1,False,True,,,,,
nl.shop.staging.gymshark.com,Gymshark | Login required,200,6942,nl.shop.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=headless.staging.gymshark.com,headless.staging.gymshark.com,*.shop.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9240ea268b44d4cf47df99a2ebea5223,6cfe4aa5d33c28adce0e6ae25a5b91f015559724c02a3cd02b731f68b2729b70,True,ctls,nl.shop.staging.gymshark.com,cloudfront,443,https://nl.shop.staging.gymshark.com:443,https,,text/html,GET,13.225.34.2,/,1376259436,13.225.34.95,webpack,1,False,True,,,,,
no.checkout.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,2269520,no.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T05:20:35Z,2023-07-16T05:20:34Z,CN=no.gymshark.com,no.gymshark.com,no.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b300610c5656823ab8744056268376da,01fc4eb86cff6db168ce4f1cf16cdb4dd1ee0cf6d0b811d36c4bff387cab3a84,,ctls,no.gymshark.com,,443,https://no.checkout.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,10170,False,,,,,https://no.gymshark.com/,
no.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,2269520,no.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T05:20:35Z,2023-07-16T05:20:34Z,CN=no.gymshark.com,no.gymshark.com,no.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b300610c5656823ab8744056268376da,01fc4eb86cff6db168ce4f1cf16cdb4dd1ee0cf6d0b811d36c4bff387cab3a84,,ctls,no.gymshark.com,,443,https://no.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,10170,False,,,,,,
no.shop.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,451826,no.shop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-17T23:59:59Z,CN=headless.gymshark.com,headless.gymshark.com,*.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2732849fb5dc7ceafa44ba221e75b64b,c06947fececf9b8076964820dd6d787e9383c6ac42b08c52b497e715fb23c6ad,True,ctls,no.shop.gymshark.com,cloudfront,443,https://no.shop.gymshark.com:443,https,,text/html,GET,13.32.121.98,/,1970334904,13.32.121.66,webpack,2,False,True,,,,,
no.shop.staging.gymshark.com,Gymshark | Login required,200,6942,no.shop.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=headless.staging.gymshark.com,headless.staging.gymshark.com,*.shop.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9240ea268b44d4cf47df99a2ebea5223,6cfe4aa5d33c28adce0e6ae25a5b91f015559724c02a3cd02b731f68b2729b70,True,ctls,no.shop.staging.gymshark.com,cloudfront,443,https://no.shop.staging.gymshark.com:443,https,,text/html,GET,13.225.78.11,/,1025519492,13.225.78.124,webpack,1,False,True,,,,,
notice.gymshark.com,Notice | Gymshark,200,56546,notice.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-02T23:59:59Z,CN=notice.gymshark.com,notice.gymshark.com,*.notice.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,13d9d4d07ff2b24269d0ee505dfb214f,6af79aefa1a0986d7e3cbca3a6e8e6af72c17704f47643d3d9ac067fae2bacb0,True,ctls,notice.gymshark.com,cloudfront,443,https://notice.gymshark.com:443,https,CloudFront,text/html,GET,52.222.214.115,/,-432002409,52.222.214.120,webpack,153,False,True,,,,,
nsproxy.service.gymshark.io,,404,19,nsproxy.service.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:24:09Z,2023-07-07T00:24:08Z,CN=nsproxy.service.gymshark.io,nsproxy.service.gymshark.io,nsproxy.service.gymshark.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3b42b4e09093fcee2de51019116eb401,26d00a602928e201e8a81cac1f176558b62313247217b064f4f75f701749c5c5,,ctls,nsproxy.service.gymshark.io,,443,https://nsproxy.service.gymshark.io:443,https,,text/plain,GET,54.198.84.103,/,-138391155,34.231.42.99,,2,False,,,,,,
nsproxy.service.staging.gymshark.io,,404,19,nsproxy.service.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T01:20:33Z,2023-06-27T01:20:32Z,CN=nsproxy.service.staging.gymshark.io,nsproxy.service.staging.gymshark.io,nsproxy.service.staging.gymshark.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,848800b29671d085944f07edf0a05b96,2c23e6d967ce9e80ef8974d3526e68e2d4c7eef46ce2f5f213d026004347678f,,ctls,nsproxy.service.staging.gymshark.io,,443,https://nsproxy.service.staging.gymshark.io:443,https,,text/plain,GET,54.159.247.48,/,-138391155,67.202.47.151,,2,False,,,,,,
order.events.develop.gymshark.com,,404,23,order.events.develop.gymshark.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2023-09-22T23:59:59Z,CN=*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,35ee8c642e17542d5cc297908838de44,812999d9a424962bf3e6ebf5acceb6447a8495da3f828b0bc3df54fd155d6bc8,True,ctls,order.events.develop.gymshark.com,,443,https://order.events.develop.gymshark.com:443,https,,application/json,GET,52.207.201.46,/,631524574,3.230.245.160,,1,False,,,True,,,
ordercancel.gymshark.com,Not AUthorised,401,28095,ordercancel.gymshark.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T23:32:22Z,2023-08-04T23:32:21Z,CN=ordercancel.gymshark.com,ordercancel.gymshark.com,ordercancel.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,49dc2672449c6b7580504a9c244bafda,7538c595e55e76242d8589b5e6685085b4fba7d80184c40c276051d7e870a22f,,ctls,ordercancel.gymshark.com,,443,https://ordercancel.gymshark.com:443,https,nginx,text/html,GET,178.62.27.199,/,-1840324437,178.62.27.199,PHP,49,False,,,,,,
pos.retail-assistant.develop.gymshark.io,Retail Assistant POS App,200,659,pos.retail-assistant.develop.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-11-02T23:59:59Z,CN=pos.retail-assistant.develop.gymshark.io,pos.retail-assistant.develop.gymshark.io,*.pos.retail-assistant.develop.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,11a7e5c1ccdda1b7c3fa628cc2464a7e,b931deb1d98065d852c95cc7bef086202ec74ff2691c852d993c9b0dc79a4d0d,True,ctls,pos.retail-assistant.develop.gymshark.io,cloudfront,443,https://pos.retail-assistant.develop.gymshark.io:443,https,AmazonS3,text/html,GET,143.204.215.3,/,81762093,143.204.215.80,React,1,False,True,,,,,
pos.retail-assistant.gymshark.io,Retail Assistant POS App,200,659,pos.retail-assistant.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=pos.retail-assistant.gymshark.io,pos.retail-assistant.gymshark.io,*.pos.retail-assistant.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1cbf1cdb93ac43806b7bb5acb2b555df,921f4250165fb9510c92e926ff41e877b2a88ad2755d2a87963ef0b7bca424f3,True,ctls,pos.retail-assistant.gymshark.io,cloudfront,443,https://pos.retail-assistant.gymshark.io:443,https,AmazonS3,text/html,GET,108.138.17.8,/,970564214,108.138.17.121,React,1,False,True,,,,,
pos.retail-assistant.staging.gymshark.io,Retail Assistant POS App,200,659,pos.retail-assistant.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-02T23:59:59Z,CN=pos.retail-assistant.staging.gymshark.io,pos.retail-assistant.staging.gymshark.io,*.pos.retail-assistant.staging.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2494438968e4ca445d06705a0678d9d1,4961eb9282cc667ebc89e289ba06a6b6da576d79e024b2cdc130b9ea8b29ec2d,True,ctls,pos.retail-assistant.staging.gymshark.io,cloudfront,443,https://pos.retail-assistant.staging.gymshark.io:443,https,AmazonS3,text/html,GET,99.86.4.74,/,935547061,99.86.4.55,React,1,False,True,,,,,
premium.api.gymshark.io,,403,42,premium.api.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=*.gymshark.io,*.gymshark.io,*.api.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7ba58d83280e064381f4f5ff66f211f2,84259a5009665f9cbc533babdeaff6a340c667ffecbe89c2624f5ba3ac35534c,True,ctls,premium.api.gymshark.io,cloudfront,443,https://premium.api.gymshark.io:443,https,,application/json,GET,108.138.17.80,/,768769774,108.138.17.10,Amazon Web Services,1,False,True,,,,,
preview.develop.gymshark.com,,404,50,preview.develop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T08:03:43Z,2023-07-19T08:03:42Z,CN=*.preview.develop.gymshark.com,*.preview.develop.gymshark.com,preview.develop.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c4ae1be8a5b788f21578ea9c208d1431,e5d1edfad10715fcac3a1ae69dfe903fefd5081eb84780489b591141cd2ffc9d,True,ctls,preview.develop.gymshark.com,,443,https://preview.develop.gymshark.com:443,https,Netlify,text/plain,GET,3.74.25.89,/,-1288853318,2a05:d014:275:cb02:2519:260f:f694:7ba0,Netlify,1,False,,,,,,
preview.staging.gymshark.com,,404,67,preview.staging.gymshark.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-16T20:56:41Z,2023-07-15T20:56:40Z,CN=preview.staging.gymshark.com,preview.staging.gymshark.com,preview.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,336b763b0af391c314c3b56d809c3881,abc0d337bdd3838209e2c8425906812f6e8ebea1b6f44919815fb0b5d38b9aa2,,ctls,preview.staging.gymshark.com,,443,https://preview.staging.gymshark.com:443,https,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,
price.service.gymshark.io,,404,23,price.service.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=price.service.gymshark.io,price.service.gymshark.io,*.price.service.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fc2c9e15c98832a26f6ba11090d4a2eb,7511fcfb01f844799e57455119df62d014ea51e18488c736d985d7d6b00fb31b,True,ctls,price.service.gymshark.io,,443,https://price.service.gymshark.io:443,https,,application/json,GET,44.206.57.16,/,631524574,3.229.197.98,,1,False,,,,,,
price.service.staging.gymshark.io,,404,23,price.service.staging.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=price.service.staging.gymshark.io,price.service.staging.gymshark.io,*.price.service.staging.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c7337b2010367388df9ed2204445798c,936a89aa8c3e289cdd212f843c768743e9082fcf5a79dc8868579748b3fbd48d,True,ctls,price.service.staging.gymshark.io,,443,https://price.service.staging.gymshark.io:443,https,,application/json,GET,52.70.102.153,/,631524574,52.71.217.170,,1,False,,,,,,
product.gymshark.io,Gymshark Products,200,1260,product.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=product.gymshark.io,product.gymshark.io,*.product.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,566351fc441b80dcb43150aabe238be9,e6d8acfe21a895ccab0dea06b343c3b5a7eb906cfc0ca7f1112ece8d81f3621e,True,ctls,product.gymshark.io,cloudfront,443,https://product.gymshark.io:443,https,Gymshark,text/html,GET,99.86.4.122,/,-728367483,99.86.4.54,HSTS,1,False,True,,,,,https://fonts.gstatic.com
product.staging.gymshark.io,Gymshark Products,200,1260,product.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=product.staging.gymshark.io,product.staging.gymshark.io,*.product.staging.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,57af762d0551bf181197e86a089a9935,d7561d55735716635dc98d316eb480bff05a73a12e521ca3183b134d68a3636c,True,ctls,product.staging.gymshark.io,cloudfront,443,https://product.staging.gymshark.io:443,https,Gymshark,text/html,GET,143.204.89.50,/,-728367483,143.204.89.118,HSTS,1,False,True,,,,,auth.gshq.staging.gymshark.io
reports-creators.gymshark.com,403 Forbidden,403,548,reports-creators.gymshark.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-05-29T23:59:59Z,CN=team-creators.gymshark.com,team-creators.gymshark.com,creators.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,36a3948d20d556152e91745328ea57e4,8549a505e744c9d14a20aa5f14a9027c022744adc5feb14621818538fd1086da,,ctls,reports-creators.gymshark.com,,443,https://reports-creators.gymshark.com:443,https,nginx,text/html,GET,13.56.36.95,/,586998417,52.52.16.237,Nginx,14,False,,,,,,
research.gymshark.com,404 Not Found,404,118,research.gymshark.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T18:41:07Z,2024-03-11T18:41:06Z,CN=*.visioncritical.com,*.visioncritical.com,visioncritical.com,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,180c5d02a2de6dc017a41a47b500c390,9f28987ecb988867400850cb42016ce1f48bf9880a0820d2789741b37b2d40db,True,ctls,research.gymshark.com,,443,https://research.gymshark.com:443,https,,text/html,GET,52.28.34.53,/,1828833911,52.28.191.151,HSTS,7,False,,,True,,,
retail-assistant.api.gymshark.com,,401,128,retail-assistant.api.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T06:04:26Z,2023-07-16T06:04:25Z,CN=retail-assistant.api.gymshark.com,retail-assistant.api.gymshark.com,retail-assistant.api.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9c68ae2e69af7e4df0b0174a8fabee27,4252be2ae0d51e74f045c332c965bec1b819e43d1b80e141e7358d48767fa034,,ctls,retail-assistant.api.gymshark.com,,443,https://retail-assistant.api.gymshark.com:443,https,,application/json,GET,54.198.84.103,/,849111655,18.208.237.247,,2,False,,,,,,
retail-assistant.api.staging.gymshark.com,,401,128,retail-assistant.api.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T09:43:12Z,2023-06-26T09:43:11Z,CN=retail-assistant.api.staging.gymshark.com,retail-assistant.api.staging.gymshark.com,retail-assistant.api.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0974ebe8df7db2149646a28924215931,71077a79c697f7d0bdc8d0f62b83c94812b856aedbb0e615566ac8521d4a8d96,,ctls,retail-assistant.api.staging.gymshark.com,,443,https://retail-assistant.api.staging.gymshark.com:443,https,,application/json,GET,3.216.57.230,/,849111655,52.86.35.25,,2,False,,,,,,
