input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,tls_expired
bingo.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,bingo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T01:13:44Z,2023-06-18T01:13:43Z,CN=bingo.com,bingo.com,bingo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,befc5d8fa6ff9b82fbec1eba9f790106,df03bd97785a4821db6d542e44671caafb652d530a099cd90cbdd2282da002ec,ctls,bingo.com,,443,https://bingo.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,https:,,True,,,
blog.32red.com,503 Service Temporarily Unavailable,503,978,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,blog.32red.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-23T08:04:52Z,2023-08-23T08:03:52Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=*.32red.com",*.32red.com,www.32red.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",f9d579c6bae50eaf91d5c49ab1cdad2a,f503fa36d0dc98376c242e95fb8034cfb4745fa73bb1428348112c39c86234e9,ctls,blog.32red.com,cloudflare,443,https://blog.32red.com:443,https,cloudflare,text/html,GET,104.17.116.43,/,-342149597,104.16.185.79,HSTS,15,False,True,https:,Kindred IP Limited,True,,,
blog.unibet.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.unibet.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-02T04:20:33Z,2023-07-01T04:20:32Z,CN=unibet.co.uk,unibet.co.uk,unibet.co.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,162894ddacdb5b1bf7016eb977614d20,92ec3ca75077a566337e9a4cd74e5cb6594dd8426ff59d231e4a2e380d6cb211,ctls,www.unibet.co.uk,,443,https://blog.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,https:,,True,,https://www.unibet.co.uk/blog,
blogs.unibet.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.unibet.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-02T04:20:33Z,2023-07-01T04:20:32Z,CN=unibet.co.uk,unibet.co.uk,unibet.co.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,162894ddacdb5b1bf7016eb977614d20,92ec3ca75077a566337e9a4cd74e5cb6594dd8426ff59d231e4a2e380d6cb211,ctls,www.unibet.co.uk,,443,https://blogs.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,8,False,,https:,,True,,https://www.unibet.co.uk/blog,
bounce.communication.unibet.fr,Error 503: server unavailable,503,13083,AS16276,OVH,FR,51.68.0.0/16,,,,,,,,,,,,,,,,,,,80,http://bounce.communication.unibet.fr:80,http,,text/html,GET,51.68.117.237,/,-791319074,51.68.117.237,,49,False,,,,,,,
bounce.nl1.unibet.fr,Error 503: server unavailable,503,13083,AS16276,OVH,FR,51.68.0.0/16,,,,,,,,,,,,,,,,,,,80,http://bounce.nl1.unibet.fr:80,http,,text/html,GET,51.68.117.237,/,-791319074,51.68.117.237,,49,False,,,,,,,
bounce.nl2.unibet.fr,Error 503: server unavailable,503,13083,AS16276,OVH,FR,51.68.0.0/16,,,,,,,,,,,,,,,,,,,80,http://bounce.nl2.unibet.fr:80,http,,text/html,GET,51.68.117.237,/,-791319074,51.68.117.237,,49,False,,,,,,,
brand.bingo.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.bingo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T01:13:44Z,2023-06-18T01:13:43Z,CN=bingo.com,bingo.com,bingo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,befc5d8fa6ff9b82fbec1eba9f790106,df03bd97785a4821db6d542e44671caafb652d530a099cd90cbdd2282da002ec,ctls,www.bingo.com,,443,https://brand.bingo.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,https:,,True,,https://www.bingo.com,
brand.mariacasino.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.mariacasino.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:09:45Z,2023-08-07T01:09:44Z,CN=mariacasino.com,mariacasino.com,mariacasino.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,066198457729de0f9db91772ee728680,1660652651278e7e2f7a14e41d5e7c756e34ba905c291abbbda28dc0446e2172,ctls,www.mariacasino.com,,443,https://brand.mariacasino.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,https:,,True,,https://www.mariacasino.com,
brand.storspiller.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.highrolling.nu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T01:11:37Z,2023-08-01T01:11:36Z,CN=highrolling.nu,highrolling.nu,highrolling.nu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9b1f00cd24b6b8dff256a4ea28cf4e46,5c2c5bbc7b485dadd86c9126858db4f1f06dfe60b84a0c81177e7fe8cbfb32a4,ctls,www.highrolling.nu,,443,https://brand.storspiller.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1131193170,85.184.96.0,HSTS,14,False,,https:,,True,True,https://www.highrolling.nu/,
brand.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,www.unibet.com,,443,https://brand.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,https://www.unibet.com,
ca-fr.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,fr.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,fr.unibet.com,,443,https://ca-fr.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,https://fr.unibet.com,
ca-qa1.unibet.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,ca-qa1.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T01:18:24Z,2023-06-08T01:18:23Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,25a6838f2db42c37cb0fe8e206632e4b,8a40cf5dd2819c3efd037c7d6987c56c8f8bd247147327659ce10e6e0085f4a3,ctls,ca-qa1.unibet.com,,443,https://ca-qa1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.0,/,1457316476,85.184.97.0,HSTS,8,False,,https:,,True,True,,
ca-si1.unibet.com,503 Service Temporarily Unavailable,503,592,AS47171,UNIBET-AS,MT,85.184.96.0/20,ca-si1.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T01:18:24Z,2023-06-08T01:18:23Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,25a6838f2db42c37cb0fe8e206632e4b,8a40cf5dd2819c3efd037c7d6987c56c8f8bd247147327659ce10e6e0085f4a3,ctls,ca-si1.unibet.com,,443,https://ca-si1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.4,/,,85.184.97.4,HSTS,14,False,,https:,,True,True,,
cas.unibet.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,cas.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,cas.unibet.com,,443,https://cas.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.3,/,1457316476,85.184.96.3,HSTS,8,False,,http:,,True,True,,
casino-poker.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,casino-poker.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,casino-poker.unibet.com,,443,https://casino-poker.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,,
casinohuone.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.casinohuone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T01:26:28Z,2023-06-18T01:26:27Z,CN=casinohuone.com,casinohuone.com,casinohuone.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,af63bfc6ec6e4ab604269999351f5b5d,e816dd530628c2095426e3946077a4bddf9596184e875fa3e0935588415cadc0,ctls,www.casinohuone.com,,443,https://casinohuone.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,8,False,,https:,,True,,https://www.casinohuone.com/,
cdn-blogs.unibet.com,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdn-blogs.unibet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-02-25T23:59:59Z,CN=cdn-blogs.unibet.com,cdn-blogs.unibet.com,www.cdn-blogs.unibet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c6d6f39e02f95b3726c5b8255bb86511,cbde101b68f158096570b66975413c353152cfbec005219efb03d01aeddf457b,ctls,cdn-blogs.unibet.com,cloudfront,443,https://cdn-blogs.unibet.com:443,https,AmazonS3,application/xml,GET,108.138.7.33,/,2018286009,2600:9000:2490:9a00:c:79b2:2d40:93a1,Amazon Web Services,2,False,True,,,,,,
cdn-fi.unibet.com,,403,255,AS0,Not routed,None,18.165.192.0/23,cdn-fi.unibet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=cdn-fi.unibet.com,cdn-fi.unibet.com,www.cdn-fi.unibet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8bf6d0889f65aa5054c6253e648e5583,cd140af8519ec44fac90dea8ede1f8fa057707dae85a817523af55e6b93823cf,ctls,cdn-fi.unibet.com,cloudfront,443,https://cdn-fi.unibet.com:443,https,AmazonS3,application/xml,GET,18.165.183.107,/,689835941,2600:9000:2240:4c00:2:53f5:b980:93a1,Amazon Web Services,2,False,True,,,,,,
cdn.az.unibet.com,,200,,AS14537,CL-1379-14537,US,140.228.96.0/20,cdn.az.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-18T07:52:30Z,2023-08-18T07:51:30Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=az.unibet.com",az.unibet.com,play.az.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",f829784be55ad0448d5f7ad17fcbfddd,ea9b43b5cdb2e9cc9d37ab2f652d3ade7891c8a05600a55b0b1a6463394d0175,ctls,cdn.az.unibet.com,,443,https://cdn.az.unibet.com:443,https,nginx,text/html,GET,140.228.97.65,/,1494302000,140.228.97.65,Nginx,1,False,,,Kindred IP Limited,,,,
cdn.ia.unibet.com,,200,,AS14537,CL-1379-14537,US,192.16.80.0/23,cdn.ia.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-19T07:32:02Z,2023-07-19T07:31:02Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=ia.unibet.com",ia.unibet.com,play.ia.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",bb49d1c8490d24388b841aa515accc35,1f30c44f66984c5ccbb25a78cc40407e7e9faedd771a339d507f80e57718b553,ctls,cdn.ia.unibet.com,,443,https://cdn.ia.unibet.com:443,https,nginx,text/html,GET,192.16.81.131,/,1494302000,192.16.81.131,Nginx,1,False,,,Kindred IP Limited,,,,
cdn.in.unibet.com,,200,,AS14537,CL-1379-14537,US,192.16.80.0/23,cdn.in.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T14:49:49Z,2023-06-23T14:48:49Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=in.unibet.com",in.unibet.com,admin.in.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",465f6d736915005ee5dcaabad7d1b0a4,7edd5a126efac2acecbdefa8f3393b0d5b9166f016a78d8bc4c277907ea21d6b,ctls,cdn.in.unibet.com,,443,https://cdn.in.unibet.com:443,https,nginx,text/html,GET,192.16.80.131,/,566218143,192.16.80.131,Nginx,1,False,,,Kindred IP Limited,,,,
cdn.kes.kindredext.net,ERROR: The request could not be satisfied,403,915,AS16509,AS16509,Unknown,13.225.96.0/21,,,,,,,,,,,,,,,,,,cloudfront,80,http://cdn.kes.kindredext.net:80,http,CloudFront,text/html,GET,13.225.78.51,/,-1122073306,13.225.78.40,Amazon Web Services,20,False,True,,,,,,
cdn.pa.unibet.com,,200,,AS7922,COMCAST-7922,US,50.192.0.0/10,cdn.pa.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-26T06:53:26Z,2023-09-26T06:52:26Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=pa.unibet.com",pa.unibet.com,webservices-app.pa.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",f0d70cbd9fe56e97b94cff462e180b54,9ef4335aba0185f1433205331ff68411ccfdb259f0f3bd50e3ccedbf9047f9dc,ctls,cdn.pa.unibet.com,,443,https://cdn.pa.unibet.com:443,https,nginx,text/html,GET,50.229.39.210,/,1494302000,50.229.39.210,Nginx,1,False,,,Kindred IP Limited,,,,
cdn.va.unibet.com,,200,,AS14537,CL-1379-14537,US,130.254.52.0/23,cdn.va.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T03:12:25Z,2024-02-28T03:11:25Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=va.unibet.com",va.unibet.com,admin.va.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",2db88a736fd7274f195ae0b0ee4b7440,ae69cea1f9223621b9338e2efbda70010e1693065707110cb5a551a497f8506e,ctls,cdn.va.unibet.com,,443,https://cdn.va.unibet.com:443,https,nginx,text/html,GET,130.254.51.131,/,566218143,130.254.51.131,Nginx,1,False,,,Kindred IP Limited,,,,
ch-de.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,de.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,de.unibet.com,,443,https://ch-de.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,https://de.unibet.com,
ch-fr.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,fr.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,fr.unibet.com,,443,https://ch-fr.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,-893420883,85.184.96.0,HSTS,170,False,,https:,,True,True,https://fr.unibet.com,
clientssl-qa1.kindredext.net,403 Forbidden,403,146,AS47171,UNIBET-AS,MT,85.184.96.0/20,clientssl-qa1.kindredext.net,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-03-07T03:46:19Z,2023-06-05T03:46:18Z,CN=kindredext.net,kindredext.net,kindredext.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86b0943f013490cc68a7847629f22ce1,7220909bddf6ea9654ac5cc81f792a79018a7b9dd91bdffe65ad18bb630b3112,ctls,clientssl-qa1.kindredext.net,,443,https://clientssl-qa1.kindredext.net:443,https,kindred-loadbalancer,text/html,GET,85.184.97.5,/,-1561873722,85.184.97.5,HSTS,8,False,,https:,,True,,,
clientssl.kindredext.net,403 Forbidden,403,548,AS47171,UNIBET-AS,MT,85.184.96.0/20,clientssl.kindredext.net,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-07T01:24:53Z,2023-08-05T01:24:52Z,CN=kindredext.net,kindredext.net,kindredext.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d17fe84cead1b0fc186e24856098ddad,fe9cd0d4b02b83f4b1928f02b88af11ca59b6594f62484c09a31b07c6f116035,ctls,clientssl.kindredext.net,,443,https://clientssl.kindredext.net:443,https,kindred-loadbalancer,text/html,GET,85.184.96.1,/,586998417,85.184.96.1,HSTS,14,False,,https:,,True,,,
connect.bel1.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,connect.bel1.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,connect.bel1.unibet.com,,443,https://connect.bel1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,-893420883,85.184.96.0,HSTS,170,False,,https:,,True,True,,
connect.swe1.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,connect.swe1.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,connect.swe1.unibet.com,,443,https://connect.swe1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,,
cs.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,cs.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,cs.unibet.com,,443,https://cs.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,,
cz.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,www.unibet.com,,443,https://cz.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,,85.184.96.0,HSTS,170,False,,https:,,True,True,https://www.unibet.com,
de-qa1.unibet.com,403 Forbidden,403,146,AS47171,UNIBET-AS,MT,85.184.96.0/20,de-qa1.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T01:18:24Z,2023-06-08T01:18:23Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,25a6838f2db42c37cb0fe8e206632e4b,8a40cf5dd2819c3efd037c7d6987c56c8f8bd247147327659ce10e6e0085f4a3,ctls,de-qa1.unibet.com,,443,https://de-qa1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.0,/,-1561873722,85.184.97.0,HSTS,8,False,,https:,,True,True,,
de-si1.unibet.com,403 Forbidden,403,146,AS47171,UNIBET-AS,MT,85.184.96.0/20,de-si1.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T01:18:24Z,2023-06-08T01:18:23Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,25a6838f2db42c37cb0fe8e206632e4b,8a40cf5dd2819c3efd037c7d6987c56c8f8bd247147327659ce10e6e0085f4a3,ctls,de-si1.unibet.com,,443,https://de-si1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.4,/,-1561873722,85.184.97.4,HSTS,8,False,,https:,,True,True,,
de.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,de.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,de.unibet.com,,443,https://de.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,-893420883,85.184.96.0,HSTS,170,False,,https:,,True,True,,
developer.unibet.com,Kindred API Portal,200,16753,AS47171,UNIBET-AS,MT,85.184.96.0/20,developer.kindredgroup.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-06T13:17:30Z,2023-07-05T13:17:29Z,CN=developer.kindredgroup.com,developer.kindredgroup.com,developer.kindredgroup.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5183c09ee71cbc4d4e87b6467cc9c7dd,75aad3ad33186bfd7af433236af6ce11834d78831868a11ffd51bba91d37e1d9,ctls,developer.kindredgroup.com,,443,https://developer.unibet.com:443,https,openresty,text/html,GET,85.184.96.0,/,-1474926762,85.184.96.0,Ruby on Rails,443,False,,,,,,https://developer.kindredgroup.com,
devstatic.32red.com,Apache HTTP Server Test Page powered by CentOS,403,4897,AS47171,UNIBET-AS,MT,85.184.96.0/20,devstatic.32red.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-18T01:11:44Z,2023-06-16T01:11:43Z,CN=32red.com,32red.com,32red.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f4df8c528cacee78d44ef605e3ce9437,38a84a3b4704cdaeabbfbfd7e0559c299b4b4158ca0a15e6686bfa5da98c0d49,ctls,devstatic.32red.com,,443,https://devstatic.32red.com:443,https,kindred-loadbalancer,text/html,GET,85.184.97.2,/,-366337701,85.184.97.2,HSTS,121,False,,https:,,True,,,
dk.unibet.com,503 Service Temporarily Unavailable,503,190,AS47171,UNIBET-AS,MT,85.184.96.0/20,www.unibet.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-26T01:18:23Z,2023-06-24T01:18:22Z,CN=unibet.dk,unibet.dk,unibet.dk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,084fc24143b5f88ca3f9761c41a3ee88,af259c798eb2c5dd919acf90cbfc0fa1caee52adbd6210ed90c48844ce259071,ctls,www.unibet.dk,,443,https://dk.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,1457316476,85.184.96.0,HSTS,8,False,,https:,,True,,https://www.unibet.dk,
