new,host,a,soa,ns,status_code,mx,txt,cdn,cdn-name,cname,has_internal_ips,internal_ips,aaaa,caa
[x],jxh4r5ps-android-1-3-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],k29p1p9p-android-6-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],k2d765xf-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],k6ucpbz7-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],kf9012o4-ios-2-5-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],kfte4w3s-android-1-5-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],kh187l1y-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],kyii6kcb-android-3-1-4.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],l2quv77e-ios-4-8-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],l3a9xonh-android-2-1-1-3.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],l4xv8np6-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],l5341no8-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],l5onjeem-ios-3-0-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],l8thm9jb-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],lb86xus5-android-0-9-6.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],live.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],lk7fprhb-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ln9mzj21-android-1-6-3-4-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],lsy960pt-ios-5-2-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],m8sdhldi-android-7-1-0-1-0-2-5.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],m8sdhldi-ios-8-4-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],m8sdhldi-ios-8-4-20.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],mbdwkcq4-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],messenger-apps.eu.intercom.io,"52.17.74.30, 52.16.194.184","ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],mgyu5uok-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],microsoft-teams.intercom.io,"34.236.129.160, 100.24.170.79","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],mobile-messenger.au.intercom.io,"205.251.193.25, 205.251.195.31, 205.251.197.169, 205.251.199.184","ns-799.awsdns-35.net, awsdns-hostmaster.amazon.com","ns-281.awsdns-35.com, ns-1976.awsdns-55.co.uk, ns-1449.awsdns-53.org, ns-799.awsdns-35.net",NOERROR,,,,,,,,2600:9000:5305:a900::1,
[x],mobile-messenger.eu.intercom.io,,"ns-818.awsdns-38.net, awsdns-hostmaster.amazon.com","ns-293.awsdns-36.com, ns-818.awsdns-38.net, ns-1387.awsdns-45.org, ns-1945.awsdns-51.co.uk",NOERROR,,,,,,,,,
[x],mobile-sdk-api.intercom.io,,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-25.awsdns-03.com, ns-945.awsdns-54.net, ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk",NOERROR,,,,,,,,,
[x],mobile.intercom.io,"54.82.191.129, 54.84.7.93, 34.238.207.145, 3.217.51.107, 3.229.104.85, 34.234.155.77, 52.21.149.31, 3.233.35.154","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],mobileapi-v2.intercom.io,,"ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],mobileapi.intercom.io,"3.233.35.154, 18.233.43.208, 34.234.155.77, 34.238.207.145, 52.21.149.31, 54.82.191.129, 3.217.51.107, 3.229.104.85","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],mq44cv6t-ios-1-5-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],mtmdqqsc-ios-3-1-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nexus-websocket-a.intercom.io,"34.237.73.95, 35.174.127.31","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],njm6s84j-android-1-9-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nmupiprw-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nr8fkefl-android-2-4-0-3.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nr8fkefl-android-2-4-1-1.mobile-sdk-api.intercom.io,,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nr8fkefl-android.mobile-sdk-api.intercom.io,,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nudwi6v9-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],o0c73zj4-ios-2-2-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],o0c73zj4-ios-2-8-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],o6c08hlm-ios-1-5-11.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],o6c08hlm-ios-1-6-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],o6c08hlm-ios-1-6-5.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],odincovoyk5n2p5h-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],okr5tuax-android-2-0-4.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],oq4r3mkf-android-3-1-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],oy9xzdjc-ios-1-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],permissions.security.intercom.io,"52.206.113.237, 34.226.109.128, 18.215.48.197, 50.16.10.195, 34.236.232.151, 54.204.1.226","ns-1959.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,inbound-smtp.us-east-1.amazonaws.com,v=spf1 ip4:54.240.42.108/32 ip4:54.240.42.109/32 -all,,,,,,,
[x],post.intercom.io,"54.187.134.7, 35.166.255.90, 52.88.110.2","ns-678.awsdns-20.net, awsdns-hostmaster.amazon.com","ns-678.awsdns-20.net, ns-1380.awsdns-44.org, ns-1748.awsdns-26.co.uk, ns-277.awsdns-34.com",NOERROR,smtp.sparkpostmail.com,,,,spgo.io,,,,
[x],pqn7r4qj-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prfeed.internal.intercom.io,"54.85.215.136, 52.22.142.244","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],pulse.internal.intercom.io,"52.202.117.70, 3.230.78.90","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],pwfoi1st-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],qijqezoi-ios-4-3-35.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ql831vso-android-1-0-4.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],qm24hycc-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],qm24hycc-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],qoogyabx-android-0-1-3-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],qv1d4wiv-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],qwum5ehb-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r5z5jbs5-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r9szd9pq-ios-4-3-35.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],raw.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],re5afjv3-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],riezdrz0-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],rkp9r87w-android-7-2-5.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],rtcs8fib-android-1-2-0-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],salesforce.au.intercom.io,,"ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],sat.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],shopify.intercom.io,"34.199.197.29, 54.82.204.98, 18.211.117.92","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],simplerisk.security.intercom.io,"52.54.16.7, 52.71.205.118, 54.145.225.200, 18.204.135.48, 44.205.184.78, 44.195.127.152","ns-1959.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,inbound-smtp.us-east-1.amazonaws.com,v=spf1 -all,,,,,,,
[x],simwood.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],sj5qk98j-ios-1-2-3.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],slack.intercom.io,"54.211.62.19, 3.232.236.184, 54.146.30.12","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],status.intercom.io,52.215.192.133,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,"status.intercom.com, 1m1j8k4rtldg.stspg-customer.com",,,,"globalsign.com;, letsencrypt.org"
[x],stripe.intercom.io,"75.101.138.234, 52.73.63.242, 23.20.77.197","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],stripe.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],su7fhfrb-android-3-9-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],superset.internal.intercom.io,"44.194.229.80, 3.220.26.14","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],syncovh.oq4r3mkf-ios-2-7-4.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],syncovh.trt9xr0m-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],syncovhpj45ska-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],syncovhq4r3mkf-android-2-7-5.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],syncovhtarget-m84id2e2-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],t77yq9tm-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],t80j35ze-android-1-0-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],t8j3ub91-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],tableau.internal.intercom.io,"54.226.218.68, 52.22.146.36","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,inbound-smtp.us-east-1.amazonaws.com,v=spf1 -all,,,,,,,
[x],temp.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],tnuuq9by-ios-2-1-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],track.spe.intercom.io,,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,intercom.et.e.sparkpost.com,,,,
[x],trt9xr0m-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],tx2p130c-ios-2-0-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],tx2p130c-ios-2-3-4.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],u5kppw5g-android-2-0-1-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],u5kppw5g-android-2-0-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],u5kppw5g-android-2-4-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],u5kppw5g-android-2-4-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ucv12wey-android-1-1-9-7-1-3.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ueg2aytx-android.mobile-sdk-api.intercom.io,,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ueg2aytx-ios-2-0-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],uegli0cw-ios-2-2-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],uf6i4339-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],uf6i4339-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],v4s3eotl-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],via.au.intercom.io,"13.236.20.252, 3.105.195.22, 52.63.34.19","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],via.eu.intercom.io,"54.76.150.118, 63.34.164.219, 99.81.24.68","ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],via.intercom.io,"54.243.250.57, 54.224.253.113, 54.198.173.251","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],viruslib-ifepaosc-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],virusy53em61-ios-3-0-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],vsaq.intercom.io,"18.66.112.85, 18.66.112.43, 18.66.112.23, 18.66.112.15","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,,,,,
[x],vy53em61-ios-3-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],vy53em61-ios-3-1-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],w5374i76-android-4-0-1-9-4.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],wb1whb4b-ios-3-1-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],wb1whb4b-ios-3-2-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],wb1whb4b-ios-3-4-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],widget.intercom.io,"108.157.4.79, 108.157.4.103, 108.157.4.112, 108.157.4.22","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,,,,,
[x],wjc6gt6n-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www.affiliate-m8sdhldi-ios-7-9-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www.intercom.io,"18.160.41.77, 18.160.41.107, 18.160.41.123, 18.160.41.51","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,d38xc8nflzxfm6.cloudfront.net,True,cloudfront,,,,,
[x],www.virusy53em61-ios-3-0-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-android-1-1-3-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-android-2-8-9-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-android-2-9-5-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-android-3-7-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-android-7-1-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],x8o64ufr-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
