input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,final_url,csp_domains_
hackathon.ivanti.com,Sign in ・ Cloudflare Access,200,30844,ivanti.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ivanti.cloudflareaccess.com,cloudflare,443,https://hackathon.ivanti.com:443,https,text/html,GET,104.17.138.107,/,-1979690179,2606:4700::6811:896b,HSTS,67,False,True,cloudflare,https://ivanti.cloudflareaccess.com/cdn-cgi/access/login/hackathon.ivanti.com?kid=d0c813044398ae76983b3ae54b602244180f2380a15be1e6f108725d6762e73d&redirect_url=%2F&meta=eyJraWQiOiI0NWQ0ZTBkOTI0ZDk5OWI1MzU2YjA1ZjhlNWVhOGI1YTQ3NTJkNTY2NjBlNmRiODVmOWI2NDZlZjBlMzRjMWE2IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzgwMzI1OSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQwYzgxMzA0NDM5OGFlNzY5ODNiM2FlNTRiNjAyMjQ0MTgwZjIzODBhMTViZTFlNmYxMDg3MjVkNjc2MmU3M2QiLCJob3N0bmFtZSI6ImhhY2thdGhvbi5pdmFudGkuY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6IjQ3NGVjMTlmNjk2NmFlNWM2ZjRlMzUyZmY1NzNjOWFmNDQzYjM4NzE1OTFmNzY0NTUzYjU1NmNiOTAyNGU3YTciLCJuYmYiOjE2ODM4MDMyNTksImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.jrbP80dwuRMHmjkCCtOWpWixzfIZHK6mErWAFflM_CzW5GYGj52ZjturPWGFIJdIZPuUZ028bw70CSsPJEp2eA571Mq7PEdOkdNXaub6q-eFOwRgwGquC8tleC-b8v4wa3FNPSJI098QcAXLMlGzzi2vdNxpk4krQW1FFlIN6vHEx_4LJrYGfsC1KTk8IYPVhNVq-VDAwXb39EBBNZlPaLoRjKDOUjOTOhZS4kjm978vBkovHYFmXefnAdHGDIJIsuHC0H2zH68I5yvG9L1knqZHupdsfUXvfiunIUif8-4XYoM52nYTv2cPKgyw3lUT6v6b4RiJS7ijIie6Ofob2A,https:
hc.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1612,hc.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,1970-01-01T00:00:00Z,2030-01-09T01:18:56Z,"CN=hc.csa.ivanti.com, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Copyright (C) 2020\, Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20230110181856, dnQualifier=20230110181856",hc.csa.ivanti.com,"Copyright (C) 2020, Ivanti, Inc.",172.16.4.26,"CN=Cloud Services Appliance, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20210917201118, dnQualifier=20210917201118",Cloud Services Appliance,"Ivanti, Inc.",7949bf7149a442153ec4c6d32fa9d5d0,2396a135699e8dec76f80a5a78ec57d155013a7d169ce2c973a5605d9599902d,,ctls,hc.csa.ivanti.com,,443,https://hc.csa.ivanti.com:443,https,text/html,GET,18.234.15.97,/,-1703592683,18.234.15.97,,50,False,,,,
https://dash.cloudflare.com,Just a moment...,403,7046,dash.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=dash.cloudflare.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dash.cloudflare.com,"Cloudflare, Inc.",*.dash.cloudflare.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",59a39d4226058fc6c21a3c6ca19400f5,4ac64409c8e40c8c8e673e30b9453783fd64c17dd7ff6ed57f5a4e218031d3cd,True,ctls,dash.cloudflare.com,cloudflare,443,https://dash.cloudflare.com:443,https,text/html,GET,104.17.110.184,/,1914658187,2606:4700::6811:6fb8,HTTP/3,87,False,True,cloudflare,,
identity.ivanti.com,User Portal,200,6048,identity.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,identity.ivanti.com,cloudflare,443,https://identity.ivanti.com:443,https,text/html,GET,104.17.138.107,/,1616832800,2606:4700::6811:8a6b,HSTS,158,False,True,cloudflare,https://identity.ivanti.com/Auth/IdentityBroker?returnUrl=%2FStore,
images.info.ivanti.com,404 - Not found or no permission to access,404,1330,images.info.ivanti.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-13T00:00:00Z,2023-10-13T23:59:59Z,"CN=images.info.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",images.info.ivanti.com,"Ivanti, Inc.",images.info.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5179a4b5d46ceaa7eb0fa1908cbe29b7,4ba50bfc089dd5562e3b7b8d35a911615606dc368861339da57391fde1bdf1e6,,ctls,images.info.ivanti.com,,443,https://images.info.ivanti.com:443,https,text/html,GET,104.126.37.161,/,-723685921,104.126.37.179,Bootstrap,33,False,,,,
innovators.ivanti.com,Ivanti Innovators,200,41536,innovators.ivanti.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-28T13:08:41Z,2023-06-26T13:08:40Z,CN=innovators.ivanti.com,innovators.ivanti.com,,innovators.ivanti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e664b5e226b147fdee39c6bbd0ec60c5,5067811e489dcbe27f14e463d1b6e4e4c7089d8aec98baba100873f7ab4351d1,,ctls,innovators.ivanti.com,,443,https://innovators.ivanti.com:443,https,text/html,GET,52.23.59.102,/,-185523504,52.204.233.198,Ruby on Rails,379,False,,,https://innovators.ivanti.com/users/sign_in,
interactive.ivanti.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,,80,http://interactive.ivanti.com:80,http,text/html,GET,50.19.175.240,/,225052475,50.19.175.240,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,
interchange.ivanti.com,Events and Conferences | Ivanti,200,35564,www.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,www.ivanti.com,cloudflare,443,https://interchange.ivanti.com:443,https,text/html,GET,104.17.137.107,/,,2606:4700::6811:896b,HSTS,631,False,True,cloudflare,https://www.ivanti.com/company/events,https://dash.cloudflare.com
itcsa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1608,itcsa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=itcsa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",itcsa.ivanti.com,"Ivanti, Inc.",itcsa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,24f92a755eed1b05c312cd8fdaf699b9,6f20bcdd4e19ded6cdaf435ba19062d2baf0a1b8e1e68720757b66e9222fc493,,ctls,itcsa.ivanti.com,,443,https://itcsa.ivanti.com:443,https,text/html,GET,67.199.253.36,/,-1703592683,67.199.253.36,,50,False,,,,
itcsa2.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1612,itcsa2.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T00:00:00Z,2023-11-21T23:59:59Z,"CN=itcsa2.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",itcsa2.ivanti.com,"Ivanti, Inc.",itcsa2.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a11b5cf35467eae1ad61fc9396c3ec05,75f491595cc430e4c79dcc0fba3384e7f789bbdd49684998b2273389e963e4d5,,ctls,itcsa2.ivanti.com,,443,https://itcsa2.ivanti.com:443,https,text/html,GET,67.199.253.38,/,-1703592683,67.199.253.38,,50,False,,,,
ivanti.csa.ivanti.com,LANDESK(R) Cloud Services Appliance,200,1631,ivanti.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,1970-01-01T00:00:00Z,2027-07-28T02:56:08Z,"CN=ivanti.csa.ivanti.com, OU=Copyright (C) 2009\, LANDesk Software Ltd., O=Copyright (C) 2009\, LANDesk Software Ltd., L=South Jordan, ST=Utah, C=US, dnQualifier=20200728205608, dnQualifier=20200728205608",ivanti.csa.ivanti.com,"Copyright (C) 2009, LANDesk Software Ltd.",172.16.5.28,"CN=Management Gateway (RA), OU=Copyright (C) 2009\, LANDesk Software Ltd., O=LANDesk(R) Software\, Ltd., L=South Jordan, ST=Utah, C=US, dnQualifier=20171205221619, dnQualifier=20171205221619",Management Gateway (RA),"LANDesk(R) Software, Ltd.",eb28c129500b8bdfe6bc639b9ace7895,ead7749c9b4cf8fe8323ad36188d9ad80cd3ea64265d1503d9fbbe652c977933,,ctls,ivanti.csa.ivanti.com,,443,https://ivanti.csa.ivanti.com:443,https,text/html,GET,54.211.49.66,/,-1703592683,54.211.49.66,,50,False,,,,
kb.ivanti.com,Ivanti Community,200,428360,forums.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=forums.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",forums.ivanti.com,"Ivanti, Inc.",forums.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c99ff3cea93dcbea742cc83436e504c,d8441c29a7d6fd1bdf9d05711c60604ef3954f70936a3f17e5442b9d797cc119,,ctls,forums.ivanti.com,cloudflare,443,https://kb.ivanti.com:443,https,text/html,GET,104.17.138.107,/,,2606:4700::6811:8a6b,HSTS,526,False,True,sfdcedge,https://forums.ivanti.com/s/?language=en_US,https://player.vimeo.com
knowledgebase.ivanti.com,Ivanti Community,200,428400,forums.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=forums.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",forums.ivanti.com,"Ivanti, Inc.",forums.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c99ff3cea93dcbea742cc83436e504c,d8441c29a7d6fd1bdf9d05711c60604ef3954f70936a3f17e5442b9d797cc119,,ctls,forums.ivanti.com,cloudflare,443,https://knowledgebase.ivanti.com:443,https,text/html,GET,104.17.138.107,/,,2606:4700::6811:896b,HSTS,526,False,True,sfdcedge,https://forums.ivanti.com/s/?language=en_US,https://www.google.co.uk
lyncdiscover.ivanti.com,,200,356,lyncdiscover.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.ivanti.com,,443,https://lyncdiscover.ivanti.com:443,https,application/json,GET,52.112.193.16,/,-718342689,2603:1027:0:48::21,Azure,1,False,,,,
msoid.ivanti.com,Sign in to your account,200,203266,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://msoid.ivanti.com:443,https,text/html,GET,20.190.159.75,/,-1840324437,20.190.159.68,HSTS,174,False,True,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194000608235213.NGMwOTZjNjktYzg4Ny00MWJiLWIyMTYtYzA2MmQ5YmVlZTIyN2Y2MjQ2Y2MtNTExMS00YzgwLTk4ODctOTMzNGM2MTI4NzAx&ui_locales=en-US&mkt=en-US&state=Cbf8TQ96EBQ_XUgWDU8f3juqQL-YC8waTSCMAvS81QUgZdrp1Wt3HcTymdcy5QjB0P5hqVQAIrqV4dQTSBKIWSreDZFtpNAmg9mpFhw3UHyaQqAKpcZ8KIqJTvktyxGOTuVqzTW0o_3y9P2wg9j5W9txStsM71hu8waoezzHdEOHNqL-R6HzsAb8GZBS3Oso-VmzAKe45gc8SDW0GxJrTNIULtfr4QNSujnQOEbvII8PzOiyojTrQE9wahXJZrpw8DVld46zE0fxpVOD-8lXWg&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,
navy5.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1624,navy5.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=navy5.csa.ivanti.com, OU=Information Technology, O=Ivanti\, Inc., ST=Utah, C=US",navy5.csa.ivanti.com,"Ivanti, Inc.",navy5.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,35e9eca0666f7ed00fc578c833bcbd6c,e44076d90ae8f98efc0cffebc3bf4a3d41478202f67e11e8651024eefa24190c,,ctls,navy5.csa.ivanti.com,,443,https://navy5.csa.ivanti.com:443,https,text/html,GET,44.194.12.221,/,-1703592683,44.194.12.221,,50,False,,,,
navy6.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1624,navy6.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=navy6.csa.ivanti.com, OU=Information Technology, O=Ivanti\, Inc., ST=Utah, C=US",navy6.csa.ivanti.com,"Ivanti, Inc.",navy6.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6af52b675b5b470213bc4ea41dd5bea1,311a87d764d132a797fca507ca6bf1e639ac5f72bb6753d19f7f7a69ac2b974e,,ctls,navy6.csa.ivanti.com,,443,https://navy6.csa.ivanti.com:443,https,text/html,GET,52.20.77.2,/,-1703592683,52.20.77.2,,50,False,,,,
partner.ivanti.com,,403,243,partner.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-08T00:00:00Z,2024-04-05T23:59:59Z,CN=partner.ivanti.com,partner.ivanti.com,,partner.ivanti.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f59663e4c58a113bec56a2e660297c59,c41c48d376f03143aa711d07d9f4e149b4841d167090a9514b0d3dda3b893428,,ctls,partner.ivanti.com,cloudfront,443,https://partner.ivanti.com:443,https,application/xml,GET,13.32.121.86,/,1409415384,2600:9000:236e:7200:9:ecd:fa00:93a1,Amazon Web Services,2,False,True,AmazonS3,,
payment-qa.ivanti.com,Ivanti Payments,200,635,payment-qa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=payment-qa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",payment-qa.ivanti.com,"Ivanti, Inc.",csapi-qa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,34efa06f4839b33dcffea2c27d11bdd2,f2f429b386e21417119f143254c544097888b785f717170ebeba2189abc9a441,,ctls,payment-qa.ivanti.com,azure,443,https://payment-qa.ivanti.com:443,https,text/html,GET,13.66.138.97,/,-1439222863,13.66.138.97,Windows Server,16,False,True,Microsoft-IIS/10.0,,
payment.ivanti.com,Ivanti Payments,200,635,payment.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=payment.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",payment.ivanti.com,"Ivanti, Inc.",www.payment.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1a329f7b579262be10fa6f840c8fafc,4c7bffb0a6e8c9f15724e0f1fae4427379d595057dc73d0c7248634a3d39559c,,ctls,payment.ivanti.com,azure,443,https://payment.ivanti.com:443,https,text/html,GET,13.66.138.106,/,-1439222863,13.66.138.106,Windows Server,16,False,True,Microsoft-IIS/10.0,,
portal.ivanti.com,Ivanti Software Licensing Portal,200,7998,portal.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,portal.ivanti.com,cloudflare,443,https://portal.ivanti.com:443,https,text/html,GET,104.17.138.107,/,-1439222863,2606:4700::6811:896b,HSTS,16,False,True,cloudflare,,https:
portalidentity.ivanti.com,IdentityServer4,200,2000,portalidentity.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,portalidentity.ivanti.com,cloudflare,443,https://portalidentity.ivanti.com:443,https,text/html,GET,104.17.138.107,/,-1058990382,2606:4700::6811:896b,HSTS,72,False,True,cloudflare,,
rapidphp.ivanti.com,,200,55,rapidphp.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,rapidphp.ivanti.com,cloudflare,443,https://rapidphp.ivanti.com:443,https,text/html,GET,104.17.138.107,/,-1171069591,2606:4700::6811:8a6b,Microsoft ASP.NET,6,False,True,cloudflare,,
riskstrategies.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1660,,,,,,,,,,,,,,,,,,,,,,80,http://riskstrategies.csa.ivanti.com:80,http,text/html,GET,3.213.48.100,/,-1703592683,3.213.48.100,,50,False,,,,
rs-vpn-abq.ivanti.com,Pre Sign-In Notification,200,4603,rs-vpn-abq.ivanti.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,,2022-12-13T00:00:00Z,2023-12-13T23:59:59Z,"CN=rs-vpn-abq.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",rs-vpn-abq.ivanti.com,"Ivanti, Inc.",rs-vpn-abq.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1622dd908231fc3963bba2d6c140c758,16f939f2ad0686f29d4624a73096cea24d36fcada6140e9c585b0b9d1ba22744,,ctls,rs-vpn-abq.ivanti.com,,443,https://rs-vpn-abq.ivanti.com:443,https,text/html,GET,208.45.186.92,/,509258457,208.45.186.92,HSTS,112,False,,,https://rs-vpn-abq.ivanti.com/dana-na/auth/url_default/welcome.cgi,
rs-vpn.ivanti.com,Ivanti Connect Secure - Sign-In Notification,200,3835,rs-vpn.ivanti.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,True,2022-12-13T00:00:00Z,2023-12-13T23:59:59Z,"CN=rs-vpn-abq.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",rs-vpn-abq.ivanti.com,"Ivanti, Inc.",rs-vpn-abq.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1622dd908231fc3963bba2d6c140c758,16f939f2ad0686f29d4624a73096cea24d36fcada6140e9c585b0b9d1ba22744,,ctls,rs-vpn.ivanti.com,,443,https://rs-vpn.ivanti.com:443,https,text/html,GET,208.45.186.92,/,1895728622,208.45.186.92,HSTS,82,False,,,https://rs-vpn.ivanti.com/dana-na/auth/url_default/welcome.cgi,
selling.ivanti.com,Selling Ivanti,200,395344,selling.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,selling.ivanti.com,cloudflare,443,https://selling.ivanti.com:443,https,text/html,GET,104.17.138.107,/,1157094477,2606:4700::6811:896b,HSTS,567,False,True,cloudflare,https://selling.ivanti.com/s/?language=en_US,https://ivanti--c.na131.content.force.com
sgtm.ivanti.com,,400,,sgtm.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T16:23:21Z,2023-07-18T16:23:20Z,CN=sgtm.ivanti.com,sgtm.ivanti.com,,sgtm.ivanti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,75a2e89bc2e8a75d97578aba506e6b29,f85ffb67a90a6adf781a81d686d1cf19d1165f1c3f2279b21796ee792477c05c,,ctls,sgtm.ivanti.com,google,80,http://sgtm.ivanti.com:80,http,,GET,104.198.8.50,/,-1840324437,104.198.8.50,,1,False,True,,https://sgtm.ivanti.com/,
slc.vpn.ivanti.com,,200,315,slc.vpn.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-15T00:00:00Z,2023-12-15T23:59:59Z,"CN=slc.vpn.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",slc.vpn.ivanti.com,"Ivanti, Inc.",slc.vpn.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,99211cf19f37b713f2d1f279a04a5673,56c96bd4100cd6daf5549d6914ad567db0e008daafa372b22183a32d059f10de,,ctls,slc.vpn.ivanti.com,,443,https://slc.vpn.ivanti.com:443,https,text/html,GET,67.199.253.6,/,-1840324437,67.199.253.6,,9,False,,,,
