new,host,a,soa,status_code,ns,txt,aaaa,cdn,cdn-name,cname,caa,has_internal_ips,internal_ips,mx
[x],c0083-prodb.ice.mod.gov.uk,"35.179.30.219, 18.170.82.30","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1323.awsdns-37.org, ns-1847.awsdns-38.co.uk, ns-224.awsdns-28.com, ns-853.awsdns-42.net",,,,,,,,,
[x],c0087-dsa.ice.mod.gov.uk,"3.10.159.28, 3.9.138.254","ns-1663.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1091.awsdns-08.org, ns-1663.awsdns-15.co.uk, ns-4.awsdns-00.com, ns-615.awsdns-12.net",,,,,,,,,
[x],c0088-dev.ice.mod.gov.uk,"13.42.72.129, 18.135.206.148, 3.8.54.3","ns-1350.awsdns-40.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1350.awsdns-40.org, ns-1819.awsdns-35.co.uk, ns-308.awsdns-38.com, ns-714.awsdns-25.net",,,,,,,,,
[x],c0089-prod.ice.mod.gov.uk,,"ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-479.awsdns-59.com, ns-652.awsdns-17.net, ns-1521.awsdns-62.org, ns-1589.awsdns-06.co.uk",,,,,,,,,
[x],c0091-dev.ice.mod.gov.uk,"10.1.79.153, 10.1.79.134","ns-798.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-798.awsdns-35.net, ns-1031.awsdns-00.org, ns-1636.awsdns-12.co.uk, ns-362.awsdns-45.com",,,,,,,True,"10.1.79.153, 10.1.79.134",
[x],c0091-deva.ice.mod.gov.uk,"18.133.137.14, 13.41.99.175","ns-1529.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1827.awsdns-36.co.uk, ns-218.awsdns-27.com, ns-633.awsdns-15.net, ns-1529.awsdns-63.org",,,,,,,,,
[x],c0091-devb.ice.mod.gov.uk,"18.130.71.156, 35.177.111.12","ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1216.awsdns-24.org, ns-140.awsdns-17.com, ns-1940.awsdns-50.co.uk, ns-629.awsdns-14.net",,,,,,,,,
[x],c0091-devc.ice.mod.gov.uk,"18.170.140.49, 18.175.28.16","ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1028.awsdns-00.org, ns-1590.awsdns-06.co.uk, ns-383.awsdns-47.com, ns-734.awsdns-27.net",,,,,,,,,
[x],c0091-deve.ice.mod.gov.uk,"3.11.38.97, 18.169.102.251, 205.251.199.125","ns-614.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-481.awsdns-60.com, ns-1375.awsdns-43.org, ns-614.awsdns-12.net, ns-1917.awsdns-47.co.uk",,2600:9000:5307:7d00::1,,,,,,,
[x],c0091-dsa.ice.mod.gov.uk,,"ns-1333.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-43.awsdns-05.com, ns-682.awsdns-21.net, ns-2013.awsdns-59.co.uk, ns-1333.awsdns-38.org",,,,,,,,,
[x],c0095-deva.ice.mod.gov.uk,"3.8.226.30, 35.177.216.34","ns-31.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],c0095-devf.ice.mod.gov.uk,"52.56.213.36, 3.11.85.154, 205.251.193.52, 205.251.194.104, 205.251.196.71, 205.251.199.182","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1095.awsdns-08.org, ns-308.awsdns-38.com, ns-616.awsdns-13.net, ns-1974.awsdns-54.co.uk",,,,,,,,,
[x],c0097-prod.ice.mod.gov.uk,"18.135.173.160, 13.42.171.73","ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1518.awsdns-61.org, ns-1650.awsdns-14.co.uk, ns-328.awsdns-41.com, ns-867.awsdns-44.net",,,,,,,,,
[x],c0106-test.ice.mod.gov.uk,"18.168.214.158, 3.11.88.127","ns-1092.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-939.awsdns-53.net, ns-1092.awsdns-08.org, ns-147.awsdns-18.com, ns-1623.awsdns-10.co.uk",,,,,,,,,
[x],c0107-prod.ice.mod.gov.uk,"18.130.40.20, 3.8.34.140","ns-1068.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1068.awsdns-05.org, ns-1955.awsdns-52.co.uk, ns-478.awsdns-59.com, ns-962.awsdns-56.net",,,,,,,,,
[x],cadet-portal.mod.uk,134.213.80.44,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],cadetmail.mod.uk,"188.114.99.229, 188.114.98.229","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,"v=spf1 mx a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk ip4:18.135.218.159 -all, google-site-verification=okD6E2xkSs3qT9DfQEhRntSvT-N95_G9_jqxAo1G9W4","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",True,cloudflare,,,,,mx2.defencegateway.mod.uk
[x],cadets.bader.mod.uk,"104.18.21.53, 104.18.20.53","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1435, 2606:4700::6812:1535",True,cloudflare,,,,,
[x],cadets.defencegateway.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],campbell.defencegateway.mod.uk,151.104.39.212,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],ces.mcn.ice.mod.gov.uk,,"ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1526.awsdns-62.org, ns-1988.awsdns-56.co.uk, ns-84.awsdns-10.com, ns-931.awsdns-52.net",,,,,,,,,
[x],cespreprod.preprodmcn.ice.mod.gov.uk,"205.251.194.250, 205.251.199.28","ns-1820.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-762.awsdns-31.net, ns-138.awsdns-17.com, ns-1820.awsdns-35.co.uk, ns-1473.awsdns-56.org",,,,,,,,,
[x],chat.cortisone.dev.iace.mod.gov.uk,51.11.4.210,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],chatbot-api-uat.royalnavy.mod.uk,"52.222.236.89, 52.222.236.104, 52.222.236.117, 52.222.236.39","ns-786.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-355.awsdns-44.com, ns-786.awsdns-34.net, ns-1037.awsdns-01.org, ns-1623.awsdns-10.co.uk",,"2600:9000:223e:e00:12:a03a:ca00:93a1, 2600:9000:223e:1e00:12:a03a:ca00:93a1, 2600:9000:223e:3c00:12:a03a:ca00:93a1, 2600:9000:223e:5200:12:a03a:ca00:93a1, 2600:9000:223e:5c00:12:a03a:ca00:93a1, 2600:9000:223e:b000:12:a03a:ca00:93a1, 2600:9000:223e:b600:12:a03a:ca00:93a1, 2600:9000:223e:e000:12:a03a:ca00:93a1",True,cloudfront,d1x952205h7rc8.cloudfront.net,,,,
[x],chatbot-api.royalnavy.mod.uk,"18.66.233.121, 18.66.233.3, 18.66.233.22, 18.66.233.46, 205.251.193.185, 205.251.194.221","ns-1888.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-441.awsdns-55.com, ns-1267.awsdns-30.org, ns-733.awsdns-27.net, ns-1888.awsdns-44.co.uk",,"2600:9000:2435:7e00:3:bbcd:6480:93a1, 2600:9000:2435:7800:3:bbcd:6480:93a1, 2600:9000:2435:4400:3:bbcd:6480:93a1, 2600:9000:2435:a400:3:bbcd:6480:93a1, 2600:9000:2435:e200:3:bbcd:6480:93a1, 2600:9000:2435:c600:3:bbcd:6480:93a1, 2600:9000:2435:7200:3:bbcd:6480:93a1, 2600:9000:2435:ac00:3:bbcd:6480:93a1",True,cloudfront,dozwg664asrrm.cloudfront.net,,,,
[x],chatbot-frontend-uat.royalnavy.mod.uk,"13.225.78.33, 13.225.78.48, 13.225.78.59, 13.225.78.19","ns-1963.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-60.awsdns-07.com, ns-946.awsdns-54.net, ns-1034.awsdns-01.org, ns-1963.awsdns-53.co.uk",,"2600:9000:21f3:c400:4:4728:9880:93a1, 2600:9000:21f3:8000:4:4728:9880:93a1, 2600:9000:21f3:9200:4:4728:9880:93a1, 2600:9000:21f3:9400:4:4728:9880:93a1, 2600:9000:21f3:e200:4:4728:9880:93a1, 2600:9000:21f3:8400:4:4728:9880:93a1, 2600:9000:21f3:6400:4:4728:9880:93a1, 2600:9000:21f3:e600:4:4728:9880:93a1",True,cloudfront,d2l9ro4oc7qr1e.cloudfront.net,,,,
[x],cluster.stage.r2d2.alpha.digital.mod.uk,"18.135.78.46, 18.170.167.7, 3.10.44.248","ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cmp.defencegateway.mod.uk,"104.18.15.198, 104.18.14.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],cms.army.mod.uk,"104.18.23.40, 104.18.22.40","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1628, 2606:4700::6812:1728",True,cloudflare,,,,,
[x],cms.raf.mod.uk,"104.18.14.16, 104.18.15.16","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:f10, 2606:4700::6812:e10",True,cloudflare,,,,,
[x],cmsauthor.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],cmstraining.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],confluence.modcloud.ice.mod.gov.uk,"13.41.31.6, 18.168.165.144","ns-1875.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],console-openshift-console.apps.ocp1.azure.dso.digital.mod.uk,20.108.108.248,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],console-openshift-console.apps.ocp2.azure.dso.digital.mod.uk,20.90.66.223,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],console-openshift-console.apps.ocp4.azure.dso.digital.mod.uk,20.50.97.193,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],contracts.mod.uk,"13.41.217.225, 18.132.61.209","ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1175.awsdns-18.org, ns-185.awsdns-23.com, ns-1891.awsdns-44.co.uk, ns-608.awsdns-12.net",,,,,"mod.app.jaggaer.com, ogc.app.jaggaer.com, nlb-ja-prod-ext-ogc-main-68e952b406925431.elb.eu-west-2.amazonaws.com",,,,
[x],crm.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:104c, 2606:4700::6812:114c",True,cloudflare,,,,,
[x],csmail.mod.uk,"104.18.7.106, 104.18.6.106","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 mx a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk ip4:18.135.218.159 -all,"2606:4700::6812:66a, 2606:4700::6812:76a",True,cloudflare,,,,,mx2.defencegateway.mod.uk
[x],d2s.dev.service.mod.gov.uk,,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,d2s-self-serve-frontend-self-service-prod.apps.ocp1.azure.dso.digital.mod.uk,,,,
[x],dasa.mod.uk,"151.101.0.204, 151.101.128.204, 151.101.192.204, 151.101.64.204","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 ip4:82.109.66.128/26 ip4:82.110.109.192/26 ip4:195.130.1.0/25 ip4:195.130.1.128/26 ip4:195.130.1.192/27 ip4:195.130.1.224/32 a:mx1.gcbps.mod.uk. a:mx2.gcbps.mod.uk. include:armymail.mod.uk. ip4:163.164.64.56 ~all,,True,fastly,,,,,"mx1.gcbps.mod.uk, mx2.gcbps.mod.uk"
[x],dasa.service.mod.uk,,"ns1-32.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],ddap-preprod.ice.mod.gov.uk,"205.251.192.50, 205.251.194.156, 205.251.197.197, 205.251.198.104","ns-1640.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1477.awsdns-56.org, ns-50.awsdns-06.com, ns-668.awsdns-19.net, ns-1640.awsdns-13.co.uk",,,,,,,,,
[x],ddap-test.ice.mod.gov.uk,"35.177.177.123, 18.168.105.205","ns-1414.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-230.awsdns-28.com, ns-530.awsdns-02.net, ns-1414.awsdns-48.org, ns-1619.awsdns-10.co.uk",,,,,,,,,
[x],ddap.ice.mod.gov.uk,,"ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-235.awsdns-29.com, ns-957.awsdns-55.net, ns-1328.awsdns-38.org, ns-1967.awsdns-53.co.uk",,,,,,,,,
[x],dean2.mod.gov.uk,81.145.28.202,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 ip4:81.145.28.196 ip4:195.99.199.228 -all,,,,,,,,
[x],defence-technology-principles.digital.mod.uk,20.90.134.11,"ns-1810.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],defenceacademy.mod.uk,"96.45.83.19, 96.45.82.45, 103.15.170.48, 96.45.82.218, 96.45.83.128","ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,"ns0.dnsmadeeasy.com, ns2.dnsmadeeasy.com, ns3.dnsmadeeasy.com, ns4.dnsmadeeasy.com, ns1.dnsmadeeasy.com","09212021, MS=ms46746633, v=spf1 mx a include:spf.protection.outlook.com ip4:103.15.170.48/32  ip4:193.240.17.10/32 -all",,,,,,,,defenceacademy-mod-uk.mail.protection.outlook.com
[x],defencebrandportal.mod.uk,,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,mod.bethebrand.com,,,,
[x],defenceimagery.mod.uk,5.187.26.88,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],defenseshare.mod.uk,31.25.189.123,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,defenceshare.mod.uk,,,,mail.hosting.inovem.com
[x],deployments.maf.dev.iace.mod.gov.uk,20.49.157.82,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],design-system.digital.mod.uk,"18.192.231.252, 34.159.58.69","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,"2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",True,google,design-system-digital-mod-uk.netlify.app,,,,
[x],design-system.service.mod.gov.uk,20.90.66.223,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,moduk-frontend-guidance-site-product-pages.apps.ocp2.azure.dso.digital.mod.uk,,,,
[x],dev-cms.army.mod.uk,"104.18.22.40, 104.18.23.40","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1728, 2606:4700::6812:1628",True,cloudflare,,,,,
[x],dev-cms.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:104c, 2606:4700::6812:114c",True,cloudflare,,,,,
[x],dev-www.army.mod.uk,"104.18.23.40, 104.18.22.40","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1728, 2606:4700::6812:1628",True,cloudflare,,,,,
[x],dev-www.royalnavy.mod.uk,"104.18.17.76, 104.18.16.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:114c, 2606:4700::6812:104c",True,cloudflare,,,,,
[x],dev.bader.mod.uk,"104.18.20.53, 104.18.21.53","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1535, 2606:4700::6812:1435",True,cloudflare,,,,,
[x],dev.scip.ice.mod.gov.uk,,"ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1368.awsdns-43.org, ns-177.awsdns-22.com, ns-1907.awsdns-46.co.uk, ns-915.awsdns-50.net",,,,,,,,,
[x],devsecops.digital.mod.uk,"185.199.111.153, 185.199.110.153, 185.199.109.153, 185.199.108.153","ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,"2606:50c0:8000::153, 2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8003::153",,,defencedigital.github.io,"digicert.com, letsencrypt.org",,,
[x],devsecops.service.mod.gov.uk,,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,foundry-product-page-dso-product-pages.apps.ocp2.azure.dso.digital.mod.uk,,,,
[x],dinsa.mod.uk,81.138.106.154,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,mail.dinsa.mod.uk
[x],discovermybenefits-dev-api.mod.gov.uk,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,"mod-dmb-dev-y2022m10-cdn-api.azureedge.net, mod-dmb-dev-y2022m10-cdn-api.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,
[x],discovermybenefits-dev.mod.gov.uk,"13.107.238.44, 13.107.237.44","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,"mod-dmb-dev-y2022m10-cdn-web.azureedge.net, mod-dmb-dev-y2022m10-cdn-web.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,,,
[x],discovermybenefits-uat.mod.gov.uk,"13.107.238.44, 13.107.237.44","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,"mod-dmb-uat-y2022m10-cdn-web.azureedge.net, mod-dmb-uat-y2022m10-cdn-web.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,,,
[x],discovery-devc.dstl.ice.mod.gov.uk,"13.42.204.136, 13.41.103.9, 205.251.193.37, 205.251.195.183, 205.251.196.91, 205.251.199.14","ns-951.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-293.awsdns-36.com, ns-1806.awsdns-33.co.uk, ns-1115.awsdns-11.org, ns-951.awsdns-54.net",,,,,,,,,
[x],display-staging.da.mod.uk,51.104.28.74,"ns1-01.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,"da-uks-optime-display-p1-staging.azurewebsites.net, waws-prod-ln1-065.sip.azurewebsites.windows.net, waws-prod-ln1-065-8595.uksouth.cloudapp.azure.com",,,,
[x],dle-dev.ice.mod.gov.uk,"3.11.103.214, 13.40.91.89","ns-1235.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-756.awsdns-30.net, ns-1235.awsdns-26.org, ns-1601.awsdns-08.co.uk, ns-165.awsdns-20.com",,,,,,,,,inbound-smtp.us-east-1.amazonaws.com
[x],dle-stg.ice.mod.gov.uk,"18.135.183.118, 18.133.154.215","ns-161.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1429.awsdns-50.org, ns-161.awsdns-20.com, ns-1958.awsdns-52.co.uk, ns-921.awsdns-51.net",,,,,,,,,
[x],dlmc-dsa.ice.mod.gov.uk,"13.41.51.194, 13.41.143.178","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1786.awsdns-31.co.uk, ns-351.awsdns-43.com, ns-871.awsdns-44.net",,,,,,,,,
[x],dni.mod.uk,5.187.26.87,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],doctrine.mod.uk,"104.18.7.106, 104.18.6.106","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],dstan.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 mx a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk ip4:18.135.218.159 -all,,,,,,,,mx2.defencegateway.mod.uk
[x],dtm-devg.dstl.ice.mod.gov.uk,"35.178.31.101, 35.176.65.12","ns-1238.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1238.awsdns-26.org, ns-1777.awsdns-30.co.uk, ns-282.awsdns-35.com, ns-812.awsdns-37.net",,,,,,,,,
[x],dvdpack.armyjobs.mod.uk,94.236.30.87,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],email.royalnavy.mod.uk,"91.192.43.152, 91.192.43.153, 91.192.43.154, 91.192.43.151, 195.140.184.21, 176.9.224.227, 91.192.40.21","ns1.ecircle.de, hostmaster.ecircle.de",NOERROR,"ns1.ecircle.de, ns2.ecircle.de, ns3.ecircle.com",v=spf1 ip4:195.140.184.0/22 ip4:91.192.40.0/22 ip4:91.222.96.0/22 ip4:141.206.144.0/20 -all,2a01:4f8:150:5017::227,,,,,,,"mx03.h.shortest-route.com, mx02.h.shortest-route.com, mx01.h.shortest-route.com, mx04.h.shortest-route.com"
[x],emp.navy.digital.mod.uk,81.145.242.115,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ems.ahe.mod.uk,62.172.134.221,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],ems.bader.mod.uk,10.190.0.139,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,True,10.190.0.139,
[x],emsgw.mod.uk,"217.33.32.56, 195.94.45.5","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],enterpriseenrollment.mod.gov.uk,20.91.147.72,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,
[x],enterpriseregistration.defencegateway.mod.uk,20.190.137.40,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net",,,,
[x],enterpriseregistration.mod.gov.uk,20.190.137.40,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net",,,,
[x],ers.sabre.mod.uk,151.101.178.30,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,2a04:4e42:2a::542,True,fastly,"bouncer-cdn.production.govuk.service.gov.uk, bouncer.gds.map.fastly.net",,,,
[x],events.da.mod.uk,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,True,azure,"events-damoduk.msappproxy.net, 267e129b-fd11-41b9-a908-15fc6967cf17.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,
[x],f1.sra.gcbps.mod.uk,161.12.32.180,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],f4.sra.gcbps.mod.uk,161.12.32.183,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],flexibleservice.mod.gov.uk,"52.222.236.27, 52.222.236.37, 52.222.236.96, 52.222.236.17","ns-928.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-387.awsdns-48.com, ns-928.awsdns-52.net, ns-1252.awsdns-28.org, ns-2014.awsdns-59.co.uk",,"2600:9000:223e:dc00:3:dec5:e0c0:93a1, 2600:9000:223e:1c00:3:dec5:e0c0:93a1, 2600:9000:223e:2000:3:dec5:e0c0:93a1, 2600:9000:223e:2e00:3:dec5:e0c0:93a1, 2600:9000:223e:4c00:3:dec5:e0c0:93a1, 2600:9000:223e:5400:3:dec5:e0c0:93a1, 2600:9000:223e:7000:3:dec5:e0c0:93a1, 2600:9000:223e:9800:3:dec5:e0c0:93a1",True,cloudfront,ddjqp00x11uv7.cloudfront.net,,,,
[x],forcesgateway.mod.uk,94.236.30.127,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,google-site-verification=NwjbR75VkeZVl9xP08qNoiJ-7S3d0BSfdJM6IVo0UgA,,,,,,,,
[x],forum.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:114c, 2606:4700::6812:104c",True,cloudflare,,,,,
[x],foundry.mod.uk,,"ns-451.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1082.awsdns-07.org, ns-1712.awsdns-22.co.uk, ns-451.awsdns-56.com, ns-734.awsdns-27.net",,,,,,,,,
[x],gemsonline.mod.uk,37.26.93.60,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],gliderbim-dev.dio.mcn.ice.mod.gov.uk,"18.130.175.90, 18.168.131.226","ns-253.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1576.awsdns-05.co.uk, ns-253.awsdns-31.com, ns-641.awsdns-16.net, ns-1237.awsdns-26.org",,,,,,,,,
