new,host,a,soa,status_code,aaaa,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa,mx
,testsuite.opensearch.dev.api.here.com,,"ns-799.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,thorium.slp.pos.here.com,,,NOERROR,,"hydrogen.slp.pos.here.com, hydrogen.slp.pos.here.com.a2298.p01.hereglb.com, herecom-useast1-prd.slp.positioning.borg-p.nw.ops.here.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-pos-positioning-aws-prd/slp-gateway-dp-prd-slp-herecom-service",,,,
,tiles.traffic.cc.api.here.com,"54.170.125.50, 52.49.155.93, 54.75.206.84","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-prd-1665991584327-sentry",,,,
,tiles.traffic.cit.api.here.com,"54.235.187.184, 3.226.17.249, 54.196.12.76","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-cit-1663145772477-sentry",,,,
,tiles.traffic.cit.cc.api.here.com,"54.235.187.184, 3.226.17.249, 54.196.12.76","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com",,,,,,,,
,titanium.slp.pos.here.com,"34.247.1.248, 54.194.219.124, 52.18.101.227","ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,"hydrogen.slp.pos.here.com, hydrogen.slp.pos.here.com.a2298.p01.hereglb.com, herecom-euwest1-prd.slp.positioning.borg-p.nw.ops.here.com","ns-1421.awsdns-49.org, ns-1651.awsdns-14.co.uk, ns-208.awsdns-26.com, ns-577.awsdns-08.net",,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-pos-positioning-aws-prd/slp-gateway-dp-prd-slp-herecom-service",,,,
,tls-gwy-ayk7u-it.api-gateway.sit.ls.hereapi.com,,,NOERROR,,,,,,,,,,
,tls-gwy-n5bje-it.api-gateway.sit.ls.hereapi.com,,,NOERROR,,,,,,,,,,
,tmc.cit.hybrid.ccv.api.here.com,"52.49.254.163, 52.49.154.75","ns-1205.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d018:d84:f00:93c8:37fc:6d4e:a3b8, 2a05:d018:d84:f01:bfba:dd23:f7d2:6a39",,"ns-1205.awsdns-22.org, ns-783.awsdns-33.net, ns-1661.awsdns-15.co.uk, ns-478.awsdns-59.com",,,,,,,
,tmc.hybrid.ccv.api.here.com,"54.72.236.255, 54.228.190.224, 54.74.56.168","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:1f18:417f:bd01:8601:ecf8:e05e:cfb, 2600:1f18:417f:bd00:324:5e74:f4cd:94c3, 2600:1f18:417f:bd02:186b:7b8a:bcb4:bddb",,"ns-191.awsdns-23.com, ns-1503.awsdns-59.org, ns-1897.awsdns-45.co.uk, ns-530.awsdns-02.net",,,,,,,
,tmc.sit.hybrid.ccv.api.here.com,,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-432.awsdns-54.com, ns-830.awsdns-39.net, ns-1207.awsdns-22.org, ns-1560.awsdns-03.co.uk",,,,,,,
,tourplanning.dev.hereapi.com,"10.117.230.188, 10.117.225.199, 10.117.233.240","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,tpa-dev.sit.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/tpa-dev-gateway-8b8bd6f6-1f7e-11eb-8043-eeb50ca600a3-sentry",True,"10.117.230.188, 10.117.225.199, 10.117.233.240",,
,tourplanning.nxt.hereapi.com,"63.35.121.97, 54.195.66.152, 54.154.192.143","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,tpa-nxt.api-gateway.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpa-nxt-1639126835731-sentry",,,,
,tourplanning.sit.hereapi.com,"10.117.224.113, 10.117.233.116, 10.117.230.9","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,tpa-sit.sit.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/tpa-sit-gateway-e5b75e37-2369-11eb-9fd1-ea4e49eec9d6-sentry",True,"10.117.224.113, 10.117.233.116, 10.117.230.9",,
,tp.cit.hybrid.api.here.com,54.155.242.123,"ns-1521.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,2a05:d018:a82:201:c784:d859:e06f:f3f7,tpc.cit.aux.data.here.com,"ns-1521.awsdns-62.org, ns-161.awsdns-20.com, ns-1612.awsdns-09.co.uk, ns-837.awsdns-40.net",,,,,,,
,tp.hybrid.api.here.com,"54.155.120.69, 18.202.75.45","ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d018:a82:201:8215:c7f7:b4ac:8e3, 2a05:d018:a82:200:b3c2:46db:1ec3:a246",tpc.aux.data.here.com,,,,,,,,
,tp.hybrid.cc.api.here.com,"54.155.120.69, 18.202.75.45","ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d018:a82:200:b3c2:46db:1ec3:a246, 2a05:d018:a82:201:8215:c7f7:b4ac:8e3","tp.hybrid.api.here.com, tpc.aux.data.here.com","ns-1081.awsdns-07.org, ns-173.awsdns-21.com, ns-2017.awsdns-60.co.uk, ns-885.awsdns-46.net",,,,,,,
,tp.hybrid.ccv.api.here.com,127.0.0.1,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,,,,,,True,127.0.0.1,,
,tpa-nxt.api-gateway.ls.hereapi.com,"54.154.192.143, 54.195.66.152, 63.35.121.97","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpa-nxt-1639126835731-sentry",,,,
,tpa-sit.sit.ls.hereapi.com,"10.117.233.116, 10.117.224.113, 10.117.230.9","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/tpa-sit-gateway-e5b75e37-2369-11eb-9fd1-ea4e49eec9d6-sentry",True,"10.117.233.116, 10.117.224.113, 10.117.230.9",,
,tpeg-alpha.nxt.cc.api.here.com,,"ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-13.awsdns-01.com, ns-1528.awsdns-63.org, ns-1847.awsdns-38.co.uk, ns-682.awsdns-21.net",,,,,,,
,tpeg-beta.nxt.cc.api.here.com,,"ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-101.awsdns-12.com, ns-1198.awsdns-21.org, ns-1922.awsdns-48.co.uk, ns-814.awsdns-37.net",,,,,,,
,tpeg-ford.hybrid.pt.cc.api.here.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-16.awsdns-02.com, ns-558.awsdns-05.net, ns-1313.awsdns-36.org, ns-1842.awsdns-38.co.uk",,,,,,,
,tpeg-gamma.nxt.cc.api.here.com,,"ns-1065.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-783.awsdns-33.net, ns-1065.awsdns-05.org, ns-151.awsdns-18.com, ns-2000.awsdns-58.co.uk",,,,,,,
,tpeg.cit.cc.api.here.com,"54.210.162.138, 54.157.152.66, 3.82.185.109","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tpeg.traffic.cit.cc.api.here.com, tpeg.traffic.cit.api.here.com, us-east-1-tdatpegv2-cit.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-cit-1669033373266-sentry",,,,
,tpeg.cit.hybrid.api.here.com,"3.82.185.109, 54.210.162.138, 54.157.152.66","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tpeg.traffic.cit.api.here.com, us-east-1-tdatpegv2-cit.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-cit-1669033373266-sentry",,,,
,tpeg.cit.hybrid.cc.api.here.com,"54.157.152.66, 54.210.162.138, 3.82.185.109","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tpeg.traffic.cit.cc.api.here.com, tpeg.traffic.cit.api.here.com, us-east-1-tdatpegv2-cit.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-cit-1669033373266-sentry",,,,
,tpeg.cns.api.here.com,,,NOERROR,,,,,,,,,,
,tpeg.stg.api.here.com,131.228.152.11,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,tpeg.stg.cc.api.here.com,,,,,,,,
,tpeg.stg.hybrid.api.here.com,131.228.152.11,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,tpeg.stg.cc.api.here.com,,,,,,,,
,tpeg.stg.hybrid.cc.api.here.com,131.228.152.11,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,tpeg.stg.cc.api.here.com,,,,,,,,
,tpeg.traffic.cc.api.here.com,"54.246.84.204, 52.209.8.119, 52.16.95.0","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tpeg.traffic.api.here.com, eu-west-1-tdatpegv2-prd.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-prd-1669033361681-sentry",,,,
,tpeg.traffic.cit.cc.api.here.com,"54.157.152.66, 54.210.162.138, 3.82.185.109","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tpeg.traffic.cit.api.here.com, us-east-1-tdatpegv2-cit.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-cit-1669033373266-sentry",,,,
,tpeg.traffic.nxt.api.here.com,"35.171.38.19, 34.237.169.206, 54.80.248.70","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,us-east-1-tdatpeg-nxt.api-gateway.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-nxt-1661170840684-sentry",,,,
,tpwodl.api.here.com,"52.220.7.185, 13.251.166.253, 52.77.66.151, 205.251.192.249, 205.251.194.195, 205.251.197.29, 205.251.198.174","ns-1309.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-249.awsdns-31.com, ns-1309.awsdns-35.org, ns-707.awsdns-24.net, ns-1710.awsdns-21.co.uk",,,"heritage=external-dns,external-dns/owner=borg-prd-4-aws-ap-southeast-1.k8s.in.here.com,external-dns/resource=service/here-tpwodl-prd/tata-power-backend",,,,
,tracking.api.here.com,"52.208.152.79, 54.154.245.234, 54.155.43.21","ns-2046.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1365.awsdns-42.org, ns-2046.awsdns-63.co.uk, ns-28.awsdns-03.com, ns-730.awsdns-27.net",,,,,,,
,traffic.cc.api.here.com,,"ns-354.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1499.awsdns-59.org, ns-1547.awsdns-01.co.uk, ns-354.awsdns-44.com, ns-654.awsdns-17.net",,,,,,,
,traffic.cit.cc.api.here.com,205.251.196.192,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-332.awsdns-41.com, ns-1633.awsdns-12.co.uk, ns-1216.awsdns-24.org, ns-927.awsdns-51.net",,,,,,,
,traffic.cit.hybrid.api.here.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-332.awsdns-41.com, ns-937.awsdns-53.net, ns-1143.awsdns-14.org, ns-1773.awsdns-29.co.uk",,,,,,,
,traffic.cit.hybrid.cc.api.here.com,,"ns-8.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-928.awsdns-52.net, ns-8.awsdns-01.com, ns-1677.awsdns-17.co.uk, ns-1309.awsdns-35.org",,,,,,,
,traffic.cpt.api.here.com,,"ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1318.awsdns-36.org, ns-1638.awsdns-12.co.uk, ns-434.awsdns-54.com, ns-711.awsdns-24.net",,,,,,,
,traffic.cpt.hybrid.api.here.com,,"ns-408.awsdns-51.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1809.awsdns-34.co.uk, ns-408.awsdns-51.com, ns-716.awsdns-25.net, ns-1120.awsdns-12.org",,,,,,,
,traffic.data.here.com,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",NOERROR,,,"a12-67.akam.net, a1-19.akam.net, ns2.heredns.com, a26-64.akam.net, dns3.p09.nsone.net, dns1.p09.nsone.net, ns1.heredns.com, a7-65.akam.net, a22-65.akam.net, dns2.p09.nsone.net, dns4.p09.nsone.net, a3-67.akam.net",,,,,,,
,traffic.ls.hereapi.com,"63.32.164.95, 34.251.220.187, 52.51.136.50","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffic.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-tdaflowincv2-prd.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdaflowinc-gw-prd-1668781058228-sentry",,,,
,traffic.maps.hereapi.com,"34.248.27.141, 52.49.1.67, 34.250.106.162","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffic.maps.hereapi.com.a3102.p01.hereglb.com, eu-west-1-trts.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/trts-gw-prd-1657792609743-sentry",,,,
,traffic.sit.api.here.com,"54.91.174.40, 3.232.38.18, 52.21.125.220","ns-1060.awsdns-04.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1060.awsdns-04.org, ns-145.awsdns-18.com, ns-2028.awsdns-61.co.uk, ns-861.awsdns-43.net",,,,,,,
,traffic.sit.hybrid.api.here.com,,"ns-557.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1882.awsdns-43.co.uk, ns-557.awsdns-05.net, ns-445.awsdns-55.com, ns-1215.awsdns-23.org",,,,,,,
,traffic.vector.cit.data.here.com,"54.235.187.184, 3.226.17.249, 54.196.12.76","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tiles.traffic.cit.api.here.com, traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-cit-1663145772477-sentry",,,,
,traffic.vector.data.here.com,"52.49.155.93, 54.75.206.84, 54.170.125.50","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"tiles.traffic.api.here.com, traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-prd-1665991584327-sentry",,,,
,traffic.vector.hereapi.com,"3.248.38.21, 52.19.167.210, 52.209.239.119","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffic.vector.hereapi.com.a1971.p01.hereglb.com, eu-west-1.traffic-vector.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tvts-gw-prd-1623069679185-sentry",,,,
,traffic.vector.sit.hereapi.com,"52.206.221.93, 52.22.145.198, 34.195.13.168","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,us-east-1-traffic-vector-sit.api-gateway.sit.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-int-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/tvts-gw-sit-1629721608784-sentry",,,,
,trafficanalytics.here.com,"108.157.4.89, 108.157.4.96, 108.157.4.57, 108.157.4.128","ns-665.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-304.awsdns-38.com, ns-665.awsdns-19.net, ns-1456.awsdns-54.org, ns-1662.awsdns-15.co.uk",True,cloudfront,,,,,
,transit.cit.api.here.com,,"ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-437.awsdns-54.com, ns-974.awsdns-57.net, ns-1507.awsdns-60.org, ns-1825.awsdns-36.co.uk",,,,,,,
,transit.cit.router.hereapi.com,,"ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,transit.cit.api.here.com,"ns-1507.awsdns-60.org, ns-437.awsdns-54.com, ns-974.awsdns-57.net, ns-1825.awsdns-36.co.uk",,,,,,,
,transit.hereapi.com,"52.211.18.0, 54.220.86.149, 54.77.105.55","ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,transit-ols-prd.borg-p.nw.ops.here.com,,,,,,,,
,transit.router.hereapi.com,"54.77.105.55, 52.211.18.0, 54.220.86.149","ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,transit-ols-prd.borg-p.nw.ops.here.com,,,,,,,,
,uc.here.com,"157.53.236.1, 157.53.236.129, 198.51.44.9, 198.51.45.9, 198.51.44.73, 198.51.45.73","dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,"2607:f740:e60a::1, 2607:f740:e60a:8::1, 2620:4d:4000:6259:7:9:0:1, 2a00:edc0:6259:7:9::2, 2620:4d:4000:6259:7:9:0:3, 2a00:edc0:6259:7:9::4",,"dns3.p09.nsone.net, ns1.heredns.com, dns1.p09.nsone.net, ns2.heredns.com, dns2.p09.nsone.net, dns4.p09.nsone.net",,,,,,,
,ultipro.ext.here.com,135.84.74.23,"ns1.ultipro.com, admin.ultimatesoftware.com",NOERROR,,here.ultipro.com,,,,,,,,
,unity.ext.here.com,54.165.127.38,"ns-1484.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1695.awsdns-19.co.uk, ns-285.awsdns-35.com, ns-565.awsdns-06.net, ns-1484.awsdns-57.org",,,,,,,
,upload.api.here.com,"99.86.4.16, 99.86.4.127, 99.86.4.42, 99.86.4.115","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,vcixthwi1a.execute-api.us-east-1.amazonaws.com,"ns-1368.awsdns-43.org, ns-1982.awsdns-55.co.uk, ns-230.awsdns-28.com, ns-543.awsdns-03.net",True,cloudfront,,,,,
,upload.here.com,"13.32.208.49, 13.32.208.25, 13.32.208.9, 13.32.208.48, 205.251.193.251, 205.251.194.53, 205.251.197.33, 205.251.199.40","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2015:7000:8:d7f4:4040:93a1, 2600:9000:2015:b800:8:d7f4:4040:93a1, 2600:9000:2015:f200:8:d7f4:4040:93a1, 2600:9000:2015:4c00:8:d7f4:4040:93a1, 2600:9000:2015:3600:8:d7f4:4040:93a1, 2600:9000:2015:de00:8:d7f4:4040:93a1, 2600:9000:2015:ea00:8:d7f4:4040:93a1, 2600:9000:2015:f400:8:d7f4:4040:93a1",deys2s8324em9.cloudfront.net,"ns-1832.awsdns-37.co.uk, ns-565.awsdns-06.net, ns-507.awsdns-63.com, ns-1313.awsdns-36.org",True,cloudfront,,,,,
,urbanmobilityindex.here.com,,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:238d:b000:9:38a8:bd40:93a1, 2600:9000:238d:b400:9:38a8:bd40:93a1, 2600:9000:238d:4a00:9:38a8:bd40:93a1, 2600:9000:238d:7e00:9:38a8:bd40:93a1, 2600:9000:238d:2200:9:38a8:bd40:93a1, 2600:9000:238d:ea00:9:38a8:bd40:93a1, 2600:9000:238d:a00:9:38a8:bd40:93a1, 2600:9000:238d:9c00:9:38a8:bd40:93a1",dooiqz2qqnj79.cloudfront.net,,True,cloudfront,,,,,
,us-atl-dc-asavpn-01.it.here.com,192.100.106.190,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",NOERROR,,,,,,,,,,
,us-download.ext.here.com,66.54.70.198,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",NOERROR,,us-download.it.here.com,,,,,,,,
,us-east-1-locationgraph.api-gateway.ls.hereapi.com,"34.225.125.30, 54.165.153.94, 18.211.139.130","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/prd-2195-lg-a4dc7d79-8197-11eb-a03a-02c000ca835a-sentry",,,,
,us-east-1-positioning-v1.api-gateway.ls.hereapi.com,"54.236.134.26, 35.175.36.171, 34.195.207.14","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-v1-prd-1635938543184-sentry",,,,
,us-east-1-positioning.api-gateway.ls.hereapi.com,"54.81.49.86, 54.205.127.225, 52.73.32.222","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-prd-ddbbd276-2ffc-11eb-a0cf-dec644fd2540-sentry",,,,
,us-east-1-tdaflowincv2-prd.api-gateway.ls.hereapi.com,"54.209.11.132, 54.167.185.136, 34.224.171.190","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdaflowinc-gw-prd-1668781058228-sentry",,,,
,us-east-1-tdatpeg-nxt.api-gateway.ls.hereapi.com,"54.80.248.70, 35.171.38.19, 34.237.169.206","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-nxt-1661170840684-sentry",,,,
,us-east-1-tdatpegqrtv2-cit.api-gateway.ls.hereapi.com,"18.209.120.217, 34.207.52.96, 54.156.105.41","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpegqrt-gw-cit-1674204008595-sentry",,,,
,us-east-1-tdatpegqrtv2-prd.api-gateway.ls.hereapi.com,"54.235.136.196, 34.224.172.157, 18.232.18.185","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpegqrt-gw-prd-1674204026563-sentry",,,,
,us-east-1-tdatpegv2-cit.api-gateway.ls.hereapi.com,"3.82.185.109, 54.157.152.66, 54.210.162.138","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-cit-1669033373266-sentry",,,,
,us-east-1-tdatpegv2-citsubp.api-gateway.ls.hereapi.com,"34.193.247.249, 18.210.131.1, 54.156.164.213","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-citsub-1669033209698-sentry",,,,
,us-east-1-tdatpegv2-prd.api-gateway.ls.hereapi.com,"52.201.107.214, 3.220.105.215, 54.158.139.176","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tdatpeg-gw-prd-1669033361681-sentry",,,,
,us-east-1-tpegqrt-nxt.api-gateway.ls.hereapi.com,"18.215.26.247, 52.0.37.187, 52.73.4.42","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpegqrt-gw-nxt-1673943495171-sentry",,,,
,us-east-1-traffic-data.api-gateway.ls.hereapi.com,"34.201.236.234, 3.86.171.189, 18.209.190.96","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,"heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/trasa-gw-prd-62856c39-866d-11eb-8c2a-d2fb75c25b3e-sentry",,,,
