new,host,a,soa,status_code,cdn,cdn-name,cname,ns,mx,txt,aaaa,has_internal_ips,internal_ips,caa
[x],test.ewsapi.expedia.com,,"ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-2038.awsdns-62.co.uk, ns-397.awsdns-49.com, ns-970.awsdns-57.net, ns-1224.awsdns-25.org",inbound-smtp.us-west-2.amazonaws.com,,,,,
[x],test.expedia.com,,"ns-1930.awsdns-49.co.uk, bexdom.expedia.com",NOERROR,,,,"ns-1261.awsdns-29.org, ns-1930.awsdns-49.co.uk, ns-35.awsdns-04.com, ns-861.awsdns-43.net",inbound-smtp.us-west-2.amazonaws.com,,,,,
[x],test.expsuggestservice.expedia.com,,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-454.awsdns-56.com, ns-868.awsdns-44.net, ns-1129.awsdns-13.org, ns-1898.awsdns-45.co.uk",,,,,,
[x],test.fctsbb2gl.expedia.com,"205.251.193.124, 205.251.194.63, 205.251.197.210, 205.251.199.100","ns-380.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-575.awsdns-07.net, ns-1892.awsdns-44.co.uk, ns-380.awsdns-47.com, ns-1490.awsdns-58.org",,,,,,
[x],test.fctsordering.expedia.com,,"ns-674.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-473.awsdns-59.com, ns-674.awsdns-20.net, ns-1489.awsdns-58.org, ns-1573.awsdns-04.co.uk",,,,,,
[x],test.gcotechp.expedia.com,44.225.181.242,"ns-513.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-173.awsdns-21.com, ns-1859.awsdns-40.co.uk, ns-513.awsdns-00.net, ns-1218.awsdns-24.org",inbound-smtp.us-west-2.amazonaws.com,,,,,
[x],test.gmodatascience.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],test.gmoocc.expedia.com,,"ns-603.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1839.awsdns-37.co.uk, ns-374.awsdns-46.com, ns-603.awsdns-11.net, ns-1415.awsdns-48.org",,,,,,
[x],test.hadatatools.expedia.com,,"ns-285.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1185.awsdns-20.org, ns-1819.awsdns-35.co.uk, ns-285.awsdns-35.com, ns-902.awsdns-48.net",,,,,,
[x],test.hotwire.com,,"ns-1142.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-677.awsdns-20.net, ns-1142.awsdns-14.org, ns-1996.awsdns-57.co.uk, ns-222.awsdns-27.com",,,,,,
[x],test.hweg.hotwire.com,,"ns-786.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-786.awsdns-34.net, ns-1976.awsdns-55.co.uk, ns-414.awsdns-51.com, ns-1329.awsdns-38.org",,,,,,
[x],test.insurancep.expedia.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1863.awsdns-40.co.uk, ns-358.awsdns-44.com, ns-845.awsdns-41.net, ns-1213.awsdns-23.org",,,,,,
[x],test.lastminute.com.au,210.193.131.241,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],test.localexpertp.expedia.com,,"ns-1288.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1288.awsdns-33.org, ns-515.awsdns-00.net, ns-1938.awsdns-50.co.uk, ns-212.awsdns-26.com",,,,,,
[x],test.lodgingshared.expedia.com,,"ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-127.awsdns-15.com, ns-1459.awsdns-54.org, ns-1733.awsdns-24.co.uk, ns-734.awsdns-27.net",,,,,,
[x],test.lshop.expedia.com,,"ns-889.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1397.awsdns-46.org, ns-889.awsdns-47.net, ns-1736.awsdns-25.co.uk, ns-5.awsdns-00.com",,,,,,
[x],test.merchantpoint.expedia.com,65.212.175.160,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],test.meso.expedia.com,"205.251.193.165, 205.251.195.208, 205.251.197.136, 205.251.198.214","ns-1750.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1750.awsdns-26.co.uk, ns-1416.awsdns-49.org, ns-421.awsdns-52.com, ns-976.awsdns-58.net",,,,,,
[x],test.mktexp.expedia.com,,"ns-464.awsdns-58.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-464.awsdns-58.com, ns-593.awsdns-10.net, ns-1364.awsdns-42.org, ns-1868.awsdns-41.co.uk",,,,,,
[x],test.nimbus.expedia.com,,"ns-1553.awsdns-02.co.uk, bexdom.expedia.com",NOERROR,,,,"ns-1133.awsdns-13.org, ns-1553.awsdns-02.co.uk, ns-251.awsdns-31.com, ns-756.awsdns-30.net",,,,,,
[x],test.paymentsp.expedia.com,,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1313.awsdns-36.org, ns-1862.awsdns-40.co.uk, ns-427.awsdns-53.com, ns-675.awsdns-20.net",,,,,,
[x],test.storedvalueplatform.expedia.com,"205.251.192.71, 205.251.194.166, 205.251.197.91, 205.251.198.29","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1565.awsdns-03.co.uk, ns-71.awsdns-08.com, ns-678.awsdns-20.net, ns-1371.awsdns-43.org",,,,,,
[x],test.stuxnet.expedia.com,,"ns-660.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1245.awsdns-27.org, ns-154.awsdns-19.com, ns-2014.awsdns-59.co.uk, ns-660.awsdns-18.net",,,,,,
[x],test.tls.expedia.com,,"ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1322.awsdns-37.org, ns-1968.awsdns-54.co.uk, ns-626.awsdns-14.net, ns-97.awsdns-12.com",,,,,,
[x],test.travelocity.ca,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],test.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],test3.travelocity.com,151.193.167.20,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],test4.travelocity.com,151.193.167.50,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],testconnect.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],testconnect2.expedia.com,70.42.224.179,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],textsearch.vrbo.com,"95.101.74.159, 95.101.74.150","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"vrbo.com.edgekey.net, e15972.x.akamaiedge.net",,,,,,,
[x],th.hotels.com,92.122.66.126,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2001:2030:21:18c::277d, 2001:2030:21:1b1::277d",,,
[x],th5.delivery.hotels.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],theexcellencecollection.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],thenextturn.expedia.com,"13.225.78.63, 13.225.78.71, 13.225.78.41, 13.225.78.61","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d354twfrt44vy6.cloudfront.net,"ns-1688.awsdns-19.co.uk, ns-30.awsdns-03.com, ns-627.awsdns-14.net, ns-1110.awsdns-10.org",,,"2600:9000:21f3:7200:a:b3c0:af80:93a1, 2600:9000:21f3:a000:a:b3c0:af80:93a1, 2600:9000:21f3:6600:a:b3c0:af80:93a1, 2600:9000:21f3:1a00:a:b3c0:af80:93a1, 2600:9000:21f3:8a00:a:b3c0:af80:93a1, 2600:9000:21f3:4600:a:b3c0:af80:93a1, 2600:9000:21f3:800:a:b3c0:af80:93a1, 2600:9000:21f3:e000:a:b3c0:af80:93a1",,,
[x],thepalmbeaches.hotels.com,"34.251.201.224, 34.253.101.190, 54.194.170.100","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,,,
[x],thumbnails.expedia.com,23.46.116.75,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"thumbnails.expedia.com.edgekey.net, e3024.x.akamaiedge.net",,,,,,,
[x],thwart.prod.epsdecaf.expedia.com,"34.216.66.227, 52.10.225.64","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tiaabankvoices-com.outovc.cruiseshipcenters.com,96.16.197.106,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"cruiseshipcentersinternational.com.edgekey.net, e16332.g.akamaiedge.net",,,,,,,
[x],tickets.orbitz.com,204.145.67.55,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],tocmailout1.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],toolkit.vrbo.com,"95.101.74.159, 95.101.74.150","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"vrbo.com.edgekey.net, e15972.x.akamaiedge.net",,,,,,,
[x],tools-access.825.travelocity.com,151.193.49.76,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],tools-access817.travelocity.com,151.193.49.70,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tools-access818.travelocity.com,151.193.49.71,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],tools-access821.travelocity.com,151.193.49.72,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],tools-access822.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tools-access823.travelocity.com,151.193.49.74,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tools-access824.travelocity.com,151.193.49.75,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tools.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tr.hotels.com,104.102.35.226,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2a02:26f0:480:286::277d, 2a02:26f0:480:29e::277d",,,
[x],tr.travelocity.com,199.204.31.83,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,origin-www.travelocity.com,,,,,,,
[x],track.lastminute.co.nz,"34.199.50.80, 3.208.70.8, 107.22.45.86, 44.193.127.48, 50.17.201.241, 3.214.53.254","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,250analytics.com,"ns-1398.awsdns-46.org, ns-1787.awsdns-31.co.uk, ns-281.awsdns-35.com, ns-663.awsdns-18.net",,v=spf1 -all,,,,
[x],track.lastminute.com.au,"34.199.50.80, 3.208.70.8, 3.214.53.254, 44.193.127.48, 107.22.45.86, 50.17.201.241","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,250analytics.com,"ns-1398.awsdns-46.org, ns-1787.awsdns-31.co.uk, ns-281.awsdns-35.com, ns-663.awsdns-18.net",,v=spf1 -all,,,,
[x],track.travelocity.com,"34.199.50.80, 3.208.70.8, 107.22.45.86, 44.193.127.48, 50.17.201.241, 3.214.53.254","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,250analytics.com,"ns-1398.awsdns-46.org, ns-1787.awsdns-31.co.uk, ns-281.awsdns-35.com, ns-663.awsdns-18.net",,v=spf1 -all,,,,
[x],travel.ca.hotels.com,104.76.202.17,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.ca.hotels.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],travel.chase.com.prod.expedia.com,"52.24.243.73, 52.34.2.59","ns-1182.awsdns-19.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],travel.ebookers.com,80.249.110.106,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],travel.expedia.com,23.37.55.159,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,expedia.com,,"mailcorp.expedia.com, mx1a.expedia.com, mx1b.expedia.com",,,,,
[x],travel.fr.hotels.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.fr.hotels.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],travel.hotels.com,23.206.98.167,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"global.hotels.com.edgekey.net, e10109.x.akamaiedge.net",,,,,,,
[x],travel.jp.hotels.com,104.111.216.194,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.jp.hotels.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],travel.no.hotels.com,173.223.112.190,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.no.hotels.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],travel.rbcrewards.com.travelocity.com,199.204.31.119,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],travel.se.hotels.com,2.23.196.191,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.se.hotels.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],travel.travelocity.ca,199.204.31.120,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travel.travelocity.ca.test.travelocity.com,199.204.31.163,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travel.travelocity.com,104.81.111.122,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.travelocity.com.edgekey.net, e8329.x.akamaiedge.net",,,,,,,
[x],travel.travelocity.com.ar.test.travelocity.com,199.204.31.164,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],travel.travelocity.com.mx.test.travelocity.com,199.204.31.165,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travel.uk.hotels.com,173.223.112.190,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travel.uk.hotels.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],travelads-login.expedia.com,184.25.219.110,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"travelads-login.expedia.com.edgekey.net, e3024.x.akamaiedge.net","pdns6.ultradns.co.uk, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net",,,,,,
[x],travelagencies.hoteles.com,"80.239.137.163, 62.115.252.57","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6.hotels.com.edgekey.net, e65465.dscx.akamaiedge.net",,,,"2001:2030:21::3e73:fc39, 2001:2030:21::50ef:89a3",,,
[x],travelagencies.hotels.com,"2.21.79.27, 23.11.206.19","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6.hotels.com.edgekey.net, e65465.dscx.akamaiedge.net",,,,"2a02:26f0:3500:1b::1724:a384, 2a02:26f0:3500:1b::1724:a389",,,
[x],travelconnect-lab.auth.expediagroup.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d3cxv7qxp31dy3.cloudfront.net,,,,,,,
[x],travelconnect-lab.expediagroup.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d109w39czqmx7c.cloudfront.net,,,,,,,
[x],traveler.homeaway.com,"80.239.137.160, 62.115.252.51","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],travelercasesubmit.expedia.com,"85.222.140.13, 85.222.140.6, 85.222.140.11","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,"travelercasesubmit.expedia.com.00d5f000005veyoeam.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,
[x],travelextras.cert.travelocity.com,151.193.58.25,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travelextras.cert1.travelocity.com,151.193.58.16,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"dns2.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk",,,,,,
[x],travelextras.cert2.travelocity.com,151.193.58.25,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travelhook.hotels.com,216.251.126.44,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travelocity.ca,23.37.63.32,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,"pdns6.ultradns.co.uk, pdns3.ultradns.org, pdns2.ultradns.net, pdns4.ultradns.org, pdns5.ultradns.info, dns3.p09.nsone.net, dns1.p09.nsone.net, dns2.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net",mx.expecnlab.com,"facebook-domain-verification=fds5pd7gwgroa4h3l4ecpbkfpqoygb, google-site-verification=26Ddix92cH_6iFBznxpjROwG3nq98fN1K90Vxm7SS-A",,,,
[x],travelocity.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],travelocity.netscape.co.uk.travelocity.com,199.204.31.123,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,origin-travel.travelocity.com,,,,,,,
[x],travelrewards.capitalone.com.test.travelocity.com,199.204.31.167,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],travelrewards.capitalone.travelocity.com,199.204.31.81,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],travelrewardsleisure.capitalone.com.test.travelocity.com,199.204.31.168,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travelrewardsleisure.capitalone.travelocity.com,199.204.31.79,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],travelwithvisa.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],travelwithvisa.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],trk.abritel.fr,"54.82.106.138, 54.152.15.15, 35.171.199.54","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"www.messagegears.net, mg-p2-app-trackloa-tevrsa7sioi4-801238221.us-east-1.elb.amazonaws.com",,,,,,,
[x],trk.carrentals.com,"35.171.199.54, 54.152.15.15, 54.82.106.138","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"www.messagegears.net, mg-p2-app-trackloa-tevrsa7sioi4-801238221.us-east-1.elb.amazonaws.com",,,,,,,
[x],trk.expedia.com,"54.82.106.138, 54.152.15.15, 35.171.199.54","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"www.messagegears.net, mg-p2-app-trackloa-tevrsa7sioi4-801238221.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],trk.stayz.com.au,"35.171.199.54, 54.152.15.15, 54.82.106.138","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"www.messagegears.net, mg-p2-app-trackloa-tevrsa7sioi4-801238221.us-east-1.elb.amazonaws.com",,,,,,,
[x],trk.vrbo.com,"54.82.106.138, 35.171.199.54, 54.152.15.15","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"www.messagegears.net, mg-p2-app-trackloa-tevrsa7sioi4-801238221.us-east-1.elb.amazonaws.com",,,,,,,
[x],trn1-voyager.lab.expedia.com,23.206.92.247,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"trn1-voyager.lab.expedia.com.edgekey.net, e7236.x.akamaiedge.net",,,,,,,
[x],trust.expedia.com,23.1.48.102,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"trust.expedia.com.edgekey.net, e3024.x.akamaiedge.net",,,,,,,
[x],tsdev.expedia.com,,"ns-1460.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1.awsdns-00.com, ns-1460.awsdns-54.org, ns-1793.awsdns-32.co.uk, ns-917.awsdns-50.net",inbound-smtp.us-west-2.amazonaws.com,amazonses:2ZfQtJ67dOqehewjL9uIRJT+le3u8ALzjQaqZCiBfSM=,,,,
[x],tslabbg.expedia.com,,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-2030.awsdns-61.co.uk, ns-403.awsdns-50.com, ns-778.awsdns-33.net, ns-1434.awsdns-51.org",,,,,,
[x],tsprodbg.expedia.com,"205.251.193.88, 205.251.195.109","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1213.awsdns-23.org, ns-877.awsdns-45.net, ns-344.awsdns-43.com, ns-1849.awsdns-39.co.uk",,,,,,
[x],tvl-c-post001.travelocity.com,199.204.31.247,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],tvl-p-post001.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tvl-p-post002.travelocity.com,199.204.31.243,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],tvl-r-post001.travelocity.com,206.16.63.26,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],tw.hotels.com,23.210.116.25,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2a02:26f0:1700:383::277d, 2a02:26f0:1700:384::277d",,,
[x],tx.ebookers.com,213.52.164.25,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],txb.expedia.com,216.251.125.65,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],ua.hotels.com,104.81.119.116,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,,,,
[x],ucs.expedia.com,216.251.125.64,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,"pdns6.ultradns.co.uk, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net",,,,,,
[x],udbook-dhisco.hotwire.com,10.255.26.43,"ns01.hotwire.com, hostmaster.hotwire.com",NOERROR,,,,,,,,True,10.255.26.43,
[x],ugc.travelocity.ca,"18.67.76.59, 18.67.76.113, 18.67.76.114, 18.67.76.20, 205.251.193.214, 205.251.195.102, 205.251.196.230, 205.251.199.249","ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"travelocity.ugc.bazaarvoice.com, d26d5bmg3gjl2a.cloudfront.net","ns-870.awsdns-44.net, ns-1254.awsdns-28.org, ns-2041.awsdns-63.co.uk, ns-470.awsdns-58.com",,,"2600:9000:2305:c800:1d:945b:5880:93a1, 2600:9000:2305:2a00:1d:945b:5880:93a1, 2600:9000:2305:4e00:1d:945b:5880:93a1, 2600:9000:2305:a600:1d:945b:5880:93a1, 2600:9000:2305:8e00:1d:945b:5880:93a1, 2600:9000:2305:ba00:1d:945b:5880:93a1, 2600:9000:2305:e800:1d:945b:5880:93a1, 2600:9000:2305:de00:1d:945b:5880:93a1",,,
[x],ugc.travelocity.com,"108.138.7.113, 108.138.7.114, 108.138.7.81, 108.138.7.92","ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"travelocity.ugc.bazaarvoice.com, d26d5bmg3gjl2a.cloudfront.net","ns-470.awsdns-58.com, ns-870.awsdns-44.net, ns-1254.awsdns-28.org, ns-2041.awsdns-63.co.uk",,,"2600:9000:2490:7600:1d:945b:5880:93a1, 2600:9000:2490:7800:1d:945b:5880:93a1, 2600:9000:2490:7e00:1d:945b:5880:93a1, 2600:9000:2490:8000:1d:945b:5880:93a1, 2600:9000:2490:ac00:1d:945b:5880:93a1, 2600:9000:2490:be00:1d:945b:5880:93a1, 2600:9000:2490:e400:1d:945b:5880:93a1, 2600:9000:2490:200:1d:945b:5880:93a1",,,
[x],uk.karmalab.net.ar.expedia.com,65.212.175.124,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],uk1.karmalab.net.ar.expedia.com,65.212.175.73,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],updates.orbitz.com,,,NOERROR,,,origin-www.orbitz.com,"gslb1.orbitz.com, gslb2.orbitz.com",,,,,,
[x],urgent.newtrade.expedia.com,216.251.114.43,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
