input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,tls_expired,tls_self_signed,location
commerce-lab.expediagroup.com,Access Denied,403,282,commerce-lab.expediagroup.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-16T00:00:00Z,2023-09-19T23:59:59Z,"CN=commerce-lab.expediagroup.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",commerce-lab.expediagroup.com,"Expedia Group, Inc.",pay-lab.expediagroup.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bb5c88ca1b7af052dba8d302d13c1a75,499ed39d084cfa829ba5f52d8f11b95b5321417787a96361ee414bdf91bfa93b,,ctls,commerce-lab.expediagroup.com,,443,https://commerce-lab.expediagroup.com:443,https,AkamaiGHost,text/html,GET,104.102.51.99,/,-44318215,104.102.51.99,,10,False,,,,,,,
commerce.expediagroup.com,Expedia Group Commerce Solutions,200,5318,commerce.expediagroup.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-10T23:59:59Z,"CN=pay.expediagroup.com, O=EXPEDIA\, INC., L=Bellevue, ST=Washington, C=US",pay.expediagroup.com,"EXPEDIA, INC.",commerce.expediagroup.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a96d9fa18cf772c7bf99d5caaa4064aa,be7dde7a6f597857fa82c95cd1c7c976c725329755341d0a85bf9b2f3ef9a624,,ctls,commerce.expediagroup.com,,443,https://commerce.expediagroup.com:443,https,,text/html,GET,23.212.220.153,/,95578704,23.212.220.153,HSTS,27,False,,,,https://assets.adobedtm.com,,,
commercial-terms-service-fe-api-us-west-2.prod.epsdecaf.expedia.com,,403,23,commercial-terms-service-fe-api-us-west-2.prod.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T06:37:07Z,2023-10-05T06:37:07Z,"CN=commercial-terms-service-fe-api.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",commercial-terms-service-fe-api.prod.epsdecaf.expedia.com,"Expedia, Inc.",commercial-terms-service-fe-api-us-west-2.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",63188f41effc18b85c6a3465c3d411a9,6ec5c19ec458c1199257c39c2a87cd15f143c0c306cdbe43e055dbd7560f4394,,ctls,commercial-terms-service-fe-api-us-west-2.prod.epsdecaf.expedia.com,cloudfront,443,https://commercial-terms-service-fe-api-us-west-2.prod.epsdecaf.expedia.com:443,https,,application/json,GET,18.66.122.66,/,968070783,18.66.122.113,Amazon Web Services,1,False,True,,,,,,
commission-payments-us-west-2.prod.epsdecaf.expedia.com,,403,42,commission-payments-us-west-2.prod.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T10:16:15Z,2023-10-06T10:16:15Z,"CN=commission-payments-us-west-2.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",commission-payments-us-west-2.prod.epsdecaf.expedia.com,"Expedia, Inc.",commission-payments-us-west-2.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",458f1b9949c1395634a67b2cb5f584d7,dd6eb0cbde83965373fa7cf7a1a112209721bf87d43d6e2614081f4773f4c2f5,,ctls,commission-payments-us-west-2.prod.epsdecaf.expedia.com,cloudfront,443,https://commission-payments-us-west-2.prod.epsdecaf.expedia.com:443,https,,application/json,GET,143.204.89.84,/,768769774,143.204.89.90,Amazon Web Services,1,False,True,,,,,,
commission-payments-us-west-2.test.epsdecaf.expedia.com,,403,42,commission-payments-us-west-2.test.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T10:12:33Z,2023-10-06T10:12:33Z,"CN=commission-payments-us-west-2.test.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",commission-payments-us-west-2.test.epsdecaf.expedia.com,"Expedia, Inc.",commission-payments-us-west-2-flavor1.test.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",17f479c66e70f96761bfc3a88e2efebd,a9586fdf54b463df4c9bfeb2ca6c586ab0e79ee423eea26b1c158be69ec324a3,,ctls,commission-payments-us-west-2.test.epsdecaf.expedia.com,cloudfront,443,https://commission-payments-us-west-2.test.epsdecaf.expedia.com:443,https,,application/json,GET,18.66.122.2,/,768769774,18.66.122.94,Amazon Web Services,1,False,True,,,,,,
commissions-statements-service-us-west-2.prod.epsdecaf.expedia.com,,403,,commissions-statements-service-us-west-2.prod.epsdecaf.expedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T13:36:16Z,2023-10-21T13:36:16Z,"CN=commissions-statements-service.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",commissions-statements-service.prod.epsdecaf.expedia.com,"Expedia, Inc.",commissions-statements-service-us-west-2.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",14866b080e5b5c6a28c69c28cebc2576,dc1a263e68043f1846449b0b89395dbc3974c165a14195902086ae0d9103f5ed,,ctls,commissions-statements-service-us-west-2.prod.epsdecaf.expedia.com,,443,https://commissions-statements-service-us-west-2.prod.epsdecaf.expedia.com:443,https,,,GET,44.230.246.170,/,-1840324437,50.112.26.198,Java,1,False,,,,,,,
commissions-statements-service-us-west-2.test.epsdecaf.expedia.com,,403,,commissions-statements-service-us-west-2.test.epsdecaf.expedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T13:36:47Z,2023-10-21T13:36:47Z,"CN=commissions-statements-service.test.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",commissions-statements-service.test.epsdecaf.expedia.com,"Expedia, Inc.",commissions-statements-service-us-west-2.test.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",6df55504ea0efb7f0a6f93eaf82c1945,5d487635079c9f958e06c20379d7a6a26bc7e07b272f7a3d022fa020d67c76ce,,ctls,commissions-statements-service-us-west-2.test.epsdecaf.expedia.com,,443,https://commissions-statements-service-us-west-2.test.epsdecaf.expedia.com:443,https,,,GET,35.163.143.248,/,-1840324437,35.161.113.236,Java,1,False,,,,,,,
comms.expediapartnersolutions.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://comms.expediapartnersolutions.com:80,http,cloudflare,text/plain,GET,104.17.72.206,/,1000520165,104.17.71.206,Cloudflare,1,False,True,,,,,,
comms.homeaway.com,,503,31,comms.homeaway.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-02T00:00:00Z,2023-12-02T23:59:59Z,"CN=homeaway.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",homeaway.com,"Expedia Group, Inc.",*.homelidays.it,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3632ae38a7a539df78cf08138c21beac,e88f064ec04d6bb3412d310d07579dc3cf203af4479aa1242f397195c50dc34b,True,ctls,comms.homeaway.com,,443,https://comms.homeaway.com:443,https,,text/plain,GET,23.11.206.59,/,-1840324437,23.11.206.73,Zipkin,3,False,,,True,,,,
community.vrbo.com,,200,1324,community.vrbo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-21T17:53:10Z,2023-06-29T17:53:10Z,"CN=community.vrbo.com, O=Expedia\, Inc, L=Bellevue, ST=Washington, C=US",community.vrbo.com,"Expedia, Inc",community.vrbo.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8169e201513b1bcc1f5f1804c5b31ff0,5fa796f6156ec456468c168a73236191365f1f7ba6bc02778df55f79f8688c13,,ctls,community.vrbo.com,,443,https://community.vrbo.com:443,https,sfdcedge,text/html,GET,85.222.140.6,/,1433417005,85.222.140.10,HSTS,45,False,,https://community.vrbo.com/s/,,,,,
compass.homeaway.com,Access Denied,403,269,compass.homeaway.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-02T00:00:00Z,2023-12-02T23:59:59Z,"CN=homeaway.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",homeaway.com,"Expedia Group, Inc.",*.homelidays.it,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3632ae38a7a539df78cf08138c21beac,e88f064ec04d6bb3412d310d07579dc3cf203af4479aa1242f397195c50dc34b,True,ctls,compass.homeaway.com,,443,https://compass.homeaway.com:443,https,AkamaiGHost,text/html,GET,2.16.187.152,/,2029479205,2.16.187.48,,10,False,,,True,,,,
compliance.expedia.com,GCO Compliance Report Database,200,2550,compliance.expedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-12T17:14:21Z,2023-10-12T17:14:21Z,"CN=compliance.expedia.com, O=Expedia\, Inc, L=Bellevue, ST=Washington, C=US",compliance.expedia.com,"Expedia, Inc",compliance.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",652d253a073d7c26f25db391f100f6b2,7fd62a40db4e9fe9c5af5e8353498aeb9d853842ed026a001ed483a61e4a9f3d,,ctls,compliance.expedia.com,,443,https://compliance.expedia.com:443,https,Apache/2.4.56 (Amazon) PHP/7.0.33,text/html,GET,54.161.210.246,/,-780928015,52.22.13.158,PHP:7.0.33,69,False,,,,,,,
components-catalogue-bucket.prod.epsdecaf.expedia.com,,403,243,components-catalogue-bucket.prod.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-26T09:09:41Z,2023-11-19T09:09:41Z,"CN=components-catalogue-bucket.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",components-catalogue-bucket.prod.epsdecaf.expedia.com,"Expedia, Inc.",components-catalogue-bucket.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",6c2243147acc82b619babce4525d6da2,0b3ba3c8ce8d720ae9095f40d7f6089be5489a52e110162dd6afdbab9ea5298d,,ctls,components-catalogue-bucket.prod.epsdecaf.expedia.com,cloudfront,443,https://components-catalogue-bucket.prod.epsdecaf.expedia.com:443,https,AmazonS3,application/xml,GET,18.66.122.104,/,1929136460,2600:9000:2250:5e00:1d:a9a2:5280:93a1,Amazon Web Services,2,False,True,,,,,,
components-catalogue-bucket.test.epsdecaf.expedia.com,,403,243,components-catalogue-bucket.test.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T08:56:33Z,2023-10-10T08:56:33Z,"CN=components-catalogue-bucket.test.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",components-catalogue-bucket.test.epsdecaf.expedia.com,"Expedia, Inc.",components-catalogue-bucket.test.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",138b0f4969c6520eefed5f59858f787b,bdfe88a948e6e84a98a2ed4013d8656519b63b32fb0ad46820b5ce275a794201,,ctls,components-catalogue-bucket.test.epsdecaf.expedia.com,cloudfront,443,https://components-catalogue-bucket.test.epsdecaf.expedia.com:443,https,AmazonS3,application/xml,GET,143.204.89.55,/,885329104,2600:9000:2156:dc00:0:74e1:e6c0:93a1,Amazon Web Services,2,False,True,,,,,,
components-infrastructure-canary-bucket.prod.epsdecaf.expedia.com,ERROR: The request could not be satisfied,403,919,components-infrastructure-canary-bucket.prod.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T15:52:50Z,2023-10-07T15:52:49Z,"CN=components-infrastructure-main-bucket.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",components-infrastructure-main-bucket.prod.epsdecaf.expedia.com,"Expedia, Inc.",components-infrastructure-canary-bucket.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",acbbfcb46de773e6d38f13e6538acb7f,c0c50fb8a9eba798abb9fd3a8ff67013e6f9b585b948905041ed56d7ea7d62ad,,ctls,components-infrastructure-canary-bucket.prod.epsdecaf.expedia.com,cloudfront,443,https://components-infrastructure-canary-bucket.prod.epsdecaf.expedia.com:443,https,CloudFront,text/html,GET,143.204.215.89,/,566795643,2600:9000:214f:aa00:d:6713:4c40:93a1,Amazon Web Services,20,False,True,,,,,,
components-infrastructure-canary-bucket.test.epsdecaf.expedia.com,,403,243,components-infrastructure-canary-bucket.test.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T15:47:50Z,2023-10-07T15:47:50Z,"CN=components-infrastructure-main-bucket.test.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",components-infrastructure-main-bucket.test.epsdecaf.expedia.com,"Expedia, Inc.",components-infrastructure-canary-bucket.test.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5429507dda468892799106563c449d42,61132a00dc1031e379cf5a9a3009a3a5c64ee269e60a483db030a315f02b21e6,,ctls,components-infrastructure-canary-bucket.test.epsdecaf.expedia.com,cloudfront,443,https://components-infrastructure-canary-bucket.test.epsdecaf.expedia.com:443,https,AmazonS3,application/xml,GET,65.9.66.79,/,-670065234,2600:9000:206f:9000:6:c69e:10c0:93a1,Amazon Web Services,2,False,True,,,,,,
components-infrastructure-main-bucket.prod.epsdecaf.expedia.com,ERROR: The request could not be satisfied,403,919,components-infrastructure-main-bucket.prod.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T15:52:50Z,2023-10-07T15:52:49Z,"CN=components-infrastructure-main-bucket.prod.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",components-infrastructure-main-bucket.prod.epsdecaf.expedia.com,"Expedia, Inc.",components-infrastructure-canary-bucket.prod.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",acbbfcb46de773e6d38f13e6538acb7f,c0c50fb8a9eba798abb9fd3a8ff67013e6f9b585b948905041ed56d7ea7d62ad,,ctls,components-infrastructure-main-bucket.prod.epsdecaf.expedia.com,cloudfront,443,https://components-infrastructure-main-bucket.prod.epsdecaf.expedia.com:443,https,CloudFront,text/html,GET,18.66.112.120,/,-1807114655,2600:9000:223f:ba00:1b:187e:fb00:93a1,Amazon Web Services,20,False,True,,,,,,
components-infrastructure-main-bucket.test.epsdecaf.expedia.com,,403,243,components-infrastructure-main-bucket.test.epsdecaf.expedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T15:47:50Z,2023-10-07T15:47:50Z,"CN=components-infrastructure-main-bucket.test.epsdecaf.expedia.com, O=Expedia\, Inc., L=Seattle, ST=Washington, C=US",components-infrastructure-main-bucket.test.epsdecaf.expedia.com,"Expedia, Inc.",components-infrastructure-canary-bucket.test.epsdecaf.expedia.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5429507dda468892799106563c449d42,61132a00dc1031e379cf5a9a3009a3a5c64ee269e60a483db030a315f02b21e6,,ctls,components-infrastructure-main-bucket.test.epsdecaf.expedia.com,cloudfront,443,https://components-infrastructure-main-bucket.test.epsdecaf.expedia.com:443,https,AmazonS3,application/xml,GET,13.32.27.88,/,-1088084535,2600:9000:211e:4a00:b:3dab:9300:93a1,Amazon Web Services,2,False,True,,,,,,
concorso.expediaitalia.it.ar.expedia.com,Default page,200,76,concorso.expediaitalia.it.ar.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T16:49:00Z,2038-01-12T16:49:00Z,"CN=CloudFlare Origin Certificate, OU=CloudFlare Origin CA, O=CloudFlare\, Inc.",CloudFlare Origin Certificate,"CloudFlare, Inc.",purparle.it,"ST=California, L=San Francisco, OU=CloudFlare Origin SSL Certificate Authority, O=CloudFlare\, Inc., C=US",,"CloudFlare, Inc.",7c49c38abbc8f7a1d029f7ee412baf0e,8662029a9a63ce49af99d8b7271f08166e2bab3d160acf8627f414dd90b137ee,True,ctls,concorso.expediaitalia.it.ar.expedia.com,,443,https://concorso.expediaitalia.it.ar.expedia.com:443,https,Apache,text/html,GET,217.29.160.147,/,-780928015,217.29.160.147,Apache,6,False,,,True,,,,
connect.abritel.fr,"Abritel | Locations vacances, locations saisonnières : villa, maison",200,264695,www.abritel.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.abritel.fr,,443,https://connect.abritel.fr:443,https,,text/html,GET,2.16.187.90,/,997060724,2.16.187.59,Zipkin,408,False,,https://www.abritel.fr/,True,,,,
connect.expediagroup.com,Expedia Group Community,200,16036,connect.expediagroup.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-08T23:59:59Z,CN=connect.expediagroup.com,connect.expediagroup.com,,api-connect.expediagroup.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,27fea670021dcad15a46fe0220095ce7,134f943f2560169cb9285973a8abb6fe95fe6a23a3e27046915d46c925a0f360,,ctls,connect.expediagroup.com,,443,https://connect.expediagroup.com:443,https,nginx,text/html,GET,54.241.150.60,/,-531112152,13.57.167.67,Nginx,182,False,,https://connect.expediagroup.com/connect/,,,,,
connect.fewo-direkt.de,Bot oder Mensch?,429,345380,www.fewo-direkt.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.fewo-direkt.de,,443,https://connect.fewo-direkt.de:443,https,istio-envoy,text/html,GET,23.11.206.9,/,997060724,23.11.206.32,Zipkin,182,False,,https://www.fewo-direkt.de/,True,,,,
connect.homeaway.com,Bot or Not?,429,282522,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,443,https://connect.homeaway.com:443,https,istio-envoy,text/html,GET,2.23.209.154,/,-124858428,2.23.209.192,Zipkin,118,False,,https://www.vrbo.com/,True,,,,
connect.vrbo.com,Bot or Not?,429,345295,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,80,http://connect.vrbo.com:80,http,istio-envoy,text/html,GET,23.11.206.9,/,-124858428,23.11.206.32,Zipkin,182,False,,https://www.vrbo.com/,True,,,,
console.ean.com,Console,200,5640,console.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T02:32:55Z,2023-07-18T02:32:54Z,CN=console.expediapartnersolutions.com,console.expediapartnersolutions.com,,console.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89cb2fd8cc4c29fc1502d66013f7f225,462df6c340befa534f81fdd0269bb4aaeab5411efa2636fd481f3916fc560c58,,ctls,console.expediapartnersolutions.com,,443,https://console.ean.com:443,https,AmazonS3,text/html,GET,2.23.209.191,/,1568740247,2.23.209.166,HSTS,26,False,,https://console.expediapartnersolutions.com/,,wss://*.expediapartnersolutions.com,,,
console.expediagroup.com,Welcome - Expedia Group Console,200,545254,console.expediagroup.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-20T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.expediagroup.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",*.expediagroup.com,"Expedia Group, Inc.",expediagroup.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f90b5ef4e29e870e5478cb06858db510,822f5b502bbaa5159d57c50e0f123ecb978ae03656260972bd50ee801ee52a84,True,ctls,console.expediagroup.com,,443,https://console.expediagroup.com:443,https,istio-envoy,text/html,GET,23.212.207.133,/,-1258314091,23.212.207.133,Zipkin,184,False,,,,,,,
console.expediapartnersolutions.com,Console,200,5640,console.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T02:32:55Z,2023-07-18T02:32:54Z,CN=console.expediapartnersolutions.com,console.expediapartnersolutions.com,,console.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89cb2fd8cc4c29fc1502d66013f7f225,462df6c340befa534f81fdd0269bb4aaeab5411efa2636fd481f3916fc560c58,,ctls,console.expediapartnersolutions.com,,443,https://console.expediapartnersolutions.com:443,https,AmazonS3,text/html,GET,2.23.209.138,/,-951337954,2a02:26f0:480:22::1726:62db,HSTS,26,False,,,,https://*.egdp-prod.aws.away.black,,,
console.vap.expedia.com,EG Travel Service Console,200,2493,console.vap.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-17T23:59:59Z,"CN=vap.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vap.expedia.com,"Expedia Group, Inc.",agent.console.expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4f186dc95cfd20f7f1a99641359c6417,6603caa4794f1bdaa500de6ff6bbc9082488212fe8cdb54b0bcbff01d17b1482,,ctls,console.vap.expedia.com,,443,https://console.vap.expedia.com:443,https,,text/html,GET,23.201.241.91,/,1606115133,23.201.241.91,Zipkin,21,False,,,,https:,,,
contactcenter.expedia.com,Access Denied,403,275,contactcenter.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-17T23:59:59Z,"CN=vap.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vap.expedia.com,"Expedia Group, Inc.",agent.console.expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4f186dc95cfd20f7f1a99641359c6417,6603caa4794f1bdaa500de6ff6bbc9082488212fe8cdb54b0bcbff01d17b1482,,ctls,contactcenter.expedia.com,,443,https://contactcenter.expedia.com:443,https,AkamaiGHost,text/html,GET,23.212.203.221,/,624754756,23.212.203.221,,10,False,,,,,,,
content.carrentals.com,,404,10,content.carrentals.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=carrentals.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",carrentals.com,"Expedia Group, Inc.",cardelmar.se,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d3440d1aefd910d1ecd13a0115a67a22,8e72bb3c6240d10831bce3d10232c231819b60600b276668c0724873ad8f4ebe,True,ctls,content.carrentals.com,,443,https://content.carrentals.com:443,https,Skipper,text/plain,GET,23.212.208.74,/,-573464491,23.212.208.74,,2,False,,,True,,,,
