new,host,a,cname,soa,status_code,aaaa,txt,cdn,cdn-name,mx,ns,caa,has_internal_ips,internal_ips
[x],firebasestorage.clients6.google.com,172.217.16.202,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80b::200a,,,,,,,,
[x],first.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],fit.google.com,142.250.74.206,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],fitbit.google.com,"142.251.167.100, 142.251.167.102, 142.251.167.138, 142.251.167.113, 142.251.167.101, 142.251.167.139",,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c1d::66, 2607:f8b0:4004:c1d::8b, 2607:f8b0:4004:c1d::65, 2607:f8b0:4004:c1d::8a",,,,,,,,
[x],flash.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],fleet.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],flight.google.com,142.250.203.142,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:401b:80e::200e,,,,,,,,
[x],flights.google.com,142.250.186.78,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:828::200e,,,,,,,,
[x],flow.corp.google.com,142.251.163.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1b::81,,,,,,,,
[x],flower.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],flux.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],fonts.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],food.google.com,"142.250.31.100, 142.250.31.102, 142.250.31.138, 142.250.31.113, 142.250.31.139, 142.250.31.101",,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c0b::8b, 2607:f8b0:4004:c0b::8a, 2607:f8b0:4004:c0b::71, 2607:f8b0:4004:c0b::66",,,,,,,,
[x],forecast.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],forms.google.com,142.250.186.142,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:82f::200e,,,,,,,,
[x],fotos.google.com,142.250.184.206,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:830::200e,,,,,,,,
[x],fp.corp.google.com,142.251.163.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1b::81,,,,,,,,
[x],fra-sccm-dp.ad.corp.google.com,,,,NOERROR,,,,,,,,,
[x],frame.ads-prod.qa.adz.google.com,142.251.16.129,,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1b::81,,,,,,,,
[x],frame.adwords-detours-prod.qa.adz.google.com,142.250.27.129,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],frame.adwords-next-external-devel.qa.adz.google.com,142.250.27.129,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],frame.ds-next-prod.qa.adz.google.com,142.250.27.129,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],frame.searchads-canary.qa.adz.google.com,142.251.1.129,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c1e::81,,,,,,,,
[x],freezone.google.com,,,,NOERROR,,,,,,,,,
[x],friendconnect.google.com,142.250.186.110,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:810::200e,,,,,,,,
[x],front-end-console-dev-test-proxy-server.api.verily.com,34.98.85.143,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],ftpout.blogger.com,66.102.15.83,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],fundingchoices.google.com,"142.251.163.102, 142.251.163.139, 142.251.163.138, 142.251.163.101, 142.251.163.100, 142.251.163.113",www3.l.google.com,,NOERROR,"2607:f8b0:4004:c1b::64, 2607:f8b0:4004:c1b::8a, 2607:f8b0:4004:c1b::71, 2607:f8b0:4004:c1b::65",,,,,,,,
[x],g.ext.google.com,172.253.62.121,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c07::79,,,,,,,,
[x],g55n0f6ua.drive.google.com,108.177.14.189,browserchannel-sites.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c0f::bd,,,,,,,,
[x],games.google.com,142.250.184.238,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:828::200e,,,,,,,,
[x],gamma5.clients6.google.com,209.85.233.95,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c03::5f,,,,,,,,
[x],ganeti-data.corp.google.com,172.253.122.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c09::81,,,,,,,,
[x],gas.l.google.com,"172.253.62.96, 172.253.115.96, 172.253.122.96, 172.253.63.96, 142.250.31.96, 142.251.111.96, 142.251.16.96, 64.233.186.96, 64.233.190.96, 172.217.192.96, 142.250.0.96, 142.251.0.96, 142.250.100.96, 142.250.141.96, 209.85.202.96, 209.85.203.96",,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],gate.corp.google.com,108.177.126.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4013:c01::81,,,,,,,,
[x],gateway.signalpath.com,"34.233.216.93, 52.202.145.229, 34.204.227.233, 52.44.136.107, 52.202.232.222",,"ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=service/production/gateway",,,,,,,
[x],gchips-ci-aoc.corp.google.com,,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gchips-ci-cpt.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gchips-ci-emu.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gchips-ci-fbc.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gchips-ci-hls.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gchips-ci-hvn.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gcore-dev-dtst02.corp.google.com,,,,NOERROR,,,,,,,,,
[x],gcore-lnp-ibmfs01.corp.google.com,142.251.163.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1b::81,,,,,,,,
[x],gcore-lnp-ibmfs03.corp.google.com,172.253.115.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c06::81,,,,,,,,
[x],gcore-sbx-ibmfs01.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],gcore-sbx-ibmfs02.corp.google.com,173.194.222.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c07::81,,,,,,,,
[x],gcore-sbx-ibmfs03.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],gcore-sbx-v7ku01.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],gcore-uat-ibmfs01.corp.google.com,172.253.115.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c06::81,,,,,,,,
[x],gcore-uat-ibmfs03.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],gcore.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],gcpm.corp.google.com,172.253.62.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c07::81,,,,,,,,
[x],gcpv2oceania-mx.client-channel.google.com,74.125.206.189,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c09::bd,,,,,,,,
[x],gd.google.com,"172.253.115.147, 172.253.115.106, 172.253.115.103, 172.253.115.99, 172.253.115.104, 172.253.115.105",www2.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4006:820::2004,,,,,,,,
[x],gdata.youtube.com,142.250.184.206,www4.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:827::200e,,,,,,,,
[x],ge-0-1-9.clients6.google.com,172.253.115.95,,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c17::5f,,,,,,,,
[x],ge1-4-bas2-1-apx.sandbox.google.com,64.233.166.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::451,,,,,,,,
[x],genesis.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],geospatial.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],get.duo.google.com,142.251.140.14,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4017:813::200e,,,,,,,,
[x],get.google.com,142.250.185.206,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:812::200e,,,,,,,,
[x],gfe.core.l.google.com,142.250.186.164,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],gfe.l.google.com,142.250.181.228,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],gg.google.com,172.217.23.110,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:830::200e,,,,,,,,
[x],ghs.google.com,108.177.14.121,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c08::79,,,,,,,,
[x],ghs4.google.com,142.250.186.147,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],ghs4.l.google.com,192.178.25.179,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],ghs46.google.com,142.250.74.211,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::2013,,,,,,,,
[x],ghs46.l.google.com,142.251.16.121,,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c17::79,,,,,,,,
[x],ghsync-staging.api.verily.com,34.117.242.190,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],giraffe.corp.google.com,172.253.62.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c07::81,,,,,,,,
[x],git.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],github-dashboard.api.verily.com,34.111.42.68,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],github.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],gjallarhorn.corp.google.com,172.253.122.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c09::81,,,,,,,,
[x],gl.corp.google.com,,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],glass.google.com,142.250.65.206,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4006:80f::200e,,,,,,,,
[x],glinux-images.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],glinux-installs.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],glinux-netboot.corp.google.com,172.253.122.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c09::81,,,,,,,,
[x],global-ad-pri-mbaws.clients6.google.com,172.217.20.74,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4017:80d::200a,,,,,,,,
[x],gmac.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],gmail-smtp-in.l.google.com,74.125.133.27,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c07::1a,,,,,,,,
[x],gmail.corp.google.com,172.253.62.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c07::81,,,,,,,,
[x],gmail.google.com,"173.194.73.113, 173.194.73.101, 173.194.73.102, 173.194.73.138, 173.194.73.100, 173.194.73.139",www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2a00:1450:4010:c02::8b, 2a00:1450:4010:c02::66, 2a00:1450:4010:c02::65, 2a00:1450:4010:c02::71",,,,,,,,
[x],gmr-smtp-in.l.google.com,142.251.167.14,,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1d::e,,,,,,,,
[x],go.ext.google.com,172.217.16.211,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::2013,,,,,,,,
[x],go.onduo.com,"3.92.120.28, 34.237.219.119, 18.208.125.13, 3.215.172.219, 52.54.96.194","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],go.projectbaseline.com,142.250.184.238,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c06::8b, 2607:f8b0:4004:c06::8a, 2607:f8b0:4004:c06::64, 2607:f8b0:4004:c06::71",,,,,,,,
[x],godoc.corp.google.com,172.253.62.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c07::81,,,,,,,,
[x],goggles.google.com,"172.253.62.139, 172.253.62.101, 172.253.62.100, 172.253.62.102, 172.253.62.113, 172.253.62.138",www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c07::66, 2607:f8b0:4004:c07::8a, 2607:f8b0:4004:c07::65, 2607:f8b0:4004:c07::71",,,,,,,,
[x],goobuntu-installs.corp.google.com,142.251.1.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c0b::81,,,,,,,,
[x],goobuntu.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],google-proxy-64-233-172-0.google.com,64.233.172.0,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-10.google.com,64.233.172.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-100.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-110.google.com,64.233.172.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-120.google.com,64.233.172.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-20.google.com,64.233.172.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-200.google.com,64.233.172.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-210.google.com,64.233.172.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-172-220.google.com,64.233.172.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-10.google.com,64.233.173.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-100.google.com,64.233.173.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-110.google.com,64.233.173.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-120.google.com,64.233.173.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-200.google.com,64.233.173.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-210.google.com,64.233.173.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-64-233-173-220.google.com,64.233.173.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-6-10.google.com,66.102.6.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-6-100.google.com,66.102.6.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-6-110.google.com,66.102.6.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-6-120.google.com,66.102.6.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-6-20.google.com,66.102.6.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-6-210.google.com,66.102.6.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-7-0.google.com,66.102.7.0,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-7-110.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-7-120.google.com,66.102.7.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-7-20.google.com,66.102.7.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-7-220.google.com,66.102.7.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-10.google.com,66.102.8.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-100.google.com,66.102.8.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-110.google.com,66.102.8.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-120.google.com,66.102.8.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-20.google.com,66.102.8.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-200.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-8-210.google.com,66.102.8.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-0.google.com,66.102.9.0,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-10.google.com,66.102.9.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-110.google.com,66.102.9.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-120.google.com,66.102.9.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-20.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-200.google.com,66.102.9.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-210.google.com,66.102.9.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-102-9-220.google.com,66.102.9.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-0.google.com,66.249.80.0,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-100.google.com,66.249.80.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-110.google.com,66.249.80.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-20.google.com,66.249.80.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-200.google.com,66.249.80.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-210.google.com,66.249.80.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-80-220.google.com,66.249.80.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-0.google.com,66.249.81.0,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-100.google.com,66.249.81.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-110.google.com,66.249.81.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-120.google.com,66.249.81.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-200.google.com,66.249.81.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-210.google.com,66.249.81.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-81-220.google.com,66.249.81.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-82-0.google.com,66.249.82.0,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-82-10.google.com,66.249.82.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-82-100.google.com,66.249.82.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-82-110.google.com,66.249.82.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-82-20.google.com,66.249.82.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-82-220.google.com,66.249.82.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-83-10.google.com,66.249.83.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-83-100.google.com,66.249.83.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-83-110.google.com,66.249.83.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-83-200.google.com,66.249.83.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-83-210.google.com,66.249.83.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-83-220.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-84-0.google.com,66.249.84.0,,,NOERROR,,,,,,,,,
[x],google-proxy-66-249-84-100.google.com,66.249.84.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-84-110.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-84-120.google.com,66.249.84.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-84-210.google.com,66.249.84.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-84-220.google.com,66.249.84.220,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-85-10.google.com,66.249.85.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-85-100.google.com,66.249.85.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-85-110.google.com,66.249.85.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-85-120.google.com,66.249.85.120,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-85-20.google.com,66.249.85.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-85-220.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-10.google.com,66.249.88.10,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-100.google.com,66.249.88.100,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-110.google.com,66.249.88.110,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-120.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-20.google.com,66.249.88.20,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-200.google.com,66.249.88.200,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-210.google.com,66.249.88.210,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],google-proxy-66-249-88-220.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
