new,host,a,soa,status_code,cdn,cdn-name,ns,aaaa,cname,mx,txt,caa,has_internal_ips,internal_ips
,cloudgz-ecs.gravityzone.bitdefender.comliveist.twist.com,"13.249.9.53, 13.249.9.89, 13.249.9.40, 13.249.9.127","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,cnsha4-corpclient-vpn2.img5.twist.com,"13.224.189.113, 13.224.189.25, 13.224.189.119, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,comet.twist.com,"52.70.1.112, 52.201.31.225, 18.233.185.77, 3.208.36.67, 3.234.98.234, 54.89.50.247","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,confluence-customers-config-meta.img5.twist.com,"13.249.9.89, 13.249.9.127, 13.249.9.40, 13.249.9.53","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,confluencepaypams.img5.twist.com,"13.224.189.6, 13.224.189.119, 13.224.189.113, 13.224.189.25","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,da.todoist.com,"143.204.89.96, 143.204.89.53, 143.204.89.92, 143.204.89.85","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:2400:1d:b016:1bc0:93a1, 2600:9000:2156:4000:1d:b016:1bc0:93a1, 2600:9000:2156:4e00:1d:b016:1bc0:93a1, 2600:9000:2156:3400:1d:b016:1bc0:93a1, 2600:9000:2156:e600:1d:b016:1bc0:93a1, 2600:9000:2156:2c00:1d:b016:1bc0:93a1, 2600:9000:2156:3600:1d:b016:1bc0:93a1, 2600:9000:2156:8800:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,daire-straites.twist.com,"13.224.189.113, 13.224.189.6, 13.224.189.119, 13.224.189.25","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,dam-busters.twist.com,"13.224.189.25, 13.224.189.6, 13.224.189.113, 13.224.189.119","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,dbmssystem-config-teamchefprivate-alphastaging-cache.twist.com,"13.32.208.124, 13.32.208.14, 13.32.208.57, 13.32.208.103","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,dbmsweb01.images.twist.com,"13.224.189.119, 13.224.189.6, 13.224.189.25, 13.224.189.113","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,de.todoist.com,"143.204.231.32, 143.204.231.69, 143.204.231.58, 143.204.231.67","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-158.awsdns-19.com","2600:9000:2113:600:1d:b016:1bc0:93a1, 2600:9000:2113:e600:1d:b016:1bc0:93a1, 2600:9000:2113:c600:1d:b016:1bc0:93a1, 2600:9000:2113:bc00:1d:b016:1bc0:93a1, 2600:9000:2113:c800:1d:b016:1bc0:93a1, 2600:9000:2113:3400:1d:b016:1bc0:93a1, 2600:9000:2113:1400:1d:b016:1bc0:93a1, 2600:9000:2113:5a00:1d:b016:1bc0:93a1",todoist.com,"alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,demo.a.twist.com,"13.224.189.113, 13.224.189.6, 13.224.189.25, 13.224.189.119","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,dev-node-i-svn.twist.com,"13.249.9.53, 13.249.9.40, 13.249.9.127, 13.249.9.89","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,developer.twist.com,"108.157.214.80, 108.157.214.118, 108.157.214.68, 108.157.214.84","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:2334:ee00:1b:322d:1240:93a1, 2600:9000:2334:c600:1b:322d:1240:93a1, 2600:9000:2334:e00:1b:322d:1240:93a1, 2600:9000:2334:1200:1b:322d:1240:93a1, 2600:9000:2334:a00:1b:322d:1240:93a1, 2600:9000:2334:4000:1b:322d:1240:93a1, 2600:9000:2334:dc00:1b:322d:1240:93a1, 2600:9000:2334:1800:1b:322d:1240:93a1",,,,,,
,download-50centin-the-clubmid.twist.com,"13.224.189.25, 13.224.189.113, 13.224.189.119, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,downloads.twist.com,"13.226.153.43, 13.226.153.2, 13.226.153.36, 13.226.153.92","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,elasticbeanstalkconfluence.twist.com,"18.244.102.78, 18.244.102.66, 18.244.102.93, 18.244.102.86","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,electron-dl.twist.com,,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,em.todoist.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,u1623921.wl.sendgrid.net,mx.sendgrid.net,v=spf1 ip4:167.89.38.33 ip4:50.31.40.40 ip4:50.31.40.52 ip4:50.31.40.62 ip4:50.31.61.47 ip4:50.31.61.7 -all,,,
,en.todoist.com,"143.204.89.85, 143.204.89.92, 143.204.89.96, 143.204.89.53","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-158.awsdns-19.com, ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-1799.awsdns-32.co.uk","2600:9000:2156:f200:1d:b016:1bc0:93a1, 2600:9000:2156:600:1d:b016:1bc0:93a1, 2600:9000:2156:2c00:1d:b016:1bc0:93a1, 2600:9000:2156:3000:1d:b016:1bc0:93a1, 2600:9000:2156:6200:1d:b016:1bc0:93a1, 2600:9000:2156:8200:1d:b016:1bc0:93a1, 2600:9000:2156:ca00:1d:b016:1bc0:93a1, 2600:9000:2156:dc00:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,es.todoist.com,"143.204.89.92, 143.204.89.85, 143.204.89.53, 143.204.89.96","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:e600:1d:b016:1bc0:93a1, 2600:9000:2156:9c00:1d:b016:1bc0:93a1, 2600:9000:2156:4800:1d:b016:1bc0:93a1, 2600:9000:2156:b600:1d:b016:1bc0:93a1, 2600:9000:2156:f400:1d:b016:1bc0:93a1, 2600:9000:2156:b200:1d:b016:1bc0:93a1, 2600:9000:2156:5800:1d:b016:1bc0:93a1, 2600:9000:2156:400:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,ext.todoist.com,"143.204.89.53, 143.204.89.85, 143.204.89.96, 143.204.89.92","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:1c00:1d:b016:1bc0:93a1, 2600:9000:2156:3a00:1d:b016:1bc0:93a1, 2600:9000:2156:3c00:1d:b016:1bc0:93a1, 2600:9000:2156:c00:1d:b016:1bc0:93a1, 2600:9000:2156:1800:1d:b016:1bc0:93a1, 2600:9000:2156:9200:1d:b016:1bc0:93a1, 2600:9000:2156:c600:1d:b016:1bc0:93a1, 2600:9000:2156:2400:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,faucet-bridge.img5.twist.com,"18.172.153.52, 18.172.153.118, 18.172.153.42, 18.172.153.53","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,fi.todoist.com,"108.157.214.100, 108.157.214.97, 108.157.214.2, 108.157.214.15","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-158.awsdns-19.com","2600:9000:2334:da00:1d:b016:1bc0:93a1, 2600:9000:2334:6600:1d:b016:1bc0:93a1, 2600:9000:2334:b400:1d:b016:1bc0:93a1, 2600:9000:2334:e400:1d:b016:1bc0:93a1, 2600:9000:2334:5e00:1d:b016:1bc0:93a1, 2600:9000:2334:a00:1d:b016:1bc0:93a1, 2600:9000:2334:1a00:1d:b016:1bc0:93a1, 2600:9000:2334:c800:1d:b016:1bc0:93a1",todoist.com,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com","stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM","mailto:aws.ops@doist.com, amazon.com",,
,files.todoist.com,"143.204.231.69, 143.204.231.32, 143.204.231.67, 143.204.231.58","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2553:7a00:1d:b016:1bc0:93a1, 2600:9000:2553:800:1d:b016:1bc0:93a1, 2600:9000:2553:2800:1d:b016:1bc0:93a1, 2600:9000:2553:de00:1d:b016:1bc0:93a1, 2600:9000:2553:d400:1d:b016:1bc0:93a1, 2600:9000:2553:2600:1d:b016:1bc0:93a1, 2600:9000:2553:4000:1d:b016:1bc0:93a1, 2600:9000:2553:a600:1d:b016:1bc0:93a1",todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,finding-nemo-seagull-mine-sound.twist.com,"13.224.189.6, 13.224.189.119, 13.224.189.113, 13.224.189.25","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,finding-nemo.twist.com,"13.224.189.113, 13.224.189.25, 13.224.189.119, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,firefox.todoist.com,"108.157.4.19, 108.157.4.97, 108.157.4.51, 108.157.4.111","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-158.awsdns-19.com","2600:9000:2315:f600:1d:b016:1bc0:93a1, 2600:9000:2315:2200:1d:b016:1bc0:93a1, 2600:9000:2315:c200:1d:b016:1bc0:93a1, 2600:9000:2315:be00:1d:b016:1bc0:93a1, 2600:9000:2315:b800:1d:b016:1bc0:93a1, 2600:9000:2315:c800:1d:b016:1bc0:93a1, 2600:9000:2315:9000:1d:b016:1bc0:93a1, 2600:9000:2315:8200:1d:b016:1bc0:93a1",todoist.com,"alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com","stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM","mailto:aws.ops@doist.com, amazon.com",,
,forum-finops-m1historyapi.img5.twist.com,"13.224.189.6, 13.224.189.119, 13.224.189.25, 13.224.189.113","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,fpoa28.twist.com,"18.244.102.66, 18.244.102.78, 18.244.102.86, 18.244.102.93","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,free-metal-gear-polyphonic-ringtone-sent-direct-to-your-phone.twist.com,"13.249.9.53, 13.249.9.89, 13.249.9.40, 13.249.9.127","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,ftp.todoist.com,"143.204.89.53, 143.204.89.92, 143.204.89.96, 143.204.89.85","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2156:1c00:1d:b016:1bc0:93a1, 2600:9000:2156:6c00:1d:b016:1bc0:93a1, 2600:9000:2156:f200:1d:b016:1bc0:93a1, 2600:9000:2156:5000:1d:b016:1bc0:93a1, 2600:9000:2156:3200:1d:b016:1bc0:93a1, 2600:9000:2156:d400:1d:b016:1bc0:93a1, 2600:9000:2156:4a00:1d:b016:1bc0:93a1, 2600:9000:2156:4600:1d:b016:1bc0:93a1",todoist.com,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com","stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM","mailto:aws.ops@doist.com, amazon.com",,
,game.twist.com,"13.32.208.14, 13.32.208.103, 13.32.208.57, 13.32.208.124","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,gcp-jiratunnel-mx.img5.twist.com,"13.224.189.119, 13.224.189.6, 13.224.189.25, 13.224.189.113","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,gcp-v3upload-internalminerva-clients-stats-corp.img5.twist.com,"13.249.9.89, 13.249.9.53, 13.249.9.127, 13.249.9.40","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,gridlogic-dev.img5.twist.com,"52.85.242.81, 52.85.242.23, 52.85.242.49, 52.85.242.45","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,h-135-207-51-92.twist.com,"13.249.9.127, 13.249.9.53, 13.249.9.40, 13.249.9.89","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,h-135-207-58-2.img5.twist.com,"18.172.153.42, 18.172.153.53, 18.172.153.118, 18.172.153.52","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,hi.todoist.com,"108.157.4.97, 108.157.4.51, 108.157.4.19, 108.157.4.111","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net","2600:9000:2315:4800:1d:b016:1bc0:93a1, 2600:9000:2315:a00:1d:b016:1bc0:93a1, 2600:9000:2315:6800:1d:b016:1bc0:93a1, 2600:9000:2315:a400:1d:b016:1bc0:93a1, 2600:9000:2315:7600:1d:b016:1bc0:93a1, 2600:9000:2315:9600:1d:b016:1bc0:93a1, 2600:9000:2315:1800:1d:b016:1bc0:93a1, 2600:9000:2315:5400:1d:b016:1bc0:93a1",todoist.com,"aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","amazon.com, mailto:aws.ops@doist.com",,
,hooks.twist.com,"52.201.31.225, 52.70.1.112, 3.208.36.67, 54.89.50.247, 3.234.98.234, 18.233.185.77","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,image-resize.todoist.com,"52.55.78.214, 34.202.225.118","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,image.twist.com,"13.32.208.124, 13.32.208.14, 13.32.208.57, 13.32.208.103","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,images-compute.twist.com,"13.224.189.119, 13.224.189.6, 13.224.189.25, 13.224.189.113","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,images-service.twist.com,"13.224.189.119, 13.224.189.6, 13.224.189.25, 13.224.189.113","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,images.twist.com,"13.249.9.89, 13.249.9.40, 13.249.9.53, 13.249.9.127","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,img5.twist.com,"108.156.60.121, 108.156.60.111, 108.156.60.67, 108.156.60.64","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,inbox-ml.twist.com,"52.70.1.112, 3.208.36.67, 18.233.185.77, 52.201.31.225, 3.234.98.234, 54.89.50.247","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,info.twist.com,"13.249.9.127, 13.249.9.89, 13.249.9.53, 13.249.9.40","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1217.awsdns-24.org, ns-1768.awsdns-29.co.uk, ns-440.awsdns-55.com, ns-666.awsdns-19.net",,,,,,,
,ios.todoist.com,"18.165.227.48, 18.165.227.90, 18.165.227.51, 18.165.227.57","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk, ns-938.awsdns-53.net",,todoist.com,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com",,"mailto:aws.ops@doist.com, amazon.com",,
,ipv4-c001-cjb001-yashashcable-isp.twist.com,"108.157.4.101, 108.157.4.22, 108.157.4.38, 108.157.4.73","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,ipv6-c075-mci001-ix.img5.twist.com,"13.224.189.25, 13.224.189.113, 13.224.189.6, 13.224.189.119","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,it.todoist.com,"143.204.89.92, 143.204.89.53, 143.204.89.85, 143.204.89.96","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk","2600:9000:2156:c000:1d:b016:1bc0:93a1, 2600:9000:2156:ea00:1d:b016:1bc0:93a1, 2600:9000:2156:cc00:1d:b016:1bc0:93a1, 2600:9000:2156:6800:1d:b016:1bc0:93a1, 2600:9000:2156:a600:1d:b016:1bc0:93a1, 2600:9000:2156:6400:1d:b016:1bc0:93a1, 2600:9000:2156:4400:1d:b016:1bc0:93a1, 2600:9000:2156:8400:1d:b016:1bc0:93a1",todoist.com,"alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com, aspmx2.googlemail.com, alt1.aspmx.l.google.com","v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0","amazon.com, mailto:aws.ops@doist.com",,
,ja.todoist.com,"143.204.89.53, 143.204.89.92, 143.204.89.96, 143.204.89.85","ns-938.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-938.awsdns-53.net, ns-1046.awsdns-02.org, ns-158.awsdns-19.com, ns-1799.awsdns-32.co.uk","2600:9000:2156:9a00:1d:b016:1bc0:93a1, 2600:9000:2156:3000:1d:b016:1bc0:93a1, 2600:9000:2156:7e00:1d:b016:1bc0:93a1, 2600:9000:2156:bc00:1d:b016:1bc0:93a1, 2600:9000:2156:fe00:1d:b016:1bc0:93a1, 2600:9000:2156:f000:1d:b016:1bc0:93a1, 2600:9000:2156:8c00:1d:b016:1bc0:93a1, 2600:9000:2156:2e00:1d:b016:1bc0:93a1",todoist.com,"aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","google-site-verification=4pDpVOToxDHHaDHdvP4NSYncQfLy_P49PHUeGii6Ju0, google-site-verification=6Y4q4zdcxAev8dDUnZXkXJhS0FbjZr0jbe3oRoCKHIM, stripe-verification=181c3edd1ca1c05f73e4b196a63f8adf429d775015703d3ba2a5f6325fb7711b, v=spf1 a include:_spf.google.com include:sendgrid.net include:mail.zendesk.com include:spf.mtasv.net -all","mailto:aws.ops@doist.com, amazon.com",,
,jptyo5-3pclient-vpn1.img5.twist.com,"13.224.189.119, 13.224.189.6, 13.224.189.25, 13.224.189.113","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,katie-melua-downloud.twist.com,"13.224.189.119, 13.224.189.113, 13.224.189.25, 13.224.189.6","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,kishimotoweb.twist.com,"18.172.153.52, 18.172.153.42, 18.172.153.118, 18.172.153.53","ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
