new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa
[x],adminapi-ohi.test-idaas.pingone.com,3.131.39.132,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],adminapi.idaas.pingone.com,3.132.239.47,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],adminapi.ort-idaas.pingone.com,18.189.168.207,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],adminapi.test-idaas.pingone.com,3.131.39.132,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],agreement-mgmt.pingone.com,"13.227.219.128, 13.227.219.86, 13.227.219.41, 13.227.219.106","2600:9000:21c7:4600:7:d9ab:9480:93a1, 2600:9000:21c7:a800:7:d9ab:9480:93a1, 2600:9000:21c7:de00:7:d9ab:9480:93a1, 2600:9000:21c7:bc00:7:d9ab:9480:93a1, 2600:9000:21c7:be00:7:d9ab:9480:93a1, 2600:9000:21c7:2600:7:d9ab:9480:93a1, 2600:9000:21c7:1e00:7:d9ab:9480:93a1, 2600:9000:21c7:3c00:7:d9ab:9480:93a1",d6q0x7j605h76.cloudfront.net,"ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com","ns-847.awsdns-41.net, ns-1426.awsdns-50.org, ns-163.awsdns-20.com, ns-1883.awsdns-43.co.uk",NOERROR,True,cloudfront,,,
[x],akamai-test.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],akamai.pingone.com,"44.240.2.215, 3.129.185.94, 44.241.84.41, 3.130.152.31, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],andadd.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],antivirus-uk.pingone.com,"3.130.152.31, 44.240.2.215, 3.17.229.99, 44.241.84.41, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],antivirus.booking-api.pingone.com,"44.240.2.215, 3.129.185.94, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],antivirusadminhiroutingsvc.pingone.com,"44.241.84.41, 3.129.185.94, 52.11.201.206, 44.240.2.215, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],antivirusadmintage.pingone.com,"3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],antivirusprdlvdcplatform.pingone.com,"3.129.185.94, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],antivirusupport.pps-staging.pingone.com,"3.17.229.99, 3.129.185.94, 44.241.84.41, 44.240.2.215, 3.130.152.31, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],api-sre-01.pingone.com,"3.17.229.99, 52.11.201.206, 44.241.84.41, 44.240.2.215, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],api-sre-728215373873.pingone.com,"3.129.185.94, 52.11.201.206, 3.17.229.99, 44.240.2.215, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],api-sre-us-east-2-01.pingone.com,"3.17.229.99, 44.240.2.215, 52.11.201.206, 3.130.152.31, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],api-sre-us-east-2.pingone.com,,,d3pvnojju3ezx9.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,
[x],api-staging.pingone.com,"13.225.34.105, 13.225.34.83, 13.225.34.80, 13.225.34.36","2600:9000:219c:4400:7:81a9:fc0:93a1, 2600:9000:219c:9200:7:81a9:fc0:93a1, 2600:9000:219c:9a00:7:81a9:fc0:93a1, 2600:9000:219c:b200:7:81a9:fc0:93a1, 2600:9000:219c:800:7:81a9:fc0:93a1, 2600:9000:219c:5200:7:81a9:fc0:93a1, 2600:9000:219c:f600:7:81a9:fc0:93a1, 2600:9000:219c:4800:7:81a9:fc0:93a1",dmo1r9cx39agv.cloudfront.net,"ns-1374.awsdns-43.org, awsdns-hostmaster.amazon.com","ns-1374.awsdns-43.org, ns-1950.awsdns-51.co.uk, ns-507.awsdns-63.com, ns-622.awsdns-13.net",NOERROR,True,cloudfront,,,
[x],api-us-east-2.pingone.com,"108.138.17.121, 108.138.17.120, 108.138.17.117, 108.138.17.13","2600:9000:2491:1800:10:8e9b:1700:93a1, 2600:9000:2491:4800:10:8e9b:1700:93a1, 2600:9000:2491:c400:10:8e9b:1700:93a1, 2600:9000:2491:2000:10:8e9b:1700:93a1, 2600:9000:2491:6a00:10:8e9b:1700:93a1, 2600:9000:2491:9200:10:8e9b:1700:93a1, 2600:9000:2491:5200:10:8e9b:1700:93a1, 2600:9000:2491:be00:10:8e9b:1700:93a1",d3urq76yibhcgs.cloudfront.net,"ns-227.awsdns-28.com, awsdns-hostmaster.amazon.com","ns-1088.awsdns-08.org, ns-1736.awsdns-25.co.uk, ns-227.awsdns-28.com, ns-976.awsdns-58.net",NOERROR,True,cloudfront,,,
[x],api.idaas.pingone.com,"44.239.168.123, 44.242.101.148, 54.201.92.45",,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com","ns-1290.awsdns-33.org, ns-441.awsdns-55.com, ns-726.awsdns-26.net",NOERROR,,,,,
[x],api.pingone.com,"18.66.122.121, 18.66.122.26, 18.66.122.122, 18.66.122.19","2600:9000:2250:6400:16:8491:1300:93a1, 2600:9000:2250:2600:16:8491:1300:93a1, 2600:9000:2250:ec00:16:8491:1300:93a1, 2600:9000:2250:b800:16:8491:1300:93a1, 2600:9000:2250:f400:16:8491:1300:93a1, 2600:9000:2250:6000:16:8491:1300:93a1, 2600:9000:2250:3000:16:8491:1300:93a1, 2600:9000:2250:ac00:16:8491:1300:93a1",d17jnxrmwrbg.cloudfront.net,"ns-1949.awsdns-51.co.uk, awsdns-hostmaster.amazon.com","ns-1506.awsdns-60.org, ns-1949.awsdns-51.co.uk, ns-240.awsdns-30.com, ns-756.awsdns-30.net",NOERROR,True,cloudfront,,,
[x],appportal-ohi.perf-idaas.pingone.com,"3.130.152.31, 52.11.201.206, 3.17.229.99, 3.129.185.94, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],appportal.perf-idaas.pingone.com,"3.17.229.99, 3.129.185.94, 44.240.2.215, 3.130.152.31, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],apps-staging.pingone.com,"18.66.147.123, 18.66.147.93, 18.66.147.129, 18.66.147.88","2600:9000:225e:a400:2:d518:7500:93a1, 2600:9000:225e:4800:2:d518:7500:93a1, 2600:9000:225e:8c00:2:d518:7500:93a1, 2600:9000:225e:7800:2:d518:7500:93a1, 2600:9000:225e:c400:2:d518:7500:93a1, 2600:9000:225e:ca00:2:d518:7500:93a1, 2600:9000:225e:fc00:2:d518:7500:93a1, 2600:9000:225e:b200:2:d518:7500:93a1",d2twdjkkt66pqs.cloudfront.net,"ns-1611.awsdns-09.co.uk, awsdns-hostmaster.amazon.com","ns-1611.awsdns-09.co.uk, ns-1195.awsdns-21.org, ns-620.awsdns-13.net, ns-351.awsdns-43.com",NOERROR,True,cloudfront,,,
[x],apps.pingone.com,"108.156.46.104, 108.156.46.5, 108.156.46.14, 108.156.46.121","2600:9000:2361:2200:d:6dc6:8fc0:93a1, 2600:9000:2361:3e00:d:6dc6:8fc0:93a1, 2600:9000:2361:3a00:d:6dc6:8fc0:93a1, 2600:9000:2361:a00:d:6dc6:8fc0:93a1, 2600:9000:2361:f000:d:6dc6:8fc0:93a1, 2600:9000:2361:2000:d:6dc6:8fc0:93a1, 2600:9000:2361:ca00:d:6dc6:8fc0:93a1, 2600:9000:2361:c600:d:6dc6:8fc0:93a1",d15mnlh1i1gc3j.cloudfront.net,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,
[x],assets-test.pingone.com,"52.222.214.28, 52.222.214.129, 52.222.214.87, 52.222.214.106","2600:9000:223d:a00:e:181d:f1c0:93a1, 2600:9000:223d:c800:e:181d:f1c0:93a1, 2600:9000:223d:fa00:e:181d:f1c0:93a1, 2600:9000:223d:c00:e:181d:f1c0:93a1, 2600:9000:223d:5a00:e:181d:f1c0:93a1, 2600:9000:223d:f800:e:181d:f1c0:93a1, 2600:9000:223d:6400:e:181d:f1c0:93a1, 2600:9000:223d:7000:e:181d:f1c0:93a1",dl4fqtx3zfrgn.cloudfront.net,"ns-1557.awsdns-02.co.uk, awsdns-hostmaster.amazon.com","ns-1116.awsdns-11.org, ns-1557.awsdns-02.co.uk, ns-480.awsdns-60.com, ns-516.awsdns-00.net",NOERROR,True,cloudfront,,,
[x],assets.pingone.com,"99.84.208.27, 99.84.208.54, 99.84.208.113, 99.84.208.9, 205.251.193.26, 205.251.195.25, 205.251.197.126, 205.251.199.136","2600:9000:2199:1a00:9:4a83:f500:93a1, 2600:9000:2199:ba00:9:4a83:f500:93a1, 2600:9000:2199:9e00:9:4a83:f500:93a1, 2600:9000:2199:6000:9:4a83:f500:93a1, 2600:9000:2199:2600:9:4a83:f500:93a1, 2600:9000:2199:9600:9:4a83:f500:93a1, 2600:9000:2199:1800:9:4a83:f500:93a1, 2600:9000:2199:a400:9:4a83:f500:93a1",d2zt7zj05w46vo.cloudfront.net,"ns-793.awsdns-35.net, awsdns-hostmaster.amazon.com","ns-1406.awsdns-47.org, ns-793.awsdns-35.net, ns-282.awsdns-35.com, ns-1928.awsdns-49.co.uk",NOERROR,True,cloudfront,,,
[x],auth-sre-01.pingone.com,"44.240.2.215, 3.17.229.99, 3.129.185.94, 3.130.152.31, 52.11.201.206, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],auth-sre-728215373873.pingone.com,"3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],auth-sre-us-east-2-01.pingone.com,"3.129.185.94, 44.240.2.215, 3.130.152.31, 52.11.201.206, 3.17.229.99, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],auth-sre-us-east-2-728215373873.pingone.com,"3.17.229.99, 3.129.185.94, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],auth-sre-us-east-2.pingone.com,,,d3gzg8wemmh4ya.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,
[x],auth-staging.pingone.com,"143.204.89.110, 143.204.89.119, 143.204.89.35, 143.204.89.40","2600:9000:2156:6400:1d:e3c7:d680:93a1, 2600:9000:2156:4400:1d:e3c7:d680:93a1, 2600:9000:2156:8a00:1d:e3c7:d680:93a1, 2600:9000:2156:6000:1d:e3c7:d680:93a1, 2600:9000:2156:d600:1d:e3c7:d680:93a1, 2600:9000:2156:5800:1d:e3c7:d680:93a1, 2600:9000:2156:1200:1d:e3c7:d680:93a1, 2600:9000:2156:3a00:1d:e3c7:d680:93a1",d2v9mbna2r6au2.cloudfront.net,"ns-314.awsdns-39.com, awsdns-hostmaster.amazon.com","ns-906.awsdns-49.net, ns-314.awsdns-39.com, ns-1326.awsdns-37.org, ns-1993.awsdns-57.co.uk",NOERROR,True,cloudfront,,,
[x],auth.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],auth.idaas.pingone.com,"34.208.245.187, 34.209.190.49, 34.212.94.79",,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],auth.pingone.com,"108.156.60.108, 108.156.60.128, 108.156.60.87, 108.156.60.13","2600:9000:2394:1200:6:5b5:5680:93a1, 2600:9000:2394:c000:6:5b5:5680:93a1, 2600:9000:2394:5800:6:5b5:5680:93a1, 2600:9000:2394:2800:6:5b5:5680:93a1, 2600:9000:2394:a400:6:5b5:5680:93a1, 2600:9000:2394:c200:6:5b5:5680:93a1, 2600:9000:2394:4a00:6:5b5:5680:93a1, 2600:9000:2394:2e00:6:5b5:5680:93a1",d3vol3lyj0eg62.cloudfront.net,"ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com","ns-1852.awsdns-39.co.uk, ns-234.awsdns-29.com, ns-604.awsdns-11.net, ns-1059.awsdns-04.org",NOERROR,True,cloudfront,,,
[x],authall.idaas.pingone.com,34.218.181.19,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com","ns-1290.awsdns-33.org, ns-441.awsdns-55.com, ns-726.awsdns-26.net",NOERROR,,,,,
[x],authall.ort-idaas.pingone.com,3.133.55.31,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],authenticator.pingone.com,3.133.0.14,,authall.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],autilityponeocovid19.sa.pingone.com,"3.129.185.94, 52.11.201.206, 3.130.152.31, 3.17.229.99, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],autoconfig.pingone.com,"3.17.229.99, 3.129.185.94, 44.240.2.215, 3.130.152.31, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],autoconfig.ticketsapi-covideo-isus.pingone.com,"3.17.229.99, 3.130.152.31, 52.11.201.206, 3.129.185.94, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],awsdashboard.apps-staging.pingone.com,"44.240.2.215, 44.241.84.41, 3.129.185.94, 52.11.201.206, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],awsdashboard.pingone.com,"3.130.152.31, 44.240.2.215, 52.11.201.206, 3.17.229.99, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],b.pingone.com,"52.11.201.206, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],b8ae798b-64b2-4e6b-b587-d3e5f47495ab.edge1-test.pingone.com,"108.157.229.125, 108.157.229.64, 108.157.229.72, 108.157.229.50","2600:9000:2395:b600:10:420f:6400:93a1, 2600:9000:2395:1000:10:420f:6400:93a1, 2600:9000:2395:9c00:10:420f:6400:93a1, 2600:9000:2395:8e00:10:420f:6400:93a1, 2600:9000:2395:ac00:10:420f:6400:93a1, 2600:9000:2395:2800:10:420f:6400:93a1, 2600:9000:2395:1200:10:420f:6400:93a1, 2600:9000:2395:9600:10:420f:6400:93a1",d2ci0amtcxpyts.cloudfront.net,"ns-227.awsdns-28.com, awsdns-hostmaster.amazon.com","ns-227.awsdns-28.com, ns-817.awsdns-38.net, ns-1070.awsdns-05.org, ns-1559.awsdns-02.co.uk",NOERROR,True,cloudfront,,,
[x],basic.pingone.com,"44.240.2.215, 52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],beta.pingone.com,"44.240.2.215, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],booking-api.pingone.com,"44.240.2.215, 52.11.201.206, 3.130.152.31, 44.241.84.41, 3.129.185.94, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],c.pingone.com,"44.241.84.41, 3.130.152.31, 3.17.229.99, 3.129.185.94, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],c37ff45e-9827-4bee-9f7f-d0b442716a15.edge1.pingone.com,"13.225.34.59, 13.225.34.118, 13.225.34.89, 13.225.34.107","2600:9000:219c:fc00:4:3b2f:7a40:93a1, 2600:9000:219c:fe00:4:3b2f:7a40:93a1, 2600:9000:219c:c200:4:3b2f:7a40:93a1, 2600:9000:219c:7e00:4:3b2f:7a40:93a1, 2600:9000:219c:2600:4:3b2f:7a40:93a1, 2600:9000:219c:f800:4:3b2f:7a40:93a1, 2600:9000:219c:9800:4:3b2f:7a40:93a1, 2600:9000:219c:ea00:4:3b2f:7a40:93a1",d1yhk2uzqvnqp5.cloudfront.net,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com","ns-1217.awsdns-24.org, ns-1709.awsdns-21.co.uk, ns-424.awsdns-53.com, ns-623.awsdns-13.net",NOERROR,True,cloudfront,,,
[x],c862dd26-b780-4b72-921c-b2cd66be5894.edge1.pingone.com,"13.225.78.38, 13.225.78.88, 13.225.78.117, 13.225.78.15","2600:9000:21f3:1800:1e:2873:8a40:93a1, 2600:9000:21f3:be00:1e:2873:8a40:93a1, 2600:9000:21f3:ac00:1e:2873:8a40:93a1, 2600:9000:21f3:1400:1e:2873:8a40:93a1, 2600:9000:21f3:c200:1e:2873:8a40:93a1, 2600:9000:21f3:b800:1e:2873:8a40:93a1, 2600:9000:21f3:9800:1e:2873:8a40:93a1, 2600:9000:21f3:5000:1e:2873:8a40:93a1",d4h7leoubup5.cloudfront.net,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com","ns-953.awsdns-55.net, ns-1169.awsdns-18.org, ns-121.awsdns-15.com, ns-1688.awsdns-19.co.uk",NOERROR,True,cloudfront,,,
[x],c86c9d41-dc59-462a-bfaa-5cd32d363743.edge1.pingone.com,"18.66.97.93, 18.66.97.100, 18.66.97.4, 18.66.97.73","2600:9000:223c:ba00:18:2d85:7240:93a1, 2600:9000:223c:b600:18:2d85:7240:93a1, 2600:9000:223c:400:18:2d85:7240:93a1, 2600:9000:223c:9800:18:2d85:7240:93a1, 2600:9000:223c:f400:18:2d85:7240:93a1, 2600:9000:223c:2600:18:2d85:7240:93a1, 2600:9000:223c:4600:18:2d85:7240:93a1, 2600:9000:223c:1e00:18:2d85:7240:93a1",d1v7os3xtlsqx.cloudfront.net,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com","ns-1691.awsdns-19.co.uk, ns-61.awsdns-07.com, ns-917.awsdns-50.net, ns-1268.awsdns-30.org",NOERROR,True,cloudfront,,,
[x],cacca015-97f4-4b73-bd45-1379d36ccc3a.edge1-test.pingone.com,"18.164.52.37, 18.164.52.38, 18.164.52.87, 18.164.52.117","2600:9000:2450:0:19:3d45:180:93a1, 2600:9000:2450:8400:19:3d45:180:93a1, 2600:9000:2450:200:19:3d45:180:93a1, 2600:9000:2450:4200:19:3d45:180:93a1, 2600:9000:2450:8600:19:3d45:180:93a1, 2600:9000:2450:b600:19:3d45:180:93a1, 2600:9000:2450:be00:19:3d45:180:93a1, 2600:9000:2450:7a00:19:3d45:180:93a1",dut1ykoir747a.cloudfront.net,"ns-1872.awsdns-42.co.uk, awsdns-hostmaster.amazon.com","ns-1352.awsdns-41.org, ns-1872.awsdns-42.co.uk, ns-211.awsdns-26.com, ns-862.awsdns-43.net, ns-1191.awsdns-20.org, ns-1735.awsdns-24.co.uk, ns-301.awsdns-37.com, ns-798.awsdns-35.net",NOERROR,True,cloudfront,,,
[x],careers.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cc8ae9ff-4f21-4bc8-a312-034fedfa09b7.edge1-test.pingone.com,"52.222.139.15, 52.222.139.35, 52.222.139.79, 52.222.139.116","2600:9000:2204:1600:7:d93b:5580:93a1, 2600:9000:2204:5400:7:d93b:5580:93a1, 2600:9000:2204:1c00:7:d93b:5580:93a1, 2600:9000:2204:f600:7:d93b:5580:93a1, 2600:9000:2204:4a00:7:d93b:5580:93a1, 2600:9000:2204:aa00:7:d93b:5580:93a1, 2600:9000:2204:2600:7:d93b:5580:93a1, 2600:9000:2204:7c00:7:d93b:5580:93a1",d2gtlvdeyetsuu.cloudfront.net,"ns-116.awsdns-14.com, awsdns-hostmaster.amazon.com","ns-116.awsdns-14.com, ns-1606.awsdns-08.co.uk, ns-1003.awsdns-61.net, ns-1042.awsdns-02.org",NOERROR,True,cloudfront,,,
[x],cdn.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdn.ncnd.pingone.com,"3.129.185.94, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdn.pingone.com,"3.17.229.99, 52.11.201.206, 44.241.84.41, 44.240.2.215, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdn1.pingone.com,"3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp-ohi.idaas.pingone.com,18.189.247.105,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp-ohi.test-idaas.pingone.com,3.132.237.34,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp-ore.idaas.pingone.com,52.13.168.201,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp-ore.ort-idaas.pingone.com,52.33.192.221,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp.idaas.pingone.com,3.13.93.125,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp.ort-idaas.pingone.com,3.133.4.162,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdp.test-idaas.pingone.com,3.132.237.34,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cdq-api.pingone.com,"3.17.229.99, 3.129.185.94, 44.241.84.41, 52.11.201.206, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cemerickantiviruspre.pingone.com,"3.17.229.99, 52.11.201.206, 3.130.152.31, 44.240.2.215, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],certificate.pingone.com,"3.129.185.94, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],certificate.pps-staging.pingone.com,"44.241.84.41, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cidapi-ohi.idaas.pingone.com,3.133.1.166,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cidapi-ohi.ort-idaas.pingone.com,3.133.24.131,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cidapi-ohi.test-idaas.pingone.com,3.140.60.226,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cidapi.idaas.pingone.com,3.133.0.185,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cidapi.ort-idaas.pingone.com,,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cidapi.test-idaas.pingone.com,3.140.60.226,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cididp.idaas.pingone.com,52.26.205.210,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cididp.ort-idaas.pingone.com,3.132.57.38,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cididp.test-idaas.pingone.com,3.138.233.197,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cim-api-dev.console-staging.pingone.com,"3.130.152.31, 52.11.201.206, 44.240.2.215, 44.241.84.41, 3.129.185.94, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cim-api.pingone.com,"3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cim-data-quality-qa.pingone.com,"44.240.2.215, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],click.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],click.console-staging.pingone.com,"3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],click.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cloud.pingone.com,"44.241.84.41, 3.130.152.31, 3.17.229.99, 3.129.185.94, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
