new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,mx,txt,ns,has_internal_ips,internal_ips,caa
[x],www.dev.rockset.com,"108.157.229.5, 108.157.229.99, 108.157.229.80, 108.157.229.31",,"ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2395:7600:19:f56:a440:93a1, 2600:9000:2395:8200:19:f56:a440:93a1, 2600:9000:2395:c400:19:f56:a440:93a1, 2600:9000:2395:4800:19:f56:a440:93a1, 2600:9000:2395:2000:19:f56:a440:93a1, 2600:9000:2395:fe00:19:f56:a440:93a1, 2600:9000:2395:b800:19:f56:a440:93a1, 2600:9000:2395:a800:19:f56:a440:93a1",,,,,,
[x],www.hellorory.com,"104.21.60.13, 172.67.186.217",,"amber.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:3033::ac43:bad9, 2606:4700:3030::6815:3c0d",,,,,,
[x],www.my.ro.co,"172.67.183.146, 104.21.51.179",,"kate.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:3031::6815:33b3, 2606:4700:3033::ac43:b792",,,"kate.ns.cloudflare.com, oswald.ns.cloudflare.com",,,
[x],www.myplenity.com,"104.18.18.146, 104.18.19.146","www.myplenity.com.dxcloud.episerver.net, www.myplenity.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:1292, 2606:4700::6812:1392",,,,,,
[x],www.ro.co,"104.18.140.51, 104.18.139.51",,"amber.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:8b33, 2606:4700::6812:8c33",,,,,,
[x],www.rockset.com,"52.222.139.4, 52.222.139.60, 52.222.139.39, 52.222.139.83",,"ns-1088.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2204:e800:c:d9d5:f00:93a1, 2600:9000:2204:d400:c:d9d5:f00:93a1, 2600:9000:2204:8400:c:d9d5:f00:93a1, 2600:9000:2204:5a00:c:d9d5:f00:93a1, 2600:9000:2204:e600:c:d9d5:f00:93a1, 2600:9000:2204:c200:c:d9d5:f00:93a1, 2600:9000:2204:9200:c:d9d5:f00:93a1, 2600:9000:2204:e400:c:d9d5:f00:93a1",,,,,,
[x],www.ropharmacy.com,"188.114.97.0, 188.114.96.0",,"amber.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2a06:98c1:3121::, 2a06:98c1:3120::",,,,,,
[x],zendesk2.ro.co,"162.159.128.7, 162.159.138.6",mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,,
[x],zendesk4.ro.co,"162.159.138.6, 162.159.128.7",mail4.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,,
,007.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,123broccostella.jimdofree.com,"52.17.133.249, 54.195.238.170, 52.214.220.238, 34.248.231.9, 52.213.48.194, 52.48.193.147, 54.76.181.46, 52.31.108.183","web.jimdo.com, web-prod.jimdo-platform.net, web-prod-3fab4a-1499954829-1392918184.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,271596.genapicloud.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,271666.genapicloud.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,2fopenbook.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,2fwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,2ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,3dpages.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,3ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,7ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,acasadoconcurseiro-com-br-4630287.hs-sites.com,"104.16.132.186, 104.16.133.186, 104.16.134.186, 104.16.131.186, 104.16.135.186",,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6810:85ba, 2606:4700::6810:84ba, 2606:4700::6810:87ba, 2606:4700::6810:86ba, 2606:4700::6810:83ba",,,,,,
,accesscachepreprodcontainer-corporate.identity.goodrx.com,"104.18.18.190, 104.18.19.190",ingress.identity.goodrx.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:12be, 2606:4700::6812:13be",,,,,,
,accesscachepreprodcontainer-corporate.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,accesserrorcorporateclients-backupconfig.stage.twilio.com,"13.32.99.92, 13.32.99.99, 13.32.99.43, 13.32.99.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,accesserrorcorporateclients-backupconfig.websitebuilder.easyname.com,185.51.8.148,,"nsi1.easyname.com, hostmaster.easyname.com",NOERROR,,,,,,,,,
,accountprodcontroller-static-exchangedns.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,accountprodcontroller.runbot108.odoo.com,141.95.203.16,runbot108.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,accountprodcontroller.stage.twilio.com,"13.32.99.111, 13.32.99.99, 13.32.99.43, 13.32.99.92",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-616.awsdns-13.net, ns-111.awsdns-13.com, ns-1903.awsdns-45.co.uk, ns-1221.awsdns-24.org",,,
,aditlinux.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,admin-errorconnectstoragemx.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,admin-errorconnectstoragemx.stage.twilio.com,"13.227.219.81, 13.227.219.24, 13.227.219.113, 13.227.219.13",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,admin-errorconnectstoragemx.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,agapechristianacademysc.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,aggregator.etoro.com,"104.18.35.149, 172.64.152.107","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,agroecology-capital.docsend.com,"54.91.59.199, 52.20.78.240, 3.220.57.224, 3.232.242.170",curly-hummingbird-05smsr1t1rf1bso850buwz9i.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,akcn.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,akhk.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,akironcompany.jimdofree.com,"52.17.4.161, 54.73.88.223, 54.171.145.166","web.jimdo.com, web-hp.prod.jimdo.systems, web-prod.jimdo-platform.net, web-prod-3fab4a-1499954829-1392918184.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,alerts.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,analytics.dev.etoro.com,"23.61.11.176, 23.61.11.142","analytics.dev.etoro.com.edgekey.net, e178605.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,andys-nitro-cold-brew.jimdosite.com,"162.159.129.70, 162.159.128.70",web.jimdosite.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:7::a29f:8046, 2606:4700:7::a29f:8146",,,,,,
,angelorozco.jimdosite.com,"162.159.129.70, 162.159.128.70",web.jimdosite.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:7::a29f:8146, 2606:4700:7::a29f:8046",,,,,,
,antivirus-2018.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,antivirus-security-free.br.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,antonioorozcooficialfansite.jimdofree.com,"54.171.145.166, 52.17.4.161, 54.73.88.223","web.jimdo.com, web-hp.prod.jimdo.systems, web-prod.jimdo-platform.net, web-prod-3fab4a-1499954829-1392918184.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com, ns-191.awsdns-23.com",NOERROR,,,,,,,,,
,api-gw.etoro.com,20.107.18.55,"prod-apimgmt.trafficmanager.net, prod-apimgmt-westeurope-01.regional.azure-api.net, apimgmthssx5vj1idd3wme2nxtugkoilkcbem3lzell5sdd2cq.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
,api-portal.etoro.com,137.117.211.149,"etoro.portal.azure-api.net, apimgmthsqd0ptyufafsh5lrejx36wx1qrphpmkcl9sh42puvg.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,api.etoro.com,137.117.211.149,"etoro.azure-api.net, apimgmttmwx0ecqcvirscq8bbamkhd0gfhe8xma6oazegxtnog.trafficmanager.net, etoro-westeurope-01.regional.azure-api.net, apimgmthsqd0ptyufafsh5lrejx36wx1qrphpmkcl9sh42puvg.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,apptest.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,arrow.etoro.com,82.166.64.67,"il-mag-nodes.trafficmanager.net, il-mag-cellcom.etoro.com","ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,arrowconnects.arrow.com,13.93.163.20,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com","pdns77.ultradns.com, domadmin.arrow.com",NOERROR,True,azure,,,,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,
,arrowconnectsap.arrow.com,13.93.163.20,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com","pdns77.ultradns.com, domadmin.arrow.com",NOERROR,True,azure,,,,,,,
,arrowcounty-2441586.hs-sites.com,"104.16.131.186, 104.16.135.186, 104.16.133.186, 104.16.134.186, 104.16.132.186",,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6810:86ba, 2606:4700::6810:84ba, 2606:4700::6810:83ba, 2606:4700::6810:87ba, 2606:4700::6810:85ba",,,,,,
,arrowmask8.etoro.com,82.80.101.32,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,artteam.promed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,artteam.rumed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,asdf.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,assets-cdn-stg-006.dev.etoro.com,"13.107.237.45, 13.107.238.45","assets-stg-006.azureedge.net, assets-stg-006.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, gva30r3a.msedge.net, prar3b.msedge.net, rba30r3b.msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.msedge.net",NOERROR,,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,,,
,associazionegranelloinsieme.orgmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,atsbookkeeping.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,authaccesscachepreprodcontainer-corporate.stage.twilio.com,"13.32.99.92, 13.32.99.99, 13.32.99.43, 13.32.99.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,authaccesscachepreprodcontainer-corporate.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,
,aww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,basics-moving-averages.aspxwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,bgkgvs.inmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,billing-pci.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,bitgowebhook.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,blog.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,br.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,bronco.wpengine.com,104.199.122.56,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,,
,broncobuilder.wpengine.com,34.73.49.31,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,,
,broncoville.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bucket-mirrorconfig.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,bucket-mirrorconfig.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,bucket-mirrorconfig.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,buyingpeers.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,cachepreprodcontainer-corporate.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,cachepreprodcontainer-corporate.unified.seek.com,,wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,calendrier-365.frcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,callbacks-temp.genapicloud.compages.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,candle.etoro.com,51.144.179.119,"prod-candle.trafficmanager.net, candlew.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,cashier.etoro.com,"172.64.152.107, 104.18.35.149",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,ccmint.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,cdn.etoro.com,"2.19.204.43, 2.16.103.24","www.etoro.com.edgesuite.net, a1017.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,charts.etoro.com,104.102.19.91,"wildcard.etoro.com.edgekey.net, e1660.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,chef-customers-preprodcontainer-corporate.cloud.tyk.io,"54.210.191.147, 3.208.49.197, 54.88.196.71, 54.210.68.5",web-ingress-527387518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chef-customers-preprodcontainer-corporate.md-in-62.hostgator.in,103.53.43.36,,"andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,chef-customers-preprodcontainer-corporate.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,chef-customers-preprodcontainer-corporate.stage.twilio.com,"13.32.99.43, 13.32.99.111, 13.32.99.99, 13.32.99.92",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,chef-customers-preprodcontainer-corporate.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,cinemalive.inmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,click.connect.etoro.com,161.71.51.118,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,cloud.connect.dev.etoro.com,161.71.56.90,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,cms.etoro.com,104.96.94.79,"cms.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,cmspreprodcontainer-corporate.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,cmspreprodcontainer-corporate.smartsurfer.web.de,82.165.229.87,"redir.web.de, redir.g-ha-web.de","ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,,,,,,,,,
,cmspreprodcontainer-corporate.stage.twilio.com,"13.32.99.99, 13.32.99.43, 13.32.99.92, 13.32.99.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,cmspreprodcontainer-corporate.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,cocovida.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,codereview.etoro.com,142.250.185.83,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80e::2013,,,,,,
,collab-9-intrain.eupacktory1.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,connect.dev.etoro.com,161.71.33.242,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,reply.s50.exacttarget.com,v=spf1 include:cust-spf.exacttarget.com -all,"ns1.exacttarget.com, ns4.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com",,,
,conten.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,content.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,corporate.etoro.com,23.216.207.78,"go.etoro.com, go.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,csun.olami.orgmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,customers-preprodcontainer-corporate.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,customers-preprodcontainer-corporate.runbot108.odoo.com,141.95.203.16,runbot108.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,customers-preprodcontainer-corporate.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,customers-preprodcontainer-corporate.websitebuilder.easyname.com,185.51.8.148,,"nsi1.easyname.com, hostmaster.easyname.com",NOERROR,,,,,,,,,
,customersupportapi.etoro.com,"172.64.152.107, 104.18.35.149","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,cz.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dallas.olami.orgmed.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,dbms-errorcontrollerlink-tunnel-mx.comodo.bluesnap.com,141.226.142.181,bluesnap.com,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,bluesnap-com.mail.protection.outlook.com,"sapience-verification=00f5721e11531aeeed2992ec5329143c, v=spf1 ip4:132.145.253.172 ip4:141.226.140.59 ip4:141.226.142.59 include:mail.zendesk.com include:_spf.salesforce.com include:spf.protection.outlook.com include:454819.spf10.hubspotemail.net include:_ae.bluesnap.com include:_sws.bluesnap.com include:m.les, sonly.com include:spf.mandrillapp.com  ~all, ZOOM_verify_ZLHrtzxvMwICAzYenrnOJN, facebook-domain-verification=bqxxq5arjhpblcpcpps3joal49yjdg, twilio-domain-verification=f5160a172df04337393a8fcd38f73756, MS=ms83569957, TXT k=rsa; p=MHwwDQYJKoZIhvcNAQEBBQADawAwaAJhAKvJz5ye22PHdYTIuavCV0yjPh3rgdK9NFBH81uguQzlTPK9EZ32E3cTGQ/hcMIiPMJ4sYKmLBRUE+jGmm0QU84spQ/ZAqh86zh12Z9oN6SHXFEPlzlwBO5D9rWcg5rILwIDAQAB, atlassian-domain-verification=EEYuoYKwO4K9FFRytCkn7CLD7nXrnRZQ1TMJN2ycWWi0hTS7PpeIswvA1Ym24wqd","dns4.p01.nsone.net, ns01.myveryfastdns.com, ns02.myveryfastdns.com, ns03.myveryfastdns.com, ns04.myveryfastdns.com, dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net",,,"sectigo.com, letsencrypt.org, mailto:it@bluesnap.com, digicert.com"
,dbms-errorcontrollerlink-tunnel-mx.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,dbms-errorcontrollerlink-tunnel-mx.stage.twilio.com,"13.32.99.43, 13.32.99.92, 13.32.99.99, 13.32.99.111",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,dbms-errorcontrollerlink-tunnel-mx.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,debugerrorconnectstoragemx.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,,
,debugerrorconnectstoragemx.stage.twilio.com,"13.32.99.99, 13.32.99.43, 13.32.99.111, 13.32.99.92",dvksptar9cd7z.cloudfront.net,,NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-616.awsdns-13.net, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk",,,
,delicateaesthetics.co.ukmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
