new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,txt,mx,caa
[x],kronos.jetblue.com,64.25.24.116,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],lab.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],learningportal.jetblue.com,151.101.38.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],logs.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],lync.jetblue.com,52.112.192.142,2603:1027::e,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],mail.it.jetblue.com,142.250.184.243,2a00:1450:4001:831::2013,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,
[x],managetrips.jetblue.com,199.232.18.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],mbp.jetblue.com,"151.101.2.245, 151.101.66.245, 151.101.130.245, 151.101.194.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],mediaroom.jetblue.com,"162.159.130.11, 162.159.129.11","2606:4700:7::a29f:810b, 2606:4700:7::a29f:820b","jetblue2022news-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],messaging-forms-demo.jetblue.com,"104.17.178.82, 104.17.179.82",,"ssl.asapp.com, ssl.asapp.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],messaging-forms-preprod.jetblue.com,"104.17.178.82, 104.17.179.82",,"ssl.asapp.com, ssl.asapp.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],messaging-forms.jetblue.com,"104.17.178.82, 104.17.179.82",,"ssl.asapp.com, ssl.asapp.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],metrics.jetblue.com,"63.140.38.115, 63.140.38.139, 63.140.38.225, 63.140.38.186, 63.140.38.123, 63.140.38.20, 63.140.38.169, 63.140.38.180, 63.140.38.113, 63.140.38.15",,jetblue.112.2o7.net,"ns201.adobe.net, dnsadmin.omniture.com, hostmaster.adobe.com",NOERROR,,,,,,
[x],mi.jetblue.com,54.160.217.24,,"www.ink1001.com, ink1001.com","ns-933.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1401.awsdns-47.org, ns-1725.awsdns-23.co.uk, ns-93.awsdns-11.com, ns-933.awsdns-52.net",,,"amazon.com, amazonaws.com, amazontrust.com, awstrust.com, digicert.com, entrust.net, letsencrypt.org, sectigo.com"
[x],mobile.jetblue.com,"151.101.2.245, 151.101.66.245, 151.101.130.245, 151.101.194.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],mobile.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1011.awsdns-62.net, ns-1219.awsdns-24.org, ns-1846.awsdns-38.co.uk, ns-59.awsdns-07.com",,,
[x],mobilecheckin.jetblue.com,"151.101.66.245, 151.101.130.245, 151.101.194.245, 151.101.2.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],mssql.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],myflights.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],navtechpbs.jetblue.com,192.234.227.27,,jetblue.navtechpbs.com,"ns1.navtechpbs.com, noc.edgecast.com",NOERROR,,,,,,
[x],news.jetblue.com,"162.159.130.11, 162.159.129.11","2606:4700:7::a29f:810b, 2606:4700:7::a29f:820b","jetblue2022news-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],ns01.jetblue.com,64.25.24.159,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],ns02.jetblue.com,64.25.28.159,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],o1.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],oculus.it.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],oe-qa.travelproducts.jetblue.com,142.250.185.243,2a00:1450:4001:827::2013,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,
[x],oe.travelproducts.jetblue.com,172.217.16.19,2a00:1450:401b:804::2013,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,
[x],omnistats.jetblue.com,"63.140.62.160, 63.140.62.135, 63.140.62.164",,jetblue.com.d1.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,
[x],omp.email.jetblue.com,"199.7.204.138, 199.7.206.42, 207.135.2.44, 207.135.2.45",,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,True,oracle,,,,
[x],omptrans.email.jetblue.com,"207.135.3.39, 199.7.203.187",,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,True,oracle,,,,
[x],omptrans.info.jetblue.com,12.130.154.40,,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,,,,
[x],oschotspot01.jetblue.com,1.1.1.1,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],oschotspot02.jetblue.com,1.1.1.1,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],owa.jetblue.com,64.25.24.124,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],paisly.jetblue.com,"172.64.151.139, 104.18.36.117","2606:4700:4400::6812:2475, 2606:4700:4400::ac40:978b",,"connie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"connie.ns.cloudflare.com, jack.ns.cloudflare.com",,,
[x],pay.prd.cua.ctr.jetblue.com,64.25.24.28,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],pay.qa.egw.ctr.jetblue.com,64.25.28.33,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],photos.jetblue.com,"72.44.57.150, 54.161.156.117",,domain-forwarding.photorank.me,"ns-1551.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],points.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],prd-cua-orgeng.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],prod.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],prod.travelproducts.jetblue.com,34.96.95.24,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],product.it.jetblue.com,1.1.1.1,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,
[x],profsvc.prd.cua.ctr.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],prometheus-blue.it.jetblue.com,34.138.223.137,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-bluecms.it.jetblue.com,34.75.163.217,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-dev.it.jetblue.com,35.231.227.226,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-devops.it.jetblue.com,35.237.177.117,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-green.it.jetblue.com,34.139.119.140,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-greencms.it.jetblue.com,35.243.142.138,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-greencmsstg.it.jetblue.com,35.227.22.83,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-greendotcomstg.it.jetblue.com,34.75.114.196,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-int.it.jetblue.com,34.75.140.226,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-prd.it.jetblue.com,35.231.231.239,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-qa.it.jetblue.com,34.73.212.204,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-stg.it.jetblue.com,35.231.188.249,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus-tools.it.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],prometheus.it.jetblue.com,35.231.231.239,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],public.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],raw.reimbursements.jetblue.com,,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],rcv.jetblue.com,64.25.28.108,,rcvprde.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],rcvprdc.jetblue.com,64.25.24.108,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],rcvprde.jetblue.com,64.25.28.108,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],rcvqa2.jetblue.com,64.25.24.103,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],rcvstgc.jetblue.com,64.25.24.105,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],reimbursements.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:mailgun.org ~all,"mxa.mailgun.org, mxb.mailgun.org",
[x],rendertron.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],reports.jetblue.com,64.25.28.30,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],reportsinternal.jetblue.com,64.25.24.46,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],rss.jetblue.com,129.41.69.98,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],sclae.jetblue.com,"70.105.77.152, 70.105.77.155",,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],sclwacext.jetblue.com,70.105.77.151,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],sclwc.jetblue.com,"70.105.77.153, 70.105.77.156",,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],sdk.travelproducts.jetblue.com,34.96.108.146,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],shopify.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],shoptrue.jetblue.com,"104.18.29.31, 104.18.28.31","2606:4700::6812:1c1f, 2606:4700::6812:1d1f","shoptrue.points.com, shoptrue.points.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],sip.jetblue.com,52.112.192.139,2603:1027::b,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sites-ibp.jetblue.com,64.25.24.123,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],sites.jetblue.com,64.25.24.123,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],smartsuitecloud-prod.jetblue.com,,,"smartsuitecloud-prod.jetblue.com.trafficmanager.net, se2-wcu-pa-elb-noappgw.westcentralus.cloudapp.azure.com","ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],smartsuitecloud-qa.jetblue.com,20.165.140.6,,"smartsuitecloud-qa.jetblue.com.trafficmanager.net, sse-wcu-pa-dev-elb-uat.westcentralus.cloudapp.azure.com","ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,
[x],smartsuitecloud-stg.jetblue.com,52.161.18.233,,"smartsuitecloud-stg.jetblue.com.trafficmanager.net, de2-wcu-pa-dev-elb-noappgw.westcentralus.cloudapp.azure.com","ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],smartsuiteprod.jetblue.com,64.25.24.60,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],smetrics.jetblue.com,"63.140.62.160, 63.140.62.164, 63.140.62.135",,jetblue.102.112.2o7.net,"ns201.adobe.net, hostmaster.adobe.com, dnsadmin.omniture.com",NOERROR,,,,,,
[x],somnistats.jetblue.com,"63.140.62.135, 63.140.62.160, 63.140.62.164",,jetblue.com.ssl.d1.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,
[x],sonarqube-devops.it.jetblue.com,35.237.177.117,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],sonarqube.it.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],spf6.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 ip4:38.133.153.128/26 include:mailsg.sportssystems.com -all,,
[x],stg-cua-orgeng.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],stg-egw-orgeng.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],stgtf-jbdesktop.jetblue.com,64.25.24.96,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],stgxenmobile.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],sweepstakes.jetblue.com,209.10.110.8,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],tdprest.qa.egw.ctr.jetblue.com,64.25.28.49,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],tdprestpay.prd.cua.ctr.jetblue.com,64.25.24.48,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],tdprestpay.qa.egw.ctr.jetblue.com,64.25.28.46,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],testpbs.jetblue.com,192.234.227.26,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],tf-jbdesktop.gslb.jetblue.com,64.25.24.71,,,"gslbns3.jetblue.com, jetblue",NOERROR,,,,,,
[x],tf-jbdesktop.jetblue.com,64.25.24.71,,tf-jbdesktop.gslb.jetblue.com,"gslbns3.jetblue.com, jetblue",NOERROR,,,,,,
[x],tibco.jetblue.com,13.90.22.43,,az-f5-ext-nprd.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],tnl.jetblue.com,64.25.24.127,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],training.jetblue.com,64.50.124.115,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],travelbank.int.jetblue.com,151.193.109.73,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],travelbank.jetblue.com,"151.193.0.195, 151.193.4.195",,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],travelproducts.jetblue.com,"216.239.32.21, 216.239.38.21, 216.239.34.21, 216.239.36.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15",,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com","google-site-verification=zR3MvWztDTNo3EHVTNo5tnoi6eFJSwBeDijYwkXKFII, google-site-verification=meiKiyJ2EUBRBwgZ46Iqrjl4KPLqOKYW3f_DeZL37dM",,
[x],traxaerodata-stg.jetblue.com,64.25.24.37,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],traxaerodata.jetblue.com,64.25.24.36,,cuatraxaerodata.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],trueblue.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],trueblueqa.jetblue.com,66.77.200.140,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],trueblueshopping.jetblue.com,192.237.227.70,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],truebluetest2.jetblue.com,66.77.200.144,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],uag.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],uniformshop.jetblue.com,65.254.220.235,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],unsubscribe.travelproducts.jetblue.com,,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],v2.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1011.awsdns-62.net, ns-1219.awsdns-24.org, ns-1846.awsdns-38.co.uk, ns-59.awsdns-07.com",,,
[x],vacaciones.jetblue.com,23.215.20.64,,"wildcard.jetblue.com.edgekey.net, e4076.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],vacations.jetblue.com,"104.18.109.3, 104.18.150.3, 108.162.193.121, 172.64.33.121, 173.245.59.121, 108.162.192.247, 172.64.32.247, 173.245.58.247","2606:4700::6812:9603, 2606:4700::6812:6d03, 2606:4700:58::adf5:3b79, 2803:f800:50::6ca2:c179, 2a06:98c1:50::ac40:2179, 2606:4700:50::adf5:3af7, 2803:f800:50::6ca2:c0f7, 2a06:98c1:50::ac40:20f7",,"connie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"connie.ns.cloudflare.com, jack.ns.cloudflare.com",apple-domain-verification=GaflSBomZfc5OP1L,,
[x],vacationsqa.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],vacationsqa2.jetblue.com,"104.18.42.55, 172.64.145.201","2606:4700:4400::6812:2a37, 2606:4700:4400::ac40:91c9",,"clay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"clay.ns.cloudflare.com, eva.ns.cloudflare.com",,,
[x],webcheckin.jetblue.com,64.25.24.144,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],websvc-stg.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],websvc.jetblue.com,151.101.38.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www-dev.jetblue.com,146.75.122.245,,"www.jetblue.com, jetblue.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
[x],www-dev2.jetblue.com,,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www-int2.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www-qa.jetblue.com,151.101.246.245,,"www.jetblue.com, jetblue.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www-qa2.jetblue.com,,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www-stg2.jetblue.com,199.232.38.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www.cruises.jetblue.com,63.137.180.132,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],www.getaways.jetblue.com,151.101.178.245,,"www.jetblue.com, jetblue.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www.hotels.jetblue.com,216.251.126.253,,cname.travelnow.com,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,
[x],www.ir.jetblue.com,"162.159.129.11, 162.159.130.11","2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b","jetblue2022ir-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],www.mediaroom.jetblue.com,"162.159.130.11, 162.159.129.11","2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b","jetblue2022news-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],www.news.jetblue.com,"162.159.129.11, 162.159.130.11","2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b","jetblue2022news-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],www.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],www2.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],www6.jetblue.com,151.101.38.107,,prospective.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
