input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_expired,tls_self_signed
autodiscover.jetblue.com,Sign In,200,22136,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,80,http://autodiscover.jetblue.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,40.99.149.184,/,-1249852061,2603:1026:c0d:74::8,Microsoft HTTPAPI:2.0,505,False,,,https://fs.jetblue.com/adfs/ls/?client-request-id=8308f58c-9ca3-8a24-dbb3-2bb2409808ea&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZK9SxtxHMbz8_Qata3iH9DhcNJecpd7DwjVvGhjzqRezVsp4e53d8kld_7ivSRRcapDKaVIlxYpFFroIE52aZ06OxSH0kGltJsIhVIoODahS0ef4eGB7_CFz_NMYXSEjk9S_xQj-05SpkmT0Oin_-ROjIw__RN-9PbV5JPT99MHd16GL3bBaMPwNTswIhA5e4Co-37Li0ejKPBthJoRZJoWNBie69-jqKNGPwBwDMA5AHsDAs-ItMRRokCxNCvwMZqKiCoPNUM0SYajGJIVoESKtM6TjKpxBoxxhspIJwNjudnAr8f6hlxrw_g9MGwi16m2kOfvYs9AEvqZpCfXkqm5ZTVXVdxmXd6Yny2uQMnqZApqZiW7SOeCUtcMBJcrKBIpFFWjviwryQp3N2Xlcr7lJDpydzHdRJo-l4zVYVZ27rkwVausS7boLZb1BdIsV9tdcmktZTMlcr01X1phNYX29EJlg88XGpKgVnTP7OxhVwJ8gOE9SA5aPcJw1DJWLf14EHwfBJeD4M1QD_7ZQnr7-fZ-4vU35uuLoVuho6FomtETfEJJs_l0VimUlpis5nb8Yrvm5QuZhhWUKSoXZQLfbaEZNk7v4GAHxw_x4TA2HiKwRJ4-x8EvHDy-FjocvkJ3x6Pg5Do7gkNbtRxvYmqTsPSqj5rGKhHfJLqOV4Wwn9pqbxEeEX9A9F4QD7e2tj7dCF3ePNv_-O7zjy8_Fy7GbpdluCRo2UDV7_Opmq0xUkpuFJVygp9GopFpM3PpfGnaLnXX2Jm_0,,,
ayuda.jetblue.com,JetBlue,200,30824,hola.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,hola.jetblue.com,443,https://ayuda.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,1163746949,151.101.194.245,Varnish,388,False,fastly,True,https://hola.jetblue.com/help,*.hola.jetblue.com,,
az-api-stg.jetblue.com,,404,54,az-api-stg.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-21T20:46:27Z,2023-05-20T20:46:27Z,"CN=*.stgase.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",*.stgase.jetblue.com,JetBlue Airways Corporation,*.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",52525e63ebb5ee844467633b2baee646,bf0f98a890938cc0a11e5ea98a9c9fa833be4e949d208f14dd285059549d61b2,True,ctls,az-api-stg.jetblue.com,443,https://az-api-stg.jetblue.com:443,https,,application/json,GET,40.121.10.69,/,-326256188,40.121.10.69,,1,False,azure,True,,,,
az-api.jetblue.com,,404,54,az-api.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-27T21:39:43Z,2023-05-26T21:39:43Z,"CN=*.prdase.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",*.prdase.jetblue.com,JetBlue Airways Corporation,*.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5462f90037f621cbcb35b5b4294a146b,6f30b9002f39d7dc9bea7f61f93972f814e2144a51f4da72dcd0524e285c1e68,True,ctls,az-api.jetblue.com,443,https://az-api.jetblue.com:443,https,,application/json,GET,40.87.94.7,/,-326256188,40.87.94.7,,1,False,azure,True,,,,
azrest.jetblue.com,,404,54,azrest.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,azrest.jetblue.com,443,https://azrest.jetblue.com:443,https,,application/json,GET,151.101.2.245,/,-326256188,151.101.194.245,Varnish,1,False,fastly,True,,,,
backupblueconnect.jetblue.com,Sign In,200,21580,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://backupblueconnect.jetblue.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,64.25.24.12,/,-722359518,64.25.24.12,Microsoft HTTPAPI:2.0,505,False,,,https://fs.jetblue.com/adfs/ls/?client-request-id=b660a973-ae13-4cf9-bfed-f36f3a49e4f1&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA42Kw8sooKSkottLXT0pMzi4tSMopTU3Oz8tLTS7Ry0otAXH1kvNz9VMS8xJ18xL1E0tLMvSLE3NzdFPzUgryM_NK9JLTM-0LbIsLjIqEuASKVyZsE17302f_28_5Vp5PPs5i5EYyZhWjC7nWAVUVl-amFoGsO8SoGG-YZmiSmpxoaZBsbJyYkmxklGhuaWRpmJiYlGxkbGSSfIGR8QUj4y0m1mCgbqNZzKpEWbyJWSXF0sjQ3MDcWNfS1Mhc18TCPFnX0szCXDfJLCkpxdI4NcXMyPACC88rFiYDxh8sjItYgb5-9dhESiCzx2nNMfXlE9UUGE6x6lcYpeZHeRQ7BVWkWDr6ReW5Gni65CUmp7vmpFU4O0c55vskmXuWpVamlebbWlgZTmDjPcXG8IGNsYOdYRY7wwFOxgO8DD_4eq6cXXHu4ZW3Hq_4dfzzQ83dkpKzDP1TjTKCjZINwiKLTf3yjbOzQlyDgw1digPcsg2TC421PUNtAQ2,,,
bccuatest.jetblue.com,Sign In,200,21566,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://bccuatest.jetblue.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,64.25.24.223,/,1217584131,64.25.24.223,Microsoft HTTPAPI:2.0,505,False,,,https://fs.jetblue.com/adfs/ls/?client-request-id=c2fac41d-c0c2-4a58-bb9f-78c12586a1d3&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA42KwcsooKSkottLXT0pOLk0sSS0u0ctKLUnKKU3VS87P1U9JzEvUzUvUTywtydAvTszN0U3NSynIz8wr0UtOz7QvsC0uMC4S4hKQPfLr0KEDEV6751ccVG1beHkWIzeSMasYbUi1Jjk_r7g0N7UIZM0hRsV4w5Qk82QjS8vUVHODpDQLyzRjAwtjS1MjA1NzyzTDJMMLjIwvGBlvMbEGA3UbzWKWxWvhJmaVFEsjQ3MDc2NdoCHmuiYW5sm6lmYW5rpJZklJKZbGqSlmRoYXWHhesTAZcPxgYVzECvQl14fnp1YqX3Rta-Xunb5eluEUq36Kd4hZgKmjh3tZmaNXYklVRK5LZm6GW4Wlvp-RWXq-Y2pBZpCjt7eLdlCkraWV4QQ23lNsDB_YGDvYGWaxMxzgZDzAy_CD7-2jyavPPbzy1uMVv05uQLhBhrZTsllkcHZBcIpTdq67Y3p4mJG7kaFTqJ9lZqBBtpdzeqKRr4GvLQA1,,,
bcss.jetblue.com,Sign In,200,21782,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://bcss.jetblue.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,52.234.130.85,/,-257809722,52.234.130.85,Microsoft HTTPAPI:2.0,505,False,azure,True,https://fs.jetblue.com/adfs/ls/?client-request-id=870f8378-a3a2-4d70-b9bd-32556528ff34&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAATZA_TBNRAMbvoC1YQAiTk3HAaKKv99796fVewtBaREsRsLYRl-buvXe20Ou73ntXrzgZB3Fz7iZsjMbFQUMcGQyDk3FxI01MHImLFieHb_m-5Pd9-bIKXqyUmpVN1KwV16t6s8qJ24kWswvJy_lXB4fh-oePep3d_GMO1ZkdJr1OzHKEB0cqaEkZCqxpHhEi91-kCTccK-jomgg1lwgNQfhZvV6DEFLDRQVgM9MAiDEKPOJQgHzfpshCDEH9VFXPVPXbRLp2Afg9YcVRF3NXtAXuugETWBJ8MRSjHPrntCnweRS4EsddETLS9tuMDidv8Jj0ej0q3WjAExZLHo37uEf2KI98P6FRP2JRT7ybXKKOjmxoG8CxdBuYBZsAJ1-wgZf3POoYjOZ1dJqaHaVmYRpPT2cXZq4o15TzlHqQHt80Wnqf1K8-X9t_3XlbOTtSTtKaufmgat8VTx_zcuvWoFW6L1c1rwEr2-VqJPukv7NqwbVgw-C7W8smRm8ycycZ5VdG3Z9ShlPK8SX1eE45v_zpxffDLz--_rw3mr-9kpRlA1r2Rsl75BQHe4VtyZ6UH1qGDPSthu_XxZ0VVkTP2K5Y_gs1,,,
bcss1.jetblue.com,Service cannot be reached,404,9314,bcss1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-04T23:49:00Z,2023-09-03T23:49:00Z,"CN=bcss1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcss1.jetblue.com,JetBlue Airways Corporation,blueonboarding.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",479895f089631f291072da2fe16e66ef,a761073f3c3e518f24df1eab92ce443f49e3a6e159b1a864431ef796e3dd2740,,ctls,bcss1.jetblue.com,443,https://bcss1.jetblue.com:443,https,,text/html,GET,52.234.130.85,/,-257809722,52.234.130.85,,1,False,azure,True,,,,
bcsspoc1.jetblue.com,,401,209,bcsspoc1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-29T14:30:17Z,2024-01-07T14:30:16Z,"CN=bcsspoc1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcsspoc1.jetblue.com,JetBlue Airways Corporation,blueonboardingqa1.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bdaf6127cd0ff1c54848842ef4111655,0279d84f207fc31364aea8a97d3002fb66c400989825b1fb41cf549bc468000f,,ctls,bcsspoc1.jetblue.com,443,https://bcsspoc1.jetblue.com:443,https,,text/html,GET,168.62.59.183,/,-257809722,168.62.59.183,SPNEGO,1,False,azure,True,,,,
bcssqa1.jetblue.com,,401,209,bcssqa1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-29T14:30:17Z,2024-01-07T14:30:16Z,"CN=bcsspoc1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcsspoc1.jetblue.com,JetBlue Airways Corporation,blueonboardingqa1.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bdaf6127cd0ff1c54848842ef4111655,0279d84f207fc31364aea8a97d3002fb66c400989825b1fb41cf549bc468000f,,ctls,bcssqa1.jetblue.com,443,https://bcssqa1.jetblue.com:443,https,,text/html,GET,168.62.59.183,/,-257809722,168.62.59.183,SPNEGO,1,False,azure,True,,,,
bitbucket-devops.it.jetblue.com,403 Forbidden,403,548,bitbucket-devops.it.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-21T12:01:52Z,2023-07-20T12:01:51Z,CN=bitbucket-devops.it.jetblue.com,bitbucket-devops.it.jetblue.com,,bitbucket-devops.it.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ffef8f9742429cb64cc5c215e2bd54c5,030604a4e09d7bef69d625f8ecdc0c2bc24c991510522fe6a8b9f1961a6c014c,,ctls,bitbucket-devops.it.jetblue.com,443,https://bitbucket-devops.it.jetblue.com:443,https,,text/html,GET,35.237.177.117,/,586998417,35.237.177.117,HSTS,14,False,google,True,,,,
bitbucket.it.jetblue.com,Redirecting,200,156584,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,443,https://bitbucket.it.jetblue.com:443,https,,text/html,GET,35.237.110.194,/,1155607201,35.237.110.194,HSTS,86,False,google,True,https://login.microsoftonline.com/d9217073-9527-487c-9687-b6bbd93ed621/oauth2/authorize?approval_prompt=force&client_id=9a3da4ba-2ecf-473a-b5cd-f2e478d0cd48&redirect_uri=https%3A%2F%2Fbitbucket.it.jetblue.com%2Foauth2%2Fcallback&response_type=code&scope=openid&state=969bedab21f5a181f2d89317a56ad41d%3A%2Flogin%3FnextUrl%3D%252Fdashboard,,,
blog.jetblue.com,JetBlue,200,28620,www.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,www.jetblue.com,443,https://blog.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,-163829387,151.101.194.245,Varnish,368,False,fastly,True,https://www.jetblue.com,*.jetblue.com,,
blogs.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57088,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://blogs.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,-1675618704,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
blueconnect.jetblue.com,Sign In,200,21590,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,443,https://blueconnect.jetblue.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,64.25.28.12,/,748867515,64.25.28.12,Microsoft HTTPAPI:2.0,505,False,,,https://fs.jetblue.com/adfs/ls/?client-request-id=ae71fdf9-7e48-4b0b-801e-70d14f6f0f4e&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA42KwcskoKSkottLXT8opTU3Oz8tLTS7Ry0otAXH1kvNz9VMS8xJ18xL1E0tLMvSLE3NzdFPzUgryM_NK9JLTM-0LbIsLDIuEuAR-_i1c51HH7d0gV3DRP5_fbxYjN5IxqxjtSLcIqKq4NDe1CGTRIUbF-CRLIzMTA0sjI1ODRLNUYwNzc2Mji2QLo2RD4xRjS8ukC4yMLxgZbzGxBgN1G81ilidg5SZmlRRLI0NzA3NjXUtTI3NdEwvzZF1LMwtz3SSzpKQUS-PUFDMjwwssPK9YeAyYrDg4-AVYJBgVGH6wMC5iBfrZnvnNiz97VnkuMflkpf90JsMpVv0kx-RyNxPzEsfsykrf1DwnX2N3d20Dd8eynHz_XNMQr8QIx0DfYn8XJ-9IW2MrwwlsvKfYGD6wMXawM8xiZzjAyXiAl-EH38uJO9ece3jlrccrfp1wv5Kqglxf30yDtGR312Cz4hSfQIucrIrkgKS8IEezLDNLs_LCzMSwsopyWwA1,,,
blueeye-stg.jetblue.com,BlueEye,200,10318,blueeye-stg.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-21T20:46:27Z,2023-05-20T20:46:27Z,"CN=*.stgase.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",*.stgase.jetblue.com,JetBlue Airways Corporation,*.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",52525e63ebb5ee844467633b2baee646,bf0f98a890938cc0a11e5ea98a9c9fa833be4e949d208f14dd285059549d61b2,True,ctls,blueeye-stg.jetblue.com,443,https://blueeye-stg.jetblue.com:443,https,,text/html,GET,40.121.10.69,/,-1840324437,40.121.10.69,HSTS,228,False,azure,True,,,,
blueeye.jetblue.com,BlueEye,200,10314,blueeye.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-27T21:39:43Z,2023-05-26T21:39:43Z,"CN=*.prdase.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",*.prdase.jetblue.com,JetBlue Airways Corporation,*.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5462f90037f621cbcb35b5b4294a146b,6f30b9002f39d7dc9bea7f61f93972f814e2144a51f4da72dcd0524e285c1e68,True,ctls,blueeye.jetblue.com,443,https://blueeye.jetblue.com:443,https,,text/html,GET,40.87.94.7,/,-1840324437,40.87.94.7,HSTS,228,False,azure,True,,,,
bluelearning.jetblue.com,Login - SAP SuccessFactors,200,26362,performancemanager8.successfactors.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=*.successfactors.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.successfactors.com,SAP SE,successfactors.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da0d4a6cf8ab9b92b388bc25b802fd3e,90cd46f1a907393aa5417214adc8b61c0a789f99d402b9202118e5dda78f8d8d,True,ctls,performancemanager8.successfactors.com,443,https://bluelearning.jetblue.com:443,https,Successfactors,text/html,GET,151.101.2.245,/,-1835334233,151.101.194.245,Java,445,False,fastly,True,https://performancemanager8.successfactors.com/login?company=jetblueair&loginMethod=PWD#/login,,,
blueonboarding.jetblue.com,Logon,200,28963,blueonboarding.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-04T23:49:00Z,2023-09-03T23:49:00Z,"CN=bcss1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcss1.jetblue.com,JetBlue Airways Corporation,blueonboarding.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",479895f089631f291072da2fe16e66ef,a761073f3c3e518f24df1eab92ce443f49e3a6e159b1a864431ef796e3dd2740,,ctls,blueonboarding.jetblue.com,443,https://blueonboarding.jetblue.com:443,https,,text/html,GET,52.234.130.85,/,-257809722,52.234.130.85,,482,False,azure,True,,,,
blueonboarding1.jetblue.com,Service cannot be reached,404,9314,blueonboarding1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-04T23:49:00Z,2023-09-03T23:49:00Z,"CN=bcss1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcss1.jetblue.com,JetBlue Airways Corporation,blueonboarding.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",479895f089631f291072da2fe16e66ef,a761073f3c3e518f24df1eab92ce443f49e3a6e159b1a864431ef796e3dd2740,,ctls,blueonboarding1.jetblue.com,443,https://blueonboarding1.jetblue.com:443,https,,text/html,GET,52.234.130.85,/,-257809722,52.234.130.85,,1,False,azure,True,,,,
blueonboardingdev1.jetblue.com,Logon,200,28963,blueonboardingdev1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-29T14:30:17Z,2024-01-07T14:30:16Z,"CN=bcsspoc1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcsspoc1.jetblue.com,JetBlue Airways Corporation,blueonboardingqa1.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bdaf6127cd0ff1c54848842ef4111655,0279d84f207fc31364aea8a97d3002fb66c400989825b1fb41cf549bc468000f,,ctls,blueonboardingdev1.jetblue.com,443,https://blueonboardingdev1.jetblue.com:443,https,,text/html,GET,168.62.59.183,/,-257809722,168.62.59.183,,482,False,azure,True,,,,
